Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.2679e-09	3.8904e-09	-10.0	20.0
1.0	9.6976e-10	2.1121e-09	-10.0	19.9
1.5	8.8129e-10	1.8034e-09	-10.0	19.8
2.0	8.2895e-10	1.626e-09	-10.0	19.7
2.5	7.9377e-10	1.5057e-09	-10.0	19.6
3.0	7.6666e-10	1.4191e-09	-10.0	19.5
3.5	7.4748e-10	1.3578e-09	-10.0	19.4
4.0	7.3383e-10	1.3069e-09	-10.0	19.3
4.5	7.1764e-10	1.264e-09	-10.0	19.2
5.0	7.0772e-10	1.2269e-09	-10.0	19.1
5.5	7.0031e-10	1.1974e-09	-10.0	19.0
6.0	6.9042e-10	1.1728e-09	-10.0	18.9
6.5	6.8521e-10	1.1472e-09	-10.0	18.8
7.0	6.7972e-10	1.1297e-09	-10.0	18.7
7.5	6.7344e-10	1.1087e-09	-10.0	18.6
8.0	6.6958e-10	1.0915e-09	-10.0	18.5
8.5	6.6671e-10	1.0786e-09	-10.0	18.4
9.0	6.6266e-10	1.0625e-09	-10.0	18.3
9.5	6.5901e-10	1.0508e-09	-10.0	18.2
10.0	6.5693e-10	1.0399e-09	-10.0	18.1
10.5	6.5286e-10	1.0264e-09	-10.0	18.0
11.0	6.5151e-10	1.0119e-09	-10.0	17.9
11.5	6.4808e-10	1.0012e-09	-10.0	17.8
12.0	6.4545e-10	9.9251e-10	-10.0	17.7
12.5	6.4277e-10	9.7763e-10	-10.0	17.6
13.0	6.4105e-10	9.6125e-10	-10.0	17.5
13.5	6.3805e-10	9.498e-10	-10.0	17.4
14.0	6.3725e-10	9.3015e-10	-10.0	17.3
14.5	6.3498e-10	9.0876e-10	-10.0	17.2
15.0	6.3454e-10	8.8466e-10	-10.0	17.1
15.5	6.3546e-10	6.3342e-10	-10.0	17.0
16.0	6.4367e-10	8.2484e-10	-10.0	16.9
16.5	6.5835e-10	8.0371e-10	-10.0	16.8
17.0	6.8241e-10	7.8175e-10	-10.0	16.7
17.5	7.139e-10	7.5607e-10	-10.0	16.6
18.0	7.5677e-10	7.3596e-10	-10.0	16.5
18.5	8.1308e-10	7.1474e-10	-10.0	16.4
19.0	8.8561e-10	6.9224e-10	-10.0	16.3
19.5	9.7647e-10	6.7088e-10	-10.0	16.2
20.0	1.0906e-09	6.4934e-10	-10.0	16.1
20.5	1.2282e-09	6.2891e-10	-10.0	16.0
21.0	1.3908e-09	6.0239e-10	-10.0	15.9
21.5	1.5817e-09	5.7665e-10	-10.0	15.8
22.0	1.8021e-09	5.5698e-10	-10.0	15.7
22.5	2.0655e-09	5.3569e-10	-10.0	15.6
23.0	2.3634e-09	5.169e-10	-10.0	15.5
23.5	2.703e-09	5.0394e-10	-10.0	15.4
24.0	3.0954e-09	4.9167e-10	-10.0	15.3
24.5	3.5482e-09	4.9259e-10	-10.0	15.2
25.0	4.0572e-09	4.8858e-10	-10.0	15.1
25.5	4.6387e-09	4.9678e-10	-10.0	15.0
26.0	5.2932e-09	5.0715e-10	-10.0	14.9
26.5	6.007e-09	5.171e-10	-10.0	14.8
27.0	6.8201e-09	5.2713e-10	-10.0	14.7
27.5	7.7086e-09	5.3322e-10	-10.0	14.6
28.0	8.6925e-09	5.4152e-10	-10.0	14.5
28.5	9.7899e-09	5.509e-10	-10.0	14.4
29.0	1.1e-08	5.5709e-10	-10.0	14.3
29.5	1.2321e-08	5.6637e-10	-10.0	14.2
30.0	1.378e-08	5.8089e-10	-10.0	14.1
30.5	1.5404e-08	4.2359e-10	-10.0	14.0
31.0	1.7206e-08	4.2928e-10	-10.0	13.9
31.5	1.9164e-08	6.0995e-10	-10.0	13.8
32.0	2.1346e-08	6.1641e-10	-10.0	13.7
32.5	2.3723e-08	6.2228e-10	-10.0	13.6
33.0	2.6344e-08	6.2901e-10	-10.0	13.5
33.5	2.9272e-08	6.364e-10	-10.0	13.4
34.0	3.2537e-08	6.3849e-10	-10.0	13.3
34.5	3.6103e-08	6.4477e-10	-10.0	13.2
35.0	4.0042e-08	6.5267e-10	-10.0	13.1
35.5	4.4423e-08	6.5235e-10	-10.0	13.0
36.0	4.9217e-08	6.5611e-10	-10.0	12.9
36.5	5.4575e-08	6.5996e-10	-10.0	12.8
37.0	6.0489e-08	6.6526e-10	-10.0	12.7
37.5	6.6913e-08	6.701e-10	-10.0	12.6
38.0	7.4135e-08	6.722e-10	-10.0	12.5
38.5	8.2048e-08	6.774e-10	-10.0	12.4
39.0	9.0805e-08	6.7534e-10	-10.0	12.3
39.5	1.0006e-07	6.8077e-10	-10.0	12.2
40.0	1.1074e-07	6.2613e-10	-10.0	12.1
40.5	1.2219e-07	6.8305e-10	-10.0	12.0
41.0	1.3488e-07	6.8229e-10	-10.0	11.9
41.5	1.4859e-07	6.833e-10	-10.0	11.8
42.0	1.6357e-07	6.8823e-10	-10.0	11.7
42.5	1.8003e-07	6.8453e-10	-10.0	11.6
43.0	1.9805e-07	6.8573e-10	-10.0	11.5
43.5	2.1785e-07	6.855e-10	-10.0	11.4
44.0	2.3909e-07	6.8694e-10	-10.0	11.3
44.5	2.6217e-07	6.8538e-10	-10.0	11.2
45.0	2.8716e-07	6.8492e-10	-10.0	11.1
45.5	3.1393e-07	7.5079e-10	-10.0	11.0
46.0	3.4384e-07	2.2426e-10	-10.0	10.9
46.5	3.7526e-07	6.8472e-10	-10.0	10.8
47.0	4.0941e-07	6.8387e-10	-10.0	10.7
47.5	4.4599e-07	6.8428e-10	-10.0	10.6
48.0	4.8524e-07	6.8536e-10	-10.0	10.5
48.5	5.2752e-07	6.8509e-10	-10.0	10.4
