#scan;iMeasureCycle=1;iMux=0;time=0.125;N=142;LocalTime=21/12/2023 13:01:11;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
-2.50001;-4.21E-09;7.721789;-0.5;-2.22E-06;7.721789;;;-2.50001;2.21935E-06;4.2114E-09
-3;-4.80E-09;7.881426;-0.5;-2.26E-06;7.881426;;;-3;2.26158E-06;4.80048E-09
-3.50001;-5.46E-09;8.031296;-0.5;-2.30E-06;8.031296;;;-3.50001;2.29864E-06;5.46119E-09
-4;-6.11E-09;8.181038;-0.5;-2.33E-06;8.181038;;;-4;2.33093E-06;6.11381E-09
-4.5;-6.68E-09;8.355074;-0.5;-2.36E-06;8.355074;;;-4.5;2.35948E-06;6.67775E-09
-5.00001;-7.40E-09;8.505002;-0.5;-2.38E-06;8.505002;;;-5.00001;2.38452E-06;7.39911E-09
-5.5;-8.09E-09;8.65485;-0.5;-2.41E-06;8.65485;;;-5.5;2.40632E-06;8.08962E-09
-6;-8.79E-09;8.804696;-0.5;-2.42E-06;8.804696;;;-6;2.42477E-06;8.78657E-09
-6.5;-9.48E-09;8.971829;-0.5;-2.44E-06;8.971829;;;-6.5;2.43965E-06;9.4846E-09
-7;-1.02E-08;9.115816;-0.5;-2.45E-06;9.115816;;;-7;2.45231E-06;1.02068E-08
-7.5;-1.09E-08;9.259695;-0.5;-2.46E-06;9.259695;;;-7.5;2.46285E-06;1.09215E-08
-8;-1.17E-08;9.403669;-0.5;-2.47E-06;9.403669;;;-8;2.47098E-06;1.16527E-08
-8.5;-1.24E-08;9.547552;-0.5;-2.48E-06;9.547552;;;-8.5;2.4768E-06;1.2377E-08
-9;-1.31E-08;9.691486;-0.5;-2.48E-06;9.691486;;;-9;2.48048E-06;1.31059E-08
-9.5;-1.37E-08;9.859868;-0.5;-2.48E-06;9.859868;;;-9.5;2.48149E-06;1.37379E-08
-10;-1.45E-08;10.003896;-0.5;-2.48E-06;10.003896;;;-10;2.48163E-06;1.45373E-08
-10.5;-1.53E-08;10.147737;-0.5;-2.48E-06;10.147737;;;-10.5;2.48046E-06;1.53141E-08
-11;-1.61E-08;10.291581;-0.5;-2.48E-06;10.291581;;;-11;2.47702E-06;1.60761E-08
-11.5;-1.68E-08;10.435452;-0.5;-2.47E-06;10.435452;;;-11.5;2.47258E-06;1.68282E-08
-12;-1.76E-08;10.57948;-0.5;-2.47E-06;10.57948;;;-12;2.46708E-06;1.75697E-08
-12.5;-1.84E-08;10.723304;-0.5;-2.46E-06;10.723304;;;-12.5;2.45969E-06;1.83504E-08
-13;-1.90E-08;10.882786;-0.5;-2.45E-06;10.882786;;;-13;2.4504E-06;1.90197E-08
-13.5;-1.98E-08;11.026805;-0.5;-2.44E-06;11.026805;;;-13.5;2.44164E-06;1.98434E-08
-14;-2.07E-08;11.17062;-0.5;-2.43E-06;11.17062;;;-14;2.43096E-06;2.06598E-08
-14.5;-2.14E-08;11.314527;-0.5;-2.42E-06;11.314527;;;-14.5;2.41932E-06;2.14268E-08
-15;-2.22E-08;11.476658;-0.5;-2.41E-06;11.476658;;;-15;2.40712E-06;2.21752E-08
-15;-2.18E-08;11.600203;-0.5;-2.40E-06;11.600203;;;-15;2.40472E-06;2.17512E-08
-14.5;-2.02E-08;11.744056;-0.5;-2.41E-06;11.744056;;;-14.5;2.41167E-06;2.02341E-08
-14;-1.90E-08;11.88795;-0.5;-2.42E-06;11.88795;;;-14;2.41749E-06;1.90056E-08
-13.5;-1.79E-08;12.031882;-0.5;-2.42E-06;12.031882;;;-13.5;2.42273E-06;1.79186E-08
-13;-1.69E-08;12.175721;-0.5;-2.43E-06;12.175721;;;-13;2.42698E-06;1.68845E-08
-12.5;-1.59E-08;12.319813;-0.5;-2.43E-06;12.319813;;;-12.5;2.43017E-06;1.59121E-08
-11.99999;-1.50E-08;12.478987;-0.5;-2.43E-06;12.478987;;;-11.99999;2.43211E-06;1.49643E-08
-11.5;-1.40E-08;12.622847;-0.5;-2.43E-06;12.622847;;;-11.5;2.43239E-06;1.40166E-08
-11;-1.31E-08;12.766767;-0.5;-2.43E-06;12.766767;;;-11;2.43146E-06;1.31197E-08
-10.5;-1.23E-08;12.910755;-0.5;-2.43E-06;12.910755;;;-10.5;2.42904E-06;1.22692E-08
-10;-1.14E-08;13.054756;-0.5;-2.42E-06;13.054756;;;-10;2.42401E-06;1.13987E-08
-9.5;-1.06E-08;13.198601;-0.5;-2.42E-06;13.198601;;;-9.5;2.41823E-06;1.05761E-08
-9;-9.84E-09;13.367257;-0.5;-2.41E-06;13.367257;;;-9;2.41015E-06;9.8359E-09
-8.5;-8.99E-09;13.511197;-0.5;-2.40E-06;13.511197;;;-8.5;2.39972E-06;8.9921E-09
-8;-8.22E-09;13.661006;-0.5;-2.39E-06;13.661006;;;-8;2.38696E-06;8.21999E-09
-7.5;-7.45E-09;13.810888;-0.5;-2.37E-06;13.810888;;;-7.5;2.3716E-06;7.44659E-09
-7;-6.69E-09;13.961643;-0.5;-2.35E-06;13.961643;;;-7;2.35331E-06;6.69494E-09
-6.50001;-5.97E-09;14.111483;-0.5;-2.33E-06;14.111483;;;-6.50001;2.33259E-06;5.96806E-09
-6.00001;-5.27E-09;14.261373;-0.5;-2.31E-06;14.261373;;;-6.00001;2.30845E-06;5.26842E-09
-5.5;-4.58E-09;14.411235;-0.5;-2.28E-06;14.411235;;;-5.5;2.28086E-06;4.58058E-09
-5.00001;-3.91E-09;14.561105;-0.5;-2.25E-06;14.561105;;;-5.00001;2.2496E-06;3.90958E-09
-4.5;-3.25E-09;14.710963;-0.5;-2.21E-06;14.710963;;;-4.5;2.21449E-06;3.25068E-09
-4;-2.71E-09;14.889549;-0.5;-2.18E-06;14.889549;;;-4;2.17643E-06;2.7116E-09
-3.50001;-2.02E-09;15.039503;-0.5;-2.13E-06;15.039503;;;-3.50001;2.13203E-06;2.02245E-09
-3;-1.41E-09;15.189341;-0.5;-2.08E-06;15.189341;;;-3;2.08255E-06;1.41391E-09
-2.5;-9.44E-10;15.373274;-0.5;-2.03E-06;15.373274;;;-2.5;2.02905E-06;9.4435E-10
-2;-2.96E-10;15.523159;-0.5;-1.97E-06;15.523159;;;-2;1.96669E-06;2.9587E-10
-1.50001;2.68E-10;15.672961;-0.5;-1.90E-06;15.672961;;;-1.50001;1.89635E-06;2.679E-10
-1.00001;8.07E-10;15.822733;-0.5;-1.82E-06;15.822733;;;-1.00001;1.81759E-06;8.0681E-10
-0.50001;1.28E-09;15.99414;-0.5;-1.73E-06;15.99414;;;-0.50001;1.7299E-06;1.27911E-09
-1.00E-05;1.78E-09;16.143932;-0.5;-1.63E-06;16.143932;;;-1.00E-05;1.62794E-06;1.7834E-09
0.49999;2.25E-09;16.293805;-0.5;-1.51E-06;16.293805;;;0.49999;1.51177E-06;2.25276E-09
1.00001;2.68E-09;16.443891;-0.5;-1.38E-06;16.443891;;;1.00001;1.38246E-06;2.68178E-09
1.5;3.11E-09;16.594344;-0.5;-1.24E-06;16.594344;;;1.5;1.24268E-06;3.10665E-09
1.99999;3.49E-09;16.744114;-0.5;-1.10E-06;16.744114;;;1.99999;1.09591E-06;3.49143E-09
2.49999;3.81E-09;16.9043;-0.5;-9.46E-07;16.9043;;;2.49999;9.4612E-07;3.81234E-09
2.99999;4.17E-09;17.057015;-0.5;-7.98E-07;17.057015;;;2.99999;7.97968E-07;4.17323E-09
3.5;4.47E-09;17.212727;-0.5;-6.58E-07;17.212727;;;3.5;6.57733E-07;4.46606E-09
3.99999;4.66E-09;17.400889;-0.5;-5.31E-07;17.400889;;;3.99999;5.30929E-07;4.65901E-09
4.49999;4.94E-09;17.556558;-0.5;-4.17E-07;17.556558;;;4.49999;4.16506E-07;4.94169E-09
5;5.19E-09;17.71233;-0.5;-3.18E-07;17.71233;;;5;3.1836E-07;5.18861E-09
5.5;5.22E-09;17.894985;-0.5;-2.39E-07;17.894985;;;5.5;2.38617E-07;5.2205E-09
5.99999;5.63E-09;18.044876;-0.5;-1.73E-07;18.044876;;;5.99999;1.73481E-07;5.62524E-09
6.49999;5.85E-09;18.194762;-0.5;-1.23E-07;18.194762;;;6.49999;1.23191E-07;5.85284E-09
6.99999;6.06E-09;18.34465;-0.5;-8.54E-08;18.34465;;;6.99999;8.5384E-08;6.06171E-09
7.49999;6.15E-09;18.517596;-0.5;-5.81E-08;18.517596;;;7.49999;5.8143E-08;6.147E-09
8;6.28E-09;18.687627;-0.499999;-3.91E-08;18.687627;;;8;3.91195E-08;6.27678E-09
8.49999;6.24E-09;18.89747;-0.499999;-2.66E-08;18.89747;;;8.49999;2.65543E-08;6.24478E-09
8.99999;6.53E-09;19.067651;-0.499999;-1.83E-08;19.067651;;;8.99999;1.82615E-08;6.528E-09
9.5;6.70E-09;19.237826;-0.500001;-1.30E-08;19.237826;;;9.5;1.30121E-08;6.69902E-09
10;6.85E-09;19.43541;-0.500002;-9.64E-09;19.43541;;;10;9.6381E-09;6.84684E-09
10.50001;6.97E-09;19.611585;-0.5;-7.24E-09;19.611585;;;10.50001;7.23794E-09;6.96634E-09
10.99999;7.17E-09;19.787617;-0.500001;-5.64E-09;19.787617;;;10.99999;5.64334E-09;7.17013E-09
11.49999;7.47E-09;19.963807;-0.5;-4.58E-09;19.963807;;;11.49999;4.58237E-09;7.47147E-09
11.99999;7.98E-09;20.133855;-0.500002;-3.97E-09;20.133855;;;11.99999;3.97147E-09;7.9802E-09
12.49999;8.33E-09;20.304028;-0.500002;-3.58E-09;20.304028;;;12.49999;3.58034E-09;8.3295E-09
12.99999;8.58E-09;20.47459;-0.500001;-3.34E-09;20.47459;;;12.99999;3.34237E-09;8.5826E-09
13.49999;8.90E-09;20.624405;-0.5;-3.24E-09;20.624405;;;13.49999;3.2404E-09;8.8969E-09
13.99999;8.77E-09;20.774158;-0.500001;-3.00E-09;20.774158;;;13.99999;3.00023E-09;8.7674E-09
14.50001;8.37E-09;20.939045;-0.500001;-2.70E-09;20.939045;;;14.50001;2.69865E-09;8.37421E-09
14.99999;8.00E-09;21.11511;-0.5;-2.45E-09;21.11511;;;14.99999;2.45117E-09;8.0034E-09
15.49999;7.71E-09;21.291213;-0.500001;-2.26E-09;21.291213;;;15.49999;2.26245E-09;7.71246E-09
16;7.47E-09;21.467285;-0.500001;-2.12E-09;21.467285;;;16;2.11687E-09;7.47429E-09
16.49999;7.27E-09;21.643415;-0.500001;-2.00E-09;21.643415;;;16.49999;1.99994E-09;7.27125E-09
16.99999;7.10E-09;21.819368;-0.5;-1.91E-09;21.819368;;;16.99999;1.91097E-09;7.10157E-09
17.5;6.97E-09;21.997942;-0.499999;-1.84E-09;21.997942;;;17.5;1.84127E-09;6.97224E-09
18;6.83E-09;22.174016;-0.500001;-1.77E-09;22.174016;;;18;1.76889E-09;6.83329E-09
18.49999;6.72E-09;22.350016;-0.5;-1.72E-09;22.350016;;;18.49999;1.71988E-09;6.71748E-09
18.99999;6.61E-09;22.537268;-0.500001;-1.67E-09;22.537268;;;18.99999;1.67003E-09;6.61026E-09
19.49999;6.53E-09;22.713267;-0.500001;-1.63E-09;22.713267;;;19.49999;1.63426E-09;6.52962E-09
19.99999;6.41E-09;22.922919;-0.500001;-1.58E-09;22.922919;;;19.99999;1.58447E-09;6.41175E-09
