#scan;iMeasureCycle=1;iMux=0;time=0.131;N=492;LocalTime=21/12/2023 12:56:20;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
10;4.64E-09;12.027523;-5.00001;-3.45E-08;12.027523;;;-5.00001;3.44824E-08
10;4.44E-09;12.177301;-4.50001;-3.39E-08;12.177301;;;-4.50001;3.39133E-08
9.99999;4.13E-09;12.327077;-4.00001;-3.31E-08;12.327077;;;-4.00001;3.3059E-08
9.99999;3.79E-09;12.498515;-3.50001;-3.19E-08;12.498515;;;-3.50001;3.18963E-08
9.99999;3.72E-09;12.648293;-3.00001;-3.06E-08;12.648293;;;-3.00001;3.06012E-08
9.99999;4.03E-09;12.798107;-2.50001;-2.91E-08;12.798107;;;-2.50001;2.91439E-08
10;4.26E-09;12.947973;-2.00001;-2.68E-08;12.947973;;;-2.00001;2.67594E-08
9.99999;4.36E-09;13.098559;-1.50001;-2.30E-08;13.098559;;;-1.50001;2.3035E-08
10;4.46E-09;13.268613;-1;-1.78E-08;13.268613;;;-1;1.77571E-08
9.99999;4.46E-09;13.438825;-0.5;-1.05E-08;13.438825;;;-0.5;1.05013E-08
10;4.45E-09;13.614868;-1.00E-05;-9.68E-10;13.614868;;;-1.00E-05;9.6838E-10
5;7.61E-10;13.790772;0;2.43E-10;13.790772;;;0;2.4301E-10
5;2.19E-09;13.946519;-0.5;-4.79E-07;13.946519;;;-0.5;4.79268E-07
4.99999;2.65E-09;14.099687;-1;-8.89E-07;14.099687;;;-1;8.8915E-07
4.99999;2.86E-09;14.249434;-1.5;-1.24E-06;14.249434;;;-1.5;1.23999E-06
5;2.98E-09;14.418328;-2;-1.54E-06;14.418328;;;-2;1.53526E-06
4.99999;3.10E-09;14.568248;-2.5;-1.78E-06;14.568248;;;-2.5;1.78174E-06
4.99999;3.18E-09;14.718086;-3;-1.98E-06;14.718086;;;-3;1.98494E-06
5;3.20E-09;14.900922;-3.5;-2.15E-06;14.900922;;;-3.5;2.14861E-06
4.99999;3.28E-09;15.050795;-4;-2.28E-06;15.050795;;;-4;2.28265E-06
5;3.31E-09;15.200676;-4.5;-2.39E-06;15.200676;;;-4.5;2.39123E-06
5;3.36E-09;15.35055;-5;-2.48E-06;15.35055;;;-5;2.47955E-06
4.99999;3.40E-09;15.506194;-5.5;-2.55E-06;15.506194;;;-5.5;2.55016E-06
4.99999;3.44E-09;15.655979;-6;-2.61E-06;15.655979;;;-6;2.60759E-06
4.99999;3.52E-09;15.805787;-6.5;-2.65E-06;15.805787;;;-6.5;2.65471E-06
4.99999;3.62E-09;15.955658;-7;-2.69E-06;15.955658;;;-7;2.69372E-06
5;3.74E-09;16.106096;-7.5;-2.73E-06;16.106096;;;-7.5;2.72554E-06
4.99999;3.87E-09;16.255884;-8;-2.75E-06;16.255884;;;-8;2.75232E-06
5;3.88E-09;16.416417;-8.5;-2.78E-06;16.416417;;;-8.5;2.77609E-06
5;3.87E-09;16.566324;-9;-2.80E-06;16.566324;;;-9;2.7969E-06
4.99999;3.82E-09;16.716218;-9.5;-2.81E-06;16.716218;;;-9.5;2.81392E-06
4.99999;3.69E-09;16.891349;-10;-2.83E-06;16.891349;;;-10;2.82865E-06
5;3.66E-09;17.041308;-10.5;-2.84E-06;17.041308;;;-10.5;2.84403E-06
4.99999;3.58E-09;17.191165;-11;-2.86E-06;17.191165;;;-11;2.8576E-06
4.99999;3.54E-09;17.340968;-11.5;-2.87E-06;17.340968;;;-11.5;2.86896E-06
5;3.49E-09;17.510964;-12;-2.88E-06;17.510964;;;-12;2.88024E-06
5;3.45E-09;17.660756;-12.5;-2.89E-06;17.660756;;;-12.5;2.89121E-06
5;3.44E-09;17.810612;-13;-2.90E-06;17.810612;;;-13;2.90239E-06
5;3.42E-09;17.960465;-13.5;-2.91E-06;17.960465;;;-13.5;2.9125E-06
4.99999;3.39E-09;18.110892;-14;-2.92E-06;18.110892;;;-14;2.92253E-06
4.99999;3.37E-09;18.260679;-14.5;-2.93E-06;18.260679;;;-14.5;2.93178E-06
5;3.35E-09;18.425126;-15;-2.94E-06;18.425126;;;-15;2.94041E-06
4.99999;3.36E-09;18.575276;-15.5;-2.95E-06;18.575276;;;-15.5;2.94849E-06
4.99999;3.33E-09;18.725057;-16;-2.96E-06;18.725057;;;-16;2.95737E-06
5;3.31E-09;18.895899;-16.5;-2.97E-06;18.895899;;;-16.5;2.96586E-06
4.99999;3.31E-09;19.045744;-17;-2.97E-06;19.045744;;;-17;2.97342E-06
5;3.30E-09;19.195507;-17.5;-2.98E-06;19.195507;;;-17.5;2.98107E-06
4.99999;3.30E-09;19.345359;-18;-2.99E-06;19.345359;;;-18;2.9892E-06
5;3.29E-09;19.515752;-18.5;-3.00E-06;19.515752;;;-18.5;2.99658E-06
5;3.27E-09;19.665621;-19;-3.00E-06;19.665621;;;-19;3.00441E-06
5;3.26E-09;19.815449;-19.5;-3.01E-06;19.815449;;;-19.5;3.01325E-06
5;3.27E-09;19.965407;-20;-3.02E-06;19.965407;;;-20;3.02026E-06
5;3.25E-09;20.08783;-20;-3.02E-06;20.08783;;;-20;3.02103E-06
5;3.24E-09;20.237672;-19.5;-3.02E-06;20.237672;;;-19.5;3.01537E-06
5;3.24E-09;20.412008;-19;-3.01E-06;20.412008;;;-19;3.0076E-06
4.99999;3.22E-09;20.561855;-18.5;-3.00E-06;20.561855;;;-18.5;3.00043E-06
4.99999;3.21E-09;20.71178;-18;-2.99E-06;20.71178;;;-18;2.99181E-06
5;3.21E-09;20.861578;-17.5;-2.98E-06;20.861578;;;-17.5;2.98422E-06
5;3.21E-09;21.019371;-17;-2.98E-06;21.019371;;;-17;2.9757E-06
4.99999;3.20E-09;21.169139;-16.5;-2.97E-06;21.169139;;;-16.5;2.96769E-06
4.99999;3.20E-09;21.319037;-16;-2.96E-06;21.319037;;;-16;2.95901E-06
5;3.19E-09;21.468863;-15.5;-2.95E-06;21.468863;;;-15.5;2.94972E-06
4.99999;3.18E-09;21.618751;-15;-2.94E-06;21.618751;;;-15;2.94036E-06
4.99999;3.18E-09;21.768533;-14.5;-2.93E-06;21.768533;;;-14.5;2.93128E-06
5;3.17E-09;21.929676;-14;-2.92E-06;21.929676;;;-14;2.92056E-06
4.99999;3.15E-09;22.079567;-13.5;-2.91E-06;22.079567;;;-13.5;2.90981E-06
4.99999;3.15E-09;22.229462;-13;-2.90E-06;22.229462;;;-13;2.89947E-06
5;3.14E-09;22.404885;-12.5;-2.89E-06;22.404885;;;-12.5;2.88764E-06
4.99999;3.11E-09;22.554754;-12;-2.88E-06;22.554754;;;-12;2.87552E-06
5;3.10E-09;22.704653;-11.5;-2.86E-06;22.704653;;;-11.5;2.86299E-06
5;3.09E-09;22.854467;-11;-2.85E-06;22.854467;;;-11;2.84971E-06
5;3.04E-09;23.024131;-10.5;-2.83E-06;23.024131;;;-10.5;2.83421E-06
4.99999;2.92E-09;23.173984;-10;-2.82E-06;23.173984;;;-10;2.81881E-06
5;2.69E-09;23.323887;-9.5;-2.80E-06;23.323887;;;-9.5;2.80003E-06
4.99999;2.39E-09;23.473693;-9;-2.78E-06;23.473693;;;-9;2.78233E-06
5;2.11E-09;23.623574;-8.5;-2.76E-06;23.623574;;;-8.5;2.7604E-06
5;2.30E-09;23.773431;-8;-2.74E-06;23.773431;;;-8;2.73549E-06
5;2.66E-09;23.934582;-7.5;-2.71E-06;23.934582;;;-7.5;2.70716E-06
4.99999;2.74E-09;24.084385;-7;-2.67E-06;24.084385;;;-7;2.67376E-06
5;2.80E-09;24.234258;-6.5;-2.63E-06;24.234258;;;-6.5;2.63434E-06
5;2.88E-09;24.409955;-6;-2.58E-06;24.409955;;;-6;2.58454E-06
4.99999;2.85E-09;24.559767;-5.5;-2.53E-06;24.559767;;;-5.5;2.52511E-06
4.99999;2.84E-09;24.70957;-5;-2.45E-06;24.70957;;;-5;2.45278E-06
5;2.80E-09;24.859404;-4.5;-2.36E-06;24.859404;;;-4.5;2.3614E-06
5;2.79E-09;25.029015;-4;-2.25E-06;25.029015;;;-4;2.24797E-06
4.99999;2.77E-09;25.178786;-3.5;-2.11E-06;25.178786;;;-3.5;2.10838E-06
4.99999;2.73E-09;25.328693;-3;-1.94E-06;25.328693;;;-3;1.93775E-06
5;2.70E-09;25.47851;-2.5;-1.73E-06;25.47851;;;-2.5;1.72951E-06
4.99999;2.66E-09;25.628454;-2;-1.48E-06;25.628454;;;-2;1.47876E-06
4.99999;2.61E-09;25.77825;-1.5;-1.18E-06;25.77825;;;-1.5;1.1824E-06
4.99999;2.60E-09;25.942229;-1;-8.37E-07;25.942229;;;-1;8.37269E-07
5;2.50E-09;26.092126;-0.5;-4.44E-07;26.092126;;;-0.5;4.44286E-07
5;2.47E-09;26.265137;-1.00E-05;-4.91E-10;26.265137;;;-1.00E-05;4.9066E-10
-1.20E-06;-3.87E-09;26.47416;0;1.49E-09;26.47416;;;0;1.48848E-09
2.00E-07;-2.41E-09;26.627398;-0.5;-1.98E-06;26.627398;;;-0.5;1.98281E-06
0;-1.79E-09;26.777194;-1;-3.95E-06;26.777194;;;-1;3.94667E-06
1.00E-07;-1.42E-09;26.951795;-1.5;-5.81E-06;26.951795;;;-1.5;5.80598E-06
-1.00E-07;-1.15E-09;27.101681;-2;-7.53E-06;27.101681;;;-2;7.52862E-06
1.00E-07;-9.45E-10;27.251446;-2.5;-9.09E-06;27.251446;;;-2.5;9.09388E-06
1.90E-06;-7.82E-10;27.440509;-3;-1.05E-05;27.440509;;;-3;1.04936E-05
-5.00E-07;-6.31E-10;27.590324;-3.5;-1.17E-05;27.590324;;;-3.5;1.17272E-05
6.00E-07;-5.00E-10;27.740124;-4;-1.28E-05;27.740124;;;-4;1.28077E-05
3.00E-07;-4.29E-10;27.921041;-4.5;-1.37E-05;27.921041;;;-4.5;1.37426E-05
1.00E-07;-3.07E-10;28.070878;-5;-1.46E-05;28.070878;;;-5;1.45549E-05
-2.00E-07;-2.30E-10;28.220643;-5.5;-1.53E-05;28.220643;;;-5.5;0.000015257
4.00E-07;-1.39E-10;28.370554;-6;-1.59E-05;28.370554;;;-6;1.58585E-05
-6.00E-07;-7.36E-11;28.53758;-6.5;-1.64E-05;28.53758;;;-6.5;1.63699E-05
7.00E-07;-1.76E-11;28.687384;-7;-1.68E-05;28.687384;;;-7;1.68158E-05
2.00E-07;3.93E-11;28.837151;-7.5;-1.72E-05;28.837151;;;-7.5;1.71951E-05
0;9.12E-11;28.986945;-8;-1.75E-05;28.986945;;;-8;1.75241E-05
1.00E-07;1.28E-10;29.138558;-8.5;-1.78E-05;29.138558;;;-8.5;1.78048E-05
-1.00E-07;1.69E-10;29.288372;-9;-1.80E-05;29.288372;;;-9;1.80475E-05
-1.00E-07;1.83E-10;29.452736;-9.5;-1.83E-05;29.452736;;;-9.5;1.82527E-05
5.00E-07;2.35E-10;29.602952;-10;-1.84E-05;29.602952;;;-10;1.84315E-05
-1.00E-07;2.76E-10;29.752858;-10.5;-1.86E-05;29.752858;;;-10.5;1.85889E-05
5.00E-07;2.98E-10;29.923862;-11;-1.87E-05;29.923862;;;-11;1.87231E-05
-1.00E-07;3.92E-10;30.073784;-11.5;-1.88E-05;30.073784;;;-11.5;1.88412E-05
4.00E-07;5.00E-10;30.223579;-12;-1.89E-05;30.223579;;;-12;0.000018945
4.00E-07;6.40E-10;30.373393;-12.5;-1.90E-05;30.373393;;;-12.5;1.90396E-05
1.00E-07;7.36E-10;30.54241;-13;-1.91E-05;30.54241;;;-13;1.91216E-05
1.00E-07;8.28E-10;30.692254;-13.5;-1.92E-05;30.692254;;;-13.5;1.92002E-05
1.00E-07;8.42E-10;30.842014;-14;-1.93E-05;30.842014;;;-14;1.92673E-05
4.00E-07;7.74E-10;30.991777;-14.5;-1.93E-05;30.991777;;;-14.5;1.93334E-05
0;5.68E-10;31.143405;-15;-1.94E-05;31.143405;;;-15;1.93939E-05
6.00E-07;6.36E-10;31.29339;-15.5;-1.94E-05;31.29339;;;-15.5;0.000019447
7.00E-07;5.81E-10;31.45741;-16;-1.95E-05;31.45741;;;-16;1.95006E-05
-3.00E-07;5.26E-10;31.607545;-16.5;-1.96E-05;31.607545;;;-16.5;1.95509E-05
2.00E-07;5.09E-10;31.757352;-17;-1.96E-05;31.757352;;;-17;1.96008E-05
1.00E-07;4.81E-10;31.932718;-17.5;-1.96E-05;31.932718;;;-17.5;1.96432E-05
-2.00E-07;4.54E-10;32.082611;-18;-1.97E-05;32.082611;;;-18;1.96838E-05
5.00E-07;4.44E-10;32.232352;-18.5;-1.97E-05;32.232352;;;-18.5;1.97232E-05
-4.00E-07;4.24E-10;32.382089;-19;-1.98E-05;32.382089;;;-19;1.97623E-05
2.00E-07;4.27E-10;32.547267;-19.5;-1.98E-05;32.547267;;;-19.5;1.98013E-05
1.00E-07;3.97E-10;32.697243;-20;-1.98E-05;32.697243;;;-20;1.98398E-05
8.00E-07;4.01E-10;32.819587;-20;-1.98E-05;32.819587;;;-20;1.98425E-05
0;3.85E-10;32.9693;-19.5;-1.98E-05;32.9693;;;-19.5;1.98069E-05
-3.00E-07;3.56E-10;33.119279;-19;-1.98E-05;33.119279;;;-19;1.97673E-05
-3.00E-07;3.55E-10;33.269074;-18.5;-1.97E-05;33.269074;;;-18.5;1.97249E-05
2.00E-07;3.54E-10;33.452596;-18;-1.97E-05;33.452596;;;-18;1.96796E-05
-2.00E-07;3.37E-10;33.602486;-17.5;-1.96E-05;33.602486;;;-17.5;1.96347E-05
3.00E-07;3.25E-10;33.75235;-17;-1.96E-05;33.75235;;;-17;1.95874E-05
2.00E-07;3.12E-10;33.93599;-16.5;-1.95E-05;33.93599;;;-16.5;1.95354E-05
-4.00E-07;2.90E-10;34.085774;-16;-1.95E-05;34.085774;;;-16;1.94827E-05
7.00E-07;2.73E-10;34.235613;-15.5;-1.94E-05;34.235613;;;-15.5;1.94259E-05
-1.00E-07;1.72E-10;34.385404;-15;-1.94E-05;34.385404;;;-15;1.93667E-05
0;-2.00E-11;34.552073;-14.5;-1.93E-05;34.552073;;;-14.5;0.000019304
-4.00E-07;-3.08E-10;34.701908;-14;-1.92E-05;34.701908;;;-14;1.92351E-05
-6.00E-07;-5.14E-10;34.85168;-13.5;-1.92E-05;34.85168;;;-13.5;1.91599E-05
-1.00E-07;-3.98E-10;35.00144;-13;-1.91E-05;35.00144;;;-13;1.90714E-05
-6.00E-07;-1.12E-10;35.153085;-12.5;-1.90E-05;35.153085;;;-12.5;0.000018983
0;1.19E-11;35.302841;-12;-1.89E-05;35.302841;;;-12;1.88811E-05
-7.00E-07;1.14E-10;35.467369;-11.5;-1.88E-05;35.467369;;;-11.5;1.87686E-05
0;1.26E-10;35.6175;-11;-1.86E-05;35.6175;;;-11;1.86394E-05
-6.00E-07;1.33E-10;35.767353;-10.5;-1.85E-05;35.767353;;;-10.5;1.84896E-05
-2.00E-07;1.54E-10;35.943203;-10;-1.83E-05;35.943203;;;-10;1.83162E-05
2.00E-07;1.03E-10;36.093085;-9.5;-1.81E-05;36.093085;;;-9.5;1.81271E-05
-2.00E-07;8.92E-11;36.242825;-9;-1.79E-05;36.242825;;;-9;1.79088E-05
4.00E-07;6.76E-11;36.392589;-8.5;-1.77E-05;36.392589;;;-8.5;1.76541E-05
-8.00E-07;3.44E-11;36.556976;-8;-1.74E-05;36.556976;;;-8;1.73527E-05
2.00E-07;2.26E-11;36.706767;-7.5;-1.70E-05;36.706767;;;-7.5;1.70088E-05
-6.00E-07;-3.64E-11;36.856646;-7;-1.66E-05;36.856646;;;-7;1.66092E-05
-4.00E-07;-7.00E-11;37.006497;-6.5;-1.61E-05;37.006497;;;-6.5;1.61447E-05
-2.00E-07;-1.11E-10;37.157993;-6;-1.56E-05;37.157993;;;-6;1.56075E-05
-4.00E-07;-1.69E-10;37.307753;-5.5;-1.50E-05;37.307753;;;-5.5;1.49856E-05
-6.00E-07;-2.13E-10;37.472661;-5;-1.43E-05;37.472661;;;-5;1.42651E-05
-3.00E-07;-3.02E-10;37.622803;-4.5;-1.34E-05;37.622803;;;-4.5;1.34406E-05
-3.00E-07;-3.75E-10;37.772518;-4;-1.25E-05;37.772518;;;-4;1.24918E-05
-3.00E-07;-4.27E-10;37.948191;-3.5;-1.14E-05;37.948191;;;-3.5;1.14089E-05
-1.00E-07;-5.28E-10;38.097973;-3;-1.02E-05;38.097973;;;-3;1.01831E-05
0;-6.42E-10;38.250299;-2.5;-8.80E-06;38.250299;;;-2.5;8.79917E-06
-2.00E-07;-7.58E-10;38.400092;-2;-7.27E-06;38.400092;;;-2;7.26903E-06
5.00E-07;-1.07E-09;38.561972;-1.5;-5.59E-06;38.561972;;;-1.5;5.5923E-06
0;-1.02E-09;38.711737;-1;-3.79E-06;38.711737;;;-1;3.78942E-06
-4.00E-07;-1.14E-09;38.861539;-0.5;-1.90E-06;38.861539;;;-0.5;1.89987E-06
-1.00E-07;-1.25E-09;39.034471;0;5.94E-10;39.034471;;;0;5.9399E-10
-5;-1.04E-08;39.20454;-1.00E-05;3.34E-09;39.20454;;;-1.00E-05;3.33582E-09
-5;-8.30E-09;39.357696;-0.5;-2.41E-06;39.357696;;;-0.5;2.40847E-06
-5.00001;-7.49E-09;39.507508;-1;-4.95E-06;39.507508;;;-1;4.95456E-06
-5;-6.99E-09;39.657401;-1.5;-7.56E-06;39.657401;;;-1.5;7.55832E-06
-5.00001;-6.63E-09;39.807286;-2;-1.02E-05;39.807286;;;-2;1.0171E-05
-4.99999;-6.30E-09;39.982357;-2.5;-1.28E-05;39.982357;;;-2.5;1.27579E-05
-5;-6.05E-09;40.132296;-3;-1.53E-05;40.132296;;;-3;1.52869E-05
-5;-5.80E-09;40.282096;-3.5;-1.77E-05;40.282096;;;-3.5;1.77408E-05
-5.00001;-5.61E-09;40.468934;-4;-2.01E-05;40.468934;;;-4;2.00957E-05
-5;-5.36E-09;40.618844;-4.5;-2.24E-05;40.618844;;;-4.5;2.23505E-05
-5.00001;-5.17E-09;40.768755;-5;-2.45E-05;40.768755;;;-5;2.44873E-05
-5;-5.01E-09;40.954918;-5.5;-2.65E-05;40.954918;;;-5.5;2.65002E-05
-5.00001;-4.82E-09;41.104769;-6;-2.84E-05;41.104769;;;-6;2.83794E-05
-5;-4.65E-09;41.254557;-6.5;-3.01E-05;41.254557;;;-6.5;3.01115E-05
-5;-4.50E-09;41.404455;-7;-3.17E-05;41.404455;;;-7;3.16893E-05
-5.00001;-4.35E-09;41.569474;-7.5;-3.31E-05;41.569474;;;-7.5;3.31195E-05
-5;-4.22E-09;41.719346;-8;-3.44E-05;41.719346;;;-8;3.44113E-05
-5;-4.10E-09;41.869177;-8.5;-3.56E-05;41.869177;;;-8.5;3.55524E-05
-5;-4.00E-09;42.019051;-9;-3.66E-05;42.019051;;;-9;3.65757E-05
-5.00001;-3.93E-09;42.16896;-9.5;-3.75E-05;42.16896;;;-9.5;3.74784E-05
-5.00001;-3.82E-09;42.318756;-10;-3.83E-05;42.318756;;;-10;3.82779E-05
-5;-3.74E-09;42.484792;-10.5;-3.90E-05;42.484792;;;-10.5;3.89745E-05
-5.00001;-3.66E-09;42.634896;-11;-3.96E-05;42.634896;;;-11;3.95889E-05
-5.00001;-3.58E-09;42.784651;-11.5;-4.01E-05;42.784651;;;-11.5;4.01372E-05
-5;-3.54E-09;42.956124;-12;-4.06E-05;42.956124;;;-12;4.06184E-05
-5.00001;-3.46E-09;43.105969;-12.5;-4.10E-05;43.105969;;;-12.5;4.10345E-05
-5;-3.42E-09;43.255779;-13;-4.14E-05;43.255779;;;-13;0.000041415
-5.00001;-3.39E-09;43.405765;-13.5;-4.17E-05;43.405765;;;-13.5;4.17361E-05
-5.00001;-3.32E-09;43.574211;-14;-4.20E-05;43.574211;;;-14;4.20206E-05
-5;-3.25E-09;43.723982;-14.5;-4.23E-05;43.723982;;;-14.5;4.22797E-05
-5;-3.23E-09;43.873812;-15;-4.25E-05;43.873812;;;-15;4.25047E-05
-5.00001;-3.17E-09;44.023708;-15.5;-4.27E-05;44.023708;;;-15.5;4.27083E-05
-5.00001;-3.13E-09;44.173592;-16;-4.29E-05;44.173592;;;-16;4.28842E-05
-5.00001;-3.04E-09;44.323358;-16.5;-4.31E-05;44.323358;;;-16.5;4.30511E-05
-5;-3.00E-09;44.489436;-17;-4.32E-05;44.489436;;;-17;4.32029E-05
-5.00001;-2.82E-09;44.639553;-17.5;-4.33E-05;44.639553;;;-17.5;4.33374E-05
-5.00001;-2.70E-09;44.789376;-18;-4.35E-05;44.789376;;;-18;4.34666E-05
-5;-2.69E-09;44.961053;-18.5;-4.36E-05;44.961053;;;-18.5;4.35959E-05
