#scan;iMeasureCycle=1;iMux=0;time=0.138;N=142;LocalTime=21/12/2023 12:59:43;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
9.5;4.57E-09;3.889291;-10;-7.86E-08;3.889291;;;9.5;7.86E-08;4.57E-09;0.000280402;;;
9;4.59E-09;4.045056;-10;-1.26E-07;4.045056;;;9;1.26E-07;4.59E-09;0.00035565;;;
8.49999;4.48E-09;4.194903;-10;-2.04E-07;4.194903;;;8.49999;2.04E-07;4.48E-09;0.000451763;;;
8;4.47E-09;4.377783;-10;-3.23E-07;4.377783;;;8;3.23E-07;4.47E-09;0.000567958;;;
7.5;4.20E-09;4.527661;-10;-4.99E-07;4.527661;;;7.5;4.99E-07;4.20E-09;0.000706711;;;
7;4.10E-09;4.677475;-10;-7.50E-07;4.677475;;;7;7.50E-07;4.10E-09;0.000866285;;;
6.49999;4.11E-09;4.862233;-10;-1.10E-06;4.862233;;;6.49999;1.10E-06;4.11E-09;0.001046714;;;
5.99999;3.86E-09;5.012095;-10;-1.56E-06;5.012095;;;5.99999;1.56E-06;3.86E-09;0.001249436;;;
5.49999;3.64E-09;5.162147;-10;-2.16E-06;5.162147;;;5.49999;2.16E-06;3.64E-09;0.001471023;;;
4.99999;3.33E-09;5.311962;-10;-2.91E-06;5.311962;;;4.99999;2.91E-06;3.33E-09;0.001706912;;;
4.49999;2.92E-09;5.480706;-10;-3.81E-06;5.480706;;;4.49999;3.81E-06;2.92E-09;0.001953126;;;
4;2.39E-09;5.630479;-10;-4.87E-06;5.630479;;;4;4.87E-06;2.39E-09;0.002207616;;;
3.5;1.83E-09;5.780334;-10;-6.09E-06;5.780334;;;3.5;6.09E-06;1.83E-09;0.002467643;;;
3;1.58E-09;5.930265;-10;-7.46E-06;5.930265;;;3;7.46E-06;1.58E-09;0.002730837;;;
2.49999;1.54E-09;6.080611;-10;-8.97E-06;6.080611;;;2.49999;8.97E-06;1.54E-09;0.002995547;;;
2;1.40E-09;6.233802;-10;-1.06E-05;6.233802;;;2;1.06E-05;1.40E-09;0.003259509;;;
1.49999;1.15E-09;6.390759;-10;-1.24E-05;6.390759;;;1.49999;1.24E-05;1.15E-09;0.003520028;;;
0.99999;7.34E-10;6.540621;-10;-1.43E-05;6.540621;;;0.99999;1.43E-05;7.34E-10;0.003776864;;;
0.49999;3.71E-10;6.690404;-10;-1.62E-05;6.690404;;;0.49999;1.62E-05;3.71E-10;0.004028958;;;
-1.00E-05;8.42E-11;6.86442;-10;-1.83E-05;6.86442;;;-1.00E-05;0.000018255;8.42E-11;0.004272587;;;
-0.50001;-4.52E-10;7.014258;-10;-2.03E-05;7.014258;;;-0.50001;2.03E-05;4.52E-10;0.004510787;;;
-1.00001;-8.15E-10;7.164124;-10;-2.25E-05;7.164124;;;-1.00001;2.25E-05;8.15E-10;0.004738291;;;
-1.50001;-1.33E-09;7.313997;-10;-2.46E-05;7.313997;;;-1.50001;2.46E-05;1.33E-09;0.004955966;;;
-2;-1.76E-09;7.485434;-10;-2.66E-05;7.485434;;;-2;2.66E-05;1.76E-09;0.005161996;;;
-2.50001;-2.27E-09;7.635208;-10;-2.87E-05;7.635208;;;-2.50001;0.000028729;2.27E-09;0.005359944;;;
-3.00001;-2.78E-09;7.785054;-10;-3.08E-05;7.785054;;;-3.00001;3.08E-05;2.78E-09;0.005548216;;;
-3.50001;-3.27E-09;7.934919;-10;-3.28E-05;7.934919;;;-3.50001;3.28E-05;3.27E-09;0.005727067;;;
-4.00001;-3.77E-09;8.085374;-10;-3.48E-05;8.085374;;;-4.00001;0.000034777;3.77E-09;0.005897203;;;
-4.50001;-4.30E-09;8.235385;-10;-3.67E-05;8.235385;;;-4.50001;3.67E-05;4.30E-09;0.00605778;;;
-5.00001;-4.80E-09;8.394934;-10;-3.86E-05;8.394934;;;-5.00001;0.000038551;4.80E-09;0.006208945;;;
-5.50001;-5.34E-09;8.544787;-10;-4.03E-05;8.544787;;;-5.50001;4.03E-05;5.34E-09;0.006351559;;;
-6.00001;-6.01E-09;8.694632;-10;-4.20E-05;8.694632;;;-6.00001;0.000042044;6.01E-09;0.006484134;;;
-6.5;-6.40E-09;8.868923;-10;-4.37E-05;8.868923;;;-6.5;4.37E-05;6.40E-09;0.006606898;;;
-7;-7.06E-09;9.018891;-10;-4.52E-05;9.018891;;;-7;4.52E-05;7.06E-09;0.006720216;;;
-7.50001;-7.70E-09;9.168788;-10;-4.66E-05;9.168788;;;-7.50001;4.66E-05;7.70E-09;0.006824397;;;
-8.00001;-8.29E-09;9.318621;-10;-4.79E-05;9.318621;;;-8.00001;4.79E-05;8.29E-09;0.006918779;;;
-8.50001;-8.89E-09;9.490213;-10;-4.90E-05;9.490213;;;-8.50001;4.90E-05;8.89E-09;0.007002585;;;
-9;-9.57E-09;9.634092;-10;-5.01E-05;9.634092;;;-9;5.01E-05;9.57E-09;0.00707988;;;
-9.5;-1.02E-08;9.77793;-10;-5.11E-05;9.77793;;;-9.5;5.11E-05;1.02E-08;0.00714793;;;
-10;-1.09E-08;9.922087;-10;-5.20E-05;9.922087;;;-10;5.20E-05;1.09E-08;0.007211116;;;
-10.49999;-1.16E-08;10.066008;-10;-5.28E-05;10.066008;;;-10.49999;5.28E-05;1.16E-08;0.007267586;;;
-11;-1.23E-08;10.209848;-10;-5.36E-05;10.209848;;;-11;5.36E-05;1.23E-08;0.007318928;;;
-11.5;-1.28E-08;10.383349;-10;-5.42E-05;10.383349;;;-11.5;5.42E-05;1.28E-08;0.007362452;;;
-12;-1.36E-08;10.52727;-10;-5.48E-05;10.52727;;;-12;5.48E-05;1.36E-08;0.007405701;;;
-12.5;-1.43E-08;10.671103;-10;-5.54E-05;10.671103;;;-12.5;5.54E-05;1.43E-08;0.007443709;;;
-13;-1.50E-08;10.81493;-10;-5.59E-05;10.81493;;;-13;5.59E-05;1.50E-08;0.007478783;;;
-13.5;-1.57E-08;10.958944;-10;-5.64E-05;10.958944;;;-13.5;0.000056381;1.57E-08;0.007508728;;;
-14;-1.64E-08;11.102901;-10;-5.68E-05;11.102901;;;-14;5.68E-05;1.64E-08;0.007536027;;;
-14.50001;-1.72E-08;11.246826;-10;-5.72E-05;11.246826;;;-14.50001;5.72E-05;1.72E-08;0.007560919;;;
-15;-1.79E-08;11.396894;-10;-5.75E-05;11.396894;;;-15;5.75E-05;1.79E-08;0.007582473;;;
-15;-1.75E-08;11.520489;-10;-5.74E-05;11.520489;;;-15;0.000057391;1.75E-08;0.007575685;;;
-14.5;-1.61E-08;11.664389;-10;-5.68E-05;11.664389;;;-14.5;0.000056786;1.61E-08;0.007535649;;;
-14;-1.49E-08;11.808195;-10;-5.62E-05;11.808195;;;-14;5.62E-05;1.49E-08;0.007496112;;;
-13.50001;-1.40E-08;11.952175;-10;-5.56E-05;11.952175;;;-13.50001;0.000055567;1.40E-08;0.007454328;;;
-13;-1.30E-08;12.096081;-10;-5.49E-05;12.096081;;;-13;5.49E-05;1.30E-08;0.007408691;;;
-12.5;-1.21E-08;12.239965;-10;-5.42E-05;12.239965;;;-12.5;5.42E-05;1.21E-08;0.00736;;;
-12;-1.13E-08;12.398667;-10;-5.34E-05;12.398667;;;-12;5.34E-05;1.13E-08;0.007308297;;;
-11.5;-1.04E-08;12.542586;-10;-5.26E-05;12.542586;;;-11.5;5.26E-05;1.04E-08;0.007252317;;;
-11.00001;-9.61E-09;12.686419;-10;-5.17E-05;12.686419;;;-11.00001;5.17E-05;9.61E-09;0.007191891;;;
-10.50001;-8.83E-09;12.836203;-10;-5.08E-05;12.836203;;;-10.50001;5.08E-05;8.83E-09;0.007126296;;;
-10;-8.08E-09;12.998374;-10;-4.98E-05;12.998374;;;-10;4.98E-05;8.08E-09;0.007055905;;;
-9.49999;-7.39E-09;13.14819;-10;-4.87E-05;13.14819;;;-9.49999;4.87E-05;7.39E-09;0.006979792;;;
-9;-6.61E-09;13.298048;-10;-4.76E-05;13.298048;;;-9;4.76E-05;6.61E-09;0.00689634;;;
-8.50001;-5.89E-09;13.447981;-10;-4.63E-05;13.447981;;;-8.50001;4.63E-05;5.89E-09;0.00680577;;;
-8.00001;-5.27E-09;13.598319;-10;-4.50E-05;13.598319;;;-8.00001;4.50E-05;5.27E-09;0.006705386;;;
-7.5;-4.61E-09;13.748134;-10;-4.35E-05;13.748134;;;-7.5;4.35E-05;4.61E-09;0.006597158;;;
-7.00001;-4.01E-09;13.90833;-10;-4.20E-05;13.90833;;;-7.00001;4.20E-05;4.01E-09;0.006478572;;;
-6.50001;-3.41E-09;14.058223;-10;-4.03E-05;14.058223;;;-6.50001;4.03E-05;3.41E-09;0.006350496;;;
-6.00001;-2.80E-09;14.208108;-10;-3.86E-05;14.208108;;;-6.00001;3.86E-05;2.80E-09;0.006212713;;;
-5.5;-2.27E-09;14.382608;-10;-3.68E-05;14.382608;;;-5.5;3.68E-05;2.27E-09;0.006066366;;;
-5.00001;-1.69E-09;14.53255;-10;-3.49E-05;14.53255;;;-5.00001;3.49E-05;1.69E-09;0.005909196;;;
-4.50001;-1.17E-09;14.68236;-10;-3.30E-05;14.68236;;;-4.50001;3.30E-05;1.17E-09;0.005743361;;;
-4;-6.32E-10;14.832153;-10;-3.10E-05;14.832153;;;-4;3.10E-05;6.32E-10;0.005568986;;;
-3.5;-1.68E-10;15.003345;-10;-2.90E-05;15.003345;;;-3.5;2.90E-05;1.68E-10;0.005386604;;;
-3;3.41E-10;15.153165;-10;-2.70E-05;15.153165;;;-3;2.70E-05;3.41E-10;0.005193871;;;
-2.50001;8.12E-10;15.302951;-10;-2.49E-05;15.302951;;;-2.50001;2.49E-05;8.12E-10;0.004992615;;;
-2;1.27E-09;15.452797;-10;-2.29E-05;15.452797;;;-2;0.000022871;1.27E-09;0.004782363;;;
-1.5;1.69E-09;15.603187;-10;-2.08E-05;15.603187;;;-1.5;2.08E-05;1.69E-09;0.004563266;;;
-1.00001;2.11E-09;15.753016;-10;-1.88E-05;15.753016;;;-1.00001;1.88E-05;2.11E-09;0.004335412;;;
-0.50001;2.48E-09;15.913194;-10;-1.68E-05;15.913194;;;-0.50001;0.000016806;2.48E-09;0.004099512;;;
0;2.91E-09;16.063024;-10;-1.48E-05;16.063024;;;0;1.48E-05;2.91E-09;0.003853206;;;
0.49999;3.28E-09;16.212881;-10;-1.30E-05;16.212881;;;0.49999;1.30E-05;3.28E-09;0.003599833;;;
0.99999;3.58E-09;16.387608;-10;-1.12E-05;16.387608;;;0.99999;1.12E-05;3.58E-09;0.003342679;;;
1.49999;4.03E-09;16.537591;-10;-9.47E-06;16.537591;;;1.49999;9.47E-06;4.03E-09;0.0030781;;;
2;4.42E-09;16.690004;-10;-7.90E-06;16.690004;;;2;7.90E-06;4.42E-09;0.002809964;;;
2.5;4.84E-09;16.839719;-10;-6.46E-06;16.839719;;;2.5;6.46E-06;4.84E-09;0.002541407;;;
2.99999;5.17E-09;17.007987;-10;-5.18E-06;17.007987;;;2.99999;5.18E-06;5.17E-09;0.002275744;;;
3.5;5.46E-09;17.157801;-10;-4.05E-06;17.157801;;;3.5;4.05E-06;5.46E-09;0.002013189;;;
3.99999;5.64E-09;17.307635;-10;-3.09E-06;17.307635;;;3.99999;3.09E-06;5.64E-09;0.00175871;;;
4.49999;5.79E-09;17.457433;-10;-2.30E-06;17.457433;;;4.49999;2.30E-06;5.79E-09;0.001516572;;;
5;5.92E-09;17.608011;-10;-1.66E-06;17.608011;;;5;1.66E-06;5.92E-09;0.001290202;;;
5.49999;6.03E-09;17.757862;-10;-1.17E-06;17.757862;;;5.49999;1.17E-06;6.03E-09;0.001083919;;;
5.99999;6.10E-09;17.920973;-10;-8.12E-07;17.920973;;;5.99999;8.12E-07;6.10E-09;0.000900893;;;
6.49999;6.29E-09;18.070846;-10;-5.49E-07;18.070846;;;6.49999;5.49E-07;6.29E-09;0.000741179;;;
7;6.41E-09;18.220778;-10;-3.65E-07;18.220778;;;7;3.65E-07;6.41E-09;0.000604549;;;
7.5;6.43E-09;18.393124;-10;-2.41E-07;18.393124;;;7.5;2.41E-07;6.43E-09;0.000490616;;;
8;6.66E-09;18.543041;-10;-1.56E-07;18.543041;;;8;1.56E-07;6.66E-09;0.000394833;;;
8.49999;6.81E-09;18.692866;-10;-1.01E-07;18.692866;;;8.49999;1.01E-07;6.81E-09;0.000317751;;;
8.99999;6.68E-09;18.883105;-10.00001;-6.66E-08;18.883105;;;8.99999;6.66E-08;6.68E-09;0.000258065;;;
9.49999;6.89E-09;19.05341;-10;-4.43E-08;19.05341;;;9.49999;4.43E-08;6.89E-09;0.000210554;;;
10;7.02E-09;19.223627;-10;-3.00E-08;19.223627;;;10;3.00E-08;7.02E-09;0.000173237;;;
10.49999;6.96E-09;19.418781;-10;-2.05E-08;19.418781;;;10.49999;2.05E-08;6.96E-09;0.000143282;;;
11;7.34E-09;19.588899;-10;-1.41E-08;19.588899;;;11;1.41E-08;7.34E-09;0.000118797;;;
11.49999;7.64E-09;19.758939;-10;-9.85E-09;19.758939;;;11.49999;9.85E-09;7.64E-09;9.93E-05;;;
12;7.65E-09;19.949365;-10;-7.02E-09;19.949365;;;12;7.02E-09;7.65E-09;8.38E-05;;;
12.50001;7.97E-09;20.125424;-10;-5.30E-09;20.125424;;;12.50001;5.30E-09;7.97E-09;7.28E-05;;;
12.99999;8.01E-09;20.30143;-10;-4.15E-09;20.30143;;;12.99999;4.15E-09;8.01E-09;6.44E-05;;;
13.49999;7.90E-09;20.477493;-10;-3.39E-09;20.477493;;;13.49999;3.39E-09;7.90E-09;5.82E-05;;;
14;7.72E-09;20.653568;-10;-2.88E-09;20.653568;;;14;2.88E-09;7.72E-09;5.36E-05;;;
14.49999;7.52E-09;20.829597;-10;-2.53E-09;20.829597;;;14.49999;2.53E-09;7.52E-09;5.03E-05;;;
14.99999;7.32E-09;21.006605;-10;-2.28E-09;21.006605;;;14.99999;2.28E-09;7.32E-09;4.77E-05;;;
15.49999;7.15E-09;21.182871;-10;-2.10E-09;21.182871;;;15.49999;2.10E-09;7.15E-09;4.59E-05;;;
15.99999;7.00E-09;21.359013;-10.00001;-1.97E-09;21.359013;;;15.99999;1.97E-09;7.00E-09;4.44E-05;;;
16.49999;6.84E-09;21.545914;-10;-1.87E-09;21.545914;;;16.49999;1.87E-09;6.84E-09;4.32E-05;;;
16.99999;6.73E-09;21.721874;-10;-1.79E-09;21.721874;;;16.99999;1.79E-09;6.73E-09;4.24E-05;;;
17.49999;6.59E-09;21.931572;-10;-1.73E-09;21.931572;;;17.49999;1.73E-09;6.59E-09;4.16E-05;;;
17.99999;6.51E-09;22.107665;-10;-1.68E-09;22.107665;;;17.99999;1.68E-09;6.51E-09;4.10E-05;;;
18.49999;6.44E-09;22.283733;-10.00001;-1.65E-09;22.283733;;;18.49999;1.65E-09;6.44E-09;4.06E-05;;;
19;6.38E-09;22.461561;-10;-1.62E-09;22.461561;;;19;1.62E-09;6.38E-09;4.02E-05;;;
19.5;6.31E-09;22.637609;-10;-1.59E-09;22.637609;;;19.5;1.59E-09;6.31E-09;3.99E-05;;;
20;6.25E-09;22.813756;-10;-1.57E-09;22.813756;;;20;1.57E-09;6.25E-09;3.96E-05;;;
