Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	2.7797e-05	5.5087e-11	-10.0	-2.5	-7.598277604166485e-07
1.0	2.7807e-05	2.3879e-11	-10.0	-2.5	-7.501035416666495e-07
1.5	2.7811e-05	1.9822e-11	-10.0	-2.5	-7.462406901041518e-07
2.0	2.7812e-05	1.6835e-11	-10.0	-2.5	-7.453773437499835e-07
2.5	2.7817e-05	1.5646e-11	-10.0	-2.5	-7.405135026041496e-07
3.0	2.7825e-05	1.4942e-11	-10.0	-2.5	-7.326491666666524e-07
3.5	2.7828e-05	1.3703e-11	-10.0	-2.5	-7.297843359374857e-07
4.0	2.783e-05	1.3809e-11	-10.0	-2.5	-7.279190104166508e-07
4.5	2.7838e-05	1.3621e-11	-10.0	-2.5	-7.200531901041494e-07
5.0	2.7836e-05	1.2784e-11	-10.0	-2.5	-7.22186874999986e-07
5.5	2.784e-05	1.3853e-11	-10.0	-2.5	-7.183200651041493e-07
6.0	2.7843e-05	1.2965e-11	-10.0	-2.5	-7.154527604166512e-07
6.5	2.7846e-05	1.26e-11	-10.0	-2.5	-7.125849609374828e-07
7.0	2.7852e-05	1.1946e-11	-10.0	-2.5	-7.06716666666651e-07
7.5	2.7853e-05	1.2399e-11	-10.0	-2.5	-7.05847877604153e-07
8.0	2.7864e-05	1.276e-11	-10.0	-2.5	-6.949785937499832e-07
8.5	2.7859e-05	1.2312e-11	-10.0	-2.5	-7.001088151041509e-07
9.0	2.7864e-05	1.2209e-11	-10.0	-2.5	-6.952385416666502e-07
9.5	2.7865e-05	1.1298e-11	-10.0	-2.5	-6.943677734374844e-07
10.0	2.7869e-05	1.1827e-11	-10.0	-2.5	-6.90496510416652e-07
10.5	2.7879e-05	1.243e-11	-10.0	-2.5	-6.806247526041529e-07
11.0	2.7885e-05	1.2618e-11	-10.0	-2.5	-6.747524999999822e-07
11.5	2.7884e-05	1.0863e-11	-10.0	-2.5	-6.75879752604153e-07
12.0	2.7891e-05	1.2008e-11	-10.0	-2.5	-6.690065104166496e-07
12.5	2.7893e-05	1.2131e-11	-10.0	-2.5	-6.671327734374867e-07
13.0	2.7896e-05	1.1756e-11	-10.0	-2.5	-6.642585416666513e-07
13.5	2.7901e-05	1.0796e-11	-10.0	-2.5	-6.593838151041514e-07
14.0	2.7901e-05	1.1666e-11	-10.0	-2.5	-6.595085937499854e-07
14.5	2.7907e-05	1.1877e-11	-10.0	-2.5	-6.536328776041527e-07
15.0	2.7911e-05	1.143e-11	-10.0	-2.5	-6.497566666666508e-07
15.5	2.7916e-05	1.1685e-11	-10.0	-2.5	-6.448799609374864e-07
16.0	2.7917e-05	1.1947e-11	-10.0	-2.5	-6.440027604166504e-07
16.5	2.7921e-05	1.1543e-11	-10.0	-2.5	-6.40125065104151e-07
17.0	2.7929e-05	1.1415e-11	-10.0	-2.5	-6.32246874999986e-07
17.5	2.7937e-05	1.1728e-11	-10.0	-2.5	-6.243681901041507e-07
18.0	2.7941e-05	1.1411e-11	-10.0	-2.5	-6.204890104166538e-07
18.5	2.7951e-05	1.1891e-11	-10.0	-2.5	-6.106093359374836e-07
19.0	2.7952e-05	1.153e-11	-10.0	-2.5	-6.097291666666526e-07
19.5	2.7951e-05	1.1718e-11	-10.0	-2.5	-6.108485026041523e-07
20.0	2.7957e-05	1.1135e-11	-10.0	-2.5	-6.049673437499832e-07
20.5	2.7954e-05	1.1184e-11	-10.0	-2.5	-6.0808569010415e-07
21.0	2.7962e-05	1.1603e-11	-10.0	-2.5	-6.002035416666495e-07
21.5	2.7962e-05	1.1816e-11	-10.0	-2.5	-6.003208984374826e-07
22.0	2.7966e-05	1.2009e-11	-10.0	-2.5	-5.964377604166535e-07
22.5	2.7963e-05	1.1939e-11	-10.0	-2.5	-5.995541276041525e-07
23.0	2.7967e-05	1.1414e-11	-10.0	-2.5	-5.956699999999861e-07
23.5	2.7969e-05	1.1296e-11	-10.0	-2.5	-5.937853776041504e-07
24.0	2.7973e-05	1.1225e-11	-10.0	-2.5	-5.899002604166502e-07
24.5	2.7975e-05	1.1927e-11	-10.0	-2.5	-5.880146484374873e-07
25.0	2.7979e-05	1.0793e-11	-10.0	-2.5	-5.841285416666498e-07
25.5	2.7987e-05	1.1854e-11	-10.0	-2.5	-5.762419401041501e-07
26.0	2.799e-05	1.0939e-11	-10.0	-2.5	-5.733548437499842e-07
26.5	2.7995e-05	1.1617e-11	-10.0	-2.5	-5.684672526041538e-07
27.0	2.7995e-05	1.1362e-11	-10.0	-2.5	-5.685791666666539e-07
27.5	2.7999e-05	1.134e-11	-10.0	-2.5	-5.64690585937485e-07
28.0	2.8002e-05	1.1251e-11	-10.0	-2.5	-5.618015104166513e-07
28.5	2.8005e-05	1.1618e-11	-10.0	-2.5	-5.589119401041507e-07
29.0	2.8009e-05	1.0985e-11	-10.0	-2.5	-5.550218749999877e-07
29.5	2.8007e-05	1.1538e-11	-10.0	-2.5	-5.571313151041507e-07
30.0	2.8015e-05	1.0811e-11	-10.0	-2.5	-5.492402604166518e-07
30.5	2.8018e-05	1.1965e-11	-10.0	-2.5	-5.463487109374868e-07
31.0	2.8022e-05	1.0997e-11	-10.0	-2.5	-5.424566666666527e-07
31.5	2.8023e-05	1.1262e-11	-10.0	-2.5	-5.415641276041514e-07
32.0	2.8023e-05	1.1522e-11	-10.0	-2.5	-5.416710937499853e-07
32.5	2.8032e-05	1.1412e-11	-10.0	-2.5	-5.327775651041529e-07
33.0	2.8038e-05	1.1693e-11	-10.0	-2.5	-5.2688354166665e-07
33.5	2.8043e-05	1.1715e-11	-10.0	-2.5	-5.219890234374857e-07
34.0	2.8041e-05	1.1822e-11	-10.0	-2.5	-5.240940104166494e-07
34.5	2.8044e-05	1.1671e-11	-10.0	-2.5	-5.211985026041522e-07
35.0	2.8043e-05	1.1693e-11	-10.0	-2.5	-5.223024999999867e-07
35.5	2.8044e-05	1.0653e-11	-10.0	-2.5	-5.214060026041498e-07
36.0	2.8048e-05	1.1748e-11	-10.0	-2.5	-5.17509010416653e-07
36.5	2.8053e-05	1.1996e-11	-10.0	-2.5	-5.126115234374836e-07
37.0	2.8052e-05	1.2128e-11	-10.0	-2.5	-5.137135416666536e-07
37.5	2.8056e-05	1.1735e-11	-10.0	-2.5	-5.098150651041525e-07
38.0	2.8061e-05	1.1755e-11	-10.0	-2.5	-5.049160937499857e-07
38.5	2.8061e-05	1.1162e-11	-10.0	-2.5	-5.050166276041493e-07
39.0	2.8058e-05	1.2426e-11	-10.0	-2.5	-5.081166666666492e-07
39.5	2.8063e-05	1.1305e-11	-10.0	-2.5	-5.032162109374883e-07
40.0	2.8066e-05	1.1737e-11	-10.0	-2.5	-5.003152604166546e-07
40.5	2.8072e-05	1.1524e-11	-10.0	-2.5	-4.944138151041509e-07
