Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	6.5085e-11	3.5742e-10	-10.0	20.0
1.0	3.1456e-11	1.2631e-10	-10.0	19.9
1.5	2.071e-11	1.3399e-12	-10.0	19.8
2.0	1.6971e-11	1.5384e-11	-10.0	19.7
2.5	1.4708e-11	2.5648e-11	-10.0	19.6
3.0	1.2727e-11	3.2556e-11	-10.0	19.5
3.5	1.1449e-11	3.7813e-11	-10.0	19.4
4.0	1.0477e-11	4.1813e-11	-10.0	19.3
4.5	9.7561e-12	4.4832e-11	-10.0	19.2
5.0	8.9991e-12	4.7106e-11	-10.0	19.1
5.5	8.7035e-12	4.9552e-11	-10.0	19.0
6.0	8.1086e-12	5.123e-11	-10.0	18.9
6.5	7.7295e-12	5.2794e-11	-10.0	18.8
7.0	7.3707e-12	5.4059e-11	-10.0	18.7
7.5	7.1383e-12	5.4982e-11	-10.0	18.6
8.0	6.5792e-12	5.5839e-11	-10.0	18.5
8.5	6.5446e-12	5.7211e-11	-10.0	18.4
9.0	6.5219e-12	5.7473e-11	-10.0	18.3
9.5	6.3133e-12	5.8137e-11	-10.0	18.2
10.0	6.032e-12	5.8879e-11	-10.0	18.1
10.5	5.9462e-12	5.9333e-11	-10.0	18.0
11.0	5.5039e-12	5.9814e-11	-10.0	17.9
11.5	5.8746e-12	6.0062e-11	-10.0	17.8
12.0	5.3632e-12	6.0739e-11	-10.0	17.7
12.5	5.4681e-12	6.1139e-11	-10.0	17.6
13.0	5.3382e-12	6.1208e-11	-10.0	17.5
13.5	5.1618e-12	6.1493e-11	-10.0	17.4
14.0	5.1463e-12	6.1967e-11	-10.0	17.3
14.5	5.0271e-12	6.2106e-11	-10.0	17.2
15.0	6.0201e-12	5.6574e-11	-10.0	17.1
15.5	1.4985e-12	1.4367e-10	-10.0	17.0
16.0	4.8554e-12	6.315e-11	-10.0	16.9
16.5	4.9317e-12	6.3294e-11	-10.0	16.8
17.0	4.6718e-12	6.3335e-11	-10.0	16.7
17.5	4.7386e-12	6.3493e-11	-10.0	16.6
18.0	4.6325e-12	6.3553e-11	-10.0	16.5
18.5	4.6182e-12	6.3796e-11	-10.0	16.4
19.0	4.375e-12	6.4074e-11	-10.0	16.3
19.5	4.4715e-12	6.4243e-11	-10.0	16.2
20.0	4.3416e-12	6.4362e-11	-10.0	16.1
20.5	4.3905e-12	6.4495e-11	-10.0	16.0
21.0	4.3011e-12	6.4809e-11	-10.0	15.9
21.5	4.499e-12	6.4941e-11	-10.0	15.8
22.0	4.2915e-12	6.4858e-11	-10.0	15.7
22.5	4.4096e-12	6.5155e-11	-10.0	15.6
23.0	4.3094e-12	6.5292e-11	-10.0	15.5
23.5	4.4847e-12	6.5176e-11	-10.0	15.4
24.0	4.1234e-12	6.5571e-11	-10.0	15.3
24.5	4.1759e-12	6.5705e-11	-10.0	15.2
25.0	4.1473e-12	6.5351e-11	-10.0	15.1
25.5	4.3189e-12	6.5706e-11	-10.0	15.0
26.0	4.3035e-12	6.6404e-11	-10.0	14.9
26.5	4.2069e-12	6.5873e-11	-10.0	14.8
27.0	3.9256e-12	6.5842e-11	-10.0	14.7
27.5	4.127e-12	6.5896e-11	-10.0	14.6
28.0	3.9959e-12	6.601e-11	-10.0	14.5
28.5	3.9434e-12	6.6133e-11	-10.0	14.4
29.0	4.0019e-12	6.647e-11	-10.0	14.3
29.5	3.9315e-12	6.6308e-11	-10.0	14.2
30.0	4.8983e-12	6.5566e-11	-10.0	14.1
30.5	3.7038e-12	8.8388e-11	-10.0	14.0
31.0	2.5773e-12	8.8737e-11	-10.0	13.9
31.5	3.9399e-12	6.6887e-11	-10.0	13.8
32.0	3.7992e-12	6.6634e-11	-10.0	13.7
32.5	3.7992e-12	6.675e-11	-10.0	13.6
33.0	3.9744e-12	6.6469e-11	-10.0	13.5
33.5	3.655e-12	6.6776e-11	-10.0	13.4
34.0	3.7134e-12	6.6957e-11	-10.0	13.3
34.5	3.8898e-12	6.7221e-11	-10.0	13.2
35.0	3.7408e-12	6.7183e-11	-10.0	13.1
35.5	3.6359e-12	6.705e-11	-10.0	13.0
36.0	3.624e-12	6.691e-11	-10.0	12.9
36.5	3.5548e-12	6.721e-11	-10.0	12.8
37.0	3.8028e-12	6.7204e-11	-10.0	12.7
37.5	3.7801e-12	6.7255e-11	-10.0	12.6
38.0	3.6037e-12	6.7481e-11	-10.0	12.5
38.5	3.6883e-12	6.735e-11	-10.0	12.4
39.0	3.9113e-12	6.7498e-11	-10.0	12.3
39.5	3.9601e-12	6.7712e-11	-10.0	12.2
40.0	4.1699e-12	6.7828e-11	-10.0	12.1
40.5	4.9615e-12	6.7363e-11	-10.0	12.0
41.0	5.827e-12	6.7819e-11	-10.0	11.9
41.5	7.416e-12	6.7576e-11	-10.0	11.8
42.0	9.8646e-12	6.7944e-11	-10.0	11.7
42.5	1.3807e-11	6.8095e-11	-10.0	11.6
43.0	1.8441e-11	6.7768e-11	-10.0	11.5
43.5	2.5895e-11	6.8551e-11	-10.0	11.4
44.0	3.5298e-11	6.7937e-11	-10.0	11.3
44.5	4.6539e-11	6.8113e-11	-10.0	11.2
45.0	6.2058e-11	6.8063e-11	-10.0	11.1
45.5	8.1626e-11	5.469e-11	-10.0	11.0
46.0	9.6949e-11	1.4689e-10	-10.0	10.9
46.5	1.3084e-10	6.8319e-11	-10.0	10.8
47.0	1.5819e-10	6.8239e-11	-10.0	10.7
47.5	1.9584e-10	6.8321e-11	-10.0	10.6
48.0	2.3756e-10	6.8356e-11	-10.0	10.5
48.5	2.8465e-10	6.8202e-11	-10.0	10.4
49.0	3.4474e-10	6.8352e-11	-10.0	10.3
49.5	4.082e-10	6.8427e-11	-10.0	10.2
50.0	4.8568e-10	6.8682e-11	-10.0	10.1
50.5	5.7005e-10	6.8568e-11	-10.0	10.0
51.0	6.6095e-10	6.8761e-11	-10.0	9.9
51.5	7.6209e-10	6.8818e-11	-10.0	9.8
52.0	8.7425e-10	6.8499e-11	-10.0	9.7
