Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	2.7577e-05	9.3232e-11	-10.0	-2.5	-3.330103472221822e-07
1.0	2.7589e-05	2.4934e-11	-10.0	-2.5	-3.2291805555551795e-07
1.5	2.7597e-05	1.9567e-11	-10.0	-2.5	-3.158709201388492e-07
2.0	2.7596e-05	1.5691e-11	-10.0	-2.5	-3.178231249999607e-07
2.5	2.7595e-05	1.5396e-11	-10.0	-2.5	-3.1977467013884957e-07
3.0	2.7596e-05	1.4126e-11	-10.0	-2.5	-3.1972555555551485e-07
3.5	2.7594e-05	1.3264e-11	-10.0	-2.5	-3.226757812499607e-07
4.0	2.7599e-05	1.2622e-11	-10.0	-2.5	-3.186253472221822e-07
4.5	2.7602e-05	1.2175e-11	-10.0	-2.5	-3.1657425347218207e-07
5.0	2.7608e-05	1.1909e-11	-10.0	-2.5	-3.1152249999995954e-07
5.5	2.7611e-05	1.1675e-11	-10.0	-2.5	-3.094700868055176e-07
6.0	2.7608e-05	1.0781e-11	-10.0	-2.5	-3.134170138888493e-07
6.5	2.7612e-05	1.1574e-11	-10.0	-2.5	-3.1036328124996336e-07
7.0	2.7618e-05	1.089e-11	-10.0	-2.5	-3.0530888888885045e-07
7.5	2.7614e-05	1.0177e-11	-10.0	-2.5	-3.1025383680551653e-07
8.0	2.7621e-05	1.1239e-11	-10.0	-2.5	-3.04198124999963e-07
8.5	2.762e-05	1.1028e-11	-10.0	-2.5	-3.061417534721841e-07
9.0	2.7626e-05	1.0855e-11	-10.0	-2.5	-3.010847222221842e-07
9.5	2.7633e-05	1.0456e-11	-10.0	-2.5	-2.9502703124995947e-07
10.0	2.7634e-05	1.0154e-11	-10.0	-2.5	-2.9496868055551854e-07
10.5	2.7637e-05	1.109e-11	-10.0	-2.5	-2.9290967013885063e-07
11.0	2.7638e-05	1.0459e-11	-10.0	-2.5	-2.928499999999645e-07
11.5	2.7646e-05	1.0034e-11	-10.0	-2.5	-2.857896701388506e-07
12.0	2.7651e-05	1.0111e-11	-10.0	-2.5	-2.817286805555173e-07
12.5	2.7652e-05	1.0041e-11	-10.0	-2.5	-2.816670312499634e-07
13.0	2.7655e-05	1.0691e-11	-10.0	-2.5	-2.7960472222218587e-07
13.5	2.7657e-05	1.0599e-11	-10.0	-2.5	-2.7854175347218456e-07
14.0	2.7655e-05	1.0806e-11	-10.0	-2.5	-2.8147812499996266e-07
14.5	2.7656e-05	1.0686e-11	-10.0	-2.5	-2.8141383680551835e-07
15.0	2.7658e-05	1.0598e-11	-10.0	-2.5	-2.8034888888885264e-07
15.5	2.7664e-05	1.0854e-11	-10.0	-2.5	-2.7528328124996234e-07
16.0	2.7668e-05	1.0842e-11	-10.0	-2.5	-2.7221701388885044e-07
16.5	2.7666e-05	9.6571e-12	-10.0	-2.5	-2.7515008680551893e-07
17.0	2.7669e-05	1.033e-11	-10.0	-2.5	-2.73082499999964e-07
17.5	2.7672e-05	1.0129e-11	-10.0	-2.5	-2.710142534721865e-07
18.0	2.7676e-05	9.6416e-12	-10.0	-2.5	-2.6794534722218423e-07
18.5	2.7682e-05	1.0946e-11	-10.0	-2.5	-2.6287578124996173e-07
19.0	2.7685e-05	1.0121e-11	-10.0	-2.5	-2.608055555555198e-07
19.5	2.7688e-05	9.7728e-12	-10.0	-2.5	-2.5873467013885193e-07
20.0	2.7689e-05	1.0124e-11	-10.0	-2.5	-2.586631249999658e-07
20.5	2.769e-05	1.0537e-11	-10.0	-2.5	-2.5859092013885034e-07
21.0	2.7696e-05	1.0134e-11	-10.0	-2.5	-2.5351805555551824e-07
21.5	2.7696e-05	1.0514e-11	-10.0	-2.5	-2.5444453124996315e-07
22.0	2.77e-05	8.9085e-12	-10.0	-2.5	-2.5137034722218685e-07
22.5	2.7699e-05	1.0955e-11	-10.0	-2.5	-2.5329550347218536e-07
23.0	2.7699e-05	1.0111e-11	-10.0	-2.5	-2.542199999999625e-07
23.5	2.7705e-05	1.0294e-11	-10.0	-2.5	-2.491438368055208e-07
24.0	2.7707e-05	1.0059e-11	-10.0	-2.5	-2.480670138888517e-07
24.5	2.7714e-05	1.0185e-11	-10.0	-2.5	-2.41989531249966e-07
