File Name: 00_Sample12_device2_trfSat_dark_begin.dat;;;;;;;;;
File Data: 21/11/2023;14:01:14;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;|IDrain|, |IGate| (A);|IGate| (A)
3.70E+04;1.00E+00;3.52E-10;-1.35E+01;-7.95E-11;;;;3.5185E-10;7.9526E-11
3.75E+04;1.00E+00;4.05E-10;-1.30E+01;-7.36E-11;;;;4.0523E-10;7.3612E-11
3.80E+04;1.00E+00;4.69E-10;-1.25E+01;-6.50E-11;;;;4.6942E-10;6.5035E-11
3.85E+04;1.00E+00;5.59E-10;-1.20E+01;-6.14E-11;;;;5.5853E-10;6.1381E-11
3.90E+04;1.00E+00;6.69E-10;-1.15E+01;-5.49E-11;;;;6.6909E-10;5.4919E-11
3.95E+04;1.00E+00;7.83E-10;-1.10E+01;-4.92E-11;;;;7.8265E-10;4.9176E-11
4.00E+04;1.00E+00;9.23E-10;-1.05E+01;-4.10E-11;;;;9.2256E-10;4.0981E-11
4.05E+04;1.00E+00;1.07E-09;-1.00E+01;-3.32E-11;;;;1.0681E-09;3.3232E-11
4.10E+04;1.00E+00;1.25E-09;-9.50E+00;-2.65E-11;;;;1.2546E-09;2.6499E-11
4.15E+04;1.00E+00;1.43E-09;-9.00E+00;-1.86E-11;;;;1.4315E-09;1.8643E-11
4.20E+04;1.00E+00;1.67E-09;-8.50E+00;-1.14E-11;;;;1.6675E-09;1.1383E-11
4.25E+04;1.00E+00;1.93E-09;-8.00E+00;-3.20E-12;;;;1.9331E-09;3.196E-12
4.30E+04;1.00E+00;2.24E-09;-7.50E+00;3.67E-12;;;;2.2445E-09;3.6693E-12
4.35E+04;1.00E+00;2.59E-09;-7.00E+00;1.34E-11;;;;2.5948E-09;1.3351E-11
4.40E+04;1.00E+00;2.93E-09;-6.50E+00;2.21E-11;;;;2.9349E-09;2.2057E-11
4.45E+04;1.00E+00;3.36E-09;-6.00E+00;3.22E-11;;;;3.3624E-09;3.2189E-11
4.50E+04;1.00E+00;3.85E-09;-5.50E+00;4.34E-11;;;;3.8546E-09;4.3422E-11
4.55E+04;1.00E+00;4.26E-09;-5.00E+00;4.27E-11;;;;4.2597E-09;4.2655E-11
4.60E+04;1.00E+00;4.93E-09;-4.50E+00;1.95E-10;;;;4.9334E-09;1.9534E-10
4.65E+04;1.00E+00;5.67E-09;-4.00E+00;7.94E-11;;;;5.6694E-09;7.9441E-11
4.70E+04;1.00E+00;6.27E-09;-3.50E+00;1.49E-10;;;;6.2743E-09;1.4922E-10
4.75E+04;1.00E+00;7.01E-09;-3.00E+00;2.26E-10;;;;7.0104E-09;2.2617E-10
4.80E+04;1.00E+00;7.81E-09;-2.50E+00;2.66E-10;;;;7.8111E-09;2.6555E-10
4.85E+04;1.00E+00;8.65E-09;-2.00E+00;3.19E-10;;;;8.6465E-09;3.1911E-10
4.90E+04;1.00E+00;9.48E-09;-1.50E+00;3.29E-10;;;;9.4828E-09;3.2935E-10
4.95E+04;1.00E+00;1.03E-08;-1.00E+00;3.29E-10;;;;1.0337E-08;3.2946E-10
5.00E+04;1.00E+00;1.14E-08;-5.00E-01;3.09E-10;;;;1.1419E-08;3.0929E-10
5.05E+04;1.00E+00;1.25E-08;0.00E+00;2.88E-10;;;;1.2539E-08;2.881E-10
5.10E+04;1.00E+00;1.39E-08;5.00E-01;2.77E-10;;;;1.3911E-08;2.7678E-10
5.15E+04;1.00E+00;1.52E-08;1.00E+00;2.59E-10;;;;1.5245E-08;2.5883E-10
5.20E+04;1.00E+00;1.68E-08;1.50E+00;2.44E-10;;;;1.6801E-08;2.4408E-10
5.25E+04;1.00E+00;1.83E-08;2.00E+00;2.14E-10;;;;1.8314E-08;2.1395E-10
5.30E+04;1.00E+00;1.98E-08;2.50E+00;1.92E-10;;;;1.977E-08;1.9181E-10
5.35E+04;1.00E+00;2.17E-08;3.00E+00;1.63E-10;;;;2.1656E-08;1.6254E-10
5.40E+04;1.00E+00;2.32E-08;3.50E+00;1.39E-10;;;;2.3202E-08;1.3942E-10
5.45E+04;1.00E+00;2.52E-08;4.00E+00;1.28E-10;;;;2.5236E-08;1.2844E-10
5.50E+04;1.00E+00;2.71E-08;4.50E+00;1.21E-10;;;;2.7116E-08;1.2136E-10
5.55E+04;1.00E+00;2.94E-08;5.00E+00;1.19E-10;;;;2.9404E-08;1.1898E-10
5.60E+04;1.00E+00;3.16E-08;5.50E+00;1.17E-10;;;;3.1608E-08;1.1723E-10
5.65E+04;1.00E+00;3.37E-08;6.00E+00;1.19E-10;;;;3.367E-08;1.1867E-10
5.70E+04;1.00E+00;3.66E-08;6.50E+00;1.22E-10;;;;3.6638E-08;1.2171E-10
5.75E+04;1.00E+00;3.88E-08;7.00E+00;1.25E-10;;;;3.8819E-08;1.2531E-10
5.80E+04;1.00E+00;4.16E-08;7.50E+00;1.30E-10;;;;4.163E-08;1.3011E-10
5.85E+04;1.00E+00;4.42E-08;8.00E+00;1.35E-10;;;;4.4156E-08;1.354E-10
5.90E+04;1.00E+00;4.74E-08;8.50E+00;1.41E-10;;;;4.7373E-08;1.4058E-10
5.95E+04;1.00E+00;5.04E-08;9.00E+00;1.46E-10;;;;5.0425E-08;1.4634E-10
6.00E+04;1.00E+00;5.33E-08;9.50E+00;1.51E-10;;;;5.3321E-08;1.514E-10
6.05E+04;1.00E+00;5.63E-08;1.00E+01;1.56E-10;;;;5.6342E-08;1.5578E-10
6.10E+04;1.00E+00;6.02E-08;1.05E+01;4.20E-10;;;;6.0213E-08;4.1994E-10
6.15E+04;1.00E+00;6.34E-08;1.10E+01;1.82E-10;;;;6.3385E-08;1.8241E-10
6.20E+04;1.00E+00;6.70E-08;1.15E+01;1.89E-10;;;;6.6964E-08;1.8942E-10
6.25E+04;1.00E+00;7.10E-08;1.20E+01;1.94E-10;;;;7.1012E-08;1.9407E-10
6.30E+04;1.00E+00;7.49E-08;1.25E+01;2.01E-10;;;;7.4878E-08;2.0132E-10
6.35E+04;1.00E+00;7.94E-08;1.30E+01;2.09E-10;;;;7.9393E-08;2.0922E-10
6.40E+04;1.00E+00;8.41E-08;1.35E+01;2.23E-10;;;;8.4071E-08;2.2291E-10
6.45E+04;1.00E+00;8.80E-08;1.40E+01;2.35E-10;;;;8.795E-08;2.3493E-10
6.50E+04;1.00E+00;9.19E-08;1.45E+01;2.47E-10;;;;9.1881E-08;2.4708E-10
6.55E+04;1.00E+00;9.69E-08;1.50E+01;2.58E-10;;;;9.6939E-08;2.5814E-10
6.60E+04;1.00E+00;1.00E-07;1.55E+01;2.72E-10;;;;1.0049E-07;2.7215E-10
6.65E+04;1.00E+00;1.05E-07;1.60E+01;6.46E-10;;;;1.0527E-07;6.4635E-10
6.70E+04;1.00E+00;1.11E-07;1.65E+01;3.00E-10;;;;1.1109E-07;2.9993E-10
6.75E+04;1.00E+00;1.16E-07;1.70E+01;3.09E-10;;;;1.1595E-07;3.0893E-10
6.80E+04;1.00E+00;1.20E-07;1.75E+01;3.17E-10;;;;1.2016E-07;3.1686E-10
6.85E+04;1.00E+00;1.26E-07;1.80E+01;3.28E-10;;;;1.2591E-07;3.2821E-10
6.90E+04;1.00E+00;1.31E-07;1.85E+01;3.45E-10;;;;1.3115E-07;3.4522E-10
6.95E+04;1.00E+00;1.37E-07;1.90E+01;3.60E-10;;;;1.3685E-07;3.5966E-10
7.00E+04;1.00E+00;1.43E-07;1.95E+01;3.77E-10;;;;1.4256E-07;3.7662E-10
7.05E+04;1.00E+00;1.48E-07;2.00E+01;3.90E-10;;;;1.4777E-07;3.8984E-10
7.10E+04;1.00E+00;1.56E-07;2.05E+01;4.02E-10;;;;1.5598E-07;4.0161E-10
7.15E+04;1.00E+00;1.61E-07;2.10E+01;4.15E-10;;;;1.6149E-07;4.1474E-10
7.20E+04;1.00E+00;1.69E-07;2.15E+01;4.30E-10;;;;1.6868E-07;4.3001E-10
7.25E+04;1.00E+00;1.75E-07;2.20E+01;4.45E-10;;;;1.7457E-07;4.4521E-10
7.30E+04;1.00E+00;1.80E-07;2.25E+01;4.54E-10;;;;1.8015E-07;4.5382E-10
7.35E+04;1.00E+00;1.88E-07;2.30E+01;2.08E-09;;;;1.8784E-07;2.0783E-09
7.40E+04;1.00E+00;1.97E-07;2.35E+01;4.83E-10;;;;1.9677E-07;4.8281E-10
7.45E+04;1.00E+00;2.02E-07;2.40E+01;4.94E-10;;;;2.0176E-07;4.9426E-10
7.50E+04;1.00E+00;2.10E-07;2.45E+01;5.07E-10;;;;2.1003E-07;5.0678E-10
7.55E+04;1.00E+00;2.18E-07;2.50E+01;5.15E-10;;;;2.176E-07;5.1539E-10
7.60E+04;1.00E+00;2.25E-07;2.55E+01;5.45E-10;;;;2.2487E-07;5.4524E-10
7.65E+04;1.00E+00;2.31E-07;2.60E+01;5.63E-10;;;;2.3092E-07;5.6323E-10
7.70E+04;1.00E+00;2.38E-07;2.65E+01;5.85E-10;;;;2.3821E-07;5.8482E-10
7.75E+04;1.00E+00;2.48E-07;2.70E+01;6.05E-10;;;;2.482E-07;6.0546E-10
7.80E+04;1.00E+00;2.58E-07;2.75E+01;1.59E-09;;;;2.5757E-07;1.5902E-09
7.85E+04;1.00E+00;2.67E-07;2.80E+01;1.38E-09;;;;2.6663E-07;1.3795E-09
7.90E+04;1.00E+00;2.74E-07;2.85E+01;1.40E-09;;;;2.7436E-07;1.4014E-09
7.95E+04;1.00E+00;2.85E-07;2.90E+01;1.58E-09;;;;2.8519E-07;1.5817E-09
8.00E+04;1.00E+00;2.93E-07;2.95E+01;1.45E-09;;;;2.9274E-07;1.4547E-09
8.05E+04;1.00E+00;3.00E-07;3.00E+01;1.48E-09;;;;2.9968E-07;1.4821E-09
8.10E+04;1.00E+00;3.12E-07;3.05E+01;1.50E-09;;;;3.1204E-07;1.5047E-09
8.15E+04;1.00E+00;3.23E-07;3.10E+01;1.56E-09;;;;3.2307E-07;1.5616E-09
8.20E+04;1.00E+00;3.33E-07;3.15E+01;1.57E-09;;;;3.3296E-07;1.5733E-09
8.25E+04;1.00E+00;3.43E-07;3.20E+01;1.42E-09;;;;3.4313E-07;1.4187E-09
8.30E+04;1.00E+00;3.54E-07;3.25E+01;1.41E-09;;;;3.535E-07;1.4135E-09
8.35E+04;1.00E+00;3.66E-07;3.30E+01;1.41E-09;;;;3.6594E-07;1.4122E-09
8.40E+04;1.00E+00;3.78E-07;3.35E+01;1.36E-09;;;;3.7792E-07;1.3577E-09
8.45E+04;1.00E+00;3.92E-07;3.40E+01;1.42E-09;;;;3.9246E-07;1.424E-09
8.50E+04;1.00E+00;4.05E-07;3.45E+01;1.53E-09;;;;4.0546E-07;1.5254E-09
8.55E+04;1.00E+00;4.18E-07;3.50E+01;1.51E-09;;;;4.1834E-07;1.5084E-09
8.60E+04;1.00E+00;4.29E-07;3.55E+01;1.54E-09;;;;4.2929E-07;1.5366E-09
8.65E+04;1.00E+00;4.45E-07;3.60E+01;1.79E-09;;;;4.4525E-07;1.7928E-09
8.70E+04;1.00E+00;4.62E-07;3.65E+01;1.79E-09;;;;4.6205E-07;1.7886E-09
8.75E+04;1.00E+00;4.72E-07;3.70E+01;1.39E-09;;;;4.7179E-07;1.3908E-09
8.80E+04;1.00E+00;4.85E-07;3.75E+01;1.24E-09;;;;4.8519E-07;1.2384E-09
8.85E+04;1.00E+00;4.98E-07;3.80E+01;1.24E-09;;;;4.9796E-07;1.2401E-09
8.90E+04;1.00E+00;5.16E-07;3.85E+01;1.43E-09;;;;5.1612E-07;1.4343E-09
8.95E+04;1.00E+00;5.29E-07;3.90E+01;1.36E-09;;;;5.2905E-07;1.3577E-09
9.00E+04;1.00E+00;5.48E-07;3.95E+01;1.27E-09;;;;5.4838E-07;1.2723E-09
9.05E+04;1.00E+00;5.65E-07;4.00E+01;1.26E-09;;;;5.6519E-07;1.2577E-09
9.10E+04;1.00E+00;5.82E-07;4.05E+01;1.28E-09;;;;5.8172E-07;1.2847E-09
9.15E+04;1.00E+00;6.13E-07;4.10E+01;1.49E-09;;;;6.1298E-07;1.4878E-09
9.20E+04;1.00E+00;6.30E-07;4.15E+01;1.37E-09;;;;6.3027E-07;1.3691E-09
9.25E+04;1.00E+00;6.48E-07;4.20E+01;1.41E-09;;;;6.4817E-07;1.4056E-09
9.30E+04;1.00E+00;6.68E-07;4.25E+01;1.39E-09;;;;6.6807E-07;1.3941E-09
9.35E+04;1.00E+00;6.93E-07;4.30E+01;1.49E-09;;;;6.9285E-07;1.4917E-09
9.40E+04;1.00E+00;7.15E-07;4.35E+01;1.53E-09;;;;7.1519E-07;1.5287E-09
9.45E+04;1.00E+00;7.42E-07;4.40E+01;1.55E-09;;;;7.4223E-07;1.5458E-09
9.50E+04;1.00E+00;7.58E-07;4.45E+01;1.55E-09;;;;7.584E-07;1.5519E-09
9.55E+04;1.00E+00;7.85E-07;4.50E+01;1.59E-09;;;;7.8465E-07;1.5948E-09
9.60E+04;1.00E+00;8.13E-07;4.55E+01;1.62E-09;;;;8.1279E-07;1.6159E-09
9.65E+04;1.00E+00;8.39E-07;4.60E+01;1.68E-09;;;;8.3941E-07;1.6806E-09
9.70E+04;1.00E+00;8.58E-07;4.65E+01;1.69E-09;;;;8.5791E-07;1.6903E-09
9.75E+04;1.00E+00;8.88E-07;4.70E+01;1.74E-09;;;;8.8786E-07;1.7404E-09
9.80E+04;1.00E+00;9.16E-07;4.75E+01;1.72E-09;;;;9.1627E-07;1.7182E-09
9.85E+04;1.00E+00;9.46E-07;4.80E+01;1.77E-09;;;;9.4628E-07;1.7707E-09
9.90E+04;1.00E+00;9.69E-07;4.85E+01;1.78E-09;;;;9.6921E-07;1.7821E-09
9.95E+04;1.00E+00;9.91E-07;4.90E+01;1.81E-09;;;;9.9107E-07;1.8094E-09
1.00E+05;1.00E+00;1.02E-06;4.95E+01;1.97E-09;;;;1.0185E-06;1.9701E-09
1.01E+05;1.00E+00;1.06E-06;5.00E+01;1.86E-09;;;;1.0583E-06;1.8611E-09
1.01E+05;1.00E+00;1.08E-06;5.05E+01;1.97E-09;;;;1.0842E-06;1.9691E-09
1.02E+05;1.00E+00;1.02E-06;5.00E+01;1.83E-09;;;;1.0172E-06;1.8302E-09
1.02E+05;1.00E+00;9.45E-07;4.95E+01;1.64E-09;;;;9.4525E-07;1.644E-09
1.03E+05;1.00E+00;8.78E-07;4.90E+01;1.45E-09;;;;8.777E-07;1.4474E-09
1.03E+05;1.00E+00;8.09E-07;4.85E+01;1.53E-09;;;;8.0859E-07;1.5285E-09
1.04E+05;1.00E+00;7.67E-07;4.80E+01;1.44E-09;;;;7.6662E-07;1.4362E-09
1.04E+05;1.00E+00;7.11E-07;4.75E+01;1.32E-09;;;;7.1107E-07;1.3173E-09
1.05E+05;1.00E+00;6.67E-07;4.70E+01;1.23E-09;;;;6.6737E-07;1.2318E-09
1.05E+05;1.00E+00;6.17E-07;4.65E+01;1.16E-09;;;;6.1665E-07;1.1628E-09
1.06E+05;1.00E+00;5.66E-07;4.60E+01;1.12E-09;;;;5.656E-07;1.1234E-09
1.06E+05;1.00E+00;5.24E-07;4.55E+01;1.02E-09;;;;5.236E-07;1.0216E-09
1.07E+05;1.00E+00;4.81E-07;4.50E+01;5.86E-10;;;;4.8068E-07;5.863E-10
1.07E+05;1.00E+00;4.49E-07;4.45E+01;8.64E-10;;;;4.4889E-07;8.6388E-10
1.08E+05;1.00E+00;4.09E-07;4.40E+01;8.01E-10;;;;4.0893E-07;8.0058E-10
1.08E+05;1.00E+00;3.76E-07;4.35E+01;7.41E-10;;;;3.7571E-07;7.4054E-10
1.09E+05;1.00E+00;3.47E-07;4.30E+01;6.91E-10;;;;3.4747E-07;6.9135E-10
1.09E+05;1.00E+00;3.18E-07;4.25E+01;6.50E-10;;;;3.1782E-07;6.5045E-10
1.10E+05;1.00E+00;2.93E-07;4.20E+01;5.95E-10;;;;2.9274E-07;5.9469E-10
1.10E+05;1.00E+00;2.71E-07;4.15E+01;5.75E-10;;;;2.7113E-07;5.7549E-10
1.11E+05;1.00E+00;2.49E-07;4.10E+01;5.29E-10;;;;2.4944E-07;5.2873E-10
1.11E+05;1.00E+00;2.34E-07;4.05E+01;4.54E-10;;;;2.3373E-07;4.5351E-10
1.12E+05;1.00E+00;2.14E-07;4.00E+01;4.36E-10;;;;2.1403E-07;4.357E-10
1.12E+05;1.00E+00;1.98E-07;3.95E+01;4.59E-10;;;;1.9769E-07;4.5938E-10
1.13E+05;1.00E+00;1.81E-07;3.90E+01;4.69E-10;;;;1.8052E-07;4.6917E-10
1.13E+05;1.00E+00;1.67E-07;3.85E+01;4.56E-10;;;;1.668E-07;4.5575E-10
1.14E+05;1.00E+00;1.55E-07;3.80E+01;4.38E-10;;;;1.5508E-07;4.3777E-10
1.14E+05;1.00E+00;1.43E-07;3.75E+01;4.21E-10;;;;1.425E-07;4.2097E-10
1.15E+05;1.00E+00;1.29E-07;3.70E+01;3.83E-10;;;;1.2881E-07;3.8331E-10
1.15E+05;1.00E+00;1.18E-07;3.65E+01;3.68E-10;;;;1.1791E-07;3.6761E-10
1.16E+05;1.00E+00;1.10E-07;3.60E+01;3.27E-10;;;;1.0995E-07;3.2719E-10
1.16E+05;1.00E+00;1.01E-07;3.55E+01;3.16E-10;;;;1.0133E-07;3.1563E-10
1.17E+05;1.00E+00;9.32E-08;3.50E+01;2.76E-10;;;;9.3216E-08;2.7561E-10
1.17E+05;1.00E+00;8.50E-08;3.45E+01;1.27E-10;;;;8.4998E-08;1.2678E-10
1.18E+05;1.00E+00;7.84E-08;3.40E+01;2.35E-10;;;;7.8434E-08;2.3508E-10
1.18E+05;1.00E+00;7.05E-08;3.35E+01;2.11E-10;;;;7.0482E-08;2.1114E-10
1.19E+05;1.00E+00;6.39E-08;3.30E+01;1.84E-10;;;;6.3905E-08;1.8402E-10
1.19E+05;1.00E+00;5.66E-08;3.25E+01;1.64E-10;;;;5.6555E-08;1.6372E-10
1.20E+05;1.00E+00;5.20E-08;3.20E+01;1.57E-10;;;;5.1989E-08;1.566E-10
1.20E+05;1.00E+00;4.56E-08;3.15E+01;1.42E-10;;;;4.5591E-08;1.421E-10
1.21E+05;1.00E+00;3.75E-08;3.10E+01;1.31E-10;;;;3.7495E-08;1.311E-10
1.21E+05;1.00E+00;2.83E-08;3.05E+01;1.30E-10;;;;2.8274E-08;1.2958E-10
1.22E+05;1.00E+00;1.94E-08;3.00E+01;-1.01E-10;;;;1.9432E-08;1.0067E-10
1.22E+05;1.00E+00;1.21E-08;2.95E+01;1.08E-10;;;;1.205E-08;1.0801E-10
1.23E+05;1.00E+00;7.12E-09;2.90E+01;9.75E-11;;;;7.1151E-09;9.7512E-11
1.23E+05;1.00E+00;4.07E-09;2.85E+01;8.76E-11;;;;4.0746E-09;8.7583E-11
