#scan;iMeasureCycle=1;iMux=0;time=0.14;N=482;LocalTime=31/10/2023 17:08:24;;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;;;;
-60;-1.36E-09;0.300841;0.0499997;3.63E-10;0.300841;;;;;3.63E-10;1.36E-09
-59.5;-1.22E-09;0.477781;0.05;3.88E-10;0.477781;;;;;3.88E-10;1.22E-09
-59.0001;-1.15E-09;0.654311;0.0500001;4.30E-10;0.654311;;;;;4.3E-10;1.15E-09
-58.5001;-1.54E-09;0.84878;0.0499997;4.91E-10;0.84878;;;;;4.91E-10;1.54E-09
-58.0001;-1.23E-09;1.029599;0.0499999;5.14E-10;1.029599;;;;;5.14E-10;1.23E-09
-57.5001;-1.08E-09;1.206171;0.0499999;5.29E-10;1.206171;;;;;5.29E-10;1.08E-09
-57.0001;-9.15E-10;1.419729;0.05;4.92E-10;1.419729;;;;;4.92E-10;9.15E-10
-56.5001;-8.78E-10;1.596236;0.0499999;5.01E-10;1.596236;;;;;5.01E-10;8.78E-10
-56;-8.26E-10;1.772703;0.05;4.99E-10;1.772703;;;;;4.99E-10;8.26E-10
-55.5;-8.00E-10;1.951334;0.0500001;4.87E-10;1.951334;;;;;4.87E-10;8E-10
-55;-7.89E-10;2.127967;0.0500002;4.85E-10;2.127967;;;;;4.85E-10;7.89E-10
-54.5001;-7.42E-10;2.304561;0.0499999;4.60E-10;2.304561;;;;;4.6E-10;7.42E-10
-54;-6.68E-10;2.483096;0.0499999;4.26E-10;2.483096;;;;;4.26E-10;6.68E-10
-53.5;-6.89E-10;2.659646;0.0499998;4.48E-10;2.659646;;;;;4.48E-10;6.89E-10
-53;-6.71E-10;2.854456;0.0500006;4.31E-10;2.854456;;;;;4.31E-10;6.71E-10
-52.5;-6.47E-10;3.031157;0.05;4.35E-10;3.031157;;;;;4.35E-10;6.47E-10
-52;-6.24E-10;3.207553;0.0499998;4.31E-10;3.207553;;;;;4.31E-10;6.24E-10
-51.5001;-6.11E-10;3.417852;0.0499997;4.09E-10;3.417852;;;;;4.09E-10;6.11E-10
-51.0001;-5.95E-10;3.594347;0.0499997;3.91E-10;3.594347;;;;;3.91E-10;5.95E-10
-50.5001;-5.86E-10;3.770837;0.05;3.89E-10;3.770837;;;;;3.89E-10;5.86E-10
-50;-5.72E-10;3.947254;0.0499997;3.92E-10;3.947254;;;;;3.92E-10;5.72E-10
-49.5;-5.25E-10;4.12387;0.05;3.66E-10;4.12387;;;;;3.66E-10;5.25E-10
-49.0001;-5.12E-10;4.300252;0.0499997;3.54E-10;4.300252;;;;;3.54E-10;5.12E-10
-48.5001;-5.31E-10;4.477739;0.0499998;3.60E-10;4.477739;;;;;3.6E-10;5.31E-10
-48.0001;-4.81E-10;4.654222;0.0499999;3.28E-10;4.654222;;;;;3.28E-10;4.81E-10
-47.5;-4.49E-10;4.830701;0.0500003;3.07E-10;4.830701;;;;;3.07E-10;4.49E-10
-47;-4.26E-10;5.016595;0.0500002;2.97E-10;5.016595;;;;;2.97E-10;4.26E-10
-46.5001;-4.60E-10;5.193001;0.0500001;3.22E-10;5.193001;;;;;3.22E-10;4.6E-10
-46;-4.31E-10;5.402805;0.0499998;2.90E-10;5.402805;;;;;2.9E-10;4.31E-10
-45.5;-4.10E-10;5.579274;0.05;2.88E-10;5.579274;;;;;2.88E-10;4.1E-10
-45;-3.66E-10;5.755866;0.0499997;2.63E-10;5.755866;;;;;2.63E-10;3.66E-10
-44.5;-3.38E-10;5.932941;0.0499997;2.57E-10;5.932941;;;;;2.57E-10;3.38E-10
-44.0001;-3.13E-10;6.109353;0.0499998;2.31E-10;6.109353;;;;;2.31E-10;3.13E-10
-43.5001;-2.91E-10;6.285769;0.0499998;2.13E-10;6.285769;;;;;2.13E-10;2.91E-10
-43.0001;-2.84E-10;6.464007;0.0500003;2.18E-10;6.464007;;;;;2.18E-10;2.84E-10
-42.5;-2.69E-10;6.640414;0.0499998;2.08E-10;6.640414;;;;;2.08E-10;2.69E-10
-42;-2.68E-10;6.816794;0.0499999;1.95E-10;6.816794;;;;;1.95E-10;2.68E-10
-41.5001;-2.82E-10;6.995161;0.0500002;1.90E-10;6.995161;;;;;1.9E-10;2.82E-10
-41;-2.50E-10;7.171671;0.0500004;1.80E-10;7.171671;;;;;1.8E-10;2.5E-10
-40.5001;-2.25E-10;7.367158;0.0499997;1.64E-10;7.367158;;;;;1.64E-10;2.25E-10
-40.0001;-2.29E-10;7.543727;0.0499997;1.60E-10;7.543727;;;;;1.6E-10;2.29E-10
-39.5;-2.17E-10;7.72012;0.05;1.49E-10;7.72012;;;;;1.49E-10;2.17E-10
-39.0001;-2.11E-10;7.934942;0.05;1.43E-10;7.934942;;;;;1.43E-10;2.11E-10
-38.5;-2.08E-10;8.111278;0.05;1.37E-10;8.111278;;;;;1.37E-10;2.08E-10
-38;-1.90E-10;8.287515;0.0499999;1.30E-10;8.287515;;;;;1.3E-10;1.9E-10
-37.5;-1.71E-10;8.463768;0.05;1.24E-10;8.463768;;;;;1.24E-10;1.71E-10
-37.0001;-1.44E-10;8.640071;0.0499997;1.13E-10;8.640071;;;;;1.13E-10;1.44E-10
-36.5001;-1.36E-10;8.816438;0.0499999;1.05E-10;8.816438;;;;;1.05E-10;1.36E-10
-36.0001;-1.38E-10;8.992772;0.0500003;9.98E-11;8.992772;;;;;9.98E-11;1.38E-10
-35.5001;-1.36E-10;9.169141;0.0499999;9.59E-11;9.169141;;;;;9.59E-11;1.36E-10
-35.0001;-1.31E-10;9.345391;0.0500001;9.51E-11;9.345391;;;;;9.51E-11;1.31E-10
-34.5001;-1.20E-10;9.529181;0.0499999;8.86E-11;9.529181;;;;;8.86E-11;1.2E-10
-34.0001;-1.07E-10;9.705513;0.0499998;8.52E-11;9.705513;;;;;8.52E-11;1.07E-10
-33.5001;-9.40E-11;9.916215;0.05;7.97E-11;9.916215;;;;;7.97E-11;9.4E-11
-33;-1.04E-10;10.092591;0.0499999;7.92E-11;10.092591;;;;;7.92E-11;1.04E-10
-32.5;-9.68E-11;10.268808;0.0500001;7.12E-11;10.268808;;;;;7.12E-11;9.68E-11
-32.0001;-9.72E-11;10.445514;0.0500002;7.48E-11;10.445514;;;;;7.48E-11;9.72E-11
-31.5;-8.33E-11;10.621839;0.0499998;7.08E-11;10.621839;;;;;7.08E-11;8.33E-11
-31.0001;-6.03E-11;10.798078;0.05;6.04E-11;10.798078;;;;;6.04E-11;6.03E-11
-30.5;-5.16E-11;10.974461;0.0500001;5.72E-11;10.974461;;;;;5.72E-11;5.16E-11
-30;-6.18E-11;11.150736;0.0499999;5.49E-11;11.150736;;;;;5.49E-11;6.18E-11
-29.5001;-5.94E-11;11.32697;0.05;5.09E-11;11.32697;;;;;5.09E-11;5.94E-11
-29.0001;-5.27E-11;11.503446;0.0500002;4.66E-11;11.503446;;;;;4.66E-11;5.27E-11
-28.5;-3.67E-11;11.679668;0.0499999;4.02E-11;11.679668;;;;;4.02E-11;3.67E-11
-28.0001;-4.26E-11;11.879944;0.0499999;4.32E-11;11.879944;;;;;4.32E-11;4.26E-11
-27.5;-2.68E-11;12.05644;0.0500001;3.86E-11;12.05644;;;;;3.86E-11;2.68E-11
-27;-1.46E-11;12.232602;0.0499998;3.17E-11;12.232602;;;;;3.17E-11;1.46E-11
-26.5001;-2.20E-11;12.447778;0.0499999;3.50E-11;12.447778;;;;;3.5E-11;2.2E-11
