#scan	iMeasureCycle=1	iMux=0	time=0.14	N=482	LocalTime=31/10/2023 17:08:24
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-60	-1.36022E-09	0.300841	0.0499997	3.6264E-10	0.300841
-59.5	-1.21734E-09	0.477781	0.05	3.8782E-10	0.477781
-59.0001	-1.15329E-09	0.654311	0.0500001	4.2965E-10	0.654311
-58.5001	-1.53739E-09	0.84878	0.0499997	4.9119E-10	0.84878
-58.0001	-1.22964E-09	1.029599	0.0499999	5.1409E-10	1.029599
-57.5001	-1.077E-09	1.206171	0.0499999	5.2909E-10	1.206171
-57.0001	-9.1487E-10	1.419729	0.05	4.9219E-10	1.419729
-56.5001	-8.7754E-10	1.596236	0.0499999	5.0149E-10	1.596236
-56	-8.2648E-10	1.772703	0.05	4.9885E-10	1.772703
-55.5	-7.9975E-10	1.951334	0.0500001	4.8733E-10	1.951334
-55	-7.8857E-10	2.127967	0.0500002	4.8507E-10	2.127967
-54.5001	-7.4158E-10	2.304561	0.0499999	4.6023E-10	2.304561
-54	-6.6793E-10	2.483096	0.0499999	4.2626E-10	2.483096
-53.5	-6.8929E-10	2.659646	0.0499998	4.4834E-10	2.659646
-53	-6.7073E-10	2.854456	0.0500006	4.3108E-10	2.854456
-52.5	-6.4736E-10	3.031157	0.05	4.3457E-10	3.031157
-52	-6.2393E-10	3.207553	0.0499998	4.3054E-10	3.207553
-51.5001	-6.1058E-10	3.417852	0.0499997	4.0877E-10	3.417852
-51.0001	-5.9478E-10	3.594347	0.0499997	3.9132E-10	3.594347
-50.5001	-5.8623E-10	3.770837	0.05	3.8924E-10	3.770837
-50	-5.724E-10	3.947254	0.0499997	3.92E-10	3.947254
-49.5	-5.2547E-10	4.12387	0.05	3.6611E-10	4.12387
-49.0001	-5.1197E-10	4.300252	0.0499997	3.5386E-10	4.300252
-48.5001	-5.3128E-10	4.477739	0.0499998	3.5962E-10	4.477739
-48.0001	-4.8077E-10	4.654222	0.0499999	3.2791E-10	4.654222
-47.5	-4.4883E-10	4.830701	0.0500003	3.065E-10	4.830701
-47	-4.2603E-10	5.016595	0.0500002	2.9679E-10	5.016595
-46.5001	-4.5982E-10	5.193001	0.0500001	3.2173E-10	5.193001
-46	-4.3118E-10	5.402805	0.0499998	2.8988E-10	5.402805
