File Name: 00_Sample14_device1_trfSat_dark_begin.dat;;;;;;;;
File Data: 22/11/2023;11:20:49;;;;;;;
Start V: 0;;;;;;;;
Step V: 0;;;;;;;;
Stop V: 0;;;;;;;;
Range V: 200;;;;;;;;
Delay(ms): 0;;;;;;;;
Auorange: yes;;;;;;;;
Sweep type: log;;;;;;;;
Instrument Meter: SM2614;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;|IDrain|, |IGate| (A);|IGate| (A)
1.35E+04;1.00E+00;1.29E-10;-3.70E+01;4.62E-11;;;1.285E-10;4.6185E-11
1.40E+04;1.00E+00;1.27E-10;-3.65E+01;4.67E-11;;;1.2654E-10;4.6689E-11
1.45E+04;1.00E+00;1.25E-10;-3.60E+01;4.68E-11;;;1.2482E-10;4.6821E-11
1.50E+04;1.00E+00;1.30E-10;-3.55E+01;4.28E-11;;;1.3019E-10;4.2808E-11
1.55E+04;1.00E+00;1.02E-10;-3.50E+01;1.83E-10;;;1.0159E-10;1.828E-10
1.60E+04;1.00E+00;1.20E-10;-3.45E+01;4.78E-11;;;1.1987E-10;4.7759E-11
1.65E+04;1.00E+00;1.20E-10;-3.40E+01;4.78E-11;;;1.2025E-10;4.7767E-11
1.70E+04;1.00E+00;1.19E-10;-3.35E+01;4.81E-11;;;1.1895E-10;4.8133E-11
1.75E+04;1.00E+00;1.18E-10;-3.30E+01;4.80E-11;;;1.1796E-10;4.8038E-11
1.80E+04;1.00E+00;1.17E-10;-3.25E+01;4.85E-11;;;1.172E-10;4.8451E-11
1.85E+04;1.00E+00;1.17E-10;-3.20E+01;4.89E-11;;;1.1667E-10;4.891E-11
1.90E+04;1.00E+00;1.17E-10;-3.15E+01;4.90E-11;;;1.168E-10;4.8977E-11
1.95E+04;1.00E+00;1.16E-10;-3.10E+01;4.94E-11;;;1.159E-10;4.9424E-11
2.00E+04;1.00E+00;1.15E-10;-3.05E+01;4.93E-11;;;1.1465E-10;4.9309E-11
2.05E+04;1.00E+00;1.14E-10;-3.00E+01;4.99E-11;;;1.1372E-10;4.9899E-11
2.10E+04;1.00E+00;1.14E-10;-2.95E+01;4.99E-11;;;1.1395E-10;4.9903E-11
2.15E+04;1.00E+00;1.13E-10;-2.90E+01;5.01E-11;;;1.1324E-10;5.0126E-11
2.20E+04;1.00E+00;1.13E-10;-2.85E+01;5.04E-11;;;1.1304E-10;5.0406E-11
2.25E+04;1.00E+00;1.13E-10;-2.80E+01;5.07E-11;;;1.1293E-10;5.0676E-11
2.30E+04;1.00E+00;1.14E-10;-2.75E+01;5.06E-11;;;1.1387E-10;5.0632E-11
2.35E+04;1.00E+00;1.15E-10;-2.70E+01;5.07E-11;;;1.1501E-10;5.0674E-11
2.40E+04;1.00E+00;1.16E-10;-2.65E+01;5.12E-11;;;1.1626E-10;5.1242E-11
2.45E+04;1.00E+00;1.17E-10;-2.60E+01;5.14E-11;;;1.1672E-10;5.1394E-11
2.50E+04;1.00E+00;1.18E-10;-2.55E+01;5.15E-11;;;1.1818E-10;5.1458E-11
2.55E+04;1.00E+00;1.20E-10;-2.50E+01;5.13E-11;;;1.2032E-10;5.1318E-11
2.60E+04;1.00E+00;1.24E-10;-2.45E+01;5.15E-11;;;1.2379E-10;5.1545E-11
2.65E+04;1.00E+00;1.27E-10;-2.40E+01;5.17E-11;;;1.2742E-10;5.1658E-11
2.70E+04;1.00E+00;1.33E-10;-2.35E+01;5.20E-11;;;1.3303E-10;5.1992E-11
2.75E+04;1.00E+00;1.39E-10;-2.30E+01;5.19E-11;;;1.3882E-10;5.188E-11
2.80E+04;1.00E+00;1.47E-10;-2.25E+01;5.23E-11;;;1.4662E-10;5.2291E-11
2.85E+04;1.00E+00;1.57E-10;-2.20E+01;5.23E-11;;;1.5732E-10;5.226E-11
2.90E+04;1.00E+00;1.68E-10;-2.15E+01;5.25E-11;;;1.6819E-10;5.2454E-11
2.95E+04;1.00E+00;1.87E-10;-2.10E+01;5.23E-11;;;1.865E-10;5.2344E-11
3.00E+04;1.00E+00;2.07E-10;-2.05E+01;5.23E-11;;;2.0745E-10;5.227E-11
3.05E+04;1.00E+00;2.21E-10;-2.00E+01;7.43E-11;;;2.2093E-10;7.4305E-11
3.10E+04;1.00E+00;2.38E-10;-1.95E+01;7.44E-11;;;2.3845E-10;7.4379E-11
3.15E+04;1.00E+00;2.76E-10;-1.90E+01;5.29E-11;;;2.7605E-10;5.2934E-11
3.20E+04;1.00E+00;3.11E-10;-1.85E+01;5.29E-11;;;3.1054E-10;5.2942E-11
3.25E+04;1.00E+00;3.46E-10;-1.80E+01;5.31E-11;;;3.4642E-10;5.3089E-11
3.30E+04;1.00E+00;3.92E-10;-1.75E+01;5.31E-11;;;3.9155E-10;5.3148E-11
3.35E+04;1.00E+00;4.42E-10;-1.70E+01;5.35E-11;;;4.4161E-10;5.3458E-11
3.40E+04;1.00E+00;5.13E-10;-1.65E+01;5.34E-11;;;5.1291E-10;5.3414E-11
3.45E+04;1.00E+00;5.90E-10;-1.60E+01;5.35E-11;;;5.8956E-10;5.3488E-11
3.50E+04;1.00E+00;6.90E-10;-1.55E+01;5.37E-11;;;6.8964E-10;5.368E-11
3.55E+04;1.00E+00;8.21E-10;-1.50E+01;5.37E-11;;;8.2137E-10;5.3664E-11
3.60E+04;1.00E+00;9.35E-10;-1.45E+01;5.39E-11;;;9.3529E-10;5.3852E-11
3.65E+04;1.00E+00;1.08E-09;-1.40E+01;5.40E-11;;;1.0758E-09;5.3963E-11
3.70E+04;1.00E+00;1.27E-09;-1.35E+01;5.39E-11;;;1.27E-09;5.392E-11
3.75E+04;1.00E+00;1.50E-09;-1.30E+01;5.41E-11;;;1.5036E-09;5.4051E-11
3.80E+04;1.00E+00;1.78E-09;-1.25E+01;5.42E-11;;;1.7756E-09;5.4168E-11
3.85E+04;1.00E+00;2.05E-09;-1.20E+01;5.43E-11;;;2.0464E-09;5.4301E-11
3.90E+04;1.00E+00;2.41E-09;-1.15E+01;5.44E-11;;;2.4133E-09;5.4407E-11
3.95E+04;1.00E+00;2.79E-09;-1.10E+01;5.46E-11;;;2.7936E-09;5.4592E-11
4.00E+04;1.00E+00;3.18E-09;-1.05E+01;5.46E-11;;;3.1813E-09;5.4598E-11
4.05E+04;1.00E+00;3.89E-09;-1.00E+01;5.46E-11;;;3.8866E-09;5.4606E-11
4.10E+04;1.00E+00;4.45E-09;-9.50E+00;5.48E-11;;;4.4538E-09;5.4781E-11
4.15E+04;1.00E+00;5.13E-09;-9.00E+00;5.53E-11;;;5.1341E-09;5.5257E-11
4.20E+04;1.00E+00;5.99E-09;-8.50E+00;5.49E-11;;;5.9905E-09;5.4948E-11
4.25E+04;1.00E+00;6.71E-09;-8.00E+00;5.50E-11;;;6.7065E-09;5.4983E-11
4.30E+04;1.00E+00;7.79E-09;-7.50E+00;5.50E-11;;;7.7945E-09;5.4986E-11
4.35E+04;1.00E+00;8.85E-09;-7.00E+00;5.52E-11;;;8.847E-09;5.5181E-11
4.40E+04;1.00E+00;9.99E-09;-6.50E+00;5.51E-11;;;9.9852E-09;5.5101E-11
4.45E+04;1.00E+00;1.10E-08;-6.00E+00;5.52E-11;;;1.1017E-08;5.52E-11
4.50E+04;1.00E+00;1.28E-08;-5.50E+00;5.54E-11;;;1.2765E-08;5.5355E-11
4.55E+04;1.00E+00;1.45E-08;-5.00E+00;4.51E-11;;;1.448E-08;4.5149E-11
4.60E+04;1.00E+00;1.64E-08;-4.50E+00;1.92E-10;;;1.6437E-08;1.9179E-10
4.65E+04;1.00E+00;1.84E-08;-4.00E+00;5.55E-11;;;1.8355E-08;5.5536E-11
4.70E+04;1.00E+00;1.97E-08;-3.50E+00;5.54E-11;;;1.9729E-08;5.5448E-11
4.75E+04;1.00E+00;2.27E-08;-3.00E+00;5.57E-11;;;2.2707E-08;5.5748E-11
4.80E+04;1.00E+00;2.48E-08;-2.50E+00;5.58E-11;;;2.4824E-08;5.579E-11
4.85E+04;1.00E+00;2.68E-08;-2.00E+00;5.58E-11;;;2.6779E-08;5.5751E-11
4.90E+04;1.00E+00;3.09E-08;-1.50E+00;5.57E-11;;;3.0872E-08;5.5748E-11
4.95E+04;1.00E+00;3.47E-08;-1.00E+00;5.58E-11;;;3.4745E-08;5.5768E-11
5.00E+04;1.00E+00;3.77E-08;-5.00E-01;5.60E-11;;;3.7689E-08;5.5999E-11
5.05E+04;1.00E+00;4.21E-08;0.00E+00;5.60E-11;;;4.2089E-08;5.5957E-11
5.10E+04;1.00E+00;4.60E-08;5.00E-01;5.62E-11;;;4.6001E-08;5.6198E-11
5.15E+04;1.00E+00;5.12E-08;1.00E+00;5.63E-11;;;5.1236E-08;5.6289E-11
5.20E+04;1.00E+00;5.61E-08;1.50E+00;5.64E-11;;;5.605E-08;5.6423E-11
5.25E+04;1.00E+00;6.19E-08;2.00E+00;5.65E-11;;;6.1932E-08;5.6502E-11
5.30E+04;1.00E+00;6.91E-08;2.50E+00;5.68E-11;;;6.9096E-08;5.682E-11
5.35E+04;1.00E+00;7.55E-08;3.00E+00;5.67E-11;;;7.5516E-08;5.6655E-11
5.40E+04;1.00E+00;8.29E-08;3.50E+00;5.66E-11;;;8.287E-08;5.6615E-11
5.45E+04;1.00E+00;9.05E-08;4.00E+00;5.67E-11;;;9.0491E-08;5.6672E-11
5.50E+04;1.00E+00;9.96E-08;4.50E+00;5.67E-11;;;9.9584E-08;5.6701E-11
5.60E+04;1.00E+00;1.10E-07;5.00E+00;9.72E-12;;;1.0961E-07;9.7227E-12
5.65E+04;1.00E+00;1.20E-07;5.50E+00;5.66E-11;;;1.1977E-07;5.659E-11
5.70E+04;1.00E+00;1.30E-07;6.00E+00;5.68E-11;;;1.3029E-07;5.675E-11
5.75E+04;1.00E+00;1.39E-07;6.50E+00;5.69E-11;;;1.3924E-07;5.6888E-11
5.80E+04;1.00E+00;1.53E-07;7.00E+00;5.70E-11;;;1.5339E-07;5.6967E-11
5.85E+04;1.00E+00;1.63E-07;7.50E+00;5.71E-11;;;1.6343E-07;5.7111E-11
5.90E+04;1.00E+00;1.76E-07;8.00E+00;5.76E-11;;;1.7573E-07;5.7566E-11
5.95E+04;1.00E+00;1.89E-07;8.50E+00;5.71E-11;;;1.8939E-07;5.7127E-11
6.00E+04;1.00E+00;2.06E-07;9.00E+00;5.73E-11;;;2.0608E-07;5.7303E-11
6.05E+04;1.00E+00;2.25E-07;9.50E+00;5.36E-11;;;2.2535E-07;5.3612E-11
6.10E+04;1.00E+00;2.45E-07;1.00E+01;1.99E-10;;;2.4523E-07;1.9901E-10
6.15E+04;1.00E+00;2.69E-07;1.05E+01;5.76E-11;;;2.6882E-07;5.763E-11
6.20E+04;1.00E+00;2.82E-07;1.10E+01;5.76E-11;;;2.8198E-07;5.7648E-11
6.25E+04;1.00E+00;3.06E-07;1.15E+01;5.75E-11;;;3.0571E-07;5.752E-11
6.30E+04;1.00E+00;3.37E-07;1.20E+01;5.77E-11;;;3.3686E-07;5.7725E-11
6.35E+04;1.00E+00;3.71E-07;1.25E+01;5.77E-11;;;3.7054E-07;5.7687E-11
6.40E+04;1.00E+00;3.95E-07;1.30E+01;5.79E-11;;;3.9493E-07;5.7914E-11
6.45E+04;1.00E+00;4.33E-07;1.35E+01;5.80E-11;;;4.3293E-07;5.8017E-11
6.50E+04;1.00E+00;4.67E-07;1.40E+01;5.79E-11;;;4.6702E-07;5.785E-11
6.55E+04;1.00E+00;4.89E-07;1.45E+01;5.81E-11;;;4.8883E-07;5.808E-11
6.60E+04;1.00E+00;5.34E-07;1.50E+01;5.80E-11;;;5.3355E-07;5.8017E-11
6.65E+04;1.00E+00;5.73E-07;1.55E+01;5.81E-11;;;5.7262E-07;5.811E-11
6.70E+04;1.00E+00;6.13E-07;1.60E+01;5.81E-11;;;6.1266E-07;5.8097E-11
6.75E+04;1.00E+00;6.55E-07;1.65E+01;5.82E-11;;;6.5528E-07;5.8157E-11
6.80E+04;1.00E+00;7.15E-07;1.70E+01;5.83E-11;;;7.1454E-07;5.8305E-11
6.85E+04;1.00E+00;7.68E-07;1.75E+01;5.85E-11;;;7.6818E-07;5.8473E-11
6.90E+04;1.00E+00;8.29E-07;1.80E+01;5.85E-11;;;8.2911E-07;5.8453E-11
6.95E+04;1.00E+00;8.93E-07;1.85E+01;5.85E-11;;;8.928E-07;5.8522E-11
7.00E+04;1.00E+00;9.76E-07;1.90E+01;5.85E-11;;;9.7601E-07;5.8498E-11
7.05E+04;1.00E+00;1.04E-06;1.95E+01;5.86E-11;;;1.0358E-06;5.8559E-11
7.10E+04;1.00E+00;1.12E-06;2.00E+01;6.77E-11;;;1.1214E-06;6.7655E-11
7.15E+04;1.00E+00;1.19E-06;2.05E+01;6.04E-11;;;1.1923E-06;6.0388E-11
7.20E+04;1.00E+00;1.28E-06;2.10E+01;5.87E-11;;;1.2789E-06;5.8738E-11
7.25E+04;1.00E+00;1.39E-06;2.15E+01;5.92E-11;;;1.3898E-06;5.916E-11
7.30E+04;1.00E+00;1.49E-06;2.20E+01;5.88E-11;;;1.4925E-06;5.8769E-11
7.35E+04;1.00E+00;1.57E-06;2.25E+01;5.91E-11;;;1.5726E-06;5.9112E-11
7.40E+04;1.00E+00;1.70E-06;2.30E+01;5.86E-11;;;1.6992E-06;5.8564E-11
7.45E+04;1.00E+00;1.79E-06;2.35E+01;5.92E-11;;;1.7938E-06;5.9184E-11
7.50E+04;1.00E+00;1.94E-06;2.40E+01;5.92E-11;;;1.9377E-06;5.9185E-11
7.55E+04;1.00E+00;2.04E-06;2.45E+01;5.80E-11;;;2.0384E-06;5.7961E-11
7.60E+04;1.00E+00;2.19E-06;2.50E+01;1.97E-10;;;2.1877E-06;1.9736E-10
7.65E+04;1.00E+00;2.32E-06;2.55E+01;5.98E-11;;;2.3182E-06;5.9752E-11
7.70E+04;1.00E+00;2.47E-06;2.60E+01;5.94E-11;;;2.4692E-06;5.9385E-11
7.75E+04;1.00E+00;2.61E-06;2.65E+01;5.93E-11;;;2.6104E-06;5.9341E-11
7.80E+04;1.00E+00;2.80E-06;2.70E+01;5.95E-11;;;2.8026E-06;5.949E-11
7.85E+04;1.00E+00;2.97E-06;2.75E+01;5.96E-11;;;2.9681E-06;5.9635E-11
7.90E+04;1.00E+00;3.16E-06;2.80E+01;5.97E-11;;;3.1637E-06;5.9658E-11
7.95E+04;1.00E+00;3.33E-06;2.85E+01;5.97E-11;;;3.3341E-06;5.9667E-11
8.00E+04;1.00E+00;3.52E-06;2.90E+01;5.96E-11;;;3.5179E-06;5.9602E-11
8.05E+04;1.00E+00;3.72E-06;2.95E+01;5.99E-11;;;3.7165E-06;5.9863E-11
8.10E+04;1.00E+00;3.96E-06;3.00E+01;6.01E-11;;;3.9577E-06;6.0145E-11
8.15E+04;1.00E+00;4.18E-06;3.05E+01;5.96E-11;;;4.1769E-06;5.9589E-11
8.20E+04;1.00E+00;4.40E-06;3.10E+01;5.98E-11;;;4.4008E-06;5.983E-11
8.25E+04;1.00E+00;4.65E-06;3.15E+01;6.00E-11;;;0.000004648;5.9955E-11
8.30E+04;1.00E+00;4.85E-06;3.20E+01;6.00E-11;;;4.8528E-06;5.9977E-11
8.35E+04;1.00E+00;5.10E-06;3.25E+01;6.00E-11;;;5.0953E-06;6.0044E-11
8.40E+04;1.00E+00;5.42E-06;3.30E+01;6.03E-11;;;5.4223E-06;6.0329E-11
8.45E+04;1.00E+00;5.69E-06;3.35E+01;6.03E-11;;;5.6943E-06;6.0294E-11
8.50E+04;1.00E+00;5.94E-06;3.40E+01;6.08E-11;;;5.9421E-06;6.0811E-11
8.55E+04;1.00E+00;6.26E-06;3.45E+01;6.09E-11;;;6.2587E-06;6.0937E-11
8.60E+04;1.00E+00;6.59E-06;3.50E+01;6.09E-11;;;6.5863E-06;6.0908E-11
8.65E+04;1.00E+00;6.94E-06;3.55E+01;6.13E-11;;;6.9367E-06;6.1289E-11
8.70E+04;1.00E+00;7.22E-06;3.60E+01;6.20E-11;;;7.2209E-06;6.1965E-11
8.75E+04;1.00E+00;7.52E-06;3.65E+01;6.24E-11;;;7.5245E-06;6.2361E-11
8.80E+04;1.00E+00;7.88E-06;3.70E+01;6.25E-11;;;7.8843E-06;6.2528E-11
8.85E+04;1.00E+00;8.22E-06;3.75E+01;6.28E-11;;;8.2155E-06;6.2809E-11
8.90E+04;1.00E+00;8.58E-06;3.80E+01;6.30E-11;;;8.5753E-06;6.3013E-11
8.95E+04;1.00E+00;8.97E-06;3.85E+01;6.28E-11;;;8.9745E-06;6.2824E-11
9.00E+04;1.00E+00;9.36E-06;3.90E+01;6.31E-11;;;0.000009356;6.3077E-11
9.05E+04;1.00E+00;9.76E-06;3.95E+01;6.35E-11;;;0.000009759;6.348E-11
9.10E+04;1.00E+00;1.01E-05;4.00E+01;5.30E-11;;;0.000010115;5.295E-11
9.20E+04;1.00E+00;1.05E-05;4.05E+01;1.60E-11;;;0.000010491;1.5973E-11
9.25E+04;1.00E+00;1.09E-05;4.10E+01;6.35E-11;;;0.000010941;6.3503E-11
9.30E+04;1.00E+00;1.13E-05;4.15E+01;6.39E-11;;;0.000011286;6.3934E-11
9.35E+04;1.00E+00;1.17E-05;4.20E+01;6.47E-11;;;0.000011703;6.4743E-11
9.40E+04;1.00E+00;1.21E-05;4.25E+01;6.56E-11;;;0.00001214;6.5562E-11
9.45E+04;1.00E+00;1.26E-05;4.30E+01;6.59E-11;;;0.000012597;6.5932E-11
9.50E+04;1.00E+00;1.31E-05;4.35E+01;6.59E-11;;;0.000013089;6.5862E-11
9.55E+04;1.00E+00;1.36E-05;4.40E+01;6.71E-11;;;0.000013576;6.7089E-11
9.60E+04;1.00E+00;1.41E-05;4.45E+01;6.76E-11;;;0.000014087;6.7552E-11
9.65E+04;1.00E+00;1.46E-05;4.50E+01;6.78E-11;;;0.000014583;6.7816E-11
9.70E+04;1.00E+00;1.52E-05;4.55E+01;6.81E-11;;;0.000015181;6.8071E-11
9.75E+04;1.00E+00;1.58E-05;4.60E+01;6.89E-11;;;0.000015778;6.8921E-11
9.80E+04;1.00E+00;1.62E-05;4.65E+01;6.85E-11;;;0.000016191;6.8465E-11
9.85E+04;1.00E+00;1.67E-05;4.70E+01;6.94E-11;;;0.000016736;6.9414E-11
9.90E+04;1.00E+00;1.73E-05;4.75E+01;6.95E-11;;;0.000017295;6.9544E-11
9.95E+04;1.00E+00;1.78E-05;4.80E+01;6.98E-11;;;0.000017848;6.9754E-11
1.00E+05;1.00E+00;1.84E-05;4.85E+01;6.98E-11;;;0.000018429;6.9765E-11
1.01E+05;1.00E+00;1.90E-05;4.90E+01;7.01E-11;;;0.000018963;7.0058E-11
1.01E+05;1.00E+00;1.96E-05;4.95E+01;7.08E-11;;;0.000019594;7.0781E-11
1.02E+05;1.00E+00;2.01E-05;5.00E+01;7.06E-11;;;0.000020148;7.0566E-11
1.02E+05;1.00E+00;2.08E-05;5.05E+01;7.11E-11;;;0.000020759;7.113E-11
1.03E+05;1.00E+00;2.01E-05;5.00E+01;-8.17E-11;;;0.000020062;8.1731E-11
1.03E+05;1.00E+00;1.94E-05;4.95E+01;-8.68E-11;;;0.000019388;8.6774E-11
1.04E+05;1.00E+00;1.87E-05;4.90E+01;-8.84E-11;;;0.000018662;8.8372E-11
1.04E+05;1.00E+00;1.80E-05;4.85E+01;-8.93E-11;;;0.000018027;8.9345E-11
1.05E+05;1.00E+00;1.74E-05;4.80E+01;-8.93E-11;;;0.000017389;8.9309E-11
1.05E+05;1.00E+00;1.67E-05;4.75E+01;-8.99E-11;;;0.000016721;8.9912E-11
1.06E+05;1.00E+00;1.61E-05;4.70E+01;-9.04E-11;;;0.000016133;9.0376E-11
1.06E+05;1.00E+00;1.55E-05;4.65E+01;-8.31E-11;;;0.000015513;8.3088E-11
1.07E+05;1.00E+00;1.49E-05;4.60E+01;-2.29E-10;;;0.000014885;2.2937E-10
1.07E+05;1.00E+00;1.43E-05;4.55E+01;-9.13E-11;;;0.000014283;9.128E-11
1.08E+05;1.00E+00;1.37E-05;4.50E+01;-9.06E-11;;;0.000013735;9.0641E-11
1.08E+05;1.00E+00;1.32E-05;4.45E+01;-9.07E-11;;;0.000013195;9.0693E-11
1.09E+05;1.00E+00;1.27E-05;4.40E+01;-8.98E-11;;;0.000012671;8.9846E-11
1.09E+05;1.00E+00;1.22E-05;4.35E+01;-9.00E-11;;;0.000012163;8.9953E-11
1.10E+05;1.00E+00;1.17E-05;4.30E+01;-9.01E-11;;;0.00001165;9.0119E-11
1.10E+05;1.00E+00;1.11E-05;4.25E+01;-8.99E-11;;;0.000011123;8.9935E-11
1.11E+05;1.00E+00;1.06E-05;4.20E+01;-8.92E-11;;;0.000010613;8.9244E-11
1.11E+05;1.00E+00;1.01E-05;4.15E+01;-8.86E-11;;;0.00001011;8.864E-11
1.12E+05;1.00E+00;9.67E-06;4.10E+01;-8.96E-11;;;9.6694E-06;8.9618E-11
1.12E+05;1.00E+00;9.22E-06;4.05E+01;-1.01E-10;;;0.000009223;1.0133E-10
1.13E+05;1.00E+00;8.81E-06;4.00E+01;-8.87E-11;;;8.8063E-06;8.8705E-11
1.13E+05;1.00E+00;8.43E-06;3.95E+01;-8.89E-11;;;8.4349E-06;8.8912E-11
1.14E+05;1.00E+00;8.05E-06;3.90E+01;-8.87E-11;;;8.0527E-06;8.8676E-11
1.14E+05;1.00E+00;7.65E-06;3.85E+01;-8.90E-11;;;7.6469E-06;8.9012E-11
1.15E+05;1.00E+00;7.28E-06;3.80E+01;-8.96E-11;;;7.2804E-06;8.9594E-11
1.15E+05;1.00E+00;6.92E-06;3.75E+01;-8.98E-11;;;6.9165E-06;8.9825E-11
1.16E+05;1.00E+00;6.58E-06;3.70E+01;-8.97E-11;;;6.5836E-06;8.9715E-11
1.16E+05;1.00E+00;6.23E-06;3.65E+01;-8.97E-11;;;6.2344E-06;8.9706E-11
1.17E+05;1.00E+00;5.88E-06;3.60E+01;-8.88E-11;;;5.8835E-06;8.8763E-11
1.17E+05;1.00E+00;5.57E-06;3.55E+01;-8.89E-11;;;5.5709E-06;8.8887E-11
1.18E+05;1.00E+00;5.27E-06;3.50E+01;-8.86E-11;;;5.2736E-06;8.8564E-11
1.18E+05;1.00E+00;5.02E-06;3.45E+01;-8.85E-11;;;5.0174E-06;8.8506E-11
1.19E+05;1.00E+00;4.72E-06;3.40E+01;-8.84E-11;;;4.7208E-06;8.8404E-11
1.19E+05;1.00E+00;4.47E-06;3.35E+01;-8.85E-11;;;4.4721E-06;8.8535E-11
1.20E+05;1.00E+00;4.19E-06;3.30E+01;-8.90E-11;;;4.1923E-06;8.8955E-11
1.20E+05;1.00E+00;3.97E-06;3.25E+01;-8.86E-11;;;3.9696E-06;8.8632E-11
1.21E+05;1.00E+00;3.73E-06;3.20E+01;-8.89E-11;;;3.7338E-06;8.8891E-11
1.21E+05;1.00E+00;3.51E-06;3.15E+01;-8.75E-11;;;3.5146E-06;8.7544E-11
1.22E+05;1.00E+00;3.29E-06;3.10E+01;-2.30E-10;;;0.000003285;2.2997E-10
1.22E+05;1.00E+00;3.08E-06;3.05E+01;-8.90E-11;;;3.0791E-06;8.9041E-11
1.23E+05;1.00E+00;2.88E-06;3.00E+01;-8.91E-11;;;2.8761E-06;8.9098E-11
1.23E+05;1.00E+00;2.68E-06;2.95E+01;-8.94E-11;;;2.6839E-06;8.9352E-11
1.24E+05;1.00E+00;2.51E-06;2.90E+01;-8.94E-11;;;2.5114E-06;8.9431E-11
1.24E+05;1.00E+00;2.36E-06;2.85E+01;-8.95E-11;;;2.3564E-06;8.9475E-11
1.25E+05;1.00E+00;2.19E-06;2.80E+01;-8.96E-11;;;2.1939E-06;8.9617E-11
1.25E+05;1.00E+00;2.04E-06;2.75E+01;-8.94E-11;;;2.0407E-06;8.9419E-11
1.26E+05;1.00E+00;1.90E-06;2.70E+01;-8.99E-11;;;1.9017E-06;8.9877E-11
1.26E+05;1.00E+00;1.76E-06;2.65E+01;-8.98E-11;;;1.7627E-06;8.9815E-11
1.27E+05;1.00E+00;1.63E-06;2.60E+01;-8.98E-11;;;1.6298E-06;8.981E-11
1.27E+05;1.00E+00;1.53E-06;2.55E+01;-9.01E-11;;;1.5268E-06;9.0119E-11
1.28E+05;1.00E+00;1.41E-06;2.50E+01;-9.05E-11;;;1.4074E-06;9.048E-11
1.28E+05;1.00E+00;1.30E-06;2.45E+01;-9.04E-11;;;1.2978E-06;9.039E-11
