Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	8.4618e-10	3.3683e-09	-10.0	20.0
1.0	4.8369e-10	9.2771e-10	-10.0	19.9
1.5	4.0466e-10	6.5491e-10	-10.0	19.8
2.0	3.5811e-10	5.1509e-10	-10.0	19.7
2.5	3.2635e-10	4.3346e-10	-10.0	19.6
3.0	3.0709e-10	3.7846e-10	-10.0	19.5
3.5	2.9134e-10	3.3724e-10	-10.0	19.4
4.0	2.7983e-10	3.0842e-10	-10.0	19.3
4.5	2.716e-10	2.8761e-10	-10.0	19.2
5.0	2.6262e-10	2.6775e-10	-10.0	19.1
5.5	2.5871e-10	2.5574e-10	-10.0	19.0
6.0	2.5207e-10	2.4124e-10	-10.0	18.9
6.5	2.4886e-10	2.3063e-10	-10.0	18.8
7.0	2.4363e-10	2.2043e-10	-10.0	18.7
7.5	2.4134e-10	2.1446e-10	-10.0	18.6
8.0	2.4035e-10	2.0921e-10	-10.0	18.5
8.5	2.3751e-10	2.0351e-10	-10.0	18.4
9.0	2.3262e-10	1.96e-10	-10.0	18.3
9.5	2.3156e-10	1.931e-10	-10.0	18.2
10.0	2.3119e-10	1.886e-10	-10.0	18.1
10.5	2.2809e-10	1.846e-10	-10.0	18.0
11.0	2.2567e-10	1.7958e-10	-10.0	17.9
11.5	2.2555e-10	1.7893e-10	-10.0	17.8
12.0	2.2322e-10	1.7507e-10	-10.0	17.7
12.5	2.2203e-10	1.7202e-10	-10.0	17.6
13.0	2.2122e-10	1.7104e-10	-10.0	17.5
13.5	2.2075e-10	1.6841e-10	-10.0	17.4
14.0	2.1911e-10	1.6484e-10	-10.0	17.3
14.5	2.1578e-10	1.6261e-10	-10.0	17.2
15.0	2.1888e-10	1.7976e-10	-10.0	17.1
15.5	2.0702e-10	6.6385e-11	-10.0	17.0
16.0	2.1536e-10	1.5664e-10	-10.0	16.9
16.5	2.1422e-10	1.5546e-10	-10.0	16.8
17.0	2.1313e-10	1.559e-10	-10.0	16.7
17.5	2.1347e-10	1.5464e-10	-10.0	16.6
18.0	2.1438e-10	1.5341e-10	-10.0	16.5
18.5	2.1353e-10	1.5256e-10	-10.0	16.4
19.0	2.1194e-10	1.5042e-10	-10.0	16.3
19.5	2.109e-10	1.5028e-10	-10.0	16.2
