Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	6.6449e-10	1.679e-09	-10.0	20.0
1.0	3.8694e-10	7.6941e-10	-10.0	19.9
1.5	2.9477e-10	5.5319e-10	-10.0	19.8
2.0	2.4198e-10	4.5312e-10	-10.0	19.7
2.5	2.0589e-10	3.9041e-10	-10.0	19.6
3.0	1.8054e-10	3.4363e-10	-10.0	19.5
3.5	1.5995e-10	3.1078e-10	-10.0	19.4
4.0	1.4688e-10	2.8453e-10	-10.0	19.3
4.5	1.3676e-10	2.6627e-10	-10.0	19.2
5.0	1.2683e-10	2.5227e-10	-10.0	19.1
5.5	1.1944e-10	2.3818e-10	-10.0	19.0
6.0	1.1146e-10	2.2756e-10	-10.0	18.9
6.5	1.0717e-10	2.1554e-10	-10.0	18.8
7.0	1.0291e-10	2.1003e-10	-10.0	18.7
7.5	9.9202e-11	2.0214e-10	-10.0	18.6
8.0	9.5588e-11	1.9714e-10	-10.0	18.5
8.5	9.2146e-11	1.9168e-10	-10.0	18.4
9.0	8.9516e-11	1.8535e-10	-10.0	18.3
9.5	8.7266e-11	1.8376e-10	-10.0	18.2
10.0	8.4162e-11	1.807e-10	-10.0	18.1
10.5	8.2347e-11	1.7535e-10	-10.0	18.0
11.0	7.9926e-11	1.7263e-10	-10.0	17.9
11.5	7.6967e-11	1.7263e-10	-10.0	17.8
12.0	7.4885e-11	1.6748e-10	-10.0	17.7
12.5	7.3654e-11	1.6255e-10	-10.0	17.6
13.0	7.2806e-11	1.618e-10	-10.0	17.5
13.5	7.0766e-11	1.5999e-10	-10.0	17.4
14.0	6.9859e-11	1.5663e-10	-10.0	17.3
14.5	6.7786e-11	1.5743e-10	-10.0	17.2
15.0	6.8643e-11	1.6898e-10	-10.0	17.1
15.5	6.049e-11	5.8821e-11	-10.0	17.0
16.0	6.4579e-11	1.5153e-10	-10.0	16.9
16.5	6.4313e-11	1.4798e-10	-10.0	16.8
17.0	6.3527e-11	1.494e-10	-10.0	16.7
17.5	6.2289e-11	1.4724e-10	-10.0	16.6
18.0	6.1914e-11	1.4584e-10	-10.0	16.5
18.5	6.0518e-11	1.4465e-10	-10.0	16.4
19.0	5.9917e-11	1.4139e-10	-10.0	16.3
19.5	5.9054e-11	1.4344e-10	-10.0	16.2
20.0	5.763e-11	1.4184e-10	-10.0	16.1
20.5	5.6795e-11	1.4172e-10	-10.0	16.0
21.0	5.6579e-11	1.4e-10	-10.0	15.9
21.5	5.5945e-11	1.3915e-10	-10.0	15.8
22.0	5.5106e-11	1.3875e-10	-10.0	15.7
22.5	5.3843e-11	1.3702e-10	-10.0	15.6
23.0	5.3581e-11	1.3598e-10	-10.0	15.5
23.5	5.2639e-11	1.3546e-10	-10.0	15.4
24.0	5.2007e-11	1.3544e-10	-10.0	15.3
24.5	5.1185e-11	1.3513e-10	-10.0	15.2
25.0	5.1065e-11	1.3333e-10	-10.0	15.1
25.5	5.0106e-11	1.3238e-10	-10.0	15.0
26.0	4.9374e-11	1.3306e-10	-10.0	14.9
26.5	4.9738e-11	1.3089e-10	-10.0	14.8
27.0	4.9073e-11	1.3051e-10	-10.0	14.7
27.5	4.8057e-11	1.2979e-10	-10.0	14.6
28.0	4.7814e-11	1.303e-10	-10.0	14.5
28.5	4.7113e-11	1.3017e-10	-10.0	14.4
29.0	4.7125e-11	1.2857e-10	-10.0	14.3
