Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	8.0646e-10	2.6516e-09	-10.0	20.0
1.0	4.7443e-10	9.2182e-10	-10.0	19.9
1.5	3.9537e-10	6.5574e-10	-10.0	19.8
2.0	3.4435e-10	5.2273e-10	-10.0	19.7
2.5	3.0739e-10	4.4134e-10	-10.0	19.6
3.0	2.8632e-10	3.905e-10	-10.0	19.5
3.5	2.6747e-10	3.4605e-10	-10.0	19.4
4.0	2.5832e-10	3.1166e-10	-10.0	19.3
4.5	2.434e-10	2.8677e-10	-10.0	19.2
5.0	2.3807e-10	2.6786e-10	-10.0	19.1
5.5	2.2854e-10	2.5293e-10	-10.0	19.0
6.0	2.241e-10	2.4025e-10	-10.0	18.9
6.5	2.1712e-10	2.2768e-10	-10.0	18.8
7.0	2.142e-10	2.1889e-10	-10.0	18.7
7.5	2.095e-10	2.0831e-10	-10.0	18.6
8.0	2.0514e-10	2.0359e-10	-10.0	18.5
8.5	2.0104e-10	1.9609e-10	-10.0	18.4
9.0	1.9896e-10	1.9033e-10	-10.0	18.3
9.5	1.9719e-10	1.8609e-10	-10.0	18.2
10.0	1.9569e-10	1.8274e-10	-10.0	18.1
10.5	1.9296e-10	1.7813e-10	-10.0	18.0
11.0	1.9116e-10	1.7492e-10	-10.0	17.9
11.5	1.8914e-10	1.72e-10	-10.0	17.8
12.0	1.916e-10	1.7081e-10	-10.0	17.7
12.5	1.8978e-10	1.6664e-10	-10.0	17.6
13.0	1.8063e-10	1.6368e-10	-10.0	17.5
13.5	1.8737e-10	1.5907e-10	-10.0	17.4
14.0	1.8402e-10	1.553e-10	-10.0	17.3
14.5	1.8356e-10	1.5468e-10	-10.0	17.2
15.0	1.8408e-10	1.6731e-10	-10.0	17.1
15.5	1.7567e-10	6.031e-11	-10.0	17.0
16.0	1.8164e-10	1.5038e-10	-10.0	16.9
16.5	1.7893e-10	1.48e-10	-10.0	16.8
17.0	1.7828e-10	1.4603e-10	-10.0	16.7
17.5	1.7846e-10	1.4473e-10	-10.0	16.6
18.0	1.7687e-10	1.4015e-10	-10.0	16.5
18.5	1.7643e-10	1.4167e-10	-10.0	16.4
19.0	1.7579e-10	1.4026e-10	-10.0	16.3
19.5	1.7571e-10	1.3759e-10	-10.0	16.2
20.0	1.7492e-10	1.4002e-10	-10.0	16.1
20.5	1.7499e-10	1.3656e-10	-10.0	16.0
21.0	1.736e-10	1.3543e-10	-10.0	15.9
21.5	1.731e-10	1.3402e-10	-10.0	15.8
22.0	1.7191e-10	1.335e-10	-10.0	15.7
22.5	1.7158e-10	1.3463e-10	-10.0	15.6
23.0	1.7223e-10	1.3213e-10	-10.0	15.5
23.5	1.7167e-10	1.2999e-10	-10.0	15.4
24.0	1.7216e-10	1.3231e-10	-10.0	15.3
24.5	1.7157e-10	1.3056e-10	-10.0	15.2
25.0	1.7182e-10	1.2929e-10	-10.0	15.1
25.5	1.717e-10	1.2967e-10	-10.0	15.0
26.0	1.7077e-10	1.2816e-10	-10.0	14.9
26.5	1.6818e-10	1.2659e-10	-10.0	14.8
27.0	1.6863e-10	1.2552e-10	-10.0	14.7
27.5	1.7049e-10	1.2594e-10	-10.0	14.6
28.0	1.6969e-10	1.2569e-10	-10.0	14.5
28.5	1.6841e-10	1.2603e-10	-10.0	14.4
29.0	1.6917e-10	1.2467e-10	-10.0	14.3
29.5	1.6655e-10	1.234e-10	-10.0	14.2
30.0	1.6986e-10	1.2556e-10	-10.0	14.1
30.5	1.6778e-10	8.9984e-11	-10.0	14.0
31.0	1.6384e-10	8.7087e-11	-10.0	13.9
31.5	1.6863e-10	1.238e-10	-10.0	13.8
32.0	1.6633e-10	1.2152e-10	-10.0	13.7
32.5	1.6595e-10	1.1948e-10	-10.0	13.6
33.0	1.6777e-10	1.2198e-10	-10.0	13.5
33.5	1.657e-10	1.2018e-10	-10.0	13.4
34.0	1.6804e-10	1.2289e-10	-10.0	13.3
34.5	1.6535e-10	1.1888e-10	-10.0	13.2
35.0	1.6802e-10	1.2383e-10	-10.0	13.1
35.5	1.6497e-10	1.1818e-10	-10.0	13.0
36.0	1.6526e-10	1.198e-10	-10.0	12.9
36.5	1.6483e-10	1.1843e-10	-10.0	12.8
37.0	1.6508e-10	1.1756e-10	-10.0	12.7
37.5	1.6463e-10	1.1768e-10	-10.0	12.6
38.0	1.6535e-10	1.1804e-10	-10.0	12.5
38.5	1.6482e-10	1.1671e-10	-10.0	12.4
39.0	1.6692e-10	1.1792e-10	-10.0	12.3
39.5	1.6396e-10	1.1689e-10	-10.0	12.2
40.0	1.6375e-10	1.1556e-10	-10.0	12.1
40.5	1.6411e-10	1.153e-10	-10.0	12.0
41.0	1.6587e-10	1.1836e-10	-10.0	11.9
41.5	1.6464e-10	1.1408e-10	-10.0	11.8
42.0	1.6568e-10	1.1668e-10	-10.0	11.7
42.5	1.6378e-10	1.1513e-10	-10.0	11.6
43.0	1.637e-10	1.1397e-10	-10.0	11.5
43.5	1.6434e-10	1.1631e-10	-10.0	11.4
44.0	1.6393e-10	1.145e-10	-10.0	11.3
44.5	1.642e-10	1.1573e-10	-10.0	11.2
45.0	1.6442e-10	1.1467e-10	-10.0	11.1
45.5	1.679e-10	1.4024e-10	-10.0	11.0
46.0	1.58e-10	2.9578e-11	-10.0	10.9
46.5	1.635e-10	1.1369e-10	-10.0	10.8
47.0	1.6487e-10	1.1418e-10	-10.0	10.7
47.5	1.6518e-10	1.1435e-10	-10.0	10.6
48.0	1.6492e-10	1.1486e-10	-10.0	10.5
48.5	1.6574e-10	1.1427e-10	-10.0	10.4
49.0	1.6801e-10	1.1438e-10	-10.0	10.3
49.5	1.6836e-10	1.1236e-10	-10.0	10.2
50.0	1.7001e-10	1.1141e-10	-10.0	10.1
50.5	1.7285e-10	1.1139e-10	-10.0	10.0
51.0	1.7583e-10	1.1145e-10	-10.0	9.9
51.5	1.8357e-10	1.1199e-10	-10.0	9.8
52.0	1.8844e-10	1.1216e-10	-10.0	9.7
52.5	1.945e-10	1.1138e-10	-10.0	9.6
53.0	2.0154e-10	1.1092e-10	-10.0	9.5
53.5	2.1033e-10	1.1052e-10	-10.0	9.4
54.0	2.1659e-10	1.0912e-10	-10.0	9.3
54.5	2.2926e-10	1.1032e-10	-10.0	9.2
55.0	2.3922e-10	1.0937e-10	-10.0	9.1
55.5	2.4863e-10	1.0941e-10	-10.0	9.0
56.0	2.632e-10	1.0539e-10	-10.0	8.9
56.5	2.7925e-10	1.082e-10	-10.0	8.8
57.0	3.0022e-10	1.0866e-10	-10.0	8.7
57.5	3.2329e-10	1.0712e-10	-10.0	8.6
58.0	3.5311e-10	1.0877e-10	-10.0	8.5
58.5	3.8803e-10	1.0993e-10	-10.0	8.4
59.0	4.2555e-10	1.0603e-10	-10.0	8.3
59.5	4.7122e-10	1.0732e-10	-10.0	8.2
60.0	5.2445e-10	1.0726e-10	-10.0	8.1
60.5	5.8948e-10	1.1781e-10	-10.0	8.0
61.0	6.6057e-10	1.7612e-11	-10.0	7.9
61.5	7.4169e-10	1.0676e-10	-10.0	7.8
62.0	8.388e-10	1.0635e-10	-10.0	7.7
62.5	9.4173e-10	1.028e-10	-10.0	7.6
63.0	1.0666e-09	1.0545e-10	-10.0	7.5
63.5	1.2042e-09	1.0684e-10	-10.0	7.4
64.0	1.3452e-09	1.0516e-10	-10.0	7.3
64.5	1.5121e-09	1.0532e-10	-10.0	7.2
65.0	1.7131e-09	1.0196e-10	-10.0	7.1
65.5	1.9039e-09	1.0115e-10	-10.0	7.0
66.0	2.125e-09	1.0862e-10	-10.0	6.9
66.5	2.3791e-09	9.8209e-11	-10.0	6.8
67.0	2.6543e-09	1.0391e-10	-10.0	6.7
67.5	2.9363e-09	1.0014e-10	-10.0	6.6
68.0	3.2644e-09	1.0084e-10	-10.0	6.5
68.5	3.6037e-09	9.0487e-11	-10.0	6.4
69.0	3.9982e-09	9.1569e-11	-10.0	6.3
69.5	4.4094e-09	8.8205e-11	-10.0	6.2
70.0	4.8714e-09	8.3209e-11	-10.0	6.1
70.5	5.4225e-09	7.7713e-11	-10.0	6.0
71.0	5.987e-09	7.5798e-11	-10.0	5.9
71.5	6.5822e-09	6.9339e-11	-10.0	5.8
72.0	7.2943e-09	5.8277e-11	-10.0	5.7
72.5	8.1136e-09	5.4806e-11	-10.0	5.6
73.0	8.9994e-09	5.3052e-11	-10.0	5.5
73.5	9.9999e-09	4.7479e-11	-10.0	5.4
74.0	1.1129e-08	3.6669e-11	-10.0	5.3
74.5	1.2428e-08	2.3623e-11	-10.0	5.2
75.0	1.3918e-08	4.1103e-12	-10.0	5.1
75.5	1.5687e-08	1.4848e-11	-10.0	5.0
76.0	1.7661e-08	6.782e-11	-10.0	4.9
76.5	1.9925e-08	8.9847e-11	-10.0	4.8
77.0	2.2474e-08	8.0719e-11	-10.0	4.7
77.5	2.5298e-08	9.733e-11	-10.0	4.6
78.0	2.8443e-08	1.1146e-10	-10.0	4.5
78.5	3.2007e-08	1.1749e-10	-10.0	4.4
79.0	3.5968e-08	1.2493e-10	-10.0	4.3
79.5	4.0343e-08	1.4566e-10	-10.0	4.2
80.0	4.5133e-08	1.6733e-10	-10.0	4.1
80.5	5.0562e-08	1.8864e-10	-10.0	4.0
81.0	5.6493e-08	2.074e-10	-10.0	3.9
81.5	6.3085e-08	2.1234e-10	-10.0	3.8
82.0	7.0408e-08	2.0226e-10	-10.0	3.7
82.5	7.8539e-08	1.8519e-10	-10.0	3.6
83.0	8.7843e-08	1.7352e-10	-10.0	3.5
83.5	9.7882e-08	1.6579e-10	-10.0	3.4
84.0	1.0888e-07	1.5012e-10	-10.0	3.3
84.5	1.2158e-07	1.8088e-10	-10.0	3.2
85.0	1.3617e-07	1.2316e-10	-10.0	3.1
85.5	1.5291e-07	1.1334e-10	-10.0	3.0
86.0	1.7247e-07	9.8581e-11	-10.0	2.9
86.5	1.9492e-07	8.9735e-11	-10.0	2.8
87.0	2.2122e-07	7.7605e-11	-10.0	2.7
87.5	2.516e-07	6.9309e-11	-10.0	2.6
88.0	2.8696e-07	5.9987e-11	-10.0	2.5
88.5	3.2752e-07	6.9952e-11	-10.0	2.4
89.0	3.7303e-07	1.0193e-10	-10.0	2.3
89.5	4.2257e-07	1.7308e-10	-10.0	2.2
90.0	4.769e-07	2.5268e-10	-10.0	2.1
90.5	5.3427e-07	1.9853e-10	-10.0	2.0
91.0	5.8825e-07	2.9591e-11	-10.0	1.9
91.5	6.4071e-07	1.0264e-09	-10.0	1.8
92.0	6.8601e-07	5.9485e-13	-10.0	1.7
92.5	7.2482e-07	8.2326e-12	-10.0	1.6
93.0	7.5483e-07	6.913e-12	-10.0	1.5
93.5	7.8046e-07	1.8771e-11	-10.0	1.4
94.0	8.0404e-07	1.4783e-11	-10.0	1.3
94.5	8.2662e-07	3.5989e-11	-10.0	1.2
95.0	8.4625e-07	2.297e-11	-10.0	1.1
95.5	8.6583e-07	2.3009e-11	-10.0	1.0
96.0	8.8162e-07	1.1629e-11	-10.0	0.9
96.5	8.9809e-07	1.2813e-11	-10.0	0.8
97.0	9.1306e-07	8.6117e-12	-10.0	0.7
97.5	9.3119e-07	9.7215e-12	-10.0	0.6
98.0	9.4224e-07	3.9816e-13	-10.0	0.5
98.5	9.5814e-07	6.535e-12	-10.0	0.4
99.0	9.777e-07	8.0705e-12	-10.0	0.3
99.5	9.9327e-07	1.8177e-11	-10.0	0.2
100.0	1.0117e-06	2.1363e-11	-10.0	0.1
100.5	1.0234e-06	4.8864e-11	-10.0	-1.5293e-14
101.0	1.038e-06	4.11e-11	-10.0	-0.1
101.5	1.0572e-06	4.7586e-11	-10.0	-0.2
102.0	1.0736e-06	5.7665e-11	-10.0	-0.3
102.5	1.0892e-06	6.4135e-11	-10.0	-0.4
103.0	1.1006e-06	7.4968e-11	-10.0	-0.5
103.5	1.1199e-06	8.1078e-11	-10.0	-0.6
104.0	1.138e-06	1.0543e-10	-10.0	-0.7
104.5	1.1501e-06	1.1539e-10	-10.0	-0.8
105.0	1.1701e-06	1.1378e-10	-10.0	-0.9
105.5	1.1848e-06	1.3846e-10	-10.0	-1.0
106.0	1.1993e-06	1.2367e-10	-10.0	-1.1
106.5	1.2149e-06	5.3542e-10	-10.0	-1.2
107.0	1.2327e-06	1.6545e-10	-10.0	-1.3
107.5	1.2477e-06	1.9085e-10	-10.0	-1.4
108.0	1.2668e-06	1.9996e-10	-10.0	-1.5
108.5	1.2815e-06	2.1004e-10	-10.0	-1.6
109.0	1.2997e-06	2.3283e-10	-10.0	-1.7
109.5	1.3175e-06	2.4037e-10	-10.0	-1.8
110.0	1.3345e-06	2.5605e-10	-10.0	-1.9
110.5	1.35e-06	2.7337e-10	-10.0	-2.0
111.0	1.3628e-06	2.9502e-10	-10.0	-2.1
111.5	1.3751e-06	3.0111e-10	-10.0	-2.2
112.0	1.3915e-06	3.275e-10	-10.0	-2.3
112.5	1.4029e-06	3.4711e-10	-10.0	-2.4
113.0	1.4193e-06	3.5895e-10	-10.0	-2.5
113.5	1.4376e-06	3.8447e-10	-10.0	-2.6
114.0	1.4566e-06	4.0593e-10	-10.0	-2.7
114.5	1.4683e-06	4.3217e-10	-10.0	-2.8
115.0	1.4859e-06	4.5169e-10	-10.0	-2.9
115.5	1.5014e-06	4.717e-10	-10.0	-3.0
116.0	1.5221e-06	4.9062e-10	-10.0	-3.1
116.5	1.5405e-06	5.2006e-10	-10.0	-3.2
117.0	1.5535e-06	5.5596e-10	-10.0	-3.3
117.5	1.5664e-06	5.876e-10	-10.0	-3.4
118.0	1.5819e-06	6.0861e-10	-10.0	-3.5
118.5	1.6015e-06	6.2286e-10	-10.0	-3.6
119.0	1.6168e-06	6.4787e-10	-10.0	-3.7
119.5	1.6256e-06	6.8803e-10	-10.0	-3.8
120.0	1.6395e-06	7.1115e-10	-10.0	-3.9
120.5	1.6552e-06	7.3912e-10	-10.0	-4.0
121.0	1.6686e-06	7.6962e-10	-10.0	-4.1
121.5	1.6858e-06	1.1456e-09	-10.0	-4.2
122.0	1.7018e-06	8.2871e-10	-10.0	-4.3
122.5	1.7137e-06	8.4891e-10	-10.0	-4.4
123.0	1.7251e-06	8.8541e-10	-10.0	-4.5
123.5	1.7433e-06	9.0724e-10	-10.0	-4.6
124.0	1.7555e-06	9.5212e-10	-10.0	-4.7
124.5	1.7694e-06	9.8056e-10	-10.0	-4.8
125.0	1.7868e-06	1.0115e-09	-10.0	-4.9
125.5	1.7994e-06	1.0405e-09	-10.0	-5.0
126.0	1.8167e-06	1.077e-09	-10.0	-5.1
126.5	1.833e-06	1.1144e-09	-10.0	-5.2
127.0	1.8489e-06	1.143e-09	-10.0	-5.3
127.5	1.8621e-06	1.1688e-09	-10.0	-5.4
128.0	1.8756e-06	1.213e-09	-10.0	-5.5
128.5	1.8973e-06	1.2334e-09	-10.0	-5.6
129.0	1.8986e-06	1.2763e-09	-10.0	-5.7
129.5	1.9093e-06	1.3039e-09	-10.0	-5.8
130.0	1.9277e-06	1.3386e-09	-10.0	-5.9
130.5	1.9501e-06	1.3696e-09	-10.0	-6.0
131.0	1.9636e-06	1.4124e-09	-10.0	-6.1
131.5	1.9746e-06	1.4505e-09	-10.0	-6.2
132.0	1.9872e-06	1.4802e-09	-10.0	-6.3
132.5	1.9978e-06	1.5196e-09	-10.0	-6.4
133.0	2.0118e-06	1.558e-09	-10.0	-6.5
133.5	2.0296e-06	1.5963e-09	-10.0	-6.6
134.0	2.0435e-06	1.6402e-09	-10.0	-6.7
134.5	2.0577e-06	1.6765e-09	-10.0	-6.8
135.0	2.0596e-06	1.7214e-09	-10.0	-6.9
135.5	2.0718e-06	1.7512e-09	-10.0	-7.0
136.0	2.089e-06	1.7929e-09	-10.0	-7.1
136.5	2.0987e-06	1.8219e-09	-10.0	-7.2
137.0	2.1137e-06	2.2356e-09	-10.0	-7.3
137.5	2.1223e-06	1.9214e-09	-10.0	-7.4
138.0	2.1288e-06	1.9719e-09	-10.0	-7.5
138.5	2.1492e-06	1.9974e-09	-10.0	-7.6
139.0	2.1585e-06	2.047e-09	-10.0	-7.7
139.5	2.1748e-06	2.1058e-09	-10.0	-7.8
140.0	2.1808e-06	2.1432e-09	-10.0	-7.9
140.5	2.1956e-06	2.1779e-09	-10.0	-8.0
141.0	2.2012e-06	2.2337e-09	-10.0	-8.1
141.5	2.2105e-06	2.2772e-09	-10.0	-8.2
142.0	2.2256e-06	2.3404e-09	-10.0	-8.3
142.5	2.2295e-06	2.3737e-09	-10.0	-8.4
143.0	2.2433e-06	2.4334e-09	-10.0	-8.5
143.5	2.2473e-06	2.5078e-09	-10.0	-8.6
144.0	2.2676e-06	2.5468e-09	-10.0	-8.7
144.5	2.2719e-06	2.5978e-09	-10.0	-8.8
145.0	2.2793e-06	2.6465e-09	-10.0	-8.9
145.5	2.2934e-06	2.7039e-09	-10.0	-9.0
146.0	2.3002e-06	2.7365e-09	-10.0	-9.1
146.5	2.3061e-06	2.7968e-09	-10.0	-9.2
147.0	2.3151e-06	2.8479e-09	-10.0	-9.3
147.5	2.3316e-06	2.8926e-09	-10.0	-9.4
148.0	2.3342e-06	2.967e-09	-10.0	-9.5
148.5	2.3396e-06	3.0229e-09	-10.0	-9.6
149.0	2.3447e-06	3.0938e-09	-10.0	-9.7
149.5	2.3496e-06	3.1437e-09	-10.0	-9.8
150.0	2.3602e-06	3.2192e-09	-10.0	-9.9
150.5	2.364e-06	3.2739e-09	-10.0	-10.0
151.0	2.3729e-06	3.3445e-09	-10.0	-10.1
151.5	2.3769e-06	3.396e-09	-10.0	-10.2
152.0	2.3823e-06	3.8544e-09	-10.0	-10.3
152.5	2.3953e-06	3.5344e-09	-10.0	-10.4
153.0	2.3983e-06	3.6284e-09	-10.0	-10.5
153.5	2.4054e-06	3.682e-09	-10.0	-10.6
154.0	2.411e-06	3.7733e-09	-10.0	-10.7
154.5	2.4205e-06	3.8288e-09	-10.0	-10.8
155.0	2.4276e-06	3.9007e-09	-10.0	-10.9
155.5	2.4317e-06	3.9754e-09	-10.0	-11.0
156.0	2.4412e-06	4.0426e-09	-10.0	-11.1
156.5	2.4515e-06	4.1335e-09	-10.0	-11.2
157.0	2.4569e-06	4.2028e-09	-10.0	-11.3
157.5	2.4645e-06	4.2701e-09	-10.0	-11.4
158.0	2.4674e-06	4.3403e-09	-10.0	-11.5
158.5	2.4777e-06	4.4335e-09	-10.0	-11.6
159.0	2.4784e-06	4.5126e-09	-10.0	-11.7
159.5	2.4848e-06	4.5721e-09	-10.0	-11.8
160.0	2.4871e-06	4.6665e-09	-10.0	-11.9
160.5	2.4895e-06	4.7508e-09	-10.0	-12.0
161.0	2.5059e-06	4.794e-09	-10.0	-12.1
161.5	2.5151e-06	4.9019e-09	-10.0	-12.2
162.0	2.5118e-06	4.993e-09	-10.0	-12.3
162.5	2.5204e-06	5.0604e-09	-10.0	-12.4
163.0	2.519e-06	5.158e-09	-10.0	-12.5
163.5	2.5292e-06	5.2266e-09	-10.0	-12.6
164.0	2.5269e-06	5.3213e-09	-10.0	-12.7
164.5	2.5382e-06	5.4026e-09	-10.0	-12.8
