#scan;iMeasureCycle=1;iMux=0;time=0.133;N=482;LocalTime=31/10/2023 13:26:53;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;IDrain^1/2
16;-4.95E-10;55.110582;0.999999;2.97E-09;55.110582;;5.44977E-05
15.5;-5.16E-10;55.286663;1.000001;2.59E-09;55.286663;;5.0892E-05
14.9999;-5.09E-10;55.48717;0.999999;2.43E-09;55.48717;;4.9295E-05
14.4999;-4.82E-10;55.663352;0.999999;1.86E-09;55.663352;;4.31277E-05
13.9999;-5.16E-10;55.839469;0.999999;1.65E-09;55.839469;;4.06202E-05
13.5001;-5.01E-10;56.055638;0.999998;1.41E-09;56.055638;;3.755E-05
12.9999;-5.23E-10;56.231855;1.000001;1.31E-09;56.231855;;3.61939E-05
12.4999;-5.34E-10;56.408023;1.000001;1.01E-09;56.408023;;3.17805E-05
12;-5.52E-10;56.584227;0.999999;9.08E-10;56.584227;;3.0133E-05
11.4999;-5.62E-10;56.760546;1.000001;7.18E-10;56.760546;;2.67955E-05
11;-5.93E-10;56.936554;1.000001;6.95E-10;56.936554;;2.63629E-05
10.4999;-5.85E-10;57.112747;0.999999;6.31E-10;57.112747;;2.51197E-05
10;-5.95E-10;57.288791;0.999999;5.01E-10;57.288791;;2.2383E-05
9.5;-5.94E-10;57.464843;0.999999;3.90E-10;57.464843;;1.97484E-05
8.9999;-5.85E-10;57.648697;1;3.88E-10;57.648697;;1.96977E-05
8.4999;-6.10E-10;57.824859;1.000001;3.26E-10;57.824859;;1.80555E-05
8;-5.80E-10;58.035629;1.000001;2.92E-10;58.035629;;1.7088E-05
7.4999;-5.85E-10;58.211876;0.999999;2.49E-10;58.211876;;1.57797E-05
6.9999;-5.92E-10;58.38798;0.999999;2.03E-10;58.38798;;1.42478E-05
6.5;-5.81E-10;58.56574;1;1.67E-10;58.56574;;1.29228E-05
5.9999;-5.60E-10;58.742174;1.000001;1.52E-10;58.742174;;1.23288E-05
5.5;-5.72E-10;58.918178;1;1.33E-10;58.918178;;1.15326E-05
4.9999;-5.43E-10;59.096565;1.000001;1.10E-10;59.096565;;1.04881E-05
4.4999;-5.47E-10;59.272684;0.999999;1.03E-10;59.272684;;1.01489E-05
4;-5.23E-10;59.448829;1;9.95E-11;59.448829;;9.97497E-06
3.4999;-5.03E-10;59.626821;1.000001;7.91E-11;59.626821;;8.89382E-06
2.9999;-4.90E-10;59.803116;0.999999;6.62E-11;59.803116;;8.13634E-06
2.5;-4.74E-10;59.999639;1;5.61E-11;59.999639;;7.48999E-06
2;-4.73E-10;60.175962;0.999998;4.56E-11;60.175962;;6.75278E-06
1.5;-4.75E-10;60.352075;0.999999;4.36E-11;60.352075;;6.60303E-06
1;-4.74E-10;60.562999;1;4.65E-11;60.562999;;6.81909E-06
0.5;-4.80E-10;60.739212;0.999999;3.34E-11;60.739212;;5.77927E-06
0;-4.93E-10;60.915161;0.999999;3.33E-11;60.915161;;5.77062E-06
-0.5001;-4.89E-10;61.091315;0.999999;2.58E-11;61.091315;;5.07937E-06
-1.0001;-4.97E-10;61.267495;1;2.76E-11;61.267495;;5.25357E-06
-1.5;-4.88E-10;61.443694;0.999999;1.94E-11;61.443694;;4.40454E-06
-2;-4.93E-10;61.620669;1;2.09E-11;61.620669;;4.57165E-06
-2.5;-4.89E-10;61.796842;0.999999;1.59E-11;61.796842;;3.98748E-06
-3;-5.01E-10;61.972843;1;1.38E-11;61.972843;;3.71484E-06
-3.5001;-4.88E-10;62.161161;1;1.18E-11;62.161161;;3.43511E-06
-4.0001;-4.98E-10;62.337304;1;1.22E-11;62.337304;;3.49285E-06
-4.5;-5.00E-10;62.543934;0.999999;1.29E-11;62.543934;;3.59166E-06
-5.0001;-5.08E-10;62.720032;0.999999;1.34E-11;62.720032;;3.6606E-06
-5.5;-5.12E-10;62.896197;1;9.59E-12;62.896197;;3.09677E-06
-6.0001;-5.15E-10;63.073502;0.999999;9.43E-12;63.073502;;3.07083E-06
-6.5;-5.19E-10;63.249674;0.999999;9.41E-12;63.249674;;3.06757E-06
-7.0001;-5.27E-10;63.425827;0.999999;7.85E-12;63.425827;;2.80179E-06
-7.5001;-5.10E-10;63.601926;1;3.27E-12;63.601926;;1.80831E-06
-8;-5.22E-10;63.778179;0.999999;3.35E-12;63.778179;;1.8303E-06
-8.5001;-5.15E-10;63.954142;0.999999;2.40E-12;63.954142;;1.54919E-06
-9;-5.40E-10;64.130722;0.999999;7.28E-12;64.130722;;2.69815E-06
-9.5001;-5.48E-10;64.307081;1.000001;7.74E-12;64.307081;;2.78209E-06
-10;-5.51E-10;64.483242;0.999999;4.69E-12;64.483242;;2.16564E-06
-10.5001;-5.46E-10;64.668117;1;7.27E-12;64.668117;;2.69629E-06
-11;-5.34E-10;64.844256;1;1.68E-12;64.844256;;1.29615E-06
-11.5001;-5.57E-10;65.055325;0.999999;7.34E-12;65.055325;;2.70924E-06
-12;-5.52E-10;65.231522;0.999999;2.49E-12;65.231522;;1.57797E-06
-12.5001;-5.51E-10;65.407699;0.999999;5.60E-13;65.407699;;7.48331E-07
-13;-5.59E-10;65.584627;1;2.56E-12;65.584627;;0.0000016
-13.5001;-5.60E-10;65.761113;0.999999;1.57E-12;65.761113;;1.253E-06
-14.0001;-5.78E-10;65.93725;1;3.46E-12;65.93725;;1.86011E-06
-14.5;-5.97E-10;66.113543;0.999999;2.49E-12;66.113543;;1.57797E-06
-15;-6.35E-10;66.289777;0.999999;5.32E-12;66.289777;;2.30651E-06
-15.5001;-6.34E-10;66.465904;1;3.70E-13;66.465904;;6.08276E-07
-16;-6.24E-10;66.642013;0.999999;1.85E-12;66.642013;;1.36015E-06
-16.5;-6.18E-10;66.818181;0.999999;1.81E-12;66.818181;;1.34536E-06
-17.0001;-6.02E-10;66.994514;0.999999;5.00E-14;66.994514;;2.23607E-07
-17.5001;-6.21E-10;67.177123;1;1.80E-12;67.177123;;1.34164E-06
-18;-6.57E-10;67.353322;0.999999;6.19E-12;67.353322;;2.48797E-06
-18.5001;-6.18E-10;67.559777;1;1.98E-12;67.559777;;1.40712E-06
-19;-5.93E-10;67.735937;0.999999;3.93E-12;67.735937;;1.98242E-06
-19.5001;-5.94E-10;67.912068;1;5.71E-12;67.912068;;2.38956E-06
-20;-5.93E-10;68.094244;1;2.21E-12;68.094244;;1.48661E-06
-20.5;-5.81E-10;68.270399;1.000001;3.10E-12;68.270399;;1.76068E-06
-21;-5.90E-10;68.446696;1;2.72E-12;68.446696;;1.64924E-06
-21.5001;-5.96E-10;68.623022;0.999999;1.87E-12;68.623022;;1.36748E-06
-22;-6.26E-10;68.799321;1;3.52E-12;68.799321;;1.87617E-06
-22.5;-6.07E-10;68.975572;0.999999;5.67E-12;68.975572;;2.38118E-06
-23.0001;-6.55E-10;69.154515;0.999999;1.46E-11;69.154515;;3.82099E-06
-23.5;-6.15E-10;69.330737;1;2.31E-11;69.330737;;4.80625E-06
-24;-6.18E-10;69.528079;1;2.16E-11;69.528079;;4.64758E-06
-24.5001;-6.94E-10;69.704481;1;5.15E-11;69.704481;;7.17635E-06
-25;-7.70E-10;69.880654;1;6.88E-11;69.880654;;8.29458E-06
-25.5;-7.52E-10;70.091967;1;4.99E-11;70.091967;;7.06399E-06
-26;-8.06E-10;70.268289;1;9.09E-11;70.268289;;9.53415E-06
-26.5;-8.18E-10;70.444589;1.000001;1.05E-10;70.444589;;1.0247E-05
-27.0001;-8.27E-10;70.620788;1;1.36E-10;70.620788;;1.16619E-05
-27.5;-9.01E-10;70.797275;1;1.35E-10;70.797275;;1.1619E-05
-28;-8.81E-10;70.973447;0.999999;1.48E-10;70.973447;;1.21655E-05
-28.5001;-9.14E-10;71.149933;0.999999;1.51E-10;71.149933;;1.22882E-05
-29;-8.84E-10;71.326167;1;1.67E-10;71.326167;;1.29228E-05
-29.5001;-9.22E-10;71.502497;1.000001;1.71E-10;71.502497;;1.30767E-05
-30.0001;-9.24E-10;71.691037;0.999999;1.68E-10;71.691037;;1.29615E-05
-30.5;-9.18E-10;71.867328;0.999999;1.90E-10;71.867328;;1.3784E-05
-31.0001;-8.54E-10;72.092201;0.999999;1.68E-10;72.092201;;1.29615E-05
-31.5001;-9.47E-10;72.268943;1.000001;1.90E-10;72.268943;;1.3784E-05
-32;-9.05E-10;72.445336;1;1.70E-10;72.445336;;1.30384E-05
-32.5;-9.16E-10;72.621703;1;1.81E-10;72.621703;;1.34536E-05
-33;-9.23E-10;72.79831;0.999999;2.08E-10;72.79831;;1.44222E-05
-33.5;-9.60E-10;72.974538;0.999999;2.19E-10;72.974538;;1.47986E-05
-34.0001;-1.02E-09;73.150901;0.999999;2.31E-10;73.150901;;1.51987E-05
-34.5;-1.01E-09;73.327353;0.999999;1.83E-10;73.327353;;1.35277E-05
-35.0001;-9.20E-10;73.503654;0.999999;1.51E-10;73.503654;;1.22882E-05
-35.5001;-9.37E-10;73.69573;0.999999;1.46E-10;73.69573;;1.2083E-05
-36;-9.37E-10;73.872098;0.999999;1.54E-10;73.872098;;1.24097E-05
-36.5001;-8.97E-10;74.078373;1.000001;1.10E-10;74.078373;;1.04881E-05
-37;-9.84E-10;74.254741;0.999999;1.28E-10;74.254741;;1.13137E-05
-37.5;-9.35E-10;74.43116;0.999999;1.21E-10;74.43116;;0.000011
-38;-9.29E-10;74.608453;0.999999;1.45E-10;74.608453;;1.20416E-05
-38.5;-9.71E-10;74.784985;0.999999;1.34E-10;74.784985;;1.15758E-05
-39.0001;-1.00E-09;74.961249;0.999999;1.05E-10;74.961249;;1.0247E-05
-39.5;-9.88E-10;75.137836;1;9.25E-11;75.137836;;9.61769E-06
-40;-1.01E-09;75.314386;0.999999;1.10E-10;75.314386;;1.04881E-05
-40.5;-1.03E-09;75.490966;1;1.10E-10;75.490966;;1.04881E-05
-41;-1.06E-09;75.66743;1.000001;8.99E-11;75.66743;;9.48156E-06
-41.4999;-1.04E-09;75.843829;0.999999;9.03E-11;75.843829;;9.50263E-06
-42.0001;-1.10E-09;76.020308;0.999999;8.77E-11;76.020308;;9.36483E-06
-42.5;-1.08E-09;76.202767;0.999998;8.40E-11;76.202767;;9.16515E-06
-43;-1.11E-09;76.379232;1;6.96E-11;76.379232;;8.34266E-06
-43.5;-1.10E-09;76.5898;1;9.35E-11;76.5898;;9.66954E-06
-44;-1.15E-09;76.766273;1;7.91E-11;76.766273;;8.89382E-06
-44.5;-1.09E-09;76.94261;1.000001;8.35E-11;76.94261;;9.13783E-06
-45;-1.08E-09;77.119904;1;1.03E-10;77.119904;;1.01489E-05
-45.5;-1.07E-09;77.296469;1;7.65E-11;77.296469;;8.74643E-06
-46.0001;-1.10E-09;77.472986;1;7.23E-11;77.472986;;8.50294E-06
-46.5001;-1.09E-09;77.65118;0.999999;8.28E-11;77.65118;;9.09945E-06
-47;-1.10E-09;77.827832;1;8.18E-11;77.827832;;9.04434E-06
-47.5001;-1.13E-09;78.004199;1;7.22E-11;78.004199;;8.49706E-06
-48.0001;-1.15E-09;78.182398;0.999999;1.07E-10;78.182398;;1.03441E-05
-48.5001;-1.08E-09;78.358907;1;8.61E-11;78.358907;;9.27901E-06
-49;-1.11E-09;78.554284;0.999999;9.41E-11;78.554284;;9.70052E-06
-49.5001;-1.09E-09;78.730881;1;1.02E-10;78.730881;;1.00995E-05
-50;-1.21E-09;78.907327;0.999999;9.47E-11;78.907327;;9.73139E-06
-50.5001;-1.17E-09;79.12291;1;1.00E-10;79.12291;;0.00001
-51;-1.34E-09;79.299515;1.000001;9.69E-11;79.299515;;9.84378E-06
-51.5;-1.26E-09;79.476094;0.999999;2.02E-10;79.476094;;1.42127E-05
-52;-1.41E-09;79.652582;1;2.82E-10;79.652582;;1.67929E-05
-52.5;-1.31E-09;79.829379;1;2.15E-10;79.829379;;1.46629E-05
-53.0001;-1.45E-09;80.005906;1;3.07E-10;80.005906;;1.75214E-05
-53.5001;-1.47E-09;80.182656;0.999999;4.10E-10;80.182656;;2.02485E-05
-54;-1.40E-09;80.359282;1.000001;3.00E-10;80.359282;;1.73205E-05
-54.5001;-1.26E-09;80.560837;0.999999;1.83E-10;80.560837;;1.35277E-05
-55;-1.28E-09;80.737591;1;1.78E-10;80.737591;;1.33417E-05
-55.5;-2.77E-09;80.914182;1.000002;1.64E-09;80.914182;;4.04969E-05
-56.0001;-1.32E-09;81.129989;1.000001;2.20E-10;81.129989;;1.48324E-05
-56.5001;-1.41E-09;81.306711;0.999999;2.09E-10;81.306711;;1.44568E-05
-57;-1.42E-09;81.483315;0.999999;2.28E-10;81.483315;;1.50997E-05
-57.5;-1.48E-09;81.659938;1;2.69E-10;81.659938;;1.64012E-05
-58;-1.48E-09;81.836546;1;3.04E-10;81.836546;;1.74356E-05
-58.5001;-1.79E-09;82.013134;1.000002;5.83E-10;82.013134;;2.41454E-05
-59;-1.59E-09;82.190075;1.000001;3.75E-10;82.190075;;1.93649E-05
-59.5;-1.60E-09;82.366735;1;3.69E-10;82.366735;;1.92094E-05
-60.0001;-1.37E-09;82.543274;1;9.17E-11;82.543274;;9.57601E-06
