#scan;iMeasureCycle=1;iMux=0;time=0.067;N=142;LocalTime=21/12/2023 12:52:32;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
19.99999;8.45E-09;0.221121;-0.500001;-5.57E-09;0.221121;;;19.99999;5.57269E-09;8.4545E-09
19.5;6.12E-09;0.39744;-0.500001;-4.03E-09;0.39744;;;19.5;4.03004E-09;6.1167E-09
18.99999;4.99E-09;0.573548;-0.500001;-3.27E-09;0.573548;;;18.99999;3.27269E-09;4.98712E-09
18.5;4.24E-09;0.769049;-0.5;-2.79E-09;0.769049;;;18.5;2.79481E-09;4.2449E-09
17.99999;3.76E-09;0.945128;-0.5;-2.49E-09;0.945128;;;17.99999;2.48661E-09;3.75796E-09
17.49999;3.33E-09;1.121256;-0.500001;-2.22E-09;1.121256;;;17.49999;2.22323E-09;3.32578E-09
16.99999;2.86E-09;1.330044;-0.5;-1.96E-09;1.330044;;;16.99999;1.96144E-09;2.86059E-09
16.5;2.17E-09;1.506215;-0.5;-1.60E-09;1.506215;;;16.5;1.60036E-09;2.17224E-09
15.99999;1.45E-09;1.682393;-0.500001;-1.22E-09;1.682393;;;15.99999;1.21655E-09;1.44829E-09
15.5;1.01E-09;1.858621;-0.499999;-1.18E-09;1.858621;;;15.5;1.17795E-09;1.00718E-09
15;1.21E-09;2.034667;-0.5;-1.78E-09;2.034667;;;15;1.78327E-09;1.20928E-09
14.5;1.64E-09;2.210708;-0.499999;-2.75E-09;2.210708;;;14.5;2.75359E-09;1.6434E-09
14;1.94E-09;2.387131;-0.499999;-3.89E-09;2.387131;;;14;3.89414E-09;1.93932E-09
13.49999;2.04E-09;2.563185;-0.500001;-5.32E-09;2.563185;;;13.49999;5.32186E-09;2.04447E-09
13;2.13E-09;2.739347;-0.500001;-7.26E-09;2.739347;;;13;7.25732E-09;2.13235E-09
12.49999;2.18E-09;2.924586;-0.500001;-9.64E-09;2.924586;;;12.49999;9.6357E-09;2.17992E-09
12;2.17E-09;3.074396;-0.5;-1.26E-08;3.074396;;;12;1.25933E-08;2.17168E-09
11.49999;2.22E-09;3.244463;-0.500001;-1.62E-08;3.244463;;;11.49999;1.62487E-08;2.21841E-09
11;2.17E-09;3.425958;-0.500001;-2.07E-08;3.425958;;;11;2.06956E-08;2.17312E-09
