#scan;iMeasureCycle=1;iMux=0;time=0.129;N=202;LocalTime=20/12/2023 14:32:51;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-4.7;-1.06E-08;17.084147;-10;-2.43E-05;17.084147;;;-4.7;2.43E-05;1.06E-08;0.004933376;;;
-4.60001;-1.02E-08;17.228002;-10;-2.37E-05;17.228002;;;-4.60001;2.37E-05;1.02E-08;0.004871663;;;
-4.5;-9.75E-09;17.404986;-10;-2.31E-05;17.404986;;;-4.5;2.31E-05;9.75E-09;0.004809917;;;
-4.4;-9.33E-09;17.548889;-10;-2.25E-05;17.548889;;;-4.4;2.25E-05;9.33E-09;0.004747178;;;
-4.3;-8.90E-09;17.698737;-10;-2.19E-05;17.698737;;;-4.3;2.19E-05;8.90E-09;0.004684506;;;
-4.20001;-8.51E-09;17.84859;-10;-2.13E-05;17.84859;;;-4.20001;2.13E-05;8.51E-09;0.004620433;;;
-4.10001;-8.12E-09;18.009716;-10;-2.08E-05;18.009716;;;-4.10001;0.00002076;8.12E-09;0.004556314;;;
-4.00001;-7.71E-09;18.159571;-10;-2.02E-05;18.159571;;;-4.00001;2.02E-05;7.71E-09;0.004491815;;;
-3.90001;-7.33E-09;18.309395;-10;-1.96E-05;18.309395;;;-3.90001;1.96E-05;7.33E-09;0.00442659;;;
-3.8;-6.95E-09;18.459271;-10;-1.90E-05;18.459271;;;-3.8;0.000019019;6.95E-09;0.004361078;;;
-3.7;-6.59E-09;18.609305;-10;-1.84E-05;18.609305;;;-3.7;1.84E-05;6.59E-09;0.00429445;;;
-3.60001;-6.21E-09;18.759227;-10;-1.79E-05;18.759227;;;-3.60001;1.79E-05;6.21E-09;0.004227493;;;
-3.5;-5.86E-09;18.918404;-10;-1.73E-05;18.918404;;;-3.5;1.73E-05;5.86E-09;0.004159255;;;
-3.4;-5.51E-09;19.068343;-10;-1.67E-05;19.068343;;;-3.4;1.67E-05;5.51E-09;0.004091247;;;
-3.3;-5.15E-09;19.218282;-10;-1.62E-05;19.218282;;;-3.3;1.62E-05;5.15E-09;0.004022002;;;
-3.20001;-4.83E-09;19.392758;-10;-1.56E-05;19.392758;;;-3.20001;1.56E-05;4.83E-09;0.003952784;;;
-3.10001;-4.48E-09;19.542683;-10;-1.51E-05;19.542683;;;-3.10001;1.51E-05;4.48E-09;0.003882048;;;
-3;-4.15E-09;19.692611;-10;-1.45E-05;19.692611;;;-3;1.45E-05;4.15E-09;0.003811102;;;
-2.90001;-3.82E-09;19.842452;-10;-1.40E-05;19.842452;;;-2.90001;1.40E-05;3.82E-09;0.003739545;;;
-2.79999;-3.50E-09;20.013404;-10;-1.34E-05;20.013404;;;-2.79999;1.34E-05;3.50E-09;0.003667001;;;
-2.7;-3.19E-09;20.163233;-10;-1.29E-05;20.163233;;;-2.7;1.29E-05;3.19E-09;0.003593786;;;
-2.6;-2.85E-09;20.313142;-10;-1.24E-05;20.313142;;;-2.6;1.24E-05;2.85E-09;0.003519929;;;
-2.50001;-2.61E-09;20.463047;-10;-1.19E-05;20.463047;;;-2.50001;1.19E-05;2.61E-09;0.003445083;;;
-2.40001;-2.29E-09;20.613292;-10;-1.14E-05;20.613292;;;-2.40001;1.14E-05;2.29E-09;0.003369392;;;
-2.30001;-2.00E-09;20.763136;-10;-1.08E-05;20.763136;;;-2.30001;1.08E-05;2.00E-09;0.00329316;;;
-2.20001;-1.72E-09;20.92342;-10;-1.03E-05;20.92342;;;-2.20001;1.03E-05;1.72E-09;0.003215338;;;
-2.10001;-1.44E-09;21.073369;-10;-9.85E-06;21.073369;;;-2.10001;9.85E-06;1.44E-09;0.00313769;;;
-2;-1.17E-09;21.223227;-10;-9.36E-06;21.223227;;;-2;9.36E-06;1.17E-09;0.003058774;;;
-1.9;-9.23E-10;21.400479;-10;-8.87E-06;21.400479;;;-1.9;8.87E-06;9.23E-10;0.002977662;;;
-1.80001;-6.74E-10;21.550368;-10;-8.39E-06;21.550368;;;-1.80001;8.39E-06;6.74E-10;0.002896505;;;
-1.7;-4.05E-10;21.700313;-10;-7.92E-06;21.700313;;;-1.7;7.92E-06;4.05E-10;0.002814496;;;
-1.6;-1.65E-10;21.85014;-10;-7.46E-06;21.85014;;;-1.6;7.46E-06;1.65E-10;0.002730925;;;
-1.5;6.00E-11;22.019319;-10;-7.00E-06;22.019319;;;-1.5;7.00E-06;6.00E-11;0.002646554;;;
-1.40001;2.88E-10;22.169167;-10;-6.56E-06;22.169167;;;-1.40001;6.56E-06;2.88E-10;0.0025613;;;
-1.3;5.13E-10;22.318968;-10;-6.12E-06;22.318968;;;-1.3;6.12E-06;5.13E-10;0.00247474;;;
-1.20001;7.21E-10;22.468826;-10;-5.70E-06;22.468826;;;-1.20001;5.70E-06;7.21E-10;0.002387379;;;
-1.1;9.29E-10;22.618824;-10;-5.28E-06;22.618824;;;-1.1;5.28E-06;9.29E-10;0.002298215;;;
-0.99999;1.09E-09;22.768614;-10;-4.88E-06;22.768614;;;-0.99999;4.88E-06;1.09E-09;0.00220842;;;
-0.90001;1.29E-09;22.928316;-10;-4.48E-06;22.928316;;;-0.90001;4.48E-06;1.29E-09;0.002117286;;;
-0.80001;1.49E-09;23.078257;-10;-4.10E-06;23.078257;;;-0.80001;4.10E-06;1.49E-09;0.002024572;;;
-0.7;1.66E-09;23.228157;-10;-3.73E-06;23.228157;;;-0.7;3.73E-06;1.66E-09;0.001931059;;;
-0.6;1.80E-09;23.402682;-10;-3.37E-06;23.402682;;;-0.6;3.37E-06;1.80E-09;0.00183571;;;
-0.5;1.96E-09;23.552601;-10;-3.03E-06;23.552601;;;-0.5;3.03E-06;1.96E-09;0.001739302;;;
-0.40001;2.11E-09;23.702521;-10;-2.69E-06;23.702521;;;-0.40001;2.69E-06;2.11E-09;0.00164125;;;
-0.3;2.25E-09;23.85241;-10;-2.38E-06;23.85241;;;-0.3;2.38E-06;2.25E-09;0.001542096;;;
-0.20001;2.36E-09;24.023024;-10;-2.08E-06;24.023024;;;-0.20001;2.08E-06;2.36E-09;0.001441728;;;
-0.1;2.49E-09;24.172856;-10;-1.80E-06;24.172856;;;-0.1;1.80E-06;2.49E-09;0.001340138;;;
-1.00E-05;2.60E-09;24.322712;-10;-1.53E-06;24.322712;;;-1.00E-05;1.53E-06;2.60E-09;0.001237097;;;
0.1;2.70E-09;24.472574;-10;-1.28E-06;24.472574;;;0.1;1.28E-06;2.70E-09;0.001133212;;;
0.2;2.80E-09;24.622976;-10;-1.06E-06;24.622976;;;0.2;1.06E-06;2.80E-09;0.001028256;;;
0.29999;2.87E-09;24.775627;-10;-8.50E-07;24.775627;;;0.29999;8.50E-07;2.87E-09;0.000921966;;;
0.4;2.90E-09;24.933839;-10;-6.63E-07;24.933839;;;0.4;6.63E-07;2.90E-09;0.000814131;;;
0.49999;2.93E-09;25.083918;-10;-4.97E-07;25.083918;;;0.49999;4.97E-07;2.93E-09;0.00070484;;;
0.6;2.94E-09;25.233786;-10;-3.56E-07;25.233786;;;0.6;3.56E-07;2.94E-09;0.000596798;;;
0.69999;2.90E-09;25.408303;-10;-2.46E-07;25.408303;;;0.69999;2.46E-07;2.90E-09;0.000496025;;;
0.8;2.93E-09;25.55822;-10;-1.66E-07;25.55822;;;0.8;1.66E-07;2.93E-09;0.000407107;;;
0.89999;2.92E-09;25.708059;-10;-1.10E-07;25.708059;;;0.89999;1.10E-07;2.92E-09;0.000331934;;;
1.00001;2.82E-09;25.898099;-10;-7.28E-08;25.898099;;;1.00001;7.28E-08;2.82E-09;0.000269891;;;
1.09999;2.82E-09;26.048122;-10;-4.83E-08;26.048122;;;1.09999;4.83E-08;2.82E-09;0.000219863;;;
1.19999;2.79E-09;26.197975;-10;-3.22E-08;26.197975;;;1.19999;3.22E-08;2.79E-09;0.000179577;;;
1.3;2.73E-09;26.347953;-10;-2.16E-08;26.347953;;;1.3;2.16E-08;2.73E-09;0.000146836;;;
1.39999;2.66E-09;26.497922;-10;-1.44E-08;26.497922;;;1.39999;1.44E-08;2.66E-09;0.000120177;;;
1.5;2.60E-09;26.647884;-10;-9.73E-09;26.647884;;;1.5;9.73E-09;2.60E-09;9.86E-05;;;
1.6;2.52E-09;26.812569;-10.00001;-6.67E-09;26.812569;;;1.6;6.67E-09;2.52E-09;8.17E-05;;;
1.7;2.44E-09;26.988755;-10.00001;-4.75E-09;26.988755;;;1.7;4.75E-09;2.44E-09;6.89E-05;;;
1.79999;2.36E-09;27.164979;-10;-3.54E-09;27.164979;;;1.79999;3.54E-09;2.36E-09;5.95E-05;;;
1.9;2.29E-09;27.34102;-10.00001;-2.76E-09;27.34102;;;1.9;2.76E-09;2.29E-09;5.26E-05;;;
1.99999;2.23E-09;27.517329;-10.00001;-2.26E-09;27.517329;;;1.99999;2.26E-09;2.23E-09;4.75E-05;;;
2.1;2.17E-09;27.693581;-10;-1.92E-09;27.693581;;;2.1;1.92E-09;2.17E-09;4.38E-05;;;
2.2;2.12E-09;27.869612;-10;-1.69E-09;27.869612;;;2.2;1.69E-09;2.12E-09;4.11E-05;;;
2.3;2.06E-09;28.059393;-10.00001;-1.52E-09;28.059393;;;2.3;1.52E-09;2.06E-09;3.90E-05;;;
2.39999;2.01E-09;28.235459;-10.00001;-1.40E-09;28.235459;;;2.39999;1.40E-09;2.01E-09;3.75E-05;;;
2.49999;1.94E-09;28.445313;-10;-1.31E-09;28.445313;;;2.49999;1.31E-09;1.94E-09;3.62E-05;;;
2.59999;1.90E-09;28.621538;-10;-1.25E-09;28.621538;;;2.59999;1.25E-09;1.90E-09;3.53E-05;;;
2.69999;1.86E-09;28.797557;-10.00001;-1.19E-09;28.797557;;;2.69999;1.19E-09;1.86E-09;3.46E-05;;;
2.8;1.82E-09;28.973615;-10.00001;-1.15E-09;28.973615;;;2.8;1.15E-09;1.82E-09;3.39E-05;;;
2.9;1.78E-09;29.149718;-10.00001;-1.12E-09;29.149718;;;2.9;1.12E-09;1.78E-09;3.35E-05;;;
3.00001;1.75E-09;29.32586;-10.00001;-1.10E-09;29.32586;;;3.00001;1.10E-09;1.75E-09;0.0000331;;;
3.09999;1.71E-09;29.501926;-10;-1.07E-09;29.501926;;;3.09999;1.07E-09;1.71E-09;3.28E-05;;;
3.19999;1.67E-09;29.678015;-10;-1.06E-09;29.678015;;;3.19999;1.06E-09;1.67E-09;3.25E-05;;;
3.29999;1.64E-09;29.854018;-10.00001;-1.04E-09;29.854018;;;3.29999;1.04E-09;1.64E-09;3.23E-05;;;
3.4;1.61E-09;30.03279;-10;-1.03E-09;30.03279;;;3.4;1.03E-09;1.61E-09;3.20E-05;;;
3.5;1.58E-09;30.208867;-10;-1.01E-09;30.208867;;;3.5;1.01E-09;1.58E-09;3.18E-05;;;
3.59999;1.55E-09;30.384919;-10.00001;-9.99E-10;30.384919;;;3.59999;9.99E-10;1.55E-09;3.16E-05;;;
3.69999;1.52E-09;30.566235;-10;-9.87E-10;30.566235;;;3.69999;9.87E-10;1.52E-09;3.14E-05;;;
3.8;1.50E-09;30.742264;-10;-9.77E-10;30.742264;;;3.8;9.77E-10;1.50E-09;3.13E-05;;;
3.89999;1.47E-09;30.951944;-10.00001;-9.64E-10;30.951944;;;3.89999;9.64E-10;1.47E-09;3.10E-05;;;
4;1.44E-09;31.128204;-10.00001;-9.52E-10;31.128204;;;4;9.52E-10;1.44E-09;3.08E-05;;;
4.1;1.41E-09;31.304238;-10.00001;-9.39E-10;31.304238;;;4.1;9.39E-10;1.41E-09;3.06E-05;;;
4.2;1.40E-09;31.481707;-10.00001;-9.30E-10;31.481707;;;4.2;9.30E-10;1.40E-09;3.05E-05;;;
4.3;1.38E-09;31.657832;-10.00001;-9.21E-10;31.657832;;;4.3;9.21E-10;1.38E-09;3.03E-05;;;
4.4;1.36E-09;31.833829;-10.00001;-9.12E-10;31.833829;;;4.4;9.12E-10;1.36E-09;3.02E-05;;;
4.49999;1.34E-09;32.010105;-10;-9.04E-10;32.010105;;;4.49999;9.04E-10;1.34E-09;3.01E-05;;;
4.59999;1.31E-09;32.1862;-10.00001;-8.92E-10;32.1862;;;4.59999;8.92E-10;1.31E-09;2.99E-05;;;
4.7;1.29E-09;32.362246;-10;-8.82E-10;32.362246;;;4.7;8.82E-10;1.29E-09;2.97E-05;;;
4.79999;1.28E-09;32.541063;-10;-8.78E-10;32.541063;;;4.79999;8.78E-10;1.28E-09;2.96E-05;;;
4.9;1.26E-09;32.717292;-10;-8.68E-10;32.717292;;;4.9;8.68E-10;1.26E-09;2.95E-05;;;
5;1.24E-09;32.917109;-10;-8.57E-10;32.917109;;;5;8.57E-10;1.24E-09;2.93E-05;;;
