Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	2.9708e-09	1.3015e-08	-10.0	20.0
1.0	1.6557e-09	6.651e-09	-10.0	19.9
1.5	1.3178e-09	5.6319e-09	-10.0	19.8
2.0	1.1178e-09	5.0057e-09	-10.0	19.7
2.5	9.8026e-10	4.5759e-09	-10.0	19.6
3.0	8.8295e-10	4.2552e-09	-10.0	19.5
3.5	8.1042e-10	4.0237e-09	-10.0	19.4
4.0	7.5237e-10	3.822e-09	-10.0	19.3
4.5	7.0578e-10	3.6636e-09	-10.0	19.2
5.0	6.6813e-10	3.5368e-09	-10.0	19.1
5.5	6.3783e-10	3.4263e-09	-10.0	19.0
6.0	6.1132e-10	3.3326e-09	-10.0	18.9
6.5	5.8921e-10	3.2559e-09	-10.0	18.8
7.0	5.6913e-10	3.1859e-09	-10.0	18.7
7.5	5.5259e-10	3.1193e-09	-10.0	18.6
8.0	5.3598e-10	3.0689e-09	-10.0	18.5
8.5	5.237e-10	3.0231e-09	-10.0	18.4
9.0	5.1134e-10	2.9786e-09	-10.0	18.3
9.5	5.0058e-10	2.9392e-09	-10.0	18.2
10.0	4.9105e-10	2.909e-09	-10.0	18.1
10.5	4.8209e-10	2.8835e-09	-10.0	18.0
11.0	4.7388e-10	2.858e-09	-10.0	17.9
11.5	4.667e-10	2.8321e-09	-10.0	17.8
12.0	4.5928e-10	2.805e-09	-10.0	17.7
12.5	4.5232e-10	2.7821e-09	-10.0	17.6
13.0	4.4635e-10	2.766e-09	-10.0	17.5
13.5	4.41e-10	2.7428e-09	-10.0	17.4
14.0	4.3652e-10	2.7264e-09	-10.0	17.3
14.5	4.3177e-10	2.7105e-09	-10.0	17.2
15.0	4.2899e-10	2.6926e-09	-10.0	17.1
15.5	4.1062e-10	2.4927e-09	-10.0	17.0
16.0	4.1824e-10	2.673e-09	-10.0	16.9
16.5	4.1344e-10	2.6577e-09	-10.0	16.8
17.0	2.3385e-09	2.6645e-09	-10.0	16.7
17.5	3.2085e-09	6.8436e-09	-10.0	16.6
18.0	2.089e-09	6.4513e-09	-10.0	16.5
18.5	2.887e-09	4.7315e-09	-10.0	16.4
19.0	3.2681e-09	8.7218e-09	-10.0	16.3
19.5	3.3808e-09	6.2607e-09	-10.0	16.2
20.0	3.0386e-09	6.907e-09	-10.0	16.1
20.5	2.6976e-09	5.6785e-09	-10.0	16.0
21.0	2.9609e-09	6.1732e-09	-10.0	15.9
21.5	2.8129e-09	7.2408e-09	-10.0	15.8
22.0	3.5937e-09	8.5783e-09	-10.0	15.7
22.5	2.6549e-09	8.8117e-09	-10.0	15.6
23.0	2.7496e-09	6.2878e-09	-10.0	15.5
23.5	2.9503e-09	7.3605e-09	-10.0	15.4
24.0	3.2767e-09	7.2072e-09	-10.0	15.3
24.5	4.0828e-09	8.7212e-09	-10.0	15.2
25.0	3.671e-09	8.6117e-09	-10.0	15.1
25.5	3.8564e-09	9.031e-09	-10.0	15.0
26.0	3.846e-09	8.3969e-09	-10.0	14.9
26.5	3.5423e-09	8.0562e-09	-10.0	14.8
27.0	3.598e-09	7.7301e-09	-10.0	14.7
27.5	3.1183e-09	7.188e-09	-10.0	14.6
28.0	3.0023e-09	7.0586e-09	-10.0	14.5
28.5	4.1235e-09	7.8741e-09	-10.0	14.4
29.0	4.567e-09	8.5585e-09	-10.0	14.3
29.5	4.7461e-09	9.3707e-09	-10.0	14.2
30.0	4.9614e-09	9.3989e-09	-10.0	14.1
30.5	4.9923e-09	9.3615e-09	-10.0	14.0
31.0	5.1553e-09	9.2874e-09	-10.0	13.9
31.5	4.5805e-09	9.225e-09	-10.0	13.8
32.0	4.598e-09	8.1317e-09	-10.0	13.7
32.5	4.6137e-09	7.2163e-09	-10.0	13.6
33.0	4.8082e-09	7.4844e-09	-10.0	13.5
33.5	5.121e-09	8.4334e-09	-10.0	13.4
34.0	5.5431e-09	8.1395e-09	-10.0	13.3
34.5	5.7274e-09	9.0172e-09	-10.0	13.2
35.0	6.0204e-09	7.0321e-09	-10.0	13.1
35.5	7.018e-09	8.1403e-09	-10.0	13.0
36.0	7.4561e-09	8.2666e-09	-10.0	12.9
36.5	8.2955e-09	8.5627e-09	-10.0	12.8
37.0	8.5883e-09	8.2951e-09	-10.0	12.7
37.5	9.5376e-09	8.5313e-09	-10.0	12.6
38.0	1.0659e-08	8.9143e-09	-10.0	12.5
38.5	1.143e-08	9.486e-09	-10.0	12.4
39.0	1.2492e-08	8.9275e-09	-10.0	12.3
39.5	1.3895e-08	8.7299e-09	-10.0	12.2
40.0	1.5183e-08	8.8157e-09	-10.0	12.1
40.5	1.6266e-08	8.4419e-09	-10.0	12.0
41.0	1.8146e-08	8.701e-09	-10.0	11.9
41.5	2.0513e-08	8.4941e-09	-10.0	11.8
42.0	2.2618e-08	9.2521e-09	-10.0	11.7
42.5	2.5129e-08	9.0756e-09	-10.0	11.6
43.0	2.7461e-08	8.8621e-09	-10.0	11.5
43.5	3.0531e-08	8.4485e-09	-10.0	11.4
44.0	3.4023e-08	8.6557e-09	-10.0	11.3
44.5	3.7696e-08	8.784e-09	-10.0	11.2
45.0	4.1618e-08	8.746e-09	-10.0	11.1
45.5	4.5883e-08	8.7374e-09	-10.0	11.0
46.0	5.0506e-08	8.7468e-09	-10.0	10.9
46.5	5.5405e-08	8.8674e-09	-10.0	10.8
47.0	6.0607e-08	8.9393e-09	-10.0	10.7
47.5	6.6239e-08	8.8149e-09	-10.0	10.6
