#scan;iMeasureCycle=1;iMux=0;time=0.139;N=142;LocalTime=21/12/2023 12:09:11;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
8.5;3.61E-09;19.098032;-10;-8.35E-09;19.098032;;;8.5;8.35E-09;3.61E-09;9.14E-05;;;
9;3.47E-09;19.274012;-10.00001;-4.57E-09;19.274012;;;9;4.57E-09;3.47E-09;6.76E-05;;;
9.5;3.30E-09;19.465607;-10.00001;-2.76E-09;19.465607;;;9.5;2.76E-09;3.30E-09;5.25E-05;;;
10;3.20E-09;19.641726;-10;-1.96E-09;19.641726;;;10;1.96E-09;3.20E-09;4.42E-05;;;
10.5;3.11E-09;19.817746;-10.00001;-1.63E-09;19.817746;;;10.5;1.63E-09;3.11E-09;4.04E-05;;;
11;3.02E-09;19.99372;-10.00001;-1.51E-09;19.99372;;;11;1.51E-09;3.02E-09;3.88E-05;;;
11.5;2.95E-09;20.169778;-10;-1.46E-09;20.169778;;;11.5;1.46E-09;2.95E-09;3.82E-05;;;
11.99999;2.88E-09;20.345862;-10.00001;-1.42E-09;20.345862;;;11.99999;1.42E-09;2.88E-09;3.77E-05;;;
12.50001;2.82E-09;20.524523;-10.00001;-1.40E-09;20.524523;;;12.50001;1.40E-09;2.82E-09;3.74E-05;;;
13;2.78E-09;20.700559;-10.00001;-1.39E-09;20.700559;;;13;1.39E-09;2.78E-09;3.72E-05;;;
13.49999;2.74E-09;20.876638;-10;-1.37E-09;20.876638;;;13.49999;1.37E-09;2.74E-09;3.71E-05;;;
14;2.69E-09;21.058421;-10;-1.36E-09;21.058421;;;14;1.36E-09;2.69E-09;3.69E-05;;;
14.49999;2.66E-09;21.234521;-10.00001;-1.35E-09;21.234521;;;14.49999;1.35E-09;2.66E-09;3.67E-05;;;
15;2.62E-09;21.44403;-10;-1.33E-09;21.44403;;;15;1.33E-09;2.62E-09;3.65E-05;;;
15.5;2.60E-09;21.620058;-10;-1.33E-09;21.620058;;;15.5;1.33E-09;2.60E-09;3.64E-05;;;
15.99999;2.57E-09;21.796106;-10;-1.32E-09;21.796106;;;15.99999;1.32E-09;2.57E-09;3.63E-05;;;
16.49999;2.54E-09;21.974046;-10;-1.31E-09;21.974046;;;16.49999;1.31E-09;2.54E-09;3.61E-05;;;
16.99999;2.52E-09;22.150098;-10;-1.30E-09;22.150098;;;16.99999;1.30E-09;2.52E-09;3.60E-05;;;
17.49999;2.51E-09;22.326086;-10;-1.29E-09;22.326086;;;17.49999;1.29E-09;2.51E-09;3.60E-05;;;
17.99999;2.49E-09;22.502103;-10.00001;-1.28E-09;22.502103;;;17.99999;1.28E-09;2.49E-09;3.58E-05;;;
18.5;2.47E-09;22.67817;-10;-1.27E-09;22.67817;;;18.5;1.27E-09;2.47E-09;3.57E-05;;;
19;2.46E-09;22.854173;-10.00001;-1.27E-09;22.854173;;;19;1.27E-09;2.46E-09;3.57E-05;;;
19.5;2.44E-09;23.032885;-10.00001;-1.26E-09;23.032885;;;19.5;1.26E-09;2.44E-09;3.55E-05;;;
20;2.42E-09;23.208898;-10.00001;-1.26E-09;23.208898;;;20;1.26E-09;2.42E-09;3.54E-05;;;
