Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	8.6039e-10	3.9691e-09	-10.0	15.0
1.0	4.6784e-10	1.3774e-09	-10.0	14.9
1.5	3.5015e-10	9.7698e-10	-10.0	14.8
2.0	2.7637e-10	7.321e-10	-10.0	14.7
2.5	2.2895e-10	5.708e-10	-10.0	14.6
3.0	1.9346e-10	4.5757e-10	-10.0	14.5
3.5	1.6892e-10	3.7502e-10	-10.0	14.4
4.0	1.4973e-10	3.1453e-10	-10.0	14.3
4.5	1.3465e-10	2.6257e-10	-10.0	14.2
5.0	1.2164e-10	2.235e-10	-10.0	14.1
5.5	1.118e-10	1.9193e-10	-10.0	14.0
6.0	1.0377e-10	1.6692e-10	-10.0	13.9
6.5	9.6701e-11	1.4562e-10	-10.0	13.8
7.0	9.0125e-11	1.265e-10	-10.0	13.7
7.5	8.36e-11	1.0973e-10	-10.0	13.6
8.0	7.8243e-11	9.5679e-11	-10.0	13.5
8.5	7.372e-11	8.2761e-11	-10.0	13.4
9.0	6.9917e-11	6.9956e-11	-10.0	13.3
9.5	6.6109e-11	5.8439e-11	-10.0	13.2
10.0	6.2707e-11	4.7873e-11	-10.0	13.1
10.5	5.9987e-11	3.8236e-11	-10.0	13.0
11.0	5.7937e-11	2.9024e-11	-10.0	12.9
11.5	5.5999e-11	2.1555e-11	-10.0	12.8
12.0	5.4773e-11	1.4261e-11	-10.0	12.7
12.5	5.4694e-11	6.6018e-12	-10.0	12.6
13.0	5.7759e-11	3.3378e-14	-10.0	12.5
13.5	6.422e-11	6.1071e-12	-10.0	12.4
14.0	7.0077e-11	1.1708e-11	-10.0	12.3
14.5	7.9476e-11	1.7027e-11	-10.0	12.2
15.0	9.4695e-11	1.4846e-11	-10.0	12.1
15.5	1.07e-10	1.4151e-10	-10.0	12.0
16.0	1.364e-10	3.3896e-11	-10.0	11.9
16.5	1.6932e-10	3.8234e-11	-10.0	11.8
17.0	2.1542e-10	4.2331e-11	-10.0	11.7
17.5	2.74e-10	4.6668e-11	-10.0	11.6
18.0	3.5648e-10	5.1851e-11	-10.0	11.5
18.5	4.6221e-10	5.7511e-11	-10.0	11.4
19.0	5.8141e-10	6.361e-11	-10.0	11.3
19.5	7.2683e-10	6.9179e-11	-10.0	11.2
20.0	9.1278e-10	7.5502e-11	-10.0	11.1
20.5	1.1455e-09	8.3159e-11	-10.0	11.0
21.0	1.4432e-09	9.217e-11	-10.0	10.9
21.5	1.7997e-09	1.0137e-10	-10.0	10.8
22.0	2.2307e-09	1.1126e-10	-10.0	10.7
22.5	2.7716e-09	1.2154e-10	-10.0	10.6
23.0	3.4322e-09	1.3132e-10	-10.0	10.5
23.5	4.2294e-09	1.4272e-10	-10.0	10.4
24.0	5.163e-09	1.5418e-10	-10.0	10.3
24.5	6.2358e-09	1.6845e-10	-10.0	10.2
25.0	7.49e-09	1.838e-10	-10.0	10.1
25.5	8.9549e-09	1.9976e-10	-10.0	10.0
26.0	1.0668e-08	2.1706e-10	-10.0	9.9
26.5	1.2649e-08	2.3436e-10	-10.0	9.8
27.0	1.4892e-08	2.467e-10	-10.0	9.7
27.5	1.7457e-08	2.5671e-10	-10.0	9.6
28.0	2.0502e-08	2.6083e-10	-10.0	9.5
28.5	2.3948e-08	2.6035e-10	-10.0	9.4
29.0	2.7892e-08	2.5764e-10	-10.0	9.3
29.5	3.2321e-08	2.5e-10	-10.0	9.2
30.0	3.7438e-08	2.4096e-10	-10.0	9.1
30.5	4.3152e-08	3.0004e-10	-10.0	9.0
31.0	4.9698e-08	3.0035e-10	-10.0	8.9
31.5	5.6883e-08	2.3025e-10	-10.0	8.8
32.0	6.5013e-08	2.245e-10	-10.0	8.7
32.5	7.4118e-08	2.2194e-10	-10.0	8.6
33.0	8.4098e-08	2.1766e-10	-10.0	8.5
33.5	9.5257e-08	2.1232e-10	-10.0	8.4
34.0	1.0738e-07	2.0736e-10	-10.0	8.3
34.5	1.2091e-07	2.3833e-10	-10.0	8.2
35.0	1.3596e-07	2.0086e-10	-10.0	8.1
35.5	1.5222e-07	1.9029e-10	-10.0	8.0
36.0	1.7e-07	1.8564e-10	-10.0	7.9
36.5	1.8983e-07	1.8682e-10	-10.0	7.8
37.0	2.116e-07	1.8022e-10	-10.0	7.7
37.5	2.3509e-07	1.7237e-10	-10.0	7.6
38.0	2.6084e-07	1.6385e-10	-10.0	7.5
38.5	2.886e-07	1.6056e-10	-10.0	7.4
39.0	3.1861e-07	1.535e-10	-10.0	7.3
39.5	3.512e-07	1.4232e-10	-10.0	7.2
40.0	3.8614e-07	1.4249e-10	-10.0	7.1
40.5	4.2362e-07	1.3636e-10	-10.0	7.0
41.0	4.6367e-07	1.3496e-10	-10.0	6.9
41.5	5.0685e-07	1.2884e-10	-10.0	6.8
42.0	5.5299e-07	1.2409e-10	-10.0	6.7
42.5	6.0226e-07	1.2286e-10	-10.0	6.6
43.0	6.5475e-07	1.207e-10	-10.0	6.5
43.5	7.1095e-07	1.1253e-10	-10.0	6.4
44.0	7.7104e-07	1.1485e-10	-10.0	6.3
44.5	8.3462e-07	1.1324e-10	-10.0	6.2
45.0	9.0264e-07	1.1126e-10	-10.0	6.1
45.5	9.7375e-07	8.8096e-11	-10.0	6.0
46.0	1.0506e-06	4.989e-10	-10.0	5.9
46.5	1.1305e-06	1.2785e-10	-10.0	5.8
47.0	1.2155e-06	1.0774e-10	-10.0	5.7
47.5	1.3048e-06	1.0539e-10	-10.0	5.6
48.0	1.3987e-06	1.0366e-10	-10.0	5.5
48.5	1.4982e-06	1.0868e-10	-10.0	5.4
49.0	1.6027e-06	1.0559e-10	-10.0	5.3
49.5	1.7131e-06	1.0992e-10	-10.0	5.2
50.0	1.8273e-06	1.0268e-10	-10.0	5.1
50.5	1.9483e-06	1.0314e-10	-10.0	5.0
51.0	2.0748e-06	9.424e-11	-10.0	4.9
51.5	2.2075e-06	1.0232e-10	-10.0	4.8
52.0	2.3479e-06	9.5886e-11	-10.0	4.7
52.5	2.493e-06	1.0032e-10	-10.0	4.6
53.0	2.6464e-06	9.9008e-11	-10.0	4.5
53.5	2.8063e-06	9.9059e-11	-10.0	4.4
54.0	2.9732e-06	9.913e-11	-10.0	4.3
54.5	3.1477e-06	1.0108e-10	-10.0	4.2
55.0	3.329e-06	9.6963e-11	-10.0	4.1
55.5	3.5182e-06	9.8798e-11	-10.0	4.0
