#scan;iMeasureCycle=1;iMux=0;time=0.141;N=202;LocalTime=20/12/2023 11:41:54;;;;;;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);;|IDrain|^1/2 (A^1/2);;;;|IDrain|_off_avg;;|IDrain|_max;ON/OFF
1.5;3.46E-10;4.598303;-10.00001;-8.49E-09;4.598303;;;1.5;8.49E-09;3.46E-10;;9.21E-05;;;;;;;
1.4;3.39E-10;4.719492;-10.00001;-1.04E-08;4.719492;;;1.4;1.04E-08;3.39E-10;;0.000102115;;;;;;;
1.3;3.97E-10;4.885873;-10.00001;-1.27E-08;4.885873;;;1.3;1.27E-08;3.97E-10;;0.000112574;;;;;;;
1.2;3.18E-10;5.008272;-10.00001;-1.51E-08;5.008272;;;1.2;1.51E-08;3.18E-10;;0.000123024;;;;;;;
1.1;2.77E-10;5.13059;-10.00001;-1.81E-08;5.13059;;;1.1;1.81E-08;2.77E-10;;0.000134455;;;;;;;
1;2.56E-10;5.252983;-10.00001;-2.18E-08;5.252983;;;1;2.18E-08;2.56E-10;;0.000147523;;;;;;;
0.9;2.18E-10;5.375335;-10.00001;-2.66E-08;5.375335;;;0.9;2.66E-08;2.18E-10;;0.000163161;;;;;;;
0.8;1.44E-10;5.497712;-10.00001;-3.37E-08;5.497712;;;0.8;3.37E-08;1.44E-10;;0.000183652;;;;;;;
0.7;2.51E-11;5.620019;-10.00001;-4.59E-08;5.620019;;;0.7;4.59E-08;2.51E-11;;0.000214137;;;;;;;
0.6;-1.46E-10;5.742399;-10;-6.90E-08;5.742399;;;0.6;6.90E-08;1.46E-10;;0.000262682;;;;;;;
0.5;-2.83E-10;5.879873;-10;-1.14E-07;5.879873;;;0.5;1.14E-07;2.83E-10;;0.00033705;;;;;;;
0.4;-6.78E-10;6.002264;-10;-1.83E-07;6.002264;;;0.4;1.83E-07;6.78E-10;;0.000428305;;;;;;;
0.3;-8.53E-10;6.124606;-10;-2.90E-07;6.124606;;;0.3;2.90E-07;8.53E-10;;0.000538542;;;;;;;
0.2;-9.40E-10;6.246966;-10;-4.30E-07;6.246966;;;0.2;4.30E-07;9.40E-10;;0.000655867;;;;;;;
0.1;-9.95E-10;6.372335;-10;-6.03E-07;6.372335;;;0.1;6.03E-07;9.95E-10;;0.00077658;;;;;;;
0;-1.10E-09;6.494721;-10;-8.03E-07;6.494721;;;0;8.03E-07;1.10E-09;;0.000896225;;;;;;;
-0.1;-9.02E-10;6.639231;-10;-1.05E-06;6.639231;;;-0.1;1.05E-06;9.02E-10;;0.001025071;;;;;;;
-0.2;-1.22E-09;6.761596;-10;-1.30E-06;6.761596;;;-0.2;1.30E-06;1.22E-09;;0.00113806;;;;;;;
-0.3;-1.35E-09;6.883969;-10;-1.58E-06;6.883969;;;-0.3;1.58E-06;1.35E-09;;0.001255444;;;;;;;
-0.4;-1.45E-09;7.006458;-10;-1.88E-06;7.006458;;;-0.4;1.88E-06;1.45E-09;;0.001372261;;;;;;;
-0.5;-1.54E-09;7.128772;-10;-2.21E-06;7.128772;;;-0.5;2.21E-06;1.54E-09;;0.001487716;;;;;;;
-0.6;-1.65E-09;7.251143;-10;-2.56E-06;7.251143;;;-0.6;2.56E-06;1.65E-09;;0.001601518;;;;;;;
-0.7;-1.74E-09;7.373506;-10;-2.94E-06;7.373506;;;-0.7;2.94E-06;1.74E-09;;0.001714062;;;;;;;
-0.8;-1.84E-09;7.495889;-10;-3.33E-06;7.495889;;;-0.8;3.33E-06;1.84E-09;;0.001824777;;;;;;;
-0.9;-1.94E-09;7.618233;-10;-3.74E-06;7.618233;;;-0.9;3.74E-06;1.94E-09;;0.001934133;;;;;;;
-1;-2.06E-09;7.740594;-10;-4.17E-06;7.740594;;;-1;4.17E-06;2.06E-09;;0.00204149;;;;;;;
-1.1;-2.03E-09;7.871888;-10;-4.63E-06;7.871888;;;-1.1;4.63E-06;2.03E-09;;0.00215093;;;;;;;
-1.2;-2.24E-09;7.994297;-10;-5.08E-06;7.994297;;;-1.2;5.08E-06;2.24E-09;;0.002253098;;;;;;;
-1.3;-2.39E-09;8.116618;-10;-5.55E-06;8.116618;;;-1.3;5.55E-06;2.39E-09;;0.002356045;;;;;;;
-1.4;-2.50E-09;8.238969;-10;-6.04E-06;8.238969;;;-1.4;6.04E-06;2.50E-09;;0.002457613;;;;;;;
-1.5;-2.47E-09;8.372882;-10;-6.56E-06;8.372882;;;-1.5;6.56E-06;2.47E-09;;0.002562046;;;;;;;
-1.6;-2.72E-09;8.495295;-10;-7.07E-06;8.495295;;;-1.6;7.07E-06;2.72E-09;;0.002658372;;;;;;;
-1.7;-2.87E-09;8.617685;-10;-7.59E-06;8.617685;;;-1.7;7.59E-06;2.87E-09;;0.002755671;;;;;;;
-1.8;-3.01E-09;8.740043;-10;-8.14E-06;8.740043;;;-1.8;8.14E-06;3.01E-09;;0.002852599;;;;;;;
-1.9;-2.98E-09;8.873916;-10;-8.71E-06;8.873916;;;-1.9;8.71E-06;2.98E-09;;0.002952076;;;;;;;
-2;-3.23E-09;8.996324;-10;-9.26E-06;8.996324;;;-2;9.26E-06;3.23E-09;;0.003043519;;;;;;;
-2.1;-3.39E-09;9.118636;-10;-9.84E-06;9.118636;;;-2.1;9.84E-06;3.39E-09;;0.003136251;;;;;;;
-2.2;-3.54E-09;9.240985;-10;-1.04E-05;9.240985;;;-2.2;1.04E-05;3.54E-09;;0.003228235;;;;;;;
-2.3;-3.46E-09;9.37805;-10;-1.11E-05;9.37805;;;-2.3;1.11E-05;3.46E-09;;0.003324319;;;;;;;
-2.4;-3.78E-09;9.500469;-10;-1.16E-05;9.500469;;;-2.4;1.16E-05;3.78E-09;;0.003410484;;;;;;;
-2.5;-3.96E-09;9.622802;-10;-1.22E-05;9.622802;;;-2.5;1.22E-05;3.96E-09;;0.0034986;;;;;;;
-2.6;-4.10E-09;9.745186;-10;-1.29E-05;9.745186;;;-2.6;1.29E-05;4.10E-09;;0.003586572;;;;;;;
-2.7;-4.15E-09;9.875759;-10;-1.35E-05;9.875759;;;-2.7;0.000013514;4.15E-09;;0.003676139;;;;;;;
-2.8;-4.41E-09;9.998168;-10;-1.41E-05;9.998168;;;-2.8;1.41E-05;4.41E-09;;0.003760505;;;;;;;
-2.9;-4.56E-09;10.120524;-10;-1.48E-05;10.120524;;;-2.9;1.48E-05;4.56E-09;;0.003845101;;;;;;;
-3;-4.72E-09;10.242879;-10;-1.54E-05;10.242879;;;-3;1.54E-05;4.72E-09;;0.003929338;;;;;;;
-3.1;-4.70E-09;10.376926;-10;-1.61E-05;10.376926;;;-3.1;1.61E-05;4.70E-09;;0.004015333;;;;;;;
-3.2;-5.05E-09;10.499358;-10;-1.68E-05;10.499358;;;-3.2;0.000016774;5.05E-09;;0.004095607;;;;;;;
-3.3;-5.19E-09;10.621692;-10;-1.74E-05;10.621692;;;-3.3;1.74E-05;5.19E-09;;0.004176793;;;;;;;
-3.4;-5.37E-09;10.744063;-10;-1.81E-05;10.744063;;;-3.4;1.81E-05;5.37E-09;;0.004258345;;;;;;;
-3.5;-5.38E-09;10.878202;-10;-1.88E-05;10.878202;;;-3.5;1.88E-05;5.38E-09;;0.004341325;;;;;;;
-3.6;-5.69E-09;11.000627;-10;-1.95E-05;11.000627;;;-3.6;1.95E-05;5.69E-09;;0.004417907;;;;;;;
-3.7;-5.89E-09;11.122955;-10;-2.02E-05;11.122955;;;-3.7;2.02E-05;5.89E-09;;0.004495798;;;;;;;
-3.8;-6.02E-09;11.245333;-10;-2.09E-05;11.245333;;;-3.8;2.09E-05;6.02E-09;;0.004573281;;;;;;;
-3.9;-5.80E-09;11.406637;-10;-2.17E-05;11.406637;;;-3.9;2.17E-05;5.80E-09;;0.004657532;;;;;;;
-4;-6.34E-09;11.529033;-10;-2.23E-05;11.529033;;;-4;2.23E-05;6.34E-09;;0.004727346;;;;;;;
-4.10001;-6.23E-09;11.6789;-10;-2.31E-05;11.6789;;;-4.10001;2.31E-05;6.23E-09;;0.004807026;;;;;;;
-4.2;-6.39E-09;11.828779;-10;-2.38E-05;11.828779;;;-4.2;0.000023835;6.39E-09;;0.00488211;;;;;;;
-4.30001;-6.58E-09;12.000545;-10;-2.46E-05;12.000545;;;-4.30001;2.46E-05;6.58E-09;;0.004957025;;;;;;;
-4.40001;-6.76E-09;12.150307;-10;-2.53E-05;12.150307;;;-4.40001;2.53E-05;6.76E-09;;0.005029841;;;;;;;
-4.50001;-6.98E-09;12.30013;-10;-2.60E-05;12.30013;;;-4.50001;0.000026037;6.98E-09;;0.005102646;;;;;;;
-4.6;-7.17E-09;12.449999;-10;-2.68E-05;12.449999;;;-4.6;2.68E-05;7.17E-09;;0.005174534;;;;;;;
-4.70001;-7.37E-09;12.600269;-10;-2.75E-05;12.600269;;;-4.70001;2.75E-05;7.37E-09;;0.00524638;;;;;;;
-4.8;-7.56E-09;12.750146;-10;-2.83E-05;12.750146;;;-4.8;2.83E-05;7.56E-09;;0.005317753;;;;;;;
-4.9;-7.63E-09;12.910575;-10;-2.90E-05;12.910575;;;-4.9;2.90E-05;7.63E-09;;0.005388757;;;;;;;
-5;-7.88E-09;13.060476;-10;-2.98E-05;13.060476;;;-5;2.98E-05;7.88E-09;;0.005456766;;;;;;;
-5;-7.47E-09;13.182852;-10;-2.99E-05;13.182852;;;-5;2.99E-05;7.47E-09;;0.005464174;;;;;;;
-4.90001;-6.20E-09;13.3052;-10;-2.93E-05;13.3052;;;-4.90001;2.93E-05;6.20E-09;;0.005409445;;;;;;;
-4.80001;-5.80E-09;13.427636;-10;-2.85E-05;13.427636;;;-4.80001;2.85E-05;5.80E-09;;0.005342724;;;;;;;
-4.70001;-5.55E-09;13.550027;-10;-2.78E-05;13.550027;;;-4.70001;0.000027811;5.55E-09;;0.005273614;;;;;;;
-4.6;-5.31E-09;13.672428;-10;-2.71E-05;13.672428;;;-4.6;2.71E-05;5.31E-09;;0.005202567;;;;;;;
-4.50001;-5.07E-09;13.794759;-10;-2.63E-05;13.794759;;;-4.50001;2.63E-05;5.07E-09;;0.005132183;;;;;;;
-4.40001;-4.86E-09;13.91714;-10;-2.56E-05;13.91714;;;-4.40001;2.56E-05;4.86E-09;;0.005060326;;;;;;;
-4.30001;-4.65E-09;14.039529;-10;-2.49E-05;14.039529;;;-4.30001;0.00002488;4.65E-09;;0.004987986;;;;;;;
-4.20001;-4.42E-09;14.161846;-10;-2.42E-05;14.161846;;;-4.20001;2.42E-05;4.42E-09;;0.004915292;;;;;;;
-4.10001;-4.21E-09;14.284241;-10;-2.34E-05;14.284241;;;-4.10001;2.34E-05;4.21E-09;;0.004841756;;;;;;;
-4.00001;-4.01E-09;14.406615;-10;-2.27E-05;14.406615;;;-4.00001;2.27E-05;4.01E-09;;0.004767232;;;;;;;
-3.9;-3.79E-09;14.529012;-10;-2.20E-05;14.529012;;;-3.9;2.20E-05;3.79E-09;;0.004692057;;;;;;;
-3.80001;-3.61E-09;14.651354;-10;-2.13E-05;14.651354;;;-3.80001;2.13E-05;3.61E-09;;0.004616611;;;;;;;
-3.70001;-3.41E-09;14.773722;-10;-2.06E-05;14.773722;;;-3.70001;2.06E-05;3.41E-09;;0.004539736;;;;;;;
-3.60001;-3.21E-09;14.896074;-10;-1.99E-05;14.896074;;;-3.60001;1.99E-05;3.21E-09;;0.004462679;;;;;;;
-3.50001;-3.02E-09;15.018474;-10;-1.92E-05;15.018474;;;-3.50001;1.92E-05;3.02E-09;;0.004384541;;;;;;;
-3.40001;-2.84E-09;15.140791;-10;-1.85E-05;15.140791;;;-3.40001;1.85E-05;2.84E-09;;0.004305717;;;;;;;
-3.30001;-2.64E-09;15.263167;-10;-1.79E-05;15.263167;;;-3.30001;1.79E-05;2.64E-09;;0.004225825;;;;;;;
-3.20001;-2.53E-09;15.389456;-10;-1.72E-05;15.389456;;;-3.20001;0.000017176;2.53E-09;;0.004144394;;;;;;;
-3.1;-2.29E-09;15.511853;-10;-1.65E-05;15.511853;;;-3.1;0.000016515;2.29E-09;;0.004063865;;;;;;;
-3.00001;-2.11E-09;15.634204;-10;-1.59E-05;15.634204;;;-3.00001;1.59E-05;2.11E-09;;0.003981997;;;;;;;
-2.90001;-1.94E-09;15.756577;-10;-1.52E-05;15.756577;;;-2.90001;1.52E-05;1.94E-09;;0.003898949;;;;;;;
-2.80001;-1.92E-09;15.889151;-10;-1.45E-05;15.889151;;;-2.80001;1.45E-05;1.92E-09;;0.003812204;;;;;;;
-2.70001;-1.63E-09;16.011552;-10;-1.39E-05;16.011552;;;-2.70001;1.39E-05;1.63E-09;;0.003729531;;;;;;;
-2.60001;-1.44E-09;16.133882;-10;-1.33E-05;16.133882;;;-2.60001;1.33E-05;1.44E-09;;0.003644681;;;;;;;
-2.5;-1.28E-09;16.256275;-10;-1.27E-05;16.256275;;;-2.5;1.27E-05;1.28E-09;;0.00355764;;;;;;;
-2.40001;-1.29E-09;16.390132;-10;-1.20E-05;16.390132;;;-2.40001;0.000012013;1.29E-09;;0.003465977;;;;;;;
-2.30001;-1.00E-09;16.512544;-10;-1.14E-05;16.512544;;;-2.30001;1.14E-05;1.00E-09;;0.003380281;;;;;;;
-2.20001;-8.21E-10;16.634888;-10;-1.08E-05;16.634888;;;-2.20001;1.08E-05;8.21E-10;;0.003291064;;;;;;;
-2.10001;-6.69E-10;16.757277;-10;-1.02E-05;16.757277;;;-2.10001;1.02E-05;6.69E-10;;0.003200266;;;;;;;
-2.00001;-6.87E-10;16.891118;-10;-9.64E-06;16.891118;;;-2.00001;9.64E-06;6.87E-10;;0.003104287;;;;;;;
-1.9;-4.12E-10;17.013519;-10;-9.08E-06;17.013519;;;-1.9;9.08E-06;4.12E-10;;0.00301405;;;;;;;
-1.80001;-2.83E-10;17.1385;-10;-8.52E-06;17.1385;;;-1.80001;8.52E-06;2.83E-10;;0.002918344;;;;;;;
-1.70001;-1.12E-10;17.260847;-10;-7.97E-06;17.260847;;;-1.70001;7.97E-06;1.12E-10;;0.002823786;;;;;;;
-1.60001;-1.04E-10;17.392141;-10;-7.42E-06;17.392141;;;-1.60001;7.42E-06;1.04E-10;;0.002723498;;;;;;;
-1.50001;1.29E-10;17.51455;-10;-6.91E-06;17.51455;;;-1.50001;6.91E-06;1.29E-10;;0.002627813;;;;;;;
-1.40001;2.79E-10;17.636885;-10;-6.39E-06;17.636885;;;-1.40001;6.39E-06;2.79E-10;;0.002528772;;;;;;;
-1.3;4.06E-10;17.759255;-10;-5.90E-06;17.759255;;;-1.3;5.90E-06;4.06E-10;;0.002428077;;;;;;;
-1.20001;3.56E-10;17.893099;-10;-5.39E-06;17.893099;;;-1.20001;5.39E-06;3.56E-10;;0.002321528;;;;;;;
-1.10001;6.05E-10;18.01549;-10;-4.93E-06;18.01549;;;-1.10001;4.93E-06;6.05E-10;;0.002220962;;;;;;;
-1.00001;7.41E-10;18.137815;-10;-4.48E-06;18.137815;;;-1.00001;4.48E-06;7.41E-10;;0.002116455;;;;;;;
-0.90001;8.53E-10;18.26019;-10;-4.04E-06;18.26019;;;-0.90001;4.04E-06;8.53E-10;;0.002009744;;;;;;;
-0.80001;7.84E-10;18.39436;-10;-3.60E-06;18.39436;;;-0.80001;3.60E-06;7.84E-10;;0.00189681;;;;;;;
-0.70001;1.02E-09;18.516751;-10;-3.20E-06;18.516751;;;-0.70001;3.20E-06;1.02E-09;;0.001790142;;;;;;;
-0.60001;1.14E-09;18.639106;-10;-2.82E-06;18.639106;;;-0.60001;2.82E-06;1.14E-09;;0.001679214;;;;;;;
-0.50001;1.23E-09;18.761467;-10;-2.45E-06;18.761467;;;-0.50001;2.45E-06;1.23E-09;;0.001566043;;;;;;;
-0.40001;1.16E-09;18.895057;-10;-2.09E-06;18.895057;;;-0.40001;2.09E-06;1.16E-09;;0.001445645;;;;;;;
-0.30001;1.36E-09;19.017457;-10;-1.77E-06;19.017457;;;-0.30001;1.77E-06;1.36E-09;;0.001332036;;;;;;;
-0.20001;1.46E-09;19.139798;-10;-1.47E-06;19.139798;;;-0.20001;1.47E-06;1.46E-09;;0.001214092;;;;;;;
-0.10001;1.52E-09;19.262179;-10;-1.20E-06;19.262179;;;-0.10001;1.20E-06;1.52E-09;;0.001094034;;;;;;;
-1.00E-05;1.42E-09;19.39607;-10;-9.36E-07;19.39607;;;-1.00E-05;9.36E-07;1.42E-09;;0.000967621;;;;;;;
0.09999;1.56E-09;19.521253;-10;-7.19E-07;19.521253;;;0.09999;7.19E-07;1.56E-09;;0.000847787;;;;;;;
0.19999;1.66E-09;19.643572;-10;-5.28E-07;19.643572;;;0.19999;5.28E-07;1.66E-09;;0.000726528;;;;;;;
0.29999;1.67E-09;19.765945;-10;-3.64E-07;19.765945;;;0.29999;3.64E-07;1.67E-09;;0.000603373;;;;;;;
0.39999;1.47E-09;19.897096;-10;-2.28E-07;19.897096;;;0.39999;2.28E-07;1.47E-09;;0.000477612;;;;;;;
0.49999;1.42E-09;20.019471;-10;-1.34E-07;20.019471;;;0.49999;1.34E-07;1.42E-09;;0.000365742;;;;;;;
0.59999;1.14E-09;20.159098;-10.00001;-7.39E-08;20.159098;;;0.59999;7.39E-08;1.14E-09;;0.000271832;;;;;;;
0.69999;1.13E-09;20.281437;-10.00001;-4.54E-08;20.281437;;;0.69999;4.54E-08;1.13E-09;;0.000213144;;;;;;;
0.79999;1.02E-09;20.406097;-10.00001;-3.14E-08;20.406097;;;0.79999;3.14E-08;1.02E-09;;0.000177092;;;;;;;
0.89999;9.30E-10;20.528467;-10.00001;-2.39E-08;20.528467;;;0.89999;2.39E-08;9.30E-10;;0.000154605;;;;;;;
0.99999;8.60E-10;20.650782;-10.00001;-1.91E-08;20.650782;;;0.99999;1.91E-08;8.60E-10;;0.000138367;;;;;;;
1.09999;8.04E-10;20.773155;-10.00001;-1.57E-08;20.773155;;;1.09999;1.57E-08;8.04E-10;;0.000125307;;;;;;;
1.19999;7.50E-10;20.899778;-10.00001;-1.31E-08;20.899778;;;1.19999;1.31E-08;7.50E-10;;0.000114296;;;;;;;
1.29999;7.33E-10;21.022257;-10.00001;-1.09E-08;21.022257;;;1.29999;1.09E-08;7.33E-10;;0.00010456;;;;;;;
1.39999;7.11E-10;21.144566;-10.00001;-9.11E-09;21.144566;;;1.39999;9.11E-09;7.11E-10;;9.54E-05;;;;;;;
1.49999;6.68E-10;21.281835;-10;-7.45E-09;21.281835;;;1.49999;7.45E-09;6.68E-10;;8.63E-05;;;;;;;
1.59999;6.88E-10;21.403853;-10;-6.06E-09;21.403853;;;1.59999;6.06E-09;6.88E-10;;7.78E-05;;;;;;;
1.69999;6.81E-10;21.52511;-10;-4.84E-09;21.52511;;;1.69999;4.84E-09;6.81E-10;;6.96E-05;;;;;;;
1.79999;6.74E-10;21.64627;-10;-3.83E-09;21.64627;;;1.79999;3.83E-09;6.74E-10;;6.19E-05;;;;;;;
1.89999;6.66E-10;21.767478;-10;-3.02E-09;21.767478;;;1.89999;3.02E-09;6.66E-10;;5.50E-05;;;;;;;
1.99999;6.56E-10;21.89146;-10;-2.38E-09;21.89146;;;1.99999;2.38E-09;6.56E-10;;4.88E-05;;;;;;;
2.09999;6.58E-10;22.012725;-10;-1.87E-09;22.012725;;;2.09999;1.87E-09;6.58E-10;;4.33E-05;;;;;;;
2.19999;6.53E-10;22.133913;-10;-1.45E-09;22.133913;;;2.19999;1.45E-09;6.53E-10;;3.81E-05;;;;;;;
2.29999;6.49E-10;22.255104;-10;-1.13E-09;22.255104;;;2.29999;1.13E-09;6.49E-10;;3.35E-05;;;;;;;
2.39999;6.07E-10;22.393194;-10;-8.53E-10;22.393194;;;2.39999;8.53E-10;6.07E-10;;2.92E-05;;;;;;;
2.49999;6.41E-10;22.514494;-10;-6.76E-10;22.514494;;;2.49999;6.76E-10;6.41E-10;;2.60E-05;;;;;;;
2.59999;6.35E-10;22.635712;-10;-5.45E-10;22.635712;;;2.59999;5.45E-10;6.35E-10;;2.34E-05;;;;;;;
2.69999;6.36E-10;22.757049;-10;-4.45E-10;22.757049;;;2.69999;4.45E-10;6.36E-10;;2.11E-05;;;;;;;
2.79999;5.97E-10;22.893402;-10;-3.55E-10;22.893402;;;2.79999;3.55E-10;5.97E-10;;1.88E-05;;;;;;;
2.89999;6.28E-10;23.014666;-10;-3.07E-10;23.014666;;;2.89999;3.07E-10;6.28E-10;;1.75E-05;;;;;;;
2.99999;6.22E-10;23.135854;-10;-2.57E-10;23.135854;;;2.99999;2.57E-10;6.22E-10;;1.60E-05;;;;;;;
3.09999;6.22E-10;23.257046;-10;-2.28E-10;23.257046;;;3.09999;2.28E-10;6.22E-10;;1.51E-05;;;;;;;
3.19999;5.85E-10;23.394377;-10;-1.97E-10;23.394377;;;3.19999;1.97E-10;5.85E-10;;1.40E-05;;;;;;;
3.29999;6.18E-10;23.515643;-10;-2.05E-10;23.515643;;;3.29999;2.05E-10;6.18E-10;;1.43E-05;;;;;;;
3.39999;6.14E-10;23.636876;-10;-2.01E-10;23.636876;;;3.39999;2.01E-10;6.14E-10;;1.42E-05;;;;;;;
3.49999;6.11E-10;23.758071;-10;-1.99E-10;23.758071;;;3.49999;1.99E-10;6.11E-10;;1.41E-05;;;;;;;
3.59999;5.74E-10;23.89613;-10;-1.84E-10;23.89613;;;3.59999;1.84E-10;5.74E-10;;1.36E-05;;;;;;;
3.69999;6.07E-10;24.017395;-10;-1.97E-10;24.017395;;;3.69999;1.97E-10;6.07E-10;;1.40E-05;;;;;;;
3.79999;6.06E-10;24.138567;-10;-1.97E-10;24.138567;;;3.79999;1.97E-10;6.06E-10;;1.40E-05;;;;;;;
3.89999;6.04E-10;24.259764;-10;-1.96E-10;24.259764;;;3.89999;1.96E-10;6.04E-10;;1.40E-05;;;;;;;
3.99999;5.68E-10;24.397097;-10;-1.82E-10;24.397097;;;3.99999;1.82E-10;5.68E-10;;1.35E-05;;;;;;;
