File Name: 30_Sample6_device1_trfSat_dark.dat;;;;;;;;
File Data: 21/11/2023;10:36:04;;;;;;;
Start V: 0;;;;;;;;
Step V: 0;;;;;;;;
Stop V: 0;;;;;;;;
Range V: 200;;;;;;;;
Delay(ms): 0;;;;;;;;
Auorange: yes;;;;;;;;
Sweep type: log;;;;;;;;
Instrument Meter: SM2614;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;|IDrain|, |IGate| (A);|IGate| (A)
1.95E+04;1.00E+00;1.06E-11;-3.10E+01;2.54E-11;;;1.0611E-11;2.5415E-11
2.00E+04;1.00E+00;1.60E-11;-3.05E+01;2.63E-11;;;1.6004E-11;2.628E-11
2.05E+04;1.00E+00;2.34E-11;-3.00E+01;2.77E-11;;;2.3409E-11;2.7666E-11
2.10E+04;1.00E+00;3.27E-11;-2.95E+01;2.89E-11;;;3.2728E-11;2.8937E-11
2.15E+04;1.00E+00;4.30E-11;-2.90E+01;2.92E-11;;;4.3023E-11;2.92E-11
2.20E+04;1.00E+00;5.62E-11;-2.85E+01;3.06E-11;;;5.6248E-11;3.0599E-11
2.25E+04;1.00E+00;7.24E-11;-2.80E+01;3.17E-11;;;7.2366E-11;3.1699E-11
2.30E+04;1.00E+00;9.04E-11;-2.75E+01;3.29E-11;;;9.0367E-11;3.2868E-11
2.35E+04;1.00E+00;1.14E-10;-2.70E+01;3.38E-11;;;1.1362E-10;3.3753E-11
2.40E+04;1.00E+00;1.42E-10;-2.65E+01;3.48E-11;;;1.4245E-10;3.4823E-11
2.45E+04;1.00E+00;1.78E-10;-2.60E+01;3.55E-11;;;1.7808E-10;3.5479E-11
2.50E+04;1.00E+00;2.15E-10;-2.55E+01;3.70E-11;;;2.1509E-10;3.6968E-11
2.55E+04;1.00E+00;2.63E-10;-2.50E+01;3.74E-11;;;2.6301E-10;3.7373E-11
2.60E+04;1.00E+00;3.13E-10;-2.45E+01;3.86E-11;;;3.1336E-10;3.8612E-11
2.65E+04;1.00E+00;3.73E-10;-2.40E+01;3.91E-11;;;3.7263E-10;3.9125E-11
2.70E+04;1.00E+00;4.37E-10;-2.35E+01;4.07E-11;;;4.3681E-10;4.0729E-11
2.75E+04;1.00E+00;5.12E-10;-2.30E+01;4.18E-11;;;5.1164E-10;4.1807E-11
2.80E+04;1.00E+00;5.95E-10;-2.25E+01;4.23E-11;;;5.9499E-10;4.2294E-11
2.85E+04;1.00E+00;7.22E-10;-2.20E+01;4.33E-11;;;7.2168E-10;4.3335E-11
2.90E+04;1.00E+00;8.47E-10;-2.15E+01;4.40E-11;;;8.4734E-10;4.4038E-11
2.95E+04;1.00E+00;9.87E-10;-2.10E+01;4.49E-11;;;9.8693E-10;4.4889E-11
3.00E+04;1.00E+00;1.14E-09;-2.05E+01;4.47E-11;;;1.1414E-09;4.4671E-11
3.05E+04;1.00E+00;1.33E-09;-2.00E+01;6.88E-11;;;1.3301E-09;6.8792E-11
3.10E+04;1.00E+00;1.54E-09;-1.95E+01;7.02E-11;;;1.5447E-09;7.0172E-11
3.15E+04;1.00E+00;1.81E-09;-1.90E+01;4.88E-11;;;1.8086E-09;4.8771E-11
3.20E+04;1.00E+00;2.11E-09;-1.85E+01;4.96E-11;;;2.1102E-09;4.9638E-11
3.25E+04;1.00E+00;2.46E-09;-1.80E+01;5.05E-11;;;2.455E-09;5.0528E-11
3.30E+04;1.00E+00;2.84E-09;-1.75E+01;5.15E-11;;;2.8398E-09;5.1529E-11
3.35E+04;1.00E+00;3.33E-09;-1.70E+01;5.23E-11;;;3.3334E-09;5.2265E-11
3.40E+04;1.00E+00;3.89E-09;-1.65E+01;5.38E-11;;;3.8905E-09;5.3783E-11
3.45E+04;1.00E+00;4.51E-09;-1.60E+01;5.41E-11;;;4.5086E-09;5.4115E-11
3.50E+04;1.00E+00;5.27E-09;-1.55E+01;5.48E-11;;;5.2734E-09;5.4834E-11
3.55E+04;1.00E+00;6.19E-09;-1.50E+01;5.56E-11;;;6.1936E-09;5.5604E-11
3.60E+04;1.00E+00;7.24E-09;-1.45E+01;5.64E-11;;;7.2407E-09;5.6394E-11
3.65E+04;1.00E+00;8.45E-09;-1.40E+01;5.72E-11;;;8.4506E-09;5.7176E-11
3.70E+04;1.00E+00;9.95E-09;-1.35E+01;5.83E-11;;;9.9525E-09;5.825E-11
3.75E+04;1.00E+00;1.17E-08;-1.30E+01;5.90E-11;;;1.1726E-08;5.9007E-11
3.80E+04;1.00E+00;1.39E-08;-1.25E+01;5.99E-11;;;1.3886E-08;5.9884E-11
3.85E+04;1.00E+00;1.64E-08;-1.20E+01;6.07E-11;;;1.635E-08;6.0722E-11
3.90E+04;1.00E+00;1.95E-08;-1.15E+01;6.16E-11;;;1.9452E-08;6.1553E-11
3.95E+04;1.00E+00;2.31E-08;-1.10E+01;6.23E-11;;;2.3072E-08;6.2281E-11
4.00E+04;1.00E+00;2.75E-08;-1.05E+01;6.27E-11;;;2.7532E-08;6.2737E-11
4.05E+04;1.00E+00;3.29E-08;-1.00E+01;6.36E-11;;;3.2863E-08;6.3626E-11
4.10E+04;1.00E+00;3.94E-08;-9.50E+00;6.45E-11;;;3.9423E-08;6.4513E-11
4.15E+04;1.00E+00;4.73E-08;-9.00E+00;6.49E-11;;;4.7274E-08;6.4931E-11
4.20E+04;1.00E+00;5.66E-08;-8.50E+00;6.56E-11;;;5.6609E-08;6.5633E-11
4.25E+04;1.00E+00;6.79E-08;-8.00E+00;6.62E-11;;;6.7933E-08;6.6189E-11
4.30E+04;1.00E+00;8.14E-08;-7.50E+00;6.67E-11;;;8.1403E-08;6.6735E-11
4.35E+04;1.00E+00;9.68E-08;-7.00E+00;6.73E-11;;;9.6806E-08;6.7322E-11
4.40E+04;1.00E+00;1.16E-07;-6.50E+00;6.80E-11;;;1.1576E-07;6.7955E-11
4.45E+04;1.00E+00;1.39E-07;-6.00E+00;7.77E-11;;;1.3881E-07;7.7665E-11
4.50E+04;1.00E+00;1.66E-07;-5.50E+00;6.93E-11;;;1.6587E-07;6.9283E-11
4.55E+04;1.00E+00;1.98E-07;-5.00E+00;6.00E-11;;;1.9775E-07;5.9986E-11
4.60E+04;1.00E+00;2.36E-07;-4.50E+00;2.17E-10;;;2.3615E-07;2.1659E-10
4.65E+04;1.00E+00;2.80E-07;-4.00E+00;7.08E-11;;;2.7997E-07;7.077E-11
4.70E+04;1.00E+00;3.32E-07;-3.50E+00;7.15E-11;;;3.3212E-07;7.1481E-11
4.75E+04;1.00E+00;3.92E-07;-3.00E+00;7.19E-11;;;3.9204E-07;7.1873E-11
4.80E+04;1.00E+00;4.61E-07;-2.50E+00;7.23E-11;;;4.6108E-07;7.233E-11
4.85E+04;1.00E+00;5.39E-07;-2.00E+00;7.26E-11;;;5.3891E-07;7.2603E-11
4.90E+04;1.00E+00;6.27E-07;-1.50E+00;7.31E-11;;;6.2699E-07;7.3146E-11
4.95E+04;1.00E+00;7.30E-07;-1.00E+00;7.36E-11;;;7.2981E-07;7.3634E-11
5.00E+04;1.00E+00;8.46E-07;-5.00E-01;7.39E-11;;;8.4609E-07;7.3924E-11
5.05E+04;1.00E+00;9.77E-07;0.00E+00;7.42E-11;;;9.7704E-07;7.4201E-11
5.10E+04;1.00E+00;1.12E-06;5.00E-01;7.48E-11;;;1.1231E-06;7.4793E-11
5.15E+04;1.00E+00;1.28E-06;1.00E+00;8.42E-11;;;1.2824E-06;8.419E-11
5.20E+04;1.00E+00;1.46E-06;1.50E+00;7.54E-11;;;1.4623E-06;7.5352E-11
5.25E+04;1.00E+00;1.66E-06;2.00E+00;7.55E-11;;;0.000001657;7.5532E-11
5.30E+04;1.00E+00;1.87E-06;2.50E+00;7.61E-11;;;1.8737E-06;7.6108E-11
5.35E+04;1.00E+00;2.11E-06;3.00E+00;7.62E-11;;;2.1113E-06;7.6164E-11
5.40E+04;1.00E+00;2.37E-06;3.50E+00;7.61E-11;;;2.3731E-06;7.6082E-11
5.45E+04;1.00E+00;2.66E-06;4.00E+00;7.66E-11;;;0.000002655;7.6568E-11
5.50E+04;1.00E+00;2.96E-06;4.50E+00;7.69E-11;;;2.9601E-06;7.6901E-11
5.55E+04;1.00E+00;3.29E-06;5.00E+00;7.74E-11;;;3.2905E-06;7.7409E-11
5.60E+04;1.00E+00;3.65E-06;5.50E+00;7.76E-11;;;3.6492E-06;7.7647E-11
5.65E+04;1.00E+00;4.02E-06;6.00E+00;7.80E-11;;;4.0245E-06;7.7951E-11
5.70E+04;1.00E+00;4.44E-06;6.50E+00;7.83E-11;;;4.4359E-06;7.8256E-11
5.75E+04;1.00E+00;4.86E-06;7.00E+00;7.89E-11;;;4.8595E-06;7.8862E-11
5.80E+04;1.00E+00;5.31E-06;7.50E+00;7.92E-11;;;0.000005313;7.9227E-11
5.85E+04;1.00E+00;5.79E-06;8.00E+00;7.91E-11;;;5.7943E-06;7.9097E-11
5.90E+04;1.00E+00;6.30E-06;8.50E+00;7.95E-11;;;6.2957E-06;7.9548E-11
5.95E+04;1.00E+00;6.83E-06;9.00E+00;7.97E-11;;;6.8347E-06;7.9687E-11
6.00E+04;1.00E+00;7.40E-06;9.50E+00;8.01E-11;;;7.4048E-06;8.0084E-11
6.05E+04;1.00E+00;7.99E-06;1.00E+01;7.69E-11;;;7.9928E-06;7.6889E-11
6.10E+04;1.00E+00;8.62E-06;1.05E+01;2.27E-10;;;8.6234E-06;2.2679E-10
6.15E+04;1.00E+00;9.28E-06;1.10E+01;8.06E-11;;;9.2772E-06;8.0584E-11
6.20E+04;1.00E+00;9.96E-06;1.15E+01;8.08E-11;;;9.9567E-06;8.0782E-11
6.25E+04;1.00E+00;1.07E-05;1.20E+01;8.07E-11;;;0.000010673;8.0655E-11
6.30E+04;1.00E+00;1.14E-05;1.25E+01;8.93E-11;;;0.000011399;8.931E-11
6.35E+04;1.00E+00;1.22E-05;1.30E+01;8.08E-11;;;0.000012162;8.0774E-11
6.40E+04;1.00E+00;1.30E-05;1.35E+01;8.10E-11;;;0.000012953;8.0957E-11
6.45E+04;1.00E+00;1.38E-05;1.40E+01;8.09E-11;;;0.00001377;8.0944E-11
6.50E+04;1.00E+00;1.46E-05;1.45E+01;8.09E-11;;;0.0000146;8.09E-11
6.55E+04;1.00E+00;1.55E-05;1.50E+01;8.14E-11;;;0.000015476;8.1354E-11
6.60E+04;1.00E+00;1.64E-05;1.55E+01;8.13E-11;;;0.000016377;8.1289E-11
6.65E+04;1.00E+00;1.73E-05;1.60E+01;8.19E-11;;;0.000017286;8.1873E-11
6.70E+04;1.00E+00;1.83E-05;1.65E+01;8.21E-11;;;0.000018256;8.2099E-11
6.75E+04;1.00E+00;1.92E-05;1.70E+01;8.22E-11;;;0.000019231;8.2215E-11
6.80E+04;1.00E+00;2.02E-05;1.75E+01;8.21E-11;;;0.000020195;8.2138E-11
6.85E+04;1.00E+00;2.12E-05;1.80E+01;8.24E-11;;;0.000021224;8.2369E-11
6.90E+04;1.00E+00;2.23E-05;1.85E+01;8.35E-11;;;0.000022257;8.3481E-11
6.95E+04;1.00E+00;2.33E-05;1.90E+01;8.33E-11;;;0.000023297;8.33E-11
7.00E+04;1.00E+00;2.44E-05;1.95E+01;8.27E-11;;;0.00002437;8.2654E-11
7.05E+04;1.00E+00;2.55E-05;2.00E+01;8.31E-11;;;0.000025463;8.3133E-11
7.10E+04;1.00E+00;2.66E-05;2.05E+01;8.53E-11;;;0.0000266;8.5273E-11
7.15E+04;1.00E+00;2.77E-05;2.10E+01;8.32E-11;;;0.000027725;8.3237E-11
7.20E+04;1.00E+00;2.88E-05;2.15E+01;8.34E-11;;;0.000028845;8.338E-11
7.25E+04;1.00E+00;3.00E-05;2.20E+01;8.31E-11;;;0.000030033;8.311E-11
7.30E+04;1.00E+00;3.12E-05;2.25E+01;8.36E-11;;;0.000031222;8.362E-11
7.35E+04;1.00E+00;3.24E-05;2.30E+01;8.41E-11;;;0.000032425;8.4113E-11
7.40E+04;1.00E+00;3.36E-05;2.35E+01;8.37E-11;;;0.000033634;8.3692E-11
7.45E+04;1.00E+00;3.49E-05;2.40E+01;8.42E-11;;;0.000034851;8.4208E-11
7.50E+04;1.00E+00;3.61E-05;2.45E+01;8.48E-11;;;0.000036106;8.4832E-11
7.55E+04;1.00E+00;3.73E-05;2.50E+01;8.48E-11;;;0.000037326;8.4832E-11
7.60E+04;1.00E+00;3.86E-05;2.55E+01;1.05E-10;;;0.000038582;1.0548E-10
7.65E+04;1.00E+00;3.99E-05;2.60E+01;1.06E-10;;;0.000039873;1.0592E-10
7.70E+04;1.00E+00;4.11E-05;2.65E+01;8.53E-11;;;0.000041133;8.5326E-11
7.75E+04;1.00E+00;4.24E-05;2.70E+01;8.61E-11;;;0.000042421;8.6139E-11
7.80E+04;1.00E+00;4.37E-05;2.75E+01;8.56E-11;;;0.00004372;8.562E-11
7.85E+04;1.00E+00;4.50E-05;2.80E+01;8.59E-11;;;0.000045016;8.59E-11
7.90E+04;1.00E+00;4.63E-05;2.85E+01;8.65E-11;;;0.000046328;8.6464E-11
7.95E+04;1.00E+00;4.76E-05;2.90E+01;8.70E-11;;;0.000047588;8.6967E-11
8.00E+04;1.00E+00;4.89E-05;2.95E+01;8.59E-11;;;0.000048897;8.5921E-11
8.05E+04;1.00E+00;5.02E-05;3.00E+01;8.67E-11;;;0.000050176;8.6656E-11
8.10E+04;1.00E+00;5.15E-05;3.05E+01;8.86E-11;;;0.000051481;8.8598E-11
8.15E+04;1.00E+00;5.28E-05;3.10E+01;8.84E-11;;;0.000052772;8.8413E-11
8.20E+04;1.00E+00;5.41E-05;3.15E+01;9.00E-11;;;0.000054075;8.9964E-11
8.25E+04;1.00E+00;5.53E-05;3.20E+01;8.91E-11;;;0.000055335;8.9111E-11
8.30E+04;1.00E+00;5.66E-05;3.25E+01;8.91E-11;;;0.000056601;8.9092E-11
8.35E+04;1.00E+00;5.79E-05;3.30E+01;8.94E-11;;;0.000057881;8.9408E-11
8.40E+04;1.00E+00;5.92E-05;3.35E+01;8.99E-11;;;0.000059186;8.9871E-11
8.45E+04;1.00E+00;6.04E-05;3.40E+01;9.92E-11;;;0.000060437;9.92E-11
8.50E+04;1.00E+00;6.17E-05;3.45E+01;9.64E-11;;;0.000061694;9.64E-11
8.55E+04;1.00E+00;6.29E-05;3.50E+01;9.62E-11;;;0.000062927;9.6205E-11
8.60E+04;1.00E+00;6.42E-05;3.55E+01;9.45E-11;;;0.000064175;9.4491E-11
8.65E+04;1.00E+00;6.54E-05;3.60E+01;9.20E-11;;;0.000065364;9.2049E-11
8.70E+04;1.00E+00;6.66E-05;3.65E+01;9.19E-11;;;0.000066576;9.1939E-11
8.75E+04;1.00E+00;6.78E-05;3.70E+01;9.05E-11;;;0.00006777;9.0452E-11
8.80E+04;1.00E+00;6.90E-05;3.75E+01;9.20E-11;;;0.000068955;9.1977E-11
8.85E+04;1.00E+00;7.02E-05;3.80E+01;9.56E-11;;;0.000070154;9.5558E-11
8.90E+04;1.00E+00;7.13E-05;3.85E+01;1.06E-10;;;0.000071314;1.0601E-10
8.95E+04;1.00E+00;7.25E-05;3.90E+01;1.15E-10;;;0.000072461;1.1509E-10
9.00E+04;1.00E+00;7.36E-05;3.95E+01;1.14E-10;;;0.000073581;1.1429E-10
9.05E+04;1.00E+00;7.47E-05;4.00E+01;1.08E-10;;;0.000074705;1.0794E-10
9.10E+04;1.00E+00;7.58E-05;4.05E+01;9.57E-11;;;0.000075812;9.5739E-11
9.15E+04;1.00E+00;7.69E-05;4.10E+01;2.47E-10;;;0.000076911;2.4727E-10
9.20E+04;1.00E+00;7.80E-05;4.15E+01;9.77E-11;;;0.000078003;9.7663E-11
9.25E+04;1.00E+00;7.91E-05;4.20E+01;9.94E-11;;;0.000079068;9.9359E-11
9.30E+04;1.00E+00;8.01E-05;4.25E+01;9.85E-11;;;0.000080133;9.8537E-11
9.35E+04;1.00E+00;8.12E-05;4.30E+01;9.96E-11;;;0.000081201;9.9601E-11
9.40E+04;1.00E+00;8.22E-05;4.35E+01;1.00E-10;;;0.000082225;1.0034E-10
9.45E+04;1.00E+00;8.33E-05;4.40E+01;1.02E-10;;;0.000083268;1.0194E-10
9.50E+04;1.00E+00;8.43E-05;4.45E+01;1.07E-10;;;0.000084319;1.0699E-10
9.55E+04;1.00E+00;8.53E-05;4.50E+01;1.06E-10;;;0.000085345;1.0614E-10
9.60E+04;1.00E+00;8.64E-05;4.55E+01;1.07E-10;;;0.000086392;1.0736E-10
9.65E+04;1.00E+00;8.74E-05;4.60E+01;1.07E-10;;;0.000087391;1.0702E-10
9.70E+04;1.00E+00;8.84E-05;4.65E+01;1.05E-10;;;0.000088406;1.0495E-10
9.75E+04;1.00E+00;8.94E-05;4.70E+01;1.04E-10;;;0.000089413;1.0404E-10
9.80E+04;1.00E+00;9.04E-05;4.75E+01;1.04E-10;;;0.000090409;1.0392E-10
9.85E+04;1.00E+00;9.14E-05;4.80E+01;1.04E-10;;;0.000091384;1.0432E-10
9.90E+04;1.00E+00;9.24E-05;4.85E+01;1.06E-10;;;0.000092374;1.0573E-10
9.95E+04;1.00E+00;9.34E-05;4.90E+01;1.06E-10;;;0.000093354;1.057E-10
1.00E+05;1.00E+00;9.43E-05;4.95E+01;1.05E-10;;;0.000094318;1.053E-10
1.01E+05;1.00E+00;9.53E-05;5.00E+01;1.06E-10;;;0.000095257;1.0638E-10
1.01E+05;1.00E+00;9.62E-05;5.05E+01;1.07E-10;;;0.000096212;1.0676E-10
1.02E+05;1.00E+00;9.51E-05;5.00E+01;-4.93E-11;;;0.000095128;4.9342E-11
1.02E+05;1.00E+00;9.40E-05;4.95E+01;-6.10E-11;;;0.000094041;6.0968E-11
1.03E+05;1.00E+00;9.29E-05;4.90E+01;-7.01E-11;;;0.000092916;7.0074E-11
1.03E+05;1.00E+00;9.18E-05;4.85E+01;-7.60E-11;;;0.000091791;7.6046E-11
1.04E+05;1.00E+00;9.06E-05;4.80E+01;-7.93E-11;;;0.000090638;7.9333E-11
1.04E+05;1.00E+00;8.95E-05;4.75E+01;-8.27E-11;;;0.000089495;8.2671E-11
1.05E+05;1.00E+00;8.84E-05;4.70E+01;-8.32E-11;;;0.00008836;8.3233E-11
1.05E+05;1.00E+00;8.72E-05;4.65E+01;-8.43E-11;;;0.000087173;8.4348E-11
1.06E+05;1.00E+00;8.60E-05;4.60E+01;-8.52E-11;;;0.000086034;8.5156E-11
1.06E+05;1.00E+00;8.49E-05;4.55E+01;-7.88E-11;;;0.000084886;7.8837E-11
1.07E+05;1.00E+00;8.37E-05;4.50E+01;-2.32E-10;;;0.000083706;2.3197E-10
1.07E+05;1.00E+00;8.25E-05;4.45E+01;-8.74E-11;;;0.000082533;8.7431E-11
1.08E+05;1.00E+00;8.14E-05;4.40E+01;-8.84E-11;;;0.000081353;8.8402E-11
1.08E+05;1.00E+00;8.01E-05;4.35E+01;-8.84E-11;;;0.000080145;8.8437E-11
1.09E+05;1.00E+00;7.90E-05;4.30E+01;-9.12E-11;;;0.000078982;9.1215E-11
1.09E+05;1.00E+00;7.78E-05;4.25E+01;-9.09E-11;;;0.000077768;9.0909E-11
1.10E+05;1.00E+00;7.66E-05;4.20E+01;-9.01E-11;;;0.000076592;9.0094E-11
1.10E+05;1.00E+00;7.54E-05;4.15E+01;-9.00E-11;;;0.000075406;8.9963E-11
1.11E+05;1.00E+00;7.42E-05;4.10E+01;-8.96E-11;;;0.000074194;8.9617E-11
1.11E+05;1.00E+00;7.30E-05;4.05E+01;-9.00E-11;;;0.000072951;9.0008E-11
1.12E+05;1.00E+00;7.18E-05;4.00E+01;-9.14E-11;;;0.000071752;9.141E-11
1.12E+05;1.00E+00;7.05E-05;3.95E+01;-9.78E-11;;;0.000070528;9.7811E-11
1.13E+05;1.00E+00;6.93E-05;3.90E+01;-9.37E-11;;;0.000069274;9.3659E-11
1.13E+05;1.00E+00;6.80E-05;3.85E+01;-9.23E-11;;;0.000068025;9.2254E-11
1.14E+05;1.00E+00;6.68E-05;3.80E+01;-9.24E-11;;;0.000066786;9.2392E-11
1.14E+05;1.00E+00;6.55E-05;3.75E+01;-9.28E-11;;;0.000065532;9.2828E-11
1.15E+05;1.00E+00;6.42E-05;3.70E+01;-9.31E-11;;;0.000064248;9.3059E-11
1.15E+05;1.00E+00;6.30E-05;3.65E+01;-9.36E-11;;;0.000062979;9.3591E-11
1.16E+05;1.00E+00;6.17E-05;3.60E+01;-9.42E-11;;;0.000061693;9.4163E-11
1.16E+05;1.00E+00;6.04E-05;3.55E+01;-9.45E-11;;;0.000060401;9.4488E-11
1.17E+05;1.00E+00;5.91E-05;3.50E+01;-9.46E-11;;;0.000059103;9.4573E-11
1.17E+05;1.00E+00;5.78E-05;3.45E+01;-9.48E-11;;;0.000057796;9.48E-11
1.18E+05;1.00E+00;5.65E-05;3.40E+01;-9.48E-11;;;0.000056485;9.4812E-11
1.18E+05;1.00E+00;5.52E-05;3.35E+01;-9.47E-11;;;0.00005518;9.4736E-11
1.19E+05;1.00E+00;5.39E-05;3.30E+01;-9.53E-11;;;0.00005386;9.5284E-11
1.19E+05;1.00E+00;5.25E-05;3.25E+01;-9.51E-11;;;0.000052545;9.5069E-11
1.20E+05;1.00E+00;5.12E-05;3.20E+01;-9.56E-11;;;0.000051218;9.5555E-11
1.20E+05;1.00E+00;4.99E-05;3.15E+01;-9.58E-11;;;0.000049881;9.5754E-11
1.21E+05;1.00E+00;4.86E-05;3.10E+01;-9.70E-11;;;0.000048559;9.699E-11
1.21E+05;1.00E+00;4.72E-05;3.05E+01;-9.60E-11;;;0.00004721;9.6046E-11
1.22E+05;1.00E+00;4.59E-05;3.00E+01;-2.60E-10;;;0.000045902;2.6035E-10
1.22E+05;1.00E+00;4.46E-05;2.95E+01;-9.86E-11;;;0.000044565;9.864E-11
1.23E+05;1.00E+00;4.32E-05;2.90E+01;-9.89E-11;;;0.000043242;9.891E-11
1.23E+05;1.00E+00;4.19E-05;2.85E+01;-9.93E-11;;;0.000041925;9.9338E-11
1.24E+05;1.00E+00;4.06E-05;2.80E+01;-9.96E-11;;;0.000040598;9.9604E-11
1.24E+05;1.00E+00;3.93E-05;2.75E+01;-1.00E-10;;;0.000039298;1.0012E-10
1.25E+05;1.00E+00;3.80E-05;2.70E+01;-1.00E-10;;;0.000038002;1.004E-10
1.25E+05;1.00E+00;3.67E-05;2.65E+01;-1.01E-10;;;0.000036718;1.0081E-10
1.26E+05;1.00E+00;3.54E-05;2.60E+01;-1.02E-10;;;0.000035444;1.02E-10
1.26E+05;1.00E+00;3.42E-05;2.55E+01;-1.03E-10;;;0.000034154;1.0321E-10
1.27E+05;1.00E+00;3.29E-05;2.50E+01;-1.04E-10;;;0.000032904;1.0439E-10
1.27E+05;1.00E+00;3.17E-05;2.45E+01;-1.05E-10;;;0.000031655;1.0528E-10
1.28E+05;1.00E+00;3.04E-05;2.40E+01;-1.05E-10;;;0.000030429;1.053E-10
1.28E+05;1.00E+00;2.92E-05;2.35E+01;-1.05E-10;;;0.000029215;1.0534E-10
