File Name: 36_Sample6_device1_trfSat_dark_finish.dat;;;;;;;;
File Data: 21/11/2023;11:07:10;;;;;;;
Start V: 0;;;;;;;;
Step V: 0;;;;;;;;
Stop V: 0;;;;;;;;
Range V: 200;;;;;;;;
Delay(ms): 0;;;;;;;;
Auorange: yes;;;;;;;;
Sweep type: log;;;;;;;;
Instrument Meter: SM2614;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;|IDrain|, |IGate| (A);|IGate| (A)
1.64E+05;1.00E+00;1.41E-09;-1.20E+01;-1.09E-10;;;1.4103E-09;1.0934E-10
1.64E+05;1.00E+00;1.12E-09;-1.25E+01;-1.09E-10;;;1.118E-09;1.0946E-10
1.65E+05;1.00E+00;8.68E-10;-1.30E+01;-1.10E-10;;;8.6834E-10;1.096E-10
1.65E+05;1.00E+00;6.74E-10;-1.35E+01;-1.10E-10;;;6.7386E-10;1.0986E-10
1.66E+05;1.00E+00;5.32E-10;-1.40E+01;-1.10E-10;;;5.3238E-10;1.0994E-10
1.66E+05;1.00E+00;4.10E-10;-1.45E+01;-1.10E-10;;;4.1012E-10;1.1029E-10
1.67E+05;1.00E+00;3.10E-10;-1.50E+01;-1.11E-10;;;3.1042E-10;1.1109E-10
1.67E+05;1.00E+00;2.33E-10;-1.55E+01;-1.11E-10;;;2.3305E-10;1.1083E-10
1.68E+05;1.00E+00;1.74E-10;-1.60E+01;-1.11E-10;;;1.744E-10;1.1122E-10
1.68E+05;1.00E+00;1.27E-10;-1.65E+01;-1.11E-10;;;1.2684E-10;1.1135E-10
1.69E+05;1.00E+00;9.50E-11;-1.70E+01;-1.12E-10;;;9.4995E-11;1.1165E-10
1.69E+05;1.00E+00;7.56E-11;-1.75E+01;-1.12E-10;;;7.5624E-11;1.1196E-10
1.70E+05;1.00E+00;6.13E-11;-1.80E+01;-1.12E-10;;;6.126E-11;1.1244E-10
1.70E+05;1.00E+00;5.24E-11;-1.85E+01;-1.13E-10;;;5.244E-11;1.1253E-10
1.71E+05;1.00E+00;4.51E-11;-1.90E+01;-1.13E-10;;;4.508E-11;1.1299E-10
1.71E+05;1.00E+00;4.12E-11;-1.95E+01;-1.13E-10;;;4.1182E-11;1.1342E-10
1.72E+05;1.00E+00;3.84E-11;-2.00E+01;-1.14E-10;;;3.8372E-11;1.1385E-10
1.72E+05;1.00E+00;3.31E-11;-2.05E+01;-1.00E-10;;;3.3051E-11;1.004E-10
1.73E+05;1.00E+00;4.06E-11;-2.10E+01;-2.65E-10;;;4.0603E-11;2.6491E-10
1.73E+05;1.00E+00;3.27E-11;-2.15E+01;-1.15E-10;;;3.2679E-11;1.1526E-10
1.74E+05;1.00E+00;3.18E-11;-2.20E+01;-1.16E-10;;;3.1804E-11;1.1604E-10
1.74E+05;1.00E+00;3.10E-11;-2.25E+01;-1.17E-10;;;3.0959E-11;1.1657E-10
1.75E+05;1.00E+00;3.05E-11;-2.30E+01;-1.18E-10;;;3.0483E-11;1.1752E-10
1.75E+05;1.00E+00;3.02E-11;-2.35E+01;-1.18E-10;;;3.0165E-11;1.181E-10
1.76E+05;1.00E+00;3.05E-11;-2.40E+01;-1.20E-10;;;3.0496E-11;1.1962E-10
1.76E+05;1.00E+00;3.07E-11;-2.45E+01;-1.21E-10;;;3.0743E-11;1.2055E-10
1.77E+05;1.00E+00;3.07E-11;-2.50E+01;-1.22E-10;;;3.0683E-11;1.2181E-10
1.77E+05;1.00E+00;3.07E-11;-2.55E+01;-1.22E-10;;;3.0667E-11;1.2243E-10
1.78E+05;1.00E+00;3.11E-11;-2.60E+01;-1.24E-10;;;3.1131E-11;1.2413E-10
1.78E+05;1.00E+00;3.09E-11;-2.65E+01;-1.26E-10;;;3.0931E-11;1.2641E-10
1.79E+05;1.00E+00;3.10E-11;-2.70E+01;-1.29E-10;;;3.0994E-11;1.2857E-10
1.79E+05;1.00E+00;3.11E-11;-2.75E+01;-1.29E-10;;;3.1108E-11;1.2929E-10
1.80E+05;1.00E+00;3.13E-11;-2.80E+01;-1.31E-10;;;3.1292E-11;1.306E-10
1.80E+05;1.00E+00;3.15E-11;-2.85E+01;-1.32E-10;;;3.146E-11;1.3154E-10
1.81E+05;1.00E+00;3.15E-11;-2.90E+01;-1.33E-10;;;3.1537E-11;1.3325E-10
1.81E+05;1.00E+00;3.19E-11;-2.95E+01;-1.34E-10;;;3.1935E-11;1.3434E-10
1.82E+05;1.00E+00;3.20E-11;-3.00E+01;-1.36E-10;;;3.2009E-11;1.3595E-10
1.82E+05;1.00E+00;3.23E-11;-3.05E+01;-1.38E-10;;;3.2322E-11;1.38E-10
1.83E+05;1.00E+00;3.23E-11;-3.10E+01;-1.39E-10;;;3.2313E-11;1.3927E-10
1.83E+05;1.00E+00;3.24E-11;-3.15E+01;-1.41E-10;;;3.2388E-11;1.4137E-10
1.84E+05;1.00E+00;3.26E-11;-3.20E+01;-1.45E-10;;;3.2598E-11;1.4461E-10
1.84E+05;1.00E+00;3.24E-11;-3.25E+01;-1.47E-10;;;3.2417E-11;1.4741E-10
1.85E+05;1.00E+00;3.22E-11;-3.30E+01;-1.48E-10;;;3.2215E-11;1.4836E-10
1.85E+05;1.00E+00;3.22E-11;-3.35E+01;-1.49E-10;;;3.2211E-11;1.4938E-10
1.86E+05;1.00E+00;3.25E-11;-3.40E+01;-1.52E-10;;;3.2542E-11;1.5208E-10
1.86E+05;1.00E+00;3.27E-11;-3.45E+01;-1.54E-10;;;3.2673E-11;1.5351E-10
1.87E+05;1.00E+00;3.32E-11;-3.50E+01;-1.56E-10;;;3.3227E-11;1.5591E-10
1.87E+05;1.00E+00;3.03E-11;-3.55E+01;-1.54E-10;;;3.0327E-11;1.54E-10
1.88E+05;1.00E+00;3.90E-11;-3.60E+01;-3.09E-10;;;3.9021E-11;3.0942E-10
1.88E+05;1.00E+00;3.32E-11;-3.65E+01;-1.66E-10;;;3.3228E-11;1.6636E-10
1.89E+05;1.00E+00;3.34E-11;-3.70E+01;-1.69E-10;;;3.3423E-11;1.6902E-10
1.89E+05;1.00E+00;3.37E-11;-3.75E+01;-1.71E-10;;;3.3687E-11;1.7146E-10
1.90E+05;1.00E+00;3.38E-11;-3.80E+01;-1.74E-10;;;3.3844E-11;1.7381E-10
1.90E+05;1.00E+00;3.42E-11;-3.85E+01;-1.77E-10;;;3.4181E-11;1.7664E-10
1.91E+05;1.00E+00;3.45E-11;-3.90E+01;-1.80E-10;;;3.4468E-11;1.8016E-10
1.91E+05;1.00E+00;3.48E-11;-3.95E+01;-1.84E-10;;;3.4802E-11;1.8357E-10
1.92E+05;1.00E+00;3.52E-11;-4.00E+01;-1.88E-10;;;3.5168E-11;1.881E-10
1.92E+05;1.00E+00;3.57E-11;-4.05E+01;-1.93E-10;;;3.5691E-11;1.9253E-10
1.93E+05;1.00E+00;3.67E-11;-4.10E+01;-1.98E-10;;;3.6657E-11;1.9811E-10
1.93E+05;1.00E+00;3.66E-11;-4.15E+01;-2.04E-10;;;3.6583E-11;2.0362E-10
1.94E+05;1.00E+00;3.66E-11;-4.20E+01;-2.10E-10;;;3.6562E-11;2.1019E-10
1.94E+05;1.00E+00;3.73E-11;-4.25E+01;-2.17E-10;;;3.7302E-11;2.172E-10
1.95E+05;1.00E+00;3.73E-11;-4.30E+01;-2.22E-10;;;3.7346E-11;2.2233E-10
1.95E+05;1.00E+00;3.68E-11;-4.35E+01;-2.30E-10;;;3.6799E-11;2.2998E-10
1.96E+05;1.00E+00;3.74E-11;-4.40E+01;-2.38E-10;;;3.737E-11;2.3833E-10
1.96E+05;1.00E+00;3.77E-11;-4.45E+01;-2.46E-10;;;3.7681E-11;2.4576E-10
1.97E+05;1.00E+00;3.80E-11;-4.50E+01;-2.56E-10;;;3.7977E-11;2.5584E-10
1.97E+05;1.00E+00;3.80E-11;-4.55E+01;-2.67E-10;;;3.8017E-11;2.6651E-10
1.98E+05;1.00E+00;3.84E-11;-4.60E+01;-2.78E-10;;;3.8406E-11;2.7805E-10
1.98E+05;1.00E+00;3.89E-11;-4.65E+01;-2.95E-10;;;3.8884E-11;2.9452E-10
1.99E+05;1.00E+00;3.91E-11;-4.70E+01;-3.25E-10;;;3.9114E-11;3.2466E-10
1.99E+05;1.00E+00;4.01E-11;-4.75E+01;-3.47E-10;;;4.0085E-11;3.4679E-10
2.00E+05;1.00E+00;4.12E-11;-4.80E+01;-3.89E-10;;;4.115E-11;3.8898E-10
2.00E+05;1.00E+00;4.15E-11;-4.85E+01;-4.16E-10;;;4.1459E-11;4.1593E-10
2.01E+05;1.00E+00;4.21E-11;-4.90E+01;-4.69E-10;;;4.2108E-11;4.6865E-10
2.01E+05;1.00E+00;4.27E-11;-4.95E+01;-5.25E-10;;;4.2671E-11;5.2521E-10
2.02E+05;1.00E+00;4.28E-11;-5.00E+01;-6.08E-10;;;4.2791E-11;6.0828E-10
