File Name: 03_Sample12_device4_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;10:49:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);Idrain(A);;;Time_100uA (s);IDrain_dark (A);;;Time_100uA (s);IDrain_raw (A);Fit (A);dI_100uA (A);;;Time_200uA_dark (s);IDrain_dark(A);;Time_200_raw(s);IDrain_raw(A);;;;Time_400uA_raw (s);IDrain_raw(A);Fit (A);dI (A);;Time_400uA_dark (s);;;;Time_500uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_500uA_dark (s);;;;Time_300uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_300uA_dark (s);
1.02E+06;1.00E+00;3.06E-07;5.00E+01;2.14E-10;;;1019.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.06E-07;5.00E+01;1.93E-10;;;1020.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.10E-07;5.00E+01;1.80E-10;;;1020.50;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.09E-07;5.00E+01;1.71E-10;;;1021.00;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.07E-07;5.00E+01;1.56E-10;;;1021.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.06E-07;5.00E+01;1.68E-10;;;1022.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.08E-07;5.00E+01;1.64E-10;;;1022.50;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.02E-07;5.00E+01;1.36E-10;;;1023.00;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.02E-07;5.00E+01;1.36E-10;;;1023.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.05E-07;5.00E+01;1.75E-10;;;1024.00;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02E+06;1.00E+00;3.00E-07;5.00E+01;1.69E-10;;;1024.50;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;3.00E-07;5.00E+01;1.62E-10;;;1025.00;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;2.98E-07;5.00E+01;1.46E-10;;;1025.50;2.98E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;3.00E-07;5.00E+01;1.65E-10;;;1026.00;3.00E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;2.71E-07;5.00E+01;1.38E-10;;;1026.50;2.71E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.59E-07;5.00E+01;1.32E-08;;;1027.00;1.59E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.33E-07;5.00E+01;1.39E-08;;;1027.50;1.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.30E-07;5.00E+01;1.42E-08;;;1028.00;1.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.29E-07;5.00E+01;1.42E-08;;;1028.50;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.34E-07;5.00E+01;1.43E-08;;;1029.00;1.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.30E-07;5.00E+01;1.42E-08;;;1029.50;1.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.36E-07;5.00E+01;1.44E-08;;;1030.00;1.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.40E-07;5.00E+01;1.43E-08;;;1030.50;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.32E-07;5.00E+01;1.42E-08;;;1031.00;1.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.30E-07;5.00E+01;1.42E-08;;;1031.50;1.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.27E-07;5.00E+01;1.43E-08;;;1032.00;1.27E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.29E-07;5.00E+01;1.43E-08;;;1032.50;1.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.31E-07;5.00E+01;1.43E-08;;;1033.00;1.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.34E-07;5.00E+01;1.43E-08;;;1033.50;1.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.34E-07;5.00E+01;1.42E-08;;;1034.00;1.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.03E+06;1.00E+00;1.33E-07;5.00E+01;1.43E-08;;;1034.50;1.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;1.36E-07;5.00E+01;1.43E-08;;;1035.00;1.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;1.38E-07;5.00E+01;1.43E-08;;;1035.50;1.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;1.39E-07;5.00E+01;1.43E-08;;;1036.00;1.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;1.43E-07;5.00E+01;1.43E-08;;;1036.50;1.43E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;2.22E-07;5.00E+01;1.31E-09;;;1037.00;2.22E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;2.61E-07;5.00E+01;8.33E-10;;;1037.50;2.61E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;2.90E-07;5.00E+01;5.27E-10;;;1038.00;2.90E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.08E-07;5.00E+01;3.69E-10;;;1038.50;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.14E-07;5.00E+01;2.74E-10;;;1039.00;3.14E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.17E-07;5.00E+01;2.24E-10;;;1039.50;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.17E-07;5.00E+01;1.59E-10;;;1040.00;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.19E-07;5.00E+01;1.99E-10;;;1040.50;3.19E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.20E-07;5.00E+01;1.84E-10;;;1041.00;3.20E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.21E-07;5.00E+01;1.76E-10;;;1041.50;3.21E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.25E-07;5.00E+01;1.69E-10;;;1042.00;3.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.20E-07;5.00E+01;1.57E-10;;;1042.50;3.20E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.19E-07;5.00E+01;1.68E-10;;;1043.00;3.19E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.19E-07;5.00E+01;1.61E-10;;;1043.50;3.19E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.17E-07;5.00E+01;1.64E-10;;;1044.00;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04E+06;1.00E+00;3.17E-07;5.00E+01;1.62E-10;;;1044.50;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;3.16E-07;5.00E+01;1.59E-10;;;1045.00;3.16E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;3.17E-07;5.00E+01;1.63E-10;;;1045.50;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;3.15E-07;5.00E+01;1.46E-10;;;1046.00;3.15E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;2.71E-07;5.00E+01;1.64E-10;;;1046.50;2.71E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.82E-07;5.00E+01;1.32E-08;;;1047.00;1.82E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.46E-07;5.00E+01;1.39E-08;;;1047.50;1.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.40E-07;5.00E+01;1.42E-08;;;1048.00;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.39E-07;5.00E+01;1.42E-08;;;1048.50;1.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.40E-07;5.00E+01;1.43E-08;;;1049.00;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.44E-07;5.00E+01;1.44E-08;;;1049.50;1.44E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.37E-07;5.00E+01;1.42E-08;;;1050.00;1.37E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.40E-07;5.00E+01;1.43E-08;;;1050.50;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.41E-07;5.00E+01;1.44E-08;;;1051.00;1.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.52E-07;5.00E+01;1.45E-08;;;1051.50;1.52E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.51E-07;5.00E+01;1.43E-08;;;1052.00;1.51E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.47E-07;5.00E+01;1.42E-08;;;1052.50;1.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.46E-07;5.00E+01;1.43E-08;;;1053.00;1.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.49E-07;5.00E+01;1.44E-08;;;1053.50;1.49E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.40E-07;5.00E+01;1.42E-08;;;1054.00;1.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05E+06;1.00E+00;1.38E-07;5.00E+01;1.43E-08;;;1054.50;1.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;1.42E-07;5.00E+01;1.44E-08;;;1055.00;1.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;1.43E-07;5.00E+01;1.43E-08;;;1055.50;1.43E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;1.43E-07;5.00E+01;1.43E-08;;;1056.00;1.43E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;1.46E-07;5.00E+01;1.43E-08;;;1056.50;1.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;2.25E-07;5.00E+01;1.40E-09;;;1057.00;2.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;2.69E-07;5.00E+01;8.48E-10;;;1057.50;2.69E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.05E-07;5.00E+01;5.68E-10;;;1058.00;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.22E-07;5.00E+01;3.74E-10;;;1058.50;3.22E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.30E-07;5.00E+01;2.78E-10;;;1059.00;3.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.35E-07;5.00E+01;2.29E-10;;;1059.50;3.35E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.36E-07;5.00E+01;2.01E-10;;;1060.00;3.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.39E-07;5.00E+01;1.86E-10;;;1060.50;3.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.39E-07;5.00E+01;1.77E-10;;;1061.00;3.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.38E-07;5.00E+01;1.71E-10;;;1061.50;3.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.36E-07;5.00E+01;1.60E-10;;;1062.00;3.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.38E-07;5.00E+01;1.68E-10;;;1062.50;3.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.34E-07;5.00E+01;1.65E-10;;;1063.00;3.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.33E-07;5.00E+01;1.62E-10;;;1063.50;3.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.32E-07;5.00E+01;1.61E-10;;;1064.00;3.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06E+06;1.00E+00;3.33E-07;5.00E+01;1.59E-10;;;1064.50;3.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;3.30E-07;5.00E+01;1.59E-10;;;1065.00;3.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;3.30E-07;5.00E+01;1.59E-10;;;1065.50;3.30E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;3.28E-07;5.00E+01;1.50E-10;;;1066.00;3.28E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;3.17E-07;5.00E+01;1.64E-10;;;1066.50;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.95E-07;5.00E+01;1.31E-08;;;1067.00;1.95E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.53E-07;5.00E+01;1.38E-08;;;1067.50;1.53E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.45E-07;5.00E+01;1.42E-08;;;1068.00;1.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.42E-07;5.00E+01;1.43E-08;;;1068.50;1.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.44E-07;5.00E+01;1.43E-08;;;1069.00;1.44E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.48E-07;5.00E+01;1.43E-08;;;1069.50;1.48E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.48E-07;5.00E+01;1.44E-08;;;1070.00;1.48E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.44E-07;5.00E+01;1.43E-08;;;1070.50;1.44E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.44E-07;5.00E+01;1.43E-08;;;1071.00;1.44E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.46E-07;5.00E+01;1.43E-08;;;1071.50;1.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.47E-07;5.00E+01;1.43E-08;;;1072.00;1.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.55E-07;5.00E+01;1.44E-08;;;1072.50;1.55E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.47E-07;5.00E+01;1.41E-08;;;1073.00;1.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.45E-07;5.00E+01;1.43E-08;;;1073.50;1.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.54E-07;5.00E+01;1.45E-08;;;1074.00;1.54E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07E+06;1.00E+00;1.49E-07;5.00E+01;1.43E-08;;;1074.50;1.49E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;1.57E-07;5.00E+01;1.44E-08;;;1075.00;1.57E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;1.57E-07;5.00E+01;1.43E-08;;;1075.50;1.57E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;1.51E-07;5.00E+01;1.43E-08;;;1076.00;1.51E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;1.57E-07;5.00E+01;1.44E-08;;;1076.50;1.57E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;2.32E-07;5.00E+01;1.57E-09;;;1077.00;2.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;2.78E-07;5.00E+01;7.93E-10;;;1077.50;2.78E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.14E-07;5.00E+01;5.40E-10;;;1078.00;3.14E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.33E-07;5.00E+01;3.70E-10;;;1078.50;3.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.41E-07;5.00E+01;2.70E-10;;;1079.00;3.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.46E-07;5.00E+01;2.24E-10;;;1079.50;3.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.45E-07;5.00E+01;1.99E-10;;;1080.00;3.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.47E-07;5.00E+01;1.84E-10;;;1080.50;3.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.47E-07;5.00E+01;1.75E-10;;;1081.00;3.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.47E-07;5.00E+01;1.70E-10;;;1081.50;3.47E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.45E-07;5.00E+01;1.66E-10;;;1082.00;3.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.46E-07;5.00E+01;1.64E-10;;;1082.50;3.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.46E-07;5.00E+01;1.63E-10;;;1083.00;3.46E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.45E-07;5.00E+01;1.62E-10;;;1083.50;3.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.44E-07;5.00E+01;1.61E-10;;;1084.00;3.44E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08E+06;1.00E+00;3.41E-07;5.00E+01;1.34E-10;;;1084.50;3.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.41E-07;5.00E+01;1.63E-10;;;1085.00;3.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.42E-07;5.00E+01;1.69E-10;;;1085.50;3.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.40E-07;5.00E+01;1.36E-10;;;1086.00;3.40E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.39E-07;5.00E+01;1.71E-10;;;1086.50;3.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.42E-07;5.00E+01;1.67E-10;;;1087.00;3.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.38E-07;5.00E+01;1.55E-10;;;1087.50;3.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09E+06;1.00E+00;3.38E-07;5.00E+01;1.65E-10;;;1088.00;3.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
