#scan;iMeasureCycle=1;iMux=0;time=0.14;N=210;LocalTime=20/12/2023 12:53:56;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
5;3.41E-06;5.208507;-1.00001;1.42E-09;5.208507;;;-1.00001;1.41642E-09
5;3.78E-06;5.342395;-0.50001;1.30E-09;5.342395;;;-0.50001;1.30334E-09
4.99999;3.75E-06;5.464801;-1.00E-05;1.17E-09;5.464801;;;-1.00E-05;1.16794E-09
2.5;2.17E-07;5.617534;0;2.10E-09;5.617534;;;0;2.10489E-09
2.5;2.14E-07;5.739918;-0.5;7.29E-10;5.739918;;;-0.5;7.2931E-10
2.5;2.15E-07;5.862292;-1;1.93E-10;5.862292;;;-1;1.9296E-10
2.5;2.19E-07;5.984686;-1.5;6.28E-11;5.984686;;;-1.5;6.276E-11
2.5;2.20E-07;6.107044;-2;1.36E-11;6.107044;;;-2;1.362E-11
2.5;2.23E-07;6.229431;-2.5;-1.25E-12;6.229431;;;-2.5;1.25E-12
2.5;2.23E-07;6.351809;-3;-4.32E-12;6.351809;;;-3;4.32E-12
2.5;2.21E-07;6.4742;-3.5;-3.45E-11;6.4742;;;-3.5;3.453E-11
2.5;2.21E-07;6.596626;-4;-2.07E-10;6.596626;;;-4;2.0682E-10
2.5;2.18E-07;6.718984;-4.5;-5.94E-10;6.718984;;;-4.5;5.9403E-10
2.5;2.17E-07;6.846243;-5;-9.68E-10;6.846243;;;-5;9.6789E-10
2.5;2.19E-07;6.968658;-5.5;-1.24E-09;6.968658;;;-5.5;1.23904E-09
2.5;2.14E-07;7.091008;-6;-1.43E-09;7.091008;;;-6;1.43043E-09
2.5;2.12E-07;7.213351;-6.5;-1.55E-09;7.213351;;;-6.5;1.54921E-09
2.5;2.14E-07;7.365553;-7;-1.57E-09;7.365553;;;-7;1.56963E-09
2.5;2.15E-07;7.487953;-7.5;-1.51E-09;7.487953;;;-7.5;1.50792E-09
2.5;2.13E-07;7.610334;-8;-1.61E-09;7.610334;;;-8;1.60632E-09
2.5;2.19E-07;7.732747;-8.5;-1.66E-09;7.732747;;;-8.5;1.66366E-09
2.5;2.18E-07;7.855118;-9;-1.70E-09;7.855118;;;-9;1.70154E-09
2.5;2.19E-07;7.977511;-9.5;-1.72E-09;7.977511;;;-9.5;1.71856E-09
2.5;2.20E-07;8.099836;-10;-1.74E-09;8.099836;;;-10;1.73565E-09
2.5;2.14E-07;8.22217;-10;-1.16E-09;8.22217;;;-10;1.15984E-09
2.5;2.18E-07;8.349709;-9.50001;-3.75E-10;8.349709;;;-9.50001;3.7547E-10
2.5;2.19E-07;8.472102;-9.00001;-8.71E-11;8.472102;;;-9.00001;8.706E-11
2.5;2.25E-07;8.594526;-8.50001;-7.47E-12;8.594526;;;-8.50001;7.47E-12
2.5;2.22E-07;8.716909;-8.00001;-9.30E-13;8.716909;;;-8.00001;9.3E-13
2.5;2.01E-07;8.850358;-7.50001;4.30E-13;8.850358;;;-7.50001;4.3E-13
2.5;2.02E-07;8.972784;-7.00001;4.32E-12;8.972784;;;-7.00001;4.32E-12
2.5;2.03E-07;9.095132;-6.50001;1.72E-11;9.095132;;;-6.50001;1.722E-11
2.5;2.04E-07;9.217475;-6.00001;4.61E-11;9.217475;;;-6.00001;4.614E-11
2.5;2.03E-07;9.350887;-5.50001;7.21E-11;9.350887;;;-5.50001;7.214E-11
2.5;2.03E-07;9.473284;-5.00001;3.49E-10;9.473284;;;-5.00001;3.4916E-10
2.5;2.03E-07;9.595645;-4.50001;5.33E-10;9.595645;;;-4.50001;5.3256E-10
2.5;2.02E-07;9.717997;-4.00001;7.01E-10;9.717997;;;-4.00001;7.0145E-10
2.5;2.02E-07;9.85176;-3.50001;8.39E-10;9.85176;;;-3.50001;8.3908E-10
2.5;2.06E-07;9.974172;-3.00001;7.80E-10;9.974172;;;-3.00001;7.7989E-10
2.5;2.03E-07;10.096538;-2.50001;1.43E-09;10.096538;;;-2.50001;1.4285E-09
2.5;2.00E-07;10.218867;-2.00001;1.34E-09;10.218867;;;-2.00001;1.34151E-09
2.5;2.01E-07;10.35278;-1.50001;1.17E-09;10.35278;;;-1.50001;1.16617E-09
2.5;2.01E-07;10.475184;-1.00001;1.23E-09;10.475184;;;-1.00001;1.2293E-09
2.5;1.97E-07;10.597614;-0.50001;1.31E-09;10.597614;;;-0.50001;1.31384E-09
2.5;1.97E-07;10.719981;-1.00E-05;1.43E-09;10.719981;;;-1.00E-05;1.42515E-09
-3.00E-07;-2.95E-10;10.880212;-1.00E-05;2.76E-12;10.880212;;;-1.00E-05;2.76E-12
0;-1.41E-10;11.001456;-0.5;-1.42E-11;11.001456;;;-0.5;1.418E-11
0;-8.31E-11;11.12265;-1;-1.55E-10;11.12265;;;-1;1.546E-10
2.00E-07;-5.61E-11;11.243865;-1.5;-6.50E-10;11.243865;;;-1.5;6.5042E-10
0;-4.46E-11;11.365077;-2;-1.68E-09;11.365077;;;-2;1.67508E-09
2.00E-07;-4.64E-11;11.486305;-2.5;-2.75E-09;11.486305;;;-2.5;2.74883E-09
3.00E-07;-3.08E-11;11.634886;-3;-3.85E-09;11.634886;;;-3;3.8483E-09
2.00E-07;-2.95E-11;11.783492;-3.5;-5.27E-09;11.783492;;;-3.5;5.26698E-09
-2.00E-06;-2.80E-12;11.932021;-4;-6.94E-09;11.932021;;;-4;6.9419E-09
-5.00E-07;-2.93E-11;12.074689;-4.50001;-8.81E-09;12.074689;;;-4.50001;8.8079E-09
-1.90E-06;4.80E-11;12.197093;-4.99999;-1.67E-08;12.197093;;;-4.99999;1.67471E-08
9.40E-06;-5.19E-10;12.366725;-5.5;-5.49E-08;12.366725;;;-5.5;5.4899E-08
-2.16E-05;1.15E-09;12.533535;-6;-1.15E-07;12.533535;;;-6;1.14548E-07
-3.62E-05;-6.60E-12;12.717468;-6.5;-2.46E-07;12.717468;;;-6.5;2.45874E-07
0.0001613;6.38E-09;12.890691;-7;-1.80E-06;12.890691;;;-7;1.79795E-06
3.00E-07;2.88E-10;13.040555;-7.5;-1.80E-06;13.040555;;;-7.5;1.8042E-06
0;1.57E-10;13.190361;-8;-1.81E-06;13.190361;;;-8;1.80982E-06
2.00E-07;1.06E-10;13.367048;-8.5;-1.82E-06;13.367048;;;-8.5;1.81552E-06
-4.00E-07;8.77E-11;13.516897;-9;-1.82E-06;13.516897;;;-9;1.82115E-06
2.00E-07;7.78E-11;13.666752;-9.5;-1.83E-06;13.666752;;;-9.5;1.82624E-06
0;6.82E-11;13.816577;-10;-1.83E-06;13.816577;;;-10;1.83158E-06
-2.00E-07;6.16E-11;13.954093;-10;-1.83E-06;13.954093;;;-10;1.8312E-06
-1.00E-07;5.48E-11;14.103967;-9.5;-1.83E-06;14.103967;;;-9.5;1.82509E-06
1.00E-07;5.08E-11;14.253716;-9;-1.82E-06;14.253716;;;-9;1.81896E-06
-1.00E-07;4.75E-11;14.403495;-8.5;-1.81E-06;14.403495;;;-8.5;1.81306E-06
0;4.58E-11;14.553607;-8;-1.81E-06;14.553607;;;-8;1.80674E-06
-1.00E-07;4.53E-11;14.703489;-7.5;-1.80E-06;14.703489;;;-7.5;1.8005E-06
-1.00E-07;4.25E-11;14.88584;-7;-1.79E-06;14.88584;;;-7;1.79369E-06
-1.00E-07;4.14E-11;15.035731;-6.5;-1.79E-06;15.035731;;;-6.5;1.78627E-06
2.00E-07;3.92E-11;15.185528;-6;-1.78E-06;15.185528;;;-6;1.77898E-06
2.00E-07;4.01E-11;15.369192;-5.5;-1.77E-06;15.369192;;;-5.5;1.77098E-06
0;3.65E-11;15.519069;-5;-1.76E-06;15.519069;;;-5;0.000001763
1.00E-07;3.65E-11;15.669153;-4.5;-1.75E-06;15.669153;;;-4.5;1.75379E-06
2.00E-07;3.80E-11;15.819032;-4;-1.74E-06;15.819032;;;-4;1.74364E-06
0;3.61E-11;15.9866;-3.5;-1.73E-06;15.9866;;;-3.5;1.73181E-06
2.00E-07;3.64E-11;16.136413;-3;-1.72E-06;16.136413;;;-3;1.71766E-06
0;3.54E-11;16.286252;-2.5;-1.70E-06;16.286252;;;-2.5;1.69982E-06
-2.00E-07;3.32E-11;16.436066;-2;-1.68E-06;16.436066;;;-2;1.6756E-06
0;2.96E-11;16.586594;-1.5;-1.63E-06;16.586594;;;-1.5;1.63228E-06
0;2.17E-11;16.736406;-1;-1.49E-06;16.736406;;;-1;1.49233E-06
-2.00E-07;-1.88E-10;16.896529;-0.5;-9.59E-07;16.896529;;;-0.5;9.5922E-07
-1.00E-07;-1.36E-10;17.069504;-1.00E-05;1.75E-09;17.069504;;;-1.00E-05;1.75219E-09
-2.5;-1.63E-07;17.225197;-1.00E-05;4.61E-09;17.225197;;;-1.00E-05;4.60655E-09
-2.5;-1.63E-07;17.393521;-0.5;-2.33E-06;17.393521;;;-0.5;2.33299E-06
-2.5;-1.57E-07;17.523021;-1;-4.65E-06;17.523021;;;-1;4.65406E-06
-2.5;-1.63E-07;17.652532;-1.5;-6.75E-06;17.652532;;;-1.5;6.75087E-06
-2.5;-1.58E-07;17.77609;-2;-8.56E-06;17.77609;;;-2;8.56135E-06
-2.5;-1.62E-07;17.902961;-2.5;-1.00E-05;17.902961;;;-2.5;1.00357E-05
-2.5;-1.59E-07;18.032465;-3;-1.11E-05;18.032465;;;-3;0.0000111
-2.5;-1.59E-07;18.155988;-3.5;-1.17E-05;18.155988;;;-3.5;1.17349E-05
-2.5;-1.59E-07;18.279548;-4;-1.20E-05;18.279548;;;-4;0.000012038
-2.5;-1.61E-07;18.403085;-4.5;-1.22E-05;18.403085;;;-4.5;1.21728E-05
-2.5;-1.59E-07;18.526656;-5;-1.22E-05;18.526656;;;-5;1.22467E-05
-2.5;-1.59E-07;18.650651;-5.5;-1.23E-05;18.650651;;;-5.5;1.22944E-05
-2.5;-1.61E-07;18.774199;-6;-1.23E-05;18.774199;;;-6;1.23345E-05
-2.5;-1.61E-07;18.897754;-6.5;-1.24E-05;18.897754;;;-6.5;1.23686E-05
-2.5;-1.61E-07;19.021328;-7;-1.24E-05;19.021328;;;-7;0.000012398
-2.5;-1.60E-07;19.144817;-7.5;-1.24E-05;19.144817;;;-7.5;1.24236E-05
-2.5;-1.65E-07;19.268367;-8;-1.24E-05;19.268367;;;-8;1.24492E-05
-2.5;-1.57E-07;19.391898;-8.5;-1.25E-05;19.391898;;;-8.5;1.24708E-05
-2.5;-1.58E-07;19.515472;-9;-1.25E-05;19.515472;;;-9;1.24954E-05
-2.5;-1.58E-07;19.638971;-9.5;-1.25E-05;19.638971;;;-9.5;1.25151E-05
-2.5;-1.63E-07;19.762691;-10;-1.25E-05;19.762691;;;-10;1.25314E-05
-2.5;-1.62E-07;19.88623;-10;-1.25E-05;19.88623;;;-10;1.25297E-05
-2.5;-1.57E-07;20.009854;-9.5;-1.25E-05;20.009854;;;-9.5;1.25105E-05
-2.5;-1.63E-07;20.139369;-9;-1.25E-05;20.139369;;;-9;0.000012489
-2.5;-1.56E-07;20.268798;-8.5;-1.25E-05;20.268798;;;-8.5;1.24675E-05
-2.5;-1.62E-07;20.392327;-8;-1.24E-05;20.392327;;;-8;1.24419E-05
-2.5;-1.57E-07;20.515879;-7.5;-1.24E-05;20.515879;;;-7.5;1.24191E-05
-2.5;-1.58E-07;20.645478;-7;-1.24E-05;20.645478;;;-7;1.23922E-05
-2.5;-1.63E-07;20.769055;-6.5;-1.24E-05;20.769055;;;-6.5;1.23608E-05
-2.5;-1.58E-07;20.892617;-6;-1.23E-05;20.892617;;;-6;1.23287E-05
-2.5;-1.55E-07;21.016176;-5.5;-1.23E-05;21.016176;;;-5.5;1.22862E-05
-2.5;-1.58E-07;21.139698;-5;-1.22E-05;21.139698;;;-5;1.22373E-05
-2.5;-1.57E-07;21.263241;-4.5;-1.22E-05;21.263241;;;-4.5;1.21626E-05
-2.5;-1.57E-07;21.386798;-4;-1.20E-05;21.386798;;;-4;1.20272E-05
-2.5;-1.57E-07;21.51034;-3.5;-1.17E-05;21.51034;;;-3.5;1.17238E-05
-2.5;-1.64E-07;21.63983;-3;-1.11E-05;21.63983;;;-3;1.10876E-05
-2.5;-1.64E-07;21.769401;-2.5;-1.00E-05;21.769401;;;-2.5;1.00242E-05
-2.5;-1.63E-07;21.901484;-2;-8.55E-06;21.901484;;;-2;8.54735E-06
-2.5;-1.65E-07;22.030976;-1.5;-6.74E-06;22.030976;;;-1.5;6.73961E-06
-2.5;-1.59E-07;22.160375;-1;-4.65E-06;22.160375;;;-1;4.64572E-06
-2.5;-1.62E-07;22.28996;-0.5;-2.33E-06;22.28996;;;-0.5;2.32934E-06
-2.5;-1.62E-07;22.442491;-1.00E-05;4.15E-09;22.442491;;;-1.00E-05;4.15227E-09
-5.00001;-1.12E-06;22.595558;0;6.22E-09;22.595558;;;0;6.2245E-09
-5;-1.09E-06;22.722446;-0.5;-2.89E-06;22.722446;;;-0.5;2.89343E-06
-5;-1.13E-06;22.845995;-1;-5.97E-06;22.845995;;;-1;5.96814E-06
-5;-1.28E-06;22.977698;-1.5;-8.98E-06;22.977698;;;-1.5;8.97851E-06
-5;-1.37E-06;23.104603;-2;-1.19E-05;23.104603;;;-2;1.18552E-05
-5;-1.36E-06;23.22813;-2.5;-1.45E-05;23.22813;;;-2.5;1.45472E-05
-5;-1.38E-06;23.384684;-3;-1.70E-05;23.384684;;;-3;1.70353E-05
-5;-1.37E-06;23.508273;-3.5;-1.93E-05;23.508273;;;-3.5;1.93002E-05
-5;-1.16E-06;23.631794;-4;-2.13E-05;23.631794;;;-4;2.13112E-05
-5.00001;-1.10E-06;23.75533;-4.5;-2.30E-05;23.75533;;;-4.5;2.30277E-05
-5;-1.37E-06;23.891672;-5;-2.44E-05;23.891672;;;-5;2.44159E-05
-5;-1.29E-06;24.015233;-5.5;-2.54E-05;24.015233;;;-5.5;2.54342E-05
-5;-1.33E-06;24.138757;-6;-2.61E-05;24.138757;;;-6;2.60926E-05
-5;-1.39E-06;24.262294;-6.5;-2.65E-05;24.262294;;;-6.5;2.64805E-05
-5;-1.40E-06;24.393084;-7;-2.67E-05;24.393084;;;-7;2.66865E-05
-5;-1.35E-06;24.516681;-7.5;-2.68E-05;24.516681;;;-7.5;2.68123E-05
-5;-1.50E-06;24.640273;-8;-2.69E-05;24.640273;;;-8;2.69023E-05
-5;-1.50E-06;24.764014;-8.5;-2.70E-05;24.764014;;;-8.5;2.69716E-05
-5;-1.49E-06;24.889291;-9;-2.70E-05;24.889291;;;-9;2.70315E-05
-5;-1.53E-06;25.012878;-9.5;-2.71E-05;25.012878;;;-9.5;2.70821E-05
-5;-1.55E-06;25.136403;-10;-2.71E-05;25.136403;;;-10;2.71306E-05
-5;-1.57E-06;25.259899;-10;-2.71E-05;25.259899;;;-10;2.71274E-05
-5;-1.56E-06;25.390334;-9.5;-2.71E-05;25.390334;;;-9.5;2.70815E-05
-5;-1.55E-06;25.513911;-9;-2.70E-05;25.513911;;;-9;2.70247E-05
-5;-1.53E-06;25.637439;-8.5;-2.70E-05;25.637439;;;-8.5;2.69639E-05
-5;-1.52E-06;25.760971;-8;-2.69E-05;25.760971;;;-8;0.000026891
-5;-1.50E-06;25.891703;-7.5;-2.68E-05;25.891703;;;-7.5;2.67945E-05
-5;-1.49E-06;26.015248;-7;-2.67E-05;26.015248;;;-7;2.66628E-05
-5;-1.54E-06;26.138799;-6.5;-2.65E-05;26.138799;;;-6.5;2.64543E-05
-5;-1.53E-06;26.262306;-6;-2.61E-05;26.262306;;;-6;0.000026068
-5;-1.56E-06;26.392537;-5.5;-2.54E-05;26.392537;;;-5.5;2.54036E-05
-5;-1.58E-06;26.516108;-5;-2.44E-05;26.516108;;;-5;2.43776E-05
-5;-1.56E-06;26.63971;-4.5;-2.30E-05;26.63971;;;-4.5;0.000022989
-5;-1.57E-06;26.76322;-4;-2.13E-05;26.76322;;;-4;2.12658E-05
-5.00001;-1.58E-06;26.893773;-3.5;-1.93E-05;26.893773;;;-3.5;1.92604E-05
-5;-1.52E-06;27.017334;-3;-1.70E-05;27.017334;;;-3;0.000017002
-5;-1.47E-06;27.140864;-2.5;-1.45E-05;27.140864;;;-2.5;1.45138E-05
-5.00001;-1.47E-06;27.264351;-2;-1.18E-05;27.264351;;;-2;1.18246E-05
-5;-1.29E-06;27.401956;-1.5;-8.96E-06;27.401956;;;-1.5;8.95651E-06
-5;-9.53E-07;27.525504;-1;-5.95E-06;27.525504;;;-1;5.95149E-06
-5;-9.74E-07;27.649061;-0.5;-2.89E-06;27.649061;;;-0.5;2.88578E-06
-5;-9.84E-07;27.795809;-1.00E-05;5.71E-09;27.795809;;;-1.00E-05;5.71166E-09
