#scan;iMeasureCycle=1;iMux=0;time=0.144;N=142;LocalTime=21/12/2023 11:18:15;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
12.99999;3.19E-09;2.792715;-10.00001;-1.88E-09;2.792715;;;12.99999;1.88E-09;3.19E-09;4.34E-05;;;
12.50001;3.12E-09;2.96876;-10;-1.86E-09;2.96876;;;12.50001;1.86E-09;3.12E-09;4.31E-05;;;
11.99999;3.05E-09;3.144788;-10;-1.86E-09;3.144788;;;11.99999;1.86E-09;3.05E-09;4.32E-05;;;
11.5;2.98E-09;3.320854;-10.00001;-1.88E-09;3.320854;;;11.5;1.88E-09;2.98E-09;4.33E-05;;;
11;2.91E-09;3.508653;-10;-1.92E-09;3.508653;;;11;1.92E-09;2.91E-09;4.38E-05;;;
10.49999;2.84E-09;3.68463;-10;-2.01E-09;3.68463;;;10.49999;2.01E-09;2.84E-09;4.48E-05;;;
10;2.74E-09;3.893714;-10.00001;-2.19E-09;3.893714;;;10;2.19E-09;2.74E-09;4.67E-05;;;
9.5;2.57E-09;4.069811;-10;-2.70E-09;4.069811;;;9.5;2.70E-09;2.57E-09;5.20E-05;;;
9;2.32E-09;4.245874;-10.00001;-4.16E-09;4.245874;;;9;4.16E-09;2.32E-09;6.45E-05;;;
8.5;2.04E-09;4.423539;-10;-7.92E-09;4.423539;;;8.5;7.92E-09;2.04E-09;8.90E-05;;;
7.99999;1.66E-09;4.593625;-10;-1.61E-08;4.593625;;;7.99999;1.61E-08;1.66E-09;0.000126945;;;
7.49999;1.02E-09;4.743375;-10;-3.23E-08;4.743375;;;7.49999;3.23E-08;1.02E-09;0.000179714;;;
6.99999;3.55E-10;4.898449;-10;-6.02E-08;4.898449;;;6.99999;6.02E-08;3.55E-10;0.000245308;;;
6.5;-3.42E-10;5.054177;-10;-1.07E-07;5.054177;;;6.5;1.07E-07;3.42E-10;0.000326379;;;
5.99999;-9.88E-10;5.203947;-10;-1.81E-07;5.203947;;;5.99999;1.81E-07;9.88E-10;0.000425658;;;
5.5;-3.87E-10;5.387257;-10;-2.95E-07;5.387257;;;5.5;2.95E-07;3.87E-10;0.000542806;;;
5;3.23E-10;5.537105;-10;-4.66E-07;5.537105;;;5;4.66E-07;3.23E-10;0.000682394;;;
4.5;1.44E-09;5.686844;-10;-7.09E-07;5.686844;;;4.5;7.09E-07;1.44E-09;0.000841752;;;
3.99999;2.24E-09;5.872004;-10;-1.04E-06;5.872004;;;3.99999;1.04E-06;2.24E-09;0.00102075;;;
3.5;2.21E-09;6.021931;-10;-1.50E-06;6.021931;;;3.5;1.50E-06;2.21E-09;0.001224214;;;
2.99999;2.23E-09;6.171789;-10;-2.10E-06;6.171789;;;2.99999;2.10E-06;2.23E-09;0.001449883;;;
2.49999;2.17E-09;6.32166;-10;-2.88E-06;6.32166;;;2.49999;2.88E-06;2.17E-09;0.001697127;;;
1.99999;2.06E-09;6.490466;-10;-3.86E-06;6.490466;;;1.99999;3.86E-06;2.06E-09;0.001964062;;;
1.49999;1.88E-09;6.640433;-10;-5.05E-06;6.640433;;;1.49999;5.05E-06;1.88E-09;0.002247719;;;
0.99999;1.65E-09;6.790241;-10;-6.46E-06;6.790241;;;0.99999;6.46E-06;1.65E-09;0.002541285;;;
0.49999;1.33E-09;6.940062;-10;-8.12E-06;6.940062;;;0.49999;8.12E-06;1.33E-09;0.002849377;;;
0;8.66E-10;7.09047;-10;-1.00E-05;7.09047;;;0;1.00E-05;8.66E-10;0.003165453;;;
-0.50001;2.41E-10;7.243623;-10;-1.20E-05;7.243623;;;-0.50001;1.20E-05;2.41E-10;0.003469683;;;
-1;-5.93E-10;7.400796;-10;-1.41E-05;7.400796;;;-1;1.41E-05;5.93E-10;0.00375883;;;
-1.50001;-1.60E-09;7.550827;-10;-1.63E-05;7.550827;;;-1.50001;1.63E-05;1.60E-09;0.004035827;;;
-1.99999;-2.44E-09;7.700636;-10;-1.85E-05;7.700636;;;-1.99999;1.85E-05;2.44E-09;0.004302639;;;
-2.50003;-3.32E-09;7.903075;-10;-2.07E-05;7.903075;;;-2.50003;0.000020748;3.32E-09;0.004554997;;;
-2.99999;-4.56E-09;8.052997;-10;-2.30E-05;8.052997;;;-2.99999;2.30E-05;4.56E-09;0.004799146;;;
-3.50001;-5.97E-09;8.202863;-10;-2.53E-05;8.202863;;;-3.50001;2.53E-05;5.97E-09;0.005032812;;;
-4.00001;-6.60E-09;8.405351;-10;-2.76E-05;8.405351;;;-4.00001;2.76E-05;6.60E-09;0.005256729;;;
-4.49999;-7.88E-09;8.583478;-10;-2.99E-05;8.583478;;;-4.49999;2.99E-05;7.88E-09;0.005470183;;;
-5;-8.30E-09;8.761515;-10;-3.22E-05;8.761515;;;-5;3.22E-05;8.30E-09;0.005675888;;;
-5.49995;-7.41E-09;8.905426;-10;-3.45E-05;8.905426;;;-5.49995;3.45E-05;7.41E-09;0.00587464;;;
-6;-9.51E-09;9.051857;-10;-3.67E-05;9.051857;;;-6;3.67E-05;9.51E-09;0.006060239;;;
-6.49997;-1.04E-08;9.195721;-10;-3.89E-05;9.195721;;;-6.49997;3.89E-05;1.04E-08;0.006233153;;;
-6.99999;-1.48E-08;9.339602;-10;-4.09E-05;9.339602;;;-6.99999;4.09E-05;1.48E-08;0.006393239;;;
-7.50001;-1.34E-08;9.492155;-10;-4.27E-05;9.492155;;;-7.50001;4.27E-05;1.34E-08;0.006537316;;;
-8.00002;-1.46E-08;9.638466;-10;-4.45E-05;9.638466;;;-8.00002;4.45E-05;1.46E-08;0.006671439;;;
-8.50005;-1.27E-08;9.782392;-10;-4.61E-05;9.782392;;;-8.50005;4.61E-05;1.27E-08;0.006787326;;;
-8.99997;-1.72E-08;9.960408;-10;-4.74E-05;9.960408;;;-8.99997;4.74E-05;1.72E-08;0.006886233;;;
-9.50002;-1.91E-08;10.104442;-10;-4.84E-05;10.104442;;;-9.50002;4.84E-05;1.91E-08;0.006958276;;;
-10.00005;-2.12E-08;10.248275;-10;-4.94E-05;10.248275;;;-10.00005;4.94E-05;2.12E-08;0.007031294;;;
-10.50012;-2.30E-08;10.401934;-10;-5.04E-05;10.401934;;;-10.50012;5.04E-05;2.30E-08;0.007101422;;;
-10.99999;-2.46E-08;10.5314;-10;-5.11E-05;10.5314;;;-10.99999;5.11E-05;2.46E-08;0.007147195;;;
-11.49984;-2.51E-08;10.675246;-10;-5.17E-05;10.675246;;;-11.49984;5.17E-05;2.51E-08;0.007193247;;;
-11.99984;-2.96E-08;10.819102;-10;-5.24E-05;10.819102;;;-11.99984;0.000052431;2.96E-08;0.007240925;;;
-12.49999;-2.97E-08;10.962938;-10;-5.28E-05;10.962938;;;-12.49999;5.28E-05;2.97E-08;0.007265914;;;
-12.99999;-3.32E-08;11.106968;-10;-5.34E-05;11.106968;;;-12.99999;0.000053377;3.32E-08;0.007305956;;;
-13.49999;-3.55E-08;11.250809;-10;-5.37E-05;11.250809;;;-13.49999;5.37E-05;3.55E-08;0.007329959;;;
-14.00003;-4.38E-08;11.40457;-10.00001;-5.36E-05;11.40457;;;-14.00003;5.36E-05;4.38E-08;0.007319645;;;
-14.5;-4.65E-08;11.573035;-10.00001;-5.39E-05;11.573035;;;-14.5;5.39E-05;4.65E-08;0.007343031;;;
-14.99998;-4.21E-08;11.716885;-10;-5.37E-05;11.716885;;;-14.99998;5.37E-05;4.21E-08;0.007325203;;;
-15.00007;-3.97E-08;11.84041;-10;-5.36E-05;11.84041;;;-15.00007;5.36E-05;3.97E-08;0.007324322;;;
-14.49997;-3.67E-08;12.000762;-10;-5.33E-05;12.000762;;;-14.49997;5.33E-05;3.67E-08;0.007302411;;;
-14.00001;-3.35E-08;12.144601;-10;-5.29E-05;12.144601;;;-14.00001;5.29E-05;3.35E-08;0.007272056;;;
-13.5;-2.90E-08;12.288616;-10;-5.27E-05;12.288616;;;-13.5;5.27E-05;2.90E-08;0.007256549;;;
-13.00003;-2.04E-08;12.432507;-10;-5.21E-05;12.432507;;;-13.00003;5.21E-05;2.04E-08;0.007216149;;;
-12.50001;-2.35E-08;12.576453;-10;-5.15E-05;12.576453;;;-12.50001;0.000051522;2.35E-08;0.007177883;;;
-11.99999;-1.80E-08;12.754476;-10;-5.10E-05;12.754476;;;-11.99999;5.10E-05;1.80E-08;0.007141996;;;
-11.5;-1.93E-08;12.932702;-10;-5.07E-05;12.932702;;;-11.5;0.000050704;1.93E-08;0.007120674;;;
-11.00015;-1.89E-08;13.110791;-10;-4.99E-05;13.110791;;;-11.00015;4.99E-05;1.89E-08;0.007062641;;;
-10.50011;-1.33E-08;13.288712;-10;-4.91E-05;13.288712;;;-10.50011;4.91E-05;1.33E-08;0.007004206;;;
-9.99975;-1.29E-08;13.432601;-10;-4.81E-05;13.432601;;;-9.99975;4.81E-05;1.29E-08;0.006936058;;;
-9.50001;-1.02E-08;13.610685;-10;-4.71E-05;13.610685;;;-9.50001;4.71E-05;1.02E-08;0.006863796;;;
-9.00001;-7.81E-09;13.788723;-10;-4.59E-05;13.788723;;;-9.00001;4.59E-05;7.81E-09;0.006777278;;;
-8.49999;-6.43E-09;13.932571;-10;-4.45E-05;13.932571;;;-8.49999;4.45E-05;6.43E-09;0.006667968;;;
-7.99997;-3.84E-09;14.110654;-10;-4.29E-05;14.110654;;;-7.99997;4.29E-05;3.84E-09;0.00654745;;;
-7.5;-4.43E-09;14.288731;-10;-4.11E-05;14.288731;;;-7.5;4.11E-05;4.43E-09;0.006407511;;;
-7.00001;-3.77E-09;14.438993;-10;-3.91E-05;14.438993;;;-7.00001;3.91E-05;3.77E-09;0.006250904;;;
-6.5;-2.51E-09;14.588871;-10;-3.70E-05;14.588871;;;-6.5;3.70E-05;2.51E-09;0.00608097;;;
-6.00001;-1.83E-09;14.73871;-10;-3.48E-05;14.73871;;;-6.00001;3.48E-05;1.83E-09;0.005899263;;;
-5.49999;-1.54E-09;14.919382;-10;-3.25E-05;14.919382;;;-5.49999;3.25E-05;1.54E-09;0.005704893;;;
-4.99999;-3.70E-10;15.06926;-10;-3.03E-05;15.06926;;;-4.99999;3.03E-05;3.70E-10;0.005501972;;;
-4.49999;1.21E-10;15.247269;-10;-2.80E-05;15.247269;;;-4.49999;2.80E-05;1.21E-10;0.005289943;;;
-3.99998;1.24E-09;15.420715;-10;-2.57E-05;15.420715;;;-3.99998;2.57E-05;1.24E-09;0.00506931;;;
-3.50002;1.45E-09;15.601412;-10;-2.34E-05;15.601412;;;-3.50002;2.34E-05;1.45E-09;0.004837758;;;
-3.00003;2.93E-09;15.747725;-10;-2.11E-05;15.747725;;;-3.00003;2.11E-05;2.93E-09;0.004597858;;;
-2.5;2.89E-09;15.949987;-10;-1.89E-05;15.949987;;;-2.5;0.000018899;2.89E-09;0.004347298;;;
-2.00002;4.24E-09;16.128067;-10;-1.67E-05;16.128067;;;-2.00002;0.000016714;4.24E-09;0.004088276;;;
-1.5;3.93E-09;16.277886;-10;-1.46E-05;16.277886;;;-1.5;1.46E-05;3.93E-09;0.003816622;;;
-1.00001;4.34E-09;16.427858;-10;-1.25E-05;16.427858;;;-1.00001;1.25E-05;4.34E-09;0.003534473;;;
-0.5;4.57E-09;16.577766;-10;-1.05E-05;16.577766;;;-0.5;1.05E-05;4.57E-09;0.003240123;;;
-1.00E-05;4.77E-09;16.730081;-10;-8.60E-06;16.730081;;;-1.00E-05;8.60E-06;4.77E-09;0.002932371;;;
0.5;4.82E-09;16.912865;-10;-6.84E-06;16.912865;;;0.5;6.84E-06;4.82E-09;0.002615301;;;
1.00001;4.87E-09;17.062736;-10;-5.31E-06;17.062736;;;1.00001;5.31E-06;4.87E-09;0.002304509;;;
1.50001;4.84E-09;17.212615;-10;-4.02E-06;17.212615;;;1.50001;4.02E-06;4.84E-09;0.002005039;;;
1.99999;4.76E-09;17.36245;-10;-2.95E-06;17.36245;;;1.99999;2.95E-06;4.76E-09;0.001717204;;;
2.49999;4.68E-09;17.518651;-10;-2.11E-06;17.518651;;;2.49999;2.11E-06;4.68E-09;0.001451919;;;
3.00001;4.60E-09;17.668518;-10;-1.47E-06;17.668518;;;3.00001;1.47E-06;4.60E-09;0.001211998;;;
3.5;4.58E-09;17.818349;-10;-9.98E-07;17.818349;;;3.5;9.98E-07;4.58E-09;0.000998844;;;
4;4.64E-09;17.970964;-10;-6.61E-07;17.970964;;;4;6.61E-07;4.64E-09;0.000813117;;;
4.49999;4.93E-09;18.120887;-10;-4.27E-07;18.120887;;;4.49999;4.27E-07;4.93E-09;0.000653281;;;
5;5.29E-09;18.270657;-10;-2.67E-07;18.270657;;;5;2.67E-07;5.29E-09;0.000516546;;;
5.49999;5.49E-09;18.429124;-10;-1.61E-07;18.429124;;;5.49999;1.61E-07;5.49E-09;0.000401521;;;
5.99999;5.83E-09;18.579058;-10;-9.38E-08;18.579058;;;5.99999;9.38E-08;5.83E-09;0.000306256;;;
6.49999;5.71E-09;18.746105;-10.00001;-5.28E-08;18.746105;;;6.49999;5.28E-08;5.71E-09;0.000229756;;;
7;5.29E-09;18.956068;-10;-2.90E-08;18.956068;;;7;2.90E-08;5.29E-09;0.000170329;;;
7.49999;5.36E-09;19.126111;-10;-1.55E-08;19.126111;;;7.49999;1.55E-08;5.36E-09;0.000124357;;;
8;5.21E-09;19.302155;-10.00001;-8.48E-09;19.302155;;;8;8.48E-09;5.21E-09;9.21E-05;;;
8.49999;5.03E-09;19.478379;-10;-5.08E-09;19.478379;;;8.49999;5.08E-09;5.03E-09;7.13E-05;;;
8.99999;4.85E-09;19.654445;-10;-3.58E-09;19.654445;;;8.99999;3.58E-09;4.85E-09;5.99E-05;;;
9.5;4.66E-09;19.830624;-10.00001;-2.98E-09;19.830624;;;9.5;2.98E-09;4.66E-09;5.46E-05;;;
10;4.48E-09;20.009041;-10.00001;-2.68E-09;20.009041;;;10;2.68E-09;4.48E-09;5.18E-05;;;
10.49999;4.33E-09;20.185073;-10;-2.51E-09;20.185073;;;10.49999;2.51E-09;4.33E-09;5.01E-05;;;
10.99999;4.18E-09;20.361076;-10.00001;-2.38E-09;20.361076;;;10.99999;2.38E-09;4.18E-09;4.88E-05;;;
11.5;4.04E-09;20.552467;-10.00001;-2.29E-09;20.552467;;;11.5;2.29E-09;4.04E-09;4.79E-05;;;
12;3.93E-09;20.728515;-10.00001;-2.22E-09;20.728515;;;12;2.22E-09;3.93E-09;4.71E-05;;;
12.50001;3.82E-09;20.934041;-10;-2.17E-09;20.934041;;;12.50001;2.17E-09;3.82E-09;4.65E-05;;;
12.99999;3.75E-09;21.110118;-10;-2.13E-09;21.110118;;;12.99999;2.13E-09;3.75E-09;4.61E-05;;;
13.5;3.67E-09;21.286213;-10.00001;-2.10E-09;21.286213;;;13.5;2.10E-09;3.67E-09;4.58E-05;;;
14;3.60E-09;21.463767;-10.00001;-2.07E-09;21.463767;;;14;2.07E-09;3.60E-09;4.55E-05;;;
14.50001;3.54E-09;21.63985;-10;-2.04E-09;21.63985;;;14.50001;2.04E-09;3.54E-09;4.51E-05;;;
14.99999;3.49E-09;21.815942;-10;-2.02E-09;21.815942;;;14.99999;2.02E-09;3.49E-09;4.49E-05;;;
15.5;3.43E-09;21.992145;-10.00001;-1.99E-09;21.992145;;;15.5;1.99E-09;3.43E-09;4.46E-05;;;
16;3.39E-09;22.168238;-10.00001;-1.97E-09;22.168238;;;16;1.97E-09;3.39E-09;4.44E-05;;;
16.5;3.34E-09;22.344425;-10.00001;-1.95E-09;22.344425;;;16.5;1.95E-09;3.34E-09;4.41E-05;;;
17;3.30E-09;22.521392;-10;-1.93E-09;22.521392;;;17;1.93E-09;3.30E-09;4.39E-05;;;
17.5;3.26E-09;22.697402;-10;-1.90E-09;22.697402;;;17.5;1.90E-09;3.26E-09;4.36E-05;;;
17.99999;3.23E-09;22.873398;-10.00001;-1.89E-09;22.873398;;;17.99999;1.89E-09;3.23E-09;4.34E-05;;;
18.5;3.19E-09;23.059738;-10;-1.87E-09;23.059738;;;18.5;1.87E-09;3.19E-09;4.32E-05;;;
18.99999;3.16E-09;23.235708;-10.00001;-1.85E-09;23.235708;;;18.99999;1.85E-09;3.16E-09;4.30E-05;;;
19.5;3.13E-09;23.441683;-10.00001;-1.83E-09;23.441683;;;19.5;1.83E-09;3.13E-09;4.28E-05;;;
20;3.10E-09;23.617893;-10;-1.82E-09;23.617893;;;20;1.82E-09;3.10E-09;4.26E-05;;;
