#scan;iMeasureCycle=1;iMux=0;time=0.125;N=142;LocalTime=21/12/2023 11:21:59;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
9.5;2.52E-09;4.051098;-0.500001;-1.75E-09;4.051098;;;9.5;1.74691E-09;2.51736E-09
9;2.19E-09;4.227197;-0.500001;-1.90E-09;4.227197;;;9;1.90023E-09;2.19063E-09
8.5;1.75E-09;4.40503;-0.500001;-2.40E-09;4.40503;;;8.5;2.4028E-09;1.75054E-09
7.99999;1.15E-09;4.581126;-0.499999;-3.64E-09;4.581126;;;7.99999;3.6411E-09;1.15438E-09
7.5;4.01E-10;4.75724;-0.500001;-6.20E-09;4.75724;;;7.5;6.20158E-09;4.0124E-10
7;-5.34E-10;4.92753;-0.500001;-1.06E-08;4.92753;;;7;1.05554E-08;5.3392E-10
6.5;-1.66E-09;5.077523;-0.5;-1.78E-08;5.077523;;;6.5;1.78137E-08;1.66292E-09
5.99999;-1.86E-09;5.22736;-0.5;-2.97E-08;5.22736;;;5.99999;2.97393E-08;1.86096E-09
5.49999;-8.26E-10;5.381442;-0.5;-4.83E-08;5.381442;;;5.49999;4.82533E-08;8.2565E-10
4.99999;1.04E-10;5.531346;-0.5;-7.48E-08;5.531346;;;4.99999;7.47771E-08;1.0441E-10
4.5;1.14E-09;5.68694;-0.5;-1.12E-07;5.68694;;;4.5;1.12071E-07;1.14388E-09
3.99999;2.16E-09;5.87025;-0.5;-1.63E-07;5.87025;;;3.99999;1.62639E-07;2.15704E-09
3.5;2.21E-09;6.020172;-0.5;-2.29E-07;6.020172;;;3.5;2.29416E-07;2.21407E-09
3.00001;2.23E-09;6.170038;-0.5;-3.18E-07;6.170038;;;3.00001;3.18005E-07;2.22902E-09
2.5;2.10E-09;6.351122;-0.5;-4.34E-07;6.351122;;;2.5;4.34024E-07;2.09912E-09
1.99999;1.84E-09;6.50099;-0.5;-5.86E-07;6.50099;;;1.99999;5.86395E-07;1.84473E-09
1.49999;1.45E-09;6.650801;-0.5;-7.84E-07;6.650801;;;1.49999;7.83604E-07;1.44866E-09
0.99999;8.26E-10;6.800649;-0.5;-1.02E-06;6.800649;;;0.99999;1.01513E-06;8.2564E-10
0.5;-1.01E-10;6.976185;-0.5;-1.27E-06;6.976185;;;0.5;1.27368E-06;1.014E-10
0;-1.48E-09;7.125908;-0.5;-1.48E-06;7.125908;;;0;1.48291E-06;1.47816E-09
-0.5;-3.17E-09;7.275677;-0.5;-1.63E-06;7.275677;;;-0.5;1.63272E-06;3.17038E-09
-1.00001;-5.08E-09;7.425588;-0.5;-1.74E-06;7.425588;;;-1.00001;1.74192E-06;5.07733E-09
-1.5;-7.02E-09;7.575437;-0.5;-1.83E-06;7.575437;;;-1.5;1.82619E-06;7.02425E-09
-2;-9.02E-09;7.719256;-0.5;-1.89E-06;7.719256;;;-2;1.89281E-06;9.0243E-09
-2.50001;-1.10E-08;7.876589;-0.5;-1.95E-06;7.876589;;;-2.50001;1.94637E-06;1.09899E-08
-3;-1.30E-08;8.020481;-0.5;-1.99E-06;8.020481;;;-3;1.99196E-06;1.29532E-08
-3.5;-1.49E-08;8.164366;-0.5;-2.03E-06;8.164366;;;-3.5;2.02998E-06;1.49007E-08
-4;-1.68E-08;8.308222;-0.5;-2.06E-06;8.308222;;;-4;2.06027E-06;1.68065E-08
-4.5;-1.86E-08;8.470719;-0.5;-2.09E-06;8.470719;;;-4.5;2.08598E-06;1.85831E-08
-5;-2.05E-08;8.614561;-0.5;-2.11E-06;8.614561;;;-5;2.10887E-06;2.04535E-08
-5.5;-2.23E-08;8.758507;-0.5;-2.13E-06;8.758507;;;-5.5;2.12675E-06;2.22694E-08
-6;-2.41E-08;8.902479;-0.5;-2.14E-06;8.902479;;;-6;2.14103E-06;2.41264E-08
-6.5;-2.59E-08;9.04646;-0.5;-2.19E-06;9.04646;;;-6.5;2.18668E-06;2.59103E-08
-7;-2.78E-08;9.190398;-0.5;-2.16E-06;9.190398;;;-7;2.16164E-06;2.77577E-08
-7.5;-2.93E-08;9.358556;-0.5;-2.17E-06;9.358556;;;-7.5;2.16726E-06;2.92891E-08
-8;-3.11E-08;9.502479;-0.5;-2.17E-06;9.502479;;;-8;2.17176E-06;3.11391E-08
-8.5;-3.31E-08;9.646292;-0.5;-2.18E-06;9.646292;;;-8.5;2.17544E-06;3.31036E-08
-9;-3.51E-08;9.790183;-0.5;-2.21E-06;9.790183;;;-9;2.21006E-06;3.50923E-08
-9.5;-3.72E-08;9.934075;-0.5;-2.21E-06;9.934075;;;-9.5;2.20891E-06;3.72221E-08
-10;-3.95E-08;10.078049;-0.5;-2.21E-06;10.078049;;;-10;2.20548E-06;3.94949E-08
-10.5;-4.19E-08;10.22188;-0.5;-2.20E-06;10.22188;;;-10.5;2.20206E-06;4.19119E-08
-11;-4.43E-08;10.382916;-0.5;-2.20E-06;10.382916;;;-11;2.19593E-06;4.42752E-08
-11.5;-4.69E-08;10.526844;-0.5;-2.19E-06;10.526844;;;-11.5;0.000002189;4.69397E-08
-12;-4.96E-08;10.670675;-0.5;-2.18E-06;10.670675;;;-12;2.18003E-06;4.95999E-08
-12.5;-5.22E-08;10.81458;-0.5;-2.17E-06;10.81458;;;-12.5;2.17057E-06;5.22462E-08
-13;-5.50E-08;10.976925;-0.5;-2.16E-06;10.976925;;;-13;2.16055E-06;5.50243E-08
-13.5;-5.93E-08;11.120792;-0.5;-2.15E-06;11.120792;;;-13.5;2.14875E-06;5.93455E-08
-14;-6.34E-08;11.26464;-0.5;-2.13E-06;11.26464;;;-14;2.13484E-06;6.34214E-08
-14.5;-6.78E-08;11.40859;-0.5;-2.12E-06;11.40859;;;-14.5;2.12105E-06;6.77854E-08
-15;-7.01E-08;11.552477;-0.5;-2.11E-06;11.552477;;;-15;2.10944E-06;7.00744E-08
-15;-6.99E-08;11.675961;-0.5;-2.11E-06;11.675961;;;-15;2.10699E-06;6.98582E-08
-14.5;-6.67E-08;11.819894;-0.5;-2.12E-06;11.819894;;;-14.5;2.11691E-06;6.67452E-08
-14;-6.37E-08;11.97936;-0.5;-2.13E-06;11.97936;;;-14;2.12735E-06;6.3714E-08
-13.5;-6.06E-08;12.123218;-0.5;-2.14E-06;12.123218;;;-13.5;2.1357E-06;6.05646E-08
-13;-5.74E-08;12.26706;-0.5;-2.14E-06;12.26706;;;-13;2.14389E-06;5.74105E-08
-12.5;-5.40E-08;12.410994;-0.5;-2.15E-06;12.410994;;;-12.5;2.15322E-06;5.40227E-08
-12;-4.98E-08;12.554893;-0.5;-2.16E-06;12.554893;;;-12;2.16087E-06;4.97832E-08
-11.5;-4.58E-08;12.698694;-0.5;-2.17E-06;12.698694;;;-11.5;2.16707E-06;4.58286E-08
-11;-4.24E-08;12.867582;-0.5;-2.17E-06;12.867582;;;-11;2.16992E-06;4.24171E-08
-10.5;-3.89E-08;13.011542;-0.5;-2.17E-06;13.011542;;;-10.5;2.17381E-06;3.89491E-08
-10;-3.55E-08;13.155384;-0.5;-2.17E-06;13.155384;;;-10;2.17429E-06;3.55329E-08
-9.5;-3.22E-08;13.29921;-0.5;-2.18E-06;13.29921;;;-9.5;2.17528E-06;3.21798E-08
-9;-2.92E-08;13.443106;-0.5;-2.17E-06;13.443106;;;-9;2.17359E-06;2.9155E-08
-8.5;-2.62E-08;13.586996;-0.5;-2.17E-06;13.586996;;;-8.5;2.16922E-06;2.62215E-08
-8;-2.37E-08;13.730929;-0.5;-2.16E-06;13.730929;;;-8;2.16356E-06;2.37331E-08
-7.5;-2.14E-08;13.892439;-0.5;-2.15E-06;13.892439;;;-7.5;2.15446E-06;2.13911E-08
-7.00001;-1.89E-08;14.036346;-0.5;-2.14E-06;14.036346;;;-7.00001;0.000002144;1.89166E-08
-6.5;-1.64E-08;14.180224;-0.5;-2.13E-06;14.180224;;;-6.5;2.13077E-06;1.63853E-08
-6;-1.38E-08;14.324074;-0.5;-2.11E-06;14.324074;;;-6;2.11311E-06;1.38306E-08
-5.5;-1.16E-08;14.485656;-0.5;-2.09E-06;14.485656;;;-5.5;2.09333E-06;1.1555E-08
-5;-9.23E-09;14.62948;-0.5;-2.07E-06;14.62948;;;-5;2.0684E-06;9.2279E-09
-4.50001;-7.07E-09;14.779385;-0.5;-2.04E-06;14.779385;;;-4.50001;2.04055E-06;7.07215E-09
-4.00001;-5.01E-09;14.929418;-0.5;-2.01E-06;14.929418;;;-4.00001;2.00698E-06;5.01488E-09
-3.5;-3.10E-09;15.079393;-0.5;-1.97E-06;15.079393;;;-3.5;1.96704E-06;3.098E-09
-3;-1.26E-09;15.229213;-0.5;-1.92E-06;15.229213;;;-3;1.92194E-06;1.26369E-09
-2.5;2.85E-10;15.401514;-0.5;-1.87E-06;15.401514;;;-2.5;1.86646E-06;2.8461E-10
-2.00001;1.88E-09;15.551526;-0.5;-1.80E-06;15.551526;;;-2.00001;1.80028E-06;1.87985E-09
-1.5;3.31E-09;15.701321;-0.5;-1.72E-06;15.701321;;;-1.5;1.72178E-06;3.30592E-09
-1.00001;4.39E-09;15.876167;-0.5;-1.63E-06;15.876167;;;-1.00001;1.62587E-06;4.3922E-09
-0.5;5.45E-09;16.026112;-0.5;-1.50E-06;16.026112;;;-0.5;1.5023E-06;5.45177E-09
0;6.26E-09;16.175929;-0.5;-1.34E-06;16.175929;;;0;1.34033E-06;6.26114E-09
0.49999;6.77E-09;16.325733;-0.5;-1.12E-06;16.325733;;;0.49999;1.11773E-06;6.77052E-09
0.99999;6.86E-09;16.499367;-0.5;-8.72E-07;16.499367;;;0.99999;8.72466E-07;6.85721E-09
1.49999;6.79E-09;16.655048;-0.5;-6.58E-07;16.655048;;;1.49999;6.57985E-07;6.7934E-09
2;6.60E-09;16.810767;-0.5;-4.83E-07;16.810767;;;2;4.83077E-07;6.59604E-09
2.5;6.36E-09;16.96074;-0.5;-3.47E-07;16.96074;;;2.5;3.47078E-07;6.36418E-09
2.99999;6.14E-09;17.110725;-0.5;-2.45E-07;17.110725;;;2.99999;2.44979E-07;6.14182E-09
3.5;5.99E-09;17.260538;-0.5;-1.70E-07;17.260538;;;3.5;1.69732E-07;5.98628E-09
4;5.99E-09;17.410398;-0.5;-1.15E-07;17.410398;;;4;1.15109E-07;5.98697E-09
4.5;5.90E-09;17.577519;-0.500001;-7.61E-08;17.577519;;;4.5;7.60525E-08;5.90222E-09
4.99999;6.08E-09;17.747487;-0.5;-4.95E-08;17.747487;;;4.99999;4.946E-08;6.07586E-09
5.50001;6.15E-09;17.931642;-0.500001;-3.16E-08;17.931642;;;5.50001;3.16173E-08;6.14502E-09
6;6.61E-09;18.101837;-0.500001;-2.01E-08;18.101837;;;6;2.00951E-08;6.60862E-09
6.5;6.81E-09;18.271817;-0.5;-1.30E-08;18.271817;;;6.5;1.29658E-08;6.81388E-09
6.99999;6.75E-09;18.448031;-0.5;-8.56E-09;18.448031;;;6.99999;8.56204E-09;6.7503E-09
7.5;6.64E-09;18.624123;-0.500001;-5.94E-09;18.624123;;;7.5;5.9372E-09;6.63641E-09
7.99999;6.42E-09;18.800246;-0.5;-4.52E-09;18.800246;;;7.99999;4.52372E-09;6.42344E-09
8.5;6.17E-09;18.976389;-0.500001;-3.81E-09;18.976389;;;8.5;3.809E-09;6.17321E-09
9;5.90E-09;19.152418;-0.500001;-3.43E-09;19.152418;;;9;3.42733E-09;5.89958E-09
9.5;5.64E-09;19.328595;-0.5;-3.20E-09;19.328595;;;9.5;3.20183E-09;5.63772E-09
10;5.37E-09;19.506557;-0.500001;-3.03E-09;19.506557;;;10;3.03216E-09;5.37276E-09
10.50001;5.13E-09;19.682541;-0.500001;-2.89E-09;19.682541;;;10.50001;2.89298E-09;5.12975E-09
11;4.89E-09;19.876568;-0.5;-2.77E-09;19.876568;;;11;2.76663E-09;4.88904E-09
11.5;4.72E-09;20.05266;-0.500001;-2.67E-09;20.05266;;;11.5;2.67339E-09;4.72087E-09
12;4.57E-09;20.22864;-0.5;-2.59E-09;20.22864;;;12;2.59068E-09;4.56681E-09
12.5;4.38E-09;20.442892;-0.500001;-2.50E-09;20.442892;;;12.5;2.4968E-09;4.3833E-09
12.99999;4.28E-09;20.618917;-0.500001;-2.44E-09;20.618917;;;12.99999;2.43934E-09;4.27911E-09
13.49999;4.18E-09;20.794983;-0.5;-2.39E-09;20.794983;;;13.49999;2.38514E-09;4.17516E-09
14;4.09E-09;20.97117;-0.5;-2.34E-09;20.97117;;;14;2.33877E-09;4.08588E-09
14.49999;4.00E-09;21.147323;-0.500001;-2.30E-09;21.147323;;;14.49999;2.29654E-09;4.00336E-09
14.99999;3.93E-09;21.323387;-0.500001;-2.25E-09;21.323387;;;14.99999;2.25491E-09;3.92672E-09
15.49999;3.86E-09;21.499674;-0.500001;-2.22E-09;21.499674;;;15.49999;2.21716E-09;3.85905E-09
15.99999;3.79E-09;21.67577;-0.499999;-2.18E-09;21.67577;;;15.99999;2.18174E-09;3.79272E-09
16.49999;3.73E-09;21.85188;-0.5;-2.15E-09;21.85188;;;16.49999;2.14966E-09;3.73498E-09
17;3.68E-09;22.038309;-0.5;-2.12E-09;22.038309;;;17;2.11995E-09;3.68007E-09
17.49999;3.63E-09;22.214299;-0.5;-2.09E-09;22.214299;;;17.49999;2.08927E-09;3.62985E-09
17.99999;3.57E-09;22.419985;-0.5;-2.06E-09;22.419985;;;17.99999;2.05724E-09;3.57173E-09
18.5;3.53E-09;22.596158;-0.5;-2.03E-09;22.596158;;;18.5;2.03208E-09;3.53015E-09
19;3.49E-09;22.77224;-0.5;-2.01E-09;22.77224;;;19;2.00998E-09;3.49039E-09
19.49999;3.45E-09;22.949967;-0.500001;-1.99E-09;22.949967;;;19.49999;1.9861E-09;3.45246E-09
20;3.41E-09;23.126196;-0.5;-1.96E-09;23.126196;;;20;1.96261E-09;3.41197E-09
