#scan;iMeasureCycle=1;iMux=0;time=0.15;N=492;LocalTime=21/12/2023 11:14:39;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
4.99999;1.66E-09;24.109497;-11;-4.44E-07;24.109497;;;-11;4.44245E-07
5;1.66E-09;24.259325;-10.5;-4.41E-07;24.259325;;;-10.5;4.41121E-07
5;1.67E-09;24.4396;-10;-4.38E-07;24.4396;;;-10;4.37771E-07
5;1.65E-09;24.589503;-9.5;-4.34E-07;24.589503;;;-9.5;4.34254E-07
4.99999;1.64E-09;24.73931;-9;-4.30E-07;24.73931;;;-9;4.3007E-07
5;1.64E-09;24.889108;-8.5;-4.25E-07;24.889108;;;-8.5;4.25383E-07
4.99999;1.63E-09;25.055075;-8;-4.20E-07;25.055075;;;-8;4.2022E-07
4.99999;1.62E-09;25.204916;-7.5;-4.14E-07;25.204916;;;-7.5;4.14303E-07
4.99999;1.61E-09;25.354976;-7;-4.07E-07;25.354976;;;-7;4.07498E-07
4.99999;1.59E-09;25.504784;-6.5;-4.00E-07;25.504784;;;-6.5;3.99694E-07
4.99999;1.58E-09;25.654624;-6;-3.90E-07;25.654624;;;-6;3.90156E-07
4.99999;1.56E-09;25.804429;-5.5;-3.79E-07;25.804429;;;-5.5;3.79337E-07
5;1.53E-09;25.964849;-5;-3.66E-07;25.964849;;;-5;3.66084E-07
5;1.45E-09;26.114655;-4.5;-3.50E-07;26.114655;;;-4.5;3.50448E-07
4.99999;1.33E-09;26.264409;-4;-3.32E-07;26.264409;;;-4;3.31697E-07
5;1.23E-09;26.440121;-3.5;-3.09E-07;26.440121;;;-3.5;3.08861E-07
4.99999;9.96E-10;26.590056;-3;-2.82E-07;26.590056;;;-3;2.81612E-07
5;7.52E-10;26.739824;-2.5;-2.49E-07;26.739824;;;-2.5;2.4937E-07
4.99999;5.00E-10;26.889703;-2;-2.11E-07;26.889703;;;-2;2.11251E-07
4.99999;2.80E-10;27.05915;-1.5;-1.67E-07;27.05915;;;-1.5;1.6696E-07
5;7.86E-11;27.208907;-1;-1.16E-07;27.208907;;;-1;1.16005E-07
4.99999;2.22E-10;27.376054;-0.5;-5.85E-08;27.376054;;;-0.5;5.854E-08
4.99999;7.02E-10;27.540819;0;-6.62E-11;27.540819;;;0;6.62E-11
-5.00E-07;-3.68E-09;27.716842;-1.00E-05;2.42E-09;27.716842;;;-1.00E-05;2.42331E-09
9.00E-07;-2.30E-09;27.86992;-0.5;-1.59E-06;27.86992;;;-0.5;1.58932E-06
1.00E-07;-1.34E-09;28.01971;-1;-3.05E-06;28.01971;;;-1;3.05486E-06
-5.00E-07;-6.85E-10;28.169575;-1.5;-4.27E-06;28.169575;;;-1.5;0.000004273
0;-2.43E-10;28.319375;-2;-5.27E-06;28.319375;;;-2;5.27087E-06
1.00E-07;3.88E-11;28.4765;-2.5;-6.09E-06;28.4765;;;-2.5;6.08702E-06
-1.00E-07;2.29E-10;28.626302;-3;-6.76E-06;28.626302;;;-3;6.75878E-06
-3.00E-07;3.48E-10;28.776163;-3.5;-7.32E-06;28.776163;;;-3.5;7.31858E-06
4.00E-07;4.26E-10;28.951971;-4;-7.79E-06;28.951971;;;-4;7.78657E-06
2.00E-07;6.05E-10;29.101777;-4.5;-8.19E-06;29.101777;;;-4.5;8.18742E-06
4.00E-07;7.80E-10;29.251457;-5;-8.53E-06;29.251457;;;-5;8.52825E-06
6.00E-07;9.37E-10;29.40119;-5.5;-8.82E-06;29.40119;;;-5.5;8.82156E-06
2.00E-07;1.06E-09;29.565608;-6;-9.07E-06;29.565608;;;-6;9.07158E-06
2.00E-07;1.14E-09;29.715457;-6.5;-9.29E-06;29.715457;;;-6.5;9.29237E-06
3.00E-07;1.18E-09;29.865278;-7;-9.49E-06;29.865278;;;-7;9.48581E-06
1.00E-07;1.17E-09;30.015117;-7.5;-9.66E-06;30.015117;;;-7.5;9.65638E-06
7.00E-07;1.12E-09;30.169967;-8;-9.81E-06;30.169967;;;-8;9.8078E-06
-2.00E-07;1.07E-09;30.319802;-8.5;-9.94E-06;30.319802;;;-8.5;9.9404E-06
1.00E-07;9.88E-10;30.481721;-9;-1.01E-05;30.481721;;;-9;1.00578E-05
0;9.50E-10;30.631536;-9.5;-1.02E-05;30.631536;;;-9.5;1.01608E-05
0;8.86E-10;30.781275;-10;-1.03E-05;30.781275;;;-10;1.02554E-05
2.00E-07;8.17E-10;30.957168;-10.5;-1.03E-05;30.957168;;;-10.5;1.03385E-05
2.00E-07;7.77E-10;31.106998;-11;-1.04E-05;31.106998;;;-11;1.04172E-05
1.00E-07;7.41E-10;31.25674;-11.5;-1.05E-05;31.25674;;;-11.5;1.04861E-05
3.00E-07;7.05E-10;31.406473;-12;-1.05E-05;31.406473;;;-12;1.05491E-05
3.00E-07;6.84E-10;31.57081;-12.5;-1.06E-05;31.57081;;;-12.5;1.06086E-05
2.00E-07;6.53E-10;31.720569;-13;-1.07E-05;31.720569;;;-13;1.06629E-05
-2.00E-07;6.35E-10;31.870379;-13.5;-1.07E-05;31.870379;;;-13.5;1.07139E-05
-2.00E-07;6.22E-10;32.020212;-14;-1.08E-05;32.020212;;;-14;1.07587E-05
1.00E-07;6.00E-10;32.171718;-14.5;-1.08E-05;32.171718;;;-14.5;1.08003E-05
1.00E-07;5.92E-10;32.321517;-15;-1.08E-05;32.321517;;;-15;1.08404E-05
-1.00E-07;5.78E-10;32.486033;-15.5;-1.09E-05;32.486033;;;-15.5;1.08778E-05
-4.00E-07;5.73E-10;32.635905;-16;-1.09E-05;32.635905;;;-16;1.09108E-05
2.00E-07;5.69E-10;32.785715;-16.5;-1.09E-05;32.785715;;;-16.5;1.09419E-05
-4.00E-07;5.55E-10;32.961447;-17;-1.10E-05;32.961447;;;-17;1.09737E-05
5.00E-07;5.49E-10;33.111281;-17.5;-1.10E-05;33.111281;;;-17.5;1.10003E-05
1.00E-07;5.42E-10;33.261044;-18;-1.10E-05;33.261044;;;-18;1.10263E-05
1.00E-07;5.41E-10;33.410831;-18.5;-1.11E-05;33.410831;;;-18.5;1.10546E-05
-2.00E-07;5.31E-10;33.57573;-19;-1.11E-05;33.57573;;;-19;1.10779E-05
2.00E-07;5.27E-10;33.725556;-19.5;-1.11E-05;33.725556;;;-19.5;1.11056E-05
0;5.27E-10;33.875369;-20;-1.11E-05;33.875369;;;-20;0.000011127
1.00E-07;5.19E-10;33.997743;-20;-1.11E-05;33.997743;;;-20;1.11276E-05
-3.00E-07;5.14E-10;34.147587;-19.5;-1.11E-05;34.147587;;;-19.5;1.11023E-05
-3.00E-07;5.11E-10;34.297375;-19;-1.11E-05;34.297375;;;-19;1.10769E-05
0;5.05E-10;34.481419;-18.5;-1.10E-05;34.481419;;;-18.5;1.10489E-05
4.00E-07;5.02E-10;34.631245;-18;-1.10E-05;34.631245;;;-18;1.10211E-05
-5.00E-07;4.97E-10;34.781012;-17.5;-1.10E-05;34.781012;;;-17.5;1.09864E-05
0;4.94E-10;34.964725;-17;-1.10E-05;34.964725;;;-17;1.09534E-05
-5.00E-07;4.93E-10;35.114499;-16.5;-1.09E-05;35.114499;;;-16.5;1.09172E-05
-1.00E-07;4.90E-10;35.264261;-16;-1.09E-05;35.264261;;;-16;1.08826E-05
-2.00E-07;4.87E-10;35.414169;-15.5;-1.08E-05;35.414169;;;-15.5;1.08417E-05
0;4.80E-10;35.580704;-15;-1.08E-05;35.580704;;;-15;1.07994E-05
0;4.70E-10;35.730563;-14.5;-1.08E-05;35.730563;;;-14.5;1.07557E-05
0;4.72E-10;35.880392;-14;-1.07E-05;35.880392;;;-14;1.07055E-05
-2.00E-07;4.69E-10;36.030346;-13.5;-1.07E-05;36.030346;;;-13.5;1.06539E-05
-5.00E-07;4.62E-10;36.181719;-13;-1.06E-05;36.181719;;;-13;1.05979E-05
5.00E-07;4.62E-10;36.331528;-12.5;-1.05E-05;36.331528;;;-12.5;1.05355E-05
1.00E-07;4.49E-10;36.513905;-12;-1.05E-05;36.513905;;;-12;1.04709E-05
-1.00E-07;4.42E-10;36.663724;-11.5;-1.04E-05;36.663724;;;-11.5;1.04011E-05
0;4.24E-10;36.813591;-11;-1.03E-05;36.813591;;;-11;1.03238E-05
-1.00E-07;4.27E-10;36.997858;-10.5;-1.02E-05;36.997858;;;-10.5;1.02381E-05
-1.00E-07;3.89E-10;37.147679;-10;-1.01E-05;37.147679;;;-10;1.01453E-05
-1.00E-07;3.37E-10;37.297386;-9.5;-1.00E-05;37.297386;;;-9.5;1.00446E-05
-2.00E-07;2.54E-10;37.473729;-9;-9.93E-06;37.473729;;;-9;9.9292E-06
-3.00E-07;1.07E-10;37.6236;-8.5;-9.81E-06;37.6236;;;-8.5;9.8064E-06
1.00E-07;-5.46E-11;37.773394;-8;-9.67E-06;37.773394;;;-8;0.000009666
-3.00E-07;-2.61E-10;37.923151;-7.5;-9.51E-06;37.923151;;;-7.5;9.5104E-06
-2.00E-07;-4.60E-10;38.087034;-7;-9.33E-06;38.087034;;;-7;9.3333E-06
-3.00E-07;-6.72E-10;38.236831;-6.5;-9.13E-06;38.236831;;;-6.5;9.1342E-06
-9.00E-07;-8.48E-10;38.389325;-6;-8.90E-06;38.389325;;;-6;8.90268E-06
-8.00E-07;-9.15E-10;38.539169;-5.5;-8.64E-06;38.539169;;;-5.5;8.64308E-06
-1.20E-06;-5.31E-10;38.689177;-5;-8.34E-06;38.689177;;;-5;8.34428E-06
-7.00E-07;-1.09E-11;38.839063;-4.5;-8.00E-06;38.839063;;;-4.5;8.00194E-06
2.00E-07;2.13E-10;39.003338;-4;-7.60E-06;39.003338;;;-4;7.60191E-06
-3.00E-07;1.73E-10;39.153262;-3.5;-7.13E-06;39.153262;;;-3.5;7.1336E-06
0;7.60E-11;39.303027;-3;-6.58E-06;39.303027;;;-3;6.58022E-06
-1.00E-07;-7.13E-11;39.487596;-2.5;-5.92E-06;39.487596;;;-2.5;5.9186E-06
1.00E-07;-3.18E-10;39.637401;-2;-5.12E-06;39.637401;;;-2;5.11841E-06
0;-6.94E-10;39.787279;-1.5;-4.15E-06;39.787279;;;-1.5;4.14707E-06
-1.00E-07;-1.24E-09;39.93708;-1;-2.96E-06;39.93708;;;-1;2.96134E-06
2.00E-07;-2.01E-09;40.09205;-0.5;-1.54E-06;40.09205;;;-0.5;1.53825E-06
1.00E-07;-2.98E-09;40.264897;-1.00E-05;2.02E-09;40.264897;;;-1.00E-05;2.01625E-09
-5;-2.98E-08;40.428986;-1.00E-05;1.82E-08;40.428986;;;-1.00E-05;1.81825E-08
-5;-2.53E-08;40.590923;-0.5;-2.24E-06;40.590923;;;-0.5;2.24367E-06
-5;-2.18E-08;40.734748;-1;-4.71E-06;40.734748;;;-1;4.7115E-06
-5;-1.88E-08;40.87867;-1.5;-7.24E-06;40.87867;;;-1.5;7.23525E-06
-5;-1.62E-08;41.022532;-2;-9.76E-06;41.022532;;;-2;9.75636E-06
-5;-1.40E-08;41.169814;-2.5;-1.23E-05;41.169814;;;-2.5;1.22517E-05
-5;-1.21E-08;41.313695;-3;-1.47E-05;41.313695;;;-3;1.46761E-05
-5;-1.05E-08;41.488382;-3.5;-1.70E-05;41.488382;;;-3.5;1.70093E-05
-5;-9.05E-09;41.632241;-4;-1.92E-05;41.632241;;;-4;1.92393E-05
-5.00001;-7.84E-09;41.782032;-4.5;-2.13E-05;41.782032;;;-4.5;2.13448E-05
-5.00001;-6.78E-09;41.931814;-5;-2.33E-05;41.931814;;;-5;2.32952E-05
-5.00001;-5.98E-09;42.097307;-5.5;-2.51E-05;42.097307;;;-5.5;0.000025064
-5;-5.36E-09;42.24706;-6;-2.66E-05;42.24706;;;-6;2.66135E-05
-5.00001;-5.02E-09;42.397213;-6.5;-2.79E-05;42.397213;;;-6.5;2.79079E-05
-5.00001;-4.85E-09;42.547118;-7;-2.90E-05;42.547118;;;-7;0.000028975
-5.00001;-4.80E-09;42.697003;-7.5;-2.98E-05;42.697003;;;-7.5;2.98405E-05
-5;-4.78E-09;42.846862;-8;-3.06E-05;42.846862;;;-8;3.05633E-05
-5.00001;-4.82E-09;43.012968;-8.5;-3.12E-05;43.012968;;;-8.5;3.11623E-05
-5;-4.83E-09;43.162848;-9;-3.17E-05;43.162848;;;-9;3.16811E-05
-5.00001;-4.79E-09;43.31265;-9.5;-3.21E-05;43.31265;;;-9.5;3.21247E-05
-5.00001;-4.80E-09;43.488962;-10;-3.25E-05;43.488962;;;-10;3.25225E-05
-5;-4.62E-09;43.638863;-10.5;-3.29E-05;43.638863;;;-10.5;3.28682E-05
-5.00001;-4.57E-09;43.788744;-11;-3.32E-05;43.788744;;;-11;0.000033184
-5.00001;-4.52E-09;43.938587;-11.5;-3.35E-05;43.938587;;;-11.5;3.34616E-05
-5;-4.54E-09;44.102298;-12;-3.37E-05;44.102298;;;-12;3.37106E-05
-5.00001;-4.55E-09;44.252136;-12.5;-3.39E-05;44.252136;;;-12.5;3.39336E-05
-5;-4.60E-09;44.402054;-13;-3.41E-05;44.402054;;;-13;3.41442E-05
-5.00001;-4.65E-09;44.551928;-13.5;-3.43E-05;44.551928;;;-13.5;3.43222E-05
-5;-4.72E-09;44.70335;-14;-3.45E-05;44.70335;;;-14;3.44989E-05
-5;-4.78E-09;44.853248;-14.5;-3.47E-05;44.853248;;;-14.5;3.46616E-05
-5.00001;-4.83E-09;45.013596;-15;-3.48E-05;45.013596;;;-15;3.48092E-05
-5.00001;-4.85E-09;45.163465;-15.5;-3.50E-05;45.163465;;;-15.5;0.00003495
-5.00001;-4.89E-09;45.313274;-16;-3.51E-05;45.313274;;;-16;3.50804E-05
-5.00001;-4.93E-09;45.493394;-16.5;-3.52E-05;45.493394;;;-16.5;3.51905E-05
-5.00001;-4.95E-09;45.643237;-17;-3.53E-05;45.643237;;;-17;3.52978E-05
-5;-4.94E-09;45.793016;-17.5;-3.54E-05;45.793016;;;-17.5;0.00003539
-5.00001;-4.95E-09;45.942816;-18;-3.55E-05;45.942816;;;-18;3.54893E-05
-5;-4.95E-09;46.107341;-18.5;-3.56E-05;46.107341;;;-18.5;3.55774E-05
-5.00001;-4.95E-09;46.257189;-19;-3.57E-05;46.257189;;;-19;3.56707E-05
