Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.19e-09	7.8911e-09	-10.0	20.0
1.0	5.3518e-10	1.6424e-09	-10.0	19.9
1.5	4.0149e-10	1.1799e-09	-10.0	19.8
2.0	3.2434e-10	9.3605e-10	-10.0	19.7
2.5	2.7837e-10	7.8863e-10	-10.0	19.6
3.0	2.4755e-10	6.922e-10	-10.0	19.5
3.5	2.26e-10	6.2335e-10	-10.0	19.4
4.0	2.1038e-10	5.7248e-10	-10.0	19.3
4.5	1.9958e-10	5.3673e-10	-10.0	19.2
5.0	1.896e-10	5.0519e-10	-10.0	19.1
5.5	1.8104e-10	4.7813e-10	-10.0	19.0
6.0	1.7622e-10	4.5732e-10	-10.0	18.9
6.5	1.7078e-10	4.3964e-10	-10.0	18.8
7.0	1.6644e-10	4.2547e-10	-10.0	18.7
7.5	1.6328e-10	4.137e-10	-10.0	18.6
8.0	1.5891e-10	4.0141e-10	-10.0	18.5
8.5	1.5624e-10	3.9167e-10	-10.0	18.4
9.0	1.5434e-10	3.8291e-10	-10.0	18.3
9.5	1.5235e-10	3.7366e-10	-10.0	18.2
10.0	1.5046e-10	3.6678e-10	-10.0	18.1
10.5	1.4829e-10	3.5972e-10	-10.0	18.0
11.0	1.4693e-10	3.5342e-10	-10.0	17.9
11.5	1.4519e-10	3.4662e-10	-10.0	17.8
12.0	1.4391e-10	3.425e-10	-10.0	17.7
12.5	1.4224e-10	3.3767e-10	-10.0	17.6
13.0	1.4115e-10	3.3214e-10	-10.0	17.5
13.5	1.4024e-10	3.2815e-10	-10.0	17.4
14.0	1.3835e-10	3.232e-10	-10.0	17.3
14.5	1.379e-10	3.1826e-10	-10.0	17.2
15.0	1.3982e-10	3.334e-10	-10.0	17.1
15.5	1.3064e-10	1.7816e-10	-10.0	17.0
16.0	1.3714e-10	3.0672e-10	-10.0	16.9
16.5	1.3463e-10	3.0135e-10	-10.0	16.8
17.0	1.3579e-10	2.9726e-10	-10.0	16.7
17.5	1.3447e-10	2.9262e-10	-10.0	16.6
18.0	1.3362e-10	2.8914e-10	-10.0	16.5
18.5	1.345e-10	2.8716e-10	-10.0	16.4
19.0	1.3326e-10	2.8084e-10	-10.0	16.3
19.5	1.3353e-10	2.7756e-10	-10.0	16.2
20.0	1.3354e-10	2.7654e-10	-10.0	16.1
20.5	1.3216e-10	2.6979e-10	-10.0	16.0
21.0	1.3387e-10	2.64e-10	-10.0	15.9
21.5	1.3469e-10	2.5763e-10	-10.0	15.8
22.0	1.3469e-10	2.4842e-10	-10.0	15.7
22.5	1.3459e-10	2.3409e-10	-10.0	15.6
23.0	1.3522e-10	2.1491e-10	-10.0	15.5
23.5	1.3621e-10	1.874e-10	-10.0	15.4
24.0	1.4073e-10	1.5341e-10	-10.0	15.3
24.5	1.4352e-10	1.1409e-10	-10.0	15.2
25.0	1.5053e-10	6.9439e-11	-10.0	15.1
25.5	1.6214e-10	2.2346e-11	-10.0	15.0
26.0	1.8758e-10	2.2925e-11	-10.0	14.9
26.5	2.3985e-10	5.6223e-11	-10.0	14.8
27.0	3.2676e-10	7.1565e-11	-10.0	14.7
27.5	4.5294e-10	7.61e-11	-10.0	14.6
28.0	5.9652e-10	7.601e-11	-10.0	14.5
28.5	7.52e-10	7.3806e-11	-10.0	14.4
29.0	9.345e-10	6.8096e-11	-10.0	14.3
29.5	1.1512e-09	6.3391e-11	-10.0	14.2
30.0	1.413e-09	4.948e-11	-10.0	14.1
30.5	1.6968e-09	1.4278e-10	-10.0	14.0
31.0	2.0282e-09	1.5195e-10	-10.0	13.9
31.5	2.4269e-09	4.0919e-11	-10.0	13.8
32.0	2.8702e-09	2.9061e-11	-10.0	13.7
32.5	3.3853e-09	1.4269e-11	-10.0	13.6
33.0	3.9564e-09	1.0622e-12	-10.0	13.5
33.5	4.599e-09	1.0585e-11	-10.0	13.4
34.0	5.3435e-09	2.4725e-11	-10.0	13.3
34.5	6.1583e-09	4.2629e-11	-10.0	13.2
35.0	7.084e-09	5.2568e-11	-10.0	13.1
35.5	8.1082e-09	6.6335e-11	-10.0	13.0
36.0	9.2441e-09	7.6412e-11	-10.0	12.9
36.5	1.0509e-08	8.7322e-11	-10.0	12.8
37.0	1.1884e-08	9.5425e-11	-10.0	12.7
37.5	1.3393e-08	1.0704e-10	-10.0	12.6
38.0	1.5064e-08	1.1266e-10	-10.0	12.5
38.5	1.6893e-08	1.1715e-10	-10.0	12.4
39.0	1.8898e-08	1.2502e-10	-10.0	12.3
39.5	2.1107e-08	1.2849e-10	-10.0	12.2
40.0	2.3521e-08	1.3177e-10	-10.0	12.1
40.5	2.6134e-08	1.3972e-10	-10.0	12.0
41.0	2.8932e-08	1.4235e-10	-10.0	11.9
41.5	3.1989e-08	1.4541e-10	-10.0	11.8
42.0	3.5228e-08	1.4945e-10	-10.0	11.7
42.5	3.8735e-08	1.5208e-10	-10.0	11.6
43.0	4.2491e-08	1.5412e-10	-10.0	11.5
43.5	4.6608e-08	1.6047e-10	-10.0	11.4
44.0	5.0946e-08	1.624e-10	-10.0	11.3
44.5	5.5593e-08	1.6226e-10	-10.0	11.2
45.0	6.0609e-08	1.6829e-10	-10.0	11.1
45.5	6.5842e-08	2.1283e-10	-10.0	11.0
46.0	7.1723e-08	2.7217e-10	-10.0	10.9
46.5	7.7824e-08	1.7121e-10	-10.0	10.8
47.0	8.4317e-08	1.7458e-10	-10.0	10.7
47.5	9.1248e-08	1.7758e-10	-10.0	10.6
48.0	9.871e-08	1.7655e-10	-10.0	10.5
48.5	1.065e-07	1.7999e-10	-10.0	10.4
