Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.8137e-05	1.1227e-09	-10.0	-2.5
1.0	1.8142e-05	1.1138e-09	-10.0	-2.5
1.5	1.814e-05	1.1063e-09	-10.0	-2.5
2.0	1.8138e-05	1.1379e-09	-10.0	-2.5
2.5	1.8139e-05	1.0716e-09	-10.0	-2.5
3.0	1.8142e-05	1.0917e-09	-10.0	-2.5
3.5	1.814e-05	1.0885e-09	-10.0	-2.5
4.0	1.8143e-05	1.0856e-09	-10.0	-2.5
4.5	1.8146e-05	1.1041e-09	-10.0	-2.5
5.0	1.8146e-05	1.0368e-09	-10.0	-2.5
5.5	1.8148e-05	1.0494e-09	-10.0	-2.5
6.0	1.8149e-05	1.0444e-09	-10.0	-2.5
6.5	1.8151e-05	1.041e-09	-10.0	-2.5
7.0	1.8154e-05	1.0554e-09	-10.0	-2.5
7.5	1.8152e-05	1.0742e-09	-10.0	-2.5
8.0	1.8153e-05	1.0178e-09	-10.0	-2.5
8.5	1.8154e-05	1.0419e-09	-10.0	-2.5
9.0	1.8154e-05	1.0541e-09	-10.0	-2.5
9.5	1.8158e-05	1.0436e-09	-10.0	-2.5
10.0	1.8157e-05	1.073e-09	-10.0	-2.5
10.5	1.8159e-05	1.0459e-09	-10.0	-2.5
11.0	1.816e-05	1.0414e-09	-10.0	-2.5
11.5	1.8162e-05	1.0681e-09	-10.0	-2.5
12.0	1.8162e-05	1.0747e-09	-10.0	-2.5
12.5	1.8164e-05	1.11e-09	-10.0	-2.5
13.0	1.8164e-05	1.1032e-09	-10.0	-2.5
13.5	1.8166e-05	1.0581e-09	-10.0	-2.5
14.0	1.8166e-05	1.0799e-09	-10.0	-2.5
14.5	1.8169e-05	1.0733e-09	-10.0	-2.5
15.0	1.8172e-05	1.032e-09	-10.0	-2.5
15.5	1.8172e-05	1.0539e-09	-10.0	-2.5
16.0	1.8173e-05	1.0383e-09	-10.0	-2.5
