Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.8291e-05	2.2238e-09	-10.0	-2.5
1.0	1.8291e-05	2.2476e-09	-10.0	-2.5
1.5	1.8291e-05	2.2054e-09	-10.0	-2.5
2.0	1.829e-05	2.1372e-09	-10.0	-2.5
2.5	1.8293e-05	2.0944e-09	-10.0	-2.5
3.0	1.8291e-05	2.0466e-09	-10.0	-2.5
3.5	1.8291e-05	1.9932e-09	-10.0	-2.5
4.0	1.8291e-05	1.9787e-09	-10.0	-2.5
4.5	1.8293e-05	1.9806e-09	-10.0	-2.5
5.0	1.8294e-05	1.9631e-09	-10.0	-2.5
5.5	1.8295e-05	1.925e-09	-10.0	-2.5
6.0	1.8296e-05	1.8805e-09	-10.0	-2.5
6.5	1.8298e-05	1.8615e-09	-10.0	-2.5
7.0	1.8293e-05	1.8352e-09	-10.0	-2.5
7.5	1.8293e-05	1.8268e-09	-10.0	-2.5
8.0	1.8297e-05	1.8236e-09	-10.0	-2.5
8.5	1.8295e-05	1.7899e-09	-10.0	-2.5
9.0	1.8296e-05	1.7969e-09	-10.0	-2.5
9.5	1.8297e-05	1.7749e-09	-10.0	-2.5
10.0	1.8297e-05	1.7636e-09	-10.0	-2.5
10.5	1.8297e-05	1.7592e-09	-10.0	-2.5
11.0	1.8297e-05	1.7606e-09	-10.0	-2.5
11.5	1.8297e-05	1.7516e-09	-10.0	-2.5
12.0	1.8298e-05	1.7405e-09	-10.0	-2.5
12.5	1.8299e-05	1.7335e-09	-10.0	-2.5
13.0	1.8303e-05	1.7315e-09	-10.0	-2.5
13.5	1.8304e-05	1.7223e-09	-10.0	-2.5
14.0	1.8305e-05	1.7122e-09	-10.0	-2.5
14.5	1.8304e-05	1.6849e-09	-10.0	-2.5
15.0	1.8305e-05	1.6992e-09	-10.0	-2.5
15.5	1.8302e-05	1.6912e-09	-10.0	-2.5
16.0	1.8304e-05	1.686e-09	-10.0	-2.5
16.5	1.8305e-05	1.6852e-09	-10.0	-2.5
17.0	1.8307e-05	1.6984e-09	-10.0	-2.5
17.5	1.8307e-05	1.6718e-09	-10.0	-2.5
18.0	1.8307e-05	1.6727e-09	-10.0	-2.5
18.5	1.8307e-05	1.6979e-09	-10.0	-2.5
19.0	1.8309e-05	1.6824e-09	-10.0	-2.5
19.5	1.8311e-05	1.6672e-09	-10.0	-2.5
20.0	1.8312e-05	1.6792e-09	-10.0	-2.5
