Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.8291e-05	2.2238e-09	-10.0	-2.5	-1.418248014618851e-07
1.0	1.8291e-05	2.2476e-09	-10.0	-2.5	-1.4183676621527154e-07
1.5	1.8291e-05	2.2054e-09	-10.0	-2.5	-1.418425500361764e-07
2.0	1.829e-05	2.1372e-09	-10.0	-2.5	-1.42848201486559e-07
2.5	1.8293e-05	2.0944e-09	-10.0	-2.5	-1.3985372056641175e-07
3.0	1.8291e-05	2.0466e-09	-10.0	-2.5	-1.4185910727573407e-07
3.5	1.8291e-05	1.9932e-09	-10.0	-2.5	-1.4186436161453433e-07
4.0	1.8291e-05	1.9787e-09	-10.0	-2.5	-1.4186948358280675e-07
4.5	1.8293e-05	1.9806e-09	-10.0	-2.5	-1.398744731805571e-07
5.0	1.8294e-05	1.9631e-09	-10.0	-2.5	-1.3887933040777504e-07
5.5	1.8295e-05	1.925e-09	-10.0	-2.5	-1.3788405526446852e-07
6.0	1.8296e-05	1.8805e-09	-10.0	-2.5	-1.3688864775064093e-07
6.5	1.8298e-05	1.8615e-09	-10.0	-2.5	-1.3489310786627992e-07
7.0	1.8293e-05	1.8352e-09	-10.0	-2.5	-1.3989743561139626e-07
7.5	1.8293e-05	1.8268e-09	-10.0	-2.5	-1.3990163098598395e-07
8.0	1.8297e-05	1.8236e-09	-10.0	-2.5	-1.359056939900452e-07
8.5	1.8295e-05	1.7899e-09	-10.0	-2.5	-1.3790962462358498e-07
9.0	1.8296e-05	1.7969e-09	-10.0	-2.5	-1.3691342288659711e-07
9.5	1.8297e-05	1.7749e-09	-10.0	-2.5	-1.3591708877907802e-07
10.0	1.8297e-05	1.7636e-09	-10.0	-2.5	-1.3592062230103667e-07
10.5	1.8297e-05	1.7592e-09	-10.0	-2.5	-1.3592402345246747e-07
11.0	1.8297e-05	1.7606e-09	-10.0	-2.5	-1.3592729223337044e-07
11.5	1.8297e-05	1.7516e-09	-10.0	-2.5	-1.3593042864374895e-07
12.0	1.8298e-05	1.7405e-09	-10.0	-2.5	-1.349334326836042e-07
12.5	1.8299e-05	1.7335e-09	-10.0	-2.5	-1.339363043529316e-07
13.0	1.8303e-05	1.7315e-09	-10.0	-2.5	-1.2993904365173138e-07
13.5	1.8304e-05	1.7223e-09	-10.0	-2.5	-1.289416505800065e-07
14.0	1.8305e-05	1.7122e-09	-10.0	-2.5	-1.2794412513775376e-07
14.5	1.8304e-05	1.6849e-09	-10.0	-2.5	-1.289464673249742e-07
15.0	1.8305e-05	1.6992e-09	-10.0	-2.5	-1.2794867714166917e-07
15.5	1.8302e-05	1.6912e-09	-10.0	-2.5	-1.309507545878383e-07
16.0	1.8304e-05	1.686e-09	-10.0	-2.5	-1.2895269966347879e-07
16.5	1.8305e-05	1.6852e-09	-10.0	-2.5	-1.2795451236859701e-07
17.0	1.8307e-05	1.6984e-09	-10.0	-2.5	-1.259561927031852e-07
17.5	1.8307e-05	1.6718e-09	-10.0	-2.5	-1.2595774066724994e-07
18.0	1.8307e-05	1.6727e-09	-10.0	-2.5	-1.2595915626078684e-07
18.5	1.8307e-05	1.6979e-09	-10.0	-2.5	-1.259604394837959e-07
19.0	1.8309e-05	1.6824e-09	-10.0	-2.5	-1.239615903362795e-07
19.5	1.8311e-05	1.6672e-09	-10.0	-2.5	-1.2196260881823864e-07
20.0	1.8312e-05	1.6792e-09	-10.0	-2.5	-1.2096349492967214e-07
20.5	1.8314e-05	1.6751e-09	-10.0	-2.5	-1.1896424867057561e-07
21.0	1.8313e-05	1.6883e-09	-10.0	-2.5	-1.199648700409578e-07
21.5	1.8314e-05	1.6734e-09	-10.0	-2.5	-1.1896535904080778e-07
22.0	1.8315e-05	1.6792e-09	-10.0	-2.5	-1.1796571567013669e-07
22.5	1.8314e-05	1.6752e-09	-10.0	-2.5	-1.1896593992893537e-07
23.0	1.8315e-05	1.6717e-09	-10.0	-2.5	-1.1796603181721198e-07
23.5	1.8316e-05	1.6645e-09	-10.0	-2.5	-1.1696599133496075e-07
24.0	1.8317e-05	1.7146e-09	-10.0	-2.5	-1.1596581848217829e-07
24.5	1.8319e-05	1.6704e-09	-10.0	-2.5	-1.1396551325887596e-07
25.0	1.832e-05	1.6525e-09	-10.0	-2.5	-1.129650756650446e-07
25.5	1.832e-05	1.6563e-09	-10.0	-2.5	-1.1296450570068758e-07
26.0	1.8321e-05	1.6725e-09	-10.0	-2.5	-1.1196380336580392e-07
26.5	1.832e-05	1.6533e-09	-10.0	-2.5	-1.1296296866039341e-07
27.0	1.8321e-05	1.6427e-09	-10.0	-2.5	-1.1196200158445746e-07
27.5	1.8321e-05	1.6516e-09	-10.0	-2.5	-1.1196090213799585e-07
28.0	1.8319e-05	1.6443e-09	-10.0	-2.5	-1.139596703210074e-07
28.5	1.8319e-05	1.6508e-09	-10.0	-2.5	-1.139583061334935e-07
29.0	1.8321e-05	1.6613e-09	-10.0	-2.5	-1.1195680957545076e-07
29.5	1.8321e-05	1.653e-09	-10.0	-2.5	-1.1195518064688456e-07
30.0	1.8324e-05	1.6554e-09	-10.0	-2.5	-1.0895341934779072e-07
30.5	1.8323e-05	1.6557e-09	-10.0	-2.5	-1.0995152567816764e-07
31.0	1.8323e-05	1.6346e-09	-10.0	-2.5	-1.099494996380213e-07
31.5	1.8324e-05	1.6365e-09	-10.0	-2.5	-1.0894734122735171e-07
32.0	1.8325e-05	1.6389e-09	-10.0	-2.5	-1.0794505044615089e-07
32.5	1.8326e-05	1.6542e-09	-10.0	-2.5	-1.0694262729442561e-07
33.0	1.8328e-05	1.6438e-09	-10.0	-2.5	-1.0494007177217369e-07
33.5	1.8328e-05	1.629e-09	-10.0	-2.5	-1.0493738387939492e-07
34.0	1.8328e-05	1.658e-09	-10.0	-2.5	-1.049345636160917e-07
34.5	1.8328e-05	1.6435e-09	-10.0	-2.5	-1.0493161098226064e-07
35.0	1.8332e-05	1.6305e-09	-10.0	-2.5	-1.0092852597790651e-07
35.5	1.8335e-05	1.6358e-09	-10.0	-2.5	-9.792530860302335e-08
36.0	1.8335e-05	1.6464e-09	-10.0	-2.5	-9.792195885761554e-08
36.5	1.8333e-05	1.6484e-09	-10.0	-2.5	-9.991847674168088e-08
37.0	1.8336e-05	1.6233e-09	-10.0	-2.5	-9.691486225521759e-08
37.5	1.8335e-05	1.6327e-09	-10.0	-2.5	-9.791111539822844e-08
38.0	1.8336e-05	1.6187e-09	-10.0	-2.5	-9.690723617071723e-08
38.5	1.8336e-05	1.6183e-09	-10.0	-2.5	-9.69032245726736e-08
39.0	1.8338e-05	1.6315e-09	-10.0	-2.5	-9.48990806041079e-08
39.5	1.8338e-05	1.6267e-09	-10.0	-2.5	-9.489480426501536e-08
40.0	1.8338e-05	1.6279e-09	-10.0	-2.5	-9.489039555539498e-08
40.5	1.8339e-05	1.6237e-09	-10.0	-2.5	-9.388585447524795e-08
41.0	1.8339e-05	1.6204e-09	-10.0	-2.5	-9.388118102457866e-08
41.5	1.8339e-05	1.613e-09	-10.0	-2.5	-9.387637520337814e-08
42.0	1.8339e-05	1.6236e-09	-10.0	-2.5	-9.387143701165317e-08
42.5	1.8338e-05	1.6354e-09	-10.0	-2.5	-9.486636644940254e-08
43.0	1.834e-05	1.6381e-09	-10.0	-2.5	-9.286116351662428e-08
43.5	1.8341e-05	1.6294e-09	-10.0	-2.5	-9.185582821332036e-08
44.0	1.8342e-05	1.6278e-09	-10.0	-2.5	-9.08503605394886e-08
44.5	1.8341e-05	1.6282e-09	-10.0	-2.5	-9.184476049513678e-08
45.0	1.8344e-05	1.6301e-09	-10.0	-2.5	-8.883902808025173e-08
45.5	1.8344e-05	1.6215e-09	-10.0	-2.5	-8.883316329484541e-08
46.0	1.8344e-05	1.6149e-09	-10.0	-2.5	-8.882716613891126e-08
46.5	1.8345e-05	1.6117e-09	-10.0	-2.5	-8.782103661244707e-08
47.0	1.8347e-05	1.611e-09	-10.0	-2.5	-8.581477471545962e-08
47.5	1.8346e-05	1.6126e-09	-10.0	-2.5	-8.680838044794752e-08
48.0	1.8348e-05	1.6111e-09	-10.0	-2.5	-8.480185380990439e-08
48.5	1.8347e-05	1.6144e-09	-10.0	-2.5	-8.579519480133999e-08
