Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.8137e-05	1.1227e-09	-10.0	-2.5	-1.08266593392652e-07
1.0	1.8142e-05	1.1138e-09	-10.0	-2.5	-1.0435142804901928e-07
1.5	1.814e-05	1.1063e-09	-10.0	-2.5	-1.0689325451272437e-07
2.0	1.8138e-05	1.1379e-09	-10.0	-2.5	-1.0943468706676939e-07
2.5	1.8139e-05	1.0716e-09	-10.0	-2.5	-1.0897572571116809e-07
3.0	1.8142e-05	1.0917e-09	-10.0	-2.5	-1.0651637044591249e-07
3.5	1.814e-05	1.0885e-09	-10.0	-2.5	-1.090566212710044e-07
4.0	1.8143e-05	1.0856e-09	-10.0	-2.5	-1.0659647818644222e-07
4.5	1.8146e-05	1.1041e-09	-10.0	-2.5	-1.0413594119222674e-07
5.0	1.8146e-05	1.0368e-09	-10.0	-2.5	-1.0467501028835777e-07
5.5	1.8148e-05	1.0494e-09	-10.0	-2.5	-1.032136854748345e-07
6.0	1.8149e-05	1.0444e-09	-10.0	-2.5	-1.0275196675166352e-07
6.5	1.8151e-05	1.041e-09	-10.0	-2.5	-1.0128985411883367e-07
7.0	1.8154e-05	1.0554e-09	-10.0	-2.5	-9.882734757635171e-08
7.5	1.8152e-05	1.0742e-09	-10.0	-2.5	-1.0136444712421726e-07
8.0	1.8153e-05	1.0178e-09	-10.0	-2.5	-1.0090115276242633e-07
8.5	1.8154e-05	1.0419e-09	-10.0	-2.5	-1.0043746449098887e-07
9.0	1.8154e-05	1.0541e-09	-10.0	-2.5	-1.0097338230989354e-07
9.5	1.8158e-05	1.0436e-09	-10.0	-2.5	-9.750890621914291e-08
10.0	1.8157e-05	1.073e-09	-10.0	-2.5	-9.904403621874657e-08
10.5	1.8159e-05	1.0459e-09	-10.0	-2.5	-9.757877230869035e-08
11.0	1.816e-05	1.0414e-09	-10.0	-2.5	-9.711311448898304e-08
11.5	1.8162e-05	1.0681e-09	-10.0	-2.5	-9.564706275962362e-08
12.0	1.8162e-05	1.0747e-09	-10.0	-2.5	-9.618061712060851e-08
12.5	1.8164e-05	1.11e-09	-10.0	-2.5	-9.47137775719425e-08
13.0	1.8164e-05	1.1032e-09	-10.0	-2.5	-9.524654411362081e-08
13.5	1.8166e-05	1.0581e-09	-10.0	-2.5	-9.37789167456516e-08
14.0	1.8166e-05	1.0799e-09	-10.0	-2.5	-9.431089546802331e-08
14.5	1.8169e-05	1.0733e-09	-10.0	-2.5	-9.184248028074532e-08
15.0	1.8172e-05	1.032e-09	-10.0	-2.5	-8.937367118381064e-08
15.5	1.8172e-05	1.0539e-09	-10.0	-2.5	-8.990446817722247e-08
16.0	1.8173e-05	1.0383e-09	-10.0	-2.5	-8.943487126098558e-08
16.5	1.8174e-05	1.0215e-09	-10.0	-2.5	-8.89648804350954e-08
17.0	1.8174e-05	1.029e-09	-10.0	-2.5	-8.949449569954735e-08
17.5	1.8177e-05	1.0438e-09	-10.0	-2.5	-8.702371705434958e-08
18.0	1.8177e-05	1.0237e-09	-10.0	-2.5	-8.755254449949832e-08
18.5	1.818e-05	1.0448e-09	-10.0	-2.5	-8.508097803499397e-08
19.0	1.8181e-05	1.0652e-09	-10.0	-2.5	-8.460901766083393e-08
19.5	1.8181e-05	1.052e-09	-10.0	-2.5	-8.513666337702278e-08
20.0	1.8182e-05	1.0434e-09	-10.0	-2.5	-8.466391518355954e-08
20.5	1.8181e-05	1.0529e-09	-10.0	-2.5	-8.61907730804406e-08
21.0	1.8181e-05	1.0131e-09	-10.0	-2.5	-8.671723706766958e-08
21.5	1.8183e-05	1.1097e-09	-10.0	-2.5	-8.524330714524764e-08
22.0	1.8184e-05	1.0592e-09	-10.0	-2.5	-8.476898331316783e-08
22.5	1.8186e-05	1.0303e-09	-10.0	-2.5	-8.32942655714393e-08
23.0	1.8189e-05	1.0508e-09	-10.0	-2.5	-8.08191539200519e-08
23.5	1.8189e-05	1.0403e-09	-10.0	-2.5	-8.13436483590144e-08
24.0	1.8191e-05	1.0837e-09	-10.0	-2.5	-7.986774888832599e-08
24.5	1.8193e-05	1.0316e-09	-10.0	-2.5	-7.839145550798089e-08
25.0	1.8195e-05	1.035e-09	-10.0	-2.5	-7.69147682179825e-08
25.5	1.8194e-05	1.0076e-09	-10.0	-2.5	-7.84376870183374e-08
26.0	1.8196e-05	1.0016e-09	-10.0	-2.5	-7.696021190903242e-08
26.5	1.8198e-05	1.0037e-09	-10.0	-2.5	-7.548234289007414e-08
27.0	1.82e-05	9.8695e-10	-10.0	-2.5	-7.400407996146935e-08
27.5	1.82e-05	1.0254e-09	-10.0	-2.5	-7.452542312320548e-08
28.0	1.8202e-05	1.0017e-09	-10.0	-2.5	-7.304637237528732e-08
28.5	1.8202e-05	1.001e-09	-10.0	-2.5	-7.356692771772025e-08
29.0	1.8206e-05	9.7996e-10	-10.0	-2.5	-7.00870891504945e-08
29.5	1.8203e-05	9.6934e-10	-10.0	-2.5	-7.360685667362403e-08
30.0	1.8204e-05	9.716e-10	-10.0	-2.5	-7.31262302870915e-08
30.5	1.8205e-05	9.533e-10	-10.0	-2.5	-7.264520999091244e-08
31.0	1.8207e-05	9.5416e-10	-10.0	-2.5	-7.116379578507451e-08
31.5	1.8207e-05	9.5622e-10	-10.0	-2.5	-7.168198766958767e-08
32.0	1.8208e-05	9.7046e-10	-10.0	-2.5	-7.119978564444534e-08
32.5	1.8208e-05	9.8845e-10	-10.0	-2.5	-7.171718970965191e-08
33.0	1.8209e-05	9.742e-10	-10.0	-2.5	-7.123419986520299e-08
33.5	1.8213e-05	9.9844e-10	-10.0	-2.5	-6.775081611110097e-08
34.0	1.8214e-05	1.015e-09	-10.0	-2.5	-6.726703844734885e-08
34.5	1.8214e-05	1.0008e-09	-10.0	-2.5	-6.778286687394224e-08
35.0	1.8216e-05	1.0436e-09	-10.0	-2.5	-6.629830139088134e-08
35.5	1.8216e-05	1.0022e-09	-10.0	-2.5	-6.681334199816474e-08
36.0	1.8216e-05	1.0175e-09	-10.0	-2.5	-6.732798869579825e-08
36.5	1.8217e-05	1.0023e-09	-10.0	-2.5	-6.684224148377965e-08
37.0	1.822e-05	9.9999e-10	-10.0	-2.5	-6.435610036210676e-08
37.5	1.822e-05	9.9753e-10	-10.0	-2.5	-6.486956533078038e-08
38.0	1.8222e-05	1.0115e-09	-10.0	-2.5	-6.33826363897997e-08
38.5	1.8223e-05	1.0071e-09	-10.0	-2.5	-6.289531353916453e-08
