Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.8084e-05	1.3109e-09	-10.0	-2.5
1.0	1.8087e-05	1.2684e-09	-10.0	-2.5
1.5	1.8087e-05	1.3241e-09	-10.0	-2.5
2.0	1.8089e-05	1.2671e-09	-10.0	-2.5
2.5	1.8089e-05	1.2974e-09	-10.0	-2.5
3.0	1.8091e-05	1.3163e-09	-10.0	-2.5
3.5	1.809e-05	1.2921e-09	-10.0	-2.5
4.0	1.8092e-05	1.2713e-09	-10.0	-2.5
4.5	1.8091e-05	1.2462e-09	-10.0	-2.5
5.0	1.8094e-05	1.3235e-09	-10.0	-2.5
5.5	1.8093e-05	1.3013e-09	-10.0	-2.5
6.0	1.8096e-05	1.2793e-09	-10.0	-2.5
6.5	1.8096e-05	1.2596e-09	-10.0	-2.5
7.0	1.8099e-05	1.2271e-09	-10.0	-2.5
7.5	1.8098e-05	1.2249e-09	-10.0	-2.5
8.0	1.8098e-05	1.2448e-09	-10.0	-2.5
8.5	1.8101e-05	1.2052e-09	-10.0	-2.5
9.0	1.8103e-05	1.2213e-09	-10.0	-2.5
9.5	1.8103e-05	1.1976e-09	-10.0	-2.5
10.0	1.8104e-05	1.2025e-09	-10.0	-2.5
10.5	1.8104e-05	1.1955e-09	-10.0	-2.5
11.0	1.8106e-05	1.1849e-09	-10.0	-2.5
11.5	1.8105e-05	1.185e-09	-10.0	-2.5
12.0	1.8105e-05	1.2144e-09	-10.0	-2.5
12.5	1.8107e-05	1.1752e-09	-10.0	-2.5
13.0	1.811e-05	1.1672e-09	-10.0	-2.5
13.5	1.8111e-05	1.163e-09	-10.0	-2.5
14.0	1.8111e-05	1.1601e-09	-10.0	-2.5
14.5	1.8113e-05	1.1565e-09	-10.0	-2.5
15.0	1.8113e-05	1.1583e-09	-10.0	-2.5
15.5	1.8116e-05	1.1519e-09	-10.0	-2.5
16.0	1.8116e-05	1.1602e-09	-10.0	-2.5
16.5	1.8117e-05	1.1447e-09	-10.0	-2.5
17.0	1.8114e-05	1.1395e-09	-10.0	-2.5
17.5	1.8115e-05	1.1443e-09	-10.0	-2.5
18.0	1.8118e-05	1.0853e-09	-10.0	-2.5
18.5	1.8118e-05	1.1384e-09	-10.0	-2.5
19.0	1.8122e-05	1.1376e-09	-10.0	-2.5
19.5	1.8122e-05	1.1202e-09	-10.0	-2.5
20.0	1.8121e-05	1.1413e-09	-10.0	-2.5
20.5	1.8123e-05	1.0615e-09	-10.0	-2.5
21.0	1.8125e-05	1.0728e-09	-10.0	-2.5
21.5	1.8127e-05	1.0759e-09	-10.0	-2.5
22.0	1.8127e-05	1.0605e-09	-10.0	-2.5
22.5	1.8129e-05	1.0582e-09	-10.0	-2.5
23.0	1.813e-05	1.0983e-09	-10.0	-2.5
23.5	1.8131e-05	1.1163e-09	-10.0	-2.5
24.0	1.8133e-05	1.1033e-09	-10.0	-2.5
24.5	1.8135e-05	1.1311e-09	-10.0	-2.5
25.0	1.8133e-05	1.0544e-09	-10.0	-2.5
25.5	1.8132e-05	1.0641e-09	-10.0	-2.5
26.0	1.8133e-05	1.0588e-09	-10.0	-2.5
26.5	1.8135e-05	1.0653e-09	-10.0	-2.5
27.0	1.8135e-05	1.0419e-09	-10.0	-2.5
27.5	1.8136e-05	1.0342e-09	-10.0	-2.5
28.0	1.8138e-05	1.047e-09	-10.0	-2.5
28.5	1.8138e-05	1.0336e-09	-10.0	-2.5
29.0	1.814e-05	1.0398e-09	-10.0	-2.5
29.5	1.814e-05	1.0527e-09	-10.0	-2.5
30.0	1.8143e-05	1.0269e-09	-10.0	-2.5
30.5	1.8144e-05	1.0275e-09	-10.0	-2.5
31.0	1.8145e-05	1.0372e-09	-10.0	-2.5
31.5	1.8146e-05	1.0276e-09	-10.0	-2.5
32.0	1.8148e-05	1.0432e-09	-10.0	-2.5
32.5	1.815e-05	1.0347e-09	-10.0	-2.5
33.0	1.8151e-05	1.032e-09	-10.0	-2.5
