Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.8084e-05	1.3109e-09	-10.0	-2.5	-1.375692697486962e-07
1.0	1.8087e-05	1.2684e-09	-10.0	-2.5	-1.352865968023963e-07
1.5	1.8087e-05	1.3241e-09	-10.0	-2.5	-1.35644840893652e-07
2.0	1.8089e-05	1.2671e-09	-10.0	-2.5	-1.340028053611772e-07
2.5	1.8089e-05	1.2974e-09	-10.0	-2.5	-1.343604902049739e-07
3.0	1.8091e-05	1.3163e-09	-10.0	-2.5	-1.327178954250367e-07
3.5	1.809e-05	1.2921e-09	-10.0	-2.5	-1.3407502102136983e-07
4.0	1.8092e-05	1.2713e-09	-10.0	-2.5	-1.3243186699397365e-07
4.5	1.8091e-05	1.2462e-09	-10.0	-2.5	-1.3378843334284438e-07
5.0	1.8094e-05	1.3235e-09	-10.0	-2.5	-1.311447200679904e-07
5.5	1.8093e-05	1.3013e-09	-10.0	-2.5	-1.3250072716940213e-07
6.0	1.8096e-05	1.2793e-09	-10.0	-2.5	-1.2985645464708238e-07
6.5	1.8096e-05	1.2596e-09	-10.0	-2.5	-1.302119025010363e-07
7.0	1.8099e-05	1.2271e-09	-10.0	-2.5	-1.2756707073125756e-07
7.5	1.8098e-05	1.2249e-09	-10.0	-2.5	-1.289219593377513e-07
8.0	1.8098e-05	1.2448e-09	-10.0	-2.5	-1.2927656832051334e-07
8.5	1.8101e-05	1.2052e-09	-10.0	-2.5	-1.2663089767953932e-07
9.0	1.8103e-05	1.2213e-09	-10.0	-2.5	-1.2498494741484137e-07
9.5	1.8103e-05	1.1976e-09	-10.0	-2.5	-1.2533871752641154e-07
10.0	1.8104e-05	1.2025e-09	-10.0	-2.5	-1.2469220801425e-07
10.5	1.8104e-05	1.1955e-09	-10.0	-2.5	-1.2504541887836118e-07
11.0	1.8106e-05	1.1849e-09	-10.0	-2.5	-1.2339835011874185e-07
11.5	1.8105e-05	1.185e-09	-10.0	-2.5	-1.2475100173538943e-07
12.0	1.8105e-05	1.2144e-09	-10.0	-2.5	-1.2510337372830871e-07
12.5	1.8107e-05	1.1752e-09	-10.0	-2.5	-1.234554660974975e-07
13.0	1.811e-05	1.1672e-09	-10.0	-2.5	-1.208072788429546e-07
