Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.8194e-05	1.4852e-09	-10.0	-2.5	-2.49761292569187e-07
1.0	1.8192e-05	1.4454e-09	-10.0	-2.5	-2.512974734409722e-07
1.5	1.8191e-05	1.4542e-09	-10.0	-2.5	-2.5206589358654357e-07
2.0	1.8191e-05	1.4944e-09	-10.0	-2.5	-2.5183453353855846e-07
2.5	1.8192e-05	1.4011e-09	-10.0	-2.5	-2.5060339329702365e-07
3.0	1.8194e-05	1.4088e-09	-10.0	-2.5	-2.4837247286193915e-07
3.5	1.8193e-05	1.3752e-09	-10.0	-2.5	-2.4914177223330357e-07
4.0	1.8197e-05	1.3547e-09	-10.0	-2.5	-2.449112914111163e-07
4.5	1.8197e-05	1.3164e-09	-10.0	-2.5	-2.446810303953801e-07
5.0	1.8197e-05	1.3196e-09	-10.0	-2.5	-2.444509891860897e-07
5.5	1.8199e-05	1.3032e-09	-10.0	-2.5	-2.4222116778324735e-07
6.0	1.82e-05	1.3044e-09	-10.0	-2.5	-2.409915661868597e-07
6.5	1.8201e-05	1.2886e-09	-10.0	-2.5	-2.397621843969144e-07
7.0	1.8203e-05	1.2817e-09	-10.0	-2.5	-2.375330224134228e-07
7.5	1.8203e-05	1.2643e-09	-10.0	-2.5	-2.373040802363779e-07
8.0	1.8204e-05	1.2881e-09	-10.0	-2.5	-2.3607535786577993e-07
8.5	1.8206e-05	1.274e-09	-10.0	-2.5	-2.3384685530163226e-07
9.0	1.8208e-05	1.2746e-09	-10.0	-2.5	-2.316185725439371e-07
9.5	1.8208e-05	1.2543e-09	-10.0	-2.5	-2.3139050959268865e-07
10.0	1.8209e-05	1.2452e-09	-10.0	-2.5	-2.3016266644788712e-07
10.5	1.8211e-05	1.2401e-09	-10.0	-2.5	-2.2793504310953929e-07
11.0	1.8212e-05	1.2466e-09	-10.0	-2.5	-2.2670763957763598e-07
11.5	1.8213e-05	1.2309e-09	-10.0	-2.5	-2.2548045585218517e-07
12.0	1.8214e-05	1.2204e-09	-10.0	-2.5	-2.2425349193318347e-07
12.5	1.8216e-05	1.2191e-09	-10.0	-2.5	-2.220267478206287e-07
13.0	1.8216e-05	1.2287e-09	-10.0	-2.5	-2.2180022351452064e-07
13.5	1.8218e-05	1.2143e-09	-10.0	-2.5	-2.1957391901486408e-07
14.0	1.822e-05	1.217e-09	-10.0	-2.5	-2.1734783432166002e-07
14.5	1.8221e-05	1.2058e-09	-10.0	-2.5	-2.161219694348971e-07
15.0	1.8222e-05	1.2034e-09	-10.0	-2.5	-2.1489632435459007e-07
15.5	1.8222e-05	1.2243e-09	-10.0	-2.5	-2.1467089908073096e-07
16.0	1.8223e-05	1.1913e-09	-10.0	-2.5	-2.1344569361331537e-07
16.5	1.8225e-05	1.1896e-09	-10.0	-2.5	-2.1122070795235687e-07
17.0	1.8226e-05	1.1887e-09	-10.0	-2.5	-2.099959420978395e-07
17.5	1.8228e-05	1.2072e-09	-10.0	-2.5	-2.0777139604977583e-07
18.0	1.8227e-05	1.1869e-09	-10.0	-2.5	-2.0854706980816108e-07
18.5	1.8229e-05	1.1967e-09	-10.0	-2.5	-2.0632296337299224e-07
19.0	1.8229e-05	1.2005e-09	-10.0	-2.5	-2.0609907674427351e-07
19.5	1.8232e-05	1.204e-09	-10.0	-2.5	-2.0287540992200748e-07
20.0	1.8234e-05	1.185e-09	-10.0	-2.5	-2.0065196290618937e-07
20.5	1.8233e-05	1.1825e-09	-10.0	-2.5	-2.0142873569681678e-07
21.0	1.8233e-05	1.1797e-09	-10.0	-2.5	-2.012057282938945e-07
21.5	1.8235e-05	1.1761e-09	-10.0	-2.5	-1.9898294069742032e-07
22.0	1.8238e-05	1.1791e-09	-10.0	-2.5	-1.9576037290739646e-07
22.5	1.8238e-05	1.1932e-09	-10.0	-2.5	-1.955380249238215e-07
23.0	1.8239e-05	1.216e-09	-10.0	-2.5	-1.9431589674669686e-07
23.5	1.8241e-05	1.1994e-09	-10.0	-2.5	-1.9209398837601914e-07
24.0	1.8244e-05	1.1983e-09	-10.0	-2.5	-1.8887229981179172e-07
24.5	1.8244e-05	1.175e-09	-10.0	-2.5	-1.886508310540132e-07
25.0	1.8245e-05	1.1749e-09	-10.0	-2.5	-1.87429582102685e-07
25.5	1.8248e-05	1.1747e-09	-10.0	-2.5	-1.8420855295780492e-07
26.0	1.8248e-05	1.1719e-09	-10.0	-2.5	-1.8398774361937375e-07
26.5	1.8247e-05	1.1707e-09	-10.0	-2.5	-1.847671540873871e-07
27.0	1.8248e-05	1.1773e-09	-10.0	-2.5	-1.8354678436185534e-07
27.5	1.8249e-05	1.1685e-09	-10.0	-2.5	-1.823266344427693e-07
28.0	1.8249e-05	1.1901e-09	-10.0	-2.5	-1.8210670433013119e-07
28.5	1.8254e-05	1.1763e-09	-10.0	-2.5	-1.7688699402394815e-07
29.0	1.8254e-05	1.1751e-09	-10.0	-2.5	-1.7666750352420826e-07
29.5	1.8257e-05	1.17e-09	-10.0	-2.5	-1.7344823283091767e-07
30.0	1.8255e-05	1.1726e-09	-10.0	-2.5	-1.75229181944077e-07
30.5	1.8258e-05	1.1695e-09	-10.0	-2.5	-1.72010350863688e-07
