Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.8194e-05	1.4852e-09	-10.0	-2.5
1.0	1.8192e-05	1.4454e-09	-10.0	-2.5
1.5	1.8191e-05	1.4542e-09	-10.0	-2.5
2.0	1.8191e-05	1.4944e-09	-10.0	-2.5
2.5	1.8192e-05	1.4011e-09	-10.0	-2.5
3.0	1.8194e-05	1.4088e-09	-10.0	-2.5
3.5	1.8193e-05	1.3752e-09	-10.0	-2.5
4.0	1.8197e-05	1.3547e-09	-10.0	-2.5
4.5	1.8197e-05	1.3164e-09	-10.0	-2.5
5.0	1.8197e-05	1.3196e-09	-10.0	-2.5
5.5	1.8199e-05	1.3032e-09	-10.0	-2.5
6.0	1.82e-05	1.3044e-09	-10.0	-2.5
6.5	1.8201e-05	1.2886e-09	-10.0	-2.5
7.0	1.8203e-05	1.2817e-09	-10.0	-2.5
7.5	1.8203e-05	1.2643e-09	-10.0	-2.5
8.0	1.8204e-05	1.2881e-09	-10.0	-2.5
8.5	1.8206e-05	1.274e-09	-10.0	-2.5
9.0	1.8208e-05	1.2746e-09	-10.0	-2.5
9.5	1.8208e-05	1.2543e-09	-10.0	-2.5
10.0	1.8209e-05	1.2452e-09	-10.0	-2.5
10.5	1.8211e-05	1.2401e-09	-10.0	-2.5
11.0	1.8212e-05	1.2466e-09	-10.0	-2.5
11.5	1.8213e-05	1.2309e-09	-10.0	-2.5
12.0	1.8214e-05	1.2204e-09	-10.0	-2.5
12.5	1.8216e-05	1.2191e-09	-10.0	-2.5
13.0	1.8216e-05	1.2287e-09	-10.0	-2.5
13.5	1.8218e-05	1.2143e-09	-10.0	-2.5
14.0	1.822e-05	1.217e-09	-10.0	-2.5
14.5	1.8221e-05	1.2058e-09	-10.0	-2.5
15.0	1.8222e-05	1.2034e-09	-10.0	-2.5
15.5	1.8222e-05	1.2243e-09	-10.0	-2.5
16.0	1.8223e-05	1.1913e-09	-10.0	-2.5
16.5	1.8225e-05	1.1896e-09	-10.0	-2.5
17.0	1.8226e-05	1.1887e-09	-10.0	-2.5
17.5	1.8228e-05	1.2072e-09	-10.0	-2.5
18.0	1.8227e-05	1.1869e-09	-10.0	-2.5
18.5	1.8229e-05	1.1967e-09	-10.0	-2.5
19.0	1.8229e-05	1.2005e-09	-10.0	-2.5
19.5	1.8232e-05	1.204e-09	-10.0	-2.5
20.0	1.8234e-05	1.185e-09	-10.0	-2.5
