#scan;iMeasureCycle=1;iMux=0;time=0.143;N=492;LocalTime=21/12/2023 15:02:04;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
9.99999;4.53E-09;6.898553;-19.5;-1.19E-06;6.898553;;;-19.5;1.19024E-06
10;4.49E-09;7.048472;-19;-1.19E-06;7.048472;;;-19;1.1934E-06
9.99999;4.45E-09;7.198263;-18.5;-1.20E-06;7.198263;;;-18.5;1.19615E-06
9.99999;4.45E-09;7.37681;-18;-1.20E-06;7.37681;;;-18;1.19916E-06
10;4.40E-09;7.526758;-17.5;-1.20E-06;7.526758;;;-17.5;1.20087E-06
9.99999;4.36E-09;7.676518;-17;-1.20E-06;7.676518;;;-17;1.20286E-06
10;4.33E-09;7.826296;-16.5;-1.20E-06;7.826296;;;-16.5;1.20307E-06
10;4.27E-09;7.998534;-16;-1.20E-06;7.998534;;;-16;1.20451E-06
10;4.22E-09;8.148318;-15.5;-1.20E-06;8.148318;;;-15.5;1.20441E-06
10;4.18E-09;8.298181;-15;-1.20E-06;8.298181;;;-15;1.20413E-06
9.99999;4.11E-09;8.448001;-14.5;-1.20E-06;8.448001;;;-14.5;1.20253E-06
9.99999;3.98E-09;8.598543;-14;-1.20E-06;8.598543;;;-14;1.20224E-06
10;3.87E-09;8.748422;-13.5;-1.20E-06;8.748422;;;-13.5;1.19985E-06
10;3.77E-09;8.908097;-13;-1.20E-06;8.908097;;;-13;1.19732E-06
10;3.58E-09;9.057977;-12.5;-1.19E-06;9.057977;;;-12.5;1.19385E-06
10;3.44E-09;9.207814;-12;-1.19E-06;9.207814;;;-12;1.19024E-06
10;3.48E-09;9.381994;-11.5;-1.19E-06;9.381994;;;-11.5;1.18564E-06
9.99999;3.36E-09;9.531968;-11;-1.18E-06;9.531968;;;-11;1.17987E-06
9.99999;3.34E-09;9.681801;-10.5;-1.17E-06;9.681801;;;-10.5;1.17396E-06
9.99999;3.40E-09;9.831649;-10;-1.17E-06;9.831649;;;-10;1.16636E-06
10;3.52E-09;10.003381;-9.5;-1.16E-06;10.003381;;;-9.5;1.1574E-06
9.99999;3.61E-09;10.153197;-9;-1.15E-06;10.153197;;;-9;1.14663E-06
10;3.73E-09;10.303052;-8.5;-1.13E-06;10.303052;;;-8.5;1.13346E-06
10;3.83E-09;10.452886;-8;-1.12E-06;10.452886;;;-8;1.1174E-06
9.99999;3.90E-09;10.603438;-7.5;-1.10E-06;10.603438;;;-7.5;1.09847E-06
9.99999;3.93E-09;10.753325;-7;-1.08E-06;10.753325;;;-7;1.07626E-06
10;3.99E-09;10.917526;-6.5;-1.05E-06;10.917526;;;-6.5;1.04949E-06
9.99999;3.95E-09;11.067452;-6;-1.02E-06;11.067452;;;-6;1.01758E-06
9.99999;3.93E-09;11.217348;-5.5;-9.80E-07;11.217348;;;-5.5;9.7995E-07
9.99999;3.94E-09;11.389473;-5;-9.36E-07;11.389473;;;-5;9.3588E-07
10;3.91E-09;11.539448;-4.5;-8.84E-07;11.539448;;;-4.5;8.8411E-07
9.99999;3.89E-09;11.691985;-4;-8.23E-07;11.691985;;;-4;8.22746E-07
9.99999;3.84E-09;11.841826;-3.5;-7.52E-07;11.841826;;;-3.5;7.51873E-07
10;3.80E-09;12.00835;-3;-6.70E-07;12.00835;;;-3;6.69863E-07
9.99999;3.76E-09;12.158137;-2.5;-5.77E-07;12.158137;;;-2.5;5.77459E-07
9.99999;3.70E-09;12.307959;-2;-4.73E-07;12.307959;;;-2;4.73262E-07
10;3.64E-09;12.457778;-1.5;-3.59E-07;12.457778;;;-1.5;3.59319E-07
9.99999;3.57E-09;12.607601;-1;-2.38E-07;12.607601;;;-1;2.37786E-07
9.99999;3.52E-09;12.757399;-0.5;-1.14E-07;12.757399;;;-0.5;1.14322E-07
10;3.45E-09;12.941584;0;-2.34E-09;12.941584;;;0;2.33967E-09
5;9.48E-10;13.117606;0;-1.31E-10;13.117606;;;0;1.3106E-10
5;1.76E-09;13.27332;-0.5;-8.59E-07;13.27332;;;-0.5;8.58972E-07
4.99999;2.07E-09;13.42649;-1;-1.70E-06;13.42649;;;-1;1.70095E-06
4.99999;2.28E-09;13.576407;-1.5;-2.51E-06;13.576407;;;-1.5;2.50944E-06
4.99999;2.44E-09;13.726243;-2;-3.28E-06;13.726243;;;-2;3.27666E-06
4.99999;2.57E-09;13.913737;-2.5;-3.99E-06;13.913737;;;-2.5;3.99289E-06
5;2.71E-09;14.063979;-3;-4.66E-06;14.063979;;;-3;4.66206E-06
5;2.82E-09;14.213776;-3.5;-5.28E-06;14.213776;;;-3.5;5.27782E-06
5;2.89E-09;14.398891;-4;-5.84E-06;14.398891;;;-4;5.83992E-06
4.99999;2.98E-09;14.548852;-4.5;-6.35E-06;14.548852;;;-4.5;6.35234E-06
5;3.07E-09;14.69862;-5;-6.82E-06;14.69862;;;-5;6.81588E-06
4.99999;3.14E-09;14.848394;-5.5;-7.24E-06;14.848394;;;-5.5;7.23665E-06
5;3.20E-09;15.015837;-6;-7.61E-06;15.015837;;;-6;7.61313E-06
4.99999;3.24E-09;15.165653;-6.5;-7.95E-06;15.165653;;;-6.5;7.95077E-06
4.99999;3.30E-09;15.315556;-7;-8.25E-06;15.315556;;;-7;8.25308E-06
5;3.36E-09;15.465367;-7.5;-8.52E-06;15.465367;;;-7.5;8.52462E-06
4.99999;3.40E-09;15.615833;-8;-8.77E-06;15.615833;;;-8;8.76566E-06
5;3.43E-09;15.76569;-8.5;-8.98E-06;15.76569;;;-8.5;8.98337E-06
5;3.46E-09;15.930172;-9;-9.18E-06;15.930172;;;-9;9.18022E-06
4.99999;3.47E-09;16.08013;-9.5;-9.36E-06;16.08013;;;-9.5;9.35516E-06
4.99999;3.55E-09;16.229934;-10;-9.52E-06;16.229934;;;-10;9.51725E-06
5;3.51E-09;16.405747;-10.5;-9.66E-06;16.405747;;;-10.5;9.65916E-06
4.99999;3.58E-09;16.555651;-11;-9.79E-06;16.555651;;;-11;9.78721E-06
5;3.67E-09;16.708709;-11.5;-9.91E-06;16.708709;;;-11.5;9.9079E-06
5;3.73E-09;16.858487;-12;-1.00E-05;16.858487;;;-12;1.00154E-05
4.99999;3.79E-09;17.020845;-12.5;-1.01E-05;17.020845;;;-12.5;0.000010117
4.99999;3.85E-09;17.170696;-13;-1.02E-05;17.170696;;;-13;1.02072E-05
5;3.92E-09;17.320601;-13.5;-1.03E-05;17.320601;;;-13.5;1.02918E-05
5;4.06E-09;17.470416;-14;-1.04E-05;17.470416;;;-14;1.03666E-05
5;4.08E-09;17.620294;-14.5;-1.04E-05;17.620294;;;-14.5;1.04414E-05
5;4.18E-09;17.770094;-15;-1.05E-05;17.770094;;;-15;1.05117E-05
4.99999;4.15E-09;17.931099;-15.5;-1.06E-05;17.931099;;;-15.5;1.05704E-05
4.99999;4.25E-09;18.081084;-16;-1.06E-05;18.081084;;;-16;1.06339E-05
4.99999;4.24E-09;18.230902;-16.5;-1.07E-05;18.230902;;;-16.5;1.06868E-05
4.99999;4.14E-09;18.41009;-17;-1.07E-05;18.41009;;;-17;0.000010744
5;4.25E-09;18.560065;-17.5;-1.08E-05;18.560065;;;-17.5;1.07945E-05
5;4.26E-09;18.709866;-18;-1.08E-05;18.709866;;;-18;1.08432E-05
5;4.14E-09;18.859723;-18.5;-1.09E-05;18.859723;;;-18.5;1.08886E-05
5;4.10E-09;19.026741;-19;-1.09E-05;19.026741;;;-19;1.09352E-05
4.99999;4.10E-09;19.176544;-19.5;-1.10E-05;19.176544;;;-19.5;1.09782E-05
4.99999;3.97E-09;19.326468;-20;-1.10E-05;19.326468;;;-20;1.10229E-05
4.99999;3.83E-09;19.448823;-20;-1.10E-05;19.448823;;;-20;1.10402E-05
5;3.56E-09;19.598749;-19.5;-1.10E-05;19.598749;;;-19.5;1.10207E-05
4.99999;3.37E-09;19.7486;-19;-1.10E-05;19.7486;;;-19;1.09964E-05
4.99999;3.29E-09;19.932498;-18.5;-1.10E-05;19.932498;;;-18.5;1.09713E-05
5;3.07E-09;20.082392;-18;-1.09E-05;20.082392;;;-18;1.09375E-05
5;2.86E-09;20.232142;-17.5;-1.09E-05;20.232142;;;-17.5;1.09037E-05
4.99999;2.87E-09;20.413861;-17;-1.09E-05;20.413861;;;-17;1.08692E-05
4.99999;2.60E-09;20.564036;-16.5;-1.08E-05;20.564036;;;-16.5;1.08308E-05
4.99999;2.52E-09;20.713851;-16;-1.08E-05;20.713851;;;-16;1.07866E-05
5;2.59E-09;20.863665;-15.5;-1.07E-05;20.863665;;;-15.5;1.07409E-05
4.99999;2.69E-09;21.03063;-15;-1.07E-05;21.03063;;;-15;1.06886E-05
5;2.73E-09;21.180402;-14.5;-1.06E-05;21.180402;;;-14.5;1.06352E-05
4.99999;2.87E-09;21.330374;-14;-1.06E-05;21.330374;;;-14;1.05704E-05
4.99999;3.10E-09;21.480202;-13.5;-1.05E-05;21.480202;;;-13.5;1.05071E-05
4.99999;3.10E-09;21.63012;-13;-1.04E-05;21.63012;;;-13;1.04335E-05
5;3.11E-09;21.780034;-12.5;-1.04E-05;21.780034;;;-12.5;1.03506E-05
4.99999;3.30E-09;21.945417;-12;-1.03E-05;21.945417;;;-12;1.02593E-05
5;3.28E-09;22.095299;-11.5;-1.02E-05;22.095299;;;-11.5;1.01588E-05
4.99999;3.20E-09;22.245065;-11;-1.00E-05;22.245065;;;-11;1.00487E-05
5;3.21E-09;22.420431;-10.5;-9.92E-06;22.420431;;;-10.5;9.9242E-06
4.99999;3.19E-09;22.570419;-10;-9.78E-06;22.570419;;;-10;9.7795E-06
4.99999;3.15E-09;22.720181;-9.5;-9.62E-06;22.720181;;;-9.5;9.6231E-06
4.99999;3.12E-09;22.870049;-9;-9.44E-06;22.870049;;;-9;9.4448E-06
5;3.08E-09;23.03557;-8.5;-9.24E-06;23.03557;;;-8.5;9.2441E-06
5;3.05E-09;23.185363;-8;-9.02E-06;23.185363;;;-8;0.000009017
5;3.02E-09;23.337962;-7.5;-8.76E-06;23.337962;;;-7.5;8.7575E-06
4.99999;2.92E-09;23.48772;-7;-8.47E-06;23.48772;;;-7;8.4709E-06
5;2.94E-09;23.637562;-6.5;-8.15E-06;23.637562;;;-6.5;8.15038E-06
4.99999;2.84E-09;23.787398;-6;-7.79E-06;23.787398;;;-6;7.79408E-06
5;2.75E-09;23.950472;-5.5;-7.39E-06;23.950472;;;-5.5;7.3903E-06
4.99999;2.71E-09;24.100379;-5;-6.95E-06;24.100379;;;-5;6.94559E-06
5;2.61E-09;24.25017;-4.5;-6.45E-06;24.25017;;;-4.5;6.45374E-06
5;2.47E-09;24.425815;-4;-5.91E-06;24.425815;;;-4;5.91048E-06
4.99999;2.43E-09;24.575808;-3.5;-5.32E-06;24.575808;;;-3.5;5.32062E-06
5;2.31E-09;24.725598;-3;-4.68E-06;24.725598;;;-3;4.68008E-06
5;2.20E-09;24.875485;-2.5;-3.99E-06;24.875485;;;-2.5;3.99008E-06
5;2.07E-09;25.040584;-2;-3.25E-06;25.040584;;;-2;3.25303E-06
4.99999;1.94E-09;25.190444;-1.5;-2.48E-06;25.190444;;;-1.5;2.47531E-06
5;1.83E-09;25.340351;-1;-1.66E-06;25.340351;;;-1;1.66359E-06
4.99999;1.69E-09;25.492956;-0.5;-8.30E-07;25.492956;;;-0.5;8.3048E-07
5;1.51E-09;25.666125;-1.00E-05;-5.28E-10;25.666125;;;-1.00E-05;5.2819E-10
-9.00E-07;-2.58E-09;25.842027;-1.00E-05;2.78E-09;25.842027;;;-1.00E-05;2.77768E-09
1.50E-06;-1.50E-09;25.995178;-0.5;-2.06E-06;25.995178;;;-0.5;2.05692E-06
5.00E-07;-1.04E-09;26.145071;-1;-4.21E-06;26.145071;;;-1;4.20863E-06
-2.00E-07;-7.06E-10;26.294879;-1.5;-6.34E-06;26.294879;;;-1.5;6.34421E-06
1.00E-07;-4.36E-10;26.460326;-2;-8.42E-06;26.460326;;;-2;8.41655E-06
2.60E-06;-1.40E-10;26.613594;-2.5;-1.04E-05;26.613594;;;-2.5;1.04011E-05
-1.00E-07;5.37E-11;26.763295;-3;-1.23E-05;26.763295;;;-3;1.22794E-05
-3.00E-07;2.51E-10;26.948096;-3.5;-1.40E-05;26.948096;;;-3.5;1.40392E-05
-3.00E-07;4.65E-10;27.09796;-4;-1.57E-05;27.09796;;;-4;1.56868E-05
-3.00E-07;6.63E-10;27.247838;-4.5;-1.72E-05;27.247838;;;-4.5;1.72163E-05
0;8.19E-10;27.431683;-5;-1.86E-05;27.431683;;;-5;1.86286E-05
-1.20E-06;1.01E-09;27.581703;-5.5;-1.99E-05;27.581703;;;-5.5;1.99365E-05
-4.00E-07;1.14E-09;27.731531;-6;-2.11E-05;27.731531;;;-6;0.000021147
0;1.30E-09;27.881279;-6.5;-2.23E-05;27.881279;;;-6.5;2.22612E-05
-8.00E-07;1.41E-09;28.0492;-7;-2.33E-05;28.0492;;;-7;2.32844E-05
-1.20E-06;1.53E-09;28.199042;-7.5;-2.42E-05;28.199042;;;-7.5;2.42263E-05
1.20E-06;1.66E-09;28.348793;-8;-2.51E-05;28.348793;;;-8;2.50948E-05
2.00E-07;1.74E-09;28.498539;-8.5;-2.59E-05;28.498539;;;-8.5;2.58839E-05
-1.00E-07;1.85E-09;28.649326;-9;-2.66E-05;28.649326;;;-9;2.65996E-05
0;1.90E-09;28.799155;-9.5;-2.73E-05;28.799155;;;-9.5;2.72547E-05
-1.00E-07;1.97E-09;28.963556;-10;-2.79E-05;28.963556;;;-10;2.78597E-05
3.00E-07;2.04E-09;29.113493;-10.5;-2.84E-05;29.113493;;;-10.5;0.000028403
4.00E-07;2.11E-09;29.263319;-11;-2.89E-05;29.263319;;;-11;2.89008E-05
0;2.15E-09;29.439961;-11.5;-2.94E-05;29.439961;;;-11.5;2.93591E-05
0;2.22E-09;29.589819;-12;-2.98E-05;29.589819;;;-12;2.97668E-05
-2.00E-07;2.27E-09;29.739604;-12.5;-3.01E-05;29.739604;;;-12.5;3.01425E-05
3.00E-07;2.31E-09;29.889414;-13;-3.05E-05;29.889414;;;-13;3.04919E-05
1.00E-07;2.34E-09;30.053191;-13.5;-3.08E-05;30.053191;;;-13.5;3.08086E-05
-2.00E-07;2.36E-09;30.203036;-14;-3.11E-05;30.203036;;;-14;3.10945E-05
1.75E-05;2.37E-09;30.352831;-14.5;-3.14E-05;30.352831;;;-14.5;3.13536E-05
4.00E-07;2.46E-09;30.503753;-15;-3.16E-05;30.503753;;;-15;3.15908E-05
1.00E-07;2.48E-09;30.654259;-15.5;-3.18E-05;30.654259;;;-15.5;3.18187E-05
6.00E-07;2.52E-09;30.804088;-16;-3.20E-05;30.804088;;;-16;3.20287E-05
2.00E-07;2.53E-09;30.9685;-16.5;-3.22E-05;30.9685;;;-16.5;3.22089E-05
4.00E-07;2.61E-09;31.118389;-17;-3.24E-05;31.118389;;;-17;3.23821E-05
7.00E-07;2.69E-09;31.268194;-17.5;-3.25E-05;31.268194;;;-17.5;0.000032538
2.00E-07;2.67E-09;31.443834;-18;-3.27E-05;31.443834;;;-18;3.26915E-05
3.00E-07;2.85E-09;31.59378;-18.5;-3.28E-05;31.59378;;;-18.5;3.28258E-05
1.00E-07;2.96E-09;31.743568;-19;-3.30E-05;31.743568;;;-19;3.29617E-05
5.00E-07;3.04E-09;31.893376;-19.5;-3.31E-05;31.893376;;;-19.5;3.30787E-05
5.00E-07;3.09E-09;32.05816;-20;-3.32E-05;32.05816;;;-20;3.31973E-05
-1.00E-07;2.71E-09;32.180554;-20;-3.32E-05;32.180554;;;-20;3.31989E-05
-7.00E-07;1.99E-09;32.330293;-19.5;-3.31E-05;32.330293;;;-19.5;3.31071E-05
-9.00E-07;1.89E-09;32.480088;-19;-3.30E-05;32.480088;;;-19;3.29981E-05
-6.00E-07;1.95E-09;32.6299;-18.5;-3.29E-05;32.6299;;;-18.5;3.28741E-05
-2.00E-07;2.07E-09;32.779668;-18;-3.27E-05;32.779668;;;-18;3.27462E-05
3.00E-07;2.27E-09;32.963591;-17.5;-3.26E-05;32.963591;;;-17.5;3.26006E-05
1.00E-07;2.23E-09;33.113375;-17;-3.24E-05;33.113375;;;-17;0.000032442
-4.00E-07;2.23E-09;33.263304;-16.5;-3.23E-05;33.263304;;;-16.5;3.22699E-05
-4.00E-07;2.27E-09;33.446961;-16;-3.21E-05;33.446961;;;-16;3.20745E-05
4.00E-07;2.23E-09;33.596999;-15.5;-3.19E-05;33.596999;;;-15.5;3.18686E-05
-1.00E-07;2.22E-09;33.746708;-15;-3.16E-05;33.746708;;;-15;3.16476E-05
5.60E-06;2.29E-09;33.896529;-14.5;-3.14E-05;33.896529;;;-14.5;3.14007E-05
-5.00E-07;2.15E-09;34.062991;-14;-3.11E-05;34.062991;;;-14;3.11254E-05
-3.00E-07;2.12E-09;34.212852;-13.5;-3.08E-05;34.212852;;;-13.5;3.08296E-05
-6.00E-07;2.08E-09;34.362621;-13;-3.05E-05;34.362621;;;-13;3.05057E-05
-2.00E-07;2.04E-09;34.512359;-12.5;-3.02E-05;34.512359;;;-12.5;3.01503E-05
-3.00E-07;1.98E-09;34.664008;-12;-2.98E-05;34.664008;;;-12;0.000029753
-4.00E-07;1.93E-09;34.81384;-11.5;-2.93E-05;34.81384;;;-11.5;2.93258E-05
-2.00E-07;1.87E-09;34.978277;-11;-2.88E-05;34.978277;;;-11;2.88464E-05
-2.00E-07;1.82E-09;35.128154;-10.5;-2.83E-05;35.128154;;;-10.5;2.83308E-05
-9.00E-07;1.73E-09;35.278001;-10;-2.78E-05;35.278001;;;-10;2.77581E-05
-1.00E-07;1.66E-09;35.453754;-9.5;-2.71E-05;35.453754;;;-9.5;2.71292E-05
-1.00E-07;1.56E-09;35.603735;-9;-2.64E-05;35.603735;;;-9;2.64451E-05
-2.00E-07;1.47E-09;35.753529;-8.5;-2.57E-05;35.753529;;;-8.5;2.56954E-05
-2.00E-07;1.36E-09;35.90334;-8;-2.49E-05;35.90334;;;-8;2.48789E-05
-6.00E-07;1.26E-09;36.067939;-7.5;-2.40E-05;36.067939;;;-7.5;2.39871E-05
2.00E-07;1.14E-09;36.217756;-7;-2.30E-05;36.217756;;;-7;0.000023024
-1.00E-07;9.96E-10;36.367518;-6.5;-2.20E-05;36.367518;;;-6.5;2.19864E-05
0;8.63E-10;36.517283;-6;-2.09E-05;36.517283;;;-6;2.08591E-05
-3.00E-07;7.16E-10;36.668937;-5.5;-1.96E-05;36.668937;;;-5.5;1.96375E-05
-4.00E-07;5.64E-10;36.818729;-5;-1.83E-05;36.818729;;;-5;1.83202E-05
-6.00E-07;4.08E-10;36.983449;-4.5;-1.69E-05;36.983449;;;-4.5;1.69054E-05
-1.00E-07;2.32E-10;37.133268;-4;-1.54E-05;37.133268;;;-4;0.000015386
1.00E-07;4.39E-11;37.283153;-3.5;-1.38E-05;37.283153;;;-3.5;1.37587E-05
-1.00E-07;-1.23E-10;37.45872;-3;-1.20E-05;37.45872;;;-3;1.20178E-05
-2.00E-07;-3.26E-10;37.608709;-2.5;-1.02E-05;37.608709;;;-2.5;1.01741E-05
-3.00E-07;-5.28E-10;37.76098;-2;-8.22E-06;37.76098;;;-2;8.22271E-06
-1.00E-07;-7.38E-10;37.910859;-1.5;-6.19E-06;37.910859;;;-1.5;6.19289E-06
1.00E-07;-9.50E-10;38.072888;-1;-4.10E-06;38.072888;;;-1;4.10394E-06
-3.00E-07;-1.17E-09;38.222748;-0.5;-2.00E-06;38.222748;;;-0.5;2.00346E-06
1.00E-07;-1.38E-09;38.395617;-1.00E-05;2.07E-09;38.395617;;;-1.00E-05;2.07267E-09
-5.00001;-6.46E-09;38.57384;0;5.49E-09;38.57384;;;0;5.49163E-09
-5.00001;-5.32E-09;38.726985;-0.5;-2.31E-06;38.726985;;;-0.5;2.31021E-06
-5;-4.79E-09;38.876828;-1;-4.84E-06;38.876828;;;-1;4.84492E-06
-5.00001;-3.77E-09;39.026772;-1.5;-7.50E-06;39.026772;;;-1.5;7.49505E-06
-5;-3.98E-09;39.181661;-2;-1.02E-05;39.181661;;;-2;0.000010208
-5;-3.68E-09;39.331493;-2.5;-1.30E-05;39.331493;;;-2.5;1.29502E-05
-5;-3.35E-09;39.486387;-3;-1.57E-05;39.486387;;;-3;0.000015689
-5;-3.06E-09;39.636258;-3.5;-1.84E-05;39.636258;;;-3.5;1.84061E-05
-5.00001;-2.77E-09;39.786059;-4;-2.11E-05;39.786059;;;-4;2.10923E-05
-5.00001;-2.52E-09;39.964917;-4.5;-2.37E-05;39.964917;;;-4.5;0.000023728
-5.00001;-2.23E-09;40.114876;-5;-2.63E-05;40.114876;;;-5;2.63061E-05
-5;-1.97E-09;40.2647;-5.5;-2.88E-05;40.2647;;;-5.5;2.88147E-05
-5.00001;-1.72E-09;40.414513;-6;-3.12E-05;40.414513;;;-6;3.12382E-05
-5.00001;-1.49E-09;40.579345;-6.5;-3.35E-05;40.579345;;;-6.5;3.35415E-05
-5;-1.27E-09;40.729217;-7;-3.57E-05;40.729217;;;-7;3.57287E-05
-5;-1.04E-09;40.879085;-7.5;-3.78E-05;40.879085;;;-7.5;3.77853E-05
-5;-8.52E-10;41.028896;-8;-3.97E-05;41.028896;;;-8;3.97268E-05
-5.00001;-6.43E-10;41.178798;-8.5;-4.15E-05;41.178798;;;-8.5;4.15447E-05
-5;-4.58E-10;41.328596;-9;-4.32E-05;41.328596;;;-9;0.000043239
-5.00001;-3.16E-10;41.490758;-9.5;-4.48E-05;41.490758;;;-9.5;4.48233E-05
-5.00001;-1.15E-10;41.640662;-10;-4.63E-05;41.640662;;;-10;4.63021E-05
-5;2.67E-11;41.790498;-10.5;-4.77E-05;41.790498;;;-10.5;4.76752E-05
-5;1.57E-10;41.965967;-11;-4.89E-05;41.965967;;;-11;4.89444E-05
-5.00001;3.20E-10;42.11594;-11.5;-5.01E-05;42.11594;;;-11.5;5.01199E-05
-5;4.19E-10;42.265774;-12;-5.12E-05;42.265774;;;-12;5.12209E-05
-5.00001;5.39E-10;42.415565;-12.5;-5.22E-05;42.415565;;;-12.5;5.22384E-05
-5;6.37E-10;42.584309;-13;-5.32E-05;42.584309;;;-13;5.31733E-05
-5;7.32E-10;42.734085;-13.5;-5.40E-05;42.734085;;;-13.5;5.40463E-05
-5.00001;8.43E-10;42.883931;-14;-5.49E-05;42.883931;;;-14;5.48582E-05
-5;9.07E-10;43.033767;-14.5;-5.56E-05;43.033767;;;-14.5;5.55918E-05
-5;9.88E-10;43.185418;-15;-5.63E-05;43.185418;;;-15;0.000056276
-5;6.19E-10;43.335337;-15.5;-5.69E-05;43.335337;;;-15.5;5.69096E-05
-5.00001;1.10E-09;43.500081;-16;-5.75E-05;43.500081;;;-16;5.74748E-05
-5;1.15E-09;43.649894;-16.5;-5.80E-05;43.649894;;;-16.5;0.00005799
-5.00001;1.21E-09;43.799653;-17;-5.85E-05;43.799653;;;-17;5.84986E-05
-5;1.23E-09;43.975863;-17.5;-5.89E-05;43.975863;;;-17.5;5.89436E-05
-5.00001;1.26E-09;44.125827;-18;-5.94E-05;44.125827;;;-18;5.93513E-05
-5.00001;1.31E-09;44.27564;-18.5;-5.97E-05;44.27564;;;-18.5;0.000059728
-5;1.38E-09;44.425415;-19;-6.01E-05;44.425415;;;-19;6.00717E-05
-5.00001;1.38E-09;44.589326;-19.5;-6.04E-05;44.589326;;;-19.5;6.03883E-05
-5;1.44E-09;44.739157;-20;-6.07E-05;44.739157;;;-20;6.07056E-05
-5;1.37E-09;44.861531;-20;-6.07E-05;44.861531;;;-20;0.000060707
