#scan;iMeasureCycle=1;iMux=0;time=0.13;N=202;LocalTime=20/12/2023 15:39:09;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;2.20E-09;0.290184;-0.500001;-1.38E-09;0.290184;;;5;1.3837E-09;2.20169E-09
4.89999;1.92E-09;0.439307;-0.500001;-1.26E-09;0.439307;;;4.89999;1.25984E-09;1.92355E-09
4.79999;1.76E-09;0.587914;-0.500001;-1.19E-09;0.587914;;;4.79999;1.18922E-09;1.76145E-09
4.7;1.66E-09;0.736717;-0.500001;-1.14E-09;0.736717;;;4.7;1.14476E-09;1.66072E-09
4.59999;1.59E-09;0.885449;-0.500001;-1.12E-09;0.885449;;;4.59999;1.11579E-09;1.58567E-09
4.49999;1.53E-09;1.034031;-0.500001;-1.10E-09;1.034031;;;4.49999;1.09626E-09;1.52697E-09
4.4;1.48E-09;1.182733;-0.500001;-1.09E-09;1.182733;;;4.4;1.08543E-09;1.48104E-09
4.29999;1.43E-09;1.36247;-0.500001;-1.08E-09;1.36247;;;4.29999;1.07733E-09;1.43466E-09
4.19999;1.40E-09;1.511271;-0.500001;-1.08E-09;1.511271;;;4.19999;1.07868E-09;1.40138E-09
4.09999;1.38E-09;1.659852;-0.500001;-1.09E-09;1.659852;;;4.09999;1.09035E-09;1.3767E-09
4;1.35E-09;1.808432;-0.500001;-1.10E-09;1.808432;;;4;1.09984E-09;1.34965E-09
3.89999;1.33E-09;1.968731;-0.500001;-1.12E-09;1.968731;;;3.89999;1.11763E-09;1.32601E-09
3.8;1.31E-09;2.117423;-0.500001;-1.15E-09;2.117423;;;3.8;1.1464E-09;1.31123E-09
3.69999;1.29E-09;2.265985;-0.500001;-1.18E-09;2.265985;;;3.69999;1.17787E-09;1.28728E-09
3.60001;1.27E-09;2.414707;-0.500001;-1.22E-09;2.414707;;;3.60001;1.22193E-09;1.27342E-09
3.5;1.26E-09;2.563388;-0.500001;-1.27E-09;2.563388;;;3.5;1.27274E-09;1.2571E-09
3.4;1.24E-09;2.711995;-0.500001;-1.33E-09;2.711995;;;3.4;1.33051E-09;1.24341E-09
3.3;1.23E-09;2.877881;-0.500001;-1.41E-09;2.877881;;;3.3;1.40506E-09;1.22765E-09
