#scan;iMeasureCycle=1;iMux=0;time=0.132;N=210;LocalTime=20/12/2023 15:36:07;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
5;2.23E-09;0.292092;0;-1.40E-09;0.292092;;;0;1.39916E-09
5;1.93E-09;0.46854;-0.50001;-1.32E-09;0.46854;;;-0.50001;1.3159E-09
4.99999;1.76E-09;0.644726;-1;-1.28E-09;0.644726;;;-1;1.27677E-09
4.99999;1.65E-09;0.840899;-1.50001;-1.24E-09;0.840899;;;-1.50001;1.24368E-09
4.99999;1.57E-09;1.017027;-2;-1.23E-09;1.017027;;;-2;1.23078E-09
4.99999;1.52E-09;1.19301;-2.5;-1.22E-09;1.19301;;;-2.5;1.21687E-09
4.99999;1.47E-09;1.401699;-3;-1.21E-09;1.401699;;;-3;1.20859E-09
4.99999;1.43E-09;1.57787;-3.5;-1.21E-09;1.57787;;;-3.5;1.20691E-09
5;1.40E-09;1.753916;-4;-1.20E-09;1.753916;;;-4;1.20147E-09
4.99999;1.38E-09;1.930037;-4.5;-1.19E-09;1.930037;;;-4.5;1.18649E-09
5;1.36E-09;2.106191;-5;-1.19E-09;2.106191;;;-5;1.18654E-09
4.99999;1.33E-09;2.282428;-5.5;-1.19E-09;2.282428;;;-5.5;1.19172E-09
4.99999;1.31E-09;2.459045;-6;-1.19E-09;2.459045;;;-6;1.18833E-09
5;1.30E-09;2.635344;-6.5;-1.18E-09;2.635344;;;-6.5;1.18024E-09
5;1.28E-09;2.811411;-7.00001;-1.18E-09;2.811411;;;-7.00001;1.18354E-09
4.99999;1.27E-09;3.002638;-7.5;-1.18E-09;3.002638;;;-7.5;1.17941E-09
5;1.25E-09;3.178648;-8;-1.18E-09;3.178648;;;-8;1.17952E-09
5;1.24E-09;3.383107;-8.50001;-1.18E-09;3.383107;;;-8.50001;1.17696E-09
5;1.22E-09;3.55923;-9.00001;-1.18E-09;3.55923;;;-9.00001;1.17814E-09
5;1.22E-09;3.73533;-9.50001;-1.18E-09;3.73533;;;-9.50001;1.17747E-09
4.99999;1.20E-09;3.912631;-10;-1.17E-09;3.912631;;;-10;1.16621E-09
4.99999;1.19E-09;4.033852;-10;-1.16E-09;4.033852;;;-10;1.15532E-09
5;1.18E-09;4.209876;-9.5;-1.16E-09;4.209876;;;-9.5;1.15967E-09
5;1.17E-09;4.41334;-9.00001;-1.14E-09;4.41334;;;-9.00001;1.13786E-09
5;1.16E-09;4.589388;-8.5;-1.15E-09;4.589388;;;-8.5;1.14932E-09
4.99999;1.15E-09;4.765416;-8.00001;-1.15E-09;4.765416;;;-8.00001;1.15109E-09
5;1.14E-09;4.941572;-7.50001;-1.14E-09;4.941572;;;-7.50001;1.13895E-09
4.99999;1.13E-09;5.117802;-7;-1.13E-09;5.117802;;;-7;1.12532E-09
5;1.12E-09;5.29384;-6.50001;-1.13E-09;5.29384;;;-6.50001;1.12775E-09
4.99999;1.12E-09;5.470438;-6;-1.11E-09;5.470438;;;-6;1.10706E-09
5;1.11E-09;5.646774;-5.50001;-1.11E-09;5.646774;;;-5.50001;1.10883E-09
4.99999;1.11E-09;5.822839;-5.00001;-1.10E-09;5.822839;;;-5.00001;1.10393E-09
5;1.09E-09;6.01079;-4.5;-1.09E-09;6.01079;;;-4.5;1.09459E-09
5;1.09E-09;6.186822;-4;-1.08E-09;6.186822;;;-4;1.07655E-09
5;1.08E-09;6.39128;-3.50001;-1.07E-09;6.39128;;;-3.50001;1.06536E-09
4.99999;1.08E-09;6.567373;-3;-1.05E-09;6.567373;;;-3;1.05185E-09
5;1.06E-09;6.743569;-2.5;-1.03E-09;6.743569;;;-2.5;1.02966E-09
4.99999;1.06E-09;6.92091;-2;-9.95E-10;6.92091;;;-2;9.953E-10
4.99999;1.06E-09;7.09699;-1.5;-9.58E-10;7.09699;;;-1.5;9.5784E-10
4.99999;1.05E-09;7.273021;-1;-9.09E-10;7.273021;;;-1;9.0856E-10
4.99999;1.04E-09;7.449169;-0.50001;-8.34E-10;7.449169;;;-0.50001;8.3429E-10
5;1.03E-09;7.625389;0;-7.34E-10;7.625389;;;0;7.3381E-10
2.49999;9.51E-10;7.801372;0;-6.85E-10;7.801372;;;0;6.8504E-10
2.5;1.00E-09;7.977621;-0.50001;-4.23E-09;7.977621;;;-0.50001;4.22505E-09
2.49999;1.01E-09;8.153768;-1;-6.79E-09;8.153768;;;-1;6.79471E-09
2.49999;1.01E-09;8.329886;-1.50001;-8.62E-09;8.329886;;;-1.50001;8.62329E-09
2.49999;1.01E-09;8.512756;-2;-9.96E-09;8.512756;;;-2;9.9611E-09
2.49999;1.01E-09;8.682823;-2.50001;-1.09E-08;8.682823;;;-2.50001;1.09182E-08
2.5;1.00E-09;8.882296;-3;-1.16E-08;8.882296;;;-3;1.16395E-08
2.5;9.99E-10;9.052441;-3.5;-1.22E-08;9.052441;;;-3.5;1.21962E-08
2.5;9.96E-10;9.222555;-4.00001;-1.27E-08;9.222555;;;-4.00001;1.26764E-08
2.49999;9.92E-10;9.425799;-4.5;-1.30E-08;9.425799;;;-4.5;1.30202E-08
2.5;9.85E-10;9.59593;-5;-1.33E-08;9.59593;;;-5;1.33222E-08
2.49999;9.84E-10;9.766126;-5.5;-1.36E-08;9.766126;;;-5.5;1.35913E-08
2.49999;9.78E-10;9.936328;-6;-1.38E-08;9.936328;;;-6;1.38007E-08
2.49999;9.75E-10;10.106554;-6.50001;-1.40E-08;10.106554;;;-6.50001;1.39704E-08
2.5;9.69E-10;10.27672;-7.00001;-1.41E-08;10.27672;;;-7.00001;1.41462E-08
2.5;9.71E-10;10.446848;-7.5;-1.43E-08;10.446848;;;-7.5;1.4265E-08
2.49999;9.62E-10;10.617044;-8.00001;-1.44E-08;10.617044;;;-8.00001;1.43979E-08
2.5;9.59E-10;10.787169;-8.49999;-1.45E-08;10.787169;;;-8.49999;1.4514E-08
2.5;9.56E-10;10.957266;-9;-1.46E-08;10.957266;;;-9;1.46165E-08
2.49999;9.55E-10;11.127473;-9.5;-1.47E-08;11.127473;;;-9.5;1.47487E-08
2.5;9.50E-10;11.297526;-10;-1.48E-08;11.297526;;;-10;1.47961E-08
2.5;9.48E-10;11.419925;-10;-1.49E-08;11.419925;;;-10;1.48592E-08
2.5;9.38E-10;11.56972;-9.50001;-1.47E-08;11.56972;;;-9.50001;1.47346E-08
2.49999;9.35E-10;11.7195;-9.00001;-1.46E-08;11.7195;;;-9.00001;1.45978E-08
2.5;9.31E-10;11.901893;-8.50001;-1.45E-08;11.901893;;;-8.50001;1.45298E-08
2.5;9.25E-10;12.051772;-8.00001;-1.44E-08;12.051772;;;-8.00001;1.44365E-08
2.5;9.22E-10;12.201639;-7.50001;-1.43E-08;12.201639;;;-7.50001;1.43269E-08
2.5;9.23E-10;12.386341;-7.00001;-1.42E-08;12.386341;;;-7.00001;1.41637E-08
2.5;9.17E-10;12.536147;-6.50001;-1.40E-08;12.536147;;;-6.50001;1.39908E-08
2.5;9.13E-10;12.686042;-6.00001;-1.38E-08;12.686042;;;-6.00001;1.38434E-08
2.49999;9.07E-10;12.835846;-5.50001;-1.36E-08;12.835846;;;-5.50001;1.36194E-08
2.5;9.04E-10;13.003661;-5.00001;-1.34E-08;13.003661;;;-5.00001;1.33956E-08
2.49999;9.01E-10;13.153478;-4.50001;-1.31E-08;13.153478;;;-4.50001;1.3092E-08
2.5;9.00E-10;13.303343;-4.00001;-1.27E-08;13.303343;;;-4.00001;1.27227E-08
2.5;8.96E-10;13.453252;-3.50001;-1.23E-08;13.453252;;;-3.50001;1.22672E-08
2.49999;8.92E-10;13.603163;-3.00001;-1.17E-08;13.603163;;;-3.00001;1.16948E-08
2.49999;8.87E-10;13.753038;-2.50001;-1.09E-08;13.753038;;;-2.50001;1.09286E-08
2.5;8.85E-10;13.917606;-2.00001;-9.93E-09;13.917606;;;-2.00001;9.9333E-09
2.49999;8.77E-10;14.082557;-1.50001;-8.59E-09;14.082557;;;-1.50001;8.58643E-09
