#scan;iMeasureCycle=1;iMux=0;time=0.136;N=210;LocalTime=20/12/2023 14:39:36;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
4.99999;1.49E-09;6.927834;-2.00001;-1.26E-09;6.927834;;;-2.00001;1.26185E-09
4.99999;1.47E-09;7.103977;-1.50001;-1.25E-09;7.103977;;;-1.50001;1.24711E-09
5;1.45E-09;7.28;-1.00001;-1.23E-09;7.28;;;-1.00001;1.22855E-09
5;1.44E-09;7.456055;-0.5;-1.22E-09;7.456055;;;-0.5;1.21566E-09
5;1.42E-09;7.632196;-1.00E-05;-1.20E-09;7.632196;;;-1.00E-05;1.1952E-09
2.49999;1.23E-09;7.808245;-1.00E-05;-1.05E-09;7.808245;;;-1.00E-05;1.04603E-09
2.49999;1.37E-09;7.98617;-0.5;-1.30E-09;7.98617;;;-0.5;1.30442E-09
2.5;1.38E-09;8.162274;-1;-1.40E-09;8.162274;;;-1;1.39942E-09
2.49999;1.38E-09;8.338353;-1.50001;-1.47E-09;8.338353;;;-1.50001;1.46908E-09
2.49999;1.37E-09;8.520349;-2.00001;-1.52E-09;8.520349;;;-2.00001;1.52392E-09
2.49999;1.36E-09;8.696482;-2.50001;-1.58E-09;8.696482;;;-2.50001;1.58343E-09
2.49999;1.34E-09;8.905048;-3.00001;-1.63E-09;8.905048;;;-3.00001;1.63244E-09
2.5;1.33E-09;9.081198;-3.50001;-1.69E-09;9.081198;;;-3.50001;1.68733E-09
2.49999;1.32E-09;9.257259;-4.00001;-1.75E-09;9.257259;;;-4.00001;1.74537E-09
2.49999;1.31E-09;9.433364;-4.5;-1.78E-09;9.433364;;;-4.5;1.78434E-09
2.5;1.30E-09;9.609569;-5;-1.84E-09;9.609569;;;-5;1.83677E-09
2.49999;1.28E-09;9.785644;-5.50001;-1.88E-09;9.785644;;;-5.50001;1.8802E-09
2.49999;1.27E-09;9.96189;-6;-1.94E-09;9.96189;;;-6;1.94023E-09
2.5;1.26E-09;10.137972;-6.5;-1.98E-09;10.137972;;;-6.5;1.98209E-09
2.49999;1.25E-09;10.313973;-7.00001;-2.02E-09;10.313973;;;-7.00001;2.0249E-09
2.5;1.24E-09;10.490865;-7.5;-2.07E-09;10.490865;;;-7.5;2.07175E-09
2.5;1.23E-09;10.666943;-8.00001;-2.13E-09;10.666943;;;-8.00001;2.1255E-09
2.49999;1.22E-09;10.842941;-8.49999;-2.17E-09;10.842941;;;-8.49999;2.17238E-09
2.5;1.21E-09;11.027089;-9;-2.21E-09;11.027089;;;-9;2.21457E-09
2.49999;1.20E-09;11.203185;-9.50001;-2.25E-09;11.203185;;;-9.50001;2.24881E-09
2.5;1.19E-09;11.411774;-10.00001;-2.29E-09;11.411774;;;-10.00001;2.28919E-09
2.5;1.18E-09;11.532988;-10.00001;-2.28E-09;11.532988;;;-10.00001;2.28199E-09
2.5;1.17E-09;11.709244;-9.50001;-2.22E-09;11.709244;;;-9.50001;2.22465E-09
2.5;1.15E-09;11.909584;-9;-2.17E-09;11.909584;;;-9;2.16742E-09
2.5;1.15E-09;12.085671;-8.5;-2.11E-09;12.085671;;;-8.5;2.10926E-09
2.5;1.14E-09;12.261708;-8;-2.05E-09;12.261708;;;-8;2.05E-09
2.49999;1.12E-09;12.438214;-7.50001;-1.99E-09;12.438214;;;-7.50001;1.99223E-09
2.5;1.12E-09;12.614319;-7;-1.93E-09;12.614319;;;-7;1.93413E-09
2.49999;1.11E-09;12.790355;-6.50001;-1.85E-09;12.790355;;;-6.50001;1.85126E-09
2.5;1.10E-09;12.966397;-6.00001;-1.78E-09;12.966397;;;-6.00001;1.78205E-09
2.49999;1.09E-09;13.142491;-5.5;-1.72E-09;13.142491;;;-5.5;1.7155E-09
2.5;1.08E-09;13.318549;-5;-1.66E-09;13.318549;;;-5;1.65722E-09
2.49999;1.06E-09;13.495968;-4.5;-1.59E-09;13.495968;;;-4.5;1.58838E-09
2.49999;1.06E-09;13.672229;-4.00001;-1.52E-09;13.672229;;;-4.00001;1.5247E-09
2.49999;1.05E-09;13.848338;-3.50001;-1.45E-09;13.848338;;;-3.50001;1.44724E-09
2.49999;1.03E-09;14.035033;-3;-1.37E-09;14.035033;;;-3;1.37174E-09
2.5;1.02E-09;14.211113;-2.50001;-1.29E-09;14.211113;;;-2.50001;1.29251E-09
2.5;1.01E-09;14.419621;-2;-1.22E-09;14.419621;;;-2;1.21541E-09
2.49999;9.90E-10;14.595657;-1.50001;-1.12E-09;14.595657;;;-1.50001;1.12056E-09
2.5;9.70E-10;14.771689;-1.00001;-1.03E-09;14.771689;;;-1.00001;1.02533E-09
2.49999;9.37E-10;14.947873;-0.50001;-9.05E-10;14.947873;;;-0.50001;9.0468E-10
2.49999;8.72E-10;15.123869;-1.00E-05;-7.12E-10;15.123869;;;-1.00E-05;7.1165E-10
-3.00E-07;-2.76E-09;15.299841;-1.00E-05;3.76E-09;15.299841;;;-1.00E-05;3.75701E-09
6.00E-07;-6.75E-10;15.452953;-0.5;-8.96E-07;15.452953;;;-0.5;8.9594E-07
5.00E-07;5.52E-10;15.602763;-1;-1.28E-06;15.602763;;;-1;1.28085E-06
3.00E-07;8.73E-10;15.752579;-1.5;-1.41E-06;15.752579;;;-1.5;1.40562E-06
2.00E-07;8.55E-10;15.927941;-2;-1.47E-06;15.927941;;;-2;1.46569E-06
3.00E-07;8.50E-10;16.077738;-2.5;-1.50E-06;16.077738;;;-2.5;1.50386E-06
1.00E-07;8.13E-10;16.227575;-3;-1.53E-06;16.227575;;;-3;1.53208E-06
1.00E-07;7.59E-10;16.409899;-3.5;-1.55E-06;16.409899;;;-3.5;1.55488E-06
1.00E-07;7.42E-10;16.559847;-4;-1.57E-06;16.559847;;;-4;1.57461E-06
-1.00E-07;7.23E-10;16.709695;-4.5;-1.59E-06;16.709695;;;-4.5;1.59154E-06
-1.00E-07;7.05E-10;16.859476;-5;-1.61E-06;16.859476;;;-5;1.60708E-06
-1.00E-07;6.84E-10;17.016336;-5.5;-1.62E-06;17.016336;;;-5.5;1.62101E-06
0;6.73E-10;17.16622;-6;-1.63E-06;17.16622;;;-6;1.63365E-06
-1.00E-07;6.62E-10;17.315947;-6.5;-1.65E-06;17.315947;;;-6.5;1.64582E-06
-2.00E-07;6.54E-10;17.465845;-7;-1.66E-06;17.465845;;;-7;1.6568E-06
-1.00E-07;6.47E-10;17.615672;-7.5;-1.67E-06;17.615672;;;-7.5;1.66736E-06
0;6.39E-10;17.765562;-8;-1.68E-06;17.765562;;;-8;1.67759E-06
-1.00E-07;6.32E-10;17.930048;-8.5;-1.69E-06;17.930048;;;-8.5;1.68684E-06
2.00E-07;6.26E-10;18.079865;-9;-1.70E-06;18.079865;;;-9;1.69568E-06
0;6.22E-10;18.229604;-9.5;-1.70E-06;18.229604;;;-9.5;1.70455E-06
0;6.16E-10;18.402099;-10;-1.71E-06;18.402099;;;-10;1.71288E-06
0;6.11E-10;18.52449;-10;-1.71E-06;18.52449;;;-10;1.71278E-06
1.00E-07;6.05E-10;18.674323;-9.5;-1.70E-06;18.674323;;;-9.5;1.70457E-06
-2.00E-07;5.96E-10;18.824172;-9;-1.70E-06;18.824172;;;-9;1.69599E-06
0;5.91E-10;18.973929;-8.5;-1.69E-06;18.973929;;;-8.5;1.68721E-06
-4.00E-07;5.89E-10;19.123751;-8;-1.68E-06;19.123751;;;-8;1.67741E-06
-1.00E-07;5.81E-10;19.27366;-7.5;-1.67E-06;19.27366;;;-7.5;1.66723E-06
0;5.78E-10;19.434535;-7;-1.66E-06;19.434535;;;-7;1.65663E-06
0;5.72E-10;19.584345;-6.5;-1.65E-06;19.584345;;;-6.5;1.64547E-06
-3.00E-07;5.68E-10;19.734181;-6;-1.63E-06;19.734181;;;-6;1.63323E-06
-1.00E-07;5.64E-10;19.909085;-5.5;-1.62E-06;19.909085;;;-5.5;1.62047E-06
-1.00E-07;5.57E-10;20.058991;-5;-1.61E-06;20.058991;;;-5;1.60573E-06
2.00E-07;5.46E-10;20.208811;-4.5;-1.59E-06;20.208811;;;-4.5;1.58979E-06
0;5.37E-10;20.358709;-4;-1.57E-06;20.358709;;;-4;1.57247E-06
0;5.18E-10;20.524584;-3.5;-1.55E-06;20.524584;;;-3.5;1.55214E-06
0;4.93E-10;20.67434;-3;-1.53E-06;20.67434;;;-3;1.52855E-06
-3.00E-07;4.49E-10;20.824191;-2.5;-1.50E-06;20.824191;;;-2.5;1.49914E-06
0;3.58E-10;20.973988;-2;-1.46E-06;20.973988;;;-2;1.45993E-06
2.00E-07;1.65E-10;21.124386;-1.5;-1.40E-06;21.124386;;;-1.5;1.39827E-06
-1.00E-07;-3.96E-10;21.274213;-1;-1.27E-06;21.274213;;;-1;1.27302E-06
-4.00E-07;-1.18E-09;21.43881;-0.5;-8.90E-07;21.43881;;;-0.5;8.895E-07
-1.00E-07;-2.45E-09;21.611738;0;3.53E-09;21.611738;;;0;3.52597E-09
-2.5;-1.84E-08;21.775839;-1.00E-05;1.83E-08;21.775839;;;-1.00E-05;1.83073E-08
-2.49999;-1.39E-08;21.942904;-0.5;-2.38E-06;21.942904;;;-0.5;2.38057E-06
-2.5;-1.03E-08;22.086792;-1;-4.78E-06;22.086792;;;-1;4.77834E-06
-2.5;-7.25E-09;22.236642;-1.5;-6.93E-06;22.236642;;;-1.5;6.93334E-06
-2.5;-4.71E-09;22.413909;-2;-8.77E-06;22.413909;;;-2;8.76748E-06
-2.49999;-2.58E-09;22.567094;-2.5;-1.02E-05;22.567094;;;-2.5;0.000010221
-2.5;-1.13E-09;22.71693;-3;-1.12E-05;22.71693;;;-3;1.12179E-05
-2.5;-3.19E-10;22.866752;-3.5;-1.17E-05;22.866752;;;-3.5;0.000011742
-2.50001;-1.79E-10;23.030806;-4;-1.20E-05;23.030806;;;-4;1.19741E-05
-2.5;-2.18E-10;23.180596;-4.5;-1.21E-05;23.180596;;;-4.5;1.20989E-05
-2.5;-2.87E-10;23.330388;-5;-1.22E-05;23.330388;;;-5;1.21844E-05
-2.50001;-3.58E-10;23.480249;-5.5;-1.22E-05;23.480249;;;-5.5;1.22494E-05
-2.5;-4.19E-10;23.630166;-6;-1.23E-05;23.630166;;;-6;0.000012305
-2.50001;-4.68E-10;23.780057;-6.5;-1.24E-05;23.780057;;;-6.5;1.23552E-05
-2.50001;-5.19E-10;23.944809;-7;-1.24E-05;23.944809;;;-7;1.23967E-05
-2.5;-5.58E-10;24.094748;-7.5;-1.24E-05;24.094748;;;-7.5;1.24363E-05
-2.5;-5.84E-10;24.244627;-8;-1.25E-05;24.244627;;;-8;1.24715E-05
-2.50001;-6.13E-10;24.420389;-8.5;-1.25E-05;24.420389;;;-8.5;1.25078E-05
-2.50001;-6.40E-10;24.570266;-9;-1.25E-05;24.570266;;;-9;1.25384E-05
-2.50001;-6.45E-10;24.720085;-9.5;-1.26E-05;24.720085;;;-9.5;1.25657E-05
-2.5;-6.64E-10;24.869937;-10;-1.26E-05;24.869937;;;-10;1.25933E-05
-2.5;-6.78E-10;25.008037;-10;-1.26E-05;25.008037;;;-10;1.25961E-05
-2.5;-6.93E-10;25.157905;-9.5;-1.26E-05;25.157905;;;-9.5;1.25672E-05
-2.50001;-7.13E-10;25.307713;-9;-1.25E-05;25.307713;;;-9;1.25374E-05
-2.50001;-7.11E-10;25.457517;-8.5;-1.25E-05;25.457517;;;-8.5;1.25072E-05
-2.5;-7.24E-10;25.607427;-8;-1.25E-05;25.607427;;;-8;1.24764E-05
-2.5;-7.33E-10;25.7573;-7.5;-1.24E-05;25.7573;;;-7.5;1.24411E-05
-2.5;-7.32E-10;25.940039;-7;-1.24E-05;25.940039;;;-7;1.24014E-05
-2.50001;-7.50E-10;26.089859;-6.5;-1.24E-05;26.089859;;;-6.5;1.23585E-05
-2.50001;-7.56E-10;26.239665;-6;-1.23E-05;26.239665;;;-6;1.23113E-05
-2.5;-7.73E-10;26.423405;-5.5;-1.23E-05;26.423405;;;-5.5;1.22553E-05
-2.50001;-8.03E-10;26.573264;-5;-1.22E-05;26.573264;;;-5;1.21903E-05
-2.5;-8.80E-10;26.723193;-4.5;-1.21E-05;26.723193;;;-4.5;1.21048E-05
-2.50001;-1.05E-09;26.873026;-4;-1.20E-05;26.873026;;;-4;1.19787E-05
-2.5;-1.50E-09;27.040429;-3.5;-1.17E-05;27.040429;;;-3.5;1.17445E-05
-2.5;-2.24E-09;27.190232;-3;-1.12E-05;27.190232;;;-3;1.12207E-05
-2.5;-3.63E-09;27.340017;-2.5;-1.02E-05;27.340017;;;-2.5;1.02222E-05
-2.50001;-5.51E-09;27.492494;-2;-8.76E-06;27.492494;;;-2;8.76427E-06
-2.5;-7.70E-09;27.642344;-1.5;-6.93E-06;27.642344;;;-1.5;6.9285E-06
-2.5;-1.01E-08;27.786284;-1;-4.77E-06;27.786284;;;-1;4.77149E-06
-2.5;-1.26E-08;27.944232;-0.5;-2.38E-06;27.944232;;;-0.5;2.37722E-06
-2.5;-1.52E-08;28.105279;-1.00E-05;1.58E-08;28.105279;;;-1.00E-05;1.57579E-08
-5;-3.68E-08;28.26944;-1.00E-05;3.42E-08;28.26944;;;-1.00E-05;3.41974E-08
-4.99999;-3.03E-08;28.45582;-0.5;-2.96E-06;28.45582;;;-0.5;2.95765E-06
-5;-2.55E-08;28.599738;-1;-6.16E-06;28.599738;;;-1;6.16051E-06
-5;-2.12E-08;28.746962;-1.5;-9.30E-06;28.746962;;;-1.5;9.2986E-06
-5.00001;-1.75E-08;28.915762;-2;-1.23E-05;28.915762;;;-2;1.22699E-05
-5;-1.40E-08;29.059749;-2.5;-1.50E-05;29.059749;;;-2.5;1.50293E-05
-5;-1.09E-08;29.203619;-3;-1.76E-05;29.203619;;;-3;1.75538E-05
-5;-8.14E-09;29.353432;-3.5;-1.98E-05;29.353432;;;-3.5;1.98178E-05
-5.00001;-5.70E-09;29.503347;-4;-2.18E-05;29.503347;;;-4;2.18047E-05
-5;-3.58E-09;29.653193;-4.5;-2.35E-05;29.653193;;;-4.5;2.34786E-05
-5.00001;-1.88E-09;29.803076;-5;-2.48E-05;29.803076;;;-5;2.48037E-05
-5.00001;-7.99E-10;29.960302;-5.5;-2.58E-05;29.960302;;;-5.5;2.57538E-05
-5.00001;-4.26E-10;30.110259;-6;-2.63E-05;30.110259;;;-6;2.63294E-05
-5.00001;-4.34E-10;30.260138;-6.5;-2.66E-05;30.260138;;;-6.5;2.66486E-05
-5;-5.89E-10;30.430747;-7;-2.68E-05;30.430747;;;-7;2.68355E-05
-5;-7.29E-10;30.580591;-7.5;-2.70E-05;30.580591;;;-7.5;2.69657E-05
-5;-8.24E-10;30.730602;-8;-2.71E-05;30.730602;;;-8;2.70659E-05
-5;-9.37E-10;30.880457;-8.5;-2.71E-05;30.880457;;;-8.5;0.000027145
-5;-1.02E-09;31.05015;-9;-2.72E-05;31.05015;;;-9;2.72186E-05
-5.00001;-1.13E-09;31.199964;-9.5;-2.73E-05;31.199964;;;-9.5;2.72832E-05
-5.00001;-1.18E-09;31.349751;-10;-2.73E-05;31.349751;;;-10;2.73384E-05
-5.00001;-1.24E-09;31.472118;-10;-2.73E-05;31.472118;;;-10;2.73435E-05
-5.00001;-1.31E-09;31.621941;-9.5;-2.73E-05;31.621941;;;-9.5;2.72867E-05
-5.00001;-1.37E-09;31.771839;-9;-2.72E-05;31.771839;;;-9;2.72189E-05
-5;-1.44E-09;31.95073;-8.5;-2.71E-05;31.95073;;;-8.5;2.71413E-05
-5.00001;-1.50E-09;32.100602;-8;-2.71E-05;32.100602;;;-8;2.70599E-05
-5.00001;-1.57E-09;32.250446;-7.5;-2.70E-05;32.250446;;;-7.5;2.69569E-05
-5;-1.67E-09;32.433725;-7;-2.68E-05;32.433725;;;-7;2.68332E-05
-5.00001;-1.81E-09;32.58359;-6.5;-2.66E-05;32.58359;;;-6.5;2.66423E-05
-5;-2.17E-09;32.733434;-6;-2.63E-05;32.733434;;;-6;2.63276E-05
-5.00001;-2.84E-09;32.883204;-5.5;-2.58E-05;32.883204;;;-5.5;0.00002575
-5;-4.29E-09;33.054823;-5;-2.48E-05;33.054823;;;-5;2.47971E-05
-5;-6.23E-09;33.204636;-4.5;-2.35E-05;33.204636;;;-4.5;2.34732E-05
-5.00001;-8.43E-09;33.354476;-4;-2.18E-05;33.354476;;;-4;2.18011E-05
-5.00001;-1.09E-08;33.498353;-3.5;-1.98E-05;33.498353;;;-3.5;1.98135E-05
-5;-1.34E-08;33.642231;-3;-1.75E-05;33.642231;;;-3;1.75487E-05
-5;-1.61E-08;33.786199;-2.5;-1.50E-05;33.786199;;;-2.5;1.50233E-05
-5;-1.87E-08;33.963359;-2;-1.23E-05;33.963359;;;-2;1.22588E-05
-5;-2.16E-08;34.107219;-1.5;-9.29E-06;34.107219;;;-1.5;9.2883E-06
-5;-2.45E-08;34.253691;-1;-6.15E-06;34.253691;;;-1;6.15065E-06
-5;-2.75E-08;34.397586;-0.5;-2.95E-06;34.397586;;;-0.5;2.95116E-06
-5;-3.04E-08;34.569461;-1.00E-05;2.88E-08;34.569461;;;-1.00E-05;2.88255E-08
