#scan;iMeasureCycle=1;iMux=0;time=0.13;N=202;LocalTime=20/12/2023 14:43:48;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;3.41E-09;0.290063;-0.5;-2.82E-09;0.290063;;;5;2.81786E-09;3.4134E-09
4.89999;3.06E-09;0.466544;-0.500001;-2.58E-09;0.466544;;;4.89999;2.58431E-09;3.06074E-09
4.79999;2.85E-09;0.642537;-0.500001;-2.43E-09;0.642537;;;4.79999;2.43229E-09;2.84714E-09
4.69999;2.67E-09;0.837499;-0.500001;-2.30E-09;0.837499;;;4.69999;2.30086E-09;2.67351E-09
4.6;2.56E-09;1.013924;-0.500001;-2.21E-09;1.013924;;;4.6;2.20721E-09;2.56051E-09
4.49999;2.46E-09;1.189929;-0.5;-2.13E-09;1.189929;;;4.49999;2.12603E-09;2.46129E-09
4.39999;2.36E-09;1.402887;-0.500001;-2.04E-09;1.402887;;;4.39999;2.04225E-09;2.35824E-09
4.3;2.29E-09;1.57902;-0.499999;-1.98E-09;1.57902;;;4.3;1.98217E-09;2.28598E-09
4.19999;2.22E-09;1.755172;-0.500001;-1.93E-09;1.755172;;;4.19999;1.92597E-09;2.21978E-09
4.1;2.16E-09;1.931304;-0.5;-1.88E-09;1.931304;;;4.1;1.87685E-09;2.1591E-09
3.99999;2.11E-09;2.107385;-0.5;-1.83E-09;2.107385;;;3.99999;1.83199E-09;2.10529E-09
3.89999;2.06E-09;2.283385;-0.500001;-1.79E-09;2.283385;;;3.89999;1.79212E-09;2.05533E-09
3.8;2.01E-09;2.459781;-0.5;-1.76E-09;2.459781;;;3.8;1.75587E-09;2.0109E-09
3.69999;1.96E-09;2.635934;-0.5;-1.72E-09;2.635934;;;3.69999;1.71872E-09;1.9587E-09
3.60001;1.92E-09;2.812102;-0.5;-1.69E-09;2.812102;;;3.60001;1.68688E-09;1.91763E-09
3.5;1.88E-09;2.999108;-0.500001;-1.65E-09;2.999108;;;3.5;1.65398E-09;1.87844E-09
3.39999;1.84E-09;3.175149;-0.5;-1.63E-09;3.175149;;;3.39999;1.62639E-09;1.84406E-09
3.3;1.80E-09;3.379661;-0.5;-1.60E-09;3.379661;;;3.3;1.59603E-09;1.79806E-09
3.19999;1.77E-09;3.555726;-0.500001;-1.57E-09;3.555726;;;3.19999;1.57267E-09;1.76805E-09
3.09999;1.74E-09;3.731873;-0.5;-1.55E-09;3.731873;;;3.09999;1.54978E-09;1.73595E-09
2.99999;1.70E-09;3.909054;-0.500001;-1.53E-09;3.909054;;;2.99999;1.52947E-09;1.7022E-09
2.9;1.68E-09;4.085201;-0.500001;-1.51E-09;4.085201;;;2.9;1.51301E-09;1.67647E-09
2.79999;1.64E-09;4.261232;-0.500001;-1.49E-09;4.261232;;;2.79999;1.49497E-09;1.64068E-09
2.7;1.61E-09;4.437362;-0.5;-1.48E-09;4.437362;;;2.7;1.48052E-09;1.61027E-09
2.6;1.58E-09;4.613504;-0.5;-1.47E-09;4.613504;;;2.6;1.47054E-09;1.58247E-09
2.5;1.55E-09;4.78963;-0.5;-1.46E-09;4.78963;;;2.5;1.46316E-09;1.55138E-09
2.39999;1.53E-09;4.965837;-0.500001;-1.46E-09;4.965837;;;2.39999;1.46221E-09;1.52513E-09
2.3;1.50E-09;5.141939;-0.5;-1.47E-09;5.141939;;;2.3;1.47171E-09;1.49722E-09
2.2;1.46E-09;5.317981;-0.5;-1.49E-09;5.317981;;;2.2;1.49227E-09;1.46439E-09
2.1;1.43E-09;5.506019;-0.5;-1.53E-09;5.506019;;;2.1;1.53494E-09;1.43176E-09
2;1.40E-09;5.681997;-0.500001;-1.61E-09;5.681997;;;2;1.60504E-09;1.39715E-09
1.89999;1.36E-09;5.890738;-0.5;-1.72E-09;5.890738;;;1.89999;1.71711E-09;1.35953E-09
1.79999;1.31E-09;6.066927;-0.5;-1.90E-09;6.066927;;;1.79999;1.90385E-09;1.31352E-09
1.7;1.27E-09;6.243013;-0.5;-2.22E-09;6.243013;;;1.7;2.21806E-09;1.26901E-09
1.59999;1.21E-09;6.420904;-0.5;-2.76E-09;6.420904;;;1.59999;2.75872E-09;1.21293E-09
1.5;1.14E-09;6.597024;-0.500001;-3.68E-09;6.597024;;;1.5;3.67922E-09;1.14392E-09
1.4;1.06E-09;6.773173;-0.499999;-5.25E-09;6.773173;;;1.4;5.25327E-09;1.05546E-09
1.3;9.83E-10;6.949399;-0.500001;-7.87E-09;6.949399;;;1.3;7.87261E-09;9.8333E-10
1.2;8.93E-10;7.119602;-0.500001;-1.22E-08;7.119602;;;1.2;1.21507E-08;8.929E-10
1.09999;8.00E-10;7.269542;-0.500001;-1.93E-08;7.269542;;;1.09999;1.92987E-08;8.0027E-10
1;7.12E-10;7.419406;-0.500001;-3.15E-08;7.419406;;;1;3.14743E-08;7.1234E-10
0.9;6.25E-10;7.569213;-0.500001;-5.22E-08;7.569213;;;0.9;5.22338E-08;6.2469E-10
0.79999;5.43E-10;7.71913;-0.500001;-8.68E-08;7.71913;;;0.79999;8.67724E-08;5.4263E-10
0.7;5.46E-10;7.899261;-0.5;-1.41E-07;7.899261;;;0.7;1.41168E-07;5.4633E-10
0.6;4.26E-10;8.049168;-0.5;-2.19E-07;8.049168;;;0.6;2.19348E-07;4.2562E-10
0.5;3.13E-10;8.199021;-0.5;-3.17E-07;8.199021;;;0.5;3.17027E-07;3.1344E-10
0.39999;2.59E-10;8.37597;-0.5;-4.28E-07;8.37597;;;0.39999;4.27768E-07;2.5881E-10
0.3;6.42E-11;8.525855;-0.5;-5.47E-07;8.525855;;;0.3;5.47136E-07;6.415E-11
0.2;-1.35E-10;8.675623;-0.5;-6.70E-07;8.675623;;;0.2;6.6959E-07;1.3487E-10
0.1;-3.35E-10;8.825435;-0.5;-7.89E-07;8.825435;;;0.1;7.89463E-07;3.3517E-10
0;-5.64E-10;8.989041;-0.5;-9.02E-07;8.989041;;;0;9.02272E-07;5.6431E-10
-0.1;-8.43E-10;9.138848;-0.5;-1.01E-06;9.138848;;;-0.1;1.00695E-06;8.428E-10
