#scan;iMeasureCycle=1;iMux=0;time=0.135;N=202;LocalTime=20/12/2023 14:42:03;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-2.2;-1.04E-09;12.183464;-10;-1.11E-05;12.183464;;;-2.2;1.11E-05;1.04E-09;0.003325447;;;
-2.3;-1.14E-09;12.333298;-10;-1.16E-05;12.333298;;;-2.3;1.16E-05;1.14E-09;0.003403763;;;
-2.4;-1.24E-09;12.502575;-10;-1.21E-05;12.502575;;;-2.4;0.000012119;1.24E-09;0.003481235;;;
-2.50001;-1.35E-09;12.652596;-10;-1.27E-05;12.652596;;;-2.50001;0.000012662;1.35E-09;0.00355837;;;
-2.6;-1.45E-09;12.802472;-10;-1.32E-05;12.802472;;;-2.6;1.32E-05;1.45E-09;0.003634295;;;
-2.70001;-1.54E-09;12.952368;-10;-1.38E-05;12.952368;;;-2.70001;1.38E-05;1.54E-09;0.003709124;;;
-2.8;-1.65E-09;13.102678;-10;-1.43E-05;13.102678;;;-2.8;1.43E-05;1.65E-09;0.003783292;;;
-2.9;-1.75E-09;13.252486;-10;-1.49E-05;13.252486;;;-2.9;1.49E-05;1.75E-09;0.003857058;;;
-3;-1.86E-09;13.411311;-10;-1.54E-05;13.411311;;;-3;0.000015445;1.86E-09;0.003930013;;;
-3.1;-1.96E-09;13.561264;-10;-1.60E-05;13.561264;;;-3.1;0.000016013;1.96E-09;0.004001625;;;
-3.2;-2.07E-09;13.711103;-10;-1.66E-05;13.711103;;;-3.2;1.66E-05;2.07E-09;0.004072665;;;
-3.30001;-2.16E-09;13.885832;-10;-1.72E-05;13.885832;;;-3.30001;1.72E-05;2.16E-09;0.004142837;;;
-3.40001;-2.27E-09;14.035725;-10;-1.77E-05;14.035725;;;-3.40001;1.77E-05;2.27E-09;0.004212814;;;
-3.5;-2.38E-09;14.185637;-10;-1.83E-05;14.185637;;;-3.5;1.83E-05;2.38E-09;0.004281775;;;
-3.6;-2.47E-09;14.335518;-10;-1.89E-05;14.335518;;;-3.6;1.89E-05;2.47E-09;0.004350253;;;
-3.70001;-2.59E-09;14.507356;-10;-1.95E-05;14.507356;;;-3.70001;1.95E-05;2.59E-09;0.004417714;;;
-3.80001;-2.71E-09;14.657408;-10;-2.01E-05;14.657408;;;-3.80001;2.01E-05;2.71E-09;0.00448512;;;
-3.9;-2.80E-09;14.807276;-10;-2.07E-05;14.807276;;;-3.9;2.07E-05;2.80E-09;0.004551494;;;
-4.00001;-2.90E-09;14.957144;-10;-2.13E-05;14.957144;;;-4.00001;2.13E-05;2.90E-09;0.004617532;;;
-4.10001;-3.02E-09;15.107471;-10;-2.19E-05;15.107471;;;-4.10001;2.19E-05;3.02E-09;0.004682702;;;
-4.2;-3.13E-09;15.257223;-10;-2.25E-05;15.257223;;;-4.2;2.25E-05;3.13E-09;0.004747178;;;
-4.30001;-3.22E-09;15.417066;-10;-2.31E-05;15.417066;;;-4.30001;2.31E-05;3.22E-09;0.004811393;;;
-4.4;-3.33E-09;15.567004;-10;-2.38E-05;15.567004;;;-4.4;0.000023767;3.33E-09;0.004875141;;;
-4.5;-3.44E-09;15.716843;-10;-2.44E-05;15.716843;;;-4.5;2.44E-05;3.44E-09;0.004937641;;;
-4.6;-3.52E-09;15.891656;-10;-2.50E-05;15.891656;;;-4.6;2.50E-05;3.52E-09;0.00499971;;;
-4.70001;-3.64E-09;16.041569;-10;-2.56E-05;16.041569;;;-4.70001;2.56E-05;3.64E-09;0.005062173;;;
-4.80001;-3.75E-09;16.191441;-10;-2.62E-05;16.191441;;;-4.80001;2.62E-05;3.75E-09;0.005123241;;;
-4.90001;-3.86E-09;16.341286;-10;-2.69E-05;16.341286;;;-4.90001;2.69E-05;3.86E-09;0.005183667;;;
-5;-3.95E-09;16.512788;-10;-2.75E-05;16.512788;;;-5;2.75E-05;3.95E-09;0.005243768;;;
-5;-3.89E-09;16.635207;-10;-2.75E-05;16.635207;;;-5;2.75E-05;3.89E-09;0.005243415;;;
-4.90001;-3.66E-09;16.785111;-10;-2.69E-05;16.785111;;;-4.90001;2.69E-05;3.66E-09;0.005182934;;;
-4.80001;-3.44E-09;16.934946;-10;-2.62E-05;16.934946;;;-4.80001;0.000026236;3.44E-09;0.005122109;;;
-4.70001;-3.25E-09;17.084802;-10;-2.56E-05;17.084802;;;-4.70001;0.000025611;3.25E-09;0.005060731;;;
-4.6;-3.04E-09;17.234642;-10;-2.50E-05;17.234642;;;-4.6;2.50E-05;3.04E-09;0.00499878;;;
-4.50001;-2.83E-09;17.413247;-10;-2.44E-05;17.413247;;;-4.50001;2.44E-05;2.83E-09;0.004935707;;;
-4.40001;-2.65E-09;17.563234;-10;-2.37E-05;17.563234;;;-4.40001;2.37E-05;2.65E-09;0.004872648;;;
-4.3;-2.46E-09;17.713017;-10;-2.31E-05;17.713017;;;-4.3;2.31E-05;2.46E-09;0.004809033;;;
-4.2;-2.26E-09;17.896215;-10;-2.25E-05;17.896215;;;-4.2;2.25E-05;2.26E-09;0.004744955;;;
-4.1;-2.09E-09;18.046127;-10;-2.19E-05;18.046127;;;-4.1;2.19E-05;2.09E-09;0.004680374;;;
-4;-1.92E-09;18.196033;-10;-2.13E-05;18.196033;;;-4;2.13E-05;1.92E-09;0.004614965;;;
-3.9;-1.74E-09;18.345902;-10;-2.07E-05;18.345902;;;-3.9;2.07E-05;1.74E-09;0.004548934;;;
-3.80001;-1.58E-09;18.517491;-10;-2.01E-05;18.517491;;;-3.80001;2.01E-05;1.58E-09;0.004482533;;;
-3.70001;-1.42E-09;18.667348;-10;-1.95E-05;18.667348;;;-3.70001;1.95E-05;1.42E-09;0.004415031;;;
-3.6;-1.26E-09;18.817334;-10;-1.89E-05;18.817334;;;-3.6;1.89E-05;1.26E-09;0.004347597;;;
-3.50001;-1.10E-09;18.967214;-10;-1.83E-05;18.967214;;;-3.50001;1.83E-05;1.10E-09;0.004279217;;;
-3.4;-9.62E-10;19.117514;-10;-1.77E-05;19.117514;;;-3.4;1.77E-05;9.62E-10;0.004210059;;;
-3.3;-8.11E-10;19.26737;-10;-1.71E-05;19.26737;;;-3.3;0.00001714;8.11E-10;0.004140048;;;
-3.20001;-6.69E-10;19.427412;-10;-1.66E-05;19.427412;;;-3.20001;1.66E-05;6.69E-10;0.004069803;;;
-3.1;-5.22E-10;19.577353;-10;-1.60E-05;19.577353;;;-3.1;1.60E-05;5.22E-10;0.0039987;;;
-3.00001;-4.12E-10;19.72728;-10;-1.54E-05;19.72728;;;-3.00001;1.54E-05;4.12E-10;0.003926894;;;
-2.90001;-2.70E-10;19.901874;-10;-1.49E-05;19.901874;;;-2.90001;1.49E-05;2.70E-10;0.003854413;;;
-2.8;-1.49E-10;20.051812;-10;-1.43E-05;20.051812;;;-2.8;1.43E-05;1.49E-10;0.003781111;;;
-2.7;-1.62E-11;20.20172;-10;-1.37E-05;20.20172;;;-2.7;1.37E-05;1.62E-11;0.003706737;;;
-2.60001;9.99E-11;20.351597;-10;-1.32E-05;20.351597;;;-2.60001;1.32E-05;9.99E-11;0.003631735;;;
-2.50001;2.09E-10;20.522228;-10;-1.26E-05;20.522228;;;-2.50001;1.26E-05;2.09E-10;0.003555798;;;
-2.4;3.20E-10;20.672076;-10;-1.21E-05;20.672076;;;-2.4;1.21E-05;3.20E-10;0.003478678;;;
-2.30001;4.35E-10;20.822009;-10;-1.16E-05;20.822009;;;-2.30001;1.16E-05;4.35E-10;0.003401867;;;
-2.2;5.37E-10;20.971894;-10;-1.10E-05;20.971894;;;-2.2;1.10E-05;5.37E-10;0.003323116;;;
-2.10001;6.30E-10;21.122177;-10;-1.05E-05;21.122177;;;-2.10001;1.05E-05;6.30E-10;0.003243409;;;
-2.00001;7.30E-10;21.272014;-10;-1.00E-05;21.272014;;;-2.00001;1.00E-05;7.30E-10;0.003163337;;;
-1.90001;8.33E-10;21.432369;-10;-9.50E-06;21.432369;;;-1.90001;9.50E-06;8.33E-10;0.003081996;;;
-1.80001;9.30E-10;21.58231;-10;-9.00E-06;21.58231;;;-1.80001;9.00E-06;9.30E-10;0.002999717;;;
-1.70001;1.02E-09;21.734698;-10;-8.50E-06;21.734698;;;-1.70001;8.50E-06;1.02E-09;0.002915642;;;
-1.6;1.09E-09;21.90746;-10;-8.02E-06;21.90746;;;-1.6;8.02E-06;1.09E-09;0.002831083;;;
-1.5;1.18E-09;22.057435;-10;-7.54E-06;22.057435;;;-1.5;7.54E-06;1.18E-09;0.00274564;;;
-1.4;1.26E-09;22.207309;-10;-7.07E-06;22.207309;;;-1.4;7.07E-06;1.26E-09;0.002659192;;;
-1.3;1.34E-09;22.357159;-10;-6.61E-06;22.357159;;;-1.3;6.61E-06;1.34E-09;0.002571546;;;
-1.2;1.42E-09;22.526945;-10;-6.16E-06;22.526945;;;-1.2;6.16E-06;1.42E-09;0.002482785;;;
-1.10001;1.49E-09;22.676796;-10;-5.72E-06;22.676796;;;-1.10001;5.72E-06;1.49E-09;0.002392486;;;
-1;1.57E-09;22.826761;-10;-5.30E-06;22.826761;;;-1;5.30E-06;1.57E-09;0.002301302;;;
-0.90001;1.63E-09;22.976759;-10;-4.88E-06;22.976759;;;-0.90001;4.88E-06;1.63E-09;0.002208529;;;
-0.8;1.69E-09;23.126896;-10;-4.47E-06;23.126896;;;-0.8;4.47E-06;1.69E-09;0.002114337;;;
-0.70001;1.75E-09;23.276836;-10;-4.08E-06;23.276836;;;-0.70001;4.08E-06;1.75E-09;0.002018908;;;
-0.6;1.80E-09;23.437053;-10;-3.69E-06;23.437053;;;-0.6;3.69E-06;1.80E-09;0.001922046;;;
-0.5;1.86E-09;23.586992;-10;-3.33E-06;23.586992;;;-0.5;3.33E-06;1.86E-09;0.001823658;;;
-0.40001;1.91E-09;23.736849;-10;-2.97E-06;23.736849;;;-0.40001;2.97E-06;1.91E-09;0.001723958;;;
-0.3;1.95E-09;23.911686;-10;-2.63E-06;23.911686;;;-0.3;2.63E-06;1.95E-09;0.001622624;;;
-0.20001;1.99E-09;24.061584;-10;-2.31E-06;24.061584;;;-0.20001;2.31E-06;1.99E-09;0.001519793;;;
-0.1;2.04E-09;24.211377;-10;-2.00E-06;24.211377;;;-0.1;2.00E-06;2.04E-09;0.001415479;;;
0;2.08E-09;24.361259;-10;-1.72E-06;24.361259;;;0;1.72E-06;2.08E-09;0.001309672;;;
0.09999;2.10E-09;24.531748;-10;-1.44E-06;24.531748;;;0.09999;1.44E-06;2.10E-09;0.001201715;;;
0.19999;2.13E-09;24.681585;-10;-1.19E-06;24.681585;;;0.19999;1.19E-06;2.13E-09;0.001091192;;;
0.29999;2.15E-09;24.831505;-10;-9.55E-07;24.831505;;;0.29999;9.55E-07;2.15E-09;0.000977389;;;
0.39999;2.16E-09;24.984208;-10;-7.38E-07;24.984208;;;0.39999;7.38E-07;2.16E-09;0.00085907;;;
0.5;2.20E-09;25.134182;-10;-5.42E-07;25.134182;;;0.5;5.42E-07;2.20E-09;0.000735908;;;
0.6;2.24E-09;25.283946;-10;-3.75E-07;25.283946;;;0.6;3.75E-07;2.24E-09;0.000612504;;;
0.69999;2.25E-09;25.442792;-10;-2.49E-07;25.442792;;;0.69999;2.49E-07;2.25E-09;0.00049852;;;
0.79999;2.28E-09;25.592721;-10;-1.62E-07;25.592721;;;0.79999;1.62E-07;2.28E-09;0.000401878;;;
0.9;2.29E-09;25.742554;-10;-1.05E-07;25.742554;;;0.9;1.05E-07;2.29E-09;0.000324017;;;
1.00001;2.22E-09;25.934951;-10.00001;-6.90E-08;25.934951;;;1.00001;6.90E-08;2.22E-09;0.000262606;;;
1.09999;2.25E-09;26.084832;-10.00001;-4.61E-08;26.084832;;;1.09999;4.61E-08;2.25E-09;0.000214761;;;
1.2;2.24E-09;26.234649;-10.00001;-3.14E-08;26.234649;;;1.2;3.14E-08;2.24E-09;0.000177205;;;
1.3;2.17E-09;26.424284;-10.00001;-2.18E-08;26.424284;;;1.3;2.18E-08;2.17E-09;0.000147805;;;
1.4;2.16E-09;26.574271;-10.00001;-1.56E-08;26.574271;;;1.4;1.56E-08;2.16E-09;0.000125033;;;
1.5;2.12E-09;26.724095;-10.00001;-1.16E-08;26.724095;;;1.5;1.16E-08;2.12E-09;0.000107573;;;
1.59999;2.06E-09;26.909026;-10;-8.92E-09;26.909026;;;1.59999;8.92E-09;2.06E-09;9.45E-05;;;
1.69999;2.01E-09;27.085275;-10;-7.16E-09;27.085275;;;1.69999;7.16E-09;2.01E-09;8.46E-05;;;
1.79999;1.97E-09;27.261356;-10.00001;-5.92E-09;27.261356;;;1.79999;5.92E-09;1.97E-09;7.70E-05;;;
1.9;1.92E-09;27.471008;-10;-5.03E-09;27.471008;;;1.9;5.03E-09;1.92E-09;7.09E-05;;;
1.99999;1.89E-09;27.647068;-10;-4.34E-09;27.647068;;;1.99999;4.34E-09;1.89E-09;6.59E-05;;;
2.09999;1.85E-09;27.823167;-10;-3.80E-09;27.823167;;;2.09999;3.80E-09;1.85E-09;6.17E-05;;;
2.19999;1.82E-09;27.999262;-10;-3.38E-09;27.999262;;;2.19999;3.38E-09;1.82E-09;5.81E-05;;;
2.3;1.79E-09;28.175433;-10;-3.04E-09;28.175433;;;2.3;3.04E-09;1.79E-09;5.51E-05;;;
2.39999;1.76E-09;28.351504;-10;-2.76E-09;28.351504;;;2.39999;2.76E-09;1.76E-09;5.26E-05;;;
2.49999;1.73E-09;28.530028;-10.00001;-2.54E-09;28.530028;;;2.49999;2.54E-09;1.73E-09;5.04E-05;;;
2.59999;1.70E-09;28.706044;-10;-2.35E-09;28.706044;;;2.59999;2.35E-09;1.70E-09;4.85E-05;;;
2.7;1.68E-09;28.882191;-10.00001;-2.19E-09;28.882191;;;2.7;2.19E-09;1.68E-09;4.68E-05;;;
2.79999;1.65E-09;29.069499;-10;-2.04E-09;29.069499;;;2.79999;2.04E-09;1.65E-09;4.52E-05;;;
2.9;1.63E-09;29.245498;-10;-1.92E-09;29.245498;;;2.9;1.92E-09;1.63E-09;4.38E-05;;;
3;1.60E-09;29.455533;-10;-1.81E-09;29.455533;;;3;1.81E-09;1.60E-09;4.26E-05;;;
3.09999;1.58E-09;29.631635;-10.00001;-1.72E-09;29.631635;;;3.09999;1.72E-09;1.58E-09;4.15E-05;;;
3.19999;1.55E-09;29.807708;-10;-1.65E-09;29.807708;;;3.19999;1.65E-09;1.55E-09;4.06E-05;;;
3.29999;1.53E-09;29.983933;-10.00001;-1.58E-09;29.983933;;;3.29999;1.58E-09;1.53E-09;3.97E-05;;;
3.39999;1.51E-09;30.160067;-10.00001;-1.51E-09;30.160067;;;3.39999;1.51E-09;1.51E-09;3.89E-05;;;
3.49999;1.49E-09;30.336044;-10;-1.46E-09;30.336044;;;3.49999;1.46E-09;1.49E-09;3.82E-05;;;
3.60001;1.47E-09;30.512235;-10;-1.41E-09;30.512235;;;3.60001;1.41E-09;1.47E-09;3.75E-05;;;
3.69999;1.46E-09;30.688311;-10.00001;-1.37E-09;30.688311;;;3.69999;1.37E-09;1.46E-09;3.70E-05;;;
3.8;1.44E-09;30.86448;-10;-1.32E-09;30.86448;;;3.8;1.32E-09;1.44E-09;3.64E-05;;;
3.9;1.42E-09;31.043066;-10;-1.28E-09;31.043066;;;3.9;1.28E-09;1.42E-09;3.58E-05;;;
3.99999;1.41E-09;31.219145;-10.00001;-1.25E-09;31.219145;;;3.99999;1.25E-09;1.41E-09;3.54E-05;;;
4.09999;1.39E-09;31.395368;-10.00001;-1.22E-09;31.395368;;;4.09999;1.22E-09;1.39E-09;3.49E-05;;;
4.19999;1.37E-09;31.576409;-10.00001;-1.19E-09;31.576409;;;4.19999;1.19E-09;1.37E-09;3.45E-05;;;
4.3;1.36E-09;31.752367;-10;-1.16E-09;31.752367;;;4.3;1.16E-09;1.36E-09;3.41E-05;;;
4.4;1.35E-09;31.96259;-10;-1.14E-09;31.96259;;;4.4;1.14E-09;1.35E-09;3.38E-05;;;
4.49999;1.33E-09;32.13864;-10.00001;-1.12E-09;32.13864;;;4.49999;1.12E-09;1.33E-09;3.35E-05;;;
4.6;1.32E-09;32.314638;-10;-1.10E-09;32.314638;;;4.6;1.10E-09;1.32E-09;3.32E-05;;;
4.69999;1.30E-09;32.490909;-10;-1.09E-09;32.490909;;;4.69999;1.09E-09;1.30E-09;3.30E-05;;;
4.8;1.29E-09;32.666942;-10;-1.07E-09;32.666942;;;4.8;1.07E-09;1.29E-09;3.28E-05;;;
4.89999;1.27E-09;32.843097;-10;-1.06E-09;32.843097;;;4.89999;1.06E-09;1.27E-09;3.26E-05;;;
4.99999;1.26E-09;33.019187;-10.00001;-1.05E-09;33.019187;;;4.99999;1.05E-09;1.26E-09;3.24E-05;;;
