Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.2048e-05	2.123e-10	-10.0	-2.5	-5.553621354166557e-07
1.0	1.2058e-05	3.8119e-10	-10.0	-2.5	-5.446743749999889e-07
1.5	1.2061e-05	3.9493e-10	-10.0	-2.5	-5.413305338541564e-07
2.0	1.2064e-05	3.9816e-10	-10.0	-2.5	-5.379867187499893e-07
2.5	1.2067e-05	3.9717e-10	-10.0	-2.5	-5.346429296874893e-07
3.0	1.2072e-05	3.9289e-10	-10.0	-2.5	-5.292991666666555e-07
3.5	1.2074e-05	3.8825e-10	-10.0	-2.5	-5.269554296874903e-07
4.0	1.2075e-05	3.8323e-10	-10.0	-2.5	-5.256117187499893e-07
4.5	1.2078e-05	3.7808e-10	-10.0	-2.5	-5.222680338541561e-07
5.0	1.208e-05	3.721e-10	-10.0	-2.5	-5.199243749999906e-07
5.5	1.2082e-05	3.6944e-10	-10.0	-2.5	-5.175807421874888e-07
6.0	1.2085e-05	3.647e-10	-10.0	-2.5	-5.142371354166553e-07
6.5	1.2089e-05	3.5954e-10	-10.0	-2.5	-5.098935546874885e-07
7.0	1.209e-05	3.5482e-10	-10.0	-2.5	-5.085499999999902e-07
7.5	1.2093e-05	3.5156e-10	-10.0	-2.5	-5.052064713541565e-07
8.0	1.2098e-05	3.4855e-10	-10.0	-2.5	-4.998629687499888e-07
8.5	1.2099e-05	3.4543e-10	-10.0	-2.5	-4.985194921874886e-07
9.0	1.2099e-05	3.4183e-10	-10.0	-2.5	-4.98176041666656e-07
9.5	1.2104e-05	3.3804e-10	-10.0	-2.5	-4.928326171874897e-07
10.0	1.2108e-05	3.3554e-10	-10.0	-2.5	-4.884892187499894e-07
10.5	1.2111e-05	3.3325e-10	-10.0	-2.5	-4.851458463541566e-07
11.0	1.2115e-05	3.3075e-10	-10.0	-2.5	-4.808024999999889e-07
11.5	1.2115e-05	3.2801e-10	-10.0	-2.5	-4.804591796874902e-07
12.0	1.2115e-05	3.2691e-10	-10.0	-2.5	-4.80115885416657e-07
12.5	1.212e-05	3.246e-10	-10.0	-2.5	-4.747726171874901e-07
13.0	1.2124e-05	3.2231e-10	-10.0	-2.5	-4.704293749999908e-07
13.5	1.2125e-05	3.2136e-10	-10.0	-2.5	-4.6908615885415677e-07
14.0	1.2126e-05	3.1886e-10	-10.0	-2.5	-4.6774296874998986e-07
14.5	1.2128e-05	3.1717e-10	-10.0	-2.5	-4.653998046874896e-07
15.0	1.2128e-05	3.1511e-10	-10.0	-2.5	-4.650566666666574e-07
15.5	1.2129e-05	3.148e-10	-10.0	-2.5	-4.637135546874902e-07
16.0	1.2132e-05	3.1323e-10	-10.0	-2.5	-4.603704687499891e-07
16.5	1.2135e-05	3.1282e-10	-10.0	-2.5	-4.5702740885415684e-07
17.0	1.2135e-05	3.1029e-10	-10.0	-2.5	-4.566843749999898e-07
17.5	1.2139e-05	3.0921e-10	-10.0	-2.5	-4.523413671874896e-07
18.0	1.2143e-05	3.0821e-10	-10.0	-2.5	-4.479983854166565e-07
18.5	1.2145e-05	3.0689e-10	-10.0	-2.5	-4.4565542968748987e-07
19.0	1.2147e-05	3.0707e-10	-10.0	-2.5	-4.4331249999998865e-07
19.5	1.2151e-05	3.06e-10	-10.0	-2.5	-4.3896959635415695e-07
20.0	1.2151e-05	3.0499e-10	-10.0	-2.5	-4.38626718749991e-07
20.5	1.2153e-05	3.0476e-10	-10.0	-2.5	-4.3628386718748946e-07
21.0	1.2155e-05	3.0317e-10	-10.0	-2.5	-4.3394104166665675e-07
21.5	1.2154e-05	3.0295e-10	-10.0	-2.5	-4.3459824218749097e-07
