Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.1863e-05	1.8924e-10	-10.0	-2.5	-3.1921878472220465e-07
1.0	1.1865e-05	3.1705e-10	-10.0	-2.5	-3.1773680555553666e-07
1.5	1.187e-05	3.2865e-10	-10.0	-2.5	-3.129955295138716e-07
2.0	1.187e-05	3.335e-10	-10.0	-2.5	-3.1325406249998284e-07
2.5	1.1874e-05	3.3368e-10	-10.0	-2.5	-3.09512404513871e-07
3.0	1.1874e-05	3.3166e-10	-10.0	-2.5	-3.097705555555384e-07
3.5	1.1874e-05	3.3034e-10	-10.0	-2.5	-3.1002851562498304e-07
4.0	1.1878e-05	3.275e-10	-10.0	-2.5	-3.062862847222046e-07
4.5	1.1879e-05	3.2563e-10	-10.0	-2.5	-3.0554386284720484e-07
5.0	1.188e-05	3.2184e-10	-10.0	-2.5	-3.0480124999998233e-07
5.5	1.1883e-05	3.1972e-10	-10.0	-2.5	-3.0205844618053773e-07
6.0	1.1885e-05	3.1708e-10	-10.0	-2.5	-3.0031545138887086e-07
6.5	1.1888e-05	3.1512e-10	-10.0	-2.5	-2.975722656249824e-07
7.0	1.189e-05	3.1267e-10	-10.0	-2.5	-2.958288888888717e-07
7.5	1.1891e-05	3.1065e-10	-10.0	-2.5	-2.9508532118053867e-07
8.0	1.1892e-05	3.0848e-10	-10.0	-2.5	-2.943415624999829e-07
8.5	1.1894e-05	3.0654e-10	-10.0	-2.5	-2.925976128472055e-07
9.0	1.1895e-05	3.0579e-10	-10.0	-2.5	-2.9185347222220417e-07
9.5	1.1897e-05	3.0393e-10	-10.0	-2.5	-2.9010914062498294e-07
10.0	1.1899e-05	3.0226e-10	-10.0	-2.5	-2.8836461805553724e-07
10.5	1.19e-05	3.0105e-10	-10.0	-2.5	-2.8761990451387265e-07
11.0	1.1901e-05	3.0067e-10	-10.0	-2.5	-2.868749999999836e-07
11.5	1.1904e-05	2.9903e-10	-10.0	-2.5	-2.8412990451387246e-07
12.0	1.1904e-05	2.9679e-10	-10.0	-2.5	-2.8438461805553834e-07
12.5	1.1908e-05	2.9668e-10	-10.0	-2.5	-2.8063914062498284e-07
13.0	1.1909e-05	2.9592e-10	-10.0	-2.5	-2.7989347222220437e-07
