Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.2318e-05	3.5509e-11	-10.0	-2.5
1.0	1.2319e-05	4.7911e-10	-10.0	-2.5
1.5	1.2321e-05	5.0332e-10	-10.0	-2.5
2.0	1.2322e-05	5.0754e-10	-10.0	-2.5
2.5	1.2325e-05	5.0467e-10	-10.0	-2.5
3.0	1.2327e-05	4.9927e-10	-10.0	-2.5
3.5	1.233e-05	4.9139e-10	-10.0	-2.5
4.0	1.233e-05	4.8172e-10	-10.0	-2.5
4.5	1.2332e-05	4.7373e-10	-10.0	-2.5
5.0	1.2332e-05	4.6598e-10	-10.0	-2.5
5.5	1.2333e-05	4.5766e-10	-10.0	-2.5
6.0	1.2333e-05	4.5001e-10	-10.0	-2.5
6.5	1.2337e-05	4.4336e-10	-10.0	-2.5
7.0	1.2341e-05	4.3673e-10	-10.0	-2.5
7.5	1.2344e-05	4.3066e-10	-10.0	-2.5
8.0	1.2344e-05	4.2459e-10	-10.0	-2.5
8.5	1.2346e-05	4.1861e-10	-10.0	-2.5
9.0	1.2349e-05	4.143e-10	-10.0	-2.5
9.5	1.235e-05	4.0972e-10	-10.0	-2.5
10.0	1.2354e-05	4.0508e-10	-10.0	-2.5
10.5	1.2357e-05	4.0153e-10	-10.0	-2.5
11.0	1.2356e-05	3.9767e-10	-10.0	-2.5
11.5	1.2358e-05	3.9491e-10	-10.0	-2.5
12.0	1.2362e-05	3.9151e-10	-10.0	-2.5
12.5	1.2364e-05	3.8897e-10	-10.0	-2.5
13.0	1.2365e-05	3.8607e-10	-10.0	-2.5
13.5	1.2367e-05	3.8325e-10	-10.0	-2.5
14.0	1.237e-05	3.8075e-10	-10.0	-2.5
14.5	1.2371e-05	3.7972e-10	-10.0	-2.5
15.0	1.2372e-05	3.7761e-10	-10.0	-2.5
15.5	1.2375e-05	3.7539e-10	-10.0	-2.5
16.0	1.2376e-05	3.728e-10	-10.0	-2.5
16.5	1.2379e-05	3.7126e-10	-10.0	-2.5
17.0	1.2381e-05	3.6904e-10	-10.0	-2.5
17.5	1.2383e-05	3.6867e-10	-10.0	-2.5
18.0	1.2383e-05	3.6745e-10	-10.0	-2.5
18.5	1.2385e-05	3.6622e-10	-10.0	-2.5
19.0	1.2385e-05	3.6644e-10	-10.0	-2.5
19.5	1.2387e-05	3.6513e-10	-10.0	-2.5
20.0	1.2389e-05	3.6376e-10	-10.0	-2.5
20.5	1.239e-05	3.6314e-10	-10.0	-2.5
21.0	1.2393e-05	3.6268e-10	-10.0	-2.5
21.5	1.2395e-05	3.6179e-10	-10.0	-2.5
