#scan;iMeasureCycle=1;iMux=0;time=0.138;N=482;LocalTime=31/10/2023 17:13:19;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
-3.5001;-8.32E-11;58.510681;1;2.59E-06;58.510681;;;0.001609348
-4;-8.84E-11;58.660637;1;2.46E-06;58.660637;;;0.001568439
-4.5;-9.76E-11;58.810496;1;2.33E-06;58.810496;;;0.001526434
-5;-9.21E-11;58.960444;1;2.20E-06;58.960444;;;0.00148324
-5.5;-9.55E-11;59.128774;1;2.09E-06;59.128774;;;0.001445683
-6;-8.78E-11;59.278776;1;1.97E-06;59.278776;;;0.001403567
-6.5001;-8.67E-11;59.428685;1;1.86E-06;59.428685;;;0.001363818
-7;-9.40E-11;59.578527;1;1.75E-06;59.578527;;;0.001322876
-7.5001;-9.25E-11;59.728565;1;1.64E-06;59.728565;;;0.001280625
-8.0001;-9.29E-11;59.878375;1;1.54E-06;59.878375;;;0.001240967
-8.5;-9.85E-11;60.040405;1;1.44E-06;60.040405;;;0.0012
-9.0001;-1.07E-10;60.190293;0.999999;1.35E-06;60.190293;;;0.001161895
-9.5001;-1.02E-10;60.340176;1;1.26E-06;60.340176;;;0.001122497
-10;-9.67E-11;60.516166;1;1.17E-06;60.516166;;;0.001081665
-10.5001;-1.06E-10;60.666101;1;1.09E-06;60.666101;;;0.001044031
-11.0001;-1.08E-10;60.815846;1;1.01E-06;60.815846;;;0.001004988
-11.5001;-1.11E-10;60.965647;1;9.43E-07;60.965647;;;0.000971082
-12.0001;-1.07E-10;61.13657;1;8.79E-07;61.13657;;;0.00093755
-12.5;-1.11E-10;61.286414;0.999999;8.15E-07;61.286414;;;0.000902774
-13;-1.10E-10;61.436268;1;7.56E-07;61.436268;;;0.000869483
-13.5;-1.04E-10;61.586052;1;6.99E-07;61.586052;;;0.000836062
-14;-1.13E-10;61.736004;1;6.49E-07;61.736004;;;0.000805605
-14.5001;-1.19E-10;61.885917;1;5.99E-07;61.885917;;;0.000773951
-15;-1.15E-10;62.046335;1;5.54E-07;62.046335;;;0.000744312
-15.5001;-1.14E-10;62.196243;1;5.12E-07;62.196243;;;0.000715542
-16;-1.14E-10;62.346129;1;4.73E-07;62.346129;;;0.00068775
-16.5001;-1.12E-10;62.521132;1;4.32E-07;62.521132;;;0.000657267
-17.0001;-1.21E-10;62.671034;0.999999;3.97E-07;62.671034;;;0.000630079
-17.5001;-1.22E-10;62.820797;1;3.63E-07;62.820797;;;0.000602495
-18;-1.21E-10;62.970598;1;3.30E-07;62.970598;;;0.000574456
-18.5001;-1.25E-10;63.138827;0.999999;3.00E-07;63.138827;;;0.000547723
-19.0001;-1.30E-10;63.288749;1;2.72E-07;63.288749;;;0.000521536
-19.5001;-1.29E-10;63.438689;1;2.45E-07;63.438689;;;0.000494975
-20.0001;-1.33E-10;63.588582;1;2.22E-07;63.588582;;;0.000471169
-20.5;-1.37E-10;63.738704;1;2.01E-07;63.738704;;;0.00044833
-21;-1.35E-10;63.888562;1;1.78E-07;63.888562;;;0.0004219
-21.5001;-1.39E-10;64.05073;1;1.60E-07;64.05073;;;0.0004
-22.0001;-1.41E-10;64.200761;1;1.41E-07;64.200761;;;0.0003755
-22.5;-1.45E-10;64.350773;1;1.25E-07;64.350773;;;0.000353553
-23;-1.36E-10;64.525947;1;1.11E-07;64.525947;;;0.000333167
-23.5;-1.40E-10;64.676199;1;9.72E-08;64.676199;;;0.000311769
-24;-1.44E-10;64.843408;1.000002;8.54E-08;64.843408;;;0.000292233
-24.5;-1.39E-10;65.052896;0.999999;7.42E-08;65.052896;;;0.000272397
-25.0001;-1.47E-10;65.223198;1.000002;6.22E-08;65.223198;;;0.000249399
-25.5001;-1.48E-10;65.373184;1;5.13E-08;65.373184;;;0.000226495
-26;-1.42E-10;65.559112;1;4.35E-08;65.559112;;;0.000208567
-26.5001;-1.51E-10;65.709169;0.999996;3.48E-08;65.709169;;;0.000186548
-27.0001;-1.55E-10;65.8592;1.000002;2.74E-08;65.8592;;;0.000165529
-27.5;-1.61E-10;66.048537;1.000002;2.05E-08;66.048537;;;0.000143178
-28;-1.58E-10;66.198519;0.999999;1.55E-08;66.198519;;;0.000124499
-28.5;-1.60E-10;66.348514;0.999999;1.17E-08;66.348514;;;0.000108167
-29;-1.60E-10;66.548528;1;8.27E-09;66.548528;;;9.09395E-05
-29.5;-1.63E-10;66.724773;0.999999;5.99E-09;66.724773;;;7.73951E-05
-30.0001;-1.58E-10;66.901096;1;4.23E-09;66.901096;;;6.50385E-05
-30.5;-1.70E-10;67.089799;0.999999;3.04E-09;67.089799;;;5.51362E-05
-31.0001;-1.56E-10;67.26606;1;2.03E-09;67.26606;;;4.50555E-05
-31.5001;-1.64E-10;67.442328;0.999999;1.11E-09;67.442328;;;3.33167E-05
-32;-1.54E-10;67.618724;1;6.07E-10;67.618724;;;2.46374E-05
-32.5001;-1.64E-10;67.795017;1;2.97E-10;67.795017;;;1.72337E-05
-33.0001;-1.70E-10;67.971396;0.999999;1.27E-10;67.971396;;;1.12694E-05
-33.5001;-1.73E-10;68.150274;0.999999;4.97E-11;68.150274;;;7.04982E-06
-34.0001;-1.64E-10;68.326745;1;1.97E-11;68.326745;;;4.43847E-06
-34.5001;-1.75E-10;68.521789;1;1.03E-11;68.521789;;;3.20936E-06
-35.0001;-1.78E-10;68.69823;0.999999;3.14E-12;68.69823;;;1.772E-06
-35.5001;-1.76E-10;68.874415;1;2.91E-12;68.874415;;;1.70587E-06
-36.0001;-1.80E-10;69.08749;1;5.97E-12;69.08749;;;2.44336E-06
-36.5001;-1.81E-10;69.263912;0.999999;3.32E-12;69.263912;;;1.82209E-06
-37.0001;-1.84E-10;69.440147;0.999999;1.58E-12;69.440147;;;1.25698E-06
-37.5001;-1.77E-10;69.61646;1;7.80E-13;69.61646;;;8.83176E-07
-38;-1.78E-10;69.792815;0.999999;2.86E-12;69.792815;;;1.69115E-06
-38.5;-1.73E-10;69.969168;0.999999;1.06E-12;69.969168;;;1.02956E-06
-39;-1.77E-10;70.145685;1;1.32E-12;70.145685;;;1.14891E-06
-39.5001;-1.91E-10;70.322096;0.999999;1.39E-12;70.322096;;;1.17898E-06
-40;-2.01E-10;70.498522;1;4.41E-12;70.498522;;;0.0000021
-40.5;-1.80E-10;70.685645;1;1.40E-12;70.685645;;;1.18322E-06
-41;-1.76E-10;70.862012;0.999999;-8.40E-13;70.862012;;;0
-41.5001;-1.93E-10;71.072544;1;8.80E-13;71.072544;;;9.38083E-07
-42;-2.00E-10;71.249005;1;1.38E-12;71.249005;;;1.17473E-06
-42.5001;-1.99E-10;71.425432;1.000001;4.45E-12;71.425432;;;2.1095E-06
-43.0001;-1.90E-10;71.60305;0.999999;2.39E-12;71.60305;;;1.54596E-06
-43.5001;-1.93E-10;71.779516;1.000001;1.05E-12;71.779516;;;1.0247E-06
-44;-2.04E-10;71.955922;1;2.74E-12;71.955922;;;1.65529E-06
-44.5;-1.96E-10;72.134488;1;2.03E-12;72.134488;;;1.42478E-06
-45;-1.89E-10;72.311064;1;1.12E-12;72.311064;;;1.0583E-06
-45.5;-2.02E-10;72.487435;1;3.55E-12;72.487435;;;1.88414E-06
-46.0001;-2.16E-10;72.665695;1;4.06E-12;72.665695;;;2.01494E-06
-46.5001;-2.06E-10;72.842233;0.999999;2.23E-12;72.842233;;;1.49332E-06
-47.0001;-2.15E-10;73.029486;1;4.41E-12;73.029486;;;0.0000021
-47.5001;-2.04E-10;73.211205;1;2.76E-12;73.211205;;;1.66132E-06
-48.0001;-2.12E-10;73.387682;1;3.01E-12;73.387682;;;1.73494E-06
-48.5;-1.99E-10;73.601956;1;8.50E-13;73.601956;;;9.21954E-07
-49;-2.13E-10;73.778486;0.999999;3.91E-12;73.778486;;;1.97737E-06
-49.5;-2.22E-10;73.955181;1;3.63E-12;73.955181;;;1.90526E-06
-50;-2.40E-10;74.131737;1;5.69E-12;74.131737;;;2.38537E-06
-50.5;-2.28E-10;74.308286;1;6.46E-12;74.308286;;;2.54165E-06
-51;-2.13E-10;74.484685;0.999999;7.90E-13;74.484685;;;8.88819E-07
-51.5;-2.23E-10;74.663016;0.999999;1.79E-12;74.663016;;;1.33791E-06
-52;-2.37E-10;74.839559;0.999999;4.27E-12;74.839559;;;2.0664E-06
-52.5001;-2.30E-10;75.040342;0.999999;1.28E-12;75.040342;;;1.13137E-06
-53.0001;-2.28E-10;75.216969;0.999999;4.30E-12;75.216969;;;2.07364E-06
-53.5001;-2.14E-10;75.393653;1;2.40E-12;75.393653;;;1.54919E-06
-54.0001;-2.13E-10;75.611533;0.999999;1.48E-12;75.611533;;;1.21655E-06
-54.5;-2.32E-10;75.788169;1;3.06E-12;75.788169;;;1.74929E-06
-55.0001;-2.50E-10;75.964841;1;3.48E-12;75.964841;;;1.86548E-06
-55.5001;-2.45E-10;76.141384;0.999999;5.91E-12;76.141384;;;2.43105E-06
-56.0001;-2.44E-10;76.317902;0.999999;9.10E-12;76.317902;;;3.01662E-06
-56.5001;-2.24E-10;76.494348;1;1.83E-12;76.494348;;;1.35277E-06
-57.0001;-2.36E-10;76.671019;1;1.85E-12;76.671019;;;1.36015E-06
-57.5001;-2.58E-10;76.847563;0.999999;5.53E-12;76.847563;;;2.3516E-06
-58.0001;-2.44E-10;77.046033;0.999999;3.19E-12;77.046033;;;1.78606E-06
-58.5;-2.54E-10;77.222789;1;3.46E-12;77.222789;;;1.86011E-06
-59;-2.60E-10;77.399507;0.999999;5.30E-12;77.399507;;;2.30217E-06
-59.5001;-2.55E-10;77.612938;1;5.65E-12;77.612938;;;2.37697E-06
-60;-2.69E-10;77.789571;1;7.51E-12;77.789571;;;2.74044E-06
