Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.3302e-07	8.3959e-10	-10.0	-2.5
1.0	3.3276e-07	4.7097e-10	-10.0	-2.5
1.5	3.3264e-07	4.4024e-10	-10.0	-2.5
2.0	3.3262e-07	4.2211e-10	-10.0	-2.5
2.5	3.3253e-07	4.063e-10	-10.0	-2.5
3.0	3.3225e-07	3.962e-10	-10.0	-2.5
3.5	3.323e-07	3.8285e-10	-10.0	-2.5
4.0	3.3238e-07	3.768e-10	-10.0	-2.5
4.5	3.3241e-07	3.6703e-10	-10.0	-2.5
5.0	3.3216e-07	3.6036e-10	-10.0	-2.5
5.5	3.3199e-07	3.5422e-10	-10.0	-2.5
6.0	3.3203e-07	3.4382e-10	-10.0	-2.5
6.5	3.3195e-07	3.365e-10	-10.0	-2.5
7.0	3.3205e-07	3.2999e-10	-10.0	-2.5
7.5	3.3202e-07	3.2248e-10	-10.0	-2.5
8.0	3.3206e-07	3.1809e-10	-10.0	-2.5
8.5	3.3177e-07	3.1437e-10	-10.0	-2.5
9.0	3.3172e-07	3.0948e-10	-10.0	-2.5
9.5	3.316e-07	3.0201e-10	-10.0	-2.5
10.0	3.3159e-07	2.9568e-10	-10.0	-2.5
10.5	3.3153e-07	2.9222e-10	-10.0	-2.5
11.0	3.3151e-07	2.8782e-10	-10.0	-2.5
11.5	3.3157e-07	2.8122e-10	-10.0	-2.5
12.0	3.3151e-07	2.7902e-10	-10.0	-2.5
12.5	3.3158e-07	2.7395e-10	-10.0	-2.5
13.0	3.3149e-07	2.6901e-10	-10.0	-2.5
13.5	3.3148e-07	2.6506e-10	-10.0	-2.5
14.0	3.3148e-07	2.6091e-10	-10.0	-2.5
14.5	3.3139e-07	2.5895e-10	-10.0	-2.5
15.0	3.3121e-07	2.5403e-10	-10.0	-2.5
15.5	3.3128e-07	2.4963e-10	-10.0	-2.5
16.0	3.3116e-07	2.4646e-10	-10.0	-2.5
16.5	3.3119e-07	2.4424e-10	-10.0	-2.5
17.0	3.3115e-07	2.4012e-10	-10.0	-2.5
17.5	3.3123e-07	2.3733e-10	-10.0	-2.5
18.0	3.3106e-07	2.3646e-10	-10.0	-2.5
18.5	3.3102e-07	2.3122e-10	-10.0	-2.5
19.0	3.3097e-07	2.3025e-10	-10.0	-2.5
19.5	3.309e-07	2.2699e-10	-10.0	-2.5
20.0	3.3087e-07	2.2404e-10	-10.0	-2.5
20.5	3.3087e-07	2.2033e-10	-10.0	-2.5
21.0	3.3074e-07	2.1834e-10	-10.0	-2.5
21.5	3.3068e-07	2.1669e-10	-10.0	-2.5
22.0	3.3075e-07	2.1456e-10	-10.0	-2.5
22.5	3.3073e-07	2.1032e-10	-10.0	-2.5
23.0	3.3073e-07	2.1128e-10	-10.0	-2.5
23.5	3.3067e-07	2.0911e-10	-10.0	-2.5
24.0	3.3049e-07	2.0811e-10	-10.0	-2.5
24.5	3.3074e-07	2.0264e-10	-10.0	-2.5
25.0	3.3061e-07	2.0415e-10	-10.0	-2.5
25.5	3.3081e-07	2.0048e-10	-10.0	-2.5
26.0	3.3071e-07	1.9788e-10	-10.0	-2.5
26.5	3.3073e-07	1.9702e-10	-10.0	-2.5
27.0	3.3079e-07	1.963e-10	-10.0	-2.5
27.5	3.3078e-07	1.9531e-10	-10.0	-2.5
28.0	3.3068e-07	1.9279e-10	-10.0	-2.5
28.5	3.3061e-07	1.8954e-10	-10.0	-2.5
29.0	3.3072e-07	1.8856e-10	-10.0	-2.5
29.5	3.3078e-07	1.8662e-10	-10.0	-2.5
30.0	3.3058e-07	1.8734e-10	-10.0	-2.5
30.5	3.3061e-07	1.8382e-10	-10.0	-2.5
31.0	3.3078e-07	1.8307e-10	-10.0	-2.5
31.5	3.3069e-07	1.8187e-10	-10.0	-2.5
32.0	3.3071e-07	1.7847e-10	-10.0	-2.5
32.5	3.3058e-07	1.8059e-10	-10.0	-2.5
33.0	3.3052e-07	1.7879e-10	-10.0	-2.5
33.5	3.3056e-07	1.7749e-10	-10.0	-2.5
34.0	3.3044e-07	1.7534e-10	-10.0	-2.5
34.5	3.3051e-07	1.755e-10	-10.0	-2.5
35.0	3.3052e-07	1.7459e-10	-10.0	-2.5
35.5	3.3053e-07	1.7182e-10	-10.0	-2.5
36.0	3.3024e-07	1.7136e-10	-10.0	-2.5
36.5	3.3041e-07	1.6823e-10	-10.0	-2.5
37.0	3.3044e-07	1.6927e-10	-10.0	-2.5
37.5	3.3036e-07	1.6931e-10	-10.0	-2.5
38.0	3.3055e-07	1.6624e-10	-10.0	-2.5
38.5	3.3056e-07	1.6577e-10	-10.0	-2.5
39.0	3.3062e-07	1.6441e-10	-10.0	-2.5
39.5	3.3055e-07	1.6195e-10	-10.0	-2.5
40.0	3.3045e-07	1.61e-10	-10.0	-2.5
40.5	3.3044e-07	1.6058e-10	-10.0	-2.5
41.0	3.3045e-07	1.6073e-10	-10.0	-2.5
41.5	3.3044e-07	1.5932e-10	-10.0	-2.5
42.0	3.3043e-07	1.572e-10	-10.0	-2.5
42.5	3.3033e-07	1.5804e-10	-10.0	-2.5
43.0	3.3027e-07	1.5745e-10	-10.0	-2.5
43.5	3.3026e-07	1.56e-10	-10.0	-2.5
44.0	3.3041e-07	1.5547e-10	-10.0	-2.5
44.5	3.3038e-07	1.5533e-10	-10.0	-2.5
45.0	3.3031e-07	1.5525e-10	-10.0	-2.5
45.5	3.3036e-07	1.5324e-10	-10.0	-2.5
46.0	3.3031e-07	1.5426e-10	-10.0	-2.5
46.5	3.3049e-07	1.5098e-10	-10.0	-2.5
47.0	3.3047e-07	1.5051e-10	-10.0	-2.5
47.5	3.3048e-07	1.5089e-10	-10.0	-2.5
48.0	3.3052e-07	1.4964e-10	-10.0	-2.5
48.5	3.3042e-07	1.4791e-10	-10.0	-2.5
49.0	3.3045e-07	1.4837e-10	-10.0	-2.5
49.5	3.3044e-07	1.464e-10	-10.0	-2.5
50.0	3.3027e-07	1.4864e-10	-10.0	-2.5
50.5	3.3028e-07	1.4696e-10	-10.0	-2.5
51.0	3.3019e-07	1.4621e-10	-10.0	-2.5
51.5	3.3028e-07	1.4524e-10	-10.0	-2.5
52.0	3.3024e-07	1.4524e-10	-10.0	-2.5
52.5	3.3013e-07	1.4417e-10	-10.0	-2.5
53.0	3.3025e-07	1.4314e-10	-10.0	-2.5
53.5	3.3032e-07	1.4256e-10	-10.0	-2.5
54.0	3.3043e-07	1.4406e-10	-10.0	-2.5
54.5	3.3045e-07	1.4002e-10	-10.0	-2.5
55.0	3.3025e-07	1.3828e-10	-10.0	-2.5
55.5	3.3021e-07	1.3889e-10	-10.0	-2.5
56.0	3.3015e-07	1.3823e-10	-10.0	-2.5
56.5	3.303e-07	1.3815e-10	-10.0	-2.5
57.0	3.3031e-07	1.3751e-10	-10.0	-2.5
57.5	3.3019e-07	1.3885e-10	-10.0	-2.5
58.0	3.3016e-07	1.3745e-10	-10.0	-2.5
58.5	3.3027e-07	1.3559e-10	-10.0	-2.5
59.0	3.3022e-07	1.3515e-10	-10.0	-2.5
59.5	3.3017e-07	1.3457e-10	-10.0	-2.5
60.0	3.3028e-07	1.3306e-10	-10.0	-2.5
60.5	3.3028e-07	1.3228e-10	-10.0	-2.5
61.0	3.3035e-07	1.3213e-10	-10.0	-2.5
61.5	3.3045e-07	1.3344e-10	-10.0	-2.5
62.0	3.3055e-07	1.3179e-10	-10.0	-2.5
62.5	3.3051e-07	1.3167e-10	-10.0	-2.5
63.0	3.3046e-07	1.3152e-10	-10.0	-2.5
63.5	3.3057e-07	1.3131e-10	-10.0	-2.5
64.0	3.3036e-07	1.2944e-10	-10.0	-2.5
64.5	3.3041e-07	1.3008e-10	-10.0	-2.5
65.0	3.306e-07	1.2847e-10	-10.0	-2.5
65.5	3.3052e-07	1.271e-10	-10.0	-2.5
66.0	3.3032e-07	1.2723e-10	-10.0	-2.5
66.5	3.303e-07	1.2886e-10	-10.0	-2.5
67.0	3.3032e-07	1.2624e-10	-10.0	-2.5
67.5	3.3038e-07	1.2814e-10	-10.0	-2.5
68.0	3.3034e-07	1.2701e-10	-10.0	-2.5
68.5	3.3049e-07	1.2682e-10	-10.0	-2.5
69.0	3.3043e-07	1.2757e-10	-10.0	-2.5
69.5	3.3041e-07	1.278e-10	-10.0	-2.5
70.0	3.3054e-07	1.2602e-10	-10.0	-2.5
70.5	3.3031e-07	1.2455e-10	-10.0	-2.5
71.0	3.3032e-07	1.2326e-10	-10.0	-2.5
71.5	3.304e-07	1.2435e-10	-10.0	-2.5
72.0	3.3043e-07	1.2421e-10	-10.0	-2.5
72.5	3.3031e-07	1.2394e-10	-10.0	-2.5
73.0	3.3058e-07	1.2408e-10	-10.0	-2.5
73.5	3.3047e-07	1.2419e-10	-10.0	-2.5
74.0	3.3042e-07	1.2373e-10	-10.0	-2.5
74.5	3.3053e-07	1.2409e-10	-10.0	-2.5
75.0	3.3037e-07	1.2558e-10	-10.0	-2.5
75.5	3.3048e-07	1.2423e-10	-10.0	-2.5
76.0	3.3047e-07	1.2546e-10	-10.0	-2.5
76.5	3.3036e-07	1.2394e-10	-10.0	-2.5
77.0	3.303e-07	1.2392e-10	-10.0	-2.5
77.5	3.303e-07	1.2144e-10	-10.0	-2.5
78.0	3.303e-07	1.2189e-10	-10.0	-2.5
78.5	3.3027e-07	1.2177e-10	-10.0	-2.5
79.0	3.3019e-07	1.2073e-10	-10.0	-2.5
79.5	3.3022e-07	1.2067e-10	-10.0	-2.5
80.0	3.3015e-07	1.2044e-10	-10.0	-2.5
80.5	3.3036e-07	1.1926e-10	-10.0	-2.5
81.0	3.3031e-07	1.2132e-10	-10.0	-2.5
81.5	3.3021e-07	1.2076e-10	-10.0	-2.5
82.0	3.3018e-07	1.2025e-10	-10.0	-2.5
82.5	3.3033e-07	1.1787e-10	-10.0	-2.5
83.0	3.3031e-07	1.1943e-10	-10.0	-2.5
83.5	3.3014e-07	1.1718e-10	-10.0	-2.5
84.0	3.3026e-07	1.1704e-10	-10.0	-2.5
84.5	3.3024e-07	1.2038e-10	-10.0	-2.5
85.0	3.3029e-07	1.1748e-10	-10.0	-2.5
85.5	3.3029e-07	1.1777e-10	-10.0	-2.5
86.0	3.304e-07	1.1813e-10	-10.0	-2.5
86.5	3.3027e-07	1.1819e-10	-10.0	-2.5
87.0	3.3031e-07	1.1666e-10	-10.0	-2.5
87.5	3.3025e-07	1.1618e-10	-10.0	-2.5
88.0	3.3014e-07	1.1698e-10	-10.0	-2.5
88.5	3.3024e-07	1.1432e-10	-10.0	-2.5
89.0	3.3016e-07	1.1535e-10	-10.0	-2.5
89.5	3.3014e-07	1.173e-10	-10.0	-2.5
90.0	3.3019e-07	1.1325e-10	-10.0	-2.5
90.5	3.3018e-07	1.1498e-10	-10.0	-2.5
91.0	3.303e-07	1.1435e-10	-10.0	-2.5
91.5	3.3015e-07	1.1407e-10	-10.0	-2.5
92.0	3.3014e-07	1.1492e-10	-10.0	-2.5
92.5	3.3011e-07	1.1479e-10	-10.0	-2.5
93.0	3.3017e-07	1.1417e-10	-10.0	-2.5
93.5	3.3026e-07	1.1405e-10	-10.0	-2.5
94.0	3.304e-07	1.1385e-10	-10.0	-2.5
94.5	3.3038e-07	1.1305e-10	-10.0	-2.5
95.0	3.3036e-07	1.1396e-10	-10.0	-2.5
95.5	3.3018e-07	1.1375e-10	-10.0	-2.5
96.0	3.3029e-07	1.1096e-10	-10.0	-2.5
96.5	3.3015e-07	1.1407e-10	-10.0	-2.5
97.0	3.302e-07	1.1149e-10	-10.0	-2.5
97.5	3.3021e-07	1.1187e-10	-10.0	-2.5
98.0	3.3014e-07	1.1453e-10	-10.0	-2.5
98.5	3.3031e-07	1.1002e-10	-10.0	-2.5
99.0	3.3019e-07	1.143e-10	-10.0	-2.5
99.5	3.3028e-07	1.1354e-10	-10.0	-2.5
100.0	3.3025e-07	1.1073e-10	-10.0	-2.5
100.5	3.3036e-07	1.1179e-10	-10.0	-2.5
101.0	3.3027e-07	1.1299e-10	-10.0	-2.5
101.5	3.3035e-07	1.0976e-10	-10.0	-2.5
102.0	3.3036e-07	1.1158e-10	-10.0	-2.5
102.5	3.3026e-07	1.1222e-10	-10.0	-2.5
103.0	3.3036e-07	1.1043e-10	-10.0	-2.5
103.5	3.3031e-07	1.1036e-10	-10.0	-2.5
104.0	3.3013e-07	1.1215e-10	-10.0	-2.5
104.5	3.3022e-07	1.1031e-10	-10.0	-2.5
105.0	3.3038e-07	1.1164e-10	-10.0	-2.5
105.5	3.3031e-07	1.1138e-10	-10.0	-2.5
106.0	3.3031e-07	1.1081e-10	-10.0	-2.5
106.5	3.3009e-07	1.1188e-10	-10.0	-2.5
107.0	3.3009e-07	1.1093e-10	-10.0	-2.5
107.5	3.3012e-07	1.1043e-10	-10.0	-2.5
108.0	3.3023e-07	1.1072e-10	-10.0	-2.5
108.5	3.3019e-07	1.1023e-10	-10.0	-2.5
109.0	3.3024e-07	1.0869e-10	-10.0	-2.5
109.5	3.3021e-07	1.1051e-10	-10.0	-2.5
110.0	3.3013e-07	1.092e-10	-10.0	-2.5
110.5	3.3021e-07	1.0907e-10	-10.0	-2.5
111.0	3.3016e-07	1.0844e-10	-10.0	-2.5
111.5	3.3026e-07	1.0992e-10	-10.0	-2.5
112.0	3.3007e-07	1.0998e-10	-10.0	-2.5
112.5	3.3019e-07	1.085e-10	-10.0	-2.5
113.0	3.3027e-07	1.0857e-10	-10.0	-2.5
