#scan;iMeasureCycle=1;iMux=0;time=0.136;N=202;LocalTime=20/12/2023 12:40:54;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;5.01E-10;0.296012;-0.499999;-2.05E-10;0.296012;;;5;2.0497E-10;5.0102E-10
4.9;3.72E-10;0.472619;-0.5;-1.46E-10;0.472619;;;4.9;1.4574E-10;3.7151E-10
4.8;3.06E-10;0.648675;-0.5;-1.15E-10;0.648675;;;4.8;1.1503E-10;3.0634E-10
4.7;2.64E-10;0.844168;-0.500001;-9.54E-11;0.844168;;;4.7;9.539E-11;2.6385E-10
4.6;2.44E-10;1.020481;-0.499999;-8.51E-11;1.020481;;;4.6;8.514E-11;2.4389E-10
4.5;2.25E-10;1.196553;-0.5;-7.62E-11;1.196553;;;4.5;7.623E-11;2.2544E-10
4.39999;2.14E-10;1.405569;-0.500001;-6.91E-11;1.405569;;;4.39999;6.913E-11;2.1361E-10
4.29999;2.03E-10;1.581674;-0.500001;-6.46E-11;1.581674;;;4.29999;6.46E-11;2.0291E-10
4.19999;1.99E-10;1.757704;-0.500001;-6.25E-11;1.757704;;;4.19999;6.247E-11;1.9875E-10
4.1;1.93E-10;1.933925;-0.5;-5.93E-11;1.933925;;;4.1;5.932E-11;1.9338E-10
3.99999;1.90E-10;2.109987;-0.500001;-5.81E-11;2.109987;;;3.99999;5.811E-11;1.9001E-10
3.89999;1.85E-10;2.286034;-0.5;-5.68E-11;2.286034;;;3.89999;5.677E-11;1.8508E-10
3.79999;1.86E-10;2.463384;-0.499999;-5.56E-11;2.463384;;;3.79999;5.558E-11;1.8621E-10
3.69999;1.81E-10;2.63941;-0.500001;-5.32E-11;2.63941;;;3.69999;5.321E-11;1.811E-10
3.59999;1.79E-10;2.815498;-0.500001;-5.23E-11;2.815498;;;3.59999;5.227E-11;1.7939E-10
3.49999;1.78E-10;3.005953;-0.500001;-5.18E-11;3.005953;;;3.49999;5.18E-11;1.7771E-10
3.4;1.77E-10;3.182016;-0.500001;-5.14E-11;3.182016;;;3.4;5.137E-11;1.7708E-10
3.29999;1.72E-10;3.386656;-0.500001;-4.93E-11;3.386656;;;3.29999;4.932E-11;1.7194E-10
3.19999;1.73E-10;3.562818;-0.500001;-4.97E-11;3.562818;;;3.19999;4.974E-11;1.7264E-10
3.1;1.67E-10;3.738819;-0.500001;-4.90E-11;3.738819;;;3.1;4.898E-11;1.6746E-10
2.99999;1.70E-10;3.916653;-0.499999;-5.23E-11;3.916653;;;2.99999;5.225E-11;1.7048E-10
2.89999;1.70E-10;4.092799;-0.5;-5.54E-11;4.092799;;;2.89999;5.537E-11;1.7035E-10
2.79999;1.67E-10;4.268912;-0.500001;-6.01E-11;4.268912;;;2.79999;6.009E-11;1.6747E-10
2.69999;1.66E-10;4.444968;-0.500001;-6.83E-11;4.444968;;;2.69999;6.829E-11;1.6561E-10
2.6;1.64E-10;4.621046;-0.500001;-7.74E-11;4.621046;;;2.6;7.739E-11;1.6425E-10
2.5;1.63E-10;4.797223;-0.500001;-8.95E-11;4.797223;;;2.5;8.954E-11;1.6325E-10
2.4;1.66E-10;4.973603;-0.500001;-1.03E-10;4.973603;;;2.4;1.0328E-10;1.6584E-10
2.3;1.65E-10;5.149714;-0.5;-1.19E-10;5.149714;;;2.3;1.1887E-10;1.6454E-10
2.2;1.62E-10;5.325746;-0.500001;-1.38E-10;5.325746;;;2.2;1.3798E-10;1.6215E-10
2.09999;1.63E-10;5.513059;-0.5;-1.65E-10;5.513059;;;2.09999;1.653E-10;1.6287E-10
2;1.62E-10;5.68905;-0.500001;-2.05E-10;5.68905;;;2;2.0548E-10;1.6199E-10
1.9;1.60E-10;5.893799;-0.500001;-2.67E-10;5.893799;;;1.9;2.6721E-10;1.5997E-10
1.79999;1.59E-10;6.069979;-0.5;-3.87E-10;6.069979;;;1.79999;3.8745E-10;1.585E-10
1.69999;1.61E-10;6.246029;-0.5;-6.44E-10;6.246029;;;1.69999;6.436E-10;1.6119E-10
1.6;1.59E-10;6.427837;-0.500001;-1.14E-09;6.427837;;;1.6;1.14179E-09;1.5948E-10
1.49999;1.54E-10;6.603942;-0.500001;-1.96E-09;6.603942;;;1.49999;1.96194E-09;1.5433E-10
1.39999;1.47E-10;6.779935;-0.500001;-3.16E-09;6.779935;;;1.39999;3.15542E-09;1.4671E-10
1.29999;1.42E-10;6.956042;-0.500001;-4.68E-09;6.956042;;;1.29999;4.68268E-09;1.4186E-10
1.2;1.35E-10;7.104709;-0.500001;-6.59E-09;7.104709;;;1.2;6.58599E-09;1.3533E-10
1.1;1.30E-10;7.253338;-0.500001;-9.19E-09;7.253338;;;1.1;9.19393E-09;1.301E-10
0.99999;1.21E-10;7.423427;-0.5;-1.32E-08;7.423427;;;0.99999;1.32238E-08;1.2118E-10
0.89999;9.37E-11;7.573303;-0.5;-2.07E-08;7.573303;;;0.89999;2.06745E-08;9.368E-11
0.79999;5.10E-11;7.72314;-0.5;-3.62E-08;7.72314;;;0.79999;3.62496E-08;5.101E-11
0.7;9.22E-12;7.905237;-0.5;-6.76E-08;7.905237;;;0.7;6.7643E-08;9.22E-12
0.6;-1.05E-10;8.061063;-0.5;-1.22E-07;8.061063;;;0.6;1.22416E-07;1.0513E-10
0.5;-2.03E-10;8.210902;-0.5;-2.02E-07;8.210902;;;0.5;2.01625E-07;2.0309E-10
0.4;3.81E-11;8.39439;-0.5;-3.00E-07;8.39439;;;0.4;3.00443E-07;3.808E-11
0.29999;2.19E-11;8.544294;-0.5;-4.12E-07;8.544294;;;0.29999;4.11984E-07;2.192E-11
0.19999;-2.05E-11;8.694104;-0.5;-5.30E-07;8.694104;;;0.19999;5.2958E-07;2.05E-11
0.09999;-5.95E-11;8.875837;-0.5;-6.47E-07;8.875837;;;0.09999;6.47384E-07;5.951E-11
-1.00E-05;-1.26E-10;9.025775;-0.5;-7.62E-07;9.025775;;;-1.00E-05;7.62336E-07;1.2635E-10
-0.10001;-1.03E-10;9.175632;-0.5;-8.72E-07;9.175632;;;-0.10001;8.72277E-07;1.0269E-10
-0.2;-1.21E-10;9.325447;-0.5;-9.77E-07;9.325447;;;-0.2;9.76538E-07;1.2082E-10
-0.30001;-1.66E-10;9.500832;-0.5;-1.08E-06;9.500832;;;-0.30001;1.07526E-06;1.6597E-10
-0.4;-2.27E-10;9.650654;-0.5;-1.17E-06;9.650654;;;-0.4;1.16835E-06;2.2651E-10
-0.50001;-2.97E-10;9.800462;-0.5;-1.26E-06;9.800462;;;-0.50001;1.25613E-06;2.9719E-10
-0.6;-3.52E-10;9.950483;-0.5;-1.34E-06;9.950483;;;-0.6;1.33994E-06;3.5168E-10
-0.70001;-4.20E-10;10.100428;-0.5;-1.42E-06;10.100428;;;-0.70001;1.41924E-06;4.1981E-10
-0.80001;-4.92E-10;10.250328;-0.5;-1.50E-06;10.250328;;;-0.80001;1.49503E-06;4.9231E-10
-0.90001;-5.62E-10;10.407726;-0.5;-1.57E-06;10.407726;;;-0.90001;1.56747E-06;5.6235E-10
-1.00001;-6.37E-10;10.557647;-0.5;-1.64E-06;10.557647;;;-1.00001;1.63667E-06;6.3723E-10
-1.10001;-7.27E-10;10.707497;-0.5;-1.70E-06;10.707497;;;-1.10001;0.000001703;7.2656E-10
-1.20001;-8.01E-10;10.881666;-0.5;-1.77E-06;10.881666;;;-1.20001;1.76634E-06;8.0134E-10
-1.3;-8.98E-10;11.031607;-0.5;-1.83E-06;11.031607;;;-1.3;1.82715E-06;8.984E-10
-1.4;-9.72E-10;11.181533;-0.5;-1.89E-06;11.181533;;;-1.4;1.88566E-06;9.7169E-10
-1.50001;-1.08E-09;11.331297;-0.5;-1.94E-06;11.331297;;;-1.50001;1.94178E-06;1.07578E-09
-1.6;-1.18E-09;11.502534;-0.5;-2.00E-06;11.502534;;;-1.6;1.99542E-06;1.17784E-09
-1.70001;-1.27E-09;11.652334;-0.5;-2.05E-06;11.652334;;;-1.70001;2.04725E-06;1.27435E-09
-1.80001;-1.38E-09;11.802218;-0.5;-2.10E-06;11.802218;;;-1.80001;2.09717E-06;1.38291E-09
-1.90001;-1.49E-09;11.952285;-0.5;-2.15E-06;11.952285;;;-1.90001;2.14548E-06;1.48662E-09
-2;-1.61E-09;12.102401;-0.5;-2.19E-06;12.102401;;;-2;2.19176E-06;1.60547E-09
-2.1;-1.71E-09;12.252402;-0.5;-2.24E-06;12.252402;;;-2.1;2.23619E-06;1.70879E-09
-2.2;-1.83E-09;12.412336;-0.5;-2.28E-06;12.412336;;;-2.2;2.27892E-06;1.82955E-09
-2.3;-1.96E-09;12.562229;-0.5;-2.32E-06;12.562229;;;-2.3;2.3204E-06;1.95864E-09
-2.4;-2.07E-09;12.712015;-0.5;-2.36E-06;12.712015;;;-2.4;2.35998E-06;2.06655E-09
-2.50001;-2.19E-09;12.886312;-0.5;-2.40E-06;12.886312;;;-2.50001;2.39836E-06;2.18739E-09
-2.6;-2.32E-09;13.036172;-0.5;-2.44E-06;13.036172;;;-2.6;2.43609E-06;2.32151E-09
-2.7;-2.45E-09;13.186004;-0.5;-2.47E-06;13.186004;;;-2.7;2.47215E-06;2.44611E-09
-2.79999;-2.59E-09;13.335872;-0.5;-2.51E-06;13.335872;;;-2.79999;2.50704E-06;2.58526E-09
-2.9;-2.72E-09;13.507562;-0.5;-2.54E-06;13.507562;;;-2.9;2.54071E-06;2.71825E-09
-3.00001;-2.86E-09;13.657347;-0.5;-2.57E-06;13.657347;;;-3.00001;2.57271E-06;2.85817E-09
-3.10001;-3.00E-09;13.807233;-0.5;-2.60E-06;13.807233;;;-3.10001;2.60422E-06;3.0036E-09
-3.20001;-3.14E-09;13.95727;-0.5;-2.64E-06;13.95727;;;-3.20001;2.63526E-06;3.14189E-09
-3.3;-3.29E-09;14.107429;-0.5;-2.66E-06;14.107429;;;-3.3;2.66433E-06;3.28691E-09
-3.4;-3.44E-09;14.257324;-0.5;-2.69E-06;14.257324;;;-3.4;2.69273E-06;3.44013E-09
-3.50001;-3.57E-09;14.417279;-0.5;-2.72E-06;14.417279;;;-3.50001;2.72022E-06;3.57336E-09
-3.60001;-3.74E-09;14.567161;-0.5;-2.75E-06;14.567161;;;-3.60001;2.74642E-06;3.73593E-09
-3.7;-3.88E-09;14.716964;-0.5;-2.77E-06;14.716964;;;-3.7;2.77214E-06;3.87971E-09
-3.8;-4.04E-09;14.89142;-0.5;-2.80E-06;14.89142;;;-3.8;2.79697E-06;4.03997E-09
-3.90001;-4.20E-09;15.041272;-0.5;-2.82E-06;15.041272;;;-3.90001;2.82071E-06;4.19664E-09
-4;-4.35E-09;15.191107;-0.5;-2.84E-06;15.191107;;;-4;2.84393E-06;4.35289E-09
-4.10001;-4.52E-09;15.340975;-0.5;-2.87E-06;15.340975;;;-4.10001;2.8662E-06;4.52257E-09
-4.2;-4.69E-09;15.512551;-0.5;-2.89E-06;15.512551;;;-4.2;2.88794E-06;4.69092E-09
-4.30001;-4.85E-09;15.662312;-0.5;-2.91E-06;15.662312;;;-4.30001;2.9093E-06;4.85497E-09
-4.4;-5.03E-09;15.812178;-0.5;-2.93E-06;15.812178;;;-4.4;2.92883E-06;5.02642E-09
-4.5;-5.20E-09;15.962098;-0.5;-2.95E-06;15.962098;;;-4.5;2.94912E-06;5.19704E-09
-4.60001;-5.37E-09;16.112508;-0.5;-2.97E-06;16.112508;;;-4.60001;2.96864E-06;5.36703E-09
-4.70001;-5.55E-09;16.262391;-0.5;-2.99E-06;16.262391;;;-4.70001;2.98735E-06;5.54582E-09
-4.80001;-5.73E-09;16.422696;-0.5;-3.00E-06;16.422696;;;-4.80001;3.00496E-06;5.72592E-09
-4.9;-5.91E-09;16.572653;-0.5;-3.02E-06;16.572653;;;-4.9;3.02236E-06;5.90608E-09
-5.00001;-6.07E-09;16.722463;-0.5;-3.04E-06;16.722463;;;-5.00001;3.03913E-06;6.07489E-09
-5.00001;-6.05E-09;16.844824;-0.5;-3.04E-06;16.844824;;;-5.00001;3.03937E-06;6.04837E-09
-4.90001;-5.81E-09;17.016218;-0.5;-3.02E-06;17.016218;;;-4.90001;3.02263E-06;5.81031E-09
-4.80001;-5.61E-09;17.166028;-0.5;-3.00E-06;17.166028;;;-4.80001;3.00476E-06;5.61282E-09
-4.7;-5.42E-09;17.315926;-0.5;-2.99E-06;17.315926;;;-4.7;2.98572E-06;5.42055E-09
-4.6;-5.22E-09;17.465814;-0.5;-2.97E-06;17.465814;;;-4.6;2.96745E-06;5.22384E-09
-4.50001;-5.03E-09;17.616077;-0.5;-2.95E-06;17.616077;;;-4.50001;2.94793E-06;5.02779E-09
-4.40001;-4.83E-09;17.765916;-0.5;-2.93E-06;17.765916;;;-4.40001;2.9278E-06;4.83298E-09
-4.30001;-4.67E-09;17.926455;-0.5;-2.91E-06;17.926455;;;-4.30001;2.90673E-06;4.66748E-09
-4.20001;-4.48E-09;18.076366;-0.5;-2.89E-06;18.076366;;;-4.20001;2.88512E-06;4.47544E-09
-4.1;-4.29E-09;18.226242;-0.5;-2.86E-06;18.226242;;;-4.1;2.86314E-06;4.29482E-09
-4.00001;-4.13E-09;18.400888;-0.5;-2.84E-06;18.400888;;;-4.00001;2.84093E-06;4.13004E-09
-3.9;-3.96E-09;18.550726;-0.5;-2.82E-06;18.550726;;;-3.9;2.81693E-06;3.9567E-09
-3.8;-3.79E-09;18.700609;-0.5;-2.79E-06;18.700609;;;-3.8;2.79293E-06;3.79142E-09
-3.70001;-3.62E-09;18.850554;-0.5;-2.77E-06;18.850554;;;-3.70001;2.76738E-06;3.61758E-09
-3.6;-3.46E-09;19.021313;-0.5;-2.74E-06;19.021313;;;-3.6;2.74203E-06;3.45575E-09
-3.50001;-3.31E-09;19.171139;-0.5;-2.72E-06;19.171139;;;-3.50001;2.71503E-06;3.30503E-09
-3.4;-3.16E-09;19.320935;-0.5;-2.69E-06;19.320935;;;-3.4;2.68719E-06;3.15687E-09
-3.30001;-3.00E-09;19.470822;-0.5;-2.66E-06;19.470822;;;-3.30001;2.65872E-06;3.00344E-09
-3.20001;-2.84E-09;19.621155;-0.5;-2.63E-06;19.621155;;;-3.20001;2.62947E-06;2.8378E-09
-3.1;-2.70E-09;19.771005;-0.5;-2.60E-06;19.771005;;;-3.1;2.59895E-06;2.69577E-09
-3;-2.55E-09;19.931557;-0.5;-2.57E-06;19.931557;;;-3;2.56708E-06;2.55249E-09
-2.9;-2.42E-09;20.08141;-0.5;-2.53E-06;20.08141;;;-2.9;2.53456E-06;2.42455E-09
-2.8;-2.28E-09;20.23131;-0.5;-2.50E-06;20.23131;;;-2.8;2.5003E-06;2.27868E-09
-2.70001;-2.15E-09;20.406573;-0.5;-2.47E-06;20.406573;;;-2.70001;2.46555E-06;2.15326E-09
-2.60001;-2.02E-09;20.556507;-0.5;-2.43E-06;20.556507;;;-2.60001;2.42989E-06;2.02333E-09
-2.50001;-1.89E-09;20.706327;-0.5;-2.39E-06;20.706327;;;-2.50001;2.39199E-06;1.88694E-09
-2.40001;-1.75E-09;20.856251;-0.5;-2.35E-06;20.856251;;;-2.40001;2.35293E-06;1.74941E-09
-2.30001;-1.63E-09;21.026201;-0.5;-2.31E-06;21.026201;;;-2.30001;2.31298E-06;1.63393E-09
-2.2;-1.52E-09;21.176007;-0.5;-2.27E-06;21.176007;;;-2.2;2.27161E-06;1.52136E-09
-2.1;-1.40E-09;21.325872;-0.5;-2.23E-06;21.325872;;;-2.1;2.22823E-06;1.40071E-09
-2.00001;-1.28E-09;21.475801;-0.5;-2.18E-06;21.475801;;;-2.00001;2.18384E-06;1.28337E-09
-1.90001;-1.16E-09;21.625685;-0.5;-2.14E-06;21.625685;;;-1.90001;2.13754E-06;1.16411E-09
-1.80001;-1.06E-09;21.77546;-0.5;-2.09E-06;21.77546;;;-1.80001;2.08893E-06;1.0592E-09
-1.70001;-9.65E-10;21.937142;-0.5;-2.04E-06;21.937142;;;-1.70001;2.03918E-06;9.6501E-10
-1.6;-8.66E-10;22.087022;-0.5;-1.99E-06;22.087022;;;-1.6;1.98756E-06;8.6643E-10
-1.50001;-7.61E-10;22.236915;-0.5;-1.93E-06;22.236915;;;-1.50001;1.93348E-06;7.6068E-10
-1.40001;-6.71E-10;22.412039;-0.5;-1.88E-06;22.412039;;;-1.40001;1.87741E-06;6.7122E-10
-1.30001;-5.74E-10;22.561894;-0.5;-1.82E-06;22.561894;;;-1.30001;1.81892E-06;5.7407E-10
-1.2;-5.11E-10;22.74255;-0.5;-1.76E-06;22.74255;;;-1.2;1.75808E-06;5.11E-10
-1.10001;-4.20E-10;22.913392;-0.5;-1.69E-06;22.913392;;;-1.10001;1.69434E-06;4.2021E-10
-1;-3.40E-10;23.063336;-0.5;-1.63E-06;23.063336;;;-1;1.62818E-06;3.4015E-10
-0.90001;-2.66E-10;23.213231;-0.5;-1.56E-06;23.213231;;;-0.90001;1.55889E-06;2.6604E-10
-0.80001;-1.91E-10;23.363073;-0.5;-1.49E-06;23.363073;;;-0.80001;1.48636E-06;1.9134E-10
-0.70001;-1.28E-10;23.532938;-0.5;-1.41E-06;23.532938;;;-0.70001;1.41054E-06;1.2832E-10
-0.6;-5.83E-11;23.68281;-0.5;-1.33E-06;23.68281;;;-0.6;1.33069E-06;5.834E-11
-0.5;8.25E-12;23.832593;-0.5;-1.25E-06;23.832593;;;-0.5;1.24723E-06;8.25E-12
-0.4;5.83E-11;23.982624;-0.5;-1.16E-06;23.982624;;;-0.4;1.15908E-06;5.828E-11
-0.3;1.01E-10;24.133812;-0.5;-1.07E-06;24.133812;;;-0.3;1.06618E-06;1.0092E-10
-0.20001;1.52E-10;24.28368;-0.5;-9.68E-07;24.28368;;;-0.20001;9.678E-07;1.5223E-10
-0.10001;2.07E-10;24.446143;-0.5;-8.63E-07;24.446143;;;-0.10001;8.63161E-07;2.0671E-10
-1.00E-05;2.52E-10;24.596099;-0.5;-7.53E-07;24.596099;;;-1.00E-05;7.53138E-07;2.5225E-10
0.1;3.04E-10;24.745949;-0.5;-6.38E-07;24.745949;;;0.1;6.38412E-07;3.0414E-10
0.2;3.14E-10;24.919454;-0.5;-5.21E-07;24.919454;;;0.2;5.20744E-07;3.1374E-10
0.3;3.42E-10;25.069554;-0.5;-4.04E-07;25.069554;;;0.3;4.03516E-07;3.4235E-10
0.39999;3.69E-10;25.219444;-0.5;-2.93E-07;25.219444;;;0.39999;2.92822E-07;3.6913E-10
0.5;4.16E-10;25.36927;-0.5;-1.95E-07;25.36927;;;0.5;1.95245E-07;4.1644E-10
0.59999;4.55E-10;25.537968;-0.5;-1.17E-07;25.537968;;;0.59999;1.17353E-07;4.5526E-10
0.69999;4.39E-10;25.705017;-0.500001;-6.40E-08;25.705017;;;0.69999;6.39744E-08;4.3865E-10
0.79999;4.32E-10;25.854851;-0.500001;-3.38E-08;25.854851;;;0.79999;3.37504E-08;4.3193E-10
0.9;4.04E-10;26.004806;-0.500001;-1.89E-08;26.004806;;;0.9;1.8907E-08;4.041E-10
0.99999;3.78E-10;26.154661;-0.500001;-1.19E-08;26.154661;;;0.99999;1.1882E-08;3.7816E-10
1.1;3.51E-10;26.319426;-0.5;-8.09E-09;26.319426;;;1.1;8.09242E-09;3.5071E-10
1.2;3.31E-10;26.495596;-0.500001;-5.62E-09;26.495596;;;1.2;5.6162E-09;3.3084E-10
1.3;3.21E-10;26.671651;-0.5;-3.86E-09;26.671651;;;1.3;3.85721E-09;3.2086E-10
1.39999;3.11E-10;26.847663;-0.500001;-2.50E-09;26.847663;;;1.39999;2.50341E-09;3.1083E-10
1.49999;2.98E-10;27.023862;-0.500001;-1.53E-09;27.023862;;;1.49999;1.52729E-09;2.9844E-10
1.59999;2.92E-10;27.199987;-0.500001;-8.85E-10;27.199987;;;1.59999;8.8538E-10;2.9246E-10
1.69999;2.85E-10;27.376092;-0.5;-5.37E-10;27.376092;;;1.69999;5.3678E-10;2.8482E-10
1.79999;2.77E-10;27.569974;-0.5;-3.63E-10;27.569974;;;1.79999;3.6333E-10;2.772E-10
1.89999;2.74E-10;27.746076;-0.5;-2.74E-10;27.746076;;;1.89999;2.7393E-10;2.7379E-10
1.99999;2.68E-10;27.951677;-0.500001;-2.22E-10;27.951677;;;1.99999;2.2186E-10;2.6846E-10
2.09999;2.64E-10;28.127888;-0.500001;-1.86E-10;28.127888;;;2.09999;1.8591E-10;2.6441E-10
2.2;2.62E-10;28.30401;-0.500001;-1.62E-10;28.30401;;;2.2;1.6169E-10;2.6161E-10
2.3;2.58E-10;28.485839;-0.5;-1.42E-10;28.485839;;;2.3;1.4228E-10;2.5805E-10
2.39999;2.56E-10;28.661989;-0.500001;-1.27E-10;28.661989;;;2.39999;1.2689E-10;2.5572E-10
2.5;2.55E-10;28.837994;-0.5;-1.13E-10;28.837994;;;2.5;1.1339E-10;2.5454E-10
2.59999;2.53E-10;29.014243;-0.500001;-1.03E-10;29.014243;;;2.59999;1.0252E-10;2.5295E-10
2.7;2.50E-10;29.190396;-0.5;-9.09E-11;29.190396;;;2.7;9.094E-11;2.4983E-10
2.8;2.45E-10;29.36649;-0.500001;-8.12E-11;29.36649;;;2.8;8.117E-11;2.4474E-10
2.89999;2.45E-10;29.545345;-0.500001;-7.58E-11;29.545345;;;2.89999;7.579E-11;2.4529E-10
2.99999;2.45E-10;29.721357;-0.5;-7.27E-11;29.721357;;;2.99999;7.274E-11;2.4456E-10
3.09999;2.42E-10;29.921898;-0.500001;-7.00E-11;29.921898;;;3.09999;6.998E-11;2.4183E-10
3.19999;2.40E-10;30.098156;-0.500001;-6.88E-11;30.098156;;;3.19999;6.882E-11;2.3952E-10
