#scan;iMeasureCycle=1;iMux=0;time=0.136;N=202;LocalTime=20/12/2023 12:40:54;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
3.29999;2.39E-10;30.274307;-0.500001;-6.86E-11;30.274307;;;3.29999;6.862E-11;2.3888E-10
3.39999;2.36E-10;30.488829;-0.5;-6.72E-11;30.488829;;;3.39999;6.72E-11;2.3638E-10
3.49999;2.35E-10;30.664954;-0.500001;-6.65E-11;30.664954;;;3.49999;6.647E-11;2.3465E-10
3.59999;2.35E-10;30.84095;-0.500001;-6.75E-11;30.84095;;;3.59999;6.749E-11;2.354E-10
3.69999;2.34E-10;31.017049;-0.5;-6.66E-11;31.017049;;;3.69999;6.658E-11;2.3414E-10
3.8;2.30E-10;31.193174;-0.500001;-6.50E-11;31.193174;;;3.8;6.497E-11;2.2979E-10
3.89999;2.28E-10;31.369221;-0.5;-6.42E-11;31.369221;;;3.89999;6.421E-11;2.2803E-10
4;2.30E-10;31.545554;-0.5;-6.45E-11;31.545554;;;4;6.452E-11;2.2994E-10
4.1;2.28E-10;31.721658;-0.500001;-6.45E-11;31.721658;;;4.1;6.451E-11;2.2831E-10
4.2;2.27E-10;31.897732;-0.500001;-6.46E-11;31.897732;;;4.2;6.457E-11;2.2692E-10
4.29999;2.24E-10;32.083607;-0.5;-6.35E-11;32.083607;;;4.29999;6.347E-11;2.2406E-10
4.39999;2.28E-10;32.259689;-0.5;-6.56E-11;32.259689;;;4.39999;6.558E-11;2.2811E-10
4.49999;2.23E-10;32.470173;-0.5;-6.32E-11;32.470173;;;4.49999;6.321E-11;2.2286E-10
4.6;2.23E-10;32.646269;-0.500001;-6.21E-11;32.646269;;;4.6;6.211E-11;2.229E-10
4.69999;2.21E-10;32.822245;-0.500001;-6.17E-11;32.822245;;;4.69999;6.17E-11;2.2063E-10
4.79999;2.20E-10;32.99979;-0.500001;-6.19E-11;32.99979;;;4.79999;6.187E-11;2.1971E-10
4.9;2.19E-10;33.175893;-0.5;-6.19E-11;33.175893;;;4.9;6.194E-11;2.1886E-10
5;2.17E-10;33.351958;-0.5;-6.14E-11;33.351958;;;5;6.141E-11;2.1735E-10
