#scan;iMeasureCycle=1;iMux=0;time=0.135;N=482;LocalTime=31/10/2023 14:12:58;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;;;
-60;-5.00E-09;0.29557;0.0500004;3.03E-09;0.29557;;;;3.03E-09;0.000000005
-59.5001;-4.16E-09;0.472542;0.0500006;2.45E-09;0.472542;;;;2.45E-09;4.16E-09
-59.0001;-3.63E-09;0.649125;0.0500005;2.09E-09;0.649125;;;;2.09E-09;3.63E-09
-58.5001;-3.17E-09;0.843029;0.0500002;1.77E-09;0.843029;;;;1.77E-09;3.17E-09
-58.0001;-2.84E-09;1.020749;0.0499998;1.55E-09;1.020749;;;;1.55E-09;2.84E-09
-57.5;-2.60E-09;1.197239;0.0500002;1.39E-09;1.197239;;;;1.39E-09;2.6E-09
-57.0001;-2.37E-09;1.411007;0.0500004;1.24E-09;1.411007;;;;1.24E-09;2.37E-09
-56.5001;-2.16E-09;1.587705;0.0499996;1.10E-09;1.587705;;;;1.1E-09;2.16E-09
-56.0001;-2.02E-09;1.764216;0.0500002;1.01E-09;1.764216;;;;1.01E-09;2.02E-09
-55.5001;-1.87E-09;1.943387;0.0499999;9.10E-10;1.943387;;;;9.1E-10;1.87E-09
-55;-1.77E-09;2.120062;0.0500001;8.41E-10;2.120062;;;;8.41E-10;1.77E-09
-54.5001;-1.67E-09;2.296616;0.0499998;7.79E-10;2.296616;;;;7.79E-10;1.67E-09
-54.0001;-1.57E-09;2.475101;0.0500003;7.21E-10;2.475101;;;;7.21E-10;1.57E-09
-53.5;-1.48E-09;2.651942;0.0500002;6.69E-10;2.651942;;;;6.69E-10;1.48E-09
-53.0001;-1.40E-09;2.84853;0.0499998;6.19E-10;2.84853;;;;6.19E-10;1.4E-09
-52.5;-1.31E-09;3.025279;0.0499998;5.66E-10;3.025279;;;;5.66E-10;1.31E-09
-52;-1.26E-09;3.201944;0.0499996;5.39E-10;3.201944;;;;5.39E-10;1.26E-09
-51.5001;-1.19E-09;3.414893;0.0500001;4.94E-10;3.414893;;;;4.94E-10;1.19E-09
-51.0001;-1.12E-09;3.591625;0.0500004;4.57E-10;3.591625;;;;4.57E-10;1.12E-09
-50.5;-1.07E-09;3.768183;0.0499997;4.27E-10;3.768183;;;;4.27E-10;1.07E-09
-50;-1.01E-09;3.944879;0.05;3.86E-10;3.944879;;;;3.86E-10;1.01E-09
-49.5001;-9.55E-10;4.122285;0.0499999;3.47E-10;4.122285;;;;3.47E-10;9.55E-10
-49.0001;-8.73E-10;4.298849;0.0500001;2.86E-10;4.298849;;;;2.86E-10;8.73E-10
-48.5;-7.67E-10;4.477215;0.0500002;2.00E-10;4.477215;;;;2E-10;7.67E-10
-48.0001;-6.13E-10;4.65369;0.0499997;6.17E-11;4.65369;;;;6.17E-11;6.13E-10
-47.5;-4.95E-10;4.855127;0.0500002;-3.58E-11;4.855127;;;;3.58E-11;4.95E-10
-47.0001;-3.13E-10;5.031668;0.0499999;-1.98E-10;5.031668;;;;1.98E-10;3.13E-10
-46.5;-2.71E-10;5.208111;0.0499995;-2.29E-10;5.208111;;;;2.29E-10;2.71E-10
-46.0001;-4.91E-10;5.421206;0.0499998;2.17E-12;5.421206;;;;2.17E-12;4.91E-10
-45.5;-5.99E-10;5.597853;0.0499999;1.29E-10;5.597853;;;;1.29E-10;5.99E-10
-45.0001;-6.69E-10;5.774325;0.05;2.14E-10;5.774325;;;;2.14E-10;6.69E-10
-44.5001;-6.78E-10;5.950925;0.0499999;2.35E-10;5.950925;;;;2.35E-10;6.78E-10
-44;-6.56E-10;6.127389;0.0499998;2.25E-10;6.127389;;;;2.25E-10;6.56E-10
-43.5001;-6.27E-10;6.304012;0.0500002;2.11E-10;6.304012;;;;2.11E-10;6.27E-10
-43.0001;-6.07E-10;6.48269;0.0499998;2.02E-10;6.48269;;;;2.02E-10;6.07E-10
-42.5;-5.92E-10;6.659134;0.0500003;1.97E-10;6.659134;;;;1.97E-10;5.92E-10
-42.0001;-5.71E-10;6.859678;0.0500001;1.88E-10;6.859678;;;;1.88E-10;5.71E-10
-41.4999;-5.63E-10;7.036242;0.0499999;1.88E-10;7.036242;;;;1.88E-10;5.63E-10
-41.0001;-5.26E-10;7.21255;0.0499996;1.68E-10;7.21255;;;;1.68E-10;5.26E-10
-40.5;-5.10E-10;7.425518;0.0500004;1.63E-10;7.425518;;;;1.63E-10;5.1E-10
-40;-4.95E-10;7.601912;0.0500001;1.57E-10;7.601912;;;;1.57E-10;4.95E-10
-39.5;-4.76E-10;7.77832;0.05;1.49E-10;7.77832;;;;1.49E-10;4.76E-10
-39.0001;-4.66E-10;7.954747;0.0500005;1.47E-10;7.954747;;;;1.47E-10;4.66E-10
-38.5;-4.50E-10;8.13108;0.05;1.40E-10;8.13108;;;;1.4E-10;4.5E-10
-38.0001;-4.29E-10;8.30749;0.0500003;1.32E-10;8.30749;;;;1.32E-10;4.29E-10
-37.5;-4.23E-10;8.484002;0.0499997;1.30E-10;8.484002;;;;1.3E-10;4.23E-10
-37;-3.97E-10;8.660356;0.0500005;1.20E-10;8.660356;;;;1.2E-10;3.97E-10
-36.5;-3.83E-10;8.836774;0.05;1.14E-10;8.836774;;;;1.14E-10;3.83E-10
-36.0001;-3.71E-10;9.021574;0.0499999;1.11E-10;9.021574;;;;1.11E-10;3.71E-10
-35.5001;-3.57E-10;9.19778;0.0499997;1.05E-10;9.19778;;;;1.05E-10;3.57E-10
-35.0001;-3.49E-10;9.40629;0.0499998;1.01E-10;9.40629;;;;1.01E-10;3.49E-10
-34.5;-3.42E-10;9.582703;0.0499997;1.02E-10;9.582703;;;;1.02E-10;3.42E-10
-34.0001;-3.28E-10;9.759152;0.0499996;9.61E-11;9.759152;;;;9.61E-11;3.28E-10
-33.5001;-3.13E-10;9.936686;0.0499995;8.84E-11;9.936686;;;;8.84E-11;3.13E-10
-33.0001;-2.95E-10;10.112944;0.0499996;8.20E-11;10.112944;;;;8.2E-11;2.95E-10
-32.5001;-2.88E-10;10.289332;0.0500002;8.07E-11;10.289332;;;;8.07E-11;2.88E-10
-32.0001;-2.79E-10;10.468065;0.0500005;7.72E-11;10.468065;;;;7.72E-11;2.79E-10
-31.5;-2.67E-10;10.644393;0.05;7.32E-11;10.644393;;;;7.32E-11;2.67E-10
-31;-2.59E-10;10.820702;0.0500002;7.03E-11;10.820702;;;;7.03E-11;2.59E-10
-30.5001;-2.41E-10;10.998953;0.0499998;6.18E-11;10.998953;;;;6.18E-11;2.41E-10
-30;-2.30E-10;11.175334;0.0499998;5.81E-11;11.175334;;;;5.81E-11;2.3E-10
-29.5001;-2.19E-10;11.372062;0.0500008;5.33E-11;11.372062;;;;5.33E-11;2.19E-10
-29.0001;-2.12E-10;11.548432;0.0500001;5.25E-11;11.548432;;;;5.25E-11;2.12E-10
-28.5001;-1.94E-10;11.724725;0.0499998;4.26E-11;11.724725;;;;4.26E-11;1.94E-10
-28.0001;-1.91E-10;11.934001;0.0500001;4.31E-11;11.934001;;;;4.31E-11;1.91E-10
-27.5;-1.88E-10;12.110245;0.0500002;4.40E-11;12.110245;;;;4.4E-11;1.88E-10
-27.0001;-1.66E-10;12.286454;0.0499992;3.24E-11;12.286454;;;;3.24E-11;1.66E-10
-26.5001;-1.57E-10;12.462814;0.0500003;2.98E-11;12.462814;;;;2.98E-11;1.57E-10
-26.0001;-1.49E-10;12.639178;0.0499997;2.73E-11;12.639178;;;;2.73E-11;1.49E-10
-25.5;-1.43E-10;12.815346;0.0499999;2.57E-11;12.815346;;;;2.57E-11;1.43E-10
-25;-1.21E-10;12.992063;0.05;1.49E-11;12.992063;;;;1.49E-11;1.21E-10
-24.5001;-1.17E-10;13.16827;0.0499997;1.44E-11;13.16827;;;;1.44E-11;1.17E-10
-24.0001;-1.12E-10;13.344557;0.0499998;1.42E-11;13.344557;;;;1.42E-11;1.12E-10
-23.5;-1.01E-10;13.5337;0.05;8.56E-12;13.5337;;;;8.56E-12;1.01E-10
-23.0001;-9.15E-11;13.709985;0.0499998;4.44E-12;13.709985;;;;4.44E-12;9.15E-11
-22.5001;-8.85E-11;13.914744;0.05;3.01E-12;13.914744;;;;3.01E-12;8.85E-11
-22;-6.70E-11;14.091069;0.0499999;-7.97E-12;14.091069;;;;7.97E-12;6.7E-11
-21.5;-6.29E-11;14.267434;0.0500001;-8.63E-12;14.267434;;;;8.63E-12;6.29E-11
-21.0001;-5.33E-11;14.448419;0.0499995;-1.39E-11;14.448419;;;;1.39E-11;5.33E-11
-20.5001;-3.43E-11;14.624689;0.05;-2.35E-11;14.624689;;;;2.35E-11;3.43E-11
-20;-2.27E-11;14.800764;0.0499999;-3.09E-11;14.800764;;;;3.09E-11;2.27E-11
-19.5001;-1.79E-11;14.97705;0.0500001;-3.41E-11;14.97705;;;;3.41E-11;1.79E-11
-19.0001;8.60E-13;15.153164;0.0499998;-4.57E-11;15.153164;;;;4.57E-11;8.6E-13
-18.5;2.21E-11;15.329212;0.0499999;-6.02E-11;15.329212;;;;6.02E-11;2.21E-11
-18;3.27E-11;15.507288;0.0500002;-6.85E-11;15.507288;;;;6.85E-11;3.27E-11
-17.5001;6.37E-11;15.683431;0.0500002;-9.04E-11;15.683431;;;;9.04E-11;6.37E-11
-17;7.43E-11;15.884426;0.0500004;-1.01E-10;15.884426;;;;1.01E-10;7.43E-11
-16.5;1.04E-10;16.060515;0.05;-1.22E-10;16.060515;;;;1.22E-10;1.04E-10
-16;1.23E-10;16.236523;0.0499999;-1.37E-10;16.236523;;;;1.37E-10;1.23E-10
-15.5;1.45E-10;16.450495;0.05;-1.58E-10;16.450495;;;;1.58E-10;1.45E-10
-15.0001;1.78E-10;16.626626;0.0499999;-1.84E-10;16.626626;;;;1.84E-10;1.78E-10
-14.4999;2.04E-10;16.80273;0.0500004;-2.08E-10;16.80273;;;;2.08E-10;2.04E-10
-14;2.44E-10;16.978996;0.0500002;-2.42E-10;16.978996;;;;2.42E-10;2.44E-10
-13.5;2.89E-10;17.155066;0.05;-2.80E-10;17.155066;;;;2.8E-10;2.89E-10
-13.0001;3.30E-10;17.331158;0.0499999;-3.15E-10;17.331158;;;;3.15E-10;3.3E-10
-12.5;3.75E-10;17.507856;0.0499997;-3.56E-10;17.507856;;;;3.56E-10;3.75E-10
-12.0001;4.30E-10;17.68401;0.0500003;-4.07E-10;17.68401;;;;4.07E-10;4.3E-10
-11.5001;4.85E-10;17.860025;0.05;-4.61E-10;17.860025;;;;4.61E-10;4.85E-10
-11.0001;5.46E-10;18.046038;0.0500003;-5.17E-10;18.046038;;;;5.17E-10;5.46E-10
-10.5;6.41E-10;18.222021;0.0500002;-6.04E-10;18.222021;;;;6.04E-10;6.41E-10
-10;7.06E-10;18.431241;0.0499996;-6.71E-10;18.431241;;;;6.71E-10;7.06E-10
-9.5;8.13E-10;18.607432;0.0500001;-7.71E-10;18.607432;;;;7.71E-10;8.13E-10
-9;9.17E-10;18.783426;0.0500001;-8.71E-10;18.783426;;;;8.71E-10;9.17E-10
-8.5;1.03E-09;18.961201;0.0500002;-9.73E-10;18.961201;;;;9.73E-10;1.03E-09
-8.0001;1.16E-09;19.137279;0.0500003;-1.10E-09;19.137279;;;;1.1E-09;1.16E-09
-7.5001;1.26E-09;19.313369;0.0499994;-1.21E-09;19.313369;;;;1.21E-09;1.26E-09
-7;1.38E-09;19.48961;0.0500001;-1.31E-09;19.48961;;;;1.31E-09;1.38E-09
-6.5001;1.54E-09;19.665915;0.0500001;-1.46E-09;19.665915;;;;1.46E-09;1.54E-09
-6;1.67E-09;19.84195;0.0499999;-1.58E-09;19.84195;;;;1.58E-09;1.67E-09
-5.5;1.79E-09;20.019875;0.0499998;-1.69E-09;20.019875;;;;1.69E-09;1.79E-09
-5;1.94E-09;20.195926;0.0499999;-1.81E-09;20.195926;;;;1.81E-09;1.94E-09
-4.5001;2.04E-09;20.37197;0.0499995;-1.87E-09;20.37197;;;;1.87E-09;2.04E-09
-4;2.14E-09;20.553767;0.0499992;-1.92E-09;20.553767;;;;1.92E-09;2.14E-09
-3.5001;2.18E-09;20.729818;0.0499993;-1.88E-09;20.729818;;;;1.88E-09;2.18E-09
-3.0001;2.06E-09;20.93916;0.0499994;-1.65E-09;20.93916;;;;1.65E-09;2.06E-09
-2.5001;2.05E-09;21.11539;0.0499996;-1.53E-09;21.11539;;;;1.53E-09;2.05E-09
-2;1.99E-09;21.291585;0.0499993;-1.34E-09;21.291585;;;;1.34E-09;1.99E-09
-1.5001;1.84E-09;21.467878;0.0499996;-1.15E-09;21.467878;;;;1.15E-09;1.84E-09
-1;1.62E-09;21.644005;0.0499993;-9.40E-10;21.644005;;;;9.4E-10;1.62E-09
-0.5;1.40E-09;21.819998;0.0499998;-7.85E-10;21.819998;;;;7.85E-10;1.4E-09
-0.0001;1.18E-09;21.996187;0.0499998;-6.64E-10;21.996187;;;;6.64E-10;1.18E-09
0.4999;1.02E-09;22.17232;0.0500001;-5.82E-10;22.17232;;;;5.82E-10;1.02E-09
1;8.70E-10;22.348394;0.0500002;-5.14E-10;22.348394;;;;5.14E-10;8.7E-10
1.5;7.24E-10;22.526924;0.0499994;-4.51E-10;22.526924;;;;4.51E-10;7.24E-10
1.9999;6.12E-10;22.703023;0.0499995;-4.00E-10;22.703023;;;;4E-10;6.12E-10
2.4999;5.27E-10;22.87904;0.0499997;-3.52E-10;22.87904;;;;3.52E-10;5.27E-10
2.9999;4.31E-10;23.06076;0.0499993;-2.86E-10;23.06076;;;;2.86E-10;4.31E-10
3.4999;3.80E-10;23.236739;0.05;-2.43E-10;23.236739;;;;2.43E-10;3.8E-10
3.9999;2.45E-10;23.445938;0.0499998;-1.15E-10;23.445938;;;;1.15E-10;2.45E-10
4.4999;2.85E-10;23.622187;0.0499995;-1.52E-10;23.622187;;;;1.52E-10;2.85E-10
4.9999;2.61E-10;23.798192;0.0499998;-1.26E-10;23.798192;;;;1.26E-10;2.61E-10
5.5;2.31E-10;23.976408;0.0499993;-9.13E-11;23.976408;;;;9.13E-11;2.31E-10
6;2.06E-10;24.15246;0.0500007;-6.58E-11;24.15246;;;;6.58E-11;2.06E-10
6.4999;2.01E-10;24.328607;0.0499994;-5.24E-11;24.328607;;;;5.24E-11;2.01E-10
7;1.88E-10;24.504817;0.0500001;-3.68E-11;24.504817;;;;3.68E-11;1.88E-10
7.5;1.87E-10;24.680955;0.05;-3.06E-11;24.680955;;;;3.06E-11;1.87E-10
8;1.75E-10;24.856933;0.0500004;-1.90E-11;24.856933;;;;1.9E-11;1.75E-10
8.4999;1.68E-10;25.035395;0.0500001;-9.82E-12;25.035395;;;;9.82E-12;1.68E-10
8.9999;1.71E-10;25.211539;0.05;-8.58E-12;25.211539;;;;8.58E-12;1.71E-10
9.5;1.69E-10;25.411632;0.0499998;-6.39E-12;25.411632;;;;6.39E-12;1.69E-10
9.9999;1.69E-10;25.58796;0.0500003;-4.66E-12;25.58796;;;;4.66E-12;1.69E-10
10.5;1.71E-10;25.76408;0.0500001;-3.12E-12;25.76408;;;;3.12E-12;1.71E-10
11;1.68E-10;25.978079;0.0500002;-4.20E-13;25.978079;;;;4.2E-13;1.68E-10
11.5;1.86E-10;26.154401;0.0500005;-8.13E-12;26.154401;;;;8.13E-12;1.86E-10
12;1.82E-10;26.330501;0.0500003;-3.88E-12;26.330501;;;;3.88E-12;1.82E-10
12.4999;1.88E-10;26.50673;0.0500003;-5.41E-12;26.50673;;;;5.41E-12;1.88E-10
12.9999;1.94E-10;26.682965;0.05;-7.69E-12;26.682965;;;;7.69E-12;1.94E-10
13.4999;2.04E-10;26.858996;0.0500006;-1.01E-11;26.858996;;;;1.01E-11;2.04E-10
14;1.96E-10;27.03516;0.0500001;-2.62E-12;27.03516;;;;2.62E-12;1.96E-10
14.4999;2.08E-10;27.21126;0.0499996;-8.79E-12;27.21126;;;;8.79E-12;2.08E-10
14.9999;2.04E-10;27.387328;0.0500004;-3.70E-12;27.387328;;;;3.7E-12;2.04E-10
15.5;2.18E-10;27.573193;0.05;-9.85E-12;27.573193;;;;9.85E-12;2.18E-10
15.9999;2.16E-10;27.749298;0.0500001;-6.72E-12;27.749298;;;;6.72E-12;2.16E-10
16.4999;2.19E-10;27.959124;0.0499996;-8.52E-12;27.959124;;;;8.52E-12;2.19E-10
16.9999;2.35E-10;28.135296;0.0499999;-1.44E-11;28.135296;;;;1.44E-11;2.35E-10
17.5;2.27E-10;28.311519;0.0500003;-7.39E-12;28.311519;;;;7.39E-12;2.27E-10
17.9999;2.38E-10;28.488706;0.0500003;-1.19E-11;28.488706;;;;1.19E-11;2.38E-10
18.5;2.33E-10;28.664785;0.0499997;-6.19E-12;28.664785;;;;6.19E-12;2.33E-10
18.9999;2.37E-10;28.840806;0.0499999;-7.22E-12;28.840806;;;;7.22E-12;2.37E-10
19.5;2.44E-10;29.017154;0.05;-8.40E-12;29.017154;;;;8.4E-12;2.44E-10
20;2.47E-10;29.193222;0.0500009;-7.82E-12;29.193222;;;;7.82E-12;2.47E-10
20.5;2.53E-10;29.369288;0.0500003;-8.99E-12;29.369288;;;;8.99E-12;2.53E-10
20.9999;2.50E-10;29.547848;0.05;-6.14E-12;29.547848;;;;6.14E-12;2.5E-10
21.5;2.45E-10;29.724161;0.0499999;-3.30E-13;29.724161;;;;3.3E-13;2.45E-10
22;2.56E-10;29.924109;0.0500002;-6.34E-12;29.924109;;;;6.34E-12;2.56E-10
22.5;2.66E-10;30.10046;0.0500002;-8.22E-12;30.10046;;;;8.22E-12;2.66E-10
23;2.91E-10;30.27686;0.0500006;-1.97E-11;30.27686;;;;1.97E-11;2.91E-10
23.5;2.69E-10;30.49081;0.0500006;-7.66E-12;30.49081;;;;7.66E-12;2.69E-10
24;2.64E-10;30.667221;0.0499997;4.20E-13;30.667221;;;;4.2E-13;2.64E-10
24.4999;3.02E-10;30.843365;0.0500002;-2.10E-11;30.843365;;;;2.1E-11;3.02E-10
25;2.95E-10;31.019667;0.0499998;-1.31E-11;31.019667;;;;1.31E-11;2.95E-10
25.4999;2.84E-10;31.195899;0.0499997;-4.92E-12;31.195899;;;;4.92E-12;2.84E-10
25.9999;2.96E-10;31.372267;0.0500002;-8.31E-12;31.372267;;;;8.31E-12;2.96E-10
26.5;2.80E-10;31.548622;0.0500001;4.23E-12;31.548622;;;;4.23E-12;2.8E-10
26.9999;3.04E-10;31.724923;0.0499999;-7.15E-12;31.724923;;;;7.15E-12;3.04E-10
27.5;3.14E-10;31.901204;0.0499996;-9.61E-12;31.901204;;;;9.61E-12;3.14E-10
27.9999;3.13E-10;32.086934;0.0500003;-6.26E-12;32.086934;;;;6.26E-12;3.13E-10
28.5;3.20E-10;32.263143;0.0500004;-8.45E-12;32.263143;;;;8.45E-12;3.2E-10
29;3.14E-10;32.472447;0.0500001;-5.33E-12;32.472447;;;;5.33E-12;3.14E-10
29.4999;3.21E-10;32.648901;0.0500005;-5.25E-12;32.648901;;;;5.25E-12;3.21E-10
30;3.26E-10;32.825111;0.0499998;-5.93E-12;32.825111;;;;5.93E-12;3.26E-10
30.5;3.40E-10;33.00274;0.0500004;-1.21E-11;33.00274;;;;1.21E-11;3.4E-10
30.9999;3.48E-10;33.178939;0.0500002;-1.26E-11;33.178939;;;;1.26E-11;3.48E-10
31.5;3.36E-10;33.355281;0.0500003;-3.25E-12;33.355281;;;;3.25E-12;3.36E-10
32;3.48E-10;33.533436;0.0499999;-9.23E-12;33.533436;;;;9.23E-12;3.48E-10
32.4999;3.57E-10;33.709992;0.0500001;-1.18E-11;33.709992;;;;1.18E-11;3.57E-10
33;3.65E-10;33.88625;0.0500001;-1.47E-11;33.88625;;;;1.47E-11;3.65E-10
33.5;3.68E-10;34.064473;0.0500003;-1.67E-11;34.064473;;;;1.67E-11;3.68E-10
34;3.74E-10;34.240764;0.0500004;-1.72E-11;34.240764;;;;1.72E-11;3.74E-10
34.5;3.85E-10;34.437542;0.0499993;-2.40E-11;34.437542;;;;2.4E-11;3.85E-10
35;4.08E-10;34.613892;0.05;-3.60E-11;34.613892;;;;3.6E-11;4.08E-10
35.4999;4.16E-10;34.790206;0.0499998;-3.75E-11;34.790206;;;;3.75E-11;4.16E-10
36;4.09E-10;35.004228;0.0499997;-3.30E-11;35.004228;;;;3.3E-11;4.09E-10
36.4999;4.15E-10;35.180497;0.0499993;-3.25E-11;35.180497;;;;3.25E-11;4.15E-10
36.9999;4.26E-10;35.356956;0.0499995;-3.67E-11;35.356956;;;;3.67E-11;4.26E-10
37.4999;4.45E-10;35.533377;0.0500002;-4.60E-11;35.533377;;;;4.6E-11;4.45E-10
37.9999;4.46E-10;35.709787;0.0500002;-3.97E-11;35.709787;;;;3.97E-11;4.46E-10
38.5;4.61E-10;35.886006;0.0499995;-4.85E-11;35.886006;;;;4.85E-11;4.61E-10
38.9999;4.49E-10;36.064838;0.0500003;-3.77E-11;36.064838;;;;3.77E-11;4.49E-10
39.4999;4.69E-10;36.241273;0.0500004;-4.88E-11;36.241273;;;;4.88E-11;4.69E-10
40;4.71E-10;36.417623;0.0499998;-4.63E-11;36.417623;;;;4.63E-11;4.71E-10
40.4999;4.84E-10;36.599534;0.0500001;-5.35E-11;36.599534;;;;5.35E-11;4.84E-10
41;4.96E-10;36.775956;0.0500001;-5.80E-11;36.775956;;;;5.8E-11;4.96E-10
41.4999;4.82E-10;36.985082;0.0500001;-4.66E-11;36.985082;;;;4.66E-11;4.82E-10
