Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.6593e-05	1.23e-09	-10.0	2.0
1.0	1.6822e-05	1.004e-09	-10.0	2.0
1.5	1.692e-05	9.6759e-10	-10.0	2.0
2.0	1.6996e-05	9.4299e-10	-10.0	2.0
2.5	1.7059e-05	9.3067e-10	-10.0	2.0
3.0	1.7113e-05	9.1763e-10	-10.0	2.0
3.5	1.7164e-05	9.0594e-10	-10.0	2.0
4.0	1.7204e-05	9.0675e-10	-10.0	2.0
4.5	1.724e-05	8.901e-10	-10.0	2.0
5.0	1.7274e-05	8.9506e-10	-10.0	2.0
5.5	1.7304e-05	8.8917e-10	-10.0	2.0
6.0	1.7334e-05	8.7676e-10	-10.0	2.0
6.5	1.7362e-05	8.7672e-10	-10.0	2.0
7.0	1.7385e-05	8.7604e-10	-10.0	2.0
7.5	1.7408e-05	8.6984e-10	-10.0	2.0
8.0	1.7429e-05	8.6064e-10	-10.0	2.0
8.5	1.7448e-05	8.6497e-10	-10.0	2.0
9.0	1.7468e-05	8.5562e-10	-10.0	2.0
9.5	1.7488e-05	8.637e-10	-10.0	2.0
10.0	1.7503e-05	8.5582e-10	-10.0	2.0
10.5	1.7518e-05	8.5351e-10	-10.0	2.0
11.0	1.7531e-05	8.5963e-10	-10.0	2.0
11.5	1.7545e-05	8.5159e-10	-10.0	2.0
12.0	1.7557e-05	8.4802e-10	-10.0	2.0
12.5	1.7569e-05	8.4668e-10	-10.0	2.0
13.0	1.7586e-05	8.3829e-10	-10.0	2.0
13.5	1.7594e-05	8.493e-10	-10.0	2.0
14.0	1.7607e-05	8.4449e-10	-10.0	2.0
14.5	1.762e-05	8.3824e-10	-10.0	2.0
15.0	1.763e-05	8.4016e-10	-10.0	2.0
15.5	1.7641e-05	8.2634e-10	-10.0	2.0
16.0	1.7651e-05	8.2658e-10	-10.0	2.0
16.5	1.7662e-05	8.2891e-10	-10.0	2.0
17.0	1.7672e-05	8.287e-10	-10.0	2.0
17.5	1.7679e-05	8.3135e-10	-10.0	2.0
18.0	1.7686e-05	8.3469e-10	-10.0	2.0
18.5	1.7695e-05	8.2552e-10	-10.0	2.0
19.0	1.7704e-05	8.2367e-10	-10.0	2.0
19.5	1.7709e-05	8.2577e-10	-10.0	2.0
20.0	1.7719e-05	8.3089e-10	-10.0	2.0
20.5	1.7727e-05	8.3146e-10	-10.0	2.0
21.0	1.7732e-05	8.2111e-10	-10.0	2.0
21.5	1.7743e-05	8.1998e-10	-10.0	2.0
22.0	1.775e-05	8.3181e-10	-10.0	2.0
22.5	1.7756e-05	8.1658e-10	-10.0	2.0
23.0	1.776e-05	8.1725e-10	-10.0	2.0
23.5	1.7764e-05	8.1923e-10	-10.0	2.0
24.0	1.7768e-05	8.0986e-10	-10.0	2.0
24.5	1.7777e-05	8.0908e-10	-10.0	2.0
25.0	1.7784e-05	8.0145e-10	-10.0	2.0
25.5	1.7789e-05	8.1034e-10	-10.0	2.0
26.0	1.7793e-05	8.0642e-10	-10.0	2.0
26.5	1.7796e-05	8.0831e-10	-10.0	2.0
27.0	1.7801e-05	8.103e-10	-10.0	2.0
27.5	1.7811e-05	8.0157e-10	-10.0	2.0
28.0	1.7816e-05	8.0877e-10	-10.0	2.0
28.5	1.7824e-05	8.1091e-10	-10.0	2.0
29.0	1.7827e-05	8.0934e-10	-10.0	2.0
29.5	1.7831e-05	8.0265e-10	-10.0	2.0
30.0	1.7833e-05	8.0689e-10	-10.0	2.0
30.5	1.7837e-05	7.963e-10	-10.0	2.0
31.0	1.784e-05	7.9881e-10	-10.0	2.0
31.5	1.7844e-05	8.0229e-10	-10.0	2.0
32.0	1.7848e-05	7.9482e-10	-10.0	2.0
32.5	1.7851e-05	7.8819e-10	-10.0	2.0
33.0	1.7853e-05	7.8723e-10	-10.0	2.0
33.5	1.7859e-05	7.9936e-10	-10.0	2.0
34.0	1.7866e-05	7.9621e-10	-10.0	2.0
34.5	1.7869e-05	7.9309e-10	-10.0	2.0
35.0	1.7873e-05	7.853e-10	-10.0	2.0
35.5	1.7878e-05	7.9233e-10	-10.0	2.0
36.0	1.7881e-05	7.9008e-10	-10.0	2.0
36.5	1.7885e-05	7.8733e-10	-10.0	2.0
37.0	1.7887e-05	7.8586e-10	-10.0	2.0
37.5	1.7893e-05	7.8427e-10	-10.0	2.0
38.0	1.7894e-05	7.8044e-10	-10.0	2.0
38.5	1.7895e-05	7.8654e-10	-10.0	2.0
39.0	1.7899e-05	7.8663e-10	-10.0	2.0
39.5	1.7901e-05	7.8201e-10	-10.0	2.0
40.0	1.7904e-05	7.8849e-10	-10.0	2.0
40.5	1.7911e-05	7.787e-10	-10.0	2.0
41.0	1.7913e-05	7.8328e-10	-10.0	2.0
41.5	1.7916e-05	7.7868e-10	-10.0	2.0
42.0	1.7918e-05	7.8153e-10	-10.0	2.0
42.5	1.7922e-05	7.7857e-10	-10.0	2.0
43.0	1.7922e-05	7.7284e-10	-10.0	2.0
43.5	1.7922e-05	7.8387e-10	-10.0	2.0
44.0	1.7924e-05	7.7248e-10	-10.0	2.0
44.5	1.7926e-05	7.7387e-10	-10.0	2.0
45.0	1.7929e-05	7.6828e-10	-10.0	2.0
45.5	1.7935e-05	7.5918e-10	-10.0	2.0
46.0	1.7935e-05	7.7329e-10	-10.0	2.0
46.5	1.7936e-05	7.6951e-10	-10.0	2.0
47.0	1.7941e-05	7.692e-10	-10.0	2.0
47.5	1.7943e-05	7.7532e-10	-10.0	2.0
48.0	1.7947e-05	7.7119e-10	-10.0	2.0
48.5	1.795e-05	7.6829e-10	-10.0	2.0
49.0	1.7951e-05	7.6779e-10	-10.0	2.0
49.5	1.7957e-05	7.7092e-10	-10.0	2.0
50.0	1.7957e-05	7.7133e-10	-10.0	2.0
50.5	1.7961e-05	7.5929e-10	-10.0	2.0
51.0	1.7963e-05	7.5215e-10	-10.0	2.0
51.5	1.7964e-05	7.6696e-10	-10.0	2.0
52.0	1.7965e-05	7.7288e-10	-10.0	2.0
52.5	1.7966e-05	7.666e-10	-10.0	2.0
53.0	1.7969e-05	7.5497e-10	-10.0	2.0
53.5	1.7973e-05	7.5385e-10	-10.0	2.0
54.0	1.7974e-05	7.5521e-10	-10.0	2.0
54.5	1.7974e-05	7.6006e-10	-10.0	2.0
55.0	1.7976e-05	7.541e-10	-10.0	2.0
55.5	1.7978e-05	7.6493e-10	-10.0	2.0
56.0	1.7983e-05	7.4057e-10	-10.0	2.0
56.5	1.7987e-05	7.6045e-10	-10.0	2.0
57.0	1.7987e-05	7.6262e-10	-10.0	2.0
57.5	1.7989e-05	7.4299e-10	-10.0	2.0
58.0	1.7991e-05	7.5106e-10	-10.0	2.0
58.5	1.799e-05	7.5315e-10	-10.0	2.0
59.0	1.7996e-05	7.5301e-10	-10.0	2.0
59.5	1.7998e-05	7.5882e-10	-10.0	2.0
60.0	1.7998e-05	7.4862e-10	-10.0	2.0
60.5	1.8e-05	7.4783e-10	-10.0	2.0
61.0	1.8002e-05	7.4338e-10	-10.0	2.0
61.5	1.8001e-05	7.4713e-10	-10.0	2.0
62.0	1.8002e-05	7.5037e-10	-10.0	2.0
62.5	1.8002e-05	7.4574e-10	-10.0	2.0
63.0	1.8001e-05	7.5037e-10	-10.0	2.0
63.5	1.8005e-05	7.4946e-10	-10.0	2.0
64.0	1.8007e-05	7.3552e-10	-10.0	2.0
64.5	1.8007e-05	7.3762e-10	-10.0	2.0
65.0	1.8013e-05	7.4637e-10	-10.0	2.0
65.5	1.8015e-05	7.3902e-10	-10.0	2.0
66.0	1.8016e-05	7.345e-10	-10.0	2.0
66.5	1.8016e-05	7.4508e-10	-10.0	2.0
67.0	1.8018e-05	7.3934e-10	-10.0	2.0
