File Name: 12_Sample14_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;13:29:38;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);;Time_500uA (s);IDrain_dark (A);;Time_500uA (s);IDrain_raw (A);Fit (A);dI (A)
5.99E+05;1.00E+00;7.80E-10;5.00E+01;7.10E-11;;;;599.00;7.80E-10;;;;;;;;
6.00E+05;1.00E+00;7.78E-10;5.00E+01;7.17E-11;;;;599.50;7.78E-10;;;;;;;;
6.00E+05;1.00E+00;7.69E-10;5.00E+01;7.12E-11;;;;600.00;7.69E-10;;;;;;;;
6.01E+05;1.00E+00;7.59E-10;5.00E+01;7.16E-11;;;;600.50;7.59E-10;;;;;;;;
6.01E+05;1.00E+00;7.55E-10;5.00E+01;7.14E-11;;;;601.00;7.55E-10;;;;;;;;
6.02E+05;1.00E+00;7.49E-10;5.00E+01;7.10E-11;;;;601.50;7.49E-10;;;;;;;;
6.02E+05;1.00E+00;7.53E-10;5.00E+01;7.09E-11;;;;602.00;7.53E-10;;;;;;;;
6.03E+05;1.00E+00;7.58E-10;5.00E+01;7.09E-11;;;;602.50;7.58E-10;;;;;;;;
6.03E+05;1.00E+00;7.73E-10;5.00E+01;7.18E-11;;;;603.00;7.73E-10;;;;;;;;
6.04E+05;1.00E+00;7.79E-10;5.00E+01;7.21E-11;;;;603.50;7.79E-10;;;;;;;;
6.04E+05;1.00E+00;7.77E-10;5.00E+01;7.16E-11;;;;604.00;7.77E-10;;;;;;;;
6.05E+05;1.00E+00;7.67E-10;5.00E+01;7.15E-11;;;;604.50;7.67E-10;;;;;;;;
6.05E+05;1.00E+00;7.77E-10;5.00E+01;7.04E-11;;;;605.00;7.77E-10;;;;;;;;
6.06E+05;1.00E+00;7.83E-10;5.00E+01;7.04E-11;;;;605.50;7.83E-10;;;;;;;;
6.06E+05;1.00E+00;7.79E-10;5.00E+01;7.13E-11;;;;606.00;7.79E-10;;;;;;;;
6.07E+05;1.00E+00;7.80E-10;5.00E+01;7.07E-11;;;;606.50;7.80E-10;;;;;;;;
6.07E+05;1.00E+00;1.15E-09;5.00E+01;3.53E-09;;;;607.00;1.15E-09;;;;;;;;
6.08E+05;1.00E+00;1.20E-09;5.00E+01;9.37E-09;;;;607.50;1.20E-09;;;;;;;;
6.08E+05;1.00E+00;1.19E-09;5.00E+01;9.36E-09;;;;608.00;1.19E-09;;;;;;;;
6.09E+05;1.00E+00;1.19E-09;5.00E+01;9.36E-09;;;;608.50;1.19E-09;;;;;;;;
6.09E+05;1.00E+00;1.17E-09;5.00E+01;9.35E-09;;;;609.00;1.17E-09;;;;;;;;
6.10E+05;1.00E+00;1.17E-09;5.00E+01;9.34E-09;;;;609.50;1.17E-09;;;;;;;;
6.10E+05;1.00E+00;1.21E-09;5.00E+01;9.34E-09;;;;610.00;1.21E-09;;;;;;;;
6.11E+05;1.00E+00;1.19E-09;5.00E+01;9.33E-09;;;;610.50;1.19E-09;;;;;;;;
6.11E+05;1.00E+00;1.16E-09;5.00E+01;9.33E-09;;;;611.00;1.16E-09;;;;;;;;
6.12E+05;1.00E+00;1.16E-09;5.00E+01;9.32E-09;;;;611.50;1.16E-09;;;;;;;;
6.12E+05;1.00E+00;1.16E-09;5.00E+01;9.32E-09;;;;612.00;1.16E-09;;;;;;;;
6.13E+05;1.00E+00;1.18E-09;5.00E+01;9.31E-09;;;;612.50;1.18E-09;;;;;;;;
6.13E+05;1.00E+00;1.17E-09;5.00E+01;9.31E-09;;;;613.00;1.17E-09;;;;;;;;
6.14E+05;1.00E+00;1.18E-09;5.00E+01;9.30E-09;;;;613.50;1.18E-09;;;;;;;;
6.14E+05;1.00E+00;1.17E-09;5.00E+01;9.30E-09;;;;614.00;1.17E-09;;;;;;;;
6.15E+05;1.00E+00;1.18E-09;5.00E+01;9.29E-09;;;;614.50;1.18E-09;;;;;;;;
6.15E+05;1.00E+00;1.16E-09;5.00E+01;9.29E-09;;;;615.00;1.16E-09;;;;;;;;
6.16E+05;1.00E+00;1.16E-09;5.00E+01;9.28E-09;;;;615.50;1.16E-09;;;;;;;;
6.16E+05;1.00E+00;1.18E-09;5.00E+01;9.28E-09;;;;616.00;1.18E-09;;;;;;;;
6.17E+05;1.00E+00;1.17E-09;5.00E+01;9.27E-09;;;;616.50;1.17E-09;;;;;;;;
6.17E+05;1.00E+00;1.01E-09;5.00E+01;9.15E-09;;;;617.00;1.01E-09;;;;;;;;
6.18E+05;1.00E+00;8.07E-10;5.00E+01;1.27E-10;;;;617.50;8.07E-10;;;;;;;;
6.18E+05;1.00E+00;7.87E-10;5.00E+01;7.91E-11;;;;618.00;7.87E-10;;;;;;;;
6.19E+05;1.00E+00;7.89E-10;5.00E+01;7.17E-11;;;;618.50;7.89E-10;;;;;;;;
6.19E+05;1.00E+00;8.04E-10;5.00E+01;7.09E-11;;;;619.00;8.04E-10;;;;;;;;
6.20E+05;1.00E+00;8.12E-10;5.00E+01;7.07E-11;;;;619.50;8.12E-10;;;;;;;;
6.20E+05;1.00E+00;8.08E-10;5.00E+01;7.05E-11;;;;620.00;8.08E-10;;;;;;;;
6.21E+05;1.00E+00;7.90E-10;5.00E+01;7.10E-11;;;;620.50;7.90E-10;;;;;;;;
6.21E+05;1.00E+00;7.84E-10;5.00E+01;7.04E-11;;;;621.00;7.84E-10;;;;;;;;
6.22E+05;1.00E+00;7.83E-10;5.00E+01;6.96E-11;;;;621.50;7.83E-10;;;;;;;;
6.22E+05;1.00E+00;7.90E-10;5.00E+01;7.01E-11;;;;622.00;7.90E-10;;;;;;;;
6.23E+05;1.00E+00;7.90E-10;5.00E+01;7.06E-11;;;;622.50;7.90E-10;;;;;;;;
6.23E+05;1.00E+00;7.83E-10;5.00E+01;7.07E-11;;;;623.00;7.83E-10;;;;;;;;
6.24E+05;1.00E+00;7.82E-10;5.00E+01;7.07E-11;;;;623.50;7.82E-10;;;;;;;;
6.24E+05;1.00E+00;7.88E-10;5.00E+01;7.06E-11;;;;624.00;7.88E-10;;;;;;;;
6.25E+05;1.00E+00;7.85E-10;5.00E+01;7.10E-11;;;;624.50;7.85E-10;;;;;;;;
6.25E+05;1.00E+00;7.84E-10;5.00E+01;7.09E-11;;;;625.00;7.84E-10;;;;;;;;
6.26E+05;1.00E+00;7.86E-10;5.00E+01;7.07E-11;;;;625.50;7.86E-10;;;;;;;;
6.26E+05;1.00E+00;7.75E-10;5.00E+01;7.16E-11;;;;626.00;7.75E-10;;;;;;;;
6.27E+05;1.00E+00;7.70E-10;5.00E+01;7.11E-11;;;;626.50;7.70E-10;;;;;;;;
6.27E+05;1.00E+00;1.12E-09;5.00E+01;2.16E-09;;;;627.00;1.12E-09;;;;;;;;
6.28E+05;1.00E+00;1.22E-09;5.00E+01;9.28E-09;;;;627.50;1.22E-09;;;;;;;;
6.28E+05;1.00E+00;1.22E-09;5.00E+01;9.27E-09;;;;628.00;1.22E-09;;;;;;;;
6.29E+05;1.00E+00;1.24E-09;5.00E+01;9.27E-09;;;;628.50;1.24E-09;;;;;;;;
6.29E+05;1.00E+00;1.24E-09;5.00E+01;9.27E-09;;;;629.00;1.24E-09;;;;;;;;
6.30E+05;1.00E+00;1.22E-09;5.00E+01;9.27E-09;;;;629.50;1.22E-09;;;;;;;;
6.30E+05;1.00E+00;1.21E-09;5.00E+01;9.26E-09;;;;630.00;1.21E-09;;;;;;;;
6.31E+05;1.00E+00;1.19E-09;5.00E+01;9.26E-09;;;;630.50;1.19E-09;;;;;;;;
6.31E+05;1.00E+00;1.18E-09;5.00E+01;9.26E-09;;;;631.00;1.18E-09;;;;;;;;
6.32E+05;1.00E+00;1.19E-09;5.00E+01;9.25E-09;;;;631.50;1.19E-09;;;;;;;;
6.32E+05;1.00E+00;1.19E-09;5.00E+01;9.25E-09;;;;632.00;1.19E-09;;;;;;;;
6.33E+05;1.00E+00;1.19E-09;5.00E+01;9.24E-09;;;;632.50;1.19E-09;;;;;;;;
6.33E+05;1.00E+00;1.20E-09;5.00E+01;9.24E-09;;;;633.00;1.20E-09;;;;;;;;
6.34E+05;1.00E+00;1.21E-09;5.00E+01;9.23E-09;;;;633.50;1.21E-09;;;;;;;;
6.34E+05;1.00E+00;1.21E-09;5.00E+01;9.23E-09;;;;634.00;1.21E-09;;;;;;;;
6.35E+05;1.00E+00;1.21E-09;5.00E+01;9.23E-09;;;;634.50;1.21E-09;;;;;;;;
6.35E+05;1.00E+00;1.20E-09;5.00E+01;9.22E-09;;;;635.00;1.20E-09;;;;;;;;
6.36E+05;1.00E+00;1.23E-09;5.00E+01;9.22E-09;;;;635.50;1.23E-09;;;;;;;;
6.36E+05;1.00E+00;1.19E-09;5.00E+01;9.22E-09;;;;636.00;1.19E-09;;;;;;;;
6.37E+05;1.00E+00;1.19E-09;5.00E+01;9.21E-09;;;;636.50;1.19E-09;;;;;;;;
6.37E+05;1.00E+00;9.58E-10;5.00E+01;8.78E-09;;;;637.00;9.58E-10;;;;;;;;
6.38E+05;1.00E+00;8.20E-10;5.00E+01;1.34E-10;;;;637.50;8.20E-10;;;;;;;;
6.38E+05;1.00E+00;8.02E-10;5.00E+01;8.14E-11;;;;638.00;8.02E-10;;;;;;;;
6.39E+05;1.00E+00;8.11E-10;5.00E+01;7.32E-11;;;;638.50;8.11E-10;;;;;;;;
6.39E+05;1.00E+00;7.92E-10;5.00E+01;7.22E-11;;;;639.00;7.92E-10;;;;;;;;
6.40E+05;1.00E+00;7.86E-10;5.00E+01;7.28E-11;;;;639.50;7.86E-10;;;;;;;;
6.40E+05;1.00E+00;7.90E-10;5.00E+01;7.21E-11;;;;640.00;7.90E-10;;;;;;;;
6.41E+05;1.00E+00;7.92E-10;5.00E+01;7.22E-11;;;;640.50;7.92E-10;;;;;;;;
6.41E+05;1.00E+00;7.89E-10;5.00E+01;7.23E-11;;;;641.00;7.89E-10;;;;;;;;
6.42E+05;1.00E+00;7.87E-10;5.00E+01;7.10E-11;;;;641.50;7.87E-10;;;;;;;;
6.42E+05;1.00E+00;7.87E-10;5.00E+01;7.15E-11;;;;642.00;7.87E-10;;;;;;;;
6.43E+05;1.00E+00;7.73E-10;5.00E+01;7.12E-11;;;;642.50;7.73E-10;;;;;;;;
6.43E+05;1.00E+00;7.79E-10;5.00E+01;7.09E-11;;;;643.00;7.79E-10;;;;;;;;
6.44E+05;1.00E+00;7.81E-10;5.00E+01;7.13E-11;;;;643.50;7.81E-10;;;;;;;;
6.44E+05;1.00E+00;7.82E-10;5.00E+01;7.11E-11;;;;644.00;7.82E-10;;;;;;;;
6.45E+05;1.00E+00;7.82E-10;5.00E+01;7.05E-11;;;;644.50;7.82E-10;;;;;;;;
6.45E+05;1.00E+00;7.77E-10;5.00E+01;7.08E-11;;;;645.00;7.77E-10;;;;;;;;
6.46E+05;1.00E+00;7.77E-10;5.00E+01;7.16E-11;;;;645.50;7.77E-10;;;;;;;;
6.46E+05;1.00E+00;7.86E-10;5.00E+01;7.17E-11;;;;646.00;7.86E-10;;;;;;;;
6.47E+05;1.00E+00;7.76E-10;5.00E+01;7.14E-11;;;;646.50;7.76E-10;;;;;;;;
6.47E+05;1.00E+00;1.07E-09;5.00E+01;8.14E-10;;;;647.00;1.07E-09;;;;;;;;
6.48E+05;1.00E+00;1.19E-09;5.00E+01;9.25E-09;;;;647.50;1.19E-09;;;;;;;;
6.48E+05;1.00E+00;1.18E-09;5.00E+01;9.24E-09;;;;648.00;1.18E-09;;;;;;;;
6.49E+05;1.00E+00;1.17E-09;5.00E+01;9.23E-09;;;;648.50;1.17E-09;;;;;;;;
6.49E+05;1.00E+00;1.16E-09;5.00E+01;9.23E-09;;;;649.00;1.16E-09;;;;;;;;
6.50E+05;1.00E+00;1.17E-09;5.00E+01;9.23E-09;;;;649.50;1.17E-09;;;;;;;;
6.50E+05;1.00E+00;1.16E-09;5.00E+01;9.22E-09;;;;650.00;1.16E-09;;;;;;;;
6.51E+05;1.00E+00;1.15E-09;5.00E+01;9.22E-09;;;;650.50;1.15E-09;;;;;;;;
6.51E+05;1.00E+00;1.14E-09;5.00E+01;9.22E-09;;;;651.00;1.14E-09;;;;;;;;
6.52E+05;1.00E+00;1.13E-09;5.00E+01;9.22E-09;;;;651.50;1.13E-09;;;;;;;;
6.52E+05;1.00E+00;1.14E-09;5.00E+01;9.21E-09;;;;652.00;1.14E-09;;;;;;;;
6.53E+05;1.00E+00;1.16E-09;5.00E+01;9.21E-09;;;;652.50;1.16E-09;;;;;;;;
6.53E+05;1.00E+00;1.15E-09;5.00E+01;9.21E-09;;;;653.00;1.15E-09;;;;;;;;
6.54E+05;1.00E+00;1.16E-09;5.00E+01;9.21E-09;;;;653.50;1.16E-09;;;;;;;;
6.54E+05;1.00E+00;1.15E-09;5.00E+01;9.20E-09;;;;654.00;1.15E-09;;;;;;;;
6.55E+05;1.00E+00;1.14E-09;5.00E+01;9.20E-09;;;;654.50;1.14E-09;;;;;;;;
6.55E+05;1.00E+00;1.15E-09;5.00E+01;9.20E-09;;;;655.00;1.15E-09;;;;;;;;
6.56E+05;1.00E+00;1.15E-09;5.00E+01;9.19E-09;;;;655.50;1.15E-09;;;;;;;;
6.56E+05;1.00E+00;1.16E-09;5.00E+01;9.19E-09;;;;656.00;1.16E-09;;;;;;;;
6.57E+05;1.00E+00;1.14E-09;5.00E+01;9.19E-09;;;;656.50;1.14E-09;;;;;;;;
6.57E+05;1.00E+00;1.06E-09;5.00E+01;9.19E-09;;;;657.00;1.06E-09;;;;;;;;
6.58E+05;1.00E+00;8.04E-10;5.00E+01;1.43E-10;;;;657.50;8.04E-10;;;;;;;;
6.58E+05;1.00E+00;7.72E-10;5.00E+01;8.09E-11;;;;658.00;7.72E-10;;;;;;;;
6.59E+05;1.00E+00;7.64E-10;5.00E+01;7.37E-11;;;;658.50;7.64E-10;;;;;;;;
6.59E+05;1.00E+00;7.53E-10;5.00E+01;7.25E-11;;;;659.00;7.53E-10;;;;;;;;
6.60E+05;1.00E+00;7.39E-10;5.00E+01;7.15E-11;;;;659.50;7.39E-10;;;;;;;;
6.60E+05;1.00E+00;7.40E-10;5.00E+01;7.15E-11;;;;660.00;7.40E-10;;;;;;;;
6.61E+05;1.00E+00;7.38E-10;5.00E+01;7.15E-11;;;;660.50;7.38E-10;;;;;;;;
6.61E+05;1.00E+00;7.46E-10;5.00E+01;7.15E-11;;;;661.00;7.46E-10;;;;;;;;
6.62E+05;1.00E+00;7.47E-10;5.00E+01;7.14E-11;;;;661.50;7.47E-10;;;;;;;;
6.62E+05;1.00E+00;7.45E-10;5.00E+01;7.14E-11;;;;662.00;7.45E-10;;;;;;;;
6.63E+05;1.00E+00;7.47E-10;5.00E+01;7.16E-11;;;;662.50;7.47E-10;;;;;;;;
6.63E+05;1.00E+00;7.41E-10;5.00E+01;7.17E-11;;;;663.00;7.41E-10;;;;;;;;
6.64E+05;1.00E+00;7.49E-10;5.00E+01;7.10E-11;;;;663.50;7.49E-10;;;;;;;;
6.64E+05;1.00E+00;7.53E-10;5.00E+01;7.03E-11;;;;664.00;7.53E-10;;;;;;;;
6.65E+05;1.00E+00;7.61E-10;5.00E+01;7.02E-11;;;;664.50;7.61E-10;;;;;;;;
6.65E+05;1.00E+00;7.61E-10;5.00E+01;7.08E-11;;;;665.00;7.61E-10;;;;;;;;
6.66E+05;1.00E+00;7.74E-10;5.00E+01;7.11E-11;;;;665.50;7.74E-10;;;;;;;;
6.66E+05;1.00E+00;7.58E-10;5.00E+01;7.06E-11;;;;666.00;7.58E-10;;;;;;;;
6.67E+05;1.00E+00;7.60E-10;5.00E+01;7.14E-11;;;;666.50;7.60E-10;;;;;;;;
6.67E+05;1.00E+00;1.07E-09;5.00E+01;1.31E-09;;;;667.00;1.07E-09;;;;;;;;
6.68E+05;1.00E+00;1.16E-09;5.00E+01;9.23E-09;;;;667.50;1.16E-09;;;;;;;;
6.68E+05;1.00E+00;1.14E-09;5.00E+01;9.22E-09;;;;668.00;1.14E-09;;;;;;;;
6.69E+05;1.00E+00;1.14E-09;5.00E+01;9.22E-09;;;;668.50;1.14E-09;;;;;;;;
6.69E+05;1.00E+00;1.12E-09;5.00E+01;9.22E-09;;;;669.00;1.12E-09;;;;;;;;
6.70E+05;1.00E+00;1.13E-09;5.00E+01;9.22E-09;;;;669.50;1.13E-09;;;;;;;;
6.70E+05;1.00E+00;1.13E-09;5.00E+01;9.21E-09;;;;670.00;1.13E-09;;;;;;;;
6.71E+05;1.00E+00;1.13E-09;5.00E+01;9.21E-09;;;;670.50;1.13E-09;;;;;;;;
6.71E+05;1.00E+00;1.12E-09;5.00E+01;9.20E-09;;;;671.00;1.12E-09;;;;;;;;
6.72E+05;1.00E+00;1.13E-09;5.00E+01;9.20E-09;;;;671.50;1.13E-09;;;;;;;;
6.72E+05;1.00E+00;1.11E-09;5.00E+01;9.20E-09;;;;672.00;1.11E-09;;;;;;;;
6.73E+05;1.00E+00;1.10E-09;5.00E+01;9.19E-09;;;;672.50;1.10E-09;;;;;;;;
6.73E+05;1.00E+00;1.11E-09;5.00E+01;9.19E-09;;;;673.00;1.11E-09;;;;;;;;
6.74E+05;1.00E+00;1.10E-09;5.00E+01;9.19E-09;;;;673.50;1.10E-09;;;;;;;;
6.74E+05;1.00E+00;1.11E-09;5.00E+01;9.19E-09;;;;674.00;1.11E-09;;;;;;;;
6.75E+05;1.00E+00;1.10E-09;5.00E+01;9.18E-09;;;;674.50;1.10E-09;;;;;;;;
6.75E+05;1.00E+00;1.09E-09;5.00E+01;9.18E-09;;;;675.00;1.09E-09;;;;;;;;
6.76E+05;1.00E+00;1.08E-09;5.00E+01;9.18E-09;;;;675.50;1.08E-09;;;;;;;;
6.76E+05;1.00E+00;1.14E-09;5.00E+01;9.17E-09;;;;676.00;1.14E-09;;;;;;;;
6.77E+05;1.00E+00;1.15E-09;5.00E+01;9.17E-09;;;;676.50;1.15E-09;;;;;;;;
6.77E+05;1.00E+00;1.08E-09;5.00E+01;9.17E-09;;;;677.00;1.08E-09;;;;;;;;
6.78E+05;1.00E+00;8.09E-10;5.00E+01;1.52E-10;;;;677.50;8.09E-10;;;;;;;;
6.78E+05;1.00E+00;7.80E-10;5.00E+01;8.19E-11;;;;678.00;7.80E-10;;;;;;;;
6.79E+05;1.00E+00;7.63E-10;5.00E+01;7.30E-11;;;;678.50;7.63E-10;;;;;;;;
6.79E+05;1.00E+00;7.54E-10;5.00E+01;7.20E-11;;;;679.00;7.54E-10;;;;;;;;
6.80E+05;1.00E+00;7.58E-10;5.00E+01;7.16E-11;;;;679.50;7.58E-10;;;;;;;;
6.80E+05;1.00E+00;7.49E-10;5.00E+01;7.15E-11;;;;680.00;7.49E-10;;;;;;;;
6.81E+05;1.00E+00;7.53E-10;5.00E+01;6.81E-11;;;;680.50;7.53E-10;;;;;;;;
6.81E+05;1.00E+00;7.60E-10;5.00E+01;6.13E-11;;;;681.00;7.60E-10;;;;;;;;
6.82E+05;1.00E+00;7.69E-10;5.00E+01;5.37E-11;;;;681.50;7.69E-10;;;;;;;;
6.82E+05;1.00E+00;7.60E-10;5.00E+01;4.57E-11;;;;682.00;7.60E-10;;;;;;;;
6.83E+05;1.00E+00;7.72E-10;5.00E+01;4.27E-11;;;;682.50;7.72E-10;;;;;;;;
6.83E+05;1.00E+00;7.62E-10;5.00E+01;4.18E-11;;;;683.00;7.62E-10;;;;;;;;
6.84E+05;1.00E+00;7.61E-10;5.00E+01;4.13E-11;;;;683.50;7.61E-10;;;;;;;;
6.84E+05;1.00E+00;7.54E-10;5.00E+01;4.14E-11;;;;684.00;7.54E-10;;;;;;;;
6.85E+05;1.00E+00;7.59E-10;5.00E+01;4.10E-11;;;;684.50;7.59E-10;;;;;;;;
6.85E+05;1.00E+00;7.55E-10;5.00E+01;4.18E-11;;;;685.00;7.55E-10;;;;;;;;
6.86E+05;1.00E+00;7.69E-10;5.00E+01;4.18E-11;;;;685.50;7.69E-10;;;;;;;;
6.86E+05;1.00E+00;7.64E-10;5.00E+01;4.18E-11;;;;686.00;7.64E-10;;;;;;;;
6.87E+05;1.00E+00;7.58E-10;5.00E+01;4.13E-11;;;;686.50;7.58E-10;;;;;;;;
6.87E+05;1.00E+00;7.68E-10;5.00E+01;4.17E-11;;;;687.00;7.68E-10;;;;;;;;
6.88E+05;1.00E+00;7.55E-10;5.00E+01;4.17E-11;;;;687.50;7.55E-10;;;;;;;;
6.88E+05;1.00E+00;7.53E-10;5.00E+01;4.20E-11;;;;688.00;7.53E-10;;;;;;;;
6.89E+05;1.00E+00;7.43E-10;5.00E+01;4.15E-11;;;;688.50;7.43E-10;;;;;;;;
6.89E+05;1.00E+00;7.45E-10;5.00E+01;4.18E-11;;;;689.00;7.45E-10;;;;;;;;
6.90E+05;1.00E+00;7.52E-10;5.00E+01;4.11E-11;;;;689.50;7.52E-10;;;;;;;;
6.90E+05;1.00E+00;7.65E-10;5.00E+01;4.23E-11;;;;690.00;7.65E-10;;;;;;;;
6.91E+05;1.00E+00;7.53E-10;5.00E+01;4.25E-11;;;;690.50;7.53E-10;;;;;;;;
6.91E+05;1.00E+00;7.66E-10;5.00E+01;4.29E-11;;;;691.00;7.66E-10;;;;;;;;
6.92E+05;1.00E+00;7.64E-10;5.00E+01;4.26E-11;;;;691.50;7.64E-10;;;;;;;;
6.92E+05;1.00E+00;7.71E-10;5.00E+01;4.26E-11;;;;692.00;7.71E-10;;;;;;;;
6.93E+05;1.00E+00;7.65E-10;5.00E+01;4.25E-11;;;;692.50;7.65E-10;;;;;;;;
6.93E+05;1.00E+00;7.59E-10;5.00E+01;4.24E-11;;;;693.00;7.59E-10;;;;;;;;
6.94E+05;1.00E+00;7.62E-10;5.00E+01;4.20E-11;;;;693.50;7.62E-10;;;;;;;;
6.94E+05;1.00E+00;7.66E-10;5.00E+01;4.15E-11;;;;694.00;7.66E-10;;;;;;;;
6.95E+05;1.00E+00;7.65E-10;5.00E+01;4.17E-11;;;;694.50;7.65E-10;;;;;;;;
6.95E+05;1.00E+00;7.68E-10;5.00E+01;4.25E-11;;;;695.00;7.68E-10;;;;;;;;
6.96E+05;1.00E+00;7.55E-10;5.00E+01;4.26E-11;;;;695.50;7.55E-10;;;;;;;;
6.96E+05;1.00E+00;7.45E-10;5.00E+01;4.22E-11;;;;696.00;7.45E-10;;;;;;;;
6.97E+05;1.00E+00;7.52E-10;5.00E+01;4.20E-11;;;;696.50;7.52E-10;;;;;;;;
6.97E+05;1.00E+00;7.53E-10;5.00E+01;4.23E-11;;;;697.00;7.53E-10;;;;;;;;
6.98E+05;1.00E+00;7.64E-10;5.00E+01;4.23E-11;;;;697.50;7.64E-10;;;;;;;;
6.98E+05;1.00E+00;7.65E-10;5.00E+01;4.19E-11;;;;698.00;7.65E-10;;;;;;;;
6.99E+05;1.00E+00;7.63E-10;5.00E+01;4.21E-11;;;;698.50;7.63E-10;;;;;;;;
6.99E+05;1.00E+00;7.51E-10;5.00E+01;4.19E-11;;;;699.00;7.51E-10;;;;;;;;
7.00E+05;1.00E+00;7.57E-10;5.00E+01;4.20E-11;;;;699.50;7.57E-10;;;;;;;;
7.00E+05;1.00E+00;7.53E-10;5.00E+01;4.21E-11;;;;700.00;7.53E-10;;;;;;;;
7.01E+05;1.00E+00;7.52E-10;5.00E+01;4.20E-11;;;;700.50;7.52E-10;;;;;;;;
7.01E+05;1.00E+00;7.46E-10;5.00E+01;4.24E-11;;;;701.00;7.46E-10;;;;;;;;
7.02E+05;1.00E+00;7.57E-10;5.00E+01;4.25E-11;;;;701.50;7.57E-10;;;;;;;;
7.02E+05;1.00E+00;7.48E-10;5.00E+01;4.26E-11;;;;702.00;7.48E-10;;;;;;;;
7.03E+05;1.00E+00;7.50E-10;5.00E+01;4.23E-11;;;;702.50;7.50E-10;;;;;;;;
7.03E+05;1.00E+00;7.49E-10;5.00E+01;4.22E-11;;;;703.00;7.49E-10;;;;;;;;
7.04E+05;1.00E+00;7.42E-10;5.00E+01;4.25E-11;;;;703.50;7.42E-10;;;;;;;;
7.04E+05;1.00E+00;7.46E-10;5.00E+01;4.19E-11;;;;704.00;7.46E-10;;;;;;;;
7.05E+05;1.00E+00;7.40E-10;5.00E+01;4.16E-11;;;;704.50;7.40E-10;;;;;;;;
7.05E+05;1.00E+00;7.47E-10;5.00E+01;4.20E-11;;;;705.00;7.47E-10;;;;;;;;
7.06E+05;1.00E+00;7.51E-10;5.00E+01;4.18E-11;;;;705.50;7.51E-10;;;;;;;;
7.06E+05;1.00E+00;7.45E-10;5.00E+01;4.25E-11;;;;706.00;7.45E-10;;;;;;;;
7.07E+05;1.00E+00;7.39E-10;5.00E+01;4.19E-11;;;;706.50;7.39E-10;;;;;;;;
7.07E+05;1.00E+00;7.45E-10;5.00E+01;4.21E-11;;;;707.00;7.45E-10;;;;;;;;
7.08E+05;1.00E+00;7.51E-10;5.00E+01;4.13E-11;;;;707.50;7.51E-10;;;;;;;;
7.08E+05;1.00E+00;7.42E-10;5.00E+01;4.18E-11;;;;708.00;7.42E-10;;;;;;;;
7.09E+05;1.00E+00;7.34E-10;5.00E+01;4.15E-11;;;;708.50;7.34E-10;;;;;;;;
7.09E+05;1.00E+00;7.16E-10;5.00E+01;4.14E-11;;;;709.00;7.16E-10;;;;;;;;
7.10E+05;1.00E+00;7.26E-10;5.00E+01;4.15E-11;;;;709.50;7.26E-10;;;;;;;;
7.10E+05;1.00E+00;9.90E-10;5.00E+01;5.15E-09;;;;710.00;9.90E-10;;;;;;;;
7.11E+05;1.00E+00;9.85E-10;5.00E+01;5.13E-09;;;;710.50;9.85E-10;;;;;;;;
7.11E+05;1.00E+00;9.99E-10;5.00E+01;5.13E-09;;;;711.00;9.99E-10;;;;;;;;
7.12E+05;1.00E+00;9.80E-10;5.00E+01;5.13E-09;;;;711.50;9.80E-10;;;;;;;;
7.12E+05;1.00E+00;9.79E-10;5.00E+01;5.13E-09;;;;712.00;9.79E-10;;;;;;;;
7.13E+05;1.00E+00;9.61E-10;5.00E+01;5.12E-09;;;;712.50;9.61E-10;;;;;;;;
7.13E+05;1.00E+00;9.69E-10;5.00E+01;5.12E-09;;;;713.00;9.69E-10;;;;;;;;
7.14E+05;1.00E+00;9.67E-10;5.00E+01;5.12E-09;;;;713.50;9.67E-10;;;;;;;;
7.14E+05;1.00E+00;9.71E-10;5.00E+01;5.12E-09;;;;714.00;9.71E-10;;;;;;;;
7.15E+05;1.00E+00;9.83E-10;5.00E+01;5.12E-09;;;;714.50;9.83E-10;;;;;;;;
7.15E+05;1.00E+00;9.83E-10;5.00E+01;5.12E-09;;;;715.00;9.83E-10;;;;;;;;
7.16E+05;1.00E+00;9.74E-10;5.00E+01;5.12E-09;;;;715.50;9.74E-10;;;;;;;;
7.16E+05;1.00E+00;9.63E-10;5.00E+01;5.12E-09;;;;716.00;9.63E-10;;;;;;;;
7.17E+05;1.00E+00;9.71E-10;5.00E+01;5.12E-09;;;;716.50;9.71E-10;;;;;;;;
7.17E+05;1.00E+00;9.80E-10;5.00E+01;5.11E-09;;;;717.00;9.80E-10;;;;;;;;
7.18E+05;1.00E+00;9.73E-10;5.00E+01;5.11E-09;;;;717.50;9.73E-10;;;;;;;;
