#scan;iMeasureCycle=1;iMux=0;time=0.145;N=482;LocalTime=31/10/2023 17:18:56;;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;;;;
-60.0001;-6.60E-10;0.305856;0.1000002;1.33E-11;0.305856;;;;;1.33E-11;6.6E-10
-59.5;-5.49E-10;0.482921;0.1;7.28E-12;0.482921;;;;;7.28E-12;5.49E-10
-59.0001;-4.75E-10;0.659582;0.1000001;8.96E-12;0.659582;;;;;8.96E-12;4.75E-10
-58.5;-4.23E-10;0.85398;0.0999998;3.59E-12;0.85398;;;;;3.59E-12;4.23E-10
-58.0001;-3.89E-10;1.034366;0.0999997;3.54E-12;1.034366;;;;;3.54E-12;3.89E-10
-57.5;-3.66E-10;1.210936;0.1000001;5.87E-12;1.210936;;;;;5.87E-12;3.66E-10
-57;-3.42E-10;1.420779;0.1000003;3.83E-12;1.420779;;;;;3.83E-12;3.42E-10
-56.5;-3.23E-10;1.597463;0.0999999;9.00E-13;1.597463;;;;;9E-13;3.23E-10
-56.0001;-3.09E-10;1.773975;0.1000001;2.70E-12;1.773975;;;;;2.7E-12;3.09E-10
-55.5;-2.72E-10;1.950552;0.1000002;-9.10E-13;1.950552;;;;;9.1E-13;2.72E-10
-55;-2.67E-10;2.127204;0.0999997;2.39E-12;2.127204;;;;;2.39E-12;2.67E-10
-54.5;-2.56E-10;2.303753;0.1;1.60E-13;2.303753;;;;;1.6E-13;2.56E-10
-54.0001;-2.59E-10;2.480483;0.0999998;1.87E-12;2.480483;;;;;1.87E-12;2.59E-10
-53.5001;-2.40E-10;2.657094;0.0999998;-1.15E-12;2.657094;;;;;1.15E-12;2.4E-10
-53;-2.33E-10;2.833634;0.0999999;4.17E-12;2.833634;;;;;4.17E-12;2.33E-10
-52.5001;-2.25E-10;3.016231;0.1000002;1.39E-12;3.016231;;;;;1.39E-12;2.25E-10
-52;-2.13E-10;3.19269;0.1000001;3.51E-12;3.19269;;;;;3.51E-12;2.13E-10
-51.5001;-1.95E-10;3.402203;0.0999999;3.80E-13;3.402203;;;;;3.8E-13;1.95E-10
-51;-1.93E-10;3.578724;0.0999998;-6.70E-13;3.578724;;;;;6.7E-13;1.93E-10
-50.5001;-1.99E-10;3.755197;0.1;-2.80E-13;3.755197;;;;;2.8E-13;1.99E-10
-50.0001;-1.78E-10;3.93282;0.0999998;-2.91E-12;3.93282;;;;;2.91E-12;1.78E-10
-49.5001;-1.68E-10;4.109392;0.1000001;-4.50E-13;4.109392;;;;;4.5E-13;1.68E-10
-49.0001;-1.65E-10;4.286024;0.0999999;-1.60E-12;4.286024;;;;;1.6E-12;1.65E-10
-48.5;-1.79E-10;4.463695;0.1000003;6.90E-13;4.463695;;;;;6.9E-13;1.79E-10
-48.0001;-1.69E-10;4.640382;0.0999998;-6.40E-13;4.640382;;;;;6.4E-13;1.69E-10
-47.5;-1.52E-10;4.816893;0.1000001;-1.90E-13;4.816893;;;;;1.9E-13;1.52E-10
-47.0001;-1.52E-10;4.995326;0.1;2.00E-14;4.995326;;;;;2E-14;1.52E-10
-46.5001;-1.55E-10;5.171873;0.1;-9.40E-13;5.171873;;;;;9.4E-13;1.55E-10
-46;-1.50E-10;5.366831;0.0999999;4.18E-12;5.366831;;;;;4.18E-12;1.5E-10
-45.5;-1.34E-10;5.543667;0.0999999;2.79E-12;5.543667;;;;;2.79E-12;1.34E-10
-45;-1.36E-10;5.720216;0.0999999;3.69E-12;5.720216;;;;;3.69E-12;1.36E-10
-44.5;-1.22E-10;5.934768;0.1000001;2.93E-12;5.934768;;;;;2.93E-12;1.22E-10
-44.0001;-1.19E-10;6.111228;0.0999998;5.94E-12;6.111228;;;;;5.94E-12;1.19E-10
-43.5;-1.33E-10;6.28771;0.0999998;1.24E-11;6.28771;;;;;1.24E-11;1.33E-10
-43;-1.30E-10;6.464237;0.1;1.95E-11;6.464237;;;;;1.95E-11;1.3E-10
-42.5;-1.17E-10;6.640719;0.0999999;2.51E-11;6.640719;;;;;2.51E-11;1.17E-10
-42;-1.02E-10;6.817197;0.1000001;3.77E-11;6.817197;;;;;3.77E-11;1.02E-10
-41.4999;-1.14E-10;6.99621;0.1;5.48E-11;6.99621;;;;;5.48E-11;1.14E-10
-41;-1.18E-10;7.172635;0.1;7.77E-11;7.172635;;;;;7.77E-11;1.18E-10
-40.5001;-1.13E-10;7.372538;0.0999998;1.09E-10;7.372538;;;;;1.09E-10;1.13E-10
-40;-9.80E-11;7.549358;0.1000002;1.47E-10;7.549358;;;;;1.47E-10;9.8E-11
