File Name: 35_Sample12_device3_trfSat_dark.dat;;;;;;;;;
File Data: 15/12/2023;15:21:46;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;VGate (V);|IDrain| (A);|IGate| (A)
1.85E+04;1.00E+00;-7.89E-11;-1.40E+01;-5.97E-10;;;-1.40E+01;7.894E-11;5.9746E-10
1.90E+04;1.00E+00;-1.01E-10;-1.30E+01;-2.68E-10;;;-1.30E+01;1.0076E-10;2.6842E-10
1.95E+04;1.00E+00;-1.24E-10;-1.20E+01;-1.41E-10;;;-1.20E+01;1.2393E-10;1.4142E-10
2.00E+04;1.00E+00;-1.64E-10;-1.10E+01;-4.55E-11;;;-1.10E+01;1.6363E-10;4.5456E-11
2.05E+04;1.00E+00;-2.21E-10;-1.00E+01;8.49E-11;;;-1.00E+01;2.2073E-10;8.4878E-11
2.10E+04;1.00E+00;-2.54E-10;-9.00E+00;1.64E-10;;;-9.00E+00;2.5378E-10;1.6375E-10
2.15E+04;1.00E+00;-2.86E-10;-8.00E+00;2.57E-10;;;-8.00E+00;2.8622E-10;2.5688E-10
2.20E+04;1.00E+00;-3.58E-10;-7.00E+00;3.67E-10;;;-7.00E+00;3.5755E-10;3.6734E-10
2.25E+04;1.00E+00;-4.11E-10;-6.00E+00;5.46E-10;;;-6.00E+00;4.1096E-10;5.4637E-10
2.30E+04;1.00E+00;-4.15E-10;-5.00E+00;6.01E-10;;;-5.00E+00;4.1463E-10;6.0141E-10
2.35E+04;1.00E+00;-3.92E-10;-4.00E+00;6.24E-10;;;-4.00E+00;3.9186E-10;6.2351E-10
2.40E+04;1.00E+00;-3.59E-10;-3.00E+00;6.41E-10;;;-3.00E+00;3.5937E-10;6.405E-10
2.45E+04;1.00E+00;-2.92E-10;-2.00E+00;5.99E-10;;;-2.00E+00;2.9249E-10;5.9864E-10
2.50E+04;1.00E+00;-1.95E-10;-1.00E+00;5.23E-10;;;-1.00E+00;1.9477E-10;5.2316E-10
2.55E+04;1.00E+00;-1.22E-10;0.00E+00;5.18E-10;;;0.00E+00;1.2203E-10;5.1802E-10
2.60E+04;1.00E+00;-1.68E-11;1.00E+00;4.90E-10;;;1.00E+00;1.6758E-11;4.9007E-10
2.65E+04;1.00E+00;1.40E-10;2.00E+00;4.78E-10;;;2.00E+00;1.3958E-10;4.7752E-10
2.70E+04;1.00E+00;3.81E-10;3.00E+00;4.49E-10;;;3.00E+00;3.8145E-10;4.4946E-10
2.75E+04;1.00E+00;6.71E-10;4.00E+00;4.49E-10;;;4.00E+00;6.7072E-10;4.4916E-10
2.80E+04;1.00E+00;1.07E-09;5.00E+00;4.37E-10;;;5.00E+00;1.065E-09;4.3678E-10
2.85E+04;1.00E+00;1.57E-09;6.00E+00;4.03E-10;;;6.00E+00;1.5715E-09;4.0294E-10
2.90E+04;1.00E+00;2.21E-09;7.00E+00;3.95E-10;;;7.00E+00;2.2058E-09;3.9488E-10
2.95E+04;1.00E+00;3.13E-09;8.00E+00;3.55E-10;;;8.00E+00;3.1299E-09;3.5458E-10
3.00E+04;1.00E+00;4.22E-09;9.00E+00;2.91E-10;;;9.00E+00;4.2246E-09;2.907E-10
3.05E+04;1.00E+00;5.78E-09;1.00E+01;4.00E-10;;;1.00E+01;5.7767E-09;4.0046E-10
3.10E+04;1.00E+00;7.77E-09;1.10E+01;3.42E-10;;;1.10E+01;7.7681E-09;3.4199E-10
3.15E+04;1.00E+00;1.02E-08;1.20E+01;1.68E-10;;;1.20E+01;1.0204E-08;1.6833E-10
3.20E+04;1.00E+00;1.29E-08;1.30E+01;1.99E-10;;;1.30E+01;1.2899E-08;1.9922E-10
3.25E+04;1.00E+00;1.62E-08;1.40E+01;3.50E-10;;;1.40E+01;1.6224E-08;3.501E-10
3.30E+04;1.00E+00;2.02E-08;1.50E+01;5.07E-10;;;1.50E+01;2.0225E-08;5.0734E-10
3.35E+04;1.00E+00;2.52E-08;1.60E+01;5.28E-10;;;1.60E+01;2.5167E-08;5.2787E-10
3.40E+04;1.00E+00;3.10E-08;1.70E+01;4.35E-10;;;1.70E+01;3.1002E-08;4.3452E-10
3.45E+04;1.00E+00;3.71E-08;1.80E+01;3.44E-10;;;1.80E+01;3.7137E-08;3.4441E-10
3.50E+04;1.00E+00;4.40E-08;1.90E+01;2.78E-10;;;1.90E+01;4.4017E-08;2.7836E-10
3.55E+04;1.00E+00;5.19E-08;2.00E+01;2.40E-10;;;2.00E+01;5.1913E-08;2.4017E-10
3.60E+04;1.00E+00;6.17E-08;2.10E+01;2.21E-10;;;2.10E+01;6.1679E-08;2.2111E-10
3.65E+04;1.00E+00;7.21E-08;2.20E+01;1.97E-10;;;2.20E+01;7.2079E-08;1.9725E-10
3.70E+04;1.00E+00;8.36E-08;2.30E+01;1.85E-10;;;2.30E+01;8.3557E-08;1.8461E-10
3.75E+04;1.00E+00;9.64E-08;2.40E+01;1.81E-10;;;2.40E+01;9.639E-08;1.8056E-10
3.80E+04;1.00E+00;1.11E-07;2.50E+01;1.77E-10;;;2.50E+01;1.106E-07;1.7723E-10
3.85E+04;1.00E+00;1.26E-07;2.60E+01;1.90E-10;;;2.60E+01;1.264E-07;1.9036E-10
3.90E+04;1.00E+00;1.46E-07;2.70E+01;1.76E-10;;;2.70E+01;1.4565E-07;1.76E-10
3.95E+04;1.00E+00;1.63E-07;2.80E+01;1.73E-10;;;2.80E+01;1.6335E-07;1.7338E-10
4.00E+04;1.00E+00;1.84E-07;2.90E+01;1.73E-10;;;2.90E+01;1.8424E-07;1.7334E-10
4.05E+04;1.00E+00;2.06E-07;3.00E+01;1.74E-10;;;3.00E+01;2.0626E-07;1.7378E-10
4.10E+04;1.00E+00;2.29E-07;3.10E+01;1.74E-10;;;3.10E+01;2.2876E-07;1.7417E-10
4.15E+04;1.00E+00;2.56E-07;3.20E+01;1.74E-10;;;3.20E+01;2.5579E-07;1.7375E-10
4.20E+04;1.00E+00;2.83E-07;3.30E+01;1.75E-10;;;3.30E+01;2.8255E-07;1.75E-10
4.25E+04;1.00E+00;3.12E-07;3.40E+01;1.77E-10;;;3.40E+01;3.1205E-07;1.7701E-10
4.30E+04;1.00E+00;3.48E-07;3.50E+01;1.75E-10;;;3.50E+01;3.4796E-07;1.7548E-10
4.35E+04;1.00E+00;3.83E-07;3.60E+01;1.73E-10;;;3.60E+01;3.8262E-07;1.7284E-10
4.40E+04;1.00E+00;4.20E-07;3.70E+01;1.75E-10;;;3.70E+01;4.1986E-07;1.7538E-10
4.45E+04;1.00E+00;4.59E-07;3.80E+01;1.76E-10;;;3.80E+01;4.5937E-07;1.7593E-10
4.50E+04;1.00E+00;5.02E-07;3.90E+01;1.78E-10;;;3.90E+01;5.0191E-07;1.7769E-10
4.55E+04;1.00E+00;5.51E-07;4.00E+01;1.64E-10;;;4.00E+01;5.5101E-07;1.6426E-10
4.60E+04;1.00E+00;6.00E-07;4.10E+01;8.71E-10;;;4.10E+01;6.0036E-07;8.7051E-10
4.65E+04;1.00E+00;6.52E-07;4.20E+01;1.80E-10;;;4.20E+01;6.5217E-07;1.8045E-10
4.70E+04;1.00E+00;7.07E-07;4.30E+01;1.79E-10;;;4.30E+01;7.0693E-07;1.7856E-10
4.75E+04;1.00E+00;7.62E-07;4.40E+01;1.77E-10;;;4.40E+01;7.6169E-07;1.7727E-10
4.80E+04;1.00E+00;8.27E-07;4.50E+01;1.78E-10;;;4.50E+01;8.2705E-07;1.7771E-10
4.85E+04;1.00E+00;8.96E-07;4.60E+01;1.79E-10;;;4.60E+01;8.9637E-07;1.7942E-10
4.90E+04;1.00E+00;9.58E-07;4.70E+01;1.83E-10;;;4.70E+01;9.5805E-07;1.8317E-10
4.95E+04;1.00E+00;1.02E-06;4.80E+01;1.81E-10;;;4.80E+01;1.0219E-06;1.8117E-10
5.00E+04;1.00E+00;1.10E-06;4.90E+01;1.95E-10;;;4.90E+01;1.1005E-06;1.954E-10
5.05E+04;1.00E+00;1.18E-06;5.00E+01;1.90E-10;;;5.00E+01;1.1786E-06;1.8967E-10
5.10E+04;1.00E+00;1.26E-06;5.10E+01;1.84E-10;;;5.10E+01;1.2557E-06;1.8441E-10
5.15E+04;1.00E+00;1.15E-06;5.00E+01;-5.66E-11;;;5.00E+01;1.1455E-06;5.6639E-11
5.20E+04;1.00E+00;1.05E-06;4.90E+01;-8.03E-11;;;4.90E+01;1.0526E-06;8.0324E-11
5.25E+04;1.00E+00;9.52E-07;4.80E+01;-1.03E-10;;;4.80E+01;9.5236E-07;1.0299E-10
5.30E+04;1.00E+00;8.64E-07;4.70E+01;-1.33E-10;;;4.70E+01;8.6434E-07;1.3263E-10
5.35E+04;1.00E+00;7.79E-07;4.60E+01;-1.20E-10;;;4.60E+01;7.7859E-07;1.2023E-10
5.40E+04;1.00E+00;7.10E-07;4.50E+01;-1.25E-10;;;4.50E+01;7.0966E-07;1.2521E-10
5.45E+04;1.00E+00;6.36E-07;4.40E+01;-1.30E-10;;;4.40E+01;6.3594E-07;1.3007E-10
5.50E+04;1.00E+00;5.70E-07;4.30E+01;-1.34E-10;;;4.30E+01;5.6999E-07;1.344E-10
5.55E+04;1.00E+00;5.10E-07;4.20E+01;-1.40E-10;;;4.20E+01;5.0956E-07;1.3981E-10
5.60E+04;1.00E+00;4.52E-07;4.10E+01;-1.47E-10;;;4.10E+01;4.5223E-07;1.4663E-10
5.65E+04;1.00E+00;3.99E-07;4.00E+01;-1.55E-10;;;4.00E+01;3.9853E-07;1.5498E-10
5.70E+04;1.00E+00;3.50E-07;3.90E+01;-1.63E-10;;;3.90E+01;3.5046E-07;1.6332E-10
5.75E+04;1.00E+00;3.03E-07;3.80E+01;-1.73E-10;;;3.80E+01;3.0281E-07;1.7295E-10
5.80E+04;1.00E+00;2.62E-07;3.70E+01;-1.75E-10;;;3.70E+01;2.6243E-07;1.7466E-10
5.85E+04;1.00E+00;2.22E-07;3.60E+01;-1.76E-10;;;3.60E+01;2.2241E-07;1.7564E-10
5.90E+04;1.00E+00;1.85E-07;3.50E+01;-1.75E-10;;;3.50E+01;1.8499E-07;1.7451E-10
5.95E+04;1.00E+00;1.53E-07;3.40E+01;-1.78E-10;;;3.40E+01;1.5285E-07;1.778E-10
6.00E+04;1.00E+00;1.23E-07;3.30E+01;-1.84E-10;;;3.30E+01;1.2275E-07;1.8433E-10
6.05E+04;1.00E+00;9.61E-08;3.20E+01;-1.97E-10;;;3.20E+01;9.6096E-08;1.9745E-10
6.15E+04;1.00E+00;7.26E-08;3.10E+01;-7.58E-11;;;3.10E+01;7.2632E-08;7.5827E-11
6.20E+04;1.00E+00;5.33E-08;3.00E+01;-4.82E-10;;;3.00E+01;5.3347E-08;4.8173E-10
6.25E+04;1.00E+00;3.85E-08;2.90E+01;-4.20E-10;;;2.90E+01;3.8513E-08;4.2043E-10
6.30E+04;1.00E+00;2.66E-08;2.80E+01;-3.06E-10;;;2.80E+01;2.6608E-08;3.0552E-10
6.35E+04;1.00E+00;1.80E-08;2.70E+01;-2.73E-10;;;2.70E+01;1.797E-08;2.7301E-10
6.40E+04;1.00E+00;1.18E-08;2.60E+01;-2.42E-10;;;2.60E+01;1.1822E-08;2.4203E-10
6.45E+04;1.00E+00;7.68E-09;2.50E+01;-2.24E-10;;;2.50E+01;7.675E-09;2.2364E-10
6.50E+04;1.00E+00;4.78E-09;2.40E+01;-2.16E-10;;;2.40E+01;4.7823E-09;2.1616E-10
6.55E+04;1.00E+00;3.04E-09;2.30E+01;-2.13E-10;;;2.30E+01;3.0374E-09;2.127E-10
6.60E+04;1.00E+00;1.75E-09;2.20E+01;-2.09E-10;;;2.20E+01;1.7549E-09;2.091E-10
6.65E+04;1.00E+00;9.39E-10;2.10E+01;-2.12E-10;;;2.10E+01;9.391E-10;2.1191E-10
6.70E+04;1.00E+00;4.72E-10;2.00E+01;-2.17E-10;;;2.00E+01;4.7206E-10;2.1668E-10
6.75E+04;1.00E+00;2.25E-10;1.90E+01;-2.27E-10;;;1.90E+01;2.2453E-10;2.2688E-10
6.80E+04;1.00E+00;1.18E-10;1.80E+01;-2.33E-10;;;1.80E+01;1.181E-10;2.3347E-10
6.85E+04;1.00E+00;9.08E-11;1.70E+01;-2.39E-10;;;1.70E+01;9.0829E-11;2.3873E-10
6.90E+04;1.00E+00;9.29E-11;1.60E+01;-2.58E-10;;;1.60E+01;9.292E-11;2.5779E-10
6.95E+04;1.00E+00;9.19E-11;1.50E+01;-2.72E-10;;;1.50E+01;9.1873E-11;2.7245E-10
7.00E+04;1.00E+00;9.76E-11;1.40E+01;-2.97E-10;;;1.40E+01;9.7572E-11;2.9687E-10
7.05E+04;1.00E+00;1.07E-10;1.30E+01;-3.28E-10;;;1.30E+01;1.072E-10;3.2844E-10
7.10E+04;1.00E+00;1.28E-10;1.20E+01;-3.57E-10;;;1.20E+01;1.2796E-10;3.5656E-10
7.15E+04;1.00E+00;1.47E-10;1.10E+01;-3.80E-10;;;1.10E+01;1.4699E-10;3.7951E-10
7.20E+04;1.00E+00;1.65E-10;1.00E+01;-3.84E-10;;;1.00E+01;1.6527E-10;3.8418E-10
7.25E+04;1.00E+00;1.72E-10;9.00E+00;-3.83E-10;;;9.00E+00;1.7237E-10;3.8307E-10
7.30E+04;1.00E+00;1.77E-10;8.00E+00;-3.77E-10;;;8.00E+00;1.771E-10;3.7684E-10
7.35E+04;1.00E+00;1.78E-10;7.00E+00;-3.75E-10;;;7.00E+00;1.7839E-10;3.7546E-10
7.40E+04;1.00E+00;1.77E-10;6.00E+00;-3.76E-10;;;6.00E+00;1.77E-10;3.7607E-10
7.45E+04;1.00E+00;1.83E-10;5.00E+00;-3.79E-10;;;5.00E+00;1.8258E-10;3.7884E-10
7.50E+04;1.00E+00;1.85E-10;4.00E+00;-3.86E-10;;;4.00E+00;1.8543E-10;3.8645E-10
7.55E+04;1.00E+00;1.72E-10;3.00E+00;-3.88E-10;;;3.00E+00;1.7159E-10;3.8835E-10
7.60E+04;1.00E+00;2.21E-10;2.00E+00;-8.57E-10;;;2.00E+00;2.2125E-10;8.572E-10
7.65E+04;1.00E+00;2.02E-10;1.00E+00;-4.06E-10;;;1.00E+00;2.0182E-10;4.0592E-10
7.70E+04;1.00E+00;2.02E-10;0.00E+00;-3.95E-10;;;0.00E+00;2.0156E-10;3.9453E-10
7.75E+04;1.00E+00;2.06E-10;-1.00E+00;-3.86E-10;;;-1.00E+00;2.0622E-10;3.8595E-10
7.80E+04;1.00E+00;2.02E-10;-2.00E+00;-3.86E-10;;;-2.00E+00;2.0215E-10;3.8637E-10
7.85E+04;1.00E+00;2.16E-10;-3.00E+00;-3.82E-10;;;-3.00E+00;2.1625E-10;3.8205E-10
7.90E+04;1.00E+00;2.13E-10;-4.00E+00;-3.84E-10;;;-4.00E+00;2.1349E-10;3.8382E-10
7.95E+04;1.00E+00;2.17E-10;-5.00E+00;-3.71E-10;;;-5.00E+00;2.1747E-10;3.7068E-10
8.00E+04;1.00E+00;2.19E-10;-6.00E+00;-3.80E-10;;;-6.00E+00;2.1891E-10;3.7978E-10
8.05E+04;1.00E+00;2.19E-10;-7.00E+00;-3.69E-10;;;-7.00E+00;2.1905E-10;3.693E-10
8.10E+04;1.00E+00;2.21E-10;-8.00E+00;-3.69E-10;;;-8.00E+00;2.2062E-10;3.6862E-10
8.15E+04;1.00E+00;2.24E-10;-9.00E+00;-3.64E-10;;;-9.00E+00;2.2355E-10;3.6391E-10
8.20E+04;1.00E+00;2.18E-10;-1.00E+01;-3.56E-10;;;-1.00E+01;2.1839E-10;3.5644E-10
8.25E+04;1.00E+00;2.21E-10;-1.10E+01;-3.53E-10;;;-1.10E+01;2.2139E-10;3.5325E-10
8.30E+04;1.00E+00;2.16E-10;-1.20E+01;-3.52E-10;;;-1.20E+01;2.1581E-10;3.524E-10
8.35E+04;1.00E+00;2.18E-10;-1.30E+01;-3.58E-10;;;-1.30E+01;2.1772E-10;3.5832E-10
8.40E+04;1.00E+00;2.09E-10;-1.40E+01;-3.46E-10;;;-1.40E+01;2.0908E-10;3.4622E-10
8.45E+04;1.00E+00;2.08E-10;-1.50E+01;-3.54E-10;;;-1.50E+01;2.0814E-10;3.5387E-10
8.50E+04;1.00E+00;2.08E-10;-1.60E+01;-3.84E-10;;;-1.60E+01;2.0796E-10;3.8398E-10
8.55E+04;1.00E+00;2.04E-10;-1.70E+01;-3.85E-10;;;-1.70E+01;2.0381E-10;3.8517E-10
8.60E+04;1.00E+00;2.08E-10;-1.80E+01;-4.00E-10;;;-1.80E+01;2.0798E-10;4.0044E-10
8.65E+04;1.00E+00;2.04E-10;-1.90E+01;-4.22E-10;;;-1.90E+01;2.0376E-10;4.2158E-10
8.70E+04;1.00E+00;2.00E-10;-2.00E+01;-4.50E-10;;;-2.00E+01;1.9987E-10;4.504E-10
8.75E+04;1.00E+00;1.99E-10;-2.10E+01;-4.60E-10;;;-2.10E+01;1.9864E-10;4.596E-10
8.80E+04;1.00E+00;2.00E-10;-2.20E+01;-4.73E-10;;;-2.20E+01;1.9997E-10;4.7332E-10
8.85E+04;1.00E+00;1.97E-10;-2.30E+01;-4.94E-10;;;-2.30E+01;1.9675E-10;4.9365E-10
8.90E+04;1.00E+00;1.96E-10;-2.40E+01;-5.26E-10;;;-2.40E+01;1.9645E-10;5.2625E-10
8.95E+04;1.00E+00;1.97E-10;-2.50E+01;-5.58E-10;;;-2.50E+01;1.9651E-10;5.5822E-10
9.00E+04;1.00E+00;1.93E-10;-2.60E+01;-6.08E-10;;;-2.60E+01;1.9339E-10;6.0815E-10
9.05E+04;1.00E+00;1.95E-10;-2.70E+01;-6.74E-10;;;-2.70E+01;1.9473E-10;6.7421E-10
9.10E+04;1.00E+00;1.91E-10;-2.80E+01;-6.76E-10;;;-2.80E+01;1.9091E-10;6.7603E-10
9.15E+04;1.00E+00;2.05E-10;-2.90E+01;-1.11E-09;;;-2.90E+01;2.0516E-10;1.114E-09
9.20E+04;1.00E+00;2.08E-10;-3.00E+01;-7.58E-10;;;-3.00E+01;2.0761E-10;7.5809E-10
9.25E+04;1.00E+00;2.07E-10;-3.10E+01;-7.89E-10;;;-3.10E+01;2.0678E-10;7.8929E-10
9.30E+04;1.00E+00;2.13E-10;-3.20E+01;-8.78E-10;;;-3.20E+01;2.1287E-10;8.7767E-10
9.35E+04;1.00E+00;2.23E-10;-3.30E+01;-1.04E-09;;;-3.30E+01;2.2341E-10;1.0352E-09
9.40E+04;1.00E+00;2.35E-10;-3.40E+01;-1.09E-09;;;-3.40E+01;2.3457E-10;1.0872E-09
9.45E+04;1.00E+00;2.49E-10;-3.50E+01;-1.19E-09;;;-3.50E+01;2.4882E-10;1.193E-09
9.50E+04;1.00E+00;2.69E-10;-3.60E+01;-1.30E-09;;;-3.60E+01;2.6877E-10;1.299E-09
9.55E+04;1.00E+00;2.98E-10;-3.70E+01;-1.63E-09;;;-3.70E+01;2.9782E-10;1.6331E-09
9.60E+04;1.00E+00;3.22E-10;-3.80E+01;-1.64E-09;;;-3.80E+01;3.2195E-10;1.6356E-09
9.65E+04;1.00E+00;3.39E-10;-3.90E+01;-1.76E-09;;;-3.90E+01;3.3941E-10;1.7634E-09
9.70E+04;1.00E+00;4.41E-10;-4.00E+01;-1.43E-08;;;-4.00E+01;4.4111E-10;1.4288E-08
9.75E+04;1.00E+00;4.81E-10;-4.10E+01;-3.34E-08;;;-4.10E+01;4.8087E-10;3.3397E-08
9.80E+04;1.00E+00;2.88E-10;-4.20E+01;-2.13E-08;;;-4.20E+01;2.8753E-10;2.1251E-08
9.85E+04;1.00E+00;2.38E-10;-4.30E+01;-4.06E-08;;;-4.30E+01;2.3836E-10;4.0633E-08
9.90E+04;1.00E+00;3.94E-10;-4.40E+01;-2.88E-08;;;-4.40E+01;3.9439E-10;2.8812E-08
9.95E+04;1.00E+00;5.36E-10;-4.50E+01;-3.15E-08;;;-4.50E+01;5.3563E-10;3.1525E-08
1.00E+05;1.00E+00;4.78E-10;-4.60E+01;-2.30E-08;;;-4.60E+01;4.7788E-10;2.3033E-08
1.01E+05;1.00E+00;5.46E-10;-4.70E+01;-2.45E-08;;;-4.70E+01;5.4573E-10;2.4475E-08
1.01E+05;1.00E+00;5.56E-10;-4.80E+01;-2.75E-08;;;-4.80E+01;5.5633E-10;2.753E-08
1.02E+05;1.00E+00;6.49E-10;-4.90E+01;-4.40E-08;;;-4.90E+01;6.4884E-10;4.3956E-08
1.02E+05;1.00E+00;8.68E-10;-5.00E+01;-5.78E-08;;;-5.00E+01;8.6833E-10;5.7793E-08
