File Name: 27_Sample12_device3_trfSat_dark.dat;;;;;;;;;;
File Data: 15/12/2023;14:09:14;;;;;;;;;
Start V: 0;;;;;;;;;;
Step V: 0;;;;;;;;;;
Stop V: 0;;;;;;;;;;
Range V: 200;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;
Auorange: yes;;;;;;;;;;
Sweep type: log;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;VGate (V);|IDrain| (A);|IGate| (A)
1.35E+04;1.00E+00;4.54E-10;-3.10E+01;-3.68E-08;;;;-3.10E+01;4.535E-10;3.6842E-08
1.40E+04;1.00E+00;6.78E-11;-3.00E+01;-2.74E-08;;;;-3.00E+01;6.7767E-11;2.7437E-08
1.45E+04;1.00E+00;1.65E-10;-2.90E+01;-1.70E-08;;;;-2.90E+01;1.6519E-10;1.704E-08
1.50E+04;1.00E+00;2.34E-10;-2.80E+01;-1.68E-08;;;;-2.80E+01;2.3356E-10;1.6844E-08
1.55E+04;1.00E+00;5.67E-11;-2.70E+01;-9.40E-09;;;;-2.70E+01;5.6652E-11;9.3976E-09
1.60E+04;1.00E+00;5.10E-11;-2.60E+01;-1.78E-08;;;;-2.60E+01;5.1022E-11;1.7825E-08
1.65E+04;1.00E+00;7.60E-11;-2.50E+01;-1.06E-08;;;;-2.50E+01;7.5968E-11;1.0611E-08
1.70E+04;1.00E+00;9.81E-11;-2.40E+01;-1.10E-08;;;;-2.40E+01;9.8096E-11;1.1016E-08
1.75E+04;1.00E+00;6.21E-11;-2.30E+01;-1.04E-08;;;;-2.30E+01;6.2149E-11;1.0404E-08
1.80E+04;1.00E+00;5.07E-11;-2.20E+01;-6.10E-09;;;;-2.20E+01;5.0705E-11;6.1044E-09
1.85E+04;1.00E+00;3.93E-11;-2.10E+01;-5.01E-09;;;;-2.10E+01;3.9272E-11;5.0081E-09
1.90E+04;1.00E+00;2.20E-11;-2.00E+01;-3.64E-09;;;;-2.00E+01;2.201E-11;3.6405E-09
1.95E+04;1.00E+00;1.28E-11;-1.90E+01;-3.08E-09;;;;-1.90E+01;1.2792E-11;3.0765E-09
2.00E+04;1.00E+00;4.84E-13;-1.80E+01;-2.37E-09;;;;-1.80E+01;4.8399E-13;2.3733E-09
2.05E+04;1.00E+00;-9.76E-12;-1.70E+01;-2.59E-09;;;;-1.70E+01;9.7632E-12;2.5892E-09
2.10E+04;1.00E+00;-1.75E-11;-1.60E+01;-2.15E-09;;;;-1.60E+01;1.7486E-11;2.1477E-09
2.15E+04;1.00E+00;-2.95E-11;-1.50E+01;-1.39E-09;;;;-1.50E+01;2.9535E-11;1.386E-09
2.20E+04;1.00E+00;-4.84E-11;-1.40E+01;-8.52E-10;;;;-1.40E+01;4.8392E-11;8.5168E-10
2.25E+04;1.00E+00;-7.34E-11;-1.30E+01;-4.41E-10;;;;-1.30E+01;7.3395E-11;4.4109E-10
2.30E+04;1.00E+00;-9.74E-11;-1.20E+01;-3.54E-10;;;;-1.20E+01;9.7425E-11;3.5448E-10
2.35E+04;1.00E+00;-1.35E-10;-1.10E+01;-1.17E-10;;;;-1.10E+01;1.354E-10;1.1723E-10
2.40E+04;1.00E+00;-1.97E-10;-1.00E+01;5.89E-11;;;;-1.00E+01;1.9664E-10;5.8899E-11
2.45E+04;1.00E+00;-2.32E-10;-9.00E+00;1.69E-10;;;;-9.00E+00;2.3184E-10;1.6949E-10
2.50E+04;1.00E+00;-2.73E-10;-8.00E+00;2.98E-10;;;;-8.00E+00;2.7255E-10;2.9791E-10
2.55E+04;1.00E+00;-2.86E-10;-7.00E+00;4.44E-10;;;;-7.00E+00;2.859E-10;4.4391E-10
2.60E+04;1.00E+00;-2.66E-10;-6.00E+00;5.88E-10;;;;-6.00E+00;2.6552E-10;5.8773E-10
2.65E+04;1.00E+00;-1.80E-10;-5.00E+00;6.21E-10;;;;-5.00E+00;1.8006E-10;6.206E-10
2.70E+04;1.00E+00;-3.87E-11;-4.00E+00;5.99E-10;;;;-4.00E+00;3.87E-11;5.9916E-10
2.75E+04;1.00E+00;1.84E-10;-3.00E+00;5.55E-10;;;;-3.00E+00;1.8405E-10;5.5534E-10
2.80E+04;1.00E+00;4.75E-10;-2.00E+00;5.66E-10;;;;-2.00E+00;4.754E-10;5.6647E-10
2.85E+04;1.00E+00;8.34E-10;-1.00E+00;5.40E-10;;;;-1.00E+00;8.3423E-10;5.3988E-10
2.90E+04;1.00E+00;1.35E-09;0.00E+00;5.27E-10;;;;0.00E+00;1.3472E-09;5.2683E-10
2.95E+04;1.00E+00;2.15E-09;1.00E+00;4.97E-10;;;;1.00E+00;2.1547E-09;4.9668E-10
3.00E+04;1.00E+00;3.03E-09;2.00E+00;4.61E-10;;;;2.00E+00;3.0325E-09;4.6074E-10
3.05E+04;1.00E+00;4.21E-09;3.00E+00;5.66E-10;;;;3.00E+00;4.2105E-09;5.6558E-10
3.10E+04;1.00E+00;5.75E-09;4.00E+00;8.03E-10;;;;4.00E+00;5.7455E-09;8.0316E-10
3.15E+04;1.00E+00;7.67E-09;5.00E+00;7.31E-10;;;;5.00E+00;7.6662E-09;7.3071E-10
3.20E+04;1.00E+00;9.52E-09;6.00E+00;6.84E-10;;;;6.00E+00;9.5243E-09;6.8365E-10
3.25E+04;1.00E+00;1.16E-08;7.00E+00;4.96E-10;;;;7.00E+00;1.1578E-08;4.9568E-10
3.30E+04;1.00E+00;1.46E-08;8.00E+00;3.76E-10;;;;8.00E+00;1.4589E-08;3.7586E-10
3.35E+04;1.00E+00;1.76E-08;9.00E+00;3.06E-10;;;;9.00E+00;1.7621E-08;3.0592E-10
3.40E+04;1.00E+00;2.12E-08;1.00E+01;2.61E-10;;;;1.00E+01;2.1227E-08;2.6093E-10
3.45E+04;1.00E+00;2.50E-08;1.10E+01;2.27E-10;;;;1.10E+01;2.4997E-08;2.2667E-10
3.50E+04;1.00E+00;3.12E-08;1.20E+01;2.01E-10;;;;1.20E+01;3.121E-08;2.0071E-10
3.55E+04;1.00E+00;3.41E-08;1.30E+01;1.88E-10;;;;1.30E+01;3.4142E-08;1.8809E-10
3.60E+04;1.00E+00;3.94E-08;1.40E+01;1.83E-10;;;;1.40E+01;3.9397E-08;1.8254E-10
3.65E+04;1.00E+00;4.59E-08;1.50E+01;1.79E-10;;;;1.50E+01;4.5882E-08;1.7863E-10
3.70E+04;1.00E+00;5.30E-08;1.60E+01;1.77E-10;;;;1.60E+01;5.3009E-08;1.7743E-10
3.75E+04;1.00E+00;6.26E-08;1.70E+01;1.77E-10;;;;1.70E+01;6.2626E-08;1.767E-10
3.80E+04;1.00E+00;7.28E-08;1.80E+01;1.75E-10;;;;1.80E+01;7.2845E-08;1.7524E-10
3.85E+04;1.00E+00;8.14E-08;1.90E+01;1.75E-10;;;;1.90E+01;8.1406E-08;1.7458E-10
3.90E+04;1.00E+00;9.20E-08;2.00E+01;1.75E-10;;;;2.00E+01;9.2029E-08;1.7494E-10
3.95E+04;1.00E+00;1.07E-07;2.10E+01;1.77E-10;;;;2.10E+01;1.0659E-07;1.7724E-10
4.00E+04;1.00E+00;1.18E-07;2.20E+01;1.89E-10;;;;2.20E+01;1.1806E-07;1.8868E-10
4.05E+04;1.00E+00;1.35E-07;2.30E+01;1.75E-10;;;;2.30E+01;1.3547E-07;1.7486E-10
4.10E+04;1.00E+00;1.51E-07;2.40E+01;1.75E-10;;;;2.40E+01;1.5073E-07;1.7488E-10
4.15E+04;1.00E+00;1.68E-07;2.50E+01;1.75E-10;;;;2.50E+01;1.6803E-07;1.7465E-10
4.20E+04;1.00E+00;1.88E-07;2.60E+01;1.74E-10;;;;2.60E+01;1.8825E-07;1.7446E-10
4.25E+04;1.00E+00;2.11E-07;2.70E+01;1.75E-10;;;;2.70E+01;2.1104E-07;1.7495E-10
4.30E+04;1.00E+00;2.36E-07;2.80E+01;1.77E-10;;;;2.80E+01;2.3599E-07;1.7664E-10
4.35E+04;1.00E+00;2.64E-07;2.90E+01;1.77E-10;;;;2.90E+01;2.6431E-07;1.7747E-10
4.40E+04;1.00E+00;2.94E-07;3.00E+01;1.76E-10;;;;3.00E+01;2.9431E-07;1.7567E-10
4.45E+04;1.00E+00;3.24E-07;3.10E+01;1.76E-10;;;;3.10E+01;3.2421E-07;1.7619E-10
4.50E+04;1.00E+00;3.58E-07;3.20E+01;1.77E-10;;;;3.20E+01;3.5778E-07;1.768E-10
4.55E+04;1.00E+00;3.86E-07;3.30E+01;1.65E-10;;;;3.30E+01;3.8645E-07;1.6476E-10
4.60E+04;1.00E+00;4.27E-07;3.40E+01;8.93E-10;;;;3.40E+01;4.2671E-07;8.9253E-10
4.65E+04;1.00E+00;4.68E-07;3.50E+01;1.80E-10;;;;3.50E+01;4.6849E-07;1.7988E-10
4.70E+04;1.00E+00;5.13E-07;3.60E+01;1.81E-10;;;;3.60E+01;5.1342E-07;1.8053E-10
4.75E+04;1.00E+00;5.55E-07;3.70E+01;1.81E-10;;;;3.70E+01;5.5485E-07;1.8139E-10
4.80E+04;1.00E+00;6.09E-07;3.80E+01;1.81E-10;;;;3.80E+01;6.0861E-07;1.8113E-10
4.85E+04;1.00E+00;6.61E-07;3.90E+01;1.83E-10;;;;3.90E+01;6.6101E-07;1.8274E-10
4.90E+04;1.00E+00;7.11E-07;4.00E+01;1.82E-10;;;;4.00E+01;7.1118E-07;1.8188E-10
4.95E+04;1.00E+00;7.75E-07;4.10E+01;1.83E-10;;;;4.10E+01;7.7504E-07;1.8278E-10
5.00E+04;1.00E+00;8.38E-07;4.20E+01;1.86E-10;;;;4.20E+01;8.384E-07;1.856E-10
5.05E+04;1.00E+00;9.06E-07;4.30E+01;1.85E-10;;;;4.30E+01;9.0612E-07;1.8542E-10
5.10E+04;1.00E+00;9.75E-07;4.40E+01;1.85E-10;;;;4.40E+01;9.7511E-07;1.8541E-10
5.15E+04;1.00E+00;1.04E-06;4.50E+01;1.87E-10;;;;4.50E+01;1.0438E-06;1.8712E-10
5.20E+04;1.00E+00;1.12E-06;4.60E+01;2.01E-10;;;;4.60E+01;1.1241E-06;2.0054E-10
5.25E+04;1.00E+00;1.20E-06;4.70E+01;1.89E-10;;;;4.70E+01;1.2024E-06;1.8908E-10
5.30E+04;1.00E+00;1.29E-06;4.80E+01;1.92E-10;;;;4.80E+01;1.2936E-06;1.9151E-10
5.35E+04;1.00E+00;1.37E-06;4.90E+01;1.95E-10;;;;4.90E+01;1.3716E-06;1.9497E-10
5.40E+04;1.00E+00;1.46E-06;5.00E+01;2.00E-10;;;;5.00E+01;1.4626E-06;1.9954E-10
5.45E+04;1.00E+00;1.55E-06;5.10E+01;2.03E-10;;;;5.10E+01;1.5491E-06;2.0259E-10
5.50E+04;1.00E+00;1.43E-06;5.00E+01;-4.77E-11;;;;5.00E+01;1.4285E-06;4.77E-11
5.55E+04;1.00E+00;1.32E-06;4.90E+01;-6.87E-11;;;;4.90E+01;1.3165E-06;6.8704E-11
5.60E+04;1.00E+00;1.22E-06;4.80E+01;-9.37E-11;;;;4.80E+01;1.2188E-06;9.3676E-11
5.65E+04;1.00E+00;1.12E-06;4.70E+01;-1.06E-10;;;;4.70E+01;0.000001121;1.063E-10
5.70E+04;1.00E+00;1.04E-06;4.60E+01;-1.14E-10;;;;4.60E+01;1.0407E-06;1.139E-10
5.75E+04;1.00E+00;9.50E-07;4.50E+01;-1.20E-10;;;;4.50E+01;9.4979E-07;1.2007E-10
5.80E+04;1.00E+00;8.69E-07;4.40E+01;-1.44E-10;;;;4.40E+01;8.6883E-07;1.4421E-10
5.85E+04;1.00E+00;7.96E-07;4.30E+01;-1.30E-10;;;;4.30E+01;7.9585E-07;1.2992E-10
5.90E+04;1.00E+00;7.26E-07;4.20E+01;-1.36E-10;;;;4.20E+01;7.2611E-07;1.3631E-10
5.95E+04;1.00E+00;6.54E-07;4.10E+01;-1.40E-10;;;;4.10E+01;6.5401E-07;1.4045E-10
6.00E+04;1.00E+00;5.94E-07;4.00E+01;-1.51E-10;;;;4.00E+01;5.9421E-07;1.5122E-10
6.05E+04;1.00E+00;5.38E-07;3.90E+01;-1.47E-10;;;;3.90E+01;5.376E-07;1.4667E-10
6.10E+04;1.00E+00;4.86E-07;3.80E+01;-1.20E-09;;;;3.80E+01;4.8592E-07;1.1972E-09
6.15E+04;1.00E+00;4.32E-07;3.70E+01;-1.69E-10;;;;3.70E+01;4.3226E-07;1.6912E-10
6.20E+04;1.00E+00;3.89E-07;3.60E+01;-1.74E-10;;;;3.60E+01;3.8921E-07;1.7447E-10
6.25E+04;1.00E+00;3.47E-07;3.50E+01;-1.75E-10;;;;3.50E+01;3.4698E-07;1.7477E-10
6.30E+04;1.00E+00;3.07E-07;3.40E+01;-1.73E-10;;;;3.40E+01;3.0658E-07;1.7323E-10
6.35E+04;1.00E+00;2.72E-07;3.30E+01;-1.83E-10;;;;3.30E+01;2.7236E-07;1.8279E-10
6.40E+04;1.00E+00;2.37E-07;3.20E+01;-1.81E-10;;;;3.20E+01;2.3711E-07;1.8088E-10
6.45E+04;1.00E+00;2.08E-07;3.10E+01;-1.83E-10;;;;3.10E+01;2.0787E-07;1.8289E-10
6.50E+04;1.00E+00;1.78E-07;3.00E+01;-1.86E-10;;;;3.00E+01;1.7819E-07;1.8568E-10
6.55E+04;1.00E+00;1.51E-07;2.90E+01;-1.89E-10;;;;2.90E+01;1.5069E-07;1.8914E-10
6.60E+04;1.00E+00;1.26E-07;2.80E+01;-1.88E-10;;;;2.80E+01;1.264E-07;1.882E-10
6.65E+04;1.00E+00;1.03E-07;2.70E+01;-1.95E-10;;;;2.70E+01;1.025E-07;1.9501E-10
6.70E+04;1.00E+00;8.05E-08;2.60E+01;-1.95E-10;;;;2.60E+01;8.0513E-08;1.9472E-10
6.75E+04;1.00E+00;6.01E-08;2.50E+01;-4.95E-10;;;;2.50E+01;6.0099E-08;4.9548E-10
6.80E+04;1.00E+00;4.26E-08;2.40E+01;-2.06E-10;;;;2.40E+01;4.2553E-08;2.0574E-10
6.85E+04;1.00E+00;2.87E-08;2.30E+01;-2.23E-10;;;;2.30E+01;2.8673E-08;2.2282E-10
6.90E+04;1.00E+00;1.85E-08;2.20E+01;-3.34E-10;;;;2.20E+01;1.8549E-08;3.3444E-10
6.95E+04;1.00E+00;1.19E-08;2.10E+01;-5.01E-10;;;;2.10E+01;1.1907E-08;5.0087E-10
7.00E+04;1.00E+00;7.49E-09;2.00E+01;-4.21E-10;;;;2.00E+01;7.4902E-09;4.2063E-10
7.05E+04;1.00E+00;4.49E-09;1.90E+01;-3.35E-10;;;;1.90E+01;4.493E-09;3.3524E-10
7.10E+04;1.00E+00;2.48E-09;1.80E+01;-2.87E-10;;;;1.80E+01;2.4839E-09;2.8729E-10
7.15E+04;1.00E+00;1.29E-09;1.70E+01;-2.58E-10;;;;1.70E+01;1.2884E-09;2.581E-10
7.20E+04;1.00E+00;5.89E-10;1.60E+01;-2.40E-10;;;;1.60E+01;5.8883E-10;2.397E-10
7.25E+04;1.00E+00;2.26E-10;1.50E+01;-2.29E-10;;;;1.50E+01;2.2599E-10;2.2912E-10
7.30E+04;1.00E+00;1.09E-10;1.40E+01;-2.28E-10;;;;1.40E+01;1.0945E-10;2.2816E-10
7.35E+04;1.00E+00;8.55E-11;1.30E+01;-2.32E-10;;;;1.30E+01;8.5541E-11;2.3203E-10
7.40E+04;1.00E+00;8.04E-11;1.20E+01;-2.48E-10;;;;1.20E+01;8.0442E-11;2.4789E-10
7.45E+04;1.00E+00;8.24E-11;1.10E+01;-2.71E-10;;;;1.10E+01;8.2442E-11;2.7093E-10
7.50E+04;1.00E+00;9.22E-11;1.00E+01;-3.03E-10;;;;1.00E+01;9.2195E-11;3.0279E-10
7.55E+04;1.00E+00;9.47E-11;9.00E+00;-3.32E-10;;;;9.00E+00;9.4676E-11;3.3191E-10
7.60E+04;1.00E+00;1.67E-10;8.00E+00;-1.02E-09;;;;8.00E+00;1.6721E-10;1.0206E-09
7.65E+04;1.00E+00;1.61E-10;7.00E+00;-3.94E-10;;;;7.00E+00;1.6055E-10;3.9449E-10
7.70E+04;1.00E+00;1.78E-10;6.00E+00;-3.88E-10;;;;6.00E+00;1.7783E-10;3.8791E-10
7.75E+04;1.00E+00;1.77E-10;5.00E+00;-3.74E-10;;;;5.00E+00;1.7728E-10;3.7435E-10
7.80E+04;1.00E+00;1.76E-10;4.00E+00;-3.76E-10;;;;4.00E+00;1.7609E-10;3.7561E-10
7.85E+04;1.00E+00;1.87E-10;3.00E+00;-3.82E-10;;;;3.00E+00;1.8666E-10;3.8161E-10
7.90E+04;1.00E+00;1.88E-10;2.00E+00;-3.93E-10;;;;2.00E+00;1.8797E-10;3.9252E-10
7.95E+04;1.00E+00;1.94E-10;1.00E+00;-3.78E-10;;;;1.00E+00;1.9392E-10;3.7771E-10
8.00E+04;1.00E+00;2.00E-10;0.00E+00;-3.83E-10;;;;0.00E+00;1.9987E-10;3.8297E-10
8.05E+04;1.00E+00;2.01E-10;-1.00E+00;-3.85E-10;;;;-1.00E+00;2.0099E-10;3.8457E-10
8.10E+04;1.00E+00;2.01E-10;-2.00E+00;-3.84E-10;;;;-2.00E+00;2.0075E-10;3.8425E-10
8.15E+04;1.00E+00;2.08E-10;-3.00E+00;-3.85E-10;;;;-3.00E+00;2.0753E-10;3.8503E-10
8.20E+04;1.00E+00;2.08E-10;-4.00E+00;-3.87E-10;;;;-4.00E+00;2.0827E-10;3.8682E-10
8.25E+04;1.00E+00;2.15E-10;-5.00E+00;-3.80E-10;;;;-5.00E+00;2.1485E-10;3.7953E-10
8.30E+04;1.00E+00;2.22E-10;-6.00E+00;-3.91E-10;;;;-6.00E+00;2.2184E-10;3.9052E-10
8.35E+04;1.00E+00;2.21E-10;-7.00E+00;-3.80E-10;;;;-7.00E+00;2.2107E-10;3.7968E-10
8.40E+04;1.00E+00;2.21E-10;-8.00E+00;-3.72E-10;;;;-8.00E+00;2.2084E-10;3.7177E-10
8.45E+04;1.00E+00;2.21E-10;-9.00E+00;-3.65E-10;;;;-9.00E+00;2.2079E-10;3.654E-10
8.50E+04;1.00E+00;2.28E-10;-1.00E+01;-3.62E-10;;;;-1.00E+01;2.2766E-10;3.6215E-10
8.55E+04;1.00E+00;2.26E-10;-1.10E+01;-3.54E-10;;;;-1.10E+01;2.2567E-10;3.5448E-10
8.60E+04;1.00E+00;2.30E-10;-1.20E+01;-3.50E-10;;;;-1.20E+01;2.3029E-10;3.5011E-10
8.65E+04;1.00E+00;2.26E-10;-1.30E+01;-3.47E-10;;;;-1.30E+01;2.2632E-10;3.4749E-10
8.70E+04;1.00E+00;2.26E-10;-1.40E+01;-3.41E-10;;;;-1.40E+01;2.2598E-10;3.4118E-10
8.75E+04;1.00E+00;2.20E-10;-1.50E+01;-3.39E-10;;;;-1.50E+01;2.1958E-10;3.3918E-10
8.80E+04;1.00E+00;2.16E-10;-1.60E+01;-3.30E-10;;;;-1.60E+01;2.1621E-10;3.2974E-10
8.85E+04;1.00E+00;2.11E-10;-1.70E+01;-3.40E-10;;;;-1.70E+01;2.1097E-10;3.3974E-10
8.90E+04;1.00E+00;2.10E-10;-1.80E+01;-4.28E-10;;;;-1.80E+01;2.1037E-10;4.2816E-10
8.95E+04;1.00E+00;2.08E-10;-1.90E+01;-4.02E-10;;;;-1.90E+01;2.0783E-10;4.015E-10
9.00E+04;1.00E+00;2.03E-10;-2.00E+01;-4.34E-10;;;;-2.00E+01;2.0291E-10;4.3432E-10
9.05E+04;1.00E+00;2.00E-10;-2.10E+01;-4.67E-10;;;;-2.10E+01;2.0022E-10;4.6733E-10
9.10E+04;1.00E+00;1.91E-10;-2.20E+01;-5.15E-10;;;;-2.20E+01;1.9055E-10;5.1464E-10
9.15E+04;1.00E+00;2.02E-10;-2.30E+01;-8.98E-10;;;;-2.30E+01;2.022E-10;8.9836E-10
9.20E+04;1.00E+00;2.04E-10;-2.40E+01;-5.59E-10;;;;-2.40E+01;2.039E-10;5.5919E-10
9.25E+04;1.00E+00;2.10E-10;-2.50E+01;-6.21E-10;;;;-2.50E+01;2.0972E-10;6.2138E-10
9.30E+04;1.00E+00;2.19E-10;-2.60E+01;-6.88E-10;;;;-2.60E+01;2.1881E-10;6.8816E-10
9.35E+04;1.00E+00;2.33E-10;-2.70E+01;-8.58E-10;;;;-2.70E+01;2.3313E-10;8.5768E-10
9.40E+04;1.00E+00;2.51E-10;-2.80E+01;-9.44E-10;;;;-2.80E+01;2.5097E-10;9.4413E-10
9.45E+04;1.00E+00;2.71E-10;-2.90E+01;-1.06E-09;;;;-2.90E+01;2.7117E-10;1.0599E-09
9.50E+04;1.00E+00;2.83E-10;-3.00E+01;-1.31E-09;;;;-3.00E+01;2.8268E-10;1.3138E-09
9.55E+04;1.00E+00;2.96E-10;-3.10E+01;-1.76E-09;;;;-3.10E+01;2.9623E-10;1.7635E-09
9.60E+04;1.00E+00;3.21E-10;-3.20E+01;-1.95E-09;;;;-3.20E+01;3.2135E-10;1.9494E-09
9.65E+04;1.00E+00;3.67E-10;-3.30E+01;-2.49E-09;;;;-3.30E+01;3.6708E-10;2.4866E-09
9.70E+04;1.00E+00;4.68E-10;-3.40E+01;-6.36E-09;;;;-3.40E+01;4.6831E-10;6.3643E-09
9.75E+04;1.00E+00;4.31E-10;-3.50E+01;-6.87E-09;;;;-3.50E+01;4.3138E-10;6.8652E-09
9.80E+04;1.00E+00;4.25E-10;-3.60E+01;-5.14E-09;;;;-3.60E+01;4.2485E-10;5.1412E-09
9.85E+04;1.00E+00;3.87E-10;-3.70E+01;-3.08E-08;;;;-3.70E+01;3.8677E-10;3.0848E-08
9.90E+04;1.00E+00;5.30E-10;-3.80E+01;-1.37E-08;;;;-3.80E+01;5.3049E-10;1.3679E-08
9.95E+04;1.00E+00;5.39E-10;-3.90E+01;-3.72E-09;;;;-3.90E+01;5.3877E-10;3.7212E-09
1.00E+05;1.00E+00;7.70E-10;-4.00E+01;-1.26E-08;;;;-4.00E+01;7.698E-10;1.2618E-08
1.01E+05;1.00E+00;6.34E-10;-4.10E+01;-1.83E-08;;;;-4.10E+01;6.3374E-10;1.8348E-08
1.01E+05;1.00E+00;6.65E-10;-4.20E+01;-3.05E-08;;;;-4.20E+01;6.6498E-10;3.0532E-08
1.02E+05;1.00E+00;6.54E-10;-4.30E+01;-2.09E-08;;;;-4.30E+01;6.5373E-10;2.0931E-08
1.02E+05;1.00E+00;7.09E-10;-4.40E+01;-9.33E-09;;;;-4.40E+01;7.0897E-10;9.3334E-09
1.03E+05;1.00E+00;7.82E-10;-4.50E+01;-8.61E-09;;;;-4.50E+01;7.8217E-10;8.6128E-09
1.03E+05;1.00E+00;7.69E-10;-4.60E+01;-5.22E-09;;;;-4.60E+01;7.6869E-10;5.2153E-09
1.04E+05;1.00E+00;7.65E-10;-4.70E+01;-1.01E-08;;;;-4.70E+01;7.6531E-10;1.0149E-08
1.04E+05;1.00E+00;8.02E-10;-4.80E+01;-7.00E-09;;;;-4.80E+01;8.0157E-10;6.9993E-09
1.05E+05;1.00E+00;6.10E-10;-4.90E+01;-3.49E-08;;;;-4.90E+01;6.0993E-10;3.4922E-08
1.05E+05;1.00E+00;9.46E-10;-5.00E+01;-2.26E-08;;;;-5.00E+01;9.4635E-10;2.2648E-08
