File Name: 23_Sample12_device3_trfSat_dark.dat;;;;;;;;;
File Data: 15/12/2023;13:18:35;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;VGate (V);|IDrain| (A);|IGate| (A)
1.70E+04;1.00E+00;1.09E-11;-2.40E+01;-9.41E-09;;;-2.40E+01;1.0891E-11;9.4058E-09
1.75E+04;1.00E+00;1.33E-11;-2.30E+01;-1.27E-08;;;-2.30E+01;1.3317E-11;1.2733E-08
1.80E+04;1.00E+00;-3.23E-10;-2.20E+01;-1.28E-08;;;-2.20E+01;3.2292E-10;1.2823E-08
1.85E+04;1.00E+00;2.74E-11;-2.10E+01;-3.88E-09;;;-2.10E+01;2.7397E-11;3.8803E-09
1.90E+04;1.00E+00;1.03E-11;-2.00E+01;-4.47E-09;;;-2.00E+01;1.0269E-11;4.4673E-09
1.95E+04;1.00E+00;-2.02E-11;-1.90E+01;-1.90E-09;;;-1.90E+01;2.02E-11;1.9047E-09
2.00E+04;1.00E+00;2.83E-10;-1.80E+01;-6.24E-08;;;-1.80E+01;2.8318E-10;6.2392E-08
2.05E+04;1.00E+00;9.65E-11;-1.70E+01;-4.25E-08;;;-1.70E+01;9.6481E-11;4.254E-08
2.10E+04;1.00E+00;-6.26E-11;-1.60E+01;-4.58E-09;;;-1.60E+01;6.2602E-11;4.5828E-09
2.15E+04;1.00E+00;-1.28E-12;-1.50E+01;-1.70E-08;;;-1.50E+01;1.2779E-12;1.6978E-08
2.20E+04;1.00E+00;-5.13E-11;-1.40E+01;-2.78E-10;;;-1.40E+01;5.1272E-11;2.7804E-10
2.25E+04;1.00E+00;-7.62E-11;-1.30E+01;-1.99E-10;;;-1.30E+01;7.6219E-11;1.994E-10
2.30E+04;1.00E+00;-1.24E-10;-1.20E+01;-7.44E-11;;;-1.20E+01;1.2412E-10;7.4433E-11
2.35E+04;1.00E+00;-1.73E-10;-1.10E+01;1.00E-11;;;-1.10E+01;1.7268E-10;9.9981E-12
2.40E+04;1.00E+00;-2.05E-10;-1.00E+01;1.20E-10;;;-1.00E+01;2.0536E-10;1.2034E-10
2.45E+04;1.00E+00;-2.74E-10;-9.00E+00;2.73E-10;;;-9.00E+00;2.7379E-10;2.7283E-10
2.50E+04;1.00E+00;-2.75E-10;-8.00E+00;4.04E-10;;;-8.00E+00;2.7537E-10;4.0432E-10
2.55E+04;1.00E+00;-1.96E-10;-7.00E+00;4.66E-10;;;-7.00E+00;1.9586E-10;4.6553E-10
2.60E+04;1.00E+00;-9.08E-11;-6.00E+00;5.07E-10;;;-6.00E+00;9.0789E-11;5.0676E-10
2.65E+04;1.00E+00;6.86E-11;-5.00E+00;5.29E-10;;;-5.00E+00;6.862E-11;5.2876E-10
2.70E+04;1.00E+00;4.05E-10;-4.00E+00;5.26E-10;;;-4.00E+00;4.0527E-10;5.2627E-10
2.75E+04;1.00E+00;7.16E-10;-3.00E+00;5.34E-10;;;-3.00E+00;7.1633E-10;5.3353E-10
2.80E+04;1.00E+00;1.18E-09;-2.00E+00;5.06E-10;;;-2.00E+00;1.1849E-09;5.0636E-10
2.85E+04;1.00E+00;1.78E-09;-1.00E+00;5.08E-10;;;-1.00E+00;1.7835E-09;5.0788E-10
2.90E+04;1.00E+00;2.57E-09;0.00E+00;5.62E-10;;;0.00E+00;2.5651E-09;5.621E-10
2.95E+04;1.00E+00;3.66E-09;1.00E+00;6.73E-10;;;1.00E+00;3.6638E-09;6.727E-10
3.00E+04;1.00E+00;4.70E-09;2.00E+00;8.28E-10;;;2.00E+00;4.6969E-09;8.2837E-10
3.05E+04;1.00E+00;6.06E-09;3.00E+00;1.16E-09;;;3.00E+00;6.0587E-09;1.163E-09
3.10E+04;1.00E+00;7.96E-09;4.00E+00;1.25E-09;;;4.00E+00;7.9579E-09;1.2524E-09
3.15E+04;1.00E+00;9.64E-09;5.00E+00;7.41E-10;;;5.00E+00;9.6359E-09;7.4113E-10
3.20E+04;1.00E+00;1.20E-08;6.00E+00;5.23E-10;;;6.00E+00;1.1976E-08;5.2286E-10
3.25E+04;1.00E+00;1.38E-08;7.00E+00;3.84E-10;;;7.00E+00;1.3784E-08;3.8372E-10
3.30E+04;1.00E+00;1.72E-08;8.00E+00;2.82E-10;;;8.00E+00;1.7222E-08;2.8232E-10
3.35E+04;1.00E+00;1.98E-08;9.00E+00;2.30E-10;;;9.00E+00;1.9759E-08;2.297E-10
3.40E+04;1.00E+00;2.38E-08;1.00E+01;2.01E-10;;;1.00E+01;2.378E-08;2.0136E-10
3.45E+04;1.00E+00;2.77E-08;1.10E+01;1.90E-10;;;1.10E+01;2.7711E-08;1.9001E-10
3.50E+04;1.00E+00;3.30E-08;1.20E+01;1.85E-10;;;1.20E+01;3.3034E-08;1.8467E-10
3.55E+04;1.00E+00;3.81E-08;1.30E+01;1.83E-10;;;1.30E+01;3.8109E-08;1.8325E-10
3.60E+04;1.00E+00;4.34E-08;1.40E+01;1.79E-10;;;1.40E+01;4.3414E-08;1.7932E-10
3.65E+04;1.00E+00;4.93E-08;1.50E+01;1.78E-10;;;1.50E+01;4.9274E-08;1.7792E-10
3.70E+04;1.00E+00;5.70E-08;1.60E+01;1.78E-10;;;1.60E+01;5.6982E-08;1.7825E-10
3.75E+04;1.00E+00;6.52E-08;1.70E+01;1.77E-10;;;1.70E+01;6.5236E-08;1.7714E-10
3.80E+04;1.00E+00;7.44E-08;1.80E+01;1.77E-10;;;1.80E+01;7.4402E-08;1.767E-10
3.85E+04;1.00E+00;8.44E-08;1.90E+01;1.77E-10;;;1.90E+01;8.4388E-08;1.7708E-10
3.90E+04;1.00E+00;9.67E-08;2.00E+01;1.79E-10;;;2.00E+01;9.6706E-08;1.7897E-10
3.95E+04;1.00E+00;1.08E-07;2.10E+01;1.80E-10;;;2.10E+01;1.0804E-07;1.7961E-10
4.00E+04;1.00E+00;1.20E-07;2.20E+01;1.92E-10;;;2.20E+01;0.00000012;1.9181E-10
4.05E+04;1.00E+00;1.36E-07;2.30E+01;1.80E-10;;;2.30E+01;1.363E-07;1.8014E-10
4.10E+04;1.00E+00;1.57E-07;2.40E+01;1.80E-10;;;2.40E+01;1.5719E-07;1.7969E-10
4.15E+04;1.00E+00;1.75E-07;2.50E+01;1.81E-10;;;2.50E+01;1.7507E-07;1.8078E-10
4.20E+04;1.00E+00;1.96E-07;2.60E+01;1.82E-10;;;2.60E+01;1.9555E-07;1.822E-10
4.25E+04;1.00E+00;2.17E-07;2.70E+01;1.81E-10;;;2.70E+01;2.1692E-07;1.8077E-10
4.30E+04;1.00E+00;2.43E-07;2.80E+01;1.83E-10;;;2.80E+01;2.4309E-07;1.8307E-10
4.35E+04;1.00E+00;2.68E-07;2.90E+01;1.86E-10;;;2.90E+01;2.6774E-07;1.8589E-10
4.40E+04;1.00E+00;2.96E-07;3.00E+01;1.87E-10;;;3.00E+01;2.9649E-07;1.874E-10
4.45E+04;1.00E+00;3.32E-07;3.10E+01;1.88E-10;;;3.10E+01;3.3193E-07;1.8806E-10
4.50E+04;1.00E+00;3.66E-07;3.20E+01;1.89E-10;;;3.20E+01;3.6575E-07;1.8854E-10
4.55E+04;1.00E+00;4.05E-07;3.30E+01;1.78E-10;;;3.30E+01;4.0451E-07;1.7837E-10
4.60E+04;1.00E+00;4.46E-07;3.40E+01;9.20E-10;;;3.40E+01;4.4614E-07;9.2018E-10
4.65E+04;1.00E+00;4.78E-07;3.50E+01;1.94E-10;;;3.50E+01;4.7823E-07;1.9365E-10
4.70E+04;1.00E+00;5.21E-07;3.60E+01;2.05E-10;;;3.60E+01;5.2149E-07;2.05E-10
4.75E+04;1.00E+00;5.74E-07;3.70E+01;1.93E-10;;;3.70E+01;0.000000574;1.9311E-10
4.80E+04;1.00E+00;6.16E-07;3.80E+01;1.93E-10;;;3.80E+01;6.157E-07;1.9283E-10
4.85E+04;1.00E+00;6.65E-07;3.90E+01;1.94E-10;;;3.90E+01;6.6503E-07;1.9405E-10
4.90E+04;1.00E+00;7.26E-07;4.00E+01;1.95E-10;;;4.00E+01;7.2591E-07;1.9533E-10
4.95E+04;1.00E+00;7.81E-07;4.10E+01;1.95E-10;;;4.10E+01;7.8142E-07;1.9519E-10
5.00E+04;1.00E+00;8.44E-07;4.20E+01;1.95E-10;;;4.20E+01;8.4387E-07;1.9516E-10
5.05E+04;1.00E+00;9.14E-07;4.30E+01;1.95E-10;;;4.30E+01;9.1385E-07;1.9464E-10
5.10E+04;1.00E+00;9.78E-07;4.40E+01;1.97E-10;;;4.40E+01;9.7822E-07;1.9658E-10
5.15E+04;1.00E+00;1.04E-06;4.50E+01;1.99E-10;;;4.50E+01;1.0431E-06;1.9948E-10
5.20E+04;1.00E+00;1.11E-06;4.60E+01;2.13E-10;;;4.60E+01;0.00000111;2.1328E-10
5.25E+04;1.00E+00;1.19E-06;4.70E+01;2.05E-10;;;4.70E+01;1.1881E-06;2.0464E-10
5.30E+04;1.00E+00;1.27E-06;4.80E+01;2.10E-10;;;4.80E+01;1.2742E-06;2.1014E-10
5.35E+04;1.00E+00;1.36E-06;4.90E+01;2.14E-10;;;4.90E+01;0.000001358;2.1382E-10
5.40E+04;1.00E+00;1.45E-06;5.00E+01;2.15E-10;;;5.00E+01;1.4547E-06;2.1468E-10
5.45E+04;1.00E+00;1.54E-06;5.10E+01;2.21E-10;;;5.10E+01;1.5442E-06;2.2122E-10
5.50E+04;1.00E+00;1.43E-06;5.00E+01;-4.50E-11;;;5.00E+01;1.4267E-06;4.5001E-11
5.55E+04;1.00E+00;1.31E-06;4.90E+01;-7.32E-11;;;4.90E+01;1.3124E-06;7.3174E-11
5.60E+04;1.00E+00;1.21E-06;4.80E+01;-1.01E-10;;;4.80E+01;1.2053E-06;1.0069E-10
5.65E+04;1.00E+00;1.11E-06;4.70E+01;-1.10E-10;;;4.70E+01;1.1136E-06;1.1023E-10
5.70E+04;1.00E+00;1.02E-06;4.60E+01;-1.19E-10;;;4.60E+01;1.0215E-06;1.1862E-10
5.75E+04;1.00E+00;9.39E-07;4.50E+01;-1.26E-10;;;4.50E+01;9.3892E-07;1.2558E-10
5.80E+04;1.00E+00;8.62E-07;4.40E+01;-1.51E-10;;;4.40E+01;8.6155E-07;1.505E-10
5.85E+04;1.00E+00;7.90E-07;4.30E+01;-1.37E-10;;;4.30E+01;7.8977E-07;1.3732E-10
5.90E+04;1.00E+00;7.18E-07;4.20E+01;-1.43E-10;;;4.20E+01;7.1777E-07;1.4281E-10
5.95E+04;1.00E+00;6.53E-07;4.10E+01;-1.50E-10;;;4.10E+01;6.5332E-07;1.4968E-10
6.00E+04;1.00E+00;5.97E-07;4.00E+01;-1.53E-10;;;4.00E+01;5.9701E-07;1.5286E-10
6.05E+04;1.00E+00;5.38E-07;3.90E+01;-1.47E-10;;;3.90E+01;5.3756E-07;1.4702E-10
6.10E+04;1.00E+00;4.84E-07;3.80E+01;-1.16E-09;;;3.80E+01;4.8423E-07;1.1601E-09
6.15E+04;1.00E+00;4.35E-07;3.70E+01;-1.74E-10;;;3.70E+01;4.3456E-07;1.7405E-10
6.20E+04;1.00E+00;3.93E-07;3.60E+01;-1.80E-10;;;3.60E+01;3.9337E-07;1.8021E-10
6.25E+04;1.00E+00;3.49E-07;3.50E+01;-1.77E-10;;;3.50E+01;3.4859E-07;1.7663E-10
6.30E+04;1.00E+00;3.13E-07;3.40E+01;-1.87E-10;;;3.40E+01;3.1325E-07;1.8654E-10
6.35E+04;1.00E+00;2.82E-07;3.30E+01;-1.77E-10;;;3.30E+01;2.815E-07;1.7669E-10
6.40E+04;1.00E+00;2.50E-07;3.20E+01;-1.79E-10;;;3.20E+01;2.4998E-07;1.7937E-10
6.45E+04;1.00E+00;2.19E-07;3.10E+01;-1.84E-10;;;3.10E+01;2.1925E-07;1.8353E-10
6.50E+04;1.00E+00;1.91E-07;3.00E+01;-1.87E-10;;;3.00E+01;1.9053E-07;1.8676E-10
6.55E+04;1.00E+00;1.65E-07;2.90E+01;-1.89E-10;;;2.90E+01;1.6504E-07;1.8905E-10
6.60E+04;1.00E+00;1.42E-07;2.80E+01;-1.89E-10;;;2.80E+01;1.4165E-07;1.8892E-10
6.65E+04;1.00E+00;1.21E-07;2.70E+01;-1.94E-10;;;2.70E+01;1.2097E-07;1.9386E-10
6.70E+04;1.00E+00;1.00E-07;2.60E+01;-2.05E-10;;;2.60E+01;1.0033E-07;2.0512E-10
6.80E+04;1.00E+00;8.14E-08;2.50E+01;-9.01E-11;;;2.50E+01;8.136E-08;9.0075E-11
6.85E+04;1.00E+00;6.28E-08;2.40E+01;-4.61E-10;;;2.40E+01;6.2764E-08;4.6096E-10
6.90E+04;1.00E+00;4.65E-08;2.30E+01;-1.88E-10;;;2.30E+01;4.6454E-08;1.8793E-10
6.95E+04;1.00E+00;3.30E-08;2.20E+01;-1.99E-10;;;2.20E+01;3.3042E-08;1.9897E-10
7.00E+04;1.00E+00;2.25E-08;2.10E+01;-2.09E-10;;;2.10E+01;2.2466E-08;2.0916E-10
7.05E+04;1.00E+00;1.47E-08;2.00E+01;-2.23E-10;;;2.00E+01;1.4726E-08;2.2333E-10
7.10E+04;1.00E+00;9.33E-09;1.90E+01;-2.73E-10;;;1.90E+01;9.3262E-09;2.731E-10
7.15E+04;1.00E+00;5.77E-09;1.80E+01;-3.61E-10;;;1.80E+01;5.7717E-09;3.6132E-10
7.20E+04;1.00E+00;3.39E-09;1.70E+01;-3.17E-10;;;1.70E+01;3.3947E-09;3.1722E-10
7.25E+04;1.00E+00;1.94E-09;1.60E+01;-2.76E-10;;;1.60E+01;1.9384E-09;2.7639E-10
7.30E+04;1.00E+00;1.07E-09;1.50E+01;-2.48E-10;;;1.50E+01;1.0716E-09;2.4752E-10
7.35E+04;1.00E+00;5.12E-10;1.40E+01;-2.24E-10;;;1.40E+01;5.1249E-10;2.2447E-10
7.40E+04;1.00E+00;2.41E-10;1.30E+01;-2.23E-10;;;1.30E+01;2.406E-10;2.2308E-10
7.45E+04;1.00E+00;1.21E-10;1.20E+01;-2.33E-10;;;1.20E+01;1.2127E-10;2.3286E-10
7.50E+04;1.00E+00;8.68E-11;1.10E+01;-2.49E-10;;;1.10E+01;8.6844E-11;2.4884E-10
7.55E+04;1.00E+00;7.55E-11;1.00E+01;-2.73E-10;;;1.00E+01;7.5468E-11;2.7276E-10
7.60E+04;1.00E+00;9.25E-11;9.00E+00;-4.30E-10;;;9.00E+00;9.2467E-11;4.3043E-10
7.65E+04;1.00E+00;1.24E-10;8.00E+00;-4.80E-10;;;8.00E+00;1.2382E-10;4.8043E-10
7.70E+04;1.00E+00;1.31E-10;7.00E+00;-3.85E-10;;;7.00E+00;1.3142E-10;3.8472E-10
7.75E+04;1.00E+00;1.55E-10;6.00E+00;-4.02E-10;;;6.00E+00;1.5488E-10;4.016E-10
7.80E+04;1.00E+00;1.73E-10;5.00E+00;-4.03E-10;;;5.00E+00;1.7257E-10;4.0312E-10
7.85E+04;1.00E+00;1.82E-10;4.00E+00;-3.94E-10;;;4.00E+00;1.819E-10;3.943E-10
7.90E+04;1.00E+00;1.93E-10;3.00E+00;-3.86E-10;;;3.00E+00;1.9255E-10;3.8596E-10
7.95E+04;1.00E+00;1.94E-10;2.00E+00;-3.79E-10;;;2.00E+00;1.9427E-10;3.789E-10
8.00E+04;1.00E+00;1.95E-10;1.00E+00;-3.68E-10;;;1.00E+00;1.9494E-10;3.6803E-10
8.05E+04;1.00E+00;1.95E-10;0.00E+00;-3.76E-10;;;0.00E+00;1.9472E-10;3.758E-10
8.10E+04;1.00E+00;1.92E-10;-1.00E+00;-3.80E-10;;;-1.00E+00;1.9166E-10;3.795E-10
8.15E+04;1.00E+00;1.96E-10;-2.00E+00;-3.84E-10;;;-2.00E+00;1.958E-10;3.8419E-10
8.20E+04;1.00E+00;2.01E-10;-3.00E+00;-3.88E-10;;;-3.00E+00;2.0062E-10;3.8807E-10
8.25E+04;1.00E+00;2.09E-10;-4.00E+00;-3.85E-10;;;-4.00E+00;2.0855E-10;3.8545E-10
8.30E+04;1.00E+00;2.06E-10;-5.00E+00;-3.78E-10;;;-5.00E+00;2.0602E-10;3.7764E-10
8.35E+04;1.00E+00;2.11E-10;-6.00E+00;-3.84E-10;;;-6.00E+00;2.1122E-10;3.8432E-10
8.40E+04;1.00E+00;2.13E-10;-7.00E+00;-3.76E-10;;;-7.00E+00;2.133E-10;3.7614E-10
8.45E+04;1.00E+00;2.19E-10;-8.00E+00;-3.77E-10;;;-8.00E+00;2.1872E-10;3.7734E-10
8.50E+04;1.00E+00;2.21E-10;-9.00E+00;-3.71E-10;;;-9.00E+00;2.2104E-10;3.7133E-10
8.55E+04;1.00E+00;2.23E-10;-1.00E+01;-3.65E-10;;;-1.00E+01;2.23E-10;3.6488E-10
8.60E+04;1.00E+00;2.21E-10;-1.10E+01;-3.57E-10;;;-1.10E+01;2.2067E-10;3.5679E-10
8.65E+04;1.00E+00;2.22E-10;-1.20E+01;-3.58E-10;;;-1.20E+01;2.2241E-10;3.5799E-10
8.70E+04;1.00E+00;2.22E-10;-1.30E+01;-3.42E-10;;;-1.30E+01;2.2177E-10;3.4154E-10
8.75E+04;1.00E+00;2.20E-10;-1.40E+01;-3.45E-10;;;-1.40E+01;2.1959E-10;3.4538E-10
8.80E+04;1.00E+00;2.15E-10;-1.50E+01;-3.35E-10;;;-1.50E+01;2.1549E-10;3.3527E-10
8.85E+04;1.00E+00;2.11E-10;-1.60E+01;-3.34E-10;;;-1.60E+01;2.1096E-10;3.3379E-10
8.90E+04;1.00E+00;2.07E-10;-1.70E+01;-3.30E-10;;;-1.70E+01;2.0734E-10;3.2997E-10
8.95E+04;1.00E+00;2.06E-10;-1.80E+01;-3.23E-10;;;-1.80E+01;2.063E-10;3.2295E-10
9.00E+04;1.00E+00;1.97E-10;-1.90E+01;-3.25E-10;;;-1.90E+01;1.9697E-10;3.2497E-10
9.05E+04;1.00E+00;1.96E-10;-2.00E+01;-4.57E-10;;;-2.00E+01;1.9629E-10;4.5703E-10
9.10E+04;1.00E+00;1.85E-10;-2.10E+01;-5.56E-10;;;-2.10E+01;1.8467E-10;5.5619E-10
9.15E+04;1.00E+00;1.93E-10;-2.20E+01;-9.55E-10;;;-2.20E+01;1.9301E-10;9.5515E-10
9.20E+04;1.00E+00;1.89E-10;-2.30E+01;-6.62E-10;;;-2.30E+01;1.8854E-10;6.6159E-10
9.25E+04;1.00E+00;1.83E-10;-2.40E+01;-6.94E-10;;;-2.40E+01;1.8277E-10;6.9373E-10
9.30E+04;1.00E+00;1.78E-10;-2.50E+01;-8.50E-10;;;-2.50E+01;1.7808E-10;8.4952E-10
9.35E+04;1.00E+00;1.84E-10;-2.60E+01;-9.31E-10;;;-2.60E+01;1.8359E-10;9.307E-10
9.40E+04;1.00E+00;1.84E-10;-2.70E+01;-1.06E-09;;;-2.70E+01;1.8439E-10;1.0558E-09
9.45E+04;1.00E+00;1.89E-10;-2.80E+01;-1.12E-09;;;-2.80E+01;1.8932E-10;1.1211E-09
9.50E+04;1.00E+00;2.14E-10;-2.90E+01;-1.23E-09;;;-2.90E+01;2.1421E-10;1.2253E-09
9.55E+04;1.00E+00;2.57E-10;-3.00E+01;-1.35E-09;;;-3.00E+01;2.5699E-10;1.3477E-09
9.60E+04;1.00E+00;2.91E-10;-3.10E+01;-1.52E-09;;;-3.10E+01;2.9118E-10;1.5189E-09
9.65E+04;1.00E+00;3.15E-10;-3.20E+01;-1.61E-09;;;-3.20E+01;3.1489E-10;1.61E-09
9.70E+04;1.00E+00;3.36E-10;-3.30E+01;-1.80E-09;;;-3.30E+01;3.3551E-10;1.7981E-09
9.75E+04;1.00E+00;3.52E-10;-3.40E+01;-1.99E-09;;;-3.40E+01;3.5151E-10;1.991E-09
9.80E+04;1.00E+00;3.79E-10;-3.50E+01;-2.53E-09;;;-3.50E+01;3.7901E-10;2.5259E-09
9.85E+04;1.00E+00;3.67E-10;-3.60E+01;-4.07E-09;;;-3.60E+01;3.6711E-10;4.0651E-09
9.90E+04;1.00E+00;5.00E-10;-3.70E+01;-1.67E-08;;;-3.70E+01;4.9959E-10;1.6699E-08
9.95E+04;1.00E+00;4.20E-10;-3.80E+01;-5.61E-09;;;-3.80E+01;4.197E-10;5.6066E-09
1.00E+05;1.00E+00;5.13E-10;-3.90E+01;-5.98E-09;;;-3.90E+01;5.1326E-10;5.9829E-09
1.01E+05;1.00E+00;5.35E-10;-4.00E+01;-9.55E-09;;;-4.00E+01;5.3545E-10;9.5507E-09
1.01E+05;1.00E+00;-4.04E-10;-4.10E+01;-6.85E-09;;;-4.10E+01;4.0416E-10;6.8458E-09
1.02E+05;1.00E+00;7.21E-10;-4.20E+01;-4.97E-08;;;-4.20E+01;7.2106E-10;4.9734E-08
1.02E+05;1.00E+00;6.00E-10;-4.30E+01;-1.83E-08;;;-4.30E+01;5.9968E-10;1.8274E-08
1.03E+05;1.00E+00;4.93E-10;-4.40E+01;-4.25E-08;;;-4.40E+01;4.9315E-10;4.2482E-08
1.04E+05;1.00E+00;3.90E-10;-4.50E+01;-4.98E-07;;;-4.50E+01;3.8973E-10;4.9771E-07
1.05E+05;1.00E+00;2.19E-10;-4.60E+01;-4.53E-07;;;-4.60E+01;2.1855E-10;4.5324E-07
1.05E+05;1.00E+00;4.45E-10;-4.70E+01;-4.30E-07;;;-4.70E+01;4.4491E-10;4.2994E-07
1.06E+05;1.00E+00;8.81E-10;-4.80E+01;-4.41E-07;;;-4.80E+01;8.8142E-10;4.4113E-07
1.06E+05;1.00E+00;6.62E-10;-4.90E+01;-3.03E-07;;;-4.90E+01;6.6167E-10;3.0304E-07
1.07E+05;1.00E+00;5.17E-10;-5.00E+01;-3.78E-07;;;-5.00E+01;5.1735E-10;3.7838E-07
