File Name: 34_Sample12_device3_It_150kV_VDrain1V_VGate45V.dat;;;;
File Data: 15/12/2023;15:06:31;;;
Start V: 0;;;;
Step V: 0;;;;
Stop V: 0;;;;
Range V: 200;;;;
Delay(ms): 0;;;;
Auorange: yes;;;;
Sweep type: log;;;;
Instrument Meter: SM2614;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A)
7.84E+05;1.00E+00;5.89E-09;4.50E+01;1.38E-08
7.85E+05;1.00E+00;5.86E-09;4.50E+01;1.38E-08
7.85E+05;1.00E+00;5.75E-09;4.50E+01;1.38E-08
7.86E+05;1.00E+00;5.90E-09;4.50E+01;1.38E-08
7.86E+05;1.00E+00;5.87E-09;4.50E+01;1.38E-08
7.87E+05;1.00E+00;5.81E-09;4.50E+01;1.38E-08
7.87E+05;1.00E+00;5.85E-09;4.50E+01;3.59E-10
7.88E+05;1.00E+00;5.72E-09;4.50E+01;1.05E-10
7.88E+05;1.00E+00;5.69E-09;4.50E+01;8.92E-11
7.89E+05;1.00E+00;5.54E-09;4.50E+01;8.84E-11
7.89E+05;1.00E+00;5.40E-09;4.50E+01;8.76E-11
7.90E+05;1.00E+00;5.35E-09;4.50E+01;8.83E-11
7.90E+05;1.00E+00;5.33E-09;4.50E+01;8.92E-11
7.91E+05;1.00E+00;5.23E-09;4.50E+01;8.87E-11
7.91E+05;1.00E+00;5.12E-09;4.50E+01;8.91E-11
7.92E+05;1.00E+00;5.13E-09;4.50E+01;8.88E-11
7.92E+05;1.00E+00;5.09E-09;4.50E+01;9.15E-11
7.93E+05;1.00E+00;5.08E-09;4.50E+01;9.76E-11
7.93E+05;1.00E+00;5.05E-09;4.50E+01;1.02E-10
7.94E+05;1.00E+00;5.03E-09;4.50E+01;1.04E-10
7.94E+05;1.00E+00;5.02E-09;4.50E+01;1.05E-10
7.95E+05;1.00E+00;4.98E-09;4.50E+01;1.05E-10
7.95E+05;1.00E+00;4.95E-09;4.50E+01;1.04E-10
7.96E+05;1.00E+00;4.86E-09;4.50E+01;1.05E-10
7.96E+05;1.00E+00;4.82E-09;4.50E+01;1.03E-10
7.97E+05;1.00E+00;4.80E-09;4.50E+01;1.05E-10
7.97E+05;1.00E+00;4.77E-09;4.50E+01;1.05E-10
7.98E+05;1.00E+00;4.76E-09;4.50E+01;1.05E-10
7.98E+05;1.00E+00;4.72E-09;4.50E+01;1.06E-10
7.99E+05;1.00E+00;4.72E-09;4.50E+01;1.06E-10
7.99E+05;1.00E+00;4.72E-09;4.50E+01;1.05E-10
8.00E+05;1.00E+00;4.72E-09;4.50E+01;1.05E-10
8.00E+05;1.00E+00;4.71E-09;4.50E+01;1.05E-10
8.01E+05;1.00E+00;4.65E-09;4.50E+01;1.04E-10
8.01E+05;1.00E+00;4.67E-09;4.50E+01;1.05E-10
8.02E+05;1.00E+00;4.58E-09;4.50E+01;1.04E-10
8.02E+05;1.00E+00;4.54E-09;4.50E+01;1.06E-10
8.03E+05;1.00E+00;4.61E-09;4.50E+01;1.05E-10
8.03E+05;1.00E+00;4.54E-09;4.50E+01;1.03E-10
8.04E+05;1.00E+00;4.54E-09;4.50E+01;1.04E-10
8.04E+05;1.00E+00;4.51E-09;4.50E+01;1.02E-10
8.05E+05;1.00E+00;4.47E-09;4.50E+01;1.04E-10
8.05E+05;1.00E+00;4.49E-09;4.50E+01;1.04E-10
8.06E+05;1.00E+00;4.48E-09;4.50E+01;1.05E-10
8.06E+05;1.00E+00;4.43E-09;4.50E+01;1.06E-10
8.07E+05;1.00E+00;4.42E-09;4.50E+01;1.04E-10
8.07E+05;1.00E+00;4.47E-09;4.50E+01;1.55E-08
8.08E+05;1.00E+00;4.63E-09;4.50E+01;1.66E-08
8.08E+05;1.00E+00;4.78E-09;4.50E+01;1.66E-08
8.09E+05;1.00E+00;4.89E-09;4.50E+01;1.66E-08
8.09E+05;1.00E+00;5.02E-09;4.50E+01;1.66E-08
8.10E+05;1.00E+00;5.15E-09;4.50E+01;1.66E-08
8.10E+05;1.00E+00;5.18E-09;4.50E+01;1.66E-08
8.11E+05;1.00E+00;5.18E-09;4.50E+01;1.66E-08
8.11E+05;1.00E+00;5.32E-09;4.50E+01;1.66E-08
8.12E+05;1.00E+00;5.36E-09;4.50E+01;1.66E-08
8.12E+05;1.00E+00;5.47E-09;4.50E+01;1.66E-08
8.13E+05;1.00E+00;5.55E-09;4.50E+01;1.66E-08
8.13E+05;1.00E+00;5.59E-09;4.50E+01;1.66E-08
8.14E+05;1.00E+00;5.63E-09;4.50E+01;1.66E-08
8.14E+05;1.00E+00;5.73E-09;4.50E+01;1.66E-08
8.15E+05;1.00E+00;5.98E-09;4.50E+01;1.66E-08
8.15E+05;1.00E+00;5.97E-09;4.50E+01;1.66E-08
8.16E+05;1.00E+00;6.10E-09;4.50E+01;1.66E-08
8.16E+05;1.00E+00;6.06E-09;4.50E+01;1.66E-08
8.17E+05;1.00E+00;5.95E-09;4.50E+01;1.66E-08
8.17E+05;1.00E+00;6.06E-09;4.50E+01;8.13E-09
8.18E+05;1.00E+00;5.89E-09;4.50E+01;1.33E-10
8.18E+05;1.00E+00;5.78E-09;4.50E+01;1.07E-10
8.19E+05;1.00E+00;5.64E-09;4.50E+01;1.03E-10
8.19E+05;1.00E+00;5.64E-09;4.50E+01;1.04E-10
8.20E+05;1.00E+00;5.57E-09;4.50E+01;1.04E-10
8.20E+05;1.00E+00;5.55E-09;4.50E+01;1.04E-10
8.21E+05;1.00E+00;5.40E-09;4.50E+01;1.05E-10
8.21E+05;1.00E+00;5.30E-09;4.50E+01;1.03E-10
8.22E+05;1.00E+00;5.25E-09;4.50E+01;1.04E-10
8.22E+05;1.00E+00;5.15E-09;4.50E+01;1.05E-10
8.23E+05;1.00E+00;5.11E-09;4.50E+01;1.04E-10
8.23E+05;1.00E+00;5.17E-09;4.50E+01;1.04E-10
8.24E+05;1.00E+00;5.13E-09;4.50E+01;1.04E-10
8.24E+05;1.00E+00;5.08E-09;4.50E+01;1.05E-10
8.25E+05;1.00E+00;5.09E-09;4.50E+01;1.03E-10
8.25E+05;1.00E+00;5.07E-09;4.50E+01;1.04E-10
8.26E+05;1.00E+00;5.01E-09;4.50E+01;1.04E-10
8.26E+05;1.00E+00;4.96E-09;4.50E+01;1.04E-10
8.27E+05;1.00E+00;4.89E-09;4.50E+01;1.05E-10
8.27E+05;1.00E+00;4.93E-09;4.50E+01;1.32E-08
8.28E+05;1.00E+00;5.11E-09;4.50E+01;1.67E-08
8.28E+05;1.00E+00;5.16E-09;4.50E+01;1.67E-08
8.29E+05;1.00E+00;5.25E-09;4.50E+01;1.67E-08
8.29E+05;1.00E+00;5.43E-09;4.50E+01;1.67E-08
8.30E+05;1.00E+00;5.46E-09;4.50E+01;1.67E-08
8.30E+05;1.00E+00;5.44E-09;4.50E+01;1.67E-08
8.31E+05;1.00E+00;5.66E-09;4.50E+01;1.67E-08
8.31E+05;1.00E+00;5.66E-09;4.50E+01;1.67E-08
8.32E+05;1.00E+00;5.67E-09;4.50E+01;1.67E-08
8.32E+05;1.00E+00;5.66E-09;4.50E+01;1.67E-08
8.33E+05;1.00E+00;5.76E-09;4.50E+01;1.67E-08
8.33E+05;1.00E+00;5.86E-09;4.50E+01;1.67E-08
8.34E+05;1.00E+00;6.06E-09;4.50E+01;1.67E-08
8.34E+05;1.00E+00;6.20E-09;4.50E+01;1.67E-08
8.35E+05;1.00E+00;6.25E-09;4.50E+01;1.67E-08
8.35E+05;1.00E+00;6.36E-09;4.50E+01;1.67E-08
8.36E+05;1.00E+00;6.37E-09;4.50E+01;1.67E-08
8.36E+05;1.00E+00;6.34E-09;4.50E+01;1.67E-08
8.37E+05;1.00E+00;6.36E-09;4.50E+01;1.67E-08
8.37E+05;1.00E+00;6.40E-09;4.50E+01;1.05E-08
8.38E+05;1.00E+00;6.26E-09;4.50E+01;1.35E-10
8.38E+05;1.00E+00;6.15E-09;4.50E+01;1.08E-10
8.39E+05;1.00E+00;5.98E-09;4.50E+01;1.05E-10
8.39E+05;1.00E+00;5.92E-09;4.50E+01;1.04E-10
8.40E+05;1.00E+00;5.86E-09;4.50E+01;1.04E-10
8.40E+05;1.00E+00;5.81E-09;4.50E+01;1.04E-10
8.41E+05;1.00E+00;5.84E-09;4.50E+01;1.03E-10
8.41E+05;1.00E+00;5.80E-09;4.50E+01;1.04E-10
8.42E+05;1.00E+00;5.71E-09;4.50E+01;1.04E-10
8.42E+05;1.00E+00;5.65E-09;4.50E+01;1.04E-10
8.43E+05;1.00E+00;5.64E-09;4.50E+01;1.05E-10
8.43E+05;1.00E+00;5.55E-09;4.50E+01;1.04E-10
8.44E+05;1.00E+00;5.47E-09;4.50E+01;1.03E-10
8.44E+05;1.00E+00;5.43E-09;4.50E+01;1.04E-10
8.45E+05;1.00E+00;5.46E-09;4.50E+01;1.03E-10
8.45E+05;1.00E+00;5.43E-09;4.50E+01;1.02E-10
8.46E+05;1.00E+00;5.40E-09;4.50E+01;1.03E-10
8.46E+05;1.00E+00;5.28E-09;4.50E+01;1.02E-10
8.47E+05;1.00E+00;5.25E-09;4.50E+01;1.04E-10
8.47E+05;1.00E+00;5.32E-09;4.50E+01;1.09E-08
8.48E+05;1.00E+00;5.40E-09;4.50E+01;1.68E-08
8.48E+05;1.00E+00;5.43E-09;4.50E+01;1.68E-08
8.49E+05;1.00E+00;5.60E-09;4.50E+01;1.68E-08
8.49E+05;1.00E+00;5.67E-09;4.50E+01;1.68E-08
8.50E+05;1.00E+00;5.78E-09;4.50E+01;1.68E-08
8.50E+05;1.00E+00;5.86E-09;4.50E+01;1.68E-08
8.51E+05;1.00E+00;5.98E-09;4.50E+01;1.68E-08
8.51E+05;1.00E+00;5.96E-09;4.50E+01;1.68E-08
8.52E+05;1.00E+00;6.11E-09;4.50E+01;1.68E-08
8.52E+05;1.00E+00;6.06E-09;4.50E+01;1.68E-08
8.53E+05;1.00E+00;6.19E-09;4.50E+01;1.68E-08
8.53E+05;1.00E+00;6.26E-09;4.50E+01;1.68E-08
8.54E+05;1.00E+00;6.37E-09;4.50E+01;1.68E-08
8.54E+05;1.00E+00;6.50E-09;4.50E+01;1.68E-08
8.55E+05;1.00E+00;6.57E-09;4.50E+01;1.68E-08
8.55E+05;1.00E+00;6.53E-09;4.50E+01;1.68E-08
8.56E+05;1.00E+00;6.54E-09;4.50E+01;1.68E-08
8.56E+05;1.00E+00;6.41E-09;4.50E+01;1.68E-08
8.57E+05;1.00E+00;6.39E-09;4.50E+01;1.68E-08
8.57E+05;1.00E+00;6.37E-09;4.50E+01;1.30E-08
8.58E+05;1.00E+00;6.17E-09;4.50E+01;1.40E-10
8.58E+05;1.00E+00;5.96E-09;4.50E+01;1.09E-10
8.59E+05;1.00E+00;5.92E-09;4.50E+01;1.05E-10
8.59E+05;1.00E+00;5.92E-09;4.50E+01;1.04E-10
8.60E+05;1.00E+00;5.83E-09;4.50E+01;1.04E-10
8.60E+05;1.00E+00;5.75E-09;4.50E+01;1.04E-10
8.61E+05;1.00E+00;5.66E-09;4.50E+01;1.04E-10
8.61E+05;1.00E+00;5.57E-09;4.50E+01;1.04E-10
8.62E+05;1.00E+00;5.58E-09;4.50E+01;1.04E-10
8.62E+05;1.00E+00;5.54E-09;4.50E+01;1.04E-10
8.63E+05;1.00E+00;5.44E-09;4.50E+01;1.05E-10
8.63E+05;1.00E+00;5.36E-09;4.50E+01;1.05E-10
8.64E+05;1.00E+00;5.29E-09;4.50E+01;1.06E-10
8.64E+05;1.00E+00;5.25E-09;4.50E+01;1.05E-10
8.65E+05;1.00E+00;5.19E-09;4.50E+01;1.05E-10
8.65E+05;1.00E+00;5.17E-09;4.50E+01;1.06E-10
8.66E+05;1.00E+00;5.10E-09;4.50E+01;1.05E-10
8.66E+05;1.00E+00;5.10E-09;4.50E+01;1.05E-10
8.67E+05;1.00E+00;5.11E-09;4.50E+01;1.04E-10
8.67E+05;1.00E+00;5.13E-09;4.50E+01;8.61E-09
8.68E+05;1.00E+00;5.32E-09;4.50E+01;1.69E-08
8.68E+05;1.00E+00;5.36E-09;4.50E+01;1.69E-08
8.69E+05;1.00E+00;5.37E-09;4.50E+01;1.69E-08
8.69E+05;1.00E+00;5.37E-09;4.50E+01;1.69E-08
8.70E+05;1.00E+00;5.50E-09;4.50E+01;1.69E-08
8.70E+05;1.00E+00;5.62E-09;4.50E+01;1.69E-08
8.71E+05;1.00E+00;5.58E-09;4.50E+01;1.69E-08
8.71E+05;1.00E+00;5.86E-09;4.50E+01;1.69E-08
8.72E+05;1.00E+00;5.94E-09;4.50E+01;1.69E-08
8.72E+05;1.00E+00;6.00E-09;4.50E+01;1.69E-08
8.73E+05;1.00E+00;6.09E-09;4.50E+01;1.69E-08
8.73E+05;1.00E+00;6.09E-09;4.50E+01;1.69E-08
8.74E+05;1.00E+00;5.95E-09;4.50E+01;1.69E-08
8.74E+05;1.00E+00;6.13E-09;4.50E+01;1.69E-08
8.75E+05;1.00E+00;6.29E-09;4.50E+01;1.69E-08
8.75E+05;1.00E+00;6.33E-09;4.50E+01;1.69E-08
8.76E+05;1.00E+00;6.54E-09;4.50E+01;1.69E-08
8.76E+05;1.00E+00;6.54E-09;4.50E+01;1.69E-08
8.77E+05;1.00E+00;6.61E-09;4.50E+01;1.69E-08
8.77E+05;1.00E+00;6.68E-09;4.50E+01;1.52E-08
8.78E+05;1.00E+00;6.55E-09;4.50E+01;1.48E-10
8.78E+05;1.00E+00;6.38E-09;4.50E+01;1.09E-10
8.79E+05;1.00E+00;6.35E-09;4.50E+01;1.06E-10
8.79E+05;1.00E+00;6.32E-09;4.50E+01;1.05E-10
8.80E+05;1.00E+00;6.25E-09;4.50E+01;1.05E-10
8.80E+05;1.00E+00;6.08E-09;4.50E+01;1.06E-10
8.81E+05;1.00E+00;6.04E-09;4.50E+01;1.06E-10
8.81E+05;1.00E+00;6.03E-09;4.50E+01;1.05E-10
8.82E+05;1.00E+00;5.90E-09;4.50E+01;1.04E-10
8.82E+05;1.00E+00;5.77E-09;4.50E+01;1.04E-10
8.83E+05;1.00E+00;5.74E-09;4.50E+01;1.05E-10
8.83E+05;1.00E+00;5.69E-09;4.50E+01;1.04E-10
8.84E+05;1.00E+00;5.60E-09;4.50E+01;1.05E-10
8.84E+05;1.00E+00;5.59E-09;4.50E+01;1.04E-10
8.85E+05;1.00E+00;5.57E-09;4.50E+01;1.05E-10
8.85E+05;1.00E+00;5.56E-09;4.50E+01;1.04E-10
8.86E+05;1.00E+00;5.55E-09;4.50E+01;1.05E-10
8.86E+05;1.00E+00;5.48E-09;4.50E+01;1.05E-10
8.87E+05;1.00E+00;5.40E-09;4.50E+01;1.06E-10
8.87E+05;1.00E+00;5.32E-09;4.50E+01;1.05E-10
8.88E+05;1.00E+00;5.29E-09;4.50E+01;1.04E-10
8.88E+05;1.00E+00;5.32E-09;4.50E+01;1.05E-10
8.89E+05;1.00E+00;5.33E-09;4.50E+01;1.05E-10
8.89E+05;1.00E+00;5.28E-09;4.50E+01;1.05E-10
8.90E+05;1.00E+00;5.25E-09;4.50E+01;1.06E-10
8.90E+05;1.00E+00;5.10E-09;4.50E+01;1.05E-10
8.91E+05;1.00E+00;5.09E-09;4.50E+01;1.04E-10
8.91E+05;1.00E+00;5.11E-09;4.50E+01;1.06E-10
8.92E+05;1.00E+00;5.08E-09;4.50E+01;1.05E-10
8.92E+05;1.00E+00;5.06E-09;4.50E+01;1.05E-10
8.93E+05;1.00E+00;5.04E-09;4.50E+01;1.05E-10
8.93E+05;1.00E+00;4.93E-09;4.50E+01;1.05E-10
8.94E+05;1.00E+00;4.99E-09;4.50E+01;1.05E-10
8.94E+05;1.00E+00;4.91E-09;4.50E+01;1.07E-10
8.95E+05;1.00E+00;4.85E-09;4.50E+01;1.05E-10
8.95E+05;1.00E+00;4.85E-09;4.50E+01;1.04E-10
8.96E+05;1.00E+00;4.78E-09;4.50E+01;1.06E-10
8.96E+05;1.00E+00;4.84E-09;4.50E+01;1.05E-10
8.97E+05;1.00E+00;4.80E-09;4.50E+01;1.06E-10
8.97E+05;1.00E+00;4.76E-09;4.50E+01;1.05E-10
8.98E+05;1.00E+00;4.66E-09;4.50E+01;1.04E-10
8.98E+05;1.00E+00;4.66E-09;4.50E+01;1.05E-10
8.99E+05;1.00E+00;4.62E-09;4.50E+01;1.06E-10
8.99E+05;1.00E+00;4.56E-09;4.50E+01;1.06E-10
9.00E+05;1.00E+00;4.53E-09;4.50E+01;1.06E-10
9.00E+05;1.00E+00;4.48E-09;4.50E+01;1.05E-10
9.01E+05;1.00E+00;4.44E-09;4.50E+01;1.05E-10
9.01E+05;1.00E+00;4.47E-09;4.50E+01;1.05E-10
9.02E+05;1.00E+00;4.49E-09;4.50E+01;1.05E-10
9.02E+05;1.00E+00;4.48E-09;4.50E+01;1.06E-10
9.03E+05;1.00E+00;4.40E-09;4.50E+01;1.06E-10
