File Name: 34_Sample12_device3_It_150kV_VDrain1V_VGate45V.dat;;;;
File Data: 15/12/2023;15:06:31;;;
Start V: 0;;;;
Step V: 0;;;;
Stop V: 0;;;;
Range V: 200;;;;
Delay(ms): 0;;;;
Auorange: yes;;;;
Sweep type: log;;;;
Instrument Meter: SM2614;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A)
5.87E+05;1.00E+00;6.68E-09;4.50E+01;5.40E-11
5.88E+05;1.00E+00;6.69E-09;4.50E+01;5.46E-11
5.88E+05;1.00E+00;6.57E-09;4.50E+01;5.51E-11
5.89E+05;1.00E+00;6.65E-09;4.50E+01;5.46E-11
5.89E+05;1.00E+00;6.59E-09;4.50E+01;5.45E-11
5.90E+05;1.00E+00;6.50E-09;4.50E+01;5.43E-11
5.90E+05;1.00E+00;6.51E-09;4.50E+01;5.79E-11
5.91E+05;1.00E+00;6.48E-09;4.50E+01;6.19E-11
5.91E+05;1.00E+00;6.43E-09;4.50E+01;6.77E-11
5.92E+05;1.00E+00;6.38E-09;4.50E+01;7.27E-11
5.92E+05;1.00E+00;6.36E-09;4.50E+01;7.39E-11
5.93E+05;1.00E+00;6.26E-09;4.50E+01;7.46E-11
5.93E+05;1.00E+00;6.16E-09;4.50E+01;7.39E-11
5.94E+05;1.00E+00;6.22E-09;4.50E+01;7.46E-11
5.94E+05;1.00E+00;6.19E-09;4.50E+01;7.40E-11
5.95E+05;1.00E+00;6.16E-09;4.50E+01;7.42E-11
5.95E+05;1.00E+00;6.24E-09;4.50E+01;7.40E-11
5.96E+05;1.00E+00;6.24E-09;4.50E+01;7.36E-11
5.96E+05;1.00E+00;6.19E-09;4.50E+01;7.31E-11
5.97E+05;1.00E+00;6.16E-09;4.50E+01;7.39E-11
5.97E+05;1.00E+00;6.12E-09;4.50E+01;7.36E-11
5.98E+05;1.00E+00;6.09E-09;4.50E+01;7.34E-11
5.98E+05;1.00E+00;6.01E-09;4.50E+01;7.28E-11
5.99E+05;1.00E+00;6.04E-09;4.50E+01;7.27E-11
5.99E+05;1.00E+00;5.87E-09;4.50E+01;7.22E-11
6.00E+05;1.00E+00;5.84E-09;4.50E+01;7.34E-11
6.00E+05;1.00E+00;5.78E-09;4.50E+01;7.26E-11
6.01E+05;1.00E+00;5.69E-09;4.50E+01;7.27E-11
6.01E+05;1.00E+00;5.67E-09;4.50E+01;7.31E-11
6.02E+05;1.00E+00;5.67E-09;4.50E+01;7.17E-11
6.02E+05;1.00E+00;5.61E-09;4.50E+01;7.36E-11
6.03E+05;1.00E+00;5.59E-09;4.50E+01;7.28E-11
6.03E+05;1.00E+00;5.59E-09;4.50E+01;7.22E-11
6.04E+05;1.00E+00;5.57E-09;4.50E+01;7.26E-11
6.04E+05;1.00E+00;5.61E-09;4.50E+01;7.25E-11
6.05E+05;1.00E+00;5.61E-09;4.50E+01;7.23E-11
6.05E+05;1.00E+00;5.54E-09;4.50E+01;7.23E-11
6.06E+05;1.00E+00;5.43E-09;4.50E+01;7.23E-11
6.06E+05;1.00E+00;5.53E-09;4.50E+01;7.26E-11
6.07E+05;1.00E+00;5.47E-09;4.50E+01;7.25E-11
6.07E+05;1.00E+00;5.47E-09;4.50E+01;7.22E-11
6.08E+05;1.00E+00;5.51E-09;4.50E+01;7.31E-11
6.08E+05;1.00E+00;5.47E-09;4.50E+01;7.30E-11
6.09E+05;1.00E+00;5.71E-09;4.50E+01;1.08E-08
6.09E+05;1.00E+00;5.87E-09;4.50E+01;1.08E-08
6.10E+05;1.00E+00;6.04E-09;4.50E+01;1.08E-08
6.10E+05;1.00E+00;6.12E-09;4.50E+01;1.07E-08
6.11E+05;1.00E+00;6.16E-09;4.50E+01;1.07E-08
6.11E+05;1.00E+00;6.21E-09;4.50E+01;1.07E-08
6.12E+05;1.00E+00;6.33E-09;4.50E+01;1.07E-08
6.12E+05;1.00E+00;6.48E-09;4.50E+01;1.07E-08
6.13E+05;1.00E+00;6.50E-09;4.50E+01;1.07E-08
6.13E+05;1.00E+00;6.56E-09;4.50E+01;1.07E-08
6.14E+05;1.00E+00;6.61E-09;4.50E+01;1.07E-08
6.14E+05;1.00E+00;6.78E-09;4.50E+01;1.07E-08
6.15E+05;1.00E+00;6.85E-09;4.50E+01;1.07E-08
6.15E+05;1.00E+00;6.80E-09;4.50E+01;1.07E-08
6.16E+05;1.00E+00;6.81E-09;4.50E+01;1.07E-08
6.16E+05;1.00E+00;6.77E-09;4.50E+01;1.07E-08
6.17E+05;1.00E+00;6.87E-09;4.50E+01;1.07E-08
6.17E+05;1.00E+00;6.96E-09;4.50E+01;1.07E-08
6.18E+05;1.00E+00;7.03E-09;4.50E+01;1.07E-08
6.18E+05;1.00E+00;7.05E-09;4.50E+01;1.07E-08
6.19E+05;1.00E+00;6.91E-09;4.50E+01;2.02E-10
6.19E+05;1.00E+00;6.77E-09;4.50E+01;8.53E-11
6.20E+05;1.00E+00;6.70E-09;4.50E+01;7.39E-11
6.20E+05;1.00E+00;6.60E-09;4.50E+01;7.17E-11
6.21E+05;1.00E+00;6.59E-09;4.50E+01;7.18E-11
6.21E+05;1.00E+00;6.52E-09;4.50E+01;7.17E-11
6.22E+05;1.00E+00;6.49E-09;4.50E+01;7.26E-11
6.22E+05;1.00E+00;6.41E-09;4.50E+01;7.27E-11
6.23E+05;1.00E+00;6.40E-09;4.50E+01;7.24E-11
6.23E+05;1.00E+00;6.28E-09;4.50E+01;7.24E-11
6.24E+05;1.00E+00;6.21E-09;4.50E+01;7.24E-11
6.24E+05;1.00E+00;6.17E-09;4.50E+01;7.18E-11
6.25E+05;1.00E+00;6.09E-09;4.50E+01;7.22E-11
6.25E+05;1.00E+00;6.07E-09;4.50E+01;7.23E-11
6.26E+05;1.00E+00;6.12E-09;4.50E+01;7.25E-11
6.26E+05;1.00E+00;6.09E-09;4.50E+01;7.27E-11
6.27E+05;1.00E+00;6.01E-09;4.50E+01;7.27E-11
6.27E+05;1.00E+00;5.97E-09;4.50E+01;7.20E-11
6.28E+05;1.00E+00;5.94E-09;4.50E+01;7.21E-11
6.28E+05;1.00E+00;5.89E-09;4.50E+01;7.28E-11
6.29E+05;1.00E+00;5.95E-09;4.50E+01;1.08E-08
6.29E+05;1.00E+00;6.13E-09;4.50E+01;1.08E-08
6.30E+05;1.00E+00;6.31E-09;4.50E+01;1.08E-08
6.30E+05;1.00E+00;6.31E-09;4.50E+01;1.08E-08
6.31E+05;1.00E+00;6.42E-09;4.50E+01;1.08E-08
6.31E+05;1.00E+00;6.51E-09;4.50E+01;1.08E-08
6.32E+05;1.00E+00;6.55E-09;4.50E+01;1.07E-08
6.32E+05;1.00E+00;6.46E-09;4.50E+01;1.07E-08
6.33E+05;1.00E+00;6.54E-09;4.50E+01;1.07E-08
6.33E+05;1.00E+00;6.63E-09;4.50E+01;1.07E-08
6.34E+05;1.00E+00;6.79E-09;4.50E+01;1.07E-08
6.34E+05;1.00E+00;6.90E-09;4.50E+01;1.07E-08
6.35E+05;1.00E+00;6.98E-09;4.50E+01;1.07E-08
6.35E+05;1.00E+00;6.93E-09;4.50E+01;1.07E-08
6.36E+05;1.00E+00;7.02E-09;4.50E+01;1.07E-08
6.36E+05;1.00E+00;7.05E-09;4.50E+01;1.07E-08
6.37E+05;1.00E+00;7.00E-09;4.50E+01;1.07E-08
6.37E+05;1.00E+00;7.07E-09;4.50E+01;1.07E-08
6.38E+05;1.00E+00;7.15E-09;4.50E+01;1.07E-08
6.38E+05;1.00E+00;7.17E-09;4.50E+01;1.07E-08
6.39E+05;1.00E+00;7.16E-09;4.50E+01;2.30E-10
6.39E+05;1.00E+00;7.01E-09;4.50E+01;8.72E-11
6.40E+05;1.00E+00;6.89E-09;4.50E+01;7.45E-11
6.40E+05;1.00E+00;6.83E-09;4.50E+01;7.29E-11
6.41E+05;1.00E+00;6.76E-09;4.50E+01;7.29E-11
6.41E+05;1.00E+00;6.66E-09;4.50E+01;7.35E-11
6.42E+05;1.00E+00;6.52E-09;4.50E+01;7.36E-11
6.42E+05;1.00E+00;6.45E-09;4.50E+01;7.41E-11
6.43E+05;1.00E+00;6.45E-09;4.50E+01;7.40E-11
6.43E+05;1.00E+00;6.34E-09;4.50E+01;7.39E-11
6.44E+05;1.00E+00;6.30E-09;4.50E+01;7.43E-11
6.44E+05;1.00E+00;6.28E-09;4.50E+01;7.35E-11
6.45E+05;1.00E+00;6.27E-09;4.50E+01;7.35E-11
6.45E+05;1.00E+00;6.19E-09;4.50E+01;7.30E-11
6.46E+05;1.00E+00;6.14E-09;4.50E+01;7.25E-11
6.46E+05;1.00E+00;6.07E-09;4.50E+01;7.26E-11
6.47E+05;1.00E+00;6.06E-09;4.50E+01;7.21E-11
6.47E+05;1.00E+00;6.03E-09;4.50E+01;7.25E-11
6.48E+05;1.00E+00;6.00E-09;4.50E+01;7.33E-11
6.48E+05;1.00E+00;5.96E-09;4.50E+01;7.31E-11
6.49E+05;1.00E+00;6.07E-09;4.50E+01;1.08E-08
6.49E+05;1.00E+00;6.21E-09;4.50E+01;1.08E-08
6.50E+05;1.00E+00;6.34E-09;4.50E+01;1.08E-08
6.50E+05;1.00E+00;6.55E-09;4.50E+01;1.08E-08
6.51E+05;1.00E+00;6.57E-09;4.50E+01;1.08E-08
6.51E+05;1.00E+00;6.69E-09;4.50E+01;1.07E-08
6.52E+05;1.00E+00;6.65E-09;4.50E+01;1.07E-08
6.52E+05;1.00E+00;6.75E-09;4.50E+01;1.07E-08
6.53E+05;1.00E+00;6.86E-09;4.50E+01;1.07E-08
6.53E+05;1.00E+00;6.93E-09;4.50E+01;1.07E-08
6.54E+05;1.00E+00;7.03E-09;4.50E+01;1.07E-08
6.54E+05;1.00E+00;7.11E-09;4.50E+01;1.07E-08
6.55E+05;1.00E+00;7.10E-09;4.50E+01;1.07E-08
6.55E+05;1.00E+00;7.03E-09;4.50E+01;1.07E-08
6.56E+05;1.00E+00;7.05E-09;4.50E+01;1.07E-08
6.56E+05;1.00E+00;7.08E-09;4.50E+01;1.07E-08
6.57E+05;1.00E+00;7.10E-09;4.50E+01;1.07E-08
6.57E+05;1.00E+00;7.11E-09;4.50E+01;1.07E-08
6.58E+05;1.00E+00;7.16E-09;4.50E+01;1.07E-08
6.58E+05;1.00E+00;7.14E-09;4.50E+01;1.07E-08
6.59E+05;1.00E+00;7.02E-09;4.50E+01;2.72E-10
6.59E+05;1.00E+00;6.93E-09;4.50E+01;8.70E-11
6.60E+05;1.00E+00;6.87E-09;4.50E+01;7.38E-11
6.60E+05;1.00E+00;6.78E-09;4.50E+01;7.20E-11
6.61E+05;1.00E+00;6.68E-09;4.50E+01;7.18E-11
6.61E+05;1.00E+00;6.65E-09;4.50E+01;7.19E-11
6.62E+05;1.00E+00;6.57E-09;4.50E+01;7.25E-11
6.62E+05;1.00E+00;6.53E-09;4.50E+01;7.24E-11
6.63E+05;1.00E+00;6.55E-09;4.50E+01;7.12E-11
6.63E+05;1.00E+00;6.46E-09;4.50E+01;7.22E-11
6.64E+05;1.00E+00;6.42E-09;4.50E+01;7.26E-11
6.64E+05;1.00E+00;6.31E-09;4.50E+01;7.23E-11
6.65E+05;1.00E+00;6.36E-09;4.50E+01;7.15E-11
6.65E+05;1.00E+00;6.33E-09;4.50E+01;7.15E-11
6.66E+05;1.00E+00;6.29E-09;4.50E+01;7.19E-11
6.66E+05;1.00E+00;6.21E-09;4.50E+01;7.19E-11
6.67E+05;1.00E+00;6.21E-09;4.50E+01;7.21E-11
6.67E+05;1.00E+00;6.15E-09;4.50E+01;7.22E-11
6.68E+05;1.00E+00;6.11E-09;4.50E+01;7.27E-11
6.68E+05;1.00E+00;6.10E-09;4.50E+01;7.22E-11
6.69E+05;1.00E+00;6.11E-09;4.50E+01;1.08E-08
6.69E+05;1.00E+00;6.22E-09;4.50E+01;1.08E-08
6.70E+05;1.00E+00;6.36E-09;4.50E+01;1.08E-08
6.70E+05;1.00E+00;6.43E-09;4.50E+01;1.08E-08
6.71E+05;1.00E+00;6.41E-09;4.50E+01;1.08E-08
6.71E+05;1.00E+00;6.40E-09;4.50E+01;1.08E-08
6.72E+05;1.00E+00;6.46E-09;4.50E+01;1.08E-08
6.72E+05;1.00E+00;6.51E-09;4.50E+01;1.08E-08
6.73E+05;1.00E+00;6.54E-09;4.50E+01;1.08E-08
6.73E+05;1.00E+00;6.59E-09;4.50E+01;1.08E-08
6.74E+05;1.00E+00;6.66E-09;4.50E+01;1.08E-08
6.74E+05;1.00E+00;6.67E-09;4.50E+01;1.08E-08
6.75E+05;1.00E+00;6.56E-09;4.50E+01;1.08E-08
6.75E+05;1.00E+00;6.57E-09;4.50E+01;1.08E-08
6.76E+05;1.00E+00;6.59E-09;4.50E+01;1.08E-08
6.76E+05;1.00E+00;6.60E-09;4.50E+01;1.08E-08
6.77E+05;1.00E+00;6.67E-09;4.50E+01;1.08E-08
6.77E+05;1.00E+00;6.87E-09;4.50E+01;1.08E-08
6.78E+05;1.00E+00;7.39E-09;4.50E+01;1.08E-08
6.78E+05;1.00E+00;7.40E-09;4.50E+01;1.08E-08
6.79E+05;1.00E+00;7.45E-09;4.50E+01;3.48E-10
6.79E+05;1.00E+00;7.25E-09;4.50E+01;8.97E-11
6.80E+05;1.00E+00;7.10E-09;4.50E+01;7.37E-11
6.80E+05;1.00E+00;6.93E-09;4.50E+01;7.21E-11
6.81E+05;1.00E+00;6.88E-09;4.50E+01;7.32E-11
6.81E+05;1.00E+00;6.81E-09;4.50E+01;7.17E-11
6.82E+05;1.00E+00;6.74E-09;4.50E+01;7.21E-11
6.82E+05;1.00E+00;6.67E-09;4.50E+01;7.14E-11
6.83E+05;1.00E+00;6.56E-09;4.50E+01;7.26E-11
6.83E+05;1.00E+00;6.49E-09;4.50E+01;7.22E-11
6.84E+05;1.00E+00;6.38E-09;4.50E+01;7.23E-11
6.84E+05;1.00E+00;6.37E-09;4.50E+01;7.21E-11
6.85E+05;1.00E+00;6.37E-09;4.50E+01;7.18E-11
6.85E+05;1.00E+00;6.30E-09;4.50E+01;7.18E-11
6.86E+05;1.00E+00;6.15E-09;4.50E+01;7.25E-11
6.86E+05;1.00E+00;6.13E-09;4.50E+01;7.20E-11
6.87E+05;1.00E+00;6.10E-09;4.50E+01;7.20E-11
6.87E+05;1.00E+00;6.03E-09;4.50E+01;7.14E-11
6.88E+05;1.00E+00;5.99E-09;4.50E+01;7.14E-11
6.88E+05;1.00E+00;5.91E-09;4.50E+01;7.19E-11
6.89E+05;1.00E+00;5.87E-09;4.50E+01;7.13E-11
6.89E+05;1.00E+00;5.84E-09;4.50E+01;7.25E-11
6.90E+05;1.00E+00;5.76E-09;4.50E+01;7.44E-11
6.90E+05;1.00E+00;5.73E-09;4.50E+01;7.95E-11
6.91E+05;1.00E+00;5.72E-09;4.50E+01;8.31E-11
6.91E+05;1.00E+00;5.75E-09;4.50E+01;8.77E-11
6.92E+05;1.00E+00;5.68E-09;4.50E+01;8.92E-11
6.92E+05;1.00E+00;5.70E-09;4.50E+01;8.87E-11
6.93E+05;1.00E+00;5.65E-09;4.50E+01;8.91E-11
6.93E+05;1.00E+00;5.67E-09;4.50E+01;8.98E-11
6.94E+05;1.00E+00;5.63E-09;4.50E+01;8.98E-11
6.94E+05;1.00E+00;5.56E-09;4.50E+01;8.87E-11
6.95E+05;1.00E+00;5.55E-09;4.50E+01;8.92E-11
6.95E+05;1.00E+00;5.50E-09;4.50E+01;8.89E-11
6.96E+05;1.00E+00;5.41E-09;4.50E+01;9.02E-11
6.96E+05;1.00E+00;5.36E-09;4.50E+01;8.92E-11
6.97E+05;1.00E+00;5.34E-09;4.50E+01;8.98E-11
6.97E+05;1.00E+00;5.31E-09;4.50E+01;9.01E-11
6.98E+05;1.00E+00;5.26E-09;4.50E+01;8.94E-11
6.98E+05;1.00E+00;5.33E-09;4.50E+01;8.92E-11
6.99E+05;1.00E+00;5.29E-09;4.50E+01;8.94E-11
6.99E+05;1.00E+00;5.27E-09;4.50E+01;8.87E-11
7.00E+05;1.00E+00;5.22E-09;4.50E+01;8.93E-11
7.00E+05;1.00E+00;5.21E-09;4.50E+01;8.99E-11
7.01E+05;1.00E+00;5.21E-09;4.50E+01;8.83E-11
7.01E+05;1.00E+00;5.22E-09;4.50E+01;8.87E-11
7.02E+05;1.00E+00;5.21E-09;4.50E+01;8.87E-11
7.02E+05;1.00E+00;5.23E-09;4.50E+01;8.90E-11
7.03E+05;1.00E+00;5.18E-09;4.50E+01;8.93E-11
7.03E+05;1.00E+00;5.24E-09;4.50E+01;8.93E-11
7.04E+05;1.00E+00;5.20E-09;4.50E+01;8.92E-11
7.04E+05;1.00E+00;5.14E-09;4.50E+01;8.92E-11
7.05E+05;1.00E+00;5.12E-09;4.50E+01;8.95E-11
7.05E+05;1.00E+00;5.08E-09;4.50E+01;8.81E-11
7.06E+05;1.00E+00;5.08E-09;4.50E+01;8.76E-11
7.06E+05;1.00E+00;5.06E-09;4.50E+01;8.91E-11
7.07E+05;1.00E+00;5.04E-09;4.50E+01;8.97E-11
7.07E+05;1.00E+00;5.07E-09;4.50E+01;8.90E-11
7.08E+05;1.00E+00;4.99E-09;4.50E+01;8.90E-11
7.08E+05;1.00E+00;4.97E-09;4.50E+01;9.02E-11
7.09E+05;1.00E+00;4.93E-09;4.50E+01;8.99E-11
7.09E+05;1.00E+00;4.99E-09;4.50E+01;8.90E-11
7.10E+05;1.00E+00;4.97E-09;4.50E+01;8.86E-11
7.10E+05;1.00E+00;5.04E-09;4.50E+01;8.87E-11
7.11E+05;1.00E+00;5.08E-09;4.50E+01;8.82E-11
7.11E+05;1.00E+00;5.04E-09;4.50E+01;8.88E-11
7.12E+05;1.00E+00;4.98E-09;4.50E+01;8.88E-11
7.12E+05;1.00E+00;4.99E-09;4.50E+01;8.82E-11
7.13E+05;1.00E+00;4.94E-09;4.50E+01;8.84E-11
7.13E+05;1.00E+00;4.92E-09;4.50E+01;8.79E-11
7.14E+05;1.00E+00;4.91E-09;4.50E+01;8.90E-11
7.14E+05;1.00E+00;4.83E-09;4.50E+01;8.87E-11
7.15E+05;1.00E+00;4.86E-09;4.50E+01;8.88E-11
7.15E+05;1.00E+00;4.87E-09;4.50E+01;9.03E-11
7.16E+05;1.00E+00;4.81E-09;4.50E+01;8.83E-11
7.16E+05;1.00E+00;4.79E-09;4.50E+01;8.88E-11
7.17E+05;1.00E+00;4.82E-09;4.50E+01;8.89E-11
7.17E+05;1.00E+00;4.97E-09;4.50E+01;1.36E-08
7.18E+05;1.00E+00;5.32E-09;4.50E+01;1.36E-08
7.18E+05;1.00E+00;5.44E-09;4.50E+01;1.36E-08
7.19E+05;1.00E+00;5.57E-09;4.50E+01;1.36E-08
7.19E+05;1.00E+00;5.67E-09;4.50E+01;1.36E-08
7.20E+05;1.00E+00;5.68E-09;4.50E+01;1.36E-08
7.20E+05;1.00E+00;5.88E-09;4.50E+01;1.36E-08
7.21E+05;1.00E+00;5.97E-09;4.50E+01;1.36E-08
7.21E+05;1.00E+00;5.93E-09;4.50E+01;1.36E-08
7.22E+05;1.00E+00;6.07E-09;4.50E+01;1.36E-08
7.22E+05;1.00E+00;6.23E-09;4.50E+01;1.36E-08
7.23E+05;1.00E+00;6.25E-09;4.50E+01;1.36E-08
7.23E+05;1.00E+00;6.27E-09;4.50E+01;1.36E-08
7.24E+05;1.00E+00;6.23E-09;4.50E+01;1.36E-08
7.24E+05;1.00E+00;6.36E-09;4.50E+01;1.36E-08
7.25E+05;1.00E+00;6.44E-09;4.50E+01;1.36E-08
7.25E+05;1.00E+00;6.50E-09;4.50E+01;1.36E-08
7.26E+05;1.00E+00;6.55E-09;4.50E+01;1.36E-08
7.26E+05;1.00E+00;6.57E-09;4.50E+01;1.36E-08
7.27E+05;1.00E+00;6.63E-09;4.50E+01;1.36E-08
7.27E+05;1.00E+00;6.63E-09;4.50E+01;2.13E-10
7.28E+05;1.00E+00;6.45E-09;4.50E+01;9.88E-11
7.28E+05;1.00E+00;6.43E-09;4.50E+01;8.87E-11
7.29E+05;1.00E+00;6.32E-09;4.50E+01;8.77E-11
7.29E+05;1.00E+00;6.09E-09;4.50E+01;8.77E-11
7.30E+05;1.00E+00;6.08E-09;4.50E+01;8.85E-11
7.30E+05;1.00E+00;5.96E-09;4.50E+01;8.90E-11
7.31E+05;1.00E+00;5.90E-09;4.50E+01;8.73E-11
7.31E+05;1.00E+00;5.84E-09;4.50E+01;8.85E-11
7.32E+05;1.00E+00;5.81E-09;4.50E+01;8.86E-11
7.32E+05;1.00E+00;5.68E-09;4.50E+01;8.94E-11
7.33E+05;1.00E+00;5.70E-09;4.50E+01;8.94E-11
7.33E+05;1.00E+00;5.61E-09;4.50E+01;8.88E-11
7.34E+05;1.00E+00;5.57E-09;4.50E+01;8.92E-11
7.34E+05;1.00E+00;5.56E-09;4.50E+01;8.86E-11
7.35E+05;1.00E+00;5.50E-09;4.50E+01;8.83E-11
7.35E+05;1.00E+00;5.42E-09;4.50E+01;8.80E-11
7.36E+05;1.00E+00;5.44E-09;4.50E+01;8.81E-11
7.36E+05;1.00E+00;5.45E-09;4.50E+01;8.79E-11
7.37E+05;1.00E+00;5.34E-09;4.50E+01;8.80E-11
7.37E+05;1.00E+00;5.54E-09;4.50E+01;1.37E-08
7.38E+05;1.00E+00;5.63E-09;4.50E+01;1.37E-08
7.38E+05;1.00E+00;5.78E-09;4.50E+01;1.37E-08
7.39E+05;1.00E+00;5.82E-09;4.50E+01;1.37E-08
7.39E+05;1.00E+00;5.93E-09;4.50E+01;1.37E-08
7.40E+05;1.00E+00;5.94E-09;4.50E+01;1.37E-08
7.40E+05;1.00E+00;6.04E-09;4.50E+01;1.37E-08
7.41E+05;1.00E+00;6.10E-09;4.50E+01;1.37E-08
7.41E+05;1.00E+00;6.08E-09;4.50E+01;1.37E-08
7.42E+05;1.00E+00;6.08E-09;4.50E+01;1.37E-08
7.42E+05;1.00E+00;6.26E-09;4.50E+01;1.37E-08
7.43E+05;1.00E+00;6.30E-09;4.50E+01;1.37E-08
7.43E+05;1.00E+00;6.35E-09;4.50E+01;1.37E-08
7.44E+05;1.00E+00;6.28E-09;4.50E+01;1.37E-08
7.44E+05;1.00E+00;6.31E-09;4.50E+01;1.37E-08
7.45E+05;1.00E+00;6.33E-09;4.50E+01;1.37E-08
7.45E+05;1.00E+00;6.39E-09;4.50E+01;1.37E-08
7.46E+05;1.00E+00;6.46E-09;4.50E+01;1.36E-08
7.46E+05;1.00E+00;6.52E-09;4.50E+01;1.36E-08
7.47E+05;1.00E+00;6.54E-09;4.50E+01;1.36E-08
7.47E+05;1.00E+00;6.52E-09;4.50E+01;2.39E-10
7.48E+05;1.00E+00;6.42E-09;4.50E+01;1.00E-10
7.48E+05;1.00E+00;6.30E-09;4.50E+01;8.89E-11
7.49E+05;1.00E+00;6.13E-09;4.50E+01;8.76E-11
7.49E+05;1.00E+00;6.07E-09;4.50E+01;8.62E-11
7.50E+05;1.00E+00;6.02E-09;4.50E+01;8.70E-11
7.50E+05;1.00E+00;5.90E-09;4.50E+01;8.80E-11
7.51E+05;1.00E+00;5.81E-09;4.50E+01;8.73E-11
7.51E+05;1.00E+00;5.80E-09;4.50E+01;8.81E-11
7.52E+05;1.00E+00;5.71E-09;4.50E+01;8.68E-11
7.52E+05;1.00E+00;5.66E-09;4.50E+01;8.81E-11
7.53E+05;1.00E+00;5.60E-09;4.50E+01;8.86E-11
7.53E+05;1.00E+00;5.56E-09;4.50E+01;8.99E-11
7.54E+05;1.00E+00;5.54E-09;4.50E+01;8.90E-11
7.54E+05;1.00E+00;5.41E-09;4.50E+01;8.89E-11
7.55E+05;1.00E+00;5.41E-09;4.50E+01;8.89E-11
7.55E+05;1.00E+00;5.34E-09;4.50E+01;8.79E-11
7.56E+05;1.00E+00;5.27E-09;4.50E+01;8.91E-11
7.56E+05;1.00E+00;5.32E-09;4.50E+01;8.89E-11
7.57E+05;1.00E+00;5.26E-09;4.50E+01;8.94E-11
7.57E+05;1.00E+00;5.33E-09;4.50E+01;1.38E-08
7.58E+05;1.00E+00;5.43E-09;4.50E+01;1.38E-08
7.58E+05;1.00E+00;5.61E-09;4.50E+01;1.38E-08
7.59E+05;1.00E+00;5.67E-09;4.50E+01;1.38E-08
7.59E+05;1.00E+00;5.66E-09;4.50E+01;1.38E-08
7.60E+05;1.00E+00;5.67E-09;4.50E+01;1.37E-08
7.60E+05;1.00E+00;5.72E-09;4.50E+01;1.37E-08
7.61E+05;1.00E+00;5.84E-09;4.50E+01;1.37E-08
7.61E+05;1.00E+00;5.82E-09;4.50E+01;1.37E-08
7.62E+05;1.00E+00;5.89E-09;4.50E+01;1.37E-08
7.62E+05;1.00E+00;5.89E-09;4.50E+01;1.37E-08
7.63E+05;1.00E+00;5.97E-09;4.50E+01;1.37E-08
7.63E+05;1.00E+00;5.99E-09;4.50E+01;1.37E-08
7.64E+05;1.00E+00;6.04E-09;4.50E+01;1.37E-08
7.64E+05;1.00E+00;6.05E-09;4.50E+01;1.37E-08
7.65E+05;1.00E+00;6.01E-09;4.50E+01;1.37E-08
7.65E+05;1.00E+00;6.06E-09;4.50E+01;1.37E-08
7.66E+05;1.00E+00;6.04E-09;4.50E+01;1.37E-08
7.66E+05;1.00E+00;6.09E-09;4.50E+01;1.37E-08
7.67E+05;1.00E+00;6.15E-09;4.50E+01;1.37E-08
7.67E+05;1.00E+00;6.14E-09;4.50E+01;2.83E-10
7.68E+05;1.00E+00;6.06E-09;4.50E+01;1.03E-10
7.68E+05;1.00E+00;5.95E-09;4.50E+01;8.85E-11
7.69E+05;1.00E+00;5.88E-09;4.50E+01;8.82E-11
7.69E+05;1.00E+00;5.82E-09;4.50E+01;8.84E-11
7.70E+05;1.00E+00;5.73E-09;4.50E+01;8.85E-11
7.70E+05;1.00E+00;5.68E-09;4.50E+01;8.77E-11
7.71E+05;1.00E+00;5.58E-09;4.50E+01;8.65E-11
7.71E+05;1.00E+00;5.45E-09;4.50E+01;8.75E-11
7.72E+05;1.00E+00;5.45E-09;4.50E+01;8.86E-11
7.72E+05;1.00E+00;5.36E-09;4.50E+01;8.83E-11
7.73E+05;1.00E+00;5.35E-09;4.50E+01;8.74E-11
7.73E+05;1.00E+00;5.34E-09;4.50E+01;8.83E-11
7.74E+05;1.00E+00;5.20E-09;4.50E+01;8.78E-11
7.74E+05;1.00E+00;5.17E-09;4.50E+01;8.79E-11
7.75E+05;1.00E+00;5.13E-09;4.50E+01;8.81E-11
7.75E+05;1.00E+00;5.14E-09;4.50E+01;8.88E-11
7.76E+05;1.00E+00;5.14E-09;4.50E+01;8.84E-11
7.76E+05;1.00E+00;5.05E-09;4.50E+01;8.86E-11
7.77E+05;1.00E+00;5.00E-09;4.50E+01;8.93E-11
7.77E+05;1.00E+00;5.06E-09;4.50E+01;1.38E-08
7.78E+05;1.00E+00;5.21E-09;4.50E+01;1.38E-08
7.78E+05;1.00E+00;5.27E-09;4.50E+01;1.38E-08
7.79E+05;1.00E+00;5.25E-09;4.50E+01;1.38E-08
7.79E+05;1.00E+00;5.37E-09;4.50E+01;1.38E-08
7.80E+05;1.00E+00;5.45E-09;4.50E+01;1.38E-08
7.80E+05;1.00E+00;5.54E-09;4.50E+01;1.38E-08
7.81E+05;1.00E+00;5.55E-09;4.50E+01;1.38E-08
7.81E+05;1.00E+00;5.67E-09;4.50E+01;1.38E-08
7.82E+05;1.00E+00;5.64E-09;4.50E+01;1.38E-08
7.82E+05;1.00E+00;5.78E-09;4.50E+01;1.38E-08
7.83E+05;1.00E+00;5.76E-09;4.50E+01;1.38E-08
7.83E+05;1.00E+00;5.89E-09;4.50E+01;1.38E-08
7.84E+05;1.00E+00;5.92E-09;4.50E+01;1.38E-08
