File Name: 33_Sample12_device3_trfSat_dark.dat;;;;;;;;;;
File Data: 15/12/2023;15:03:58;;;;;;;;;
Start V: 0;;;;;;;;;;
Step V: 0;;;;;;;;;;
Stop V: 0;;;;;;;;;;
Range V: 200;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;
Auorange: yes;;;;;;;;;;
Sweep type: log;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;VGate (V);|IDrain| (A);|IGate| (A)
1.85E+04;1.00E+00;3.19E-11;-2.00E+01;-2.45E-08;;;;-2.00E+01;3.1898E-11;2.4497E-08
1.90E+04;1.00E+00;-3.20E-12;-1.90E+01;-1.23E-08;;;;-1.90E+01;3.202E-12;1.2258E-08
1.95E+04;1.00E+00;2.39E-10;-1.80E+01;-6.10E-08;;;;-1.80E+01;2.3896E-10;6.0977E-08
2.00E+04;1.00E+00;1.15E-10;-1.70E+01;-2.39E-08;;;;-1.70E+01;1.1492E-10;2.3855E-08
2.05E+04;1.00E+00;-1.55E-10;-1.60E+01;-7.35E-09;;;;-1.60E+01;1.5464E-10;7.3508E-09
2.10E+04;1.00E+00;-1.05E-10;-1.50E+01;-3.96E-08;;;;-1.50E+01;1.0498E-10;3.9561E-08
2.15E+04;1.00E+00;-8.36E-10;-1.40E+01;-3.70E-08;;;;-1.40E+01;8.3572E-10;3.6991E-08
2.20E+04;1.00E+00;6.30E-11;-1.30E+01;-2.08E-09;;;;-1.30E+01;6.3035E-11;2.0764E-09
2.25E+04;1.00E+00;-2.74E-10;-1.20E+01;-5.77E-09;;;;-1.20E+01;2.7429E-10;5.7674E-09
2.30E+04;1.00E+00;-9.10E-11;-1.10E+01;-1.12E-08;;;;-1.10E+01;9.1012E-11;1.116E-08
2.35E+04;1.00E+00;-2.15E-10;-1.00E+01;2.09E-10;;;;-1.00E+01;2.1491E-10;2.087E-10
2.40E+04;1.00E+00;-2.86E-10;-9.00E+00;3.38E-10;;;;-9.00E+00;2.864E-10;3.3816E-10
2.45E+04;1.00E+00;-3.60E-10;-8.00E+00;4.52E-10;;;;-8.00E+00;3.6049E-10;4.5221E-10
2.50E+04;1.00E+00;-3.59E-10;-7.00E+00;5.18E-10;;;;-7.00E+00;3.5885E-10;5.1767E-10
2.55E+04;1.00E+00;-3.50E-10;-6.00E+00;5.66E-10;;;;-6.00E+00;3.4984E-10;5.6624E-10
2.60E+04;1.00E+00;-3.68E-10;-5.00E+00;5.84E-10;;;;-5.00E+00;3.6756E-10;5.8425E-10
2.65E+04;1.00E+00;-3.18E-10;-4.00E+00;6.17E-10;;;;-4.00E+00;3.1843E-10;6.1664E-10
2.70E+04;1.00E+00;-2.40E-10;-3.00E+00;5.57E-10;;;;-3.00E+00;2.3984E-10;5.5654E-10
2.75E+04;1.00E+00;-1.56E-10;-2.00E+00;5.41E-10;;;;-2.00E+00;1.5587E-10;5.4147E-10
2.80E+04;1.00E+00;-4.54E-11;-1.00E+00;5.17E-10;;;;-1.00E+00;4.5383E-11;5.1703E-10
2.85E+04;1.00E+00;1.08E-10;0.00E+00;5.05E-10;;;;0.00E+00;1.0805E-10;5.0462E-10
2.90E+04;1.00E+00;3.54E-10;1.00E+00;4.72E-10;;;;1.00E+00;3.5423E-10;4.7207E-10
2.95E+04;1.00E+00;6.67E-10;2.00E+00;4.65E-10;;;;2.00E+00;6.6748E-10;4.6532E-10
3.00E+04;1.00E+00;1.06E-09;3.00E+00;4.58E-10;;;;3.00E+00;1.0616E-09;4.5824E-10
3.05E+04;1.00E+00;1.57E-09;4.00E+00;4.09E-10;;;;4.00E+00;1.5708E-09;4.087E-10
3.10E+04;1.00E+00;2.32E-09;5.00E+00;9.24E-10;;;;5.00E+00;2.3192E-09;9.2429E-10
3.15E+04;1.00E+00;3.26E-09;6.00E+00;3.87E-10;;;;6.00E+00;3.263E-09;3.8686E-10
3.20E+04;1.00E+00;4.46E-09;7.00E+00;3.95E-10;;;;7.00E+00;4.4565E-09;3.9505E-10
3.25E+04;1.00E+00;5.95E-09;8.00E+00;5.26E-10;;;;8.00E+00;5.9537E-09;5.2617E-10
3.30E+04;1.00E+00;7.91E-09;9.00E+00;5.45E-10;;;;9.00E+00;7.9094E-09;5.4509E-10
3.35E+04;1.00E+00;1.01E-08;1.00E+01;4.37E-10;;;;1.00E+01;1.0146E-08;4.3669E-10
3.40E+04;1.00E+00;1.31E-08;1.10E+01;3.59E-10;;;;1.10E+01;1.31E-08;3.5936E-10
3.45E+04;1.00E+00;1.63E-08;1.20E+01;2.97E-10;;;;1.20E+01;1.6295E-08;2.973E-10
3.50E+04;1.00E+00;1.99E-08;1.30E+01;2.73E-10;;;;1.30E+01;1.9925E-08;2.7276E-10
3.55E+04;1.00E+00;2.44E-08;1.40E+01;2.56E-10;;;;1.40E+01;2.4437E-08;2.5609E-10
3.60E+04;1.00E+00;2.96E-08;1.50E+01;2.34E-10;;;;1.50E+01;2.9635E-08;2.3351E-10
3.65E+04;1.00E+00;3.53E-08;1.60E+01;2.18E-10;;;;1.60E+01;3.528E-08;2.1781E-10
3.70E+04;1.00E+00;4.23E-08;1.70E+01;1.99E-10;;;;1.70E+01;4.2267E-08;1.9909E-10
3.75E+04;1.00E+00;4.93E-08;1.80E+01;1.89E-10;;;;1.80E+01;4.9282E-08;1.891E-10
3.80E+04;1.00E+00;5.80E-08;1.90E+01;1.83E-10;;;;1.90E+01;5.8026E-08;1.8295E-10
3.85E+04;1.00E+00;6.82E-08;2.00E+01;1.81E-10;;;;2.00E+01;6.82E-08;1.8088E-10
3.90E+04;1.00E+00;7.90E-08;2.10E+01;1.82E-10;;;;2.10E+01;7.8958E-08;1.8152E-10
3.95E+04;1.00E+00;9.00E-08;2.20E+01;1.76E-10;;;;2.20E+01;9.0027E-08;1.7615E-10
4.00E+04;1.00E+00;1.03E-07;2.30E+01;1.74E-10;;;;2.30E+01;1.0261E-07;1.7448E-10
4.05E+04;1.00E+00;1.18E-07;2.40E+01;1.89E-10;;;;2.40E+01;1.1826E-07;1.8872E-10
4.10E+04;1.00E+00;1.34E-07;2.50E+01;1.76E-10;;;;2.50E+01;1.3436E-07;1.7591E-10
4.15E+04;1.00E+00;1.50E-07;2.60E+01;1.75E-10;;;;2.60E+01;1.5032E-07;1.7485E-10
4.20E+04;1.00E+00;1.71E-07;2.70E+01;1.75E-10;;;;2.70E+01;1.7094E-07;1.7488E-10
4.25E+04;1.00E+00;1.91E-07;2.80E+01;1.76E-10;;;;2.80E+01;1.9056E-07;1.7561E-10
4.30E+04;1.00E+00;2.14E-07;2.90E+01;1.76E-10;;;;2.90E+01;2.1416E-07;1.7562E-10
4.35E+04;1.00E+00;2.39E-07;3.00E+01;1.76E-10;;;;3.00E+01;2.3879E-07;1.7637E-10
4.40E+04;1.00E+00;2.66E-07;3.10E+01;1.77E-10;;;;3.10E+01;2.6573E-07;1.7749E-10
4.45E+04;1.00E+00;2.91E-07;3.20E+01;1.77E-10;;;;3.20E+01;2.9114E-07;1.7674E-10
4.50E+04;1.00E+00;3.26E-07;3.30E+01;1.77E-10;;;;3.30E+01;3.2564E-07;1.7746E-10
4.55E+04;1.00E+00;3.57E-07;3.40E+01;1.77E-10;;;;3.40E+01;3.5709E-07;1.7651E-10
4.60E+04;1.00E+00;3.91E-07;3.50E+01;2.13E-10;;;;3.50E+01;3.9083E-07;2.128E-10
4.65E+04;1.00E+00;4.34E-07;3.60E+01;2.15E-10;;;;3.60E+01;4.3433E-07;2.1467E-10
4.70E+04;1.00E+00;4.69E-07;3.70E+01;1.80E-10;;;;3.70E+01;4.6927E-07;1.799E-10
4.75E+04;1.00E+00;5.17E-07;3.80E+01;1.78E-10;;;;3.80E+01;5.1748E-07;1.7758E-10
4.80E+04;1.00E+00;5.66E-07;3.90E+01;1.79E-10;;;;3.90E+01;5.6591E-07;1.7863E-10
4.85E+04;1.00E+00;6.10E-07;4.00E+01;1.79E-10;;;;4.00E+01;6.0979E-07;1.7866E-10
4.90E+04;1.00E+00;6.54E-07;4.10E+01;1.79E-10;;;;4.10E+01;6.5383E-07;1.7925E-10
4.95E+04;1.00E+00;7.11E-07;4.20E+01;1.79E-10;;;;4.20E+01;7.1055E-07;1.7899E-10
5.00E+04;1.00E+00;7.77E-07;4.30E+01;1.80E-10;;;;4.30E+01;7.7699E-07;1.8006E-10
5.05E+04;1.00E+00;8.41E-07;4.40E+01;1.80E-10;;;;4.40E+01;8.4106E-07;1.8018E-10
5.10E+04;1.00E+00;9.01E-07;4.50E+01;1.79E-10;;;;4.50E+01;9.005E-07;1.7946E-10
5.15E+04;1.00E+00;9.67E-07;4.60E+01;1.80E-10;;;;4.60E+01;9.6678E-07;1.7978E-10
5.20E+04;1.00E+00;1.04E-06;4.70E+01;1.81E-10;;;;4.70E+01;1.0398E-06;1.8072E-10
5.25E+04;1.00E+00;1.11E-06;4.80E+01;1.93E-10;;;;4.80E+01;1.1091E-06;1.9273E-10
5.30E+04;1.00E+00;1.19E-06;4.90E+01;1.82E-10;;;;4.90E+01;0.000001189;1.8201E-10
5.35E+04;1.00E+00;1.27E-06;5.00E+01;1.83E-10;;;;5.00E+01;1.2706E-06;1.8317E-10
5.40E+04;1.00E+00;1.35E-06;5.10E+01;1.86E-10;;;;5.10E+01;1.3531E-06;1.862E-10
5.45E+04;1.00E+00;1.24E-06;5.00E+01;-5.40E-11;;;;5.00E+01;0.000001241;5.3961E-11
5.50E+04;1.00E+00;1.14E-06;4.90E+01;-7.62E-11;;;;4.90E+01;1.1388E-06;7.6221E-11
5.55E+04;1.00E+00;1.04E-06;4.80E+01;-9.98E-11;;;;4.80E+01;1.0447E-06;9.9765E-11
5.60E+04;1.00E+00;9.53E-07;4.70E+01;-1.11E-10;;;;4.70E+01;9.528E-07;1.1063E-10
5.65E+04;1.00E+00;8.64E-07;4.60E+01;-1.37E-10;;;;4.60E+01;8.6427E-07;1.372E-10
5.70E+04;1.00E+00;7.89E-07;4.50E+01;-1.24E-10;;;;4.50E+01;7.8943E-07;1.2433E-10
5.75E+04;1.00E+00;7.11E-07;4.40E+01;-1.29E-10;;;;4.40E+01;7.1075E-07;1.2864E-10
5.80E+04;1.00E+00;6.44E-07;4.30E+01;-1.34E-10;;;;4.30E+01;6.4432E-07;1.3392E-10
5.85E+04;1.00E+00;5.81E-07;4.20E+01;-1.39E-10;;;;4.20E+01;5.8132E-07;1.3933E-10
5.90E+04;1.00E+00;5.20E-07;4.10E+01;-1.46E-10;;;;4.10E+01;5.1963E-07;1.4565E-10
5.95E+04;1.00E+00;4.67E-07;4.00E+01;-1.52E-10;;;;4.00E+01;4.6653E-07;1.5156E-10
6.00E+04;1.00E+00;4.13E-07;3.90E+01;-1.56E-10;;;;3.90E+01;4.1336E-07;1.5574E-10
6.05E+04;1.00E+00;3.65E-07;3.80E+01;-1.63E-10;;;;3.80E+01;3.6472E-07;1.6298E-10
6.10E+04;1.00E+00;3.21E-07;3.70E+01;-1.48E-10;;;;3.70E+01;3.2118E-07;1.4826E-10
6.15E+04;1.00E+00;2.76E-07;3.60E+01;-1.20E-09;;;;3.60E+01;2.7649E-07;1.2019E-09
6.20E+04;1.00E+00;2.39E-07;3.50E+01;-1.74E-10;;;;3.50E+01;2.3871E-07;1.7445E-10
6.25E+04;1.00E+00;2.02E-07;3.40E+01;-1.74E-10;;;;3.40E+01;2.0235E-07;1.7385E-10
6.30E+04;1.00E+00;1.68E-07;3.30E+01;-1.84E-10;;;;3.30E+01;1.6761E-07;1.8354E-10
6.35E+04;1.00E+00;1.37E-07;3.20E+01;-1.82E-10;;;;3.20E+01;1.3717E-07;1.8239E-10
6.40E+04;1.00E+00;1.09E-07;3.10E+01;-1.83E-10;;;;3.10E+01;1.0897E-07;1.8305E-10
6.45E+04;1.00E+00;8.45E-08;3.00E+01;-1.87E-10;;;;3.00E+01;8.4524E-08;1.8708E-10
6.50E+04;1.00E+00;6.29E-08;2.90E+01;-5.40E-10;;;;2.90E+01;6.29E-08;5.4022E-10
6.55E+04;1.00E+00;4.58E-08;2.80E+01;-2.27E-10;;;;2.80E+01;4.5825E-08;2.2676E-10
6.60E+04;1.00E+00;3.21E-08;2.70E+01;-4.07E-10;;;;2.70E+01;3.2058E-08;4.0703E-10
6.65E+04;1.00E+00;2.20E-08;2.60E+01;-5.42E-10;;;;2.60E+01;2.1962E-08;5.4195E-10
6.70E+04;1.00E+00;1.46E-08;2.50E+01;-4.70E-10;;;;2.50E+01;1.4645E-08;4.7045E-10
6.75E+04;1.00E+00;9.66E-09;2.40E+01;-3.68E-10;;;;2.40E+01;9.6611E-09;3.6768E-10
6.80E+04;1.00E+00;6.25E-09;2.30E+01;-3.06E-10;;;;2.30E+01;6.2518E-09;3.0629E-10
6.85E+04;1.00E+00;3.92E-09;2.20E+01;-2.71E-10;;;;2.20E+01;3.9224E-09;2.7138E-10
6.90E+04;1.00E+00;2.38E-09;2.10E+01;-2.53E-10;;;;2.10E+01;2.3845E-09;2.5325E-10
6.95E+04;1.00E+00;1.38E-09;2.00E+01;-2.41E-10;;;;2.00E+01;1.3819E-09;2.4136E-10
7.00E+04;1.00E+00;7.22E-10;1.90E+01;-2.35E-10;;;;1.90E+01;7.2236E-10;2.3468E-10
7.05E+04;1.00E+00;3.20E-10;1.80E+01;-2.29E-10;;;;1.80E+01;3.2021E-10;2.2916E-10
7.10E+04;1.00E+00;1.43E-10;1.70E+01;-2.31E-10;;;;1.70E+01;1.4326E-10;2.3111E-10
7.15E+04;1.00E+00;9.52E-11;1.60E+01;-2.35E-10;;;;1.60E+01;9.521E-11;2.3469E-10
7.20E+04;1.00E+00;8.25E-11;1.50E+01;-2.50E-10;;;;1.50E+01;8.2487E-11;2.4956E-10
7.25E+04;1.00E+00;8.37E-11;1.40E+01;-2.71E-10;;;;1.40E+01;8.372E-11;2.7141E-10
7.30E+04;1.00E+00;9.15E-11;1.30E+01;-2.96E-10;;;;1.30E+01;9.1474E-11;2.9565E-10
7.35E+04;1.00E+00;1.08E-10;1.20E+01;-3.30E-10;;;;1.20E+01;1.0786E-10;3.2953E-10
7.40E+04;1.00E+00;1.29E-10;1.10E+01;-3.60E-10;;;;1.10E+01;1.2892E-10;3.6026E-10
7.45E+04;1.00E+00;1.52E-10;1.00E+01;-3.77E-10;;;;1.00E+01;1.5184E-10;3.7687E-10
7.50E+04;1.00E+00;1.67E-10;9.00E+00;-3.75E-10;;;;9.00E+00;1.6676E-10;3.7453E-10
7.55E+04;1.00E+00;1.72E-10;8.00E+00;-3.79E-10;;;;8.00E+00;1.7214E-10;3.7934E-10
7.60E+04;1.00E+00;1.63E-10;7.00E+00;-3.67E-10;;;;7.00E+00;1.6262E-10;3.673E-10
7.65E+04;1.00E+00;2.08E-10;6.00E+00;-8.70E-10;;;;6.00E+00;2.08E-10;8.7038E-10
7.70E+04;1.00E+00;1.85E-10;5.00E+00;-3.95E-10;;;;5.00E+00;1.8538E-10;3.9506E-10
7.75E+04;1.00E+00;1.89E-10;4.00E+00;-3.86E-10;;;;4.00E+00;1.8941E-10;3.8634E-10
7.80E+04;1.00E+00;1.87E-10;3.00E+00;-3.91E-10;;;;3.00E+00;1.8702E-10;3.9135E-10
7.85E+04;1.00E+00;1.97E-10;2.00E+00;-3.90E-10;;;;2.00E+00;1.9713E-10;3.9024E-10
7.90E+04;1.00E+00;2.05E-10;1.00E+00;-3.93E-10;;;;1.00E+00;2.0508E-10;3.9303E-10
7.95E+04;1.00E+00;2.04E-10;0.00E+00;-3.86E-10;;;;0.00E+00;2.0438E-10;3.8552E-10
8.00E+04;1.00E+00;2.10E-10;-1.00E+00;-3.88E-10;;;;-1.00E+00;2.1022E-10;3.8796E-10
8.05E+04;1.00E+00;2.15E-10;-2.00E+00;-3.88E-10;;;;-2.00E+00;2.1515E-10;3.8771E-10
8.10E+04;1.00E+00;2.19E-10;-3.00E+00;-3.88E-10;;;;-3.00E+00;2.1852E-10;3.8848E-10
8.15E+04;1.00E+00;2.17E-10;-4.00E+00;-3.94E-10;;;;-4.00E+00;2.1688E-10;3.936E-10
8.20E+04;1.00E+00;2.17E-10;-5.00E+00;-3.82E-10;;;;-5.00E+00;2.169E-10;3.8221E-10
8.25E+04;1.00E+00;2.17E-10;-6.00E+00;-3.75E-10;;;;-6.00E+00;2.1741E-10;3.7523E-10
8.30E+04;1.00E+00;2.21E-10;-7.00E+00;-3.73E-10;;;;-7.00E+00;2.2127E-10;3.7289E-10
8.35E+04;1.00E+00;2.23E-10;-8.00E+00;-3.66E-10;;;;-8.00E+00;2.2338E-10;3.6633E-10
8.40E+04;1.00E+00;2.23E-10;-9.00E+00;-3.62E-10;;;;-9.00E+00;2.2346E-10;3.6181E-10
8.45E+04;1.00E+00;2.23E-10;-1.00E+01;-3.59E-10;;;;-1.00E+01;2.2347E-10;3.593E-10
8.50E+04;1.00E+00;2.23E-10;-1.10E+01;-3.49E-10;;;;-1.10E+01;2.234E-10;3.493E-10
8.55E+04;1.00E+00;2.23E-10;-1.20E+01;-3.47E-10;;;;-1.20E+01;2.2289E-10;3.4713E-10
8.60E+04;1.00E+00;2.29E-10;-1.30E+01;-3.40E-10;;;;-1.30E+01;2.2869E-10;3.3959E-10
8.65E+04;1.00E+00;2.25E-10;-1.40E+01;-3.39E-10;;;;-1.40E+01;2.2479E-10;3.3861E-10
8.70E+04;1.00E+00;2.24E-10;-1.50E+01;-3.38E-10;;;;-1.50E+01;2.2422E-10;3.3786E-10
8.75E+04;1.00E+00;2.16E-10;-1.60E+01;-3.30E-10;;;;-1.60E+01;2.1645E-10;3.302E-10
8.80E+04;1.00E+00;2.17E-10;-1.70E+01;-3.33E-10;;;;-1.70E+01;2.1678E-10;3.3331E-10
8.85E+04;1.00E+00;2.12E-10;-1.80E+01;-3.28E-10;;;;-1.80E+01;2.1182E-10;3.277E-10
8.90E+04;1.00E+00;2.15E-10;-1.90E+01;-3.35E-10;;;;-1.90E+01;2.1503E-10;3.3501E-10
8.95E+04;1.00E+00;2.12E-10;-2.00E+01;-3.43E-10;;;;-2.00E+01;2.1186E-10;3.4321E-10
9.00E+04;1.00E+00;2.11E-10;-2.10E+01;-3.60E-10;;;;-2.10E+01;2.1058E-10;3.6049E-10
9.05E+04;1.00E+00;2.09E-10;-2.20E+01;-4.68E-10;;;;-2.20E+01;2.0907E-10;4.6763E-10
9.10E+04;1.00E+00;2.01E-10;-2.30E+01;-5.68E-10;;;;-2.30E+01;2.0078E-10;5.6813E-10
9.15E+04;1.00E+00;1.99E-10;-2.40E+01;-1.66E-09;;;;-2.40E+01;1.9904E-10;1.6641E-09
9.20E+04;1.00E+00;2.25E-10;-2.50E+01;-5.91E-08;;;;-2.50E+01;2.2548E-10;5.9059E-08
9.25E+04;1.00E+00;3.03E-10;-2.60E+01;-1.26E-08;;;;-2.60E+01;3.0259E-10;1.2561E-08
9.30E+04;1.00E+00;2.08E-10;-2.70E+01;-1.11E-09;;;;-2.70E+01;2.0837E-10;1.1137E-09
9.35E+04;1.00E+00;2.06E-10;-2.80E+01;-1.17E-09;;;;-2.80E+01;2.0643E-10;1.1718E-09
9.40E+04;1.00E+00;2.12E-10;-2.90E+01;-1.30E-09;;;;-2.90E+01;2.1173E-10;1.3047E-09
9.45E+04;1.00E+00;2.38E-10;-3.00E+01;-5.77E-09;;;;-3.00E+01;2.3767E-10;5.7683E-09
9.50E+04;1.00E+00;2.66E-10;-3.10E+01;-8.23E-09;;;;-3.10E+01;2.66E-10;8.2311E-09
9.55E+04;1.00E+00;1.99E-10;-3.20E+01;-2.68E-09;;;;-3.20E+01;1.9944E-10;2.6771E-09
9.60E+04;1.00E+00;2.14E-10;-3.30E+01;-3.25E-09;;;;-3.30E+01;2.1371E-10;3.251E-09
9.65E+04;1.00E+00;2.90E-10;-3.40E+01;-1.31E-08;;;;-3.40E+01;2.8973E-10;1.3069E-08
9.70E+04;1.00E+00;2.12E-10;-3.50E+01;-8.29E-09;;;;-3.50E+01;2.1216E-10;8.292E-09
9.75E+04;1.00E+00;3.29E-10;-3.60E+01;-9.76E-09;;;;-3.60E+01;3.2881E-10;9.761E-09
9.80E+04;1.00E+00;3.24E-10;-3.70E+01;-2.27E-08;;;;-3.70E+01;3.2407E-10;2.2655E-08
9.85E+04;1.00E+00;3.57E-10;-3.80E+01;-3.49E-09;;;;-3.80E+01;3.5741E-10;3.4933E-09
9.90E+04;1.00E+00;3.24E-10;-3.90E+01;-2.62E-09;;;;-3.90E+01;3.2398E-10;2.6189E-09
9.95E+04;1.00E+00;1.78E-10;-4.00E+01;-9.17E-09;;;;-4.00E+01;1.7764E-10;9.1728E-09
1.00E+05;1.00E+00;5.43E-10;-4.10E+01;-4.44E-08;;;;-4.10E+01;5.4283E-10;4.4436E-08
1.01E+05;1.00E+00;4.06E-10;-4.20E+01;-1.20E-08;;;;-4.20E+01;4.0562E-10;1.1952E-08
1.01E+05;1.00E+00;4.12E-10;-4.30E+01;-1.62E-08;;;;-4.30E+01;4.1209E-10;1.619E-08
1.02E+05;1.00E+00;7.49E-10;-4.40E+01;-1.03E-08;;;;-4.40E+01;7.4889E-10;1.0278E-08
1.02E+05;1.00E+00;5.73E-10;-4.50E+01;-1.33E-08;;;;-4.50E+01;5.7291E-10;1.3314E-08
1.03E+05;1.00E+00;5.11E-10;-4.60E+01;-6.59E-09;;;;-4.60E+01;5.1098E-10;6.5937E-09
1.03E+05;1.00E+00;5.58E-10;-4.70E+01;-1.50E-08;;;;-4.70E+01;5.5755E-10;1.5018E-08
1.04E+05;1.00E+00;6.07E-10;-4.80E+01;-1.56E-08;;;;-4.80E+01;6.0709E-10;1.5643E-08
1.04E+05;1.00E+00;9.46E-10;-4.90E+01;-2.65E-08;;;;-4.90E+01;9.4639E-10;2.6529E-08
1.05E+05;1.00E+00;8.06E-10;-5.00E+01;-2.45E-08;;;;-5.00E+01;8.0584E-10;2.4514E-08
