File Name: 21_Sample12_device3_trfSat_dark.dat;;;;;;;;;
File Data: 15/12/2023;13:02:00;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;VGate (V);|IDrain| (A);|IGate| (A)
2.55E+04;1.00E+00;5.17E-10;-4.00E+00;5.11E-10;;;-4.00E+00;5.166E-10;5.112E-10
2.60E+04;1.00E+00;9.12E-10;-3.00E+00;5.18E-10;;;-3.00E+00;9.1153E-10;5.1839E-10
2.65E+04;1.00E+00;1.40E-09;-2.00E+00;5.04E-10;;;-2.00E+00;1.3961E-09;5.0355E-10
2.70E+04;1.00E+00;1.93E-09;-1.00E+00;5.00E-10;;;-1.00E+00;1.9253E-09;4.9975E-10
2.75E+04;1.00E+00;2.78E-09;0.00E+00;5.84E-10;;;0.00E+00;2.7773E-09;5.8372E-10
2.80E+04;1.00E+00;3.79E-09;1.00E+00;7.46E-10;;;1.00E+00;3.7889E-09;7.4598E-10
2.85E+04;1.00E+00;5.08E-09;2.00E+00;9.35E-10;;;2.00E+00;5.0809E-09;9.352E-10
2.90E+04;1.00E+00;6.43E-09;3.00E+00;9.72E-10;;;3.00E+00;6.4253E-09;9.7194E-10
2.95E+04;1.00E+00;8.25E-09;4.00E+00;7.36E-10;;;4.00E+00;8.2479E-09;7.3607E-10
3.00E+04;1.00E+00;9.92E-09;5.00E+00;5.49E-10;;;5.00E+00;9.9247E-09;5.4894E-10
3.05E+04;1.00E+00;1.23E-08;6.00E+00;7.24E-10;;;6.00E+00;1.2276E-08;7.2363E-10
3.10E+04;1.00E+00;1.50E-08;7.00E+00;5.77E-10;;;7.00E+00;1.5008E-08;5.7673E-10
3.15E+04;1.00E+00;1.75E-08;8.00E+00;2.26E-10;;;8.00E+00;1.7515E-08;2.2577E-10
3.20E+04;1.00E+00;2.10E-08;9.00E+00;2.04E-10;;;9.00E+00;2.1002E-08;2.035E-10
3.25E+04;1.00E+00;2.48E-08;1.00E+01;1.89E-10;;;1.00E+01;2.4772E-08;1.8919E-10
3.30E+04;1.00E+00;2.93E-08;1.10E+01;1.85E-10;;;1.10E+01;2.925E-08;1.8452E-10
3.35E+04;1.00E+00;3.27E-08;1.20E+01;1.82E-10;;;1.20E+01;3.2661E-08;1.8158E-10
3.40E+04;1.00E+00;3.68E-08;1.30E+01;1.78E-10;;;1.30E+01;3.6792E-08;1.7816E-10
3.45E+04;1.00E+00;4.41E-08;1.40E+01;1.79E-10;;;1.40E+01;4.4059E-08;1.7907E-10
3.50E+04;1.00E+00;4.92E-08;1.50E+01;1.77E-10;;;1.50E+01;4.9199E-08;1.7669E-10
3.55E+04;1.00E+00;5.76E-08;1.60E+01;1.77E-10;;;1.60E+01;5.7554E-08;1.7702E-10
3.60E+04;1.00E+00;6.71E-08;1.70E+01;1.77E-10;;;1.70E+01;6.7055E-08;1.7679E-10
3.65E+04;1.00E+00;7.56E-08;1.80E+01;1.76E-10;;;1.80E+01;7.5642E-08;1.7598E-10
3.70E+04;1.00E+00;8.92E-08;1.90E+01;1.76E-10;;;1.90E+01;8.9202E-08;1.7646E-10
3.75E+04;1.00E+00;9.92E-08;2.00E+01;1.78E-10;;;2.00E+01;9.9235E-08;1.7802E-10
3.85E+04;1.00E+00;1.12E-07;2.10E+01;1.08E-10;;;2.10E+01;1.123E-07;1.0779E-10
3.90E+04;1.00E+00;1.27E-07;2.20E+01;1.71E-10;;;2.20E+01;1.2668E-07;1.7065E-10
3.95E+04;1.00E+00;1.41E-07;2.30E+01;1.68E-10;;;2.30E+01;1.4086E-07;1.6788E-10
4.00E+04;1.00E+00;1.61E-07;2.40E+01;1.73E-10;;;2.40E+01;1.6131E-07;1.7281E-10
4.05E+04;1.00E+00;1.80E-07;2.50E+01;1.77E-10;;;2.50E+01;1.7969E-07;1.7714E-10
4.10E+04;1.00E+00;1.97E-07;2.60E+01;1.79E-10;;;2.60E+01;1.9671E-07;1.7938E-10
4.15E+04;1.00E+00;2.20E-07;2.70E+01;1.80E-10;;;2.70E+01;2.2037E-07;1.7967E-10
4.20E+04;1.00E+00;2.56E-07;2.80E+01;1.82E-10;;;2.80E+01;2.5565E-07;1.8184E-10
4.25E+04;1.00E+00;2.81E-07;2.90E+01;1.87E-10;;;2.90E+01;2.8075E-07;1.8662E-10
4.30E+04;1.00E+00;3.18E-07;3.00E+01;1.87E-10;;;3.00E+01;3.1761E-07;1.8697E-10
4.35E+04;1.00E+00;3.33E-07;3.10E+01;1.88E-10;;;3.10E+01;3.3252E-07;1.8771E-10
4.40E+04;1.00E+00;3.75E-07;3.20E+01;1.91E-10;;;3.20E+01;3.7514E-07;1.9101E-10
4.45E+04;1.00E+00;4.08E-07;3.30E+01;1.90E-10;;;3.30E+01;4.0765E-07;1.9007E-10
4.50E+04;1.00E+00;4.52E-07;3.40E+01;1.90E-10;;;3.40E+01;4.5156E-07;1.897E-10
4.55E+04;1.00E+00;4.88E-07;3.50E+01;1.80E-10;;;3.50E+01;4.8779E-07;1.7974E-10
4.60E+04;1.00E+00;5.31E-07;3.60E+01;9.02E-10;;;3.60E+01;5.3084E-07;9.0189E-10
4.65E+04;1.00E+00;5.79E-07;3.70E+01;1.96E-10;;;3.70E+01;5.7894E-07;1.9604E-10
4.70E+04;1.00E+00;6.32E-07;3.80E+01;1.93E-10;;;3.80E+01;6.3236E-07;1.9313E-10
4.75E+04;1.00E+00;6.79E-07;3.90E+01;1.93E-10;;;3.90E+01;6.7929E-07;1.9325E-10
4.80E+04;1.00E+00;7.29E-07;4.00E+01;1.95E-10;;;4.00E+01;7.2908E-07;1.9487E-10
4.85E+04;1.00E+00;7.90E-07;4.10E+01;1.96E-10;;;4.10E+01;7.9015E-07;1.9567E-10
4.90E+04;1.00E+00;8.58E-07;4.20E+01;1.98E-10;;;4.20E+01;8.5771E-07;1.9767E-10
4.95E+04;1.00E+00;9.17E-07;4.30E+01;1.97E-10;;;4.30E+01;9.1748E-07;1.9669E-10
5.00E+04;1.00E+00;9.96E-07;4.40E+01;1.98E-10;;;4.40E+01;9.9565E-07;1.9797E-10
5.05E+04;1.00E+00;1.06E-06;4.50E+01;2.11E-10;;;4.50E+01;1.0584E-06;2.1126E-10
5.10E+04;1.00E+00;1.14E-06;4.60E+01;2.03E-10;;;4.60E+01;1.1439E-06;2.0281E-10
5.15E+04;1.00E+00;1.21E-06;4.70E+01;2.04E-10;;;4.70E+01;1.2072E-06;2.0436E-10
5.20E+04;1.00E+00;1.30E-06;4.80E+01;2.09E-10;;;4.80E+01;1.3042E-06;2.0918E-10
5.25E+04;1.00E+00;1.37E-06;4.90E+01;2.14E-10;;;4.90E+01;1.3709E-06;2.1439E-10
5.30E+04;1.00E+00;1.45E-06;5.00E+01;2.13E-10;;;5.00E+01;1.4537E-06;2.1328E-10
5.35E+04;1.00E+00;1.54E-06;5.10E+01;2.16E-10;;;5.10E+01;1.5442E-06;2.1636E-10
5.40E+04;1.00E+00;1.43E-06;5.00E+01;-4.46E-11;;;5.00E+01;1.4332E-06;4.4591E-11
5.45E+04;1.00E+00;1.32E-06;4.90E+01;-6.97E-11;;;4.90E+01;0.000001319;6.9691E-11
5.50E+04;1.00E+00;1.22E-06;4.80E+01;-9.92E-11;;;4.80E+01;1.2223E-06;9.9188E-11
5.55E+04;1.00E+00;1.12E-06;4.70E+01;-1.10E-10;;;4.70E+01;1.1203E-06;1.0991E-10
5.60E+04;1.00E+00;1.03E-06;4.60E+01;-1.17E-10;;;4.60E+01;0.00000103;1.1682E-10
5.65E+04;1.00E+00;9.48E-07;4.50E+01;-1.21E-10;;;4.50E+01;9.4789E-07;1.2137E-10
5.70E+04;1.00E+00;8.73E-07;4.40E+01;-1.45E-10;;;4.40E+01;8.7338E-07;1.4533E-10
5.75E+04;1.00E+00;7.98E-07;4.30E+01;-1.32E-10;;;4.30E+01;7.979E-07;1.3197E-10
5.80E+04;1.00E+00;7.25E-07;4.20E+01;-1.38E-10;;;4.20E+01;7.248E-07;1.3839E-10
5.85E+04;1.00E+00;6.67E-07;4.10E+01;-1.44E-10;;;4.10E+01;6.6663E-07;1.4352E-10
5.90E+04;1.00E+00;6.03E-07;4.00E+01;-1.52E-10;;;4.00E+01;6.025E-07;1.5247E-10
5.95E+04;1.00E+00;5.48E-07;3.90E+01;-1.59E-10;;;3.90E+01;5.481E-07;1.5934E-10
6.00E+04;1.00E+00;4.96E-07;3.80E+01;-1.68E-10;;;3.80E+01;4.9578E-07;1.6805E-10
6.05E+04;1.00E+00;4.50E-07;3.70E+01;-1.65E-10;;;3.70E+01;4.5035E-07;1.65E-10
6.10E+04;1.00E+00;4.08E-07;3.60E+01;-2.27E-10;;;3.60E+01;4.0794E-07;2.2662E-10
6.15E+04;1.00E+00;3.64E-07;3.50E+01;-2.28E-10;;;3.50E+01;3.6414E-07;2.2776E-10
6.20E+04;1.00E+00;3.30E-07;3.40E+01;-1.79E-10;;;3.40E+01;3.3026E-07;1.7946E-10
6.25E+04;1.00E+00;2.91E-07;3.30E+01;-1.84E-10;;;3.30E+01;0.000000291;1.8357E-10
6.30E+04;1.00E+00;2.60E-07;3.20E+01;-1.83E-10;;;3.20E+01;2.5971E-07;1.8251E-10
6.35E+04;1.00E+00;2.30E-07;3.10E+01;-1.82E-10;;;3.10E+01;2.302E-07;1.8186E-10
6.40E+04;1.00E+00;2.03E-07;3.00E+01;-1.82E-10;;;3.00E+01;2.026E-07;1.8185E-10
6.45E+04;1.00E+00;1.77E-07;2.90E+01;-1.87E-10;;;2.90E+01;1.7727E-07;1.8712E-10
6.50E+04;1.00E+00;1.54E-07;2.80E+01;-1.87E-10;;;2.80E+01;1.5396E-07;1.8726E-10
6.55E+04;1.00E+00;1.33E-07;2.70E+01;-1.92E-10;;;2.70E+01;1.325E-07;1.9171E-10
6.60E+04;1.00E+00;1.12E-07;2.60E+01;-1.98E-10;;;2.60E+01;1.1227E-07;1.9839E-10
6.65E+04;1.00E+00;9.36E-08;2.50E+01;-1.98E-10;;;2.50E+01;9.3614E-08;1.981E-10
6.70E+04;1.00E+00;7.60E-08;2.40E+01;-4.70E-10;;;2.40E+01;7.6025E-08;4.6998E-10
6.75E+04;1.00E+00;6.00E-08;2.30E+01;-1.97E-10;;;2.30E+01;5.9998E-08;1.9743E-10
6.80E+04;1.00E+00;4.56E-08;2.20E+01;-2.00E-10;;;2.20E+01;4.5613E-08;2.0018E-10
6.85E+04;1.00E+00;3.29E-08;2.10E+01;-2.07E-10;;;2.10E+01;3.2888E-08;2.0746E-10
6.90E+04;1.00E+00;2.25E-08;2.00E+01;-2.12E-10;;;2.00E+01;2.2462E-08;2.1214E-10
6.95E+04;1.00E+00;1.47E-08;1.90E+01;-2.71E-10;;;1.90E+01;1.4715E-08;2.7073E-10
7.00E+04;1.00E+00;9.55E-09;1.80E+01;-3.59E-10;;;1.80E+01;9.5506E-09;3.5867E-10
7.05E+04;1.00E+00;5.91E-09;1.70E+01;-3.21E-10;;;1.70E+01;5.9094E-09;3.2072E-10
7.10E+04;1.00E+00;3.69E-09;1.60E+01;-2.68E-10;;;1.60E+01;3.6922E-09;2.6827E-10
7.15E+04;1.00E+00;2.16E-09;1.50E+01;-2.44E-10;;;1.50E+01;2.1632E-09;2.4404E-10
7.20E+04;1.00E+00;1.23E-09;1.40E+01;-2.35E-10;;;1.40E+01;1.232E-09;2.3508E-10
7.25E+04;1.00E+00;6.08E-10;1.30E+01;-2.26E-10;;;1.30E+01;6.0815E-10;2.2552E-10
7.30E+04;1.00E+00;2.57E-10;1.20E+01;-2.37E-10;;;1.20E+01;2.5708E-10;2.3666E-10
7.35E+04;1.00E+00;1.20E-10;1.10E+01;-2.51E-10;;;1.10E+01;1.1988E-10;2.5096E-10
7.40E+04;1.00E+00;9.01E-11;1.00E+01;-2.73E-10;;;1.00E+01;9.0128E-11;2.7322E-10
7.45E+04;1.00E+00;9.05E-11;9.00E+00;-3.00E-10;;;9.00E+00;9.0511E-11;3.0039E-10
7.50E+04;1.00E+00;1.25E-10;8.00E+00;-3.63E-10;;;8.00E+00;1.2526E-10;3.6309E-10
7.55E+04;1.00E+00;1.11E-10;7.00E+00;-3.57E-10;;;7.00E+00;1.1097E-10;3.5714E-10
7.60E+04;1.00E+00;1.52E-10;6.00E+00;-4.91E-10;;;6.00E+00;1.5179E-10;4.9117E-10
7.65E+04;1.00E+00;1.85E-10;5.00E+00;-4.98E-10;;;5.00E+00;1.846E-10;4.9833E-10
7.70E+04;1.00E+00;1.81E-10;4.00E+00;-4.04E-10;;;4.00E+00;1.8112E-10;4.0375E-10
7.75E+04;1.00E+00;1.90E-10;3.00E+00;-3.93E-10;;;3.00E+00;1.8971E-10;3.9269E-10
7.80E+04;1.00E+00;1.97E-10;2.00E+00;-3.85E-10;;;2.00E+00;1.9744E-10;3.8498E-10
7.85E+04;1.00E+00;2.01E-10;1.00E+00;-3.84E-10;;;1.00E+00;2.0115E-10;3.8375E-10
7.90E+04;1.00E+00;1.94E-10;0.00E+00;-3.76E-10;;;0.00E+00;1.9384E-10;3.7612E-10
7.95E+04;1.00E+00;1.89E-10;-1.00E+00;-3.75E-10;;;-1.00E+00;1.8933E-10;3.7468E-10
8.00E+04;1.00E+00;1.96E-10;-2.00E+00;-3.66E-10;;;-2.00E+00;1.9566E-10;3.6622E-10
8.05E+04;1.00E+00;2.02E-10;-3.00E+00;-3.80E-10;;;-3.00E+00;2.0213E-10;3.7952E-10
8.10E+04;1.00E+00;2.00E-10;-4.00E+00;-3.85E-10;;;-4.00E+00;1.9989E-10;3.8532E-10
8.15E+04;1.00E+00;1.98E-10;-5.00E+00;-4.08E-10;;;-5.00E+00;1.9805E-10;4.08E-10
8.20E+04;1.00E+00;2.04E-10;-6.00E+00;-3.56E-10;;;-6.00E+00;2.0409E-10;3.5588E-10
8.25E+04;1.00E+00;2.10E-10;-7.00E+00;-3.76E-10;;;-7.00E+00;2.1018E-10;3.7563E-10
8.30E+04;1.00E+00;2.17E-10;-8.00E+00;-3.73E-10;;;-8.00E+00;2.1747E-10;3.7294E-10
8.35E+04;1.00E+00;2.22E-10;-9.00E+00;-3.67E-10;;;-9.00E+00;2.2205E-10;3.6672E-10
8.40E+04;1.00E+00;2.25E-10;-1.00E+01;-3.74E-10;;;-1.00E+01;2.2517E-10;3.7383E-10
8.45E+04;1.00E+00;2.27E-10;-1.10E+01;-3.69E-10;;;-1.10E+01;2.272E-10;3.6947E-10
8.50E+04;1.00E+00;2.25E-10;-1.20E+01;-3.56E-10;;;-1.20E+01;2.254E-10;3.5603E-10
8.55E+04;1.00E+00;2.16E-10;-1.30E+01;-3.52E-10;;;-1.30E+01;2.1553E-10;3.5205E-10
8.60E+04;1.00E+00;2.16E-10;-1.40E+01;-3.51E-10;;;-1.40E+01;2.1612E-10;3.5078E-10
8.65E+04;1.00E+00;2.17E-10;-1.50E+01;-3.94E-10;;;-1.50E+01;2.1705E-10;3.9421E-10
8.70E+04;1.00E+00;2.18E-10;-1.60E+01;-4.64E-10;;;-1.60E+01;2.1775E-10;4.6447E-10
8.75E+04;1.00E+00;2.10E-10;-1.70E+01;-5.31E-10;;;-1.70E+01;2.0953E-10;5.3117E-10
8.80E+04;1.00E+00;2.09E-10;-1.80E+01;-5.60E-10;;;-1.80E+01;2.0933E-10;5.5994E-10
8.85E+04;1.00E+00;2.06E-10;-1.90E+01;-6.07E-10;;;-1.90E+01;2.0601E-10;6.0724E-10
8.90E+04;1.00E+00;2.00E-10;-2.00E+01;-6.54E-10;;;-2.00E+01;1.9952E-10;6.5415E-10
8.95E+04;1.00E+00;1.87E-10;-2.10E+01;-7.08E-10;;;-2.10E+01;1.8661E-10;7.0789E-10
9.00E+04;1.00E+00;1.81E-10;-2.20E+01;-8.40E-10;;;-2.20E+01;1.8105E-10;8.3995E-10
9.05E+04;1.00E+00;1.76E-10;-2.30E+01;-8.55E-10;;;-2.30E+01;1.7632E-10;8.5501E-10
9.10E+04;1.00E+00;1.67E-10;-2.40E+01;-8.92E-10;;;-2.40E+01;1.6713E-10;8.9192E-10
9.15E+04;1.00E+00;1.74E-10;-2.50E+01;-1.39E-09;;;-2.50E+01;1.735E-10;1.3936E-09
9.20E+04;1.00E+00;1.69E-10;-2.60E+01;-1.20E-09;;;-2.60E+01;1.6898E-10;1.1987E-09
9.25E+04;1.00E+00;1.72E-10;-2.70E+01;-1.42E-09;;;-2.70E+01;1.7225E-10;1.4211E-09
9.30E+04;1.00E+00;1.79E-10;-2.80E+01;-1.50E-09;;;-2.80E+01;1.7901E-10;1.4978E-09
9.35E+04;1.00E+00;1.96E-10;-2.90E+01;-2.03E-09;;;-2.90E+01;1.9625E-10;2.0334E-09
9.40E+04;1.00E+00;2.48E-10;-3.00E+01;-4.17E-09;;;-3.00E+01;2.4819E-10;4.1688E-09
9.45E+04;1.00E+00;2.65E-10;-3.10E+01;-4.17E-09;;;-3.10E+01;2.6494E-10;4.1677E-09
9.50E+04;1.00E+00;2.86E-10;-3.20E+01;-8.17E-09;;;-3.20E+01;2.862E-10;8.1682E-09
9.55E+04;1.00E+00;3.12E-10;-3.30E+01;-8.08E-09;;;-3.30E+01;3.1223E-10;8.084E-09
9.60E+04;1.00E+00;3.28E-10;-3.40E+01;-8.30E-09;;;-3.40E+01;3.2778E-10;8.3047E-09
9.65E+04;1.00E+00;3.10E-10;-3.50E+01;-5.52E-09;;;-3.50E+01;3.0999E-10;5.5192E-09
9.70E+04;1.00E+00;3.02E-10;-3.60E+01;-1.43E-08;;;-3.60E+01;3.015E-10;1.4295E-08
9.75E+04;1.00E+00;2.74E-10;-3.70E+01;-4.48E-08;;;-3.70E+01;2.7388E-10;4.4773E-08
9.80E+04;1.00E+00;3.80E-10;-3.80E+01;-5.88E-08;;;-3.80E+01;3.7957E-10;5.8751E-08
9.85E+04;1.00E+00;2.76E-10;-3.90E+01;-4.61E-08;;;-3.90E+01;2.7613E-10;4.6113E-08
9.90E+04;1.00E+00;1.65E-09;-4.00E+01;-1.27E-07;;;-4.00E+01;1.6471E-09;1.2687E-07
1.00E+05;1.00E+00;5.78E-10;-4.10E+01;-4.37E-08;;;-4.10E+01;5.7827E-10;4.3721E-08
1.01E+05;1.00E+00;-1.70E-10;-4.20E+01;-3.85E-08;;;-4.20E+01;1.7008E-10;3.8462E-08
1.02E+05;1.00E+00;5.95E-10;-4.30E+01;-1.78E-08;;;-4.30E+01;5.9472E-10;1.7781E-08
1.02E+05;1.00E+00;5.92E-10;-4.40E+01;-4.39E-08;;;-4.40E+01;5.9169E-10;4.3934E-08
1.03E+05;1.00E+00;7.12E-10;-4.50E+01;-2.63E-08;;;-4.50E+01;7.1232E-10;2.6309E-08
1.03E+05;1.00E+00;6.81E-10;-4.60E+01;-2.12E-08;;;-4.60E+01;6.809E-10;2.1159E-08
1.04E+05;1.00E+00;7.59E-10;-4.70E+01;-4.59E-08;;;-4.70E+01;7.5928E-10;4.5879E-08
1.04E+05;1.00E+00;1.25E-09;-4.80E+01;-1.47E-07;;;-4.80E+01;1.2515E-09;1.4746E-07
1.05E+05;1.00E+00;7.24E-10;-4.90E+01;-1.91E-07;;;-4.90E+01;7.2423E-10;1.9123E-07
1.06E+05;1.00E+00;1.35E-09;-5.00E+01;-2.37E-07;;;-5.00E+01;1.3522E-09;2.3669E-07
