File Name: 12_Sample12_device3_It_150kV_VDrain1V_VGate1V.dat;;;;
File Data: 15/12/2023;11:36:45;;;
2.15E+04;1.00E+00;3.99E-10;1.00E+00;2.10E-12
2.20E+04;1.00E+00;3.95E-10;1.00E+00;2.11E-12
2.25E+04;1.00E+00;3.86E-10;1.00E+00;1.94E-12
2.30E+04;1.00E+00;3.82E-10;1.00E+00;1.99E-12
2.35E+04;1.00E+00;3.78E-10;1.00E+00;2.22E-12
2.40E+04;1.00E+00;3.69E-10;1.00E+00;1.96E-12
2.45E+04;1.00E+00;3.68E-10;1.00E+00;1.92E-12
2.50E+04;1.00E+00;3.65E-10;1.00E+00;1.78E-12
2.55E+04;1.00E+00;3.63E-10;1.00E+00;1.72E-12
2.60E+04;1.00E+00;3.56E-10;1.00E+00;1.78E-12
2.65E+04;1.00E+00;3.52E-10;1.00E+00;1.72E-12
2.70E+04;1.00E+00;3.45E-10;1.00E+00;1.75E-12
2.75E+04;1.00E+00;3.44E-10;1.00E+00;1.55E-12
2.80E+04;1.00E+00;3.37E-10;1.00E+00;1.32E-12
2.85E+04;1.00E+00;3.37E-10;1.00E+00;1.41E-12
2.90E+04;1.00E+00;3.36E-10;1.00E+00;1.38E-12
2.95E+04;1.00E+00;3.32E-10;1.00E+00;1.56E-12
3.00E+04;1.00E+00;3.27E-10;1.00E+00;1.53E-12
3.05E+04;1.00E+00;3.26E-10;1.00E+00;1.38E-12
3.10E+04;1.00E+00;3.29E-10;1.00E+00;1.30E-12
3.15E+04;1.00E+00;3.28E-10;1.00E+00;1.17E-12
3.20E+04;1.00E+00;3.24E-10;1.00E+00;1.18E-12
3.25E+04;1.00E+00;3.20E-10;1.00E+00;9.99E-13
3.30E+04;1.00E+00;3.14E-10;1.00E+00;9.78E-13
3.35E+04;1.00E+00;3.11E-10;1.00E+00;9.56E-13
3.40E+04;1.00E+00;3.09E-10;1.00E+00;7.55E-13
3.45E+04;1.00E+00;3.06E-10;1.00E+00;8.09E-13
3.50E+04;1.00E+00;3.04E-10;1.00E+00;8.88E-13
3.55E+04;1.00E+00;2.98E-10;1.00E+00;7.94E-13
3.60E+04;1.00E+00;2.97E-10;1.00E+00;8.09E-13
3.65E+04;1.00E+00;2.95E-10;1.00E+00;8.64E-13
3.70E+04;1.00E+00;2.92E-10;1.00E+00;6.47E-13
3.75E+04;1.00E+00;2.93E-10;1.00E+00;5.97E-13
3.80E+04;1.00E+00;2.94E-10;1.00E+00;5.95E-13
3.85E+04;1.00E+00;2.88E-10;1.00E+00;5.53E-13
3.90E+04;1.00E+00;2.83E-10;1.00E+00;5.36E-13
3.95E+04;1.00E+00;2.81E-10;1.00E+00;7.24E-13
4.00E+04;1.00E+00;2.75E-10;1.00E+00;5.88E-13
4.05E+04;1.00E+00;2.79E-10;1.00E+00;5.11E-13
4.10E+04;1.00E+00;2.73E-10;1.00E+00;5.79E-13
4.15E+04;1.00E+00;2.71E-10;1.00E+00;5.38E-13
4.20E+04;1.00E+00;2.68E-10;1.00E+00;5.46E-13
4.25E+04;1.00E+00;2.70E-10;1.00E+00;4.76E-13
4.30E+04;1.00E+00;2.66E-10;1.00E+00;4.84E-13
4.35E+04;1.00E+00;2.67E-10;1.00E+00;5.95E-13
4.40E+04;1.00E+00;2.63E-10;1.00E+00;5.30E-13
4.45E+04;1.00E+00;2.60E-10;1.00E+00;4.61E-13
4.50E+04;1.00E+00;2.60E-10;1.00E+00;4.05E-13
4.55E+04;1.00E+00;2.59E-10;1.00E+00;5.01E-13
4.60E+04;1.00E+00;2.59E-10;1.00E+00;3.21E-13
4.65E+04;1.00E+00;2.56E-10;1.00E+00;2.41E-13
4.70E+04;1.00E+00;2.53E-10;1.00E+00;2.09E-13
4.75E+04;1.00E+00;2.55E-10;1.00E+00;1.12E-13
4.80E+04;1.00E+00;2.49E-10;1.00E+00;1.06E-13
4.85E+04;1.00E+00;2.45E-10;1.00E+00;9.18E-14
4.90E+04;1.00E+00;2.44E-10;1.00E+00;1.69E-13
4.95E+04;1.00E+00;2.45E-10;1.00E+00;3.29E-13
5.00E+04;1.00E+00;2.43E-10;1.00E+00;1.87E-13
5.05E+04;1.00E+00;2.38E-10;1.00E+00;-2.03E-14
5.10E+04;1.00E+00;2.38E-10;1.00E+00;3.70E-14
5.15E+04;1.00E+00;2.35E-10;1.00E+00;1.00E-13
5.20E+04;1.00E+00;2.32E-10;1.00E+00;-7.39E-14
5.25E+04;1.00E+00;2.30E-10;1.00E+00;9.06E-14
5.30E+04;1.00E+00;2.31E-10;1.00E+00;-3.93E-14
5.35E+04;1.00E+00;2.31E-10;1.00E+00;2.38E-14
5.40E+04;1.00E+00;2.26E-10;1.00E+00;9.30E-14
5.45E+04;1.00E+00;2.22E-10;1.00E+00;6.91E-14
5.50E+04;1.00E+00;2.22E-10;1.00E+00;-3.70E-14
5.55E+04;1.00E+00;2.19E-10;1.00E+00;-6.32E-14
5.60E+04;1.00E+00;2.19E-10;1.00E+00;-8.82E-14
5.65E+04;1.00E+00;2.17E-10;1.00E+00;-2.05E-13
5.70E+04;1.00E+00;2.20E-10;1.00E+00;-1.68E-13
5.75E+04;1.00E+00;2.18E-10;1.00E+00;-2.54E-13
5.80E+04;1.00E+00;2.17E-10;1.00E+00;-1.10E-13
5.85E+04;1.00E+00;2.15E-10;1.00E+00;-2.23E-13
5.90E+04;1.00E+00;2.13E-10;1.00E+00;-7.39E-14
5.95E+04;1.00E+00;2.12E-10;1.00E+00;-1.85E-13
6.00E+04;1.00E+00;2.12E-10;1.00E+00;-2.16E-13
6.05E+04;1.00E+00;2.12E-10;1.00E+00;-3.81E-14
6.10E+04;1.00E+00;2.11E-10;1.00E+00;-5.13E-14
6.15E+04;1.00E+00;2.12E-10;1.00E+00;4.89E-14
6.20E+04;1.00E+00;2.12E-10;1.00E+00;-6.44E-14
6.25E+04;1.00E+00;2.10E-10;1.00E+00;-4.77E-14
6.30E+04;1.00E+00;2.07E-10;1.00E+00;-1.92E-13
6.35E+04;1.00E+00;2.06E-10;1.00E+00;-9.30E-14
6.40E+04;1.00E+00;2.04E-10;1.00E+00;-2.85E-13
6.45E+04;1.00E+00;2.04E-10;1.00E+00;-3.87E-13
6.50E+04;1.00E+00;2.06E-10;1.00E+00;-2.38E-13
6.55E+04;1.00E+00;2.03E-10;1.00E+00;-3.70E-13
6.60E+04;1.00E+00;2.02E-10;1.00E+00;-4.72E-13
6.65E+04;1.00E+00;2.00E-10;1.00E+00;-3.21E-13
6.70E+04;1.00E+00;2.04E-10;1.00E+00;-2.91E-13
6.75E+04;1.00E+00;2.01E-10;1.00E+00;-4.47E-13
6.80E+04;1.00E+00;1.96E-10;1.00E+00;-3.06E-13
6.85E+04;1.00E+00;1.95E-10;1.00E+00;-3.61E-13
6.90E+04;1.00E+00;1.94E-10;1.00E+00;-4.22E-13
6.95E+04;1.00E+00;1.95E-10;1.00E+00;-4.51E-13
7.00E+04;1.00E+00;1.93E-10;1.00E+00;-5.07E-13
7.05E+04;1.00E+00;1.90E-10;1.00E+00;-4.32E-13
7.10E+04;1.00E+00;1.87E-10;1.00E+00;-4.32E-13
7.15E+04;1.00E+00;1.90E-10;1.00E+00;-4.58E-13
7.20E+04;1.00E+00;1.90E-10;1.00E+00;-4.43E-13
7.25E+04;1.00E+00;1.90E-10;1.00E+00;-4.41E-13
7.30E+04;1.00E+00;1.89E-10;1.00E+00;-4.78E-13
7.35E+04;1.00E+00;1.87E-10;1.00E+00;-4.73E-13
7.40E+04;1.00E+00;1.87E-10;1.00E+00;-4.51E-13
7.45E+04;1.00E+00;1.86E-10;1.00E+00;-4.49E-13
7.50E+04;1.00E+00;1.83E-10;1.00E+00;-6.01E-13
7.55E+04;1.00E+00;1.84E-10;1.00E+00;-5.15E-13
7.60E+04;1.00E+00;1.85E-10;1.00E+00;-3.28E-13
7.65E+04;1.00E+00;1.82E-10;1.00E+00;-5.45E-13
7.70E+04;1.00E+00;1.83E-10;1.00E+00;-6.76E-13
7.75E+04;1.00E+00;1.82E-10;1.00E+00;-5.02E-13
7.80E+04;1.00E+00;1.81E-10;1.00E+00;-6.37E-13
7.85E+04;1.00E+00;1.79E-10;1.00E+00;-7.34E-13
7.90E+04;1.00E+00;1.81E-10;1.00E+00;-5.64E-13
7.95E+04;1.00E+00;1.79E-10;1.00E+00;-7.68E-13
8.00E+04;1.00E+00;1.76E-10;1.00E+00;-6.93E-13
8.05E+04;1.00E+00;1.77E-10;1.00E+00;-7.52E-13
8.10E+04;1.00E+00;1.77E-10;1.00E+00;-7.44E-13
8.15E+04;1.00E+00;1.76E-10;1.00E+00;-5.16E-13
8.20E+04;1.00E+00;1.76E-10;1.00E+00;-6.68E-13
8.25E+04;1.00E+00;1.74E-10;1.00E+00;-7.01E-13
8.30E+04;1.00E+00;1.72E-10;1.00E+00;-6.72E-13
8.35E+04;1.00E+00;1.75E-10;1.00E+00;-5.72E-13
8.40E+04;1.00E+00;1.75E-10;1.00E+00;-8.11E-13
8.45E+04;1.00E+00;1.72E-10;1.00E+00;-8.26E-13
8.50E+04;1.00E+00;1.71E-10;1.00E+00;-9.32E-13
8.55E+04;1.00E+00;1.71E-10;1.00E+00;-1.04E-12
8.60E+04;1.00E+00;1.71E-10;1.00E+00;-8.81E-13
8.65E+04;1.00E+00;1.70E-10;1.00E+00;-7.94E-13
8.70E+04;1.00E+00;1.69E-10;1.00E+00;-9.38E-13
8.75E+04;1.00E+00;1.70E-10;1.00E+00;-9.92E-13
8.80E+04;1.00E+00;1.68E-10;1.00E+00;-1.01E-12
8.85E+04;1.00E+00;1.69E-10;1.00E+00;-1.09E-12
8.90E+04;1.00E+00;1.68E-10;1.00E+00;-9.49E-13
8.95E+04;1.00E+00;1.65E-10;1.00E+00;-1.03E-12
9.00E+04;1.00E+00;1.67E-10;1.00E+00;-1.10E-12
9.05E+04;1.00E+00;1.66E-10;1.00E+00;-1.14E-12
9.10E+04;1.00E+00;1.68E-10;1.00E+00;-1.13E-12
9.15E+04;1.00E+00;1.66E-10;1.00E+00;-1.08E-12
9.20E+04;1.00E+00;1.64E-10;1.00E+00;-1.13E-12
9.25E+04;1.00E+00;1.65E-10;1.00E+00;-1.06E-12
9.30E+04;1.00E+00;1.64E-10;1.00E+00;-1.19E-12
9.35E+04;1.00E+00;1.62E-10;1.00E+00;-1.06E-12
9.40E+04;1.00E+00;1.62E-10;1.00E+00;-1.27E-12
9.45E+04;1.00E+00;1.61E-10;1.00E+00;-1.21E-12
9.50E+04;1.00E+00;1.60E-10;1.00E+00;-1.23E-12
9.55E+04;1.00E+00;1.61E-10;1.00E+00;-1.36E-12
9.60E+04;1.00E+00;1.60E-10;1.00E+00;-1.33E-12
9.65E+04;1.00E+00;1.59E-10;1.00E+00;-1.29E-12
9.70E+04;1.00E+00;1.59E-10;1.00E+00;-1.28E-12
9.75E+04;1.00E+00;1.59E-10;1.00E+00;-1.42E-12
9.80E+04;1.00E+00;1.56E-10;1.00E+00;-1.29E-12
9.85E+04;1.00E+00;1.58E-10;1.00E+00;-1.19E-12
9.90E+04;1.00E+00;1.56E-10;1.00E+00;-1.27E-12
9.95E+04;1.00E+00;1.59E-10;1.00E+00;-1.29E-12
1.00E+05;1.00E+00;1.57E-10;1.00E+00;-1.40E-12
1.00E+05;1.00E+00;1.57E-10;1.00E+00;-1.46E-12
1.01E+05;1.00E+00;1.53E-10;1.00E+00;-1.44E-12
1.01E+05;1.00E+00;1.53E-10;1.00E+00;-1.37E-12
1.02E+05;1.00E+00;1.53E-10;1.00E+00;-1.25E-12
1.02E+05;1.00E+00;1.53E-10;1.00E+00;-1.21E-12
1.03E+05;1.00E+00;1.51E-10;1.00E+00;-1.29E-12
1.03E+05;1.00E+00;1.50E-10;1.00E+00;-1.27E-12
1.04E+05;1.00E+00;1.50E-10;1.00E+00;-1.27E-12
1.04E+05;1.00E+00;1.48E-10;1.00E+00;-1.27E-12
1.05E+05;1.00E+00;1.47E-10;1.00E+00;-1.28E-12
1.05E+05;1.00E+00;1.49E-10;1.00E+00;-1.47E-12
1.06E+05;1.00E+00;1.47E-10;1.00E+00;-1.36E-12
1.06E+05;1.00E+00;1.48E-10;1.00E+00;-1.35E-12
1.07E+05;1.00E+00;1.47E-10;1.00E+00;-1.43E-12
1.07E+05;1.00E+00;1.46E-10;1.00E+00;-1.51E-12
1.08E+05;1.00E+00;1.45E-10;1.00E+00;-1.38E-12
1.08E+05;1.00E+00;1.44E-10;1.00E+00;-1.51E-12
1.09E+05;1.00E+00;1.43E-10;1.00E+00;-1.41E-12
1.09E+05;1.00E+00;1.43E-10;1.00E+00;-1.42E-12
1.10E+05;1.00E+00;1.41E-10;1.00E+00;-1.41E-12
1.10E+05;1.00E+00;1.41E-10;1.00E+00;-1.26E-12
1.11E+05;1.00E+00;1.42E-10;1.00E+00;-1.44E-12
1.11E+05;1.00E+00;1.42E-10;1.00E+00;-1.33E-12
1.12E+05;1.00E+00;1.40E-10;1.00E+00;-1.29E-12
1.12E+05;1.00E+00;1.40E-10;1.00E+00;-1.24E-12
1.13E+05;1.00E+00;1.38E-10;1.00E+00;-1.15E-12
1.13E+05;1.00E+00;1.39E-10;1.00E+00;-1.15E-12
1.14E+05;1.00E+00;1.40E-10;1.00E+00;-1.25E-12
1.14E+05;1.00E+00;1.39E-10;1.00E+00;-1.26E-12
1.15E+05;1.00E+00;1.38E-10;1.00E+00;-1.28E-12
1.15E+05;1.00E+00;1.39E-10;1.00E+00;-1.51E-12
1.16E+05;1.00E+00;1.40E-10;1.00E+00;-1.46E-12
1.16E+05;1.00E+00;1.37E-10;1.00E+00;-1.45E-12
1.17E+05;1.00E+00;1.36E-10;1.00E+00;-1.45E-12
1.17E+05;1.00E+00;1.36E-10;1.00E+00;-1.38E-12
1.18E+05;1.00E+00;1.34E-10;1.00E+00;-1.55E-12
1.18E+05;1.00E+00;1.32E-10;1.00E+00;-1.52E-12
1.19E+05;1.00E+00;1.33E-10;1.00E+00;-1.55E-12
1.19E+05;1.00E+00;1.35E-10;1.00E+00;-1.50E-12
1.20E+05;1.00E+00;1.35E-10;1.00E+00;-1.55E-12
1.20E+05;1.00E+00;1.35E-10;1.00E+00;-1.67E-12
1.21E+05;1.00E+00;1.34E-10;1.00E+00;-1.53E-12
1.21E+05;1.00E+00;1.33E-10;1.00E+00;-1.46E-12
1.22E+05;1.00E+00;1.32E-10;1.00E+00;-1.47E-12
1.22E+05;1.00E+00;1.31E-10;1.00E+00;-1.38E-12
1.23E+05;1.00E+00;1.31E-10;1.00E+00;-1.58E-12
1.23E+05;1.00E+00;1.31E-10;1.00E+00;-1.50E-12
1.24E+05;1.00E+00;1.32E-10;1.00E+00;-1.52E-12
1.24E+05;1.00E+00;1.31E-10;1.00E+00;-1.47E-12
1.25E+05;1.00E+00;1.31E-10;1.00E+00;-1.45E-12
1.25E+05;1.00E+00;1.30E-10;1.00E+00;-1.53E-12
1.26E+05;1.00E+00;1.30E-10;1.00E+00;-1.50E-12
1.26E+05;1.00E+00;1.30E-10;1.00E+00;-1.48E-12
1.27E+05;1.00E+00;1.31E-10;1.00E+00;-1.47E-12
1.27E+05;1.00E+00;1.31E-10;1.00E+00;-1.51E-12
1.28E+05;1.00E+00;1.29E-10;1.00E+00;-1.59E-12
1.28E+05;1.00E+00;1.30E-10;1.00E+00;-1.58E-12
1.29E+05;1.00E+00;1.28E-10;1.00E+00;-1.69E-12
1.29E+05;1.00E+00;1.29E-10;1.00E+00;-1.73E-12
1.30E+05;1.00E+00;1.28E-10;1.00E+00;-1.61E-12
1.30E+05;1.00E+00;1.29E-10;1.00E+00;-1.51E-12
1.31E+05;1.00E+00;1.28E-10;1.00E+00;-1.51E-12
1.31E+05;1.00E+00;1.28E-10;1.00E+00;-1.57E-12
1.32E+05;1.00E+00;1.27E-10;1.00E+00;-1.61E-12
1.32E+05;1.00E+00;1.25E-10;1.00E+00;-1.66E-12
1.33E+05;1.00E+00;1.26E-10;1.00E+00;-1.70E-12
1.33E+05;1.00E+00;1.26E-10;1.00E+00;-1.67E-12
1.34E+05;1.00E+00;1.26E-10;1.00E+00;-1.62E-12
1.34E+05;1.00E+00;1.26E-10;1.00E+00;-1.62E-12
1.35E+05;1.00E+00;1.26E-10;1.00E+00;-1.70E-12
1.35E+05;1.00E+00;1.25E-10;1.00E+00;-1.72E-12
1.36E+05;1.00E+00;1.25E-10;1.00E+00;-1.92E-12
1.36E+05;1.00E+00;1.24E-10;1.00E+00;-1.74E-12
1.37E+05;1.00E+00;1.23E-10;1.00E+00;-1.74E-12
1.37E+05;1.00E+00;1.24E-10;1.00E+00;-1.70E-12
1.38E+05;1.00E+00;1.23E-10;1.00E+00;-1.76E-12
1.38E+05;1.00E+00;1.22E-10;1.00E+00;-1.86E-12
1.39E+05;1.00E+00;1.22E-10;1.00E+00;-1.87E-12
1.39E+05;1.00E+00;1.22E-10;1.00E+00;-1.88E-12
1.40E+05;1.00E+00;1.22E-10;1.00E+00;-1.80E-12
1.40E+05;1.00E+00;1.21E-10;1.00E+00;-1.76E-12
1.41E+05;1.00E+00;1.21E-10;1.00E+00;-1.63E-12
1.41E+05;1.00E+00;1.22E-10;1.00E+00;-1.68E-12
1.42E+05;1.00E+00;1.23E-10;1.00E+00;-1.64E-12
1.42E+05;1.00E+00;1.21E-10;1.00E+00;-1.63E-12
1.43E+05;1.00E+00;1.20E-10;1.00E+00;-1.73E-12
1.43E+05;1.00E+00;1.21E-10;1.00E+00;-1.80E-12
1.44E+05;1.00E+00;1.20E-10;1.00E+00;-1.88E-12
1.44E+05;1.00E+00;1.20E-10;1.00E+00;-1.88E-12
1.45E+05;1.00E+00;1.19E-10;1.00E+00;-1.85E-12
1.45E+05;1.00E+00;1.20E-10;1.00E+00;-1.86E-12
1.46E+05;1.00E+00;1.18E-10;1.00E+00;-1.78E-12
1.46E+05;1.00E+00;1.18E-10;1.00E+00;-1.77E-12
1.47E+05;1.00E+00;1.19E-10;1.00E+00;-1.78E-12
1.47E+05;1.00E+00;1.18E-10;1.00E+00;-1.81E-12
1.48E+05;1.00E+00;1.19E-10;1.00E+00;-1.87E-12
1.48E+05;1.00E+00;1.18E-10;1.00E+00;-1.87E-12
1.49E+05;1.00E+00;1.18E-10;1.00E+00;-1.89E-12
1.49E+05;1.00E+00;1.18E-10;1.00E+00;-1.82E-12
1.50E+05;1.00E+00;1.19E-10;1.00E+00;-1.73E-12
1.50E+05;1.00E+00;1.19E-10;1.00E+00;-1.81E-12
1.51E+05;1.00E+00;1.19E-10;1.00E+00;-1.90E-12
1.51E+05;1.00E+00;1.17E-10;1.00E+00;-1.95E-12
1.52E+05;1.00E+00;1.17E-10;1.00E+00;-2.02E-12
1.52E+05;1.00E+00;1.15E-10;1.00E+00;-1.89E-12
1.53E+05;1.00E+00;1.17E-10;1.00E+00;-1.91E-12
1.53E+05;1.00E+00;1.18E-10;1.00E+00;-1.92E-12
1.54E+05;1.00E+00;1.17E-10;1.00E+00;-1.71E-12
1.54E+05;1.00E+00;1.17E-10;1.00E+00;-1.71E-12
1.55E+05;1.00E+00;1.17E-10;1.00E+00;-1.87E-12
1.55E+05;1.00E+00;1.17E-10;1.00E+00;-1.89E-12
1.56E+05;1.00E+00;1.15E-10;1.00E+00;-1.93E-12
1.56E+05;1.00E+00;1.15E-10;1.00E+00;-1.88E-12
1.57E+05;1.00E+00;1.16E-10;1.00E+00;-1.90E-12
1.57E+05;1.00E+00;1.16E-10;1.00E+00;-1.88E-12
1.58E+05;1.00E+00;1.15E-10;1.00E+00;-1.78E-12
1.58E+05;1.00E+00;1.15E-10;1.00E+00;-1.71E-12
1.59E+05;1.00E+00;1.13E-10;1.00E+00;-1.78E-12
1.59E+05;1.00E+00;1.11E-10;1.00E+00;-1.96E-12
1.60E+05;1.00E+00;1.11E-10;1.00E+00;-1.91E-12
1.60E+05;1.00E+00;1.10E-10;1.00E+00;-1.93E-12
1.61E+05;1.00E+00;1.11E-10;1.00E+00;-1.95E-12
1.61E+05;1.00E+00;1.12E-10;1.00E+00;-1.91E-12
1.62E+05;1.00E+00;1.11E-10;1.00E+00;-1.84E-12
1.62E+05;1.00E+00;1.11E-10;1.00E+00;-1.88E-12
1.63E+05;1.00E+00;1.11E-10;1.00E+00;-1.85E-12
1.63E+05;1.00E+00;1.11E-10;1.00E+00;-1.91E-12
1.64E+05;1.00E+00;1.10E-10;1.00E+00;-1.86E-12
1.64E+05;1.00E+00;1.10E-10;1.00E+00;-1.98E-12
1.65E+05;1.00E+00;1.10E-10;1.00E+00;-2.16E-12
1.65E+05;1.00E+00;1.09E-10;1.00E+00;-2.01E-12
1.66E+05;1.00E+00;1.10E-10;1.00E+00;-2.07E-12
1.66E+05;1.00E+00;1.09E-10;1.00E+00;-2.09E-12
1.67E+05;1.00E+00;1.10E-10;1.00E+00;-2.11E-12
1.67E+05;1.00E+00;1.08E-10;1.00E+00;-2.11E-12
1.68E+05;1.00E+00;1.06E-10;1.00E+00;-2.08E-12
1.68E+05;1.00E+00;1.07E-10;1.00E+00;-1.93E-12
1.69E+05;1.00E+00;1.06E-10;1.00E+00;-1.94E-12
1.69E+05;1.00E+00;1.06E-10;1.00E+00;-2.09E-12
1.70E+05;1.00E+00;1.07E-10;1.00E+00;-2.12E-12
1.70E+05;1.00E+00;1.08E-10;1.00E+00;-2.22E-12
1.71E+05;1.00E+00;1.07E-10;1.00E+00;-2.10E-12
1.71E+05;1.00E+00;1.07E-10;1.00E+00;-2.07E-12
1.72E+05;1.00E+00;1.06E-10;1.00E+00;-2.01E-12
1.72E+05;1.00E+00;1.06E-10;1.00E+00;-1.84E-12
1.73E+05;1.00E+00;1.05E-10;1.00E+00;-2.06E-12
1.73E+05;1.00E+00;1.04E-10;1.00E+00;-2.01E-12
1.74E+05;1.00E+00;1.04E-10;1.00E+00;-1.87E-12
1.74E+05;1.00E+00;1.05E-10;1.00E+00;-1.95E-12
1.75E+05;1.00E+00;1.04E-10;1.00E+00;-1.99E-12
1.75E+05;1.00E+00;1.04E-10;1.00E+00;-1.86E-12
1.76E+05;1.00E+00;1.04E-10;1.00E+00;-2.01E-12
1.76E+05;1.00E+00;1.04E-10;1.00E+00;-1.85E-12
1.77E+05;1.00E+00;1.03E-10;1.00E+00;-1.99E-12
1.77E+05;1.00E+00;1.03E-10;1.00E+00;-1.98E-12
1.78E+05;1.00E+00;1.03E-10;1.00E+00;-1.94E-12
1.78E+05;1.00E+00;1.03E-10;1.00E+00;-2.09E-12
1.79E+05;1.00E+00;1.03E-10;1.00E+00;-1.96E-12
1.79E+05;1.00E+00;1.02E-10;1.00E+00;-1.95E-12
1.80E+05;1.00E+00;1.01E-10;1.00E+00;-2.00E-12
1.80E+05;1.00E+00;1.03E-10;1.00E+00;-1.94E-12
1.81E+05;1.00E+00;1.02E-10;1.00E+00;-1.87E-12
1.81E+05;1.00E+00;1.02E-10;1.00E+00;-1.87E-12
1.82E+05;1.00E+00;1.02E-10;1.00E+00;-1.89E-12
1.82E+05;1.00E+00;1.03E-10;1.00E+00;-1.98E-12
1.83E+05;1.00E+00;1.02E-10;1.00E+00;-1.91E-12
1.83E+05;1.00E+00;1.02E-10;1.00E+00;-1.87E-12
1.84E+05;1.00E+00;1.01E-10;1.00E+00;-1.88E-12
1.84E+05;1.00E+00;1.00E-10;1.00E+00;-1.85E-12
1.85E+05;1.00E+00;9.97E-11;1.00E+00;-1.74E-12
1.85E+05;1.00E+00;9.94E-11;1.00E+00;-1.85E-12
1.86E+05;1.00E+00;9.94E-11;1.00E+00;-1.80E-12
1.86E+05;1.00E+00;9.87E-11;1.00E+00;-1.88E-12
1.87E+05;1.00E+00;9.94E-11;1.00E+00;-1.85E-12
1.87E+05;1.00E+00;9.79E-11;1.00E+00;-1.83E-12
1.88E+05;1.00E+00;9.85E-11;1.00E+00;-1.82E-12
1.88E+05;1.00E+00;9.99E-11;1.00E+00;-1.91E-12
1.89E+05;1.00E+00;1.00E-10;1.00E+00;-1.99E-12
1.89E+05;1.00E+00;9.95E-11;1.00E+00;-1.90E-12
1.90E+05;1.00E+00;9.92E-11;1.00E+00;-1.88E-12
1.90E+05;1.00E+00;9.90E-11;1.00E+00;-1.98E-12
1.91E+05;1.00E+00;9.77E-11;1.00E+00;-1.85E-12
1.91E+05;1.00E+00;9.76E-11;1.00E+00;-1.95E-12
1.92E+05;1.00E+00;9.72E-11;1.00E+00;-1.92E-12
