File Name: 12_Sample12_device3_It_150kV_VDrain1V_VGate1V.dat;;;;
File Data: 15/12/2023;11:36:45;;;
1.92E+05;1.00E+00;9.78E-11;1.00E+00;-1.93E-12
1.93E+05;1.00E+00;9.76E-11;1.00E+00;-2.03E-12
1.93E+05;1.00E+00;9.68E-11;1.00E+00;-1.96E-12
1.94E+05;1.00E+00;9.65E-11;1.00E+00;-1.99E-12
1.94E+05;1.00E+00;9.71E-11;1.00E+00;-1.86E-12
1.95E+05;1.00E+00;9.68E-11;1.00E+00;-1.85E-12
1.95E+05;1.00E+00;9.75E-11;1.00E+00;-1.83E-12
1.96E+05;1.00E+00;9.54E-11;1.00E+00;-1.91E-12
1.96E+05;1.00E+00;9.51E-11;1.00E+00;-1.95E-12
1.97E+05;1.00E+00;9.41E-11;1.00E+00;-1.97E-12
1.97E+05;1.00E+00;9.49E-11;1.00E+00;-2.05E-12
1.98E+05;1.00E+00;9.40E-11;1.00E+00;-2.09E-12
1.98E+05;1.00E+00;9.34E-11;1.00E+00;-1.99E-12
1.99E+05;1.00E+00;9.44E-11;1.00E+00;-2.09E-12
1.99E+05;1.00E+00;9.48E-11;1.00E+00;-2.03E-12
2.00E+05;1.00E+00;9.50E-11;1.00E+00;-2.08E-12
2.00E+05;1.00E+00;9.51E-11;1.00E+00;-2.05E-12
2.01E+05;1.00E+00;9.43E-11;1.00E+00;-2.09E-12
2.01E+05;1.00E+00;9.39E-11;1.00E+00;-2.09E-12
2.02E+05;1.00E+00;9.39E-11;1.00E+00;-1.98E-12
2.02E+05;1.00E+00;9.45E-11;1.00E+00;-2.07E-12
2.03E+05;1.00E+00;9.38E-11;1.00E+00;-1.99E-12
2.03E+05;1.00E+00;9.42E-11;1.00E+00;-2.00E-12
2.04E+05;1.00E+00;9.31E-11;1.00E+00;-1.99E-12
2.04E+05;1.00E+00;9.30E-11;1.00E+00;-1.88E-12
2.05E+05;1.00E+00;9.26E-11;1.00E+00;-1.88E-12
2.05E+05;1.00E+00;9.26E-11;1.00E+00;-1.89E-12
2.06E+05;1.00E+00;9.25E-11;1.00E+00;-1.94E-12
2.06E+05;1.00E+00;9.26E-11;1.00E+00;-1.91E-12
2.07E+05;1.00E+00;9.30E-11;1.00E+00;-1.94E-12
2.07E+05;1.00E+00;9.31E-11;1.00E+00;-1.85E-12
2.08E+05;1.00E+00;9.32E-11;1.00E+00;-1.88E-12
2.08E+05;1.00E+00;9.25E-11;1.00E+00;-1.79E-12
2.09E+05;1.00E+00;9.31E-11;1.00E+00;-1.90E-12
2.09E+05;1.00E+00;9.29E-11;1.00E+00;-1.80E-12
2.10E+05;1.00E+00;9.37E-11;1.00E+00;-1.79E-12
2.10E+05;1.00E+00;9.34E-11;1.00E+00;-1.81E-12
2.11E+05;1.00E+00;9.30E-11;1.00E+00;-1.92E-12
2.11E+05;1.00E+00;9.36E-11;1.00E+00;-2.01E-12
2.12E+05;1.00E+00;9.20E-11;1.00E+00;-1.96E-12
2.12E+05;1.00E+00;9.25E-11;1.00E+00;-1.97E-12
2.13E+05;1.00E+00;9.34E-11;1.00E+00;-2.13E-12
2.13E+05;1.00E+00;9.26E-11;1.00E+00;-2.02E-12
2.14E+05;1.00E+00;9.21E-11;1.00E+00;-1.93E-12
2.14E+05;1.00E+00;9.23E-11;1.00E+00;-1.96E-12
2.15E+05;1.00E+00;9.19E-11;1.00E+00;-1.89E-12
2.15E+05;1.00E+00;9.15E-11;1.00E+00;-2.10E-12
2.16E+05;1.00E+00;9.05E-11;1.00E+00;-2.15E-12
2.16E+05;1.00E+00;9.05E-11;1.00E+00;-2.11E-12
2.17E+05;1.00E+00;9.06E-11;1.00E+00;-2.02E-12
2.17E+05;1.00E+00;9.05E-11;1.00E+00;-1.95E-12
2.18E+05;1.00E+00;9.08E-11;1.00E+00;-2.06E-12
2.18E+05;1.00E+00;8.95E-11;1.00E+00;-2.01E-12
2.19E+05;1.00E+00;8.92E-11;1.00E+00;-2.09E-12
2.19E+05;1.00E+00;8.79E-11;1.00E+00;-1.91E-12
2.20E+05;1.00E+00;8.74E-11;1.00E+00;-1.94E-12
2.20E+05;1.00E+00;8.82E-11;1.00E+00;-2.08E-12
2.21E+05;1.00E+00;8.81E-11;1.00E+00;-2.08E-12
2.21E+05;1.00E+00;8.85E-11;1.00E+00;-2.04E-12
2.22E+05;1.00E+00;8.89E-11;1.00E+00;-2.10E-12
2.22E+05;1.00E+00;8.90E-11;1.00E+00;-2.02E-12
2.23E+05;1.00E+00;8.90E-11;1.00E+00;-2.19E-12
2.23E+05;1.00E+00;8.89E-11;1.00E+00;-2.02E-12
2.24E+05;1.00E+00;8.90E-11;1.00E+00;-2.05E-12
2.24E+05;1.00E+00;8.92E-11;1.00E+00;-1.95E-12
2.25E+05;1.00E+00;8.82E-11;1.00E+00;-1.97E-12
2.25E+05;1.00E+00;8.79E-11;1.00E+00;-2.10E-12
2.26E+05;1.00E+00;8.73E-11;1.00E+00;-2.04E-12
2.26E+05;1.00E+00;8.67E-11;1.00E+00;-1.96E-12
2.27E+05;1.00E+00;8.65E-11;1.00E+00;-1.91E-12
2.27E+05;1.00E+00;8.73E-11;1.00E+00;-1.88E-12
2.28E+05;1.00E+00;8.65E-11;1.00E+00;-1.95E-12
2.28E+05;1.00E+00;8.61E-11;1.00E+00;-1.95E-12
2.29E+05;1.00E+00;8.60E-11;1.00E+00;-1.90E-12
2.29E+05;1.00E+00;8.51E-11;1.00E+00;-1.93E-12
2.30E+05;1.00E+00;8.59E-11;1.00E+00;-2.02E-12
2.30E+05;1.00E+00;8.54E-11;1.00E+00;-1.91E-12
2.31E+05;1.00E+00;8.52E-11;1.00E+00;-1.98E-12
2.31E+05;1.00E+00;8.51E-11;1.00E+00;-1.92E-12
2.32E+05;1.00E+00;8.50E-11;1.00E+00;-1.95E-12
2.32E+05;1.00E+00;8.56E-11;1.00E+00;-1.99E-12
2.33E+05;1.00E+00;8.53E-11;1.00E+00;-1.86E-12
2.33E+05;1.00E+00;8.35E-11;1.00E+00;-2.02E-12
2.34E+05;1.00E+00;8.36E-11;1.00E+00;-2.08E-12
2.34E+05;1.00E+00;8.32E-11;1.00E+00;-2.00E-12
2.35E+05;1.00E+00;8.45E-11;1.00E+00;-2.00E-12
2.35E+05;1.00E+00;8.40E-11;1.00E+00;-1.95E-12
2.36E+05;1.00E+00;8.41E-11;1.00E+00;-1.98E-12
2.36E+05;1.00E+00;8.37E-11;1.00E+00;-1.98E-12
2.37E+05;1.00E+00;8.28E-11;1.00E+00;-2.09E-12
2.37E+05;1.00E+00;8.35E-11;1.00E+00;-2.09E-12
2.38E+05;1.00E+00;8.33E-11;1.00E+00;-2.14E-12
2.38E+05;1.00E+00;8.39E-11;1.00E+00;-2.12E-12
2.39E+05;1.00E+00;8.39E-11;1.00E+00;-2.15E-12
2.39E+05;1.00E+00;8.30E-11;1.00E+00;-2.13E-12
2.40E+05;1.00E+00;8.26E-11;1.00E+00;-2.24E-12
2.40E+05;1.00E+00;8.26E-11;1.00E+00;-2.14E-12
2.41E+05;1.00E+00;8.28E-11;1.00E+00;-2.12E-12
2.41E+05;1.00E+00;8.25E-11;1.00E+00;-2.24E-12
2.42E+05;1.00E+00;8.38E-11;1.00E+00;-2.30E-12
2.42E+05;1.00E+00;8.28E-11;1.00E+00;-2.29E-12
2.43E+05;1.00E+00;8.19E-11;1.00E+00;-2.41E-12
2.43E+05;1.00E+00;8.21E-11;1.00E+00;-2.21E-12
2.44E+05;1.00E+00;8.10E-11;1.00E+00;-2.24E-12
2.44E+05;1.00E+00;8.09E-11;1.00E+00;-2.19E-12
2.45E+05;1.00E+00;8.10E-11;1.00E+00;-2.30E-12
2.45E+05;1.00E+00;8.17E-11;1.00E+00;-2.36E-12
2.46E+05;1.00E+00;8.14E-11;1.00E+00;-2.24E-12
2.46E+05;1.00E+00;8.18E-11;1.00E+00;-2.27E-12
2.47E+05;1.00E+00;8.19E-11;1.00E+00;-2.29E-12
2.47E+05;1.00E+00;8.26E-11;1.00E+00;-2.15E-12
2.48E+05;1.00E+00;8.26E-11;1.00E+00;-2.19E-12
2.48E+05;1.00E+00;8.25E-11;1.00E+00;-2.14E-12
2.49E+05;1.00E+00;8.16E-11;1.00E+00;-2.10E-12
2.49E+05;1.00E+00;8.11E-11;1.00E+00;-2.24E-12
2.50E+05;1.00E+00;8.15E-11;1.00E+00;-2.22E-12
2.50E+05;1.00E+00;8.25E-11;1.00E+00;-2.22E-12
2.51E+05;1.00E+00;8.19E-11;1.00E+00;-2.28E-12
2.51E+05;1.00E+00;8.14E-11;1.00E+00;-2.30E-12
2.52E+05;1.00E+00;8.17E-11;1.00E+00;-2.26E-12
2.52E+05;1.00E+00;8.24E-11;1.00E+00;-2.25E-12
2.53E+05;1.00E+00;8.22E-11;1.00E+00;-2.32E-12
2.53E+05;1.00E+00;8.20E-11;1.00E+00;-2.34E-12
2.54E+05;1.00E+00;8.18E-11;1.00E+00;-2.20E-12
2.54E+05;1.00E+00;8.14E-11;1.00E+00;-2.17E-12
2.55E+05;1.00E+00;8.07E-11;1.00E+00;-2.11E-12
2.55E+05;1.00E+00;8.26E-11;1.00E+00;-2.18E-12
2.56E+05;1.00E+00;8.07E-11;1.00E+00;-2.20E-12
2.56E+05;1.00E+00;7.99E-11;1.00E+00;-2.16E-12
2.57E+05;1.00E+00;8.03E-11;1.00E+00;-2.32E-12
2.57E+05;1.00E+00;8.03E-11;1.00E+00;-2.31E-12
2.58E+05;1.00E+00;8.07E-11;1.00E+00;-2.27E-12
2.58E+05;1.00E+00;8.03E-11;1.00E+00;-2.18E-12
2.59E+05;1.00E+00;8.03E-11;1.00E+00;-2.11E-12
2.59E+05;1.00E+00;8.01E-11;1.00E+00;-2.17E-12
2.60E+05;1.00E+00;8.08E-11;1.00E+00;-2.10E-12
2.60E+05;1.00E+00;8.04E-11;1.00E+00;-2.28E-12
2.61E+05;1.00E+00;8.03E-11;1.00E+00;-2.29E-12
2.61E+05;1.00E+00;7.99E-11;1.00E+00;-2.26E-12
2.62E+05;1.00E+00;8.09E-11;1.00E+00;-2.29E-12
2.62E+05;1.00E+00;7.93E-11;1.00E+00;-2.29E-12
2.63E+05;1.00E+00;8.02E-11;1.00E+00;-2.15E-12
2.63E+05;1.00E+00;7.99E-11;1.00E+00;-2.10E-12
2.64E+05;1.00E+00;7.99E-11;1.00E+00;-2.15E-12
2.64E+05;1.00E+00;7.97E-11;1.00E+00;-2.04E-12
2.65E+05;1.00E+00;7.90E-11;1.00E+00;-2.05E-12
2.65E+05;1.00E+00;7.95E-11;1.00E+00;-2.06E-12
2.66E+05;1.00E+00;7.90E-11;1.00E+00;-2.12E-12
2.66E+05;1.00E+00;7.81E-11;1.00E+00;-2.05E-12
2.67E+05;1.00E+00;7.81E-11;1.00E+00;-2.04E-12
2.67E+05;1.00E+00;7.83E-11;1.00E+00;-2.17E-12
2.68E+05;1.00E+00;7.74E-11;1.00E+00;-2.18E-12
2.68E+05;1.00E+00;7.80E-11;1.00E+00;-2.12E-12
2.69E+05;1.00E+00;7.82E-11;1.00E+00;-2.20E-12
2.69E+05;1.00E+00;7.79E-11;1.00E+00;-2.18E-12
2.70E+05;1.00E+00;7.75E-11;1.00E+00;-2.23E-12
2.70E+05;1.00E+00;7.75E-11;1.00E+00;-2.21E-12
2.71E+05;1.00E+00;7.77E-11;1.00E+00;-2.12E-12
2.71E+05;1.00E+00;7.64E-11;1.00E+00;-2.20E-12
2.72E+05;1.00E+00;7.60E-11;1.00E+00;-2.18E-12
2.72E+05;1.00E+00;7.80E-11;1.00E+00;-2.23E-12
2.73E+05;1.00E+00;7.87E-11;1.00E+00;-2.12E-12
2.73E+05;1.00E+00;7.77E-11;1.00E+00;-2.17E-12
2.74E+05;1.00E+00;7.75E-11;1.00E+00;-2.19E-12
2.74E+05;1.00E+00;7.73E-11;1.00E+00;-2.17E-12
2.75E+05;1.00E+00;7.70E-11;1.00E+00;-2.23E-12
2.75E+05;1.00E+00;7.69E-11;1.00E+00;-2.21E-12
2.76E+05;1.00E+00;7.70E-11;1.00E+00;-2.19E-12
2.76E+05;1.00E+00;7.73E-11;1.00E+00;-2.09E-12
2.77E+05;1.00E+00;7.70E-11;1.00E+00;-2.12E-12
2.77E+05;1.00E+00;7.66E-11;1.00E+00;-2.21E-12
2.78E+05;1.00E+00;7.66E-11;1.00E+00;-2.11E-12
2.78E+05;1.00E+00;7.71E-11;1.00E+00;-2.15E-12
2.79E+05;1.00E+00;7.71E-11;1.00E+00;-2.32E-12
2.79E+05;1.00E+00;7.72E-11;1.00E+00;-2.12E-12
2.80E+05;1.00E+00;7.67E-11;1.00E+00;-2.13E-12
2.80E+05;1.00E+00;7.80E-11;1.00E+00;-2.15E-12
2.81E+05;1.00E+00;7.73E-11;1.00E+00;-2.20E-12
2.81E+05;1.00E+00;7.64E-11;1.00E+00;-2.18E-12
2.82E+05;1.00E+00;7.64E-11;1.00E+00;-2.10E-12
2.82E+05;1.00E+00;7.65E-11;1.00E+00;-2.09E-12
2.83E+05;1.00E+00;7.58E-11;1.00E+00;-2.09E-12
2.83E+05;1.00E+00;7.70E-11;1.00E+00;-2.13E-12
2.84E+05;1.00E+00;7.61E-11;1.00E+00;-2.14E-12
2.84E+05;1.00E+00;7.62E-11;1.00E+00;-2.38E-12
2.85E+05;1.00E+00;7.58E-11;1.00E+00;-2.30E-12
2.85E+05;1.00E+00;7.63E-11;1.00E+00;-2.24E-12
2.86E+05;1.00E+00;7.69E-11;1.00E+00;-2.29E-12
2.86E+05;1.00E+00;7.69E-11;1.00E+00;-2.30E-12
2.87E+05;1.00E+00;7.67E-11;1.00E+00;-2.29E-12
2.87E+05;1.00E+00;7.62E-11;1.00E+00;-2.35E-12
2.88E+05;1.00E+00;7.54E-11;1.00E+00;-2.27E-12
2.88E+05;1.00E+00;7.47E-11;1.00E+00;-2.39E-12
2.89E+05;1.00E+00;7.56E-11;1.00E+00;-2.39E-12
2.89E+05;1.00E+00;7.60E-11;1.00E+00;-2.37E-12
2.90E+05;1.00E+00;7.58E-11;1.00E+00;-2.23E-12
2.90E+05;1.00E+00;7.56E-11;1.00E+00;-2.16E-12
2.91E+05;1.00E+00;7.46E-11;1.00E+00;-2.15E-12
2.91E+05;1.00E+00;7.42E-11;1.00E+00;-2.12E-12
2.92E+05;1.00E+00;7.39E-11;1.00E+00;-2.19E-12
2.92E+05;1.00E+00;7.44E-11;1.00E+00;-2.09E-12
2.93E+05;1.00E+00;7.46E-11;1.00E+00;-2.06E-12
2.93E+05;1.00E+00;7.45E-11;1.00E+00;-2.09E-12
2.94E+05;1.00E+00;7.49E-11;1.00E+00;-2.23E-12
2.94E+05;1.00E+00;7.36E-11;1.00E+00;-2.20E-12
2.95E+05;1.00E+00;7.28E-11;1.00E+00;-2.19E-12
2.95E+05;1.00E+00;7.35E-11;1.00E+00;-2.10E-12
2.96E+05;1.00E+00;7.22E-11;1.00E+00;-2.09E-12
2.96E+05;1.00E+00;7.21E-11;1.00E+00;-2.19E-12
2.97E+05;1.00E+00;7.29E-11;1.00E+00;-2.13E-12
2.97E+05;1.00E+00;7.33E-11;1.00E+00;-2.17E-12
2.98E+05;1.00E+00;7.30E-11;1.00E+00;-2.26E-12
2.98E+05;1.00E+00;7.30E-11;1.00E+00;-2.17E-12
2.99E+05;1.00E+00;7.24E-11;1.00E+00;-2.17E-12
2.99E+05;1.00E+00;7.23E-11;1.00E+00;-2.26E-12
3.00E+05;1.00E+00;7.27E-11;1.00E+00;-2.19E-12
3.00E+05;1.00E+00;7.28E-11;1.00E+00;-2.15E-12
3.01E+05;1.00E+00;7.26E-11;1.00E+00;-2.20E-12
3.01E+05;1.00E+00;7.15E-11;1.00E+00;-2.33E-12
3.02E+05;1.00E+00;7.25E-11;1.00E+00;-2.27E-12
3.02E+05;1.00E+00;7.27E-11;1.00E+00;-2.22E-12
3.03E+05;1.00E+00;7.30E-11;1.00E+00;-2.17E-12
3.03E+05;1.00E+00;7.28E-11;1.00E+00;-2.25E-12
3.04E+05;1.00E+00;7.27E-11;1.00E+00;-2.27E-12
3.04E+05;1.00E+00;7.33E-11;1.00E+00;-2.28E-12
3.05E+05;1.00E+00;7.36E-11;1.00E+00;-2.27E-12
3.05E+05;1.00E+00;7.29E-11;1.00E+00;-2.27E-12
3.06E+05;1.00E+00;7.28E-11;1.00E+00;-2.35E-12
3.06E+05;1.00E+00;7.26E-11;1.00E+00;-2.29E-12
3.07E+05;1.00E+00;7.23E-11;1.00E+00;-2.26E-12
3.07E+05;1.00E+00;7.27E-11;1.00E+00;-2.34E-12
3.08E+05;1.00E+00;7.21E-11;1.00E+00;-2.27E-12
3.08E+05;1.00E+00;7.16E-11;1.00E+00;-2.21E-12
3.09E+05;1.00E+00;7.21E-11;1.00E+00;-2.29E-12
3.09E+05;1.00E+00;2.90E-10;1.00E+00;-1.13E-10
3.10E+05;1.00E+00;2.96E-10;1.00E+00;-1.86E-10
3.10E+05;1.00E+00;2.97E-10;1.00E+00;-1.95E-10
3.11E+05;1.00E+00;2.98E-10;1.00E+00;-2.01E-10
3.11E+05;1.00E+00;2.98E-10;1.00E+00;-2.05E-10
3.12E+05;1.00E+00;2.98E-10;1.00E+00;-2.08E-10
3.12E+05;1.00E+00;2.97E-10;1.00E+00;-2.09E-10
3.13E+05;1.00E+00;2.97E-10;1.00E+00;-2.11E-10
3.13E+05;1.00E+00;2.95E-10;1.00E+00;-2.12E-10
3.14E+05;1.00E+00;2.94E-10;1.00E+00;-2.13E-10
3.14E+05;1.00E+00;2.94E-10;1.00E+00;-2.13E-10
3.15E+05;1.00E+00;2.94E-10;1.00E+00;-2.14E-10
3.15E+05;1.00E+00;2.94E-10;1.00E+00;-2.14E-10
3.16E+05;1.00E+00;2.94E-10;1.00E+00;-2.14E-10
3.16E+05;1.00E+00;2.94E-10;1.00E+00;-2.14E-10
3.17E+05;1.00E+00;2.93E-10;1.00E+00;-2.15E-10
3.17E+05;1.00E+00;2.93E-10;1.00E+00;-2.14E-10
3.18E+05;1.00E+00;2.92E-10;1.00E+00;-2.14E-10
3.18E+05;1.00E+00;2.90E-10;1.00E+00;-2.14E-10
3.19E+05;1.00E+00;2.90E-10;1.00E+00;-2.14E-10
3.19E+05;1.00E+00;8.79E-11;1.00E+00;-1.45E-10
3.20E+05;1.00E+00;6.44E-11;1.00E+00;-1.10E-11
3.20E+05;1.00E+00;6.27E-11;1.00E+00;-3.40E-12
3.21E+05;1.00E+00;6.18E-11;1.00E+00;-2.84E-12
3.21E+05;1.00E+00;6.21E-11;1.00E+00;-2.75E-12
3.22E+05;1.00E+00;6.16E-11;1.00E+00;-2.68E-12
3.22E+05;1.00E+00;6.17E-11;1.00E+00;-2.69E-12
3.23E+05;1.00E+00;6.13E-11;1.00E+00;-2.64E-12
3.23E+05;1.00E+00;6.15E-11;1.00E+00;-2.63E-12
3.24E+05;1.00E+00;6.17E-11;1.00E+00;-2.74E-12
3.24E+05;1.00E+00;6.24E-11;1.00E+00;-2.65E-12
3.25E+05;1.00E+00;6.30E-11;1.00E+00;-2.70E-12
3.25E+05;1.00E+00;6.26E-11;1.00E+00;-2.54E-12
3.26E+05;1.00E+00;6.24E-11;1.00E+00;-2.57E-12
3.26E+05;1.00E+00;6.20E-11;1.00E+00;-2.62E-12
3.27E+05;1.00E+00;6.27E-11;1.00E+00;-2.75E-12
3.27E+05;1.00E+00;6.27E-11;1.00E+00;-2.78E-12
3.28E+05;1.00E+00;6.25E-11;1.00E+00;-2.73E-12
3.28E+05;1.00E+00;6.24E-11;1.00E+00;-2.69E-12
3.29E+05;1.00E+00;6.19E-11;1.00E+00;-2.66E-12
3.29E+05;1.00E+00;2.86E-10;1.00E+00;-1.16E-10
3.30E+05;1.00E+00;2.89E-10;1.00E+00;-2.10E-10
3.30E+05;1.00E+00;2.89E-10;1.00E+00;-2.13E-10
3.31E+05;1.00E+00;2.89E-10;1.00E+00;-2.13E-10
3.31E+05;1.00E+00;2.88E-10;1.00E+00;-2.13E-10
3.32E+05;1.00E+00;2.88E-10;1.00E+00;-2.12E-10
3.32E+05;1.00E+00;2.86E-10;1.00E+00;-2.12E-10
3.33E+05;1.00E+00;2.86E-10;1.00E+00;-2.12E-10
3.33E+05;1.00E+00;2.86E-10;1.00E+00;-2.12E-10
3.34E+05;1.00E+00;2.86E-10;1.00E+00;-2.11E-10
3.34E+05;1.00E+00;2.85E-10;1.00E+00;-2.11E-10
3.35E+05;1.00E+00;2.84E-10;1.00E+00;-2.10E-10
3.35E+05;1.00E+00;2.84E-10;1.00E+00;-2.10E-10
3.36E+05;1.00E+00;2.84E-10;1.00E+00;-2.10E-10
3.36E+05;1.00E+00;2.83E-10;1.00E+00;-2.10E-10
3.37E+05;1.00E+00;2.82E-10;1.00E+00;-2.10E-10
3.37E+05;1.00E+00;2.82E-10;1.00E+00;-2.09E-10
3.38E+05;1.00E+00;2.81E-10;1.00E+00;-2.09E-10
3.38E+05;1.00E+00;2.82E-10;1.00E+00;-2.08E-10
3.39E+05;1.00E+00;2.82E-10;1.00E+00;-2.08E-10
3.39E+05;1.00E+00;8.64E-11;1.00E+00;-1.60E-10
3.40E+05;1.00E+00;5.76E-11;1.00E+00;-1.23E-11
3.40E+05;1.00E+00;5.62E-11;1.00E+00;-3.78E-12
3.41E+05;1.00E+00;5.61E-11;1.00E+00;-2.94E-12
3.41E+05;1.00E+00;5.55E-11;1.00E+00;-2.72E-12
3.42E+05;1.00E+00;5.52E-11;1.00E+00;-2.63E-12
3.42E+05;1.00E+00;5.44E-11;1.00E+00;-2.65E-12
3.43E+05;1.00E+00;5.45E-11;1.00E+00;-2.72E-12
3.43E+05;1.00E+00;5.43E-11;1.00E+00;-2.53E-12
3.44E+05;1.00E+00;5.40E-11;1.00E+00;-2.81E-12
3.44E+05;1.00E+00;5.39E-11;1.00E+00;-2.76E-12
3.45E+05;1.00E+00;5.37E-11;1.00E+00;-2.78E-12
3.45E+05;1.00E+00;5.35E-11;1.00E+00;-2.73E-12
3.46E+05;1.00E+00;5.34E-11;1.00E+00;-2.71E-12
3.46E+05;1.00E+00;5.37E-11;1.00E+00;-2.81E-12
3.47E+05;1.00E+00;5.40E-11;1.00E+00;-2.75E-12
3.47E+05;1.00E+00;5.42E-11;1.00E+00;-2.77E-12
3.48E+05;1.00E+00;5.47E-11;1.00E+00;-2.69E-12
3.48E+05;1.00E+00;5.45E-11;1.00E+00;-2.63E-12
3.49E+05;1.00E+00;5.47E-11;1.00E+00;-2.81E-12
3.49E+05;1.00E+00;2.73E-10;1.00E+00;-8.86E-11
3.50E+05;1.00E+00;2.80E-10;1.00E+00;-2.03E-10
3.50E+05;1.00E+00;2.80E-10;1.00E+00;-2.07E-10
3.51E+05;1.00E+00;2.79E-10;1.00E+00;-2.07E-10
3.51E+05;1.00E+00;2.79E-10;1.00E+00;-2.07E-10
3.52E+05;1.00E+00;2.78E-10;1.00E+00;-2.06E-10
3.52E+05;1.00E+00;2.78E-10;1.00E+00;-2.06E-10
3.53E+05;1.00E+00;2.77E-10;1.00E+00;-2.06E-10
3.53E+05;1.00E+00;2.77E-10;1.00E+00;-2.05E-10
3.54E+05;1.00E+00;2.77E-10;1.00E+00;-2.05E-10
3.54E+05;1.00E+00;2.77E-10;1.00E+00;-2.05E-10
3.55E+05;1.00E+00;2.76E-10;1.00E+00;-2.04E-10
3.55E+05;1.00E+00;2.76E-10;1.00E+00;-2.04E-10
3.56E+05;1.00E+00;2.76E-10;1.00E+00;-2.03E-10
3.56E+05;1.00E+00;2.75E-10;1.00E+00;-2.03E-10
3.57E+05;1.00E+00;2.75E-10;1.00E+00;-2.02E-10
3.57E+05;1.00E+00;2.75E-10;1.00E+00;-2.02E-10
3.58E+05;1.00E+00;2.75E-10;1.00E+00;-2.02E-10
3.58E+05;1.00E+00;2.74E-10;1.00E+00;-2.01E-10
3.59E+05;1.00E+00;2.74E-10;1.00E+00;-2.01E-10
3.59E+05;1.00E+00;8.88E-11;1.00E+00;-1.71E-10
3.60E+05;1.00E+00;5.20E-11;1.00E+00;-1.41E-11
3.60E+05;1.00E+00;4.95E-11;1.00E+00;-4.08E-12
3.61E+05;1.00E+00;4.96E-11;1.00E+00;-3.22E-12
3.61E+05;1.00E+00;4.96E-11;1.00E+00;-3.07E-12
3.62E+05;1.00E+00;4.91E-11;1.00E+00;-3.12E-12
3.62E+05;1.00E+00;4.95E-11;1.00E+00;-3.07E-12
3.63E+05;1.00E+00;4.95E-11;1.00E+00;-3.00E-12
3.63E+05;1.00E+00;4.89E-11;1.00E+00;-2.91E-12
3.64E+05;1.00E+00;4.85E-11;1.00E+00;-2.76E-12
3.64E+05;1.00E+00;4.86E-11;1.00E+00;-2.74E-12
3.65E+05;1.00E+00;4.84E-11;1.00E+00;-2.75E-12
3.65E+05;1.00E+00;4.85E-11;1.00E+00;-2.66E-12
3.66E+05;1.00E+00;4.85E-11;1.00E+00;-2.53E-12
3.66E+05;1.00E+00;4.82E-11;1.00E+00;-2.56E-12
3.67E+05;1.00E+00;4.85E-11;1.00E+00;-2.76E-12
3.67E+05;1.00E+00;4.80E-11;1.00E+00;-2.68E-12
3.68E+05;1.00E+00;4.82E-11;1.00E+00;-2.65E-12
3.68E+05;1.00E+00;4.85E-11;1.00E+00;-2.75E-12
3.69E+05;1.00E+00;4.87E-11;1.00E+00;-2.75E-12
3.69E+05;1.00E+00;2.60E-10;1.00E+00;-6.65E-11
3.70E+05;1.00E+00;2.74E-10;1.00E+00;-1.95E-10
3.70E+05;1.00E+00;2.73E-10;1.00E+00;-2.00E-10
3.71E+05;1.00E+00;2.73E-10;1.00E+00;-2.00E-10
3.72E+05;1.00E+00;2.74E-10;1.00E+00;-2.00E-10
3.72E+05;1.00E+00;2.73E-10;1.00E+00;-1.99E-10
3.73E+05;1.00E+00;2.73E-10;1.00E+00;-1.99E-10
3.73E+05;1.00E+00;2.73E-10;1.00E+00;-1.98E-10
3.74E+05;1.00E+00;2.73E-10;1.00E+00;-1.98E-10
3.74E+05;1.00E+00;2.72E-10;1.00E+00;-1.97E-10
3.75E+05;1.00E+00;2.73E-10;1.00E+00;-1.97E-10
3.75E+05;1.00E+00;2.72E-10;1.00E+00;-1.97E-10
3.76E+05;1.00E+00;2.72E-10;1.00E+00;-1.97E-10
3.76E+05;1.00E+00;2.72E-10;1.00E+00;-1.96E-10
3.77E+05;1.00E+00;2.72E-10;1.00E+00;-1.96E-10
3.77E+05;1.00E+00;2.71E-10;1.00E+00;-1.96E-10
3.78E+05;1.00E+00;2.70E-10;1.00E+00;-1.95E-10
3.78E+05;1.00E+00;2.70E-10;1.00E+00;-1.95E-10
3.79E+05;1.00E+00;2.69E-10;1.00E+00;-1.94E-10
3.79E+05;1.00E+00;9.45E-11;1.00E+00;-1.79E-10
3.80E+05;1.00E+00;4.87E-11;1.00E+00;-1.52E-11
3.80E+05;1.00E+00;4.57E-11;1.00E+00;-3.92E-12
3.81E+05;1.00E+00;4.52E-11;1.00E+00;-3.00E-12
3.81E+05;1.00E+00;4.48E-11;1.00E+00;-2.88E-12
3.82E+05;1.00E+00;4.51E-11;1.00E+00;-2.78E-12
3.82E+05;1.00E+00;4.55E-11;1.00E+00;-2.73E-12
3.83E+05;1.00E+00;4.56E-11;1.00E+00;-2.70E-12
3.83E+05;1.00E+00;4.58E-11;1.00E+00;-2.70E-12
3.84E+05;1.00E+00;4.63E-11;1.00E+00;-2.83E-12
3.84E+05;1.00E+00;4.68E-11;1.00E+00;-2.98E-12
3.85E+05;1.00E+00;4.75E-11;1.00E+00;-3.02E-12
3.85E+05;1.00E+00;4.70E-11;1.00E+00;-2.97E-12
3.86E+05;1.00E+00;4.75E-11;1.00E+00;-2.99E-12
