#scan;iMeasureCycle=1;iMux=0;time=0.128;N=202;LocalTime=21/12/2023 09:51:51;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
4.99999;3.56E-09;0.288128;-0.499999;-2.43E-09;0.288128;;;4.99999;2.43052E-09;3.5574E-09
4.9;3.10E-09;0.437041;-0.5;-2.28E-09;0.437041;;;4.9;2.28261E-09;3.09662E-09
4.8;2.80E-09;0.613157;-0.500001;-2.19E-09;0.613157;;;4.8;2.19437E-09;2.80198E-09
4.7;2.62E-09;0.789217;-0.500001;-2.15E-09;0.789217;;;4.7;2.15193E-09;2.62318E-09
4.6;2.51E-09;0.939738;-0.500001;-2.14E-09;0.939738;;;4.6;2.14073E-09;2.50842E-09
4.49999;2.41E-09;1.115956;-0.5;-2.14E-09;1.115956;;;4.49999;2.13668E-09;2.4108E-09
4.4;2.34E-09;1.264534;-0.5;-2.15E-09;1.264534;;;4.4;2.146E-09;2.34253E-09
4.3;2.28E-09;1.440633;-0.5;-2.17E-09;1.440633;;;4.3;2.16706E-09;2.2798E-09
4.19999;2.22E-09;1.616728;-0.500001;-2.20E-09;1.616728;;;4.19999;2.19652E-09;2.22453E-09
4.09999;2.18E-09;1.792802;-0.500001;-2.23E-09;1.792802;;;4.09999;2.2312E-09;2.17573E-09
4;2.13E-09;1.993679;-0.5;-2.27E-09;1.993679;;;4;2.27285E-09;2.12505E-09
3.89999;2.09E-09;2.142246;-0.499999;-2.33E-09;2.142246;;;3.89999;2.33211E-09;2.0918E-09
3.8;2.05E-09;2.338943;-0.500001;-2.40E-09;2.338943;;;3.8;2.40214E-09;2.05496E-09
3.7;2.03E-09;2.487694;-0.500001;-2.49E-09;2.487694;;;3.7;2.4932E-09;2.02662E-09
3.60001;1.99E-09;2.663931;-0.500001;-2.58E-09;2.663931;;;3.60001;2.58491E-09;1.99255E-09
3.49999;1.96E-09;2.81244;-0.500001;-2.71E-09;2.81244;;;3.49999;2.70762E-09;1.96198E-09
3.4;1.94E-09;2.968666;-0.500001;-2.86E-09;2.968666;;;3.4;2.8637E-09;1.94007E-09
3.29999;1.92E-09;3.117326;-0.500001;-3.03E-09;3.117326;;;3.29999;3.03285E-09;1.91642E-09
3.2;1.88E-09;3.265907;-0.500001;-3.22E-09;3.265907;;;3.2;3.22289E-09;1.88132E-09
3.1;1.86E-09;3.414534;-0.500001;-3.45E-09;3.414534;;;3.1;3.44952E-09;1.8601E-09
2.99999;1.83E-09;3.590606;-0.500001;-3.71E-09;3.590606;;;2.99999;3.71074E-09;1.83254E-09
2.89999;1.81E-09;3.766739;-0.5;-4.01E-09;3.766739;;;2.89999;4.01176E-09;1.80529E-09
2.79999;1.77E-09;3.915363;-0.5;-4.37E-09;3.915363;;;2.79999;4.36821E-09;1.76805E-09
2.7;1.74E-09;4.064101;-0.5;-4.77E-09;4.064101;;;2.7;4.76723E-09;1.73829E-09
